split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class_0,class_1,class_2,class_3,class_4
val,1.4816051721572876,-0.9060584306716919,-1.356825590133667,0.8155405521392822,0.6577388644218445,1.0217595100402832,1.3046014308929443,1.1881744861602783,-0.7434830069541931,0.0,0.0,1.0,0.0,0.0
val,-3.296975612640381,-0.09119749814271927,-3.033463954925537,-0.3294509947299957,1.991324543952942,-0.9061163067817688,2.3657679557800293,0.7308146953582764,0.19673016667366028,0.0,0.0,0.0,1.0,0.0
val,-2.6755449771881104,0.46741747856140137,-2.3733770847320557,-3.542243003845215,0.3152858018875122,0.6308079361915588,1.2217755317687988,-0.024504192173480988,-2.204533576965332,0.0,0.0,0.0,0.0,1.0
val,-1.2652086019515991,-0.3993648588657379,-0.8419166207313538,0.24674640595912933,0.667190670967102,-0.6689016819000244,0.3389136791229248,0.24030208587646484,-1.1215139627456665,1.0,0.0,0.0,0.0,0.0
val,-0.6478834748268127,-0.2909015417098999,-1.1804641485214233,1.421329379081726,1.0915908813476562,-0.9718911051750183,2.1082241535186768,0.6337945461273193,-0.772540807723999,0.0,1.0,0.0,0.0,0.0
val,0.8177613019943237,-2.1408307552337646,-1.0517829656600952,-0.2727893590927124,0.07642027735710144,0.1110871434211731,2.165879964828491,-0.2221205085515976,-1.2009316682815552,0.0,0.0,1.0,0.0,0.0
val,-0.3721715211868286,0.29218173027038574,-1.7326749563217163,-1.809675693511963,1.679373860359192,-1.2259202003479004,0.8609613180160522,1.303139328956604,-3.1369879245758057,0.0,0.0,0.0,1.0,0.0
val,-2.9191079139709473,-0.7257428169250488,-0.6473639011383057,0.6389418840408325,-0.2749329209327698,-1.179617166519165,2.894717216491699,-3.4155092239379883,-1.5092874765396118,0.0,0.0,0.0,0.0,1.0
val,-0.6514834761619568,0.037201084196567535,-1.635367512702942,0.27089744806289673,0.4259202778339386,-0.21223998069763184,0.1381813883781433,0.5493807196617126,-0.4306894540786743,1.0,0.0,0.0,0.0,0.0
val,-0.6428680419921875,-0.27918314933776855,-1.829001545906067,-0.6790748238563538,1.1622765064239502,-0.6758707165718079,0.7681445479393005,1.3665260076522827,0.2649659216403961,0.0,1.0,0.0,0.0,0.0
val,1.3073240518569946,-0.34791234135627747,-1.8953393697738647,0.050037581473588943,0.7681909799575806,-0.6771495938301086,-0.12425420433282852,-1.4039275646209717,-0.6428329944610596,0.0,0.0,1.0,0.0,0.0
val,0.17544159293174744,-1.0979297161102295,-1.7902027368545532,-1.2388681173324585,2.5687966346740723,0.2920772135257721,1.2270621061325073,-0.5468572974205017,1.90037202835083,0.0,0.0,0.0,1.0,0.0
val,-0.1921873241662979,1.4253698587417603,1.323493480682373,2.706312417984009,-1.9487178325653076,-0.6032158136367798,0.2276562750339508,0.9816126823425293,1.0619240999221802,0.0,0.0,0.0,0.0,1.0
val,-0.7681523561477661,-0.6064112782478333,-1.8634977340698242,0.32887208461761475,-0.022610077634453773,-0.5165788531303406,0.956560492515564,0.3368552327156067,-1.013147234916687,1.0,0.0,0.0,0.0,0.0
val,0.14091454446315765,-0.15642397105693817,-0.31185466051101685,0.4312221109867096,0.8773283958435059,-1.658072829246521,0.30098873376846313,0.14102615416049957,-0.7694950699806213,0.0,1.0,0.0,0.0,0.0
val,-0.819663405418396,-1.4768012762069702,-1.710296392440796,1.1048822402954102,-1.18193781375885,0.9871014356613159,-0.3258805274963379,1.0693063735961914,0.40690603852272034,0.0,0.0,1.0,0.0,0.0
val,-1.410893201828003,0.9468713998794556,-1.818385362625122,0.19606754183769226,0.6140788197517395,-0.24805442988872528,1.292112112045288,0.08840770274400711,-4.11058235168457,0.0,0.0,0.0,1.0,0.0
val,0.5180659294128418,1.9991700649261475,-2.4527158737182617,-2.0840227603912354,3.126093864440918,0.330074667930603,0.06110985949635506,-0.3655346632003784,-1.487863540649414,0.0,0.0,0.0,0.0,1.0
test,-0.625040590763092,-0.7897226214408875,-1.0726124048233032,0.272097110748291,0.5776724815368652,-0.5447010397911072,0.2154572606086731,0.4890153408050537,-1.1795488595962524,1.0,0.0,0.0,0.0,0.0
test,-2.291654348373413,-1.1312012672424316,-1.719778299331665,0.18287795782089233,1.1103410720825195,-0.2544599771499634,0.4573271572589874,-0.5292733907699585,-0.5102296471595764,0.0,1.0,0.0,0.0,0.0
test,-2.284696340560913,-0.3212856352329254,-1.5633292198181152,0.17489871382713318,2.4397473335266113,-0.937715470790863,0.35187074542045593,0.5326560139656067,0.9630011320114136,0.0,0.0,1.0,0.0,0.0
test,-0.45127975940704346,-1.0560152530670166,-4.408803462982178,0.8023984432220459,0.7208934426307678,1.1304994821548462,-0.140202596783638,0.013260278850793839,0.8253787755966187,0.0,0.0,0.0,1.0,0.0
test,-3.815715789794922,1.2577165365219116,0.619432270526886,-1.5550402402877808,1.2446664571762085,-1.936824917793274,1.078361988067627,1.9214738607406616,-0.027437688782811165,0.0,0.0,0.0,0.0,1.0
test,-1.3491050004959106,-0.4867812991142273,-1.4078400135040283,-0.09649451076984406,0.19040679931640625,-0.08114053308963776,0.592052161693573,0.3197503089904785,-1.0796676874160767,1.0,0.0,0.0,0.0,0.0
test,-0.7827902436256409,-0.8557043671607971,-2.1951029300689697,1.0590921640396118,1.2468565702438354,0.5950208902359009,-0.016566431149840355,0.11014704406261444,-0.9455956816673279,0.0,1.0,0.0,0.0,0.0
test,-1.986794114112854,-0.2519077658653259,-2.1063902378082275,0.5910293459892273,-1.8151862621307373,-0.3118683397769928,1.5848957300186157,1.2396388053894043,-0.5142223238945007,0.0,0.0,1.0,0.0,0.0
test,-2.745556354522705,1.8900893926620483,-1.3815823793411255,0.7405508160591125,1.7772074937820435,0.2184435874223709,0.7782298922538757,-1.7590546607971191,0.12498878687620163,0.0,0.0,0.0,1.0,0.0
test,-0.7740947008132935,-0.32361847162246704,-2.0429298877716064,-1.4932961463928223,-3.1773409843444824,0.8939197659492493,-1.2352546453475952,-0.7571426630020142,-1.554229497909546,0.0,0.0,0.0,0.0,1.0
test,-1.0485403537750244,-0.5271694660186768,-0.8608778715133667,0.2523254454135895,0.7724153399467468,-0.407108873128891,1.117537021636963,-0.12293564528226852,0.14820469915866852,1.0,0.0,0.0,0.0,0.0
test,-1.5413798093795776,-0.089305579662323,-0.6799781322479248,1.6909540891647339,0.4033534526824951,-0.5677173137664795,-0.20455171167850494,0.8259063959121704,-0.7147707343101501,0.0,1.0,0.0,0.0,0.0
test,-1.3026454448699951,0.3170262575149536,-1.4534751176834106,-1.7354481220245361,1.6194868087768555,0.6701768636703491,0.06444132328033447,1.1119563579559326,-0.7556949257850647,0.0,0.0,1.0,0.0,0.0
test,-0.5269121527671814,0.873405396938324,-0.8590658903121948,2.420504093170166,-0.9373974800109863,0.3461846113204956,-1.408431053161621,0.012521890923380852,1.0708643198013306,0.0,0.0,0.0,1.0,0.0
test,1.058424711227417,-1.4705369472503662,-1.8932639360427856,2.120779514312744,1.2289916276931763,0.09287441521883011,3.2082674503326416,-2.8979246616363525,-0.5230596661567688,0.0,0.0,0.0,0.0,1.0
test,-0.5484811067581177,-0.6719624400138855,-1.0804001092910767,-0.0705275610089302,-0.12149887531995773,0.13087329268455505,0.5542310476303101,0.18210746347904205,-0.2872079908847809,1.0,0.0,0.0,0.0,0.0
test,0.10005634278059006,-0.1856275498867035,-0.7622334361076355,-0.6238999366760254,-0.18253502249717712,-0.8821892142295837,1.528818130493164,1.027843952178955,-0.36234521865844727,0.0,1.0,0.0,0.0,0.0
test,-2.2246243953704834,-1.2380807399749756,-0.33856675028800964,0.38131701946258545,-0.5908824801445007,-1.3448282480239868,0.46550387144088745,0.7552401423454285,-2.3663523197174072,0.0,0.0,1.0,0.0,0.0
test,-1.8909753561019897,-0.8613771200180054,1.1102144718170166,1.2115169763565063,0.9394500851631165,-1.9679406881332397,2.4951934814453125,1.757573127746582,-1.3277162313461304,0.0,0.0,0.0,1.0,0.0
test,-1.9944051504135132,0.5323100686073303,0.40756145119667053,3.0836856365203857,3.186267375946045,0.5067622065544128,0.9050180912017822,-0.6519855260848999,-2.4062929153442383,0.0,0.0,0.0,0.0,1.0
test,-0.8111555576324463,-0.5030906796455383,-1.5995022058486938,0.0036351140588521957,0.8272270560264587,-0.7262265086174011,0.9835731983184814,0.5510136485099792,-1.0703152418136597,1.0,0.0,0.0,0.0,0.0
test,-0.752682089805603,0.0679306760430336,-1.2521414756774902,-0.16416716575622559,0.027231041342020035,0.4953295886516571,1.2003135681152344,0.7703379988670349,0.9101508855819702,0.0,1.0,0.0,0.0,0.0
test,0.484157919883728,-1.0356296300888062,-0.7745283246040344,1.9757516384124756,0.4641161859035492,1.3236093521118164,0.8682541847229004,-0.0393751785159111,0.5637532472610474,0.0,0.0,1.0,0.0,0.0
test,-1.20260751247406,1.3264440298080444,-0.36307647824287415,-1.3472079038619995,1.7896825075149536,-2.304102659225464,-0.057104721665382385,-0.877755343914032,-1.7425564527511597,0.0,0.0,0.0,1.0,0.0
test,2.184507131576538,1.5995616912841797,-0.67657470703125,-0.15755590796470642,0.35913535952568054,-0.7241573929786682,0.23848986625671387,1.4155285358428955,-3.561774969100952,0.0,0.0,0.0,0.0,1.0
test,-0.6410405039787292,-0.23771654069423676,-0.757051944732666,0.05940672382712364,0.9176145792007446,-0.3346751630306244,0.4683050215244293,-0.2072281688451767,-0.8240804076194763,1.0,0.0,0.0,0.0,0.0
test,-0.7830479145050049,0.5740702152252197,-1.9215158224105835,-0.09206549823284149,0.95126873254776,0.17457960546016693,0.9219728708267212,1.4141002893447876,-1.0387697219848633,0.0,1.0,0.0,0.0,0.0
test,0.3927049934864044,-0.010836106725037098,-1.0547454357147217,1.3093942403793335,2.6396324634552,-1.1443959474563599,0.5040658116340637,-0.6565714478492737,-0.652129590511322,0.0,0.0,1.0,0.0,0.0
test,-0.6779308319091797,1.2288806438446045,-0.6474583148956299,1.6915782690048218,2.565570116043091,1.3274787664413452,2.6560518741607666,0.46291252970695496,-0.6060750484466553,0.0,0.0,0.0,1.0,0.0
test,1.0603457689285278,2.308372974395752,0.36436188220977783,-1.5008504390716553,2.445096731185913,-1.6728541851043701,0.06131237372756004,1.2058180570602417,0.2878493070602417,0.0,0.0,0.0,0.0,1.0
test,-1.0833561420440674,-0.7289969325065613,-0.8571620583534241,0.05470947548747063,0.11366891860961914,-0.11280763149261475,0.44332069158554077,0.606922447681427,0.003571229986846447,1.0,0.0,0.0,0.0,0.0
test,-2.0648577213287354,-0.9877713322639465,-1.2791835069656372,0.8235290050506592,0.4944612681865692,-0.7864693999290466,1.0019029378890991,-1.071973443031311,-0.44115540385246277,0.0,1.0,0.0,0.0,0.0
test,-1.6909511089324951,0.8240267038345337,-0.2116597443819046,1.388573408126831,0.06469734013080597,0.9669051170349121,0.302606463432312,-0.7503331303596497,0.6661205887794495,0.0,0.0,1.0,0.0,0.0
test,0.7293806672096252,-0.19801640510559082,-1.2294676303863525,2.000798225402832,1.9947043657302856,-1.992371678352356,-1.3625763654708862,-0.838820219039917,-0.45574891567230225,0.0,0.0,0.0,1.0,0.0
test,-0.8174780011177063,-2.857267141342163,2.8263611793518066,0.27678585052490234,-0.022146744653582573,-1.7986642122268677,1.4474539756774902,-0.3271476626396179,-0.7088035941123962,0.0,0.0,0.0,0.0,1.0
test,-0.6402460932731628,-0.4597306549549103,-1.1164170503616333,0.284284383058548,-0.052489589899778366,-0.41742026805877686,1.1936914920806885,0.4020368754863739,0.17524033784866333,1.0,0.0,0.0,0.0,0.0
test,-1.294961929321289,-0.16721318662166595,0.45895692706108093,0.6693119406700134,-0.09111092239618301,0.01644377037882805,0.5727282166481018,0.8758848309516907,-0.39410972595214844,0.0,1.0,0.0,0.0,0.0
test,-0.9112954139709473,-1.722296118736267,-0.4997151494026184,0.14965437352657318,-0.976173460483551,-0.43110451102256775,1.4479641914367676,-0.4224769175052643,-2.503525972366333,0.0,0.0,1.0,0.0,0.0
test,1.183039903640747,-0.17802126705646515,0.6851879358291626,0.17350129783153534,-0.6992549300193787,-2.3590683937072754,0.5797224044799805,-1.4350355863571167,-0.6688792109489441,0.0,0.0,0.0,1.0,0.0
test,-2.420468807220459,1.6948869228363037,-2.7870266437530518,-0.003938108216971159,-1.5420730113983154,-0.5972855091094971,1.100974202156067,3.563279867172241,-0.8629328608512878,0.0,0.0,0.0,0.0,1.0
test,-1.1148649454116821,-0.6183052062988281,-1.3353476524353027,-0.050969842821359634,0.44231340289115906,-0.9104259610176086,0.26356974244117737,-0.08661220967769623,-0.2890307903289795,1.0,0.0,0.0,0.0,0.0
test,-0.7887924909591675,-0.5910019278526306,-1.927757978439331,0.8158376216888428,0.3283006250858307,1.005423665046692,1.329001545906067,0.6439842581748962,0.4156811833381653,0.0,1.0,0.0,0.0,0.0
test,-0.5044999122619629,0.018117990344762802,1.0088369846343994,0.39916154742240906,-0.7430005669593811,-0.5439909100532532,0.5152806043624878,-1.1152180433273315,0.08390431106090546,0.0,0.0,1.0,0.0,0.0
test,-0.4143323302268982,0.7212900519371033,0.7643871903419495,0.9210913777351379,0.6762791275978088,-1.6086909770965576,1.3703175783157349,2.6546623706817627,1.0703855752944946,0.0,0.0,0.0,1.0,0.0
test,-1.814185380935669,-0.8001916408538818,-1.129319190979004,1.1445817947387695,0.023498568683862686,0.35678577423095703,-0.7868127226829529,1.9592478275299072,-4.687267780303955,0.0,0.0,0.0,0.0,1.0
test,-0.9502046704292297,-0.43504637479782104,-0.7688813805580139,0.257267564535141,0.34226489067077637,0.14847713708877563,0.5675316452980042,0.917854905128479,-0.7468459606170654,1.0,0.0,0.0,0.0,0.0
test,-0.674243688583374,-0.26363176107406616,-1.5538591146469116,0.5973049402236938,0.3957710862159729,-0.08971891552209854,0.9508063793182373,-0.551188588142395,1.201277732849121,0.0,1.0,0.0,0.0,0.0
test,-0.6911413669586182,-0.6508140563964844,-0.12350735813379288,0.9522724151611328,-1.2557930946350098,0.41397950053215027,0.4658769369125366,0.4967922568321228,-2.4671881198883057,0.0,0.0,1.0,0.0,0.0
test,-3.338893175125122,-2.073249101638794,-1.1894851922988892,-0.5640274882316589,-1.1656898260116577,-1.665440559387207,1.3593635559082031,0.4317138195037842,0.7769331932067871,0.0,0.0,0.0,1.0,0.0
test,-3.988830327987671,-0.513004720211029,0.8216018676757812,2.5770301818847656,1.742983102798462,0.6441861987113953,1.5318547487258911,-1.417691946029663,-0.4599604904651642,0.0,0.0,0.0,0.0,1.0
test,-1.3735437393188477,-0.7189459204673767,-1.358433723449707,0.08114254474639893,-0.022306710481643677,-0.8034693002700806,0.7356682419776917,-0.07974933087825775,-0.3618881404399872,1.0,0.0,0.0,0.0,0.0
test,-1.9315272569656372,-0.42249003052711487,-1.549124836921692,0.4078810214996338,-0.34079602360725403,-0.8608013987541199,-0.18925893306732178,-0.4944332242012024,-1.1099387407302856,0.0,1.0,0.0,0.0,0.0
test,-0.1881089210510254,0.20382744073867798,-3.0078675746917725,-0.13321161270141602,0.736129641532898,0.9539651870727539,-0.057058777660131454,0.04835166782140732,0.910672128200531,0.0,0.0,1.0,0.0,0.0
test,0.8937644958496094,-1.5267897844314575,-1.1761646270751953,0.4816930294036865,1.7457345724105835,-2.5838804244995117,0.07267025858163834,1.412623405456543,1.3403433561325073,0.0,0.0,0.0,1.0,0.0
test,1.3872233629226685,-0.2614617645740509,-3.314695119857788,1.1934804916381836,2.4238011837005615,0.8093385100364685,2.9213297367095947,1.4520388841629028,-2.371243953704834,0.0,0.0,0.0,0.0,1.0
test,-1.1010994911193848,-0.6602405905723572,-1.2330111265182495,0.7409080266952515,0.5922197103500366,-0.19349884986877441,0.9493682384490967,0.8036438822746277,-1.132271409034729,1.0,0.0,0.0,0.0,0.0
test,-0.18652048707008362,0.7621357440948486,-0.9550848007202148,0.6437702775001526,0.3114098906517029,-0.1757069081068039,0.18277005851268768,1.4797879457473755,-0.3496275544166565,0.0,1.0,0.0,0.0,0.0
test,-1.1805747747421265,-2.060450553894043,-0.22592009603977203,0.14858262240886688,0.9593253135681152,-0.639272153377533,1.6785742044448853,-1.7189725637435913,-1.048341155052185,0.0,0.0,1.0,0.0,0.0
test,-1.0734540224075317,-0.7853155136108398,-0.37440595030784607,-2.3061695098876953,-1.942743182182312,0.5106651186943054,1.6928781270980835,0.8457764983177185,-1.1258666515350342,0.0,0.0,0.0,1.0,0.0
test,1.546765923500061,-1.3246275186538696,0.7220575213432312,3.6033809185028076,-0.46868351101875305,-0.6207227110862732,1.0838451385498047,1.9974515438079834,-1.104874849319458,0.0,0.0,0.0,0.0,1.0
test,-1.2510056495666504,-0.41076794266700745,-1.7111396789550781,0.0022094273008406162,0.1488717794418335,-0.1986372172832489,1.1354081630706787,0.585837721824646,-0.2490268498659134,1.0,0.0,0.0,0.0,0.0
test,-0.4191434979438782,-1.0631475448608398,-2.257528305053711,1.0343878269195557,0.21361897885799408,-1.4371116161346436,1.4900503158569336,-0.02459537610411644,-0.2460673302412033,0.0,1.0,0.0,0.0,0.0
test,0.27903613448143005,0.718264102935791,-0.6658383011817932,1.538047432899475,1.0463449954986572,0.8852523565292358,-0.4361296594142914,1.3451827764511108,-0.8693826794624329,0.0,0.0,1.0,0.0,0.0
test,-0.6623350977897644,0.8358533382415771,-3.065114974975586,-2.220909833908081,1.952013611793518,-0.17505814135074615,-0.39450696110725403,-0.09287385642528534,0.06351754814386368,0.0,0.0,0.0,1.0,0.0
test,0.8630102276802063,-1.2500677108764648,1.1391932964324951,-2.50933837890625,2.168773889541626,-1.9872463941574097,0.5390669107437134,1.048082709312439,-1.7617547512054443,0.0,0.0,0.0,0.0,1.0
test,-1.1706432104110718,-0.7433396577835083,-0.7475088834762573,0.7062042951583862,0.7529211640357971,-0.6855806112289429,0.5356892347335815,0.6775780916213989,-0.8080734014511108,1.0,0.0,0.0,0.0,0.0
test,-1.0176151990890503,-1.2357063293457031,-0.4275316596031189,-0.06819504499435425,-0.25004813075065613,0.11273817718029022,0.6554091572761536,0.3321039378643036,0.8516032099723816,0.0,1.0,0.0,0.0,0.0
test,0.06861419975757599,1.4407389163970947,-0.8718366026878357,-0.19262216985225677,-0.8084537386894226,0.28590378165245056,-0.28808990120887756,0.8651466965675354,-1.3082953691482544,0.0,0.0,1.0,0.0,0.0
test,-1.5507378578186035,-0.48958656191825867,-1.8357982635498047,-0.4185173213481903,-0.0013218902749940753,-1.7812656164169312,-0.7888011336326599,-1.278038740158081,2.219811201095581,0.0,0.0,0.0,1.0,0.0
test,0.8920296430587769,0.13119962811470032,1.665875792503357,2.7846250534057617,-1.5014322996139526,-1.4955470561981201,2.0322864055633545,-0.06697558611631393,0.3387272357940674,0.0,0.0,0.0,0.0,1.0
test,-0.14578445255756378,-0.17843025922775269,-0.8184794783592224,0.3092670738697052,0.23331618309020996,-0.3343408703804016,0.3564288914203644,0.0021431625355035067,-0.4841654896736145,1.0,0.0,0.0,0.0,0.0
test,-1.304972767829895,-0.23014864325523376,-0.394535630941391,0.29828742146492004,1.557389497756958,-0.3593725264072418,1.8992494344711304,0.4931201934814453,0.1847819983959198,0.0,1.0,0.0,0.0,0.0
test,-1.9279863834381104,0.3512389361858368,-1.627358078956604,1.6383934020996094,1.2208176851272583,-0.743870198726654,1.7511694431304932,-1.40728759765625,0.38030490279197693,0.0,0.0,1.0,0.0,0.0
test,-1.471750020980835,0.39665815234184265,-4.078192710876465,-0.6698182225227356,2.1120216846466064,0.23945371806621552,1.5809636116027832,0.12718833982944489,0.7661662697792053,0.0,0.0,0.0,1.0,0.0
test,0.9811255931854248,1.48918879032135,0.4913468360900879,2.7660646438598633,-1.9444913864135742,1.139319658279419,1.3821817636489868,0.1999841034412384,-1.4085584878921509,0.0,0.0,0.0,0.0,1.0
test,-1.0183953046798706,-0.2629123032093048,-1.4706741571426392,0.665701687335968,0.8901947140693665,0.14126083254814148,0.9518774151802063,0.7581567764282227,-0.3747487962245941,1.0,0.0,0.0,0.0,0.0
test,-1.1042520999908447,-1.0857760906219482,-2.273040771484375,0.09399749338626862,-0.6761059761047363,-0.3963320255279541,-0.1623263657093048,0.4581511616706848,-0.09999407827854156,0.0,1.0,0.0,0.0,0.0
test,-1.643954873085022,-0.1993272751569748,-0.4630422294139862,-0.6943845748901367,-1.4216842651367188,-0.13445962965488434,1.9832199811935425,1.126609206199646,0.3944014012813568,0.0,0.0,1.0,0.0,0.0
test,1.6404695510864258,0.18223896622657776,-1.3597410917282104,-1.2455666065216064,2.031461000442505,0.044846028089523315,1.4426164627075195,-0.7481991052627563,-2.1415536403656006,0.0,0.0,0.0,1.0,0.0
test,-1.705052137374878,-2.0597898960113525,-3.9640252590179443,-0.2179669588804245,-0.14255154132843018,2.6625492572784424,-0.3751002848148346,-0.17569278180599213,1.1393959522247314,0.0,0.0,0.0,0.0,1.0
