split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
val,-0.7163395881652832,2.9366812705993652,0.33179306983947754,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,5.462930679321289,-4.648441314697266,-0.4280247092247009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,6.458165645599365,-1.629766821861267,-5.538759708404541,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.4955894947052002,-9.071171760559082,-2.8431668281555176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,7.247009754180908,1.9237639904022217,3.2867064476013184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.7007033824920654,-0.8141329288482666,-0.9622088074684143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.9599986672401428,-3.0595712661743164,-2.8303844928741455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.460571527481079,-3.226853370666504,-0.2616966664791107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.0899555683135986,-5.056845664978027,-1.8541479110717773,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.7813397645950317,-1.1588926315307617,2.654231548309326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,2.22059965133667,1.1202706098556519,-6.926260471343994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.2996147871017456,4.524045467376709,-4.925063133239746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-4.245267868041992,4.957169055938721,-1.5826938152313232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,5.271018028259277,-8.925862312316895,-3.384711503982544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0277023315429688,-1.1715561151504517,-0.8887693881988525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6781906485557556,-3.4176244735717773,-1.6394152641296387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.3568198680877686,-2.466707229614258,-1.3093619346618652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.03579044342041,-3.2660412788391113,-0.9403327107429504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.2111544609069824,-4.617117881774902,-1.0848785638809204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.5543951988220215,-3.88686466217041,-7.098219871520996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.371275782585144,-2.8694827556610107,-8.548870086669922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.528192043304443,1.6201016902923584,-3.8043909072875977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.466310501098633,-1.0135092735290527,6.768208026885986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5628196597099304,-1.4261945486068726,-0.7461403608322144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6446993350982666,-2.2479255199432373,-0.39560413360595703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.5769433975219727,0.11713337898254395,-3.368880033493042,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.028573513031006,-0.929075300693512,-4.73935079574585,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.7266459465026855,1.0931028127670288,-2.115446090698242,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.087877631187439,-5.852595806121826,-5.434114456176758,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.855611801147461,4.742182731628418,-1.2455534934997559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.4552066922187805,-7.732726097106934,-6.662491798400879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.845088005065918,-2.113058567047119,-7.010820388793945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6330404877662659,-1.8219428062438965,-0.8306870460510254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.8242071866989136,-1.5684964656829834,-3.3037827014923096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7529605627059937,1.2921329736709595,-2.2445290088653564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.661478579044342,0.15353357791900635,-5.20686674118042,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.652779459953308,1.8013899326324463,1.9212898015975952,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.15017417073249817,-7.318746089935303,-2.773844003677368,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.824766159057617,-5.640413761138916,0.17444437742233276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.760390281677246,-8.692424774169922,-1.657623291015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.306225776672363,-3.43593430519104,-5.896650314331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1226284503936768,-1.0683281421661377,-0.9857609868049622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2245380878448486,-2.2685670852661133,-1.5600616931915283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.566969156265259,-1.167465329170227,-1.6928143501281738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.107128143310547,2.2506909370422363,-1.3372739553451538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5540173053741455,-5.848015785217285,-3.7798986434936523,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.442568302154541,1.985060214996338,-0.8947374820709229,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.39088773727417,2.882319688796997,0.6563335657119751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.34335553646087646,-0.8493530750274658,6.229933738708496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.6241998076438904,5.84950590133667,-6.909837245941162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5931122899055481,-0.5498009324073792,-1.2588117122650146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6127139329910278,-2.433985948562622,-0.49732705950737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.0495543479919434,-2.596494436264038,-2.97724986076355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8343901634216309,2.008230686187744,-3.7859504222869873,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.3777609169483185,0.7768340706825256,2.7395904064178467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.477673053741455,2.358048439025879,2.507981300354004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.131711006164551,-6.5711846351623535,-1.1881359815597534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.9081001281738281,-6.513094425201416,4.24406623840332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.634880065917969,-4.0158281326293945,0.8655043840408325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.354967325925827,-1.0862970352172852,-1.621164321899414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9548838138580322,-0.6568756103515625,-0.5138452649116516,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.89396733045578,0.8292418122291565,-0.4194140136241913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.160060405731201,-3.533963203430176,1.2609529495239258,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.6130940914154053,-4.048630237579346,-1.0127073526382446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.4612085819244385,2.1514556407928467,-6.483531475067139,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.7276241779327393,-2.6736721992492676,-7.871188640594482,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.2970259189605713,3.97896671295166,-6.8988189697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.369875431060791,-5.575936317443848,3.5804784297943115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5271549224853516,-1.5009956359863281,-1.4399652481079102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.350447177886963,-0.9398435354232788,-1.530691146850586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.40051007270813,-3.0373849868774414,-3.499112606048584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.0344765186309814,-4.450639724731445,-1.8257795572280884,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.486231327056885,-3.1804816722869873,0.8307159543037415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.9138200283050537,-3.2204344272613525,-6.97235631942749,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.827025890350342,0.6293635964393616,-4.142241477966309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.920088768005371,-3.8323755264282227,-8.60367202758789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.729089736938477,-1.874967336654663,-5.535606384277344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.358868271112442,-0.7765764594078064,-2.476776599884033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5155118703842163,0.5242243409156799,-1.293790340423584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0141416788101196,-1.8405888080596924,-4.2539191246032715,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.4784064292907715,-1.157834529876709,-2.5940752029418945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.17510724067688,-3.1150283813476562,-5.561172962188721,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.45147967338562,0.15540176630020142,3.7312214374542236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.7768895626068115,-5.275119781494141,-5.643815994262695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.971939742565155,5.733911037445068,1.8070412874221802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.600118398666382,-0.28476420044898987,-10.441813468933105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4537496566772461,-1.1874113082885742,-2.7098565101623535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7981305122375488,-3.407745122909546,-1.857100248336792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2801382541656494,0.032431673258543015,-4.273721694946289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5988844633102417,-1.904062032699585,1.5748629570007324,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.110976219177246,-3.335096836090088,-4.5267839431762695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.663622856140137,-0.8966314196586609,1.3945099115371704,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.5788750648498535,1.0004249811172485,2.3197312355041504,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.6690530776977539,-8.808439254760742,1.0644599199295044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.042543411254883,5.083920001983643,-4.404226779937744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5189909338951111,-0.5903977751731873,-1.1952791213989258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.17350254952907562,-2.0372018814086914,0.0025395750999450684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.9734153747558594,-3.110590696334839,-1.1013875007629395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1630090475082397,-3.874854803085327,-4.851880073547363,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.5817766189575195,-3.45513916015625,1.6963175535202026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.0024327039718628,-6.590120792388916,-4.766055583953857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.103476881980896,4.275277614593506,2.2856438159942627,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,8.14120101928711,-3.6465508937835693,-0.38262444734573364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.9721546769142151,-1.902649164199829,7.232560634613037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.522504210472107,-1.211750864982605,-1.998892903327942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8864301443099976,-1.3683581352233887,-0.38533127307891846,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4576818943023682,0.6848310232162476,-3.6912546157836914,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.7102363109588623,-0.7623453140258789,-3.9251959323883057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.7706239223480225,0.8404932618141174,-0.7645620703697205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.59084153175354,-7.301520347595215,-2.020960807800293,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.8143824338912964,-1.4244452714920044,5.143992900848389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.9616918563842773,3.0337064266204834,-7.947443962097168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.8897119164466858,2.904972791671753,-9.499321937561035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.34309592843055725,-1.8114882707595825,-1.7468773126602173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5939913988113403,-3.281137704849243,-1.0064551830291748,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.21748381853103638,-0.33827999234199524,0.9354251623153687,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5771952867507935,-5.207917213439941,-3.039898157119751,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.1296207904815674,2.328035593032837,-4.665523529052734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.024998530745506287,-5.615170001983643,-5.995884895324707,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.5291199684143066,0.48585617542266846,4.228939533233643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.2882485389709473,-4.355666160583496,-8.614924430847168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.562473177909851,-3.0192041397094727,6.848689079284668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7073148488998413,-1.591931939125061,-2.7231616973876953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.6305739879608154,-2.1432647705078125,-3.2867860794067383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.2922127842903137,-4.084351539611816,-0.3913372755050659,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.468504786491394,-4.080330848693848,-4.600137233734131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.840694427490234,-0.5309473872184753,0.7109466791152954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.843303918838501,-1.3602689504623413,-6.77951192855835,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.9059529304504395,4.0109171867370605,-5.495035648345947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.285682201385498,3.388812303543091,-5.891863822937012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.5096654891967773,4.511136531829834,4.352656364440918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.20485472679138184,-1.5181798934936523,-2.3604543209075928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5998008847236633,-0.803677499294281,-3.2388179302215576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.73621666431427,-1.2062082290649414,-3.642282724380493,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.199530124664307,0.2726408541202545,-1.8552006483078003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.39898762106895447,-5.092529296875,-5.137493133544922,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
