split,feature_0,feature_1,feature_2,feature_3,feature_4,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
train,0.16405777633190155,4.137502670288086,-2.705437183380127,1.8553714752197266,4.415767192840576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,5.7364959716796875,-3.8010575771331787,-1.3620007038116455,-0.33122390508651733,5.363134860992432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,7.261256694793701,-7.505593299865723,-1.9636222124099731,-1.543202519416809,-1.1953222751617432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.27206483483314514,-0.30775830149650574,-0.8994973301887512,-1.0960264205932617,-1.2652581930160522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.27913978695869446,-1.1788406372070312,-1.8917198181152344,-1.789838194847107,-0.8406064510345459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.7864997386932373,0.9859781861305237,-1.0388338565826416,-2.4074275493621826,-0.5264865159988403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.8928701281547546,0.4330250024795532,-2.5779011249542236,1.962315320968628,-0.7189832329750061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,3.2058751583099365,2.209502696990967,2.4156816005706787,-2.3437139987945557,-2.352327823638916,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,0.456946462392807,-2.231870651245117,-0.8406660556793213,-1.7635456323623657,-6.580931186676025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-2.026277780532837,2.7476470470428467,3.9733428955078125,-4.749149322509766,-2.3660988807678223,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,6.720743656158447,3.1140823364257812,-3.8150715827941895,-1.75730562210083,-1.443792700767517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,3.1139864921569824,0.7390806674957275,1.176232099533081,-0.38130849599838257,-9.28271484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-1.7994273900985718,-1.966007113456726,7.853331565856934,-1.0983576774597168,4.110616683959961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.19614024460315704,-0.005562291480600834,0.3701021373271942,-1.7649688720703125,-0.8786453604698181,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.8894397616386414,0.5234466195106506,1.3439555168151855,-0.786487877368927,-1.1532338857650757,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.8494268655776978,-1.5244282484054565,-0.0783698558807373,-0.27697262167930603,-3.121304512023926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.3148270845413208,-1.4119354486465454,0.373185396194458,-4.706470966339111,-2.1417770385742188,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.6500540375709534,-1.5771411657333374,-4.609995365142822,-2.591069221496582,-2.7326500415802,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.7320222854614258,-1.4702457189559937,-3.5892443656921387,0.8169246315956116,2.972537040710449,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.12399818748235703,4.882784366607666,-4.411738395690918,-1.535418152809143,-2.9997332096099854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-3.148052215576172,1.7013463973999023,3.9103634357452393,-2.7164900302886963,-6.069878101348877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,4.911726474761963,-4.150507926940918,-3.9447741508483887,3.345641851425171,2.687737226486206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.740572452545166,6.852357864379883,1.8790308237075806,-5.761425971984863,-4.393472671508789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.11007221788167953,0.20460429787635803,0.013378557749092579,-0.9319354295730591,-1.3129076957702637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.11318700015544891,0.7605490684509277,-1.3899450302124023,-2.327843427658081,-0.8071113228797913,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.5192500948905945,-0.15384316444396973,-2.5135185718536377,0.546312689781189,-0.578748881816864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.4983255863189697,-1.243252158164978,1.5015408992767334,2.0698132514953613,-1.3786920309066772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.091076374053955,-3.801713705062866,0.39309895038604736,0.5952436327934265,-2.6315574645996094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.7756762504577637,-1.2857935428619385,-3.893108367919922,0.8570635318756104,3.12803053855896,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.7938216924667358,-2.218796730041504,-5.962310314178467,-1.479008436203003,2.0137295722961426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,5.173326015472412,2.9538559913635254,-0.9728388786315918,-6.685378074645996,-1.5565879344940186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,6.067965984344482,-6.163281440734863,0.11602357774972916,-2.759214162826538,-4.591258525848389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.5943353772163391,-1.918271541595459,-2.9784345626831055,-6.190381050109863,7.112609386444092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.5533130168914795,-0.973870575428009,-0.19898013770580292,-0.8883969187736511,-1.6385908126831055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.32382071018219,0.5825245380401611,-1.4509130716323853,-0.513500452041626,-0.14731600880622864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.0392372608184814,1.4197250604629517,0.2702080011367798,-2.7041568756103516,-0.07124001532793045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.26835298538208,0.8090939521789551,-1.3286546468734741,-2.503253698348999,1.0912377834320068,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.34213197231292725,-3.2593021392822266,0.44550859928131104,0.439992219209671,2.6317813396453857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,4.564779281616211,-2.065504312515259,-0.10474856942892075,-1.6776965856552124,3.0768003463745117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,2.1374011039733887,-1.636005163192749,-1.0693714618682861,-1.4553275108337402,-7.559786796569824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,4.913331031799316,4.006630897521973,2.992748975753784,1.8389345407485962,-3.1058361530303955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,3.8661489486694336,-0.0026460005901753902,4.34583854675293,5.674457550048828,-1.158327341079712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,0.2604546546936035,-5.286373138427734,-2.585294008255005,-3.022517204284668,7.281264781951904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.9016700983047485,0.3074863851070404,-0.8472495675086975,-0.932884156703949,-0.8589276671409607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.3562315702438354,-0.19242319464683533,0.3716139793395996,-0.14251083135604858,-2.1705803871154785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.4354536533355713,-1.6633048057556152,-0.6778635382652283,-3.048485517501831,0.7686967253684998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.516089677810669,0.2945806682109833,-2.0816123485565186,-2.6875526905059814,0.06589464843273163,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,5.0477213859558105,0.9905223250389099,0.7554194331169128,-0.43426913022994995,-1.536387324333191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-2.9223344326019287,2.583251476287842,-0.8168397545814514,-2.4274702072143555,-4.6826395988464355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.8315024375915527,3.732649803161621,-2.656770706176758,-4.692774772644043,1.0131276845932007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,1.2434325218200684,3.356433629989624,-5.463655948638916,-1.1546416282653809,3.8820841312408447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.41655153036117554,-2.902160406112671,3.781439781188965,-7.880762577056885,-4.5610432624816895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-6.592330455780029,-2.0027430057525635,4.196372032165527,-4.315705299377441,3.2465808391571045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.3400854766368866,-0.2456054389476776,-0.9709044098854065,-0.7411949634552002,-0.34873166680336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.5386404395103455,-0.9958303570747375,0.7185238003730774,-1.0980876684188843,-2.150053024291992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.9718116521835327,1.216903805732727,0.6601996421813965,0.2146323025226593,-2.0270612239837646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.7774920463562012,-2.135895252227783,-2.984498977661133,1.1717629432678223,-1.1349517107009888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.803107500076294,-4.427484035491943,-1.8631234169006348,-0.7049700617790222,-0.26534223556518555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.2590299844741821,-4.953426361083984,0.7931976318359375,-3.800290107727051,-3.453965187072754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-4.454583168029785,-4.190802097320557,-1.8781790733337402,-2.971220016479492,1.2374188899993896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.776651382446289,-2.4299635887145996,1.9362850189208984,-0.6188323497772217,-7.945922374725342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-3.9897167682647705,6.611233234405518,-0.6995347142219543,-3.8777899742126465,1.3513927459716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.4499294757843018,3.0459794998168945,-5.000858306884766,5.167867660522461,3.234813690185547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3840599060058594,-0.1995805948972702,-0.6556299328804016,-1.0785273313522339,-0.9464970827102661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6519233584403992,0.09989801794290543,-0.9697929620742798,-1.7176039218902588,-2.6815714836120605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8246613144874573,0.00984476413577795,2.448626756668091,-0.6480024456977844,-0.08854196965694427,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.07814110815525055,-2.6889054775238037,-1.5310699939727783,-3.3390257358551025,1.1901345252990723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.351111888885498,-2.6908860206604004,-0.4567209482192993,-3.453047275543213,-0.8788726925849915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5581063032150269,2.8037424087524414,-1.9314682483673096,-2.956103801727295,-4.956189155578613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.472662329673767,-4.919785499572754,-4.212583065032959,2.0677309036254883,-2.1222617626190186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.1803455352783203,-2.4473459720611572,6.547750473022461,1.1166648864746094,-0.9545711874961853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.066704273223877,0.8544378876686096,-0.038868024945259094,4.623448371887207,5.633009433746338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.584516525268555,-2.136662721633911,6.872858047485352,1.6948322057724,-0.8912248015403748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.27786457538604736,-0.12581603229045868,0.2959277927875519,-0.5838661193847656,-0.5736979842185974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.616930365562439,0.569625198841095,-1.5539143085479736,-1.6541868448257446,-0.6272909641265869,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.111746311187744,-4.6302338887471706e-06,-0.14936012029647827,-1.147048830986023,0.5530484914779663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.10945754498243332,-0.15949223935604095,3.3712923526763916,-2.237797975540161,-1.9739664793014526,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8699328899383545,1.1516231298446655,-1.5276635885238647,0.8514980673789978,-4.3263044357299805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.5006279945373535,0.31616777181625366,-3.124934434890747,2.1517863273620605,-1.2578142881393433,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.379644751548767,2.9220168590545654,4.634822845458984,1.618683099746704,1.2420729398727417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.847375512123108,-0.9109396934509277,-3.8025107383728027,-2.4820590019226074,-7.611279010772705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.094084739685059,-2.2288002967834473,2.930062770843506,-0.988090455532074,3.9575021266937256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.118415832519531,3.0705654621124268,6.905165672302246,-2.5818872451782227,-2.606166362762451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5744722485542297,-0.76598060131073,0.1960606873035431,-1.94814932346344,-1.0342735052108765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8862186670303345,-0.3841550052165985,0.03900888189673424,-2.4106013774871826,-1.703187108039856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7156705260276794,0.6801711916923523,1.0323108434677124,-1.533223271369934,-3.3535964488983154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.473557710647583,-0.6919306516647339,-0.9537762403488159,1.8759727478027344,-3.1546473503112793,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.028317462652921677,0.10203703492879868,-4.533392429351807,1.2494488954544067,-1.8196390867233276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.7916624546051025,-0.5861468315124512,-4.00839376449585,0.10806578397750854,2.169424057006836,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.825113773345947,0.7608736157417297,-2.7120492458343506,-2.7258460521698,-4.244866371154785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.2350876331329346,2.520331382751465,2.5148112773895264,2.5228824615478516,4.16754150390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.716304063796997,-2.800947904586792,-0.4928146302700043,-6.294454574584961,-7.829938888549805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-8.493684768676758,0.50309818983078,-0.8038660883903503,0.35265785455703735,-4.968416690826416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9194000363349915,0.034034132957458496,-0.30404040217399597,-1.9822931289672852,-0.7420170307159424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1053276062011719,-1.4997938871383667,-0.3181469142436981,-1.615051031112671,-1.231711506843567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.451256513595581,0.1780245155096054,1.0647611618041992,-1.322709083557129,-2.601879119873047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9536807537078857,2.8570594787597656,-1.9863650798797607,-2.681905508041382,-0.2645220458507538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.4208303689956665,1.9988200664520264,-3.2079036235809326,-0.5174272656440735,1.7303634881973267,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.4195141792297363,1.0818850994110107,-4.50182580947876,-3.9925806522369385,-0.2839282751083374,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.7281289100646973,0.7354127764701843,5.045856475830078,-0.1554606854915619,1.7449713945388794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.492844581604004,5.420891761779785,-2.862964391708374,0.7067480683326721,-4.960900783538818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.019730806350708,-2.364752769470215,1.4726965427398682,6.971025466918945,1.174333095550537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.6003029346466064,5.8517584800720215,-5.333350658416748,4.280858516693115,0.31123214960098267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2096167653799057,0.23299415409564972,-0.5882771015167236,-0.5039205551147461,-0.8471227288246155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.633623480796814,-2.256118059158325,-0.306382417678833,-0.6128469705581665,-0.7042588591575623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9432114958763123,0.040005240589380264,-0.9413455724716187,-4.028120517730713,-0.3919118642807007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1089926958084106,-0.2636311650276184,2.470489025115967,-3.115488052368164,0.5061193108558655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.1904239654541016,-2.430673837661743,1.6711571216583252,-1.1117656230926514,-4.041563987731934,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.10805884748697281,0.22938819229602814,-4.017599105834961,1.2510286569595337,-4.88249397277832,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.399216413497925,-4.033003330230713,-1.4104045629501343,-1.3230490684509277,4.148617744445801,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.644576072692871,-0.6840226054191589,3.629506826400757,3.6097636222839355,-3.6726608276367188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.2693750858306885,-6.937638282775879,0.20765702426433563,-0.061779651790857315,-5.64994478225708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.247692346572876,-8.34720230102539,1.556810736656189,-3.21205472946167,-5.5139288902282715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7811002731323242,-0.41438552737236023,0.4367726445198059,-0.6561405658721924,-0.8483692407608032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.3039265275001526,-1.2534290552139282,-0.581059992313385,-0.9311418533325195,0.6483054757118225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.07837890088558197,0.023611698299646378,-1.2780523300170898,-0.19255277514457703,1.6436245441436768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7684826850891113,0.37218227982521057,-0.24033448100090027,-0.9554144144058228,-4.626206398010254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1073496341705322,-0.4994003176689148,1.5465350151062012,-4.220920562744141,2.5354156494140625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.2645951509475708,-2.1826791763305664,0.7945060133934021,-5.246738910675049,-4.752190589904785,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3944939374923706,-0.018591394647955894,-3.077349901199341,-2.6483490467071533,-7.123178482055664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
