split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2,class_3,class_4,class_5
val,5.786551475524902,0.014417721889913082,1.0685064792633057,3.265726089477539,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8655177354812622,0.3545930087566376,0.1766808032989502,0.48360833525657654,1.0,0.0,0.0,0.0,0.0,0.0
test,1.5806292295455933,-0.4713769555091858,0.5216791033744812,-1.7585227489471436,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.12232320755720139,-2.305774211883545,-2.166346788406372,-0.05510848015546799,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.2439481019973755,-0.9434460401535034,1.0659979581832886,2.720468521118164,0.0,0.0,0.0,1.0,0.0,0.0
test,1.4934680461883545,1.7255481481552124,0.329009085893631,-4.644110679626465,0.0,0.0,0.0,0.0,1.0,0.0
test,2.302990436553955,-5.139059066772461,-3.2084059715270996,1.294609546661377,0.0,0.0,0.0,0.0,0.0,1.0
test,1.276263952255249,-0.3052832782268524,-0.28467535972595215,0.8562432527542114,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7675513029098511,1.0073459148406982,-0.4624318778514862,-1.689895749092102,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.283690869808197,-0.20772792398929596,2.2601828575134277,0.1623779535293579,0.0,0.0,1.0,0.0,0.0,0.0
test,1.145071268081665,1.6180702447891235,0.9764546155929565,-3.3942809104919434,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.742027521133423,-0.5039525032043457,-3.60947585105896,0.453031063079834,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.44195294380188,-0.3401772081851959,1.0411951541900635,-3.7984557151794434,0.0,0.0,0.0,0.0,0.0,1.0
test,0.48064467310905457,-0.6571848392486572,-0.970506489276886,-0.4619131088256836,1.0,0.0,0.0,0.0,0.0,0.0
test,0.47799885272979736,-1.1113944053649902,-1.1284148693084717,-1.6096590757369995,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0371172428131104,0.9942660927772522,0.7398660182952881,-1.4980982542037964,0.0,0.0,1.0,0.0,0.0,0.0
test,2.7864012718200684,-2.3699193000793457,-1.0704700946807861,-2.8779666423797607,0.0,0.0,0.0,1.0,0.0,0.0
test,0.5924400687217712,-2.6921377182006836,-0.4245525598526001,-4.393528938293457,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.0338335037231445,-2.180983781814575,2.019610643386841,0.34590551257133484,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5262212753295898,-0.9942668080329895,-0.7135072946548462,-0.022014372050762177,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7756391763687134,-0.3209923207759857,0.9898756146430969,1.2899014949798584,0.0,1.0,0.0,0.0,0.0,0.0
test,2.575312614440918,0.6377205848693848,1.136611819267273,1.800705075263977,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.8707774877548218,1.123858094215393,-1.3948227167129517,-2.2982051372528076,0.0,0.0,0.0,1.0,0.0,0.0
test,0.46466824412345886,3.572479486465454,2.4919087886810303,-1.5813145637512207,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.9074472188949585,-4.4379706382751465,-1.1617270708084106,-3.0143117904663086,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9147314429283142,-0.2308705449104309,-1.363075613975525,0.17990945279598236,1.0,0.0,0.0,0.0,0.0,0.0
test,1.7900753021240234,1.3694196939468384,-1.430247187614441,-0.31196945905685425,0.0,1.0,0.0,0.0,0.0,0.0
test,4.030323505401611,0.14267544448375702,-0.34067031741142273,2.4839391699060798e-05,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.34002020955085754,-1.9800550937652588,2.8172318935394287,0.4965771436691284,0.0,0.0,0.0,1.0,0.0,0.0
test,5.437745571136475,-2.254934310913086,-1.2428343296051025,-0.9451625347137451,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.8281081318855286,2.174393653869629,-5.185145378112793,-2.1518287658691406,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7089869976043701,0.48463886976242065,0.09081151336431503,-0.5452966094017029,1.0,0.0,0.0,0.0,0.0,0.0
test,2.223750114440918,-0.12270278483629227,0.9098501801490784,-1.0297967195510864,0.0,1.0,0.0,0.0,0.0,0.0
test,3.4497601985931396,0.9816577434539795,0.00643828185275197,1.2162141799926758,0.0,0.0,1.0,0.0,0.0,0.0
test,2.725909948348999,0.8628706932067871,2.515984058380127,1.7799140214920044,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.1032549142837524,-3.8999826908111572,-2.2397501468658447,-1.869351863861084,0.0,0.0,0.0,0.0,1.0,0.0
test,4.679986476898193,4.397247791290283,-0.3791877329349518,1.2948721647262573,0.0,0.0,0.0,0.0,0.0,1.0
test,0.21476493775844574,0.009696201421320438,-0.04408137500286102,-0.4651094377040863,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2431074380874634,1.6032049655914307,0.04553546383976936,-0.8753948211669922,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.6302627325057983,-1.0286147594451904,-0.2781652808189392,0.9328606128692627,0.0,0.0,1.0,0.0,0.0,0.0
test,2.57470703125,-2.672987699508667,-1.935447335243225,2.159006357192993,0.0,0.0,0.0,1.0,0.0,0.0
test,0.29380151629447937,2.5709993839263916,3.0349016189575195,2.138878345489502,0.0,0.0,0.0,0.0,1.0,0.0
test,1.5698347091674805,-3.208409070968628,-4.8546552658081055,2.505913257598877,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9769753217697144,0.06758900731801987,0.3855037987232208,-0.6455180644989014,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9984613060951233,-0.6205877661705017,1.3912636041641235,-0.831509530544281,0.0,1.0,0.0,0.0,0.0,0.0
test,2.893674612045288,2.017439842224121,0.2526733875274658,0.5025034546852112,0.0,0.0,1.0,0.0,0.0,0.0
test,0.04637019708752632,-2.050201177597046,-0.33929237723350525,-3.484729290008545,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.2119903564453125,-3.78831148147583,-0.3118896782398224,-1.2270816564559937,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.22066472470760345,-2.173513889312744,-5.8159661293029785,0.9960688352584839,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5501396656036377,0.04669507220387459,0.3308878540992737,-0.48225173354148865,1.0,0.0,0.0,0.0,0.0,0.0
test,2.500666856765747,-0.36286333203315735,-0.13636863231658936,-1.4338115453720093,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.1241583824157715,-1.044588565826416,1.3226885795593262,-0.8040412068367004,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.1130818128585815,0.418551504611969,-3.6187024116516113,0.7414543032646179,0.0,0.0,0.0,1.0,0.0,0.0
test,0.2599889934062958,-1.0047721862792969,-1.3496026992797852,-4.875417232513428,0.0,0.0,0.0,0.0,1.0,0.0
test,0.19487957656383514,-3.5421528816223145,-3.6672866344451904,-3.7501816749572754,0.0,0.0,0.0,0.0,0.0,1.0
test,0.28550541400909424,-0.6503412127494812,-0.38069528341293335,-0.5309508442878723,1.0,0.0,0.0,0.0,0.0,0.0
test,2.8530592918395996,0.40887898206710815,-0.509142279624939,-0.7329558730125427,0.0,1.0,0.0,0.0,0.0,0.0
test,1.9264343976974487,-0.710419774055481,-0.5901843905448914,-2.912041425704956,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7717658281326294,-1.5504099130630493,-2.6475772857666016,2.831023693084717,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.5663424730300903,4.081062316894531,-0.6723920106887817,-2.1586191654205322,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.4236693382263184,0.8555873036384583,1.0696462392807007,-3.668285369873047,0.0,0.0,0.0,0.0,0.0,1.0
test,1.577754020690918,0.36711251735687256,0.23921939730644226,-0.1606222689151764,1.0,0.0,0.0,0.0,0.0,0.0
test,1.5287067890167236,0.8513715267181396,-1.9761197566986084,0.4340697228908539,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0621815919876099,-0.08944858610630035,1.6786890029907227,0.29263487458229065,0.0,0.0,1.0,0.0,0.0,0.0
test,3.004697799682617,-0.6581255197525024,2.9883992671966553,0.5015278458595276,0.0,0.0,0.0,1.0,0.0,0.0
test,5.2674126625061035,-2.4523231983184814,-1.8269108533859253,0.0018050391227006912,0.0,0.0,0.0,0.0,1.0,0.0
test,0.07565702497959137,1.930214524269104,4.75341272354126,-2.0820178985595703,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2623710036277771,-0.21687093377113342,0.053683921694755554,-0.49908897280693054,1.0,0.0,0.0,0.0,0.0,0.0
test,1.3028653860092163,-0.7177439332008362,-2.177644729614258,-0.8262712955474854,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.2635478973388672,-1.5200761556625366,-1.71771240234375,0.2644471824169159,0.0,0.0,1.0,0.0,0.0,0.0
test,4.020719051361084,-2.5138940811157227,0.7134699821472168,0.5422792434692383,0.0,0.0,0.0,1.0,0.0,0.0
test,4.311036586761475,1.0521055459976196,-0.3433798849582672,3.4863412380218506,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.9579112529754639,-2.150512218475342,-4.5318684577941895,-2.5664761066436768,0.0,0.0,0.0,0.0,0.0,1.0
test,1.916416049003601,-0.21713906526565552,0.08169103413820267,-0.11218404024839401,1.0,0.0,0.0,0.0,0.0,0.0
test,2.4548745155334473,-0.41922450065612793,-1.797829031944275,0.12183248996734619,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2280417680740356,-1.407457947731018,0.886959433555603,-2.496976137161255,0.0,0.0,1.0,0.0,0.0,0.0
test,2.3106954097747803,1.1650506258010864,1.3974250555038452,-3.1559219360351562,0.0,0.0,0.0,1.0,0.0,0.0
test,0.9485970139503479,-4.242574691772461,1.301929235458374,2.239130973815918,0.0,0.0,0.0,0.0,1.0,0.0
test,5.49751615524292,2.010183811187744,-3.7052738666534424,0.690443754196167,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7744112014770508,-0.08266445994377136,-1.0092637538909912,0.23571087419986725,1.0,0.0,0.0,0.0,0.0,0.0
test,1.8783214092254639,-0.7366398572921753,-1.9626057147979736,-0.8718087673187256,0.0,1.0,0.0,0.0,0.0,0.0
test,3.3454244136810303,1.734405517578125,-0.5866158604621887,-0.35728272795677185,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.6782889366149902,-0.054967232048511505,-0.5093465447425842,2.8221590518951416,0.0,0.0,0.0,1.0,0.0,0.0
test,5.651925563812256,-0.27669039368629456,0.8875524997711182,1.353145956993103,0.0,0.0,0.0,0.0,1.0,0.0
test,5.520784854888916,-0.35646936297416687,-2.5343375205993652,-3.487583875656128,0.0,0.0,0.0,0.0,0.0,1.0
test,1.56825852394104,0.3329198360443115,0.26889508962631226,-0.0014664825284853578,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.13316580653190613,-0.3137378990650177,-1.5204520225524902,1.0655421018600464,0.0,1.0,0.0,0.0,0.0,0.0
test,2.834904670715332,0.473860502243042,-0.4268958568572998,-2.4224839210510254,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5170032382011414,0.5389941334724426,-2.412437915802002,-3.4492180347442627,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.855039119720459,0.24423225224018097,3.6118388175964355,-0.5259203314781189,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.503744125366211,1.0870615243911743,0.6824202537536621,-3.6327311992645264,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5908480882644653,-0.7247164845466614,-1.0386794805526733,-0.20382477343082428,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.3101406693458557,0.008616948500275612,-1.4237221479415894,-1.1486644744873047,0.0,1.0,0.0,0.0,0.0,0.0
test,1.9808448553085327,0.23129431903362274,-1.1798888444900513,-2.81705641746521,0.0,0.0,1.0,0.0,0.0,0.0
test,3.5563805103302,1.6174339056015015,-1.2313413619995117,-2.517836570739746,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.4730807542800903,0.2174440622329712,0.09360088407993317,-4.369109153747559,0.0,0.0,0.0,0.0,1.0,0.0
test,6.083700656890869,0.3977583050727844,-0.8411129713058472,-3.2855257987976074,0.0,0.0,0.0,0.0,0.0,1.0
test,1.751700520515442,-0.21709787845611572,-1.1204129457473755,-0.17770607769489288,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5491442680358887,0.9511838555335999,-1.9901379346847534,-0.0204485934227705,0.0,1.0,0.0,0.0,0.0,0.0
test,3.8962273597717285,-0.03716682642698288,-0.29021990299224854,0.8287969827651978,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.4902743101119995,-1.8050347566604614,2.0780680179595947,-2.2788617610931396,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.0630900859832764,-1.6683337688446045,-1.211104393005371,-2.382643938064575,0.0,0.0,0.0,0.0,1.0,0.0
test,5.503905773162842,-1.3303967714309692,3.2595672607421875,-1.247153401374817,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4234751462936401,0.3497202694416046,-0.7533764243125916,-0.7878038287162781,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9219294786453247,0.17425601184368134,-2.018097400665283,1.0370289087295532,0.0,1.0,0.0,0.0,0.0,0.0
test,1.1305887699127197,-1.6987839937210083,-1.5229748487472534,-2.4302289485931396,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.681532859802246,0.9888431429862976,0.3902936279773712,-0.3940258026123047,0.0,0.0,0.0,1.0,0.0,0.0
test,3.975832223892212,-3.2939114570617676,-1.1101899147033691,2.3906381130218506,0.0,0.0,0.0,0.0,1.0,0.0
test,2.3437678813934326,3.661045789718628,3.7466061115264893,-1.6240147352218628,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2740269899368286,0.4347909986972809,-0.061217743903398514,-0.7759802937507629,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.09796252101659775,0.08949629962444305,-2.010044813156128,0.16324947774410248,0.0,1.0,0.0,0.0,0.0,0.0
test,0.6972658038139343,2.37575626373291,0.9229006171226501,-0.8741387724876404,0.0,0.0,1.0,0.0,0.0,0.0
test,0.6618865132331848,2.348921298980713,-3.429670810699463,-0.7363292574882507,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.8005690574645996,-0.11964964121580124,-1.3193985223770142,-0.9096570014953613,0.0,0.0,0.0,0.0,1.0,0.0
test,5.523618221282959,3.008975028991699,-1.484721302986145,-2.2723734378814697,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5997806787490845,0.4326109290122986,0.1514929085969925,0.01023531798273325,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0814965963363647,-0.0065505411475896835,-1.1013140678405762,-1.9704653024673462,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2205606698989868,-0.9489225745201111,-2.916706085205078,-1.5502718687057495,0.0,0.0,1.0,0.0,0.0,0.0
test,0.956445574760437,-3.2659871578216553,-2.9275929927825928,-0.4134022295475006,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.3829280138015747,4.000218868255615,-1.5284548997879028,-0.7629711031913757,0.0,0.0,0.0,0.0,1.0,0.0
test,3.668070077896118,5.002532482147217,0.9420772790908813,0.6303366422653198,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3294641971588135,-0.8016445636749268,-0.468809574842453,0.18589408695697784,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6443894505500793,0.20620988309383392,-1.215419888496399,-0.6885292530059814,0.0,1.0,0.0,0.0,0.0,0.0
test,2.8179099559783936,-0.16015581786632538,0.48276665806770325,2.151414394378662,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5110375881195068,-2.8304476737976074,2.534247398376465,-0.2495867908000946,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.238614559173584,-2.6900243759155273,-0.9109151363372803,-0.25150787830352783,0.0,0.0,0.0,0.0,1.0,0.0
test,4.604180335998535,-2.1417956352233887,3.886659860610962,-1.0910195112228394,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3511543273925781,-0.7816595435142517,0.01628199592232704,-0.6922548413276672,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.3787609934806824,-0.5557306408882141,0.37752509117126465,-1.1885838508605957,0.0,1.0,0.0,0.0,0.0,0.0
test,3.0168657302856445,0.8931539058685303,-1.9973576068878174,-1.3202069997787476,0.0,0.0,1.0,0.0,0.0,0.0
test,0.4832797646522522,0.021179741248488426,-3.571065664291382,-2.482398271560669,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.1720759868621826,-3.619434118270874,0.576038658618927,-1.423538327217102,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.515863418579102,1.8418731689453125,-0.9151127338409424,0.7510911226272583,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8107939958572388,0.45650941133499146,-0.37080997228622437,-0.2548424005508423,1.0,0.0,0.0,0.0,0.0,0.0
test,0.31882017850875854,-0.49865418672561646,-0.9428837299346924,-1.8546222448349,0.0,1.0,0.0,0.0,0.0,0.0
test,3.763622760772705,-0.3879910111427307,-0.3997036814689636,-1.3589776754379272,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.9907677173614502,-2.409677267074585,-1.6973659992218018,0.2187821865081787,0.0,0.0,0.0,1.0,0.0,0.0
test,5.396446228027344,0.7023962140083313,1.816679835319519,0.502157986164093,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.7396416664123535,-3.2918806076049805,3.8576622009277344,-2.2933976650238037,0.0,0.0,0.0,0.0,0.0,1.0
test,0.37012651562690735,0.42160940170288086,-0.1308620423078537,-0.42615050077438354,1.0,0.0,0.0,0.0,0.0,0.0
test,0.3033384680747986,0.7419366240501404,1.2005308866500854,-0.06117156147956848,0.0,1.0,0.0,0.0,0.0,0.0
test,3.3214597702026367,0.5447960495948792,-2.2344584465026855,-0.20821434259414673,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.0863938331604004,1.3798686265945435,-3.369266986846924,-0.6475571393966675,0.0,0.0,0.0,1.0,0.0,0.0
test,3.6954874992370605,-2.2788829803466797,2.517523765563965,2.127669095993042,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.888593912124634,-0.6653116345405579,-0.8497657775878906,-4.5783867835998535,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3051124811172485,0.3948892652988434,0.3575112819671631,0.03519353270530701,1.0,0.0,0.0,0.0,0.0,0.0
test,2.1297333240509033,1.043993592262268,-1.0423557758331299,-1.080085039138794,0.0,1.0,0.0,0.0,0.0,0.0
test,0.5279973149299622,-1.1030011177062988,1.8514947891235352,1.5515074729919434,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.3017226457595825,2.2820448875427246,1.24162757396698,-1.4076111316680908,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.2034149169921875,-2.797445774078369,1.143268346786499,3.6564314365386963,0.0,0.0,0.0,0.0,1.0,0.0
test,4.81318998336792,-4.0391950607299805,2.206420660018921,-0.17642681300640106,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8244420289993286,0.3609254062175751,-0.07939092069864273,-0.03861828148365021,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.7049405574798584,0.13583806157112122,0.0985625609755516,-0.8512773513793945,0.0,1.0,0.0,0.0,0.0,0.0
test,0.1599564403295517,-2.201585292816162,-2.4351577758789062,-0.15892626345157623,0.0,0.0,1.0,0.0,0.0,0.0
test,1.8331397771835327,2.0488274097442627,-3.332782745361328,1.2927004098892212,0.0,0.0,0.0,1.0,0.0,0.0
test,3.1428415775299072,3.2070577144622803,1.4584636688232422,2.2869555950164795,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.1296467781066895,-1.373210072517395,-0.9067012667655945,2.637254476547241,0.0,0.0,0.0,0.0,0.0,1.0
test,1.576524019241333,-0.4676637649536133,-0.3877730667591095,-0.8957166075706482,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.14646773040294647,0.1620570719242096,-1.9784826040267944,-0.20960521697998047,0.0,1.0,0.0,0.0,0.0,0.0
test,3.7008490562438965,-1.4237830638885498,-0.8213024735450745,-0.5851728320121765,0.0,0.0,1.0,0.0,0.0,0.0
test,4.485506057739258,1.160415768623352,-1.250392198562622,-1.4112770557403564,0.0,0.0,0.0,1.0,0.0,0.0
