split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class_0,class_1,class_2,class_3
train,-0.346321165561676,-0.4146846532821655,-1.282379388809204,-0.2883871793746948,-0.650331974029541,-0.562063992023468,2.140544891357422,1.4050768613815308,-1.5708755254745483,0.0,0.0,0.0,1.0
train,1.1544783115386963,1.7750020027160645,-0.026365721598267555,1.3272781372070312,-1.395003318786621,0.30305853486061096,0.5644944906234741,-0.7295411825180054,-0.5255911350250244,1.0,0.0,0.0,0.0
train,0.5335975289344788,0.5996115803718567,-1.2708967924118042,0.9172977805137634,-1.0203790664672852,-0.6229645609855652,1.2713572978973389,-0.2587392330169678,-0.03257030248641968,0.0,1.0,0.0,0.0
train,0.19508761167526245,2.4382848739624023,0.13041232526302338,1.4024842977523804,-0.05108514800667763,1.08817458152771,-0.9028785228729248,-1.675766944885254,0.45062562823295593,0.0,0.0,1.0,0.0
train,-0.698118269443512,1.7614773511886597,0.4352208971977234,-0.6111512780189514,-3.2846906185150146,-0.08250166475772858,0.8243268132209778,1.565598726272583,1.461160659790039,0.0,0.0,0.0,1.0
train,1.0035302639007568,1.6822041273117065,0.18544727563858032,0.5471094846725464,-0.8436996340751648,0.8090398907661438,0.7220227718353271,-0.944440484046936,-0.6979765295982361,1.0,0.0,0.0,0.0
train,0.544022798538208,0.14520248770713806,-0.5052172541618347,0.30732184648513794,-1.0750821828842163,0.5864561796188354,1.1013251543045044,-0.7301496863365173,0.8282058238983154,0.0,1.0,0.0,0.0
train,-0.06955065578222275,3.2053167819976807,0.8040839433670044,0.26057565212249756,-1.5783408880233765,-0.5989176034927368,-0.49106913805007935,-0.4103061258792877,0.9161683320999146,0.0,0.0,1.0,0.0
train,1.2949014902114868,2.1991541385650635,-3.773125410079956,0.882453441619873,-2.59384822845459,1.05366849899292,1.8385504484176636,-0.3974391520023346,-0.5058233141899109,0.0,0.0,0.0,1.0
val,0.9732592105865479,1.8468838930130005,-0.6702496409416199,0.6089069843292236,-1.3737112283706665,0.40215596556663513,0.525353729724884,-1.3456908464431763,-0.7413888573646545,1.0,0.0,0.0,0.0
val,1.1478300094604492,0.35465332865715027,-0.35205501317977905,1.0025705099105835,-2.540619134902954,0.8806735873222351,1.1960159540176392,0.010899947956204414,-0.07491721212863922,0.0,1.0,0.0,0.0
val,0.9622730016708374,2.7951416969299316,0.978578507900238,1.5368725061416626,-1.1156433820724487,-1.1427984237670898,-0.7286506295204163,-0.5801607370376587,0.09501950442790985,0.0,0.0,1.0,0.0
val,2.305224895477295,1.8297195434570312,1.1419395208358765,0.9940266013145447,-3.480159282684326,1.4175491333007812,2.5856144428253174,-1.3188705444335938,-1.8049688339233398,0.0,0.0,0.0,1.0
val,0.6844870448112488,1.540080189704895,0.0931408628821373,0.5717421770095825,-0.968126118183136,1.099724292755127,0.6288817524909973,-0.7560839653015137,-0.666089653968811,1.0,0.0,0.0,0.0
val,0.3912711441516876,1.6960868835449219,-1.3496434688568115,-0.3623006045818329,-1.759606957435608,-0.8297654390335083,0.8919001817703247,-0.6031205058097839,0.09594421833753586,0.0,1.0,0.0,0.0
val,1.8239705562591553,1.1465295553207397,0.19204610586166382,1.6634770631790161,-1.2522995471954346,1.066281795501709,-0.34888020157814026,0.9034772515296936,-2.0030300617218018,0.0,0.0,1.0,0.0
val,-0.2863674461841583,1.5631369352340698,2.2744336128234863,2.190061092376709,-2.0590403079986572,0.09435580670833588,1.1195580959320068,-2.5759084224700928,0.1114286556839943,0.0,0.0,0.0,1.0
val,0.5114115476608276,1.9368312358856201,-0.6777111291885376,0.1575169414281845,-0.8693049550056458,0.4447462558746338,0.6008368730545044,-0.9738348722457886,-0.27723264694213867,1.0,0.0,0.0,0.0
val,0.24417558312416077,1.397933006286621,-0.0510341040790081,1.0457050800323486,-0.8359633684158325,0.8136917352676392,-0.21414755284786224,-1.5185121297836304,-1.370572566986084,0.0,1.0,0.0,0.0
val,2.2112083435058594,2.178652286529541,-0.355122447013855,1.6054714918136597,-0.638798713684082,-0.3007594048976898,1.685847520828247,-1.5013861656188965,-1.9779951572418213,0.0,0.0,1.0,0.0
val,0.5299451947212219,2.0911641120910645,-0.41385161876678467,0.8074002861976624,-2.546815872192383,0.4689624607563019,1.6102545261383057,-3.3400163650512695,1.9890124797821045,0.0,0.0,0.0,1.0
val,0.16615276038646698,1.6355433464050293,-0.16794317960739136,0.7498531341552734,-1.8748983144760132,0.4516339600086212,0.5280559659004211,-0.7577551007270813,-0.6886393427848816,1.0,0.0,0.0,0.0
val,0.9324179291725159,1.5668987035751343,-0.9693544507026672,0.8581804037094116,-1.771295428276062,0.5271181464195251,0.06441133469343185,-1.7559523582458496,-1.5991460084915161,0.0,1.0,0.0,0.0
val,-1.1656949520111084,1.3037973642349243,0.3245779871940613,-0.6862872838973999,-2.531909704208374,-0.7273425459861755,0.3907620310783386,-0.5764073729515076,0.19834618270397186,0.0,0.0,1.0,0.0
val,0.6097632646560669,0.526015043258667,1.0544500350952148,1.8957479000091553,0.08487144857645035,0.11610040813684464,0.4818984866142273,1.5100129842758179,-2.4455313682556152,0.0,0.0,0.0,1.0
val,1.0060545206069946,0.9980707168579102,-0.3915131390094757,0.10190355777740479,-1.62407648563385,-0.03204621747136116,0.5726807117462158,-0.37299588322639465,0.11275265365839005,1.0,0.0,0.0,0.0
val,0.2935316860675812,1.261797308921814,0.5885046124458313,1.0163111686706543,-1.1599715948104858,-1.0545530319213867,0.43750953674316406,-0.3457530736923218,-0.7356565594673157,0.0,1.0,0.0,0.0
val,0.7293012738227844,0.4670926034450531,-0.6962437629699707,1.766381025314331,-1.0868293046951294,-0.02615341916680336,1.0915956497192383,1.0518907308578491,1.3059254884719849,0.0,0.0,1.0,0.0
val,2.5454180240631104,0.807549238204956,-1.2886344194412231,-0.875835120677948,0.20227333903312683,0.35799410939216614,1.320098876953125,-3.1891753673553467,-0.21399711072444916,0.0,0.0,0.0,1.0
test,0.5696829557418823,1.8948185443878174,0.12792955338954926,0.0803501307964325,-1.7949060201644897,0.5755280256271362,0.4224982261657715,-0.24043269455432892,-0.051369231194257736,1.0,0.0,0.0,0.0
test,0.5645514130592346,2.049254894256592,-0.9672817587852478,-0.05037270486354828,0.1841995120048523,0.1710125058889389,0.2230682075023651,-0.6309149265289307,-0.7403656244277954,0.0,1.0,0.0,0.0
test,0.44529807567596436,0.7995229363441467,-1.0147231817245483,1.8405020236968994,-3.125831127166748,0.08406020700931549,-0.26978927850723267,-1.3266299962997437,0.7822831273078918,0.0,0.0,1.0,0.0
test,2.1522090435028076,-0.5088320374488831,-0.08244503289461136,1.3427391052246094,-3.387610912322998,-1.0702736377716064,-0.8289186358451843,-1.4817748069763184,-0.7756783366203308,0.0,0.0,0.0,1.0
test,0.672894299030304,1.8383201360702515,-0.37313607335090637,0.07552027702331543,-1.3116533756256104,-0.2417326122522354,0.32022982835769653,-0.960327684879303,-0.39848092198371887,1.0,0.0,0.0,0.0
test,0.08711976557970047,1.0493625402450562,-1.389019250869751,0.6231191158294678,-1.0894402265548706,0.6526798605918884,1.9214638471603394,-0.49008649587631226,-0.7538418173789978,0.0,1.0,0.0,0.0
test,1.1934869289398193,2.1719188690185547,0.8318672776222229,-0.968744695186615,-0.262020081281662,0.7468076348304749,-0.5731945037841797,-1.3558220863342285,-1.638227105140686,0.0,0.0,1.0,0.0
test,0.9038550853729248,4.340782642364502,-0.8610715866088867,-2.032697916030884,-1.4017542600631714,0.546351432800293,-0.030418995767831802,-0.4734455347061157,0.71189284324646,0.0,0.0,0.0,1.0
test,0.9471955895423889,1.6520761251449585,-0.48280069231987,1.3014028072357178,-1.4767429828643799,0.13440650701522827,0.8837770819664001,-0.21132521331310272,-0.4426484704017639,1.0,0.0,0.0,0.0
test,1.171957015991211,1.1274479627609253,0.1712375432252884,0.6267231702804565,-1.7304478883743286,-0.2310967743396759,0.6757974624633789,-2.269508123397827,-0.10110773146152496,0.0,1.0,0.0,0.0
test,1.0863091945648193,2.0933446884155273,-0.2005292773246765,1.1061584949493408,-3.0610222816467285,-1.8283326625823975,0.9548074007034302,-0.70637047290802,0.2633844017982483,0.0,0.0,1.0,0.0
test,0.9702948331832886,2.4052939414978027,1.3474578857421875,-1.0987836122512817,-2.5909533500671387,1.2212519645690918,0.3087347447872162,-2.023975372314453,-2.787747621536255,0.0,0.0,0.0,1.0
test,1.6429846286773682,1.2899657487869263,-0.19435882568359375,0.5210270285606384,-1.2375391721725464,0.45343804359436035,0.43354085087776184,-0.0553562194108963,-0.4259736239910126,1.0,0.0,0.0,0.0
test,1.8559292554855347,2.248101234436035,-1.283436894416809,0.8738576173782349,-1.4176609516143799,0.42702481150627136,0.4474995732307434,-0.09863203018903732,-1.4761686325073242,0.0,1.0,0.0,0.0
test,0.9051564335823059,1.2396876811981201,0.29859742522239685,-0.548503577709198,-1.254607915878296,-0.8329229354858398,0.38999632000923157,0.9820791482925415,1.4768930673599243,0.0,0.0,1.0,0.0
test,0.4073759615421295,-0.2892000377178192,1.697292447090149,1.1303068399429321,-1.687199592590332,0.9834794402122498,0.7917916774749756,-0.6747812628746033,-3.1113169193267822,0.0,0.0,0.0,1.0
test,0.6128813624382019,0.727310061454773,-0.23853465914726257,0.5505737662315369,-1.738368034362793,0.19806526601314545,0.6469656229019165,-0.7944328188896179,-0.2577773332595825,1.0,0.0,0.0,0.0
test,1.214147686958313,1.351944088935852,-1.008889079093933,-0.07539550960063934,-2.7235512733459473,1.3836420774459839,0.19837133586406708,-0.45567816495895386,-0.7965022325515747,0.0,1.0,0.0,0.0
test,0.9881160259246826,2.184631109237671,0.3101561367511749,-0.3014533519744873,-1.1193993091583252,-1.2744472026824951,-1.4167518615722656,-0.15302549302577972,-0.8040280938148499,0.0,0.0,1.0,0.0
test,3.5821642875671387,2.6732420921325684,0.12070712447166443,1.6338640451431274,0.18778736889362335,1.334259271621704,1.1130799055099487,0.9736128449440002,-0.29890620708465576,0.0,0.0,0.0,1.0
test,0.9131488800048828,1.0255953073501587,0.187349334359169,0.08634854108095169,-1.7390896081924438,0.301238477230072,0.7163464426994324,-1.0121897459030151,-0.4734807312488556,1.0,0.0,0.0,0.0
test,0.8676177263259888,0.8061985969543457,-0.6737657189369202,-0.292025625705719,-1.069503903388977,0.14759697020053864,0.41548770666122437,-2.1303155422210693,-0.5459815859794617,0.0,1.0,0.0,0.0
test,1.1387178897857666,-0.10031827539205551,-2.4417691230773926,0.719275176525116,-0.8548424243927002,1.2554539442062378,-0.008032307960093021,-0.724166750907898,-0.6214174032211304,0.0,0.0,1.0,0.0
test,0.9466032981872559,1.2303885221481323,-1.944093942642212,0.041558798402547836,-2.325356960296631,-2.7002968788146973,0.13814792037010193,-1.2881205081939697,0.922040581703186,0.0,0.0,0.0,1.0
test,0.8679842948913574,1.7699769735336304,-0.432485967874527,0.31800830364227295,-1.5105115175247192,-0.1581391543149948,0.43777304887771606,-0.5174811482429504,-1.100499153137207,1.0,0.0,0.0,0.0
test,2.097339391708374,1.3009023666381836,-1.3512953519821167,0.7861229777336121,-2.171621799468994,0.2967054843902588,1.2696112394332886,-1.109178900718689,-0.17080046236515045,0.0,1.0,0.0,0.0
test,-0.49986574053764343,1.1132560968399048,1.6675026416778564,-0.000870192889124155,-1.7484492063522339,-0.007486576214432716,1.10306715965271,0.8964306712150574,-0.03179866820573807,0.0,0.0,1.0,0.0
test,-0.4355989694595337,1.3337557315826416,0.5760530829429626,1.5902526378631592,-3.1710779666900635,2.0401771068573,2.99678111076355,-0.4379221200942993,0.6033862233161926,0.0,0.0,0.0,1.0
test,1.4642294645309448,1.2505868673324585,0.19244542717933655,0.36679959297180176,-1.2096643447875977,0.399961918592453,0.9568928480148315,-0.13750317692756653,-0.4767724573612213,1.0,0.0,0.0,0.0
test,2.406934976577759,1.4818378686904907,-0.15023012459278107,0.6246547102928162,-1.3169022798538208,0.1608256697654724,-0.4629886746406555,-0.867640495300293,0.09470613300800323,0.0,1.0,0.0,0.0
test,-0.5924434661865234,3.2149202823638916,-1.5420202016830444,0.44212931394577026,-1.613602876663208,-0.11687066406011581,1.873272180557251,0.2826637029647827,-0.2954833507537842,0.0,0.0,1.0,0.0
test,0.1258852332830429,2.0622079372406006,0.08214710652828217,2.9073894023895264,-0.7023823261260986,1.5888762474060059,3.001096487045288,-1.290655493736267,-1.4711108207702637,0.0,0.0,0.0,1.0
test,0.4805421829223633,1.7134339809417725,0.01828032359480858,0.569122314453125,-0.7388781309127808,0.2516227960586548,0.5061324238777161,-0.5093139410018921,-0.8019835352897644,1.0,0.0,0.0,0.0
test,1.5052984952926636,3.011265277862549,-0.4131845235824585,-0.2760390341281891,-1.8018805980682373,0.2089577317237854,0.05557502433657646,-0.22233103215694427,-0.8927949070930481,0.0,1.0,0.0,0.0
test,2.046804428100586,0.04143249988555908,-0.16043923795223236,0.7827699184417725,-2.752587080001831,0.27200281620025635,-0.6059874296188354,0.1647685319185257,-1.5085082054138184,0.0,0.0,1.0,0.0
test,1.870622158050537,2.473503589630127,-2.7503879070281982,0.022079719230532646,-1.3073418140411377,-1.316412329673767,0.41519373655319214,-2.3741652965545654,-1.6801999807357788,0.0,0.0,0.0,1.0
test,0.9312469959259033,1.863008975982666,-0.33058515191078186,1.0623841285705566,-0.8231120705604553,0.6936977505683899,0.914188027381897,-0.8161081075668335,-0.3153197467327118,1.0,0.0,0.0,0.0
test,-0.4400024116039276,1.4907599687576294,-0.5931494235992432,1.482651710510254,-1.3871363401412964,1.3633078336715698,0.527999758720398,-0.9539695382118225,-0.1879354864358902,0.0,1.0,0.0,0.0
test,1.211622953414917,3.7850522994995117,-0.04508727416396141,-0.2454870194196701,-0.6175290942192078,-0.5002573132514954,0.21699842810630798,0.7012994885444641,-0.09051433205604553,0.0,0.0,1.0,0.0
test,0.9314621090888977,0.969639003276825,0.8152691125869751,-2.283475637435913,-1.7344653606414795,-1.1465483903884888,0.6881534457206726,-0.34912005066871643,-2.4347541332244873,0.0,0.0,0.0,1.0
test,1.2112293243408203,0.9347712397575378,0.10247941315174103,0.0391918383538723,-1.3366376161575317,0.4384165108203888,0.9789314866065979,-0.6121770143508911,-0.6080970168113708,1.0,0.0,0.0,0.0
test,-0.22938640415668488,1.0276203155517578,0.6826747059822083,-0.046238284558057785,-1.754050612449646,-0.4013780653476715,0.3237573802471161,-0.050833992660045624,-0.15664073824882507,0.0,1.0,0.0,0.0
test,1.5413129329681396,2.7476284503936768,-0.8106486201286316,0.37637412548065186,0.07029125839471817,2.0295655727386475,-0.6741071343421936,-0.8447858095169067,0.09881892800331116,0.0,0.0,1.0,0.0
test,0.2125450074672699,3.7604525089263916,0.7345266342163086,0.7503893971443176,-2.3756940364837646,3.204585552215576,-0.022640042006969452,0.002017226070165634,-0.5240370035171509,0.0,0.0,0.0,1.0
test,0.7907479405403137,1.808881402015686,-0.6723935008049011,0.17213870584964752,-1.6141979694366455,0.6830976009368896,0.24290341138839722,-1.2110602855682373,-0.4044252038002014,1.0,0.0,0.0,0.0
test,1.6284610033035278,1.6350204944610596,0.5558242797851562,0.0998542532324791,-0.6229109764099121,-0.572226881980896,1.4771772623062134,-0.3864215314388275,0.15978553891181946,0.0,1.0,0.0,0.0
test,-0.5143417716026306,2.46639347076416,0.7025792598724365,0.21841123700141907,-0.6803137063980103,0.025924479588866234,1.1422001123428345,-0.28807181119918823,-2.406961679458618,0.0,0.0,1.0,0.0
test,0.026428909972310066,0.2777092158794403,0.932608425617218,-2.0330164432525635,-0.5008653402328491,1.8957217931747437,1.5428789854049683,0.7199159264564514,0.22369100153446198,0.0,0.0,0.0,1.0
test,1.054368019104004,1.731981873512268,-0.7708860039710999,0.27931010723114014,-1.5554430484771729,0.32375219464302063,0.927681028842926,0.18874502182006836,-0.23858237266540527,1.0,0.0,0.0,0.0
test,0.7943229079246521,1.2807246446609497,-0.46826133131980896,0.05742347240447998,-0.847557544708252,1.5949560403823853,0.07172786444425583,0.2113853543996811,0.6443862318992615,0.0,1.0,0.0,0.0
test,1.2161105871200562,3.279686212539673,0.6214196085929871,-0.2976668179035187,-2.6556830406188965,0.27455270290374756,1.1885267496109009,-2.1740734577178955,-0.09742294251918793,0.0,0.0,1.0,0.0
test,1.2931395769119263,4.961349010467529,-0.2738352119922638,0.7267468571662903,-0.462264746427536,1.5170249938964844,-0.7665271759033203,-0.4039152264595032,-0.41411808133125305,0.0,0.0,0.0,1.0
test,0.8197191953659058,1.8352965116500854,0.022322433069348335,-0.3461018204689026,-1.5428283214569092,0.17569081485271454,0.7397663593292236,-0.4431665539741516,-0.14778229594230652,1.0,0.0,0.0,0.0
test,1.6362978219985962,1.3768547773361206,-0.6420488953590393,-0.41352975368499756,-1.3064342737197876,0.8491384983062744,-0.54055255651474,-1.3274040222167969,-0.9206933975219727,0.0,1.0,0.0,0.0
test,-0.6012657880783081,1.2914799451828003,-0.4100938141345978,1.3944127559661865,-0.8247580528259277,2.599233388900757,0.1465318351984024,-0.6596799492835999,-1.0312845706939697,0.0,0.0,1.0,0.0
test,0.2774348556995392,-0.16445814073085785,-0.1149960607290268,1.240401268005371,-0.022111447528004646,3.1938726902008057,0.7260063290596008,0.4691852033138275,0.753517746925354,0.0,0.0,0.0,1.0
test,0.8541440367698669,1.576035499572754,-0.7642043828964233,0.04570377245545387,-1.1586081981658936,0.02727707475423813,0.5622559189796448,-0.6226298809051514,0.23910923302173615,1.0,0.0,0.0,0.0
test,1.5739952325820923,1.7731389999389648,0.019993208348751068,-0.628899872303009,-1.8681182861328125,0.04200344532728195,0.7237161993980408,-0.07832305878400803,0.885060727596283,0.0,1.0,0.0,0.0
test,0.10236543416976929,1.2987432479858398,-1.6500797271728516,0.5433637499809265,0.44713354110717773,1.0874779224395752,1.4772839546203613,0.14286571741104126,-1.5638234615325928,0.0,0.0,1.0,0.0
test,1.4904429912567139,1.4583722352981567,-0.6878291368484497,-2.235123634338379,1.3188838958740234,-0.3383125960826874,0.890604555606842,-0.5856408476829529,-0.6867020726203918,0.0,0.0,0.0,1.0
test,0.4979555308818817,1.6891350746154785,-0.13865947723388672,0.3030507266521454,-1.4433292150497437,0.8604660034179688,0.3780716359615326,-0.04519736021757126,0.08662610501050949,1.0,0.0,0.0,0.0
test,0.8341725468635559,1.1748937368392944,-1.6329176425933838,0.45223650336265564,-0.5398224592208862,0.7071378827095032,0.616130530834198,-1.5858590602874756,-0.8230204582214355,0.0,1.0,0.0,0.0
test,0.9747021794319153,1.000442624092102,0.2837541103363037,-0.997428297996521,-2.2388086318969727,0.24247565865516663,2.955077648162842,-0.6680864691734314,0.09390370547771454,0.0,0.0,1.0,0.0
test,0.7689116597175598,0.48216360807418823,0.7127310037612915,-1.8409301042556763,-1.9096654653549194,1.8785852193832397,-1.6246482133865356,-0.07270549982786179,0.38395076990127563,0.0,0.0,0.0,1.0
test,1.3110369443893433,1.4012573957443237,-0.706886887550354,0.1767795830965042,-1.3309941291809082,0.5043514370918274,0.6112551093101501,-0.019906068220734596,0.10792069882154465,1.0,0.0,0.0,0.0
test,0.6747339963912964,2.2490155696868896,0.31099018454551697,1.7250844240188599,-1.78789484500885,1.0859565734863281,1.176985263824463,-0.8130266666412354,0.4012368619441986,0.0,1.0,0.0,0.0
test,0.02296450361609459,1.2630382776260376,1.0419412851333618,0.9119666218757629,-2.8230128288269043,1.8069902658462524,0.9408973455429077,-0.8696025609970093,-1.809317708015442,0.0,0.0,1.0,0.0
test,1.8693480491638184,3.144660234451294,-1.418803334236145,0.2270517200231552,1.112452507019043,2.2076005935668945,0.9829840660095215,0.6111592650413513,-0.7614527344703674,0.0,0.0,0.0,1.0
test,0.8729152083396912,1.364763855934143,-0.7348982095718384,0.5920336842536926,-1.0316649675369263,-0.31825700402259827,0.7890410423278809,-0.43814441561698914,-0.5906431674957275,1.0,0.0,0.0,0.0
test,0.15052178502082825,2.408513307571411,-0.28564324975013733,0.07906349748373032,-0.502711832523346,1.1098355054855347,-0.21657098829746246,-0.9965053796768188,0.1719878762960434,0.0,1.0,0.0,0.0
test,1.146925687789917,2.343008518218994,-1.0281349420547485,0.08932186663150787,-2.6095240116119385,0.7417548298835754,1.637283205986023,-2.5959413051605225,-1.4075043201446533,0.0,0.0,1.0,0.0
test,-0.7172378301620483,3.206390857696533,-1.3018109798431396,0.7585789561271667,0.419135719537735,1.6082227230072021,-0.20173119008541107,1.0147219896316528,0.8755420446395874,0.0,0.0,0.0,1.0
test,1.2735145092010498,1.5400594472885132,-0.33886072039604187,0.3132190704345703,-1.4044748544692993,0.7676502466201782,0.46133625507354736,-0.4860025644302368,0.43402034044265747,1.0,0.0,0.0,0.0
test,-0.17141206562519073,1.4755642414093018,-1.188409686088562,0.27244997024536133,-1.4621117115020752,-0.08354843407869339,0.30345267057418823,0.07244229316711426,0.7384999990463257,0.0,1.0,0.0,0.0
test,0.599507212638855,-0.17753133177757263,-1.001580834388733,0.8749195337295532,-1.6292697191238403,-0.8486875891685486,1.200652837753296,1.1902179718017578,0.09321921318769455,0.0,0.0,1.0,0.0
test,1.4731532335281372,0.28314438462257385,-3.3304576873779297,1.193241000175476,-2.598900556564331,-0.5348370671272278,-0.3236099183559418,0.4225660264492035,-0.08490398526191711,0.0,0.0,0.0,1.0
test,0.8989152908325195,1.4229354858398438,0.355085551738739,0.15220797061920166,-1.5970358848571777,0.8920614719390869,0.5546777844429016,-0.4033902585506439,0.004533824045211077,1.0,0.0,0.0,0.0
test,0.2901572287082672,1.9718825817108154,-1.2339144945144653,-0.4228110611438751,-0.9237260222434998,0.2859024703502655,1.3820794820785522,-0.7912750244140625,0.6162843704223633,0.0,1.0,0.0,0.0
test,-0.18100962042808533,0.7877936959266663,-1.8001097440719604,0.3688798248767853,-0.9334729909896851,-0.6818838119506836,1.7183986902236938,-2.0167932510375977,0.22594894468784332,0.0,0.0,1.0,0.0
test,2.8614449501037598,0.27312514185905457,1.6167194843292236,0.6822203397750854,-1.6012507677078247,-1.306552529335022,1.1172611713409424,-2.038348436355591,0.7975212335586548,0.0,0.0,0.0,1.0
test,0.7188079357147217,1.2475954294204712,-0.8271210789680481,0.2632770538330078,-1.5662773847579956,0.13343772292137146,1.012795329093933,-0.8433114886283875,0.13109302520751953,1.0,0.0,0.0,0.0
test,0.0025531454011797905,1.6054612398147583,-1.2172545194625854,1.2799818515777588,-0.5812957286834717,-0.16997535526752472,1.3840773105621338,-0.9529692530632019,-0.26612773537635803,0.0,1.0,0.0,0.0
test,1.253760576248169,2.9144034385681152,-1.6653108596801758,1.0512194633483887,-0.7104594111442566,-0.22102025151252747,-0.4063533544540405,0.5608953237533569,0.855466902256012,0.0,0.0,1.0,0.0
test,0.43015578389167786,3.1565868854522705,-0.4722154140472412,1.5068742036819458,-0.6849527955055237,1.1519420146942139,-1.5734987258911133,-0.5984081625938416,-2.8345346450805664,0.0,0.0,0.0,1.0
test,0.7653975486755371,1.6361067295074463,-0.8405113220214844,0.9555982351303101,-1.164618968963623,0.16738508641719818,0.7343361973762512,-0.31792116165161133,0.1346837431192398,1.0,0.0,0.0,0.0
test,0.90538090467453,2.6108696460723877,-1.0778452157974243,0.395477294921875,-2.112433671951294,-0.5875889658927917,1.1033443212509155,-1.2576591968536377,-0.7368364930152893,0.0,1.0,0.0,0.0
test,2.177521228790283,2.690284013748169,-0.4565264880657196,1.9187244176864624,-0.7034478783607483,1.238449215888977,-0.9274435043334961,-0.38482922315597534,-0.8183806538581848,0.0,0.0,1.0,0.0
test,0.9006142616271973,2.3648273944854736,0.8077990412712097,0.791007399559021,-0.3036753535270691,-0.1591353863477707,0.6645188927650452,-1.5555577278137207,-3.76457142829895,0.0,0.0,0.0,1.0
test,1.2460323572158813,1.8041118383407593,-0.3783722221851349,0.9570335745811462,-2.021104574203491,0.7757400274276733,0.49699273705482483,-0.4456843435764313,-0.5459427833557129,1.0,0.0,0.0,0.0
test,0.6158138513565063,1.1622122526168823,-0.19272305071353912,-0.14290298521518707,-2.3189351558685303,-0.24442662298679352,0.5348005890846252,0.7358521223068237,-1.0123978853225708,0.0,1.0,0.0,0.0
test,0.2633933126926422,2.1736714839935303,-1.918508529663086,1.7650024890899658,-0.32588475942611694,1.9750584363937378,0.8000931143760681,-0.5015937089920044,-0.9229013919830322,0.0,0.0,1.0,0.0
test,-0.666718602180481,0.8266888856887817,0.686028003692627,0.12514427304267883,-2.0740647315979004,-2.3071115016937256,0.7953544855117798,0.4516144096851349,1.3620197772979736,0.0,0.0,0.0,1.0
test,0.13962338864803314,1.6685154438018799,-0.1708720326423645,0.5377787947654724,-1.3527799844741821,0.8768829703330994,0.6013322472572327,-0.9667282104492188,-0.24825848639011383,1.0,0.0,0.0,0.0
test,1.338002324104309,0.1434236466884613,-0.22897660732269287,1.023454189300537,-0.45170167088508606,0.06946922093629837,0.9580284953117371,-0.49245136976242065,-0.9688042402267456,0.0,1.0,0.0,0.0
test,0.28892725706100464,0.9692472815513611,0.5683943033218384,-1.2070982456207275,-2.7651267051696777,-0.057746224105358124,1.5717376470565796,-0.012187461368739605,0.8613842725753784,0.0,0.0,1.0,0.0
test,2.536609411239624,0.8939765095710754,-1.0310337543487549,0.16701608896255493,-2.3550376892089844,-1.519150972366333,-0.27279898524284363,-0.02245708741247654,2.1599671840667725,0.0,0.0,0.0,1.0
