split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
train,3.3074874877929688,-1.2480673789978027,-2.1123433113098145,0.5978381633758545,-0.32071033120155334,0.602003812789917,-0.9547457098960876,-0.5130759477615356,-4.200656414031982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.14346137642860413,0.3169878423213959,0.26581037044525146,3.155630111694336,1.4092847108840942,-3.569868326187134,1.458706259727478,0.3441182076931,-3.3140811920166016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,5.995211601257324,2.658867835998535,2.7296247482299805,-0.6549638509750366,-5.456482410430908,0.2529691457748413,-1.549311637878418,1.7798627614974976,-0.22577828168869019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,3.717412233352661,-0.24364644289016724,-6.427616119384766,1.9096978902816772,0.25049418210983276,-1.0639970302581787,3.0399458408355713,-3.3850269317626953,4.053967475891113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.3525121510028839,-3.6322031021118164,-1.3556791543960571,-0.3424200415611267,-6.048634052276611,-3.1227755546569824,1.7850277423858643,-2.2821884155273438,-4.658575534820557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,2.036403179168701,0.3259284198284149,-0.07727783918380737,0.45291197299957275,-0.49135449528694153,0.17858999967575073,0.5586034655570984,0.19893833994865417,0.6412474513053894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,3.0059802532196045,-0.2637927532196045,0.4751031994819641,0.13033364713191986,-0.6454318165779114,-0.4687715768814087,1.2470091581344604,-1.6406090259552002,0.4817713499069214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.8517200946807861,1.0149115324020386,1.4905128479003906,-0.6256749033927917,1.2572617530822754,-1.5004568099975586,0.9096619486808777,1.3373095989227295,1.0331425666809082,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.7432403564453125,1.9668320417404175,-2.100536346435547,0.6202262043952942,1.2012619972229004,0.2127046436071396,-1.1341001987457275,0.8402069807052612,0.3684631884098053,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.6302253007888794,-0.7755350470542908,3.0265884399414062,0.677345335483551,1.0445955991744995,-1.1157523393630981,-0.3694114685058594,2.9368295669555664,0.15818357467651367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-1.0651870965957642,1.3892230987548828,-0.5386309027671814,-0.43041467666625977,-3.876392364501953,1.346351981163025,1.3568533658981323,1.6969525814056396,2.1529388427734375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,2.1454379558563232,-3.1315910816192627,-2.0423355102539062,1.8047984838485718,-1.333240270614624,-1.9953229427337646,-2.3033714294433594,3.477745771408081,2.0493462085723877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,1.0989456176757812,-2.2799594402313232,1.7203586101531982,4.920403003692627,0.4730517864227295,3.887362003326416,2.2623658180236816,1.2698594331741333,-2.196499824523926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,4.5823445320129395,2.8235912322998047,-0.44402873516082764,1.2494709491729736,-5.77741003036499,-3.4072299003601074,-1.4069570302963257,-4.3400092124938965,1.1774137020111084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.3647553026676178,3.6004796028137207,-3.0946669578552246,-0.6636428236961365,1.469252109527588,-4.564709186553955,1.2523856163024902,6.843358516693115,1.2689294815063477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,2.461940288543701,0.37428098917007446,-0.3162407875061035,-0.2181372344493866,0.423257976770401,-0.3550507724285126,0.51751309633255,-0.16663576662540436,0.2793458104133606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.173077344894409,0.7004104256629944,-0.49907442927360535,0.9078561067581177,0.05752906948328018,0.2788592278957367,1.2597376108169556,0.19884584844112396,-0.4072473645210266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.9084110260009766,0.03318197652697563,0.9024613499641418,1.3900256156921387,0.8561542630195618,0.6579855680465698,-0.8791099190711975,-0.7337312698364258,-0.6475640535354614,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.10289617627859116,-0.3480544984340668,-0.9815351366996765,-3.101008415222168,-0.9629276394844055,0.06939278542995453,0.7481305599212646,-0.44252172112464905,0.8325454592704773,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.666466474533081,-1.1313118934631348,1.2701915502548218,-1.2022162675857544,1.0658786296844482,-2.3855369091033936,-0.004502529744058847,3.619187116622925,0.47786763310432434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-2.1153018474578857,0.3834976255893707,-0.6162729263305664,2.2951011657714844,-0.8243248462677002,0.5355363488197327,-0.7229889631271362,1.7726941108703613,2.377664804458618,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.9377785325050354,3.2340087890625,-0.5947175621986389,-2.7152292728424072,1.7183276414871216,-1.1828551292419434,2.113835334777832,-3.120107650756836,-1.7477178573608398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,3.10558819770813,2.9512877464294434,-4.039332389831543,-0.6119332909584045,-0.796088695526123,2.482839345932007,4.730001926422119,-3.642320394515991,0.02466076798737049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.2692205905914307,-2.2578070163726807,-2.187624931335449,2.8386850357055664,-5.356691360473633,3.694990634918213,2.8802311420440674,0.3021915555000305,0.11426904052495956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-1.340402603149414,0.9372751712799072,-1.45213782787323,-3.9637811183929443,0.3029850721359253,-0.7575329542160034,6.480340003967285,5.689731121063232,0.8067840337753296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,2.100584030151367,0.5423231720924377,0.32750093936920166,-0.9762276411056519,-0.3034431040287018,0.3487206995487213,0.6245734691619873,-0.19450046122074127,0.7347771525382996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.9168951511383057,-0.8448973894119263,-0.3739659786224365,-0.41160619258880615,0.19358892738819122,0.2055104374885559,-0.07287363708019257,0.7408130168914795,1.5841625928878784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.688511848449707,-0.9738472700119019,2.1821658611297607,0.20260260999202728,1.0176305770874023,-1.150749683380127,0.33120718598365784,0.6116434335708618,1.5428659915924072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.239546298980713,-0.5074219703674316,2.343543529510498,-1.1992278099060059,0.44260790944099426,1.2401726245880127,3.458373785018921,-0.786930501461029,0.8833133578300476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.3477721214294434,-3.650352716445923,1.2626276016235352,-0.9818143844604492,1.1339155435562134,-0.32350051403045654,-0.6972332000732422,-0.3897777497768402,-1.7530580759048462,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.4262863397598267,-3.4090254306793213,0.7663055658340454,-1.6169220209121704,1.7770744562149048,1.192213535308838,4.130398273468018,0.6515585780143738,-0.9669591188430786,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.385434865951538,-1.9320961236953735,0.1379968374967575,-1.5506410598754883,3.944380283355713,0.06532543897628784,3.449836254119873,-2.3491873741149902,-2.9160988330841064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,3.064607858657837,2.3389804363250732,3.036581516265869,0.1398770809173584,5.06523323059082,-3.3327651023864746,-2.037876605987549,1.4542135000228882,-1.258244514465332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,1.642772912979126,1.3490208387374878,3.716377019882202,-3.4707534313201904,4.670638084411621,-5.574676990509033,0.17046096920967102,-0.46778902411460876,-1.008668065071106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-0.48262545466423035,0.08608752489089966,-3.1269314289093018,-2.9360475540161133,3.3447265625,-5.40242862701416,2.30216121673584,-2.0883400440216064,-4.392887592315674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,2.6826908588409424,0.6419177055358887,0.5477476716041565,-0.5198283195495605,0.3680909276008606,-0.351254403591156,0.5948720574378967,-0.29279518127441406,0.38181212544441223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.1733567714691162,-0.19161324203014374,1.1974434852600098,0.3428986668586731,-0.7613998651504517,-0.487739622592926,0.48370763659477234,-0.09305249899625778,-0.23356126248836517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.9320952296257019,1.022220253944397,1.8878787755966187,0.4333965480327606,1.1361454725265503,-0.4585082530975342,0.855204164981842,0.5867121815681458,1.6809078454971313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.9661516547203064,1.1973092555999756,-0.21869756281375885,-0.710533618927002,-0.016843372955918312,-0.59219890832901,3.846076011657715,-0.8953045010566711,-0.42653337121009827,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.156358480453491,2.8772425651550293,1.5480294227600098,0.558070182800293,2.960754871368408,-0.057873036712408066,2.553041934967041,-1.321272373199463,0.6980153322219849,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.5887022614479065,1.1915454864501953,-1.450036644935608,-2.123896598815918,2.4777145385742188,-1.282218098640442,-1.839575171470642,2.078279495239258,-1.7974759340286255,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.45637354254722595,1.974750280380249,1.3749055862426758,2.2480380535125732,-3.0041768550872803,-1.9410251379013062,-0.05450914800167084,-4.354992389678955,1.0669056177139282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,5.044644355773926,-2.5370097160339355,-5.293522834777832,1.0290483236312866,-0.6831166744232178,-0.45455724000930786,3.4512298107147217,-0.7589770555496216,-2.1312286853790283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,6.804121971130371,3.445927143096924,1.7855758666992188,-3.2510359287261963,2.5573573112487793,-0.45218557119369507,1.3202018737792969,4.7328290939331055,3.3108479976654053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,4.511384010314941,3.0429036617279053,0.6619545221328735,4.127895355224609,0.06340910494327545,7.1070427894592285,3.0754873752593994,3.1161041259765625,0.07886387407779694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,3.117919921875,0.1722939908504486,0.3391723036766052,-0.48555874824523926,-0.4275936186313629,-0.24268586933612823,0.7802374362945557,0.09663223475217819,0.4442853629589081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.5352754592895508,-1.1537150144577026,0.5732495188713074,0.14152830839157104,0.03272642940282822,0.5036529302597046,-0.46632203459739685,0.15607063472270966,0.56004798412323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.6258771419525146,1.6474233865737915,-0.01391792856156826,-1.411726474761963,-0.0896449163556099,-0.5181261897087097,0.6134442687034607,-0.8979055881500244,-1.386876106262207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.22422394156455994,-0.03275357931852341,3.1890203952789307,0.5395323634147644,-0.5031838417053223,-0.7715062499046326,0.184380441904068,-1.3836185932159424,0.2730830907821655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.728800892829895,0.1398371309041977,-0.003498244332149625,-0.05865945294499397,1.8755065202713013,-1.3497980833053589,3.345674991607666,-3.3948159217834473,-0.20623396337032318,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.6525576710700989,-2.1026692390441895,-1.6289587020874023,-1.219903588294983,1.4766775369644165,-0.2474214732646942,-1.482879877090454,-0.06303973495960236,3.909365177154541,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,2.7826650142669678,1.401049256324768,5.974891185760498,-1.8567980527877808,1.2793467044830322,2.6102135181427,-0.11151639372110367,1.365283727645874,1.4273488521575928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.0832278728485107,0.5668491125106812,3.195274591445923,0.04303240776062012,-0.1385757476091385,-2.3644745349884033,6.163776397705078,-1.5859605073928833,-1.6674610376358032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.163068175315857,-0.35249143838882446,1.9058157205581665,3.083073139190674,-2.1482112407684326,2.983102321624756,5.159193515777588,3.099668502807617,-2.661552667617798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,1.125708818435669,1.7181437015533447,-1.791134238243103,-1.309354305267334,-6.464724063873291,2.6485044956207275,3.4098386764526367,5.687957286834717,-0.478475958108902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.6459637880325317,-0.07712902128696442,0.48455891013145447,-0.12310391664505005,-0.04198383912444115,-0.41528308391571045,0.28497999906539917,0.21319542825222015,0.9481468200683594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.0723698139190674,-0.14662997424602509,0.1982947587966919,0.32522106170654297,-1.4803200960159302,-0.3399607241153717,0.0035659177228808403,-1.2043745517730713,0.557902991771698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.8167672157287598,-0.20155254006385803,1.8274250030517578,0.1976829171180725,0.4808944761753082,-0.352388471364975,1.1711567640304565,1.5627336502075195,1.3926434516906738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.7562973499298096,-0.7641260027885437,-1.0470542907714844,0.8986079692840576,-2.7667181491851807,0.5449807643890381,0.49400362372398376,-1.5587306022644043,-0.8759447932243347,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.4982545375823975,-3.2422330379486084,-0.4766960144042969,1.5835767984390259,-1.6413624286651611,-1.835312843322754,0.3325476348400116,-0.4209568500518799,2.2824230194091797,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,3.17549204826355,-0.06856323778629303,0.7954275608062744,-4.094021797180176,1.693923830986023,0.4033779501914978,-0.5388939380645752,1.6050465106964111,-2.8287763595581055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.11984109878540039,-1.5860706567764282,4.158005714416504,-0.2713402807712555,3.024895668029785,1.1638896465301514,2.0071797370910645,-3.1848032474517822,-1.3074640035629272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,3.6592483520507812,2.4607982635498047,4.744327545166016,-0.6745812892913818,4.019118309020996,0.3433750867843628,-1.6723324060440063,-3.631593942642212,-0.765997588634491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.6940348148345947,-0.16329386830329895,1.103723406791687,-2.584047794342041,6.1227898597717285,4.740797996520996,3.3315606117248535,-1.6445512771606445,2.448201894760132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,0.08116787672042847,7.8406476974487305,0.4328465759754181,2.363398551940918,-2.509413719177246,-3.4115424156188965,2.422985076904297,1.8969584703445435,-1.3744391202926636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.920699954032898,0.24601303040981293,0.43248632550239563,0.0957445427775383,0.29379725456237793,0.3011205196380615,0.6939011812210083,-0.6511102914810181,1.0746794939041138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.7553354501724243,0.9548153877258301,0.7620946764945984,-0.8256233334541321,-0.9995319247245789,-0.4139620065689087,1.604972243309021,-0.23351025581359863,1.3297749757766724,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.8874223232269287,-0.13976247608661652,0.6397761106491089,-0.9762261509895325,-0.942674458026886,0.4058549106121063,1.1683483123779297,-1.5342860221862793,2.863581657409668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.8188817501068115,1.6703733205795288,-0.6366375088691711,-0.920910120010376,-0.5427290201187134,1.121486783027649,1.7742505073547363,1.78917396068573,3.0042307376861572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,4.432794094085693,0.10651778429746628,1.4379867315292358,1.8710976839065552,-0.9640955328941345,-3.0893850326538086,1.8570407629013062,0.3382400870323181,2.3839762210845947,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,3.9641404151916504,2.6125173568725586,1.8879996538162231,1.2426927089691162,2.7267205715179443,-2.303083896636963,3.3178305625915527,-1.4683077335357666,1.044281244277954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.5756168365478516,-1.0162568092346191,0.5205455422401428,-1.0884798765182495,0.26552286744117737,-1.7003129720687866,3.1629793643951416,-2.0194602012634277,-5.113320827484131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.103459119796753,-2.1936285495758057,-1.5368034839630127,1.5934052467346191,-2.4219067096710205,-2.5018415451049805,1.445656180381775,3.3046059608459473,-2.261012315750122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,5.375206470489502,3.530862331390381,-3.564439296722412,3.7991020679473877,-1.4015920162200928,-0.2337162047624588,-1.1567633152008057,3.3320629596710205,4.153376579284668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,2.3073418140411377,2.9954748153686523,-2.2783257961273193,2.7761614322662354,1.341110348701477,1.9550589323043823,8.30728816986084,-0.07515795528888702,-2.679069757461548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,2.7966012954711914,-0.05159373581409454,0.03657525032758713,-0.34307682514190674,-0.25450512766838074,0.09516514837741852,0.41556185483932495,0.35157665610313416,0.0676131546497345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.0355052947998047,0.5176171660423279,-0.7022098898887634,-0.9785054326057434,0.4197624921798706,-0.22461675107479095,1.3267425298690796,-0.27496838569641113,1.8219964504241943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.718130111694336,0.9192498922348022,0.46392086148262024,0.47005507349967957,0.6304818987846375,-0.08652046322822571,2.0598790645599365,0.8346679210662842,2.203251361846924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.485145092010498,0.7565532326698303,1.1955755949020386,-0.12316437810659409,0.28448596596717834,3.420499086380005,0.3547263443470001,0.13118092715740204,1.792020320892334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.9580397009849548,-1.2131232023239136,1.6272616386413574,0.8334067463874817,0.953952968120575,-1.2964887619018555,-0.09060212224721909,-2.296682357788086,-0.6300963163375854,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,5.613162517547607,-0.2436564862728119,-1.178992509841919,-2.0042927265167236,-3.127347946166992,0.34604257345199585,3.0949509143829346,-1.0746031999588013,2.4706623554229736,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.6874611973762512,1.8288487195968628,0.2573127746582031,-2.3626492023468018,-1.055755853652954,5.63435173034668,0.717506468296051,-1.2193156480789185,-1.506019949913025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.13478480279445648,0.09477068483829498,-3.570446014404297,-0.7230018377304077,4.824931621551514,3.412073850631714,1.105017900466919,2.552340030670166,-0.13107994198799133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.21732497215271,2.067078113555908,0.08508287370204926,0.2576051950454712,-3.1260828971862793,3.8999581336975098,-3.506275177001953,-5.098966598510742,-2.4064652919769287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-4.801059722900391,-1.705530047416687,0.497528612613678,2.2129597663879395,2.2520670890808105,-1.1051368713378906,-2.3521018028259277,1.1967939138412476,-4.116302013397217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.6020219326019287,0.017000991851091385,0.614516019821167,-0.6796844005584717,0.24417127668857574,0.44197437167167664,0.21909745037555695,-0.4111941456794739,0.7454738020896912,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.1010284423828125,0.2775043845176697,0.054010286927223206,-1.2328401803970337,0.16052775084972382,-0.3243928551673889,1.4392350912094116,1.0170750617980957,0.2983475625514984,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.8153234720230103,-1.314521312713623,0.1527547836303711,-1.2155141830444336,0.43453195691108704,1.446807861328125,0.5095149278640747,1.6402772665023804,0.9770532846450806,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2073768377304077,-2.931347370147705,1.7493549585342407,0.6335514783859253,0.7104471325874329,-0.4776161313056946,0.4287092387676239,-1.2495306730270386,1.3323088884353638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.511625051498413,2.3292815685272217,2.450562000274658,0.19808462262153625,2.9055445194244385,1.3628331422805786,2.482858419418335,0.09844037145376205,-0.2414347529411316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6691005229949951,0.1975100338459015,0.889374315738678,-0.208615243434906,-3.5055158138275146,-0.8800265192985535,-2.1254446506500244,0.35195836424827576,-1.9125769138336182,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.1417840719223022,0.9794507026672363,-3.014335870742798,1.070467472076416,-2.276554584503174,-3.448850154876709,0.7780043482780457,0.6625622510910034,-1.9069002866744995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.6453206539154053,4.862649440765381,-3.7388744354248047,0.5663155317306519,2.76448130607605,-2.686160087585449,0.7234599590301514,2.473562479019165,1.5688790082931519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,7.702038288116455,1.2085974216461182,3.5893611907958984,3.329714298248291,0.817200779914856,-0.8706099390983582,2.8522253036499023,-0.06278197467327118,-3.908853530883789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.5534987449646,4.868675231933594,-4.794395923614502,0.07727246731519699,-2.7600083351135254,-4.015477180480957,2.5208165645599365,4.179463863372803,-0.4918486177921295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.9655359983444214,-0.1263813078403473,0.6985021829605103,-0.10890618711709976,-0.48300930857658386,-0.5447229743003845,0.9849786162376404,0.1055261418223381,0.46877017617225647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
