split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
train,3.9901418685913086,3.524610757827759,4.12061071395874,2.0778861045837402,1.3950934410095215,4.3402204513549805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,2.2537245750427246,-2.3133161067962646,-3.9143893718719482,-0.5574001669883728,4.016380310058594,9.129941940307617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,9.043805122375488,0.10343872755765915,1.0596812963485718,5.533206462860107,1.2344614267349243,3.0972530841827393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.5510897636413574,-1.3117471933364868,0.5215132832527161,0.72439044713974,-0.7889856696128845,3.654587507247925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.44502556324005127,-2.83644962310791,-0.18287380039691925,0.7593715190887451,-2.4117116928100586,3.9339921474456787,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.1948678493499756,-1.2260149717330933,0.525310218334198,1.563368797302246,0.8429479002952576,1.1628625392913818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.9435131549835205,-0.5942806005477905,2.6088013648986816,-0.3325551450252533,0.11577623337507248,3.5616981983184814,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.6044502258300781,0.7036967873573303,-1.1130857467651367,-0.2498144805431366,2.209505796432495,0.6703310012817383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-2.349033832550049,-0.6786458492279053,-1.408008098602295,5.277842998504639,-2.605400562286377,4.087496757507324,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,2.5836634635925293,-0.18694733083248138,-6.315074920654297,1.7023080587387085,-2.87793231010437,4.459806442260742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,6.44232177734375,2.2980728149414062,0.10909831523895264,4.450595378875732,-0.9115759134292603,5.019449234008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,0.7417711615562439,-0.6371826529502869,-2.6651480197906494,-2.372004508972168,-8.375341415405273,-0.20207849144935608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,3.6352956295013428,-4.772012233734131,6.27720832824707,-1.4038468599319458,-1.8949607610702515,9.084218978881836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.859535276889801,-1.6790471076965332,0.5325719118118286,1.3921314477920532,-1.3425251245498657,2.7862534523010254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.05825963243842125,-2.50480055809021,-0.9655082821846008,0.1463736593723297,0.053792804479599,3.524338483810425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,3.30353045463562,-2.5277042388916016,-0.1375369280576706,1.0987613201141357,0.2723727226257324,3.015115737915039,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.3163700103759766,-1.0382192134857178,0.29301729798316956,-1.7605339288711548,-1.7601637840270996,6.015923500061035,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.6623780727386475,1.0395915508270264,2.79463267326355,0.4010910391807556,-2.849459409713745,3.081089735031128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.7044448852539062,-2.894075393676758,2.795682907104492,1.188601016998291,3.6834821701049805,4.4535603523254395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.4877288341522217,3.215675115585327,2.7994279861450195,-2.494790554046631,-2.310154676437378,0.9984214901924133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-0.9366395473480225,2.41328763961792,-1.3090894222259521,-2.9160916805267334,-1.6058809757232666,8.545226097106934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-2.609840154647827,-3.2068021297454834,-3.949232578277588,2.2711126804351807,-1.3194650411605835,-3.9409332275390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,3.4888153076171875,-2.194823980331421,4.465174674987793,6.036932945251465,4.919272422790527,0.41652143001556396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.4598109722137451,-1.4823893308639526,0.5220069289207458,0.7622342109680176,-1.0648365020751953,3.499173879623413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.6052284836769104,-1.3349254131317139,0.46246904134750366,2.5470540523529053,-0.5504396557807922,3.360642194747925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.6728644371032715,-2.571732521057129,-0.21804895997047424,1.1640359163284302,-2.3985280990600586,3.2217416763305664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.9019200801849365,-1.9741458892822266,-1.1836812496185303,1.6870365142822266,1.888376235961914,3.9185845851898193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-2.9047343730926514,-0.0733359083533287,0.0851426050066948,-0.7606610655784607,1.1430230140686035,4.207850456237793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,4.84281587600708,-4.840024948120117,1.7514705657958984,-0.0731089860200882,1.01080322265625,3.9232876300811768,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-1.7862319946289062,-0.0030277168843895197,-2.4276578426361084,1.2361996173858643,-0.6729458570480347,8.944494247436523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,2.998371124267578,-4.4438300132751465,3.240462303161621,4.800573825836182,-4.897883415222168,0.06447048485279083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,2.5606284141540527,-4.852060317993164,-6.776132106781006,-0.6941215991973877,-1.4744459390640259,7.71988582611084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.5696940422058105,-10.017359733581543,-0.3935040235519409,-0.3962177634239197,-5.547401428222656,0.26091036200523376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.43392378091812134,-1.9228143692016602,-0.29032066464424133,1.3081456422805786,-1.618802547454834,3.551018714904785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.1148066520690918,-0.9942132234573364,1.0370908975601196,-0.5652217864990234,-0.5343210697174072,2.9949867725372314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.20077283680438995,-1.3753336668014526,0.5211600065231323,-0.8024647831916809,-3.1973743438720703,2.336272954940796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.26075565814971924,1.6030182838439941,1.7892353534698486,0.8915364742279053,-0.2819739282131195,3.353194236755371,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.8508214950561523,-2.6874539852142334,1.5033847093582153,0.8522763252258301,0.5198773741722107,0.06391765922307968,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-4.065113067626953,-3.1010115146636963,2.2376790046691895,1.7673614025115967,0.6008661985397339,2.6206538677215576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.1420822143554688,-4.075410842895508,-0.6085153818130493,1.1963576078414917,-6.655038356781006,4.850940704345703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,3.4774444103240967,0.9347542524337769,-3.393176317214966,6.580336093902588,0.9966421127319336,4.455803871154785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,3.3105571269989014,2.4509334564208984,-6.199803352355957,2.6313960552215576,-4.63192081451416,5.529641628265381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,0.5512988567352295,0.5292380452156067,3.324594020843506,2.192854166030884,-6.260779857635498,10.524605751037598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.7282708883285522,-2.156867504119873,-0.5925859212875366,1.156645655632019,-1.547197699546814,3.5127131938934326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.16704872250556946,-2.9196953773498535,-0.6511690616607666,0.5967421531677246,0.08079768717288971,2.7621259689331055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.5612504482269287,-3.1446657180786133,1.888392448425293,2.05287766456604,-0.5695477724075317,2.8532252311706543,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.24218711256980896,-4.052387237548828,0.40042099356651306,1.987360954284668,-2.920670509338379,0.9574416875839233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.33124327659606934,-4.6521477699279785,-0.6833406090736389,-0.18028736114501953,-4.041545867919922,5.269079685211182,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,3.891794204711914,-0.12888649106025696,-3.4838812351226807,-0.5904955267906189,-3.915407419204712,1.2407280206680298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,2.4453251361846924,-5.508131980895996,-3.379716157913208,-0.8193637728691101,2.9131522178649902,4.5114665031433105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-3.7020277976989746,-5.732481479644775,-1.2521014213562012,1.1381824016571045,2.676831007003784,-0.15858861804008484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.2477443963289261,-1.8054834604263306,-4.264168739318848,-4.880300045013428,-5.127884387969971,-0.7130182385444641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,0.6244176030158997,3.907827377319336,-5.5434956550598145,1.3877182006835938,-4.104852676391602,8.685787200927734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.6558068990707397,-1.7687451839447021,-0.2926369607448578,1.2073203325271606,-0.838248074054718,3.2021484375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.5398595333099365,-1.7784889936447144,-0.5463078618049622,1.6929497718811035,-2.095970869064331,3.478191614151001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.0969560146331787,-0.7926016449928284,-1.512121319770813,-0.8784998059272766,-2.2004916667938232,2.159062385559082,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.9654545783996582,-0.07830483466386795,-1.8574466705322266,3.080286741256714,-3.127019166946411,2.8893208503723145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.8121019601821899,-0.7592729926109314,-0.27440375089645386,3.9863085746765137,-0.7817003726959229,-0.2202993929386139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.6293745636940002,2.265103340148926,-0.42585283517837524,-2.8627243041992188,1.2171636819839478,2.8209633827209473,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-3.8656086921691895,-2.078587532043457,1.1668214797973633,1.4446594715118408,3.67958927154541,1.851491928100586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.4072122275829315,4.201393127441406,-0.22970032691955566,-3.885812997817993,1.5202757120132446,3.177708864212036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.1259351670742035,5.415422439575195,-2.284268856048584,0.0794457271695137,-0.8888246417045593,-1.9393173456192017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,5.151274681091309,-4.201561450958252,5.144784450531006,-4.834542751312256,-4.664638519287109,4.726384162902832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.6145533323287964,-1.6843512058258057,-0.5416374802589417,0.049626510590314865,-1.2894656658172607,2.6413426399230957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.3317956924438477,-0.5058258175849915,0.3167790472507477,-0.45549091696739197,-0.2542153596878052,3.363893747329712,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.6199123859405518,-0.7437348961830139,0.6636151075363159,-1.2043392658233643,-0.6960098743438721,1.4226068258285522,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.4875152111053467,0.7183683514595032,-0.011516783386468887,2.0125255584716797,1.4811515808105469,1.7543009519577026,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.134809970855713,-2.663085460662842,-0.8125536441802979,2.829416036605835,-4.265832424163818,2.4061317443847656,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.5765591859817505,-0.9009271860122681,-0.8704729676246643,0.06260735541582108,-0.7256749272346497,8.458880424499512,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.9155492186546326,1.9529000520706177,-3.439469337463379,3.2363197803497314,1.8325245380401611,-0.14833001792430878,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,3.3717172145843506,0.56510990858078,-2.0881757736206055,-3.1656107902526855,3.913905382156372,5.979823112487793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.2918736934661865,-4.222532272338867,-4.836343765258789,-3.2951278686523438,4.601475715637207,1.486531138420105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,3.88325834274292,4.505241870880127,2.226696729660034,-2.4759252071380615,-2.7816343307495117,8.975923538208008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.459708571434021,-1.8748401403427124,-0.22814156115055084,1.469118356704712,-1.2517480850219727,2.956231117248535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.9144233465194702,-2.5421500205993652,-0.5921565890312195,-0.12987862527370453,-1.8677338361740112,2.518289089202881,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.1087865829467773,-1.17880117893219,-1.24463951587677,2.9173476696014404,-1.2970209121704102,1.9613237380981445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.8658127784729004,-0.5920568108558655,2.8197741508483887,1.268520712852478,-2.014478921890259,1.610737919807434,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.7184550762176514,-2.61575984954834,-1.075019121170044,-1.7505115270614624,-2.6486661434173584,1.7813217639923096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,4.749443531036377,1.823819875717163,-2.394465923309326,0.7259888648986816,-2.1431682109832764,1.4783616065979004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.3100157976150513,-0.7620957493782043,-1.4102891683578491,4.450693130493164,4.232969760894775,3.152329444885254,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,1.2422090768814087,-5.702900409698486,-2.1628258228302,3.6365509033203125,-2.7389791011810303,8.791176795959473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,4.194329738616943,-1.9090968370437622,4.505117416381836,-3.232534646987915,2.9102728366851807,-0.8481926321983337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.9236450791358948,-9.425116539001465,-1.1713576316833496,0.5473539233207703,1.6227675676345825,-2.101982831954956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.34945014119148254,-1.4547396898269653,-0.7101901769638062,0.27721571922302246,-0.7328402400016785,3.280029773712158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.529836893081665,-2.7036867141723633,-0.3927627205848694,1.3930097818374634,0.17512425780296326,3.5761020183563232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3217947483062744,-0.003274089191108942,0.03843418508768082,3.2547121047973633,-1.1004177331924438,3.1065711975097656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5025428533554077,0.24835646152496338,1.066892385482788,-1.6374727487564087,-1.2087119817733765,1.254567265510559,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.17032712697982788,0.2626812756061554,2.708604574203491,1.7971793413162231,1.836988925933838,1.4988455772399902,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.8074523210525513,0.6675194501876831,-0.39800649881362915,-2.9368627071380615,0.01057419739663601,-0.7191075086593628,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.4139630794525146,1.1359384059906006,-1.2334558963775635,1.3362807035446167,-1.752869963645935,-2.6132051944732666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.2512412071228027,-2.5012881755828857,6.026072025299072,0.03774033114314079,2.750217914581299,2.6543025970458984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.467996597290039,2.411590099334717,-3.070725202560425,-1.5849868059158325,-6.967763423919678,0.04875941947102547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.437942981719971,-3.024048328399658,-0.023234931752085686,-7.045250415802002,-3.9048800468444824,0.3301273584365845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.42440518736839294,-2.2164111137390137,-0.7241708636283875,0.5584102272987366,-0.9462648034095764,2.88942551612854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0833438634872437,-2.7769808769226074,0.0661737471818924,-0.5769883394241333,-1.921112060546875,3.340796709060669,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.0741188526153564,0.22975294291973114,-0.8513079285621643,0.9133884906768799,-1.3277875185012817,3.0690345764160156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.178288221359253,0.3558691740036011,0.19813643395900726,1.6336219310760498,-1.829576015472412,1.8049790859222412,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.03243038058280945,-0.7135688066482544,1.3249223232269287,0.5341383218765259,2.740715503692627,0.5915765166282654,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.94604754447937,-6.443665504455566,2.113158941268921,-0.03217407688498497,-1.6622796058654785,1.6596137285232544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.2559704780578613,0.3083183765411377,-4.180492877960205,4.842820167541504,0.9804525971412659,0.6619858741760254,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.1289780139923096,-0.6921755075454712,-6.371585845947266,4.141323566436768,-4.14691686630249,1.6636914014816284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.7198601961135864,3.4436159133911133,-1.437170386314392,-3.5831801891326904,-5.854864120483398,6.263515472412109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.23577284812927246,1.0090299844741821,-6.125609397888184,-3.1671814918518066,1.5220707654953003,8.988968849182129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2173287868499756,-2.334702730178833,-0.21003217995166779,0.675998866558075,-1.1056195497512817,3.6759543418884277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9602845311164856,-2.3637285232543945,-0.305379182100296,-0.6409642100334167,-1.6408780813217163,4.1685075759887695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.23241502046585083,-0.6307331323623657,-2.3018603324890137,0.3765154182910919,-0.14339035749435425,1.737481951713562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8685805201530457,-3.492926597595215,0.7895359992980957,3.456164598464966,-1.207761526107788,4.352728843688965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3243623971939087,0.599303662776947,0.0664820671081543,1.925331711769104,2.4241135120391846,0.6716867685317993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.9587998390197754,-3.183406352996826,3.035092830657959,-0.5515517592430115,1.1681381464004517,4.575994968414307,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.420543909072876,-3.041520833969116,-2.8373124599456787,2.263721466064453,-5.053385257720947,7.525417804718018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5399615168571472,-1.9447005987167358,-5.045334815979004,-0.28079795837402344,-2.1324799060821533,-3.0120835304260254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.3171078562736511,2.7147932052612305,-2.285766124725342,-5.626338005065918,-4.57847785949707,1.282718539237976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.642397165298462,5.453153133392334,-4.507912635803223,0.18571236729621887,2.52945876121521,-0.24122831225395203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8809131383895874,-2.122363328933716,0.14386753737926483,1.2821683883666992,-1.726060390472412,2.9614362716674805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.73744136095047,-3.3615283966064453,-0.3632778227329254,0.8849130272865295,-0.19144853949546814,3.236811637878418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7092002630233765,-0.9028865098953247,-2.5520410537719727,0.9762617945671082,0.06055305153131485,3.817584276199341,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9608529806137085,-4.000417232513428,1.676605463027954,1.6843137741088867,0.9601131081581116,4.477398872375488,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6238402724266052,-1.31267511844635,-3.0333690643310547,0.496860533952713,-4.789228439331055,4.038069725036621,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.566685199737549,-1.873501181602478,-1.610761284828186,-0.7383631467819214,0.40384718775749207,2.886136054992676,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.1535775661468506,-1.7715257406234741,3.493659257888794,-2.1592459678649902,1.8138331174850464,-0.5106169581413269,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.7327725887298584,-4.79263973236084,5.3512420654296875,-0.3056992292404175,-0.9874435663223267,6.874087810516357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.934787273406982,5.295590400695801,-1.177938461303711,0.1644885390996933,-3.7206785678863525,5.9824395179748535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.171244740486145,-8.987401008605957,-0.6346940994262695,-3.4623050689697266,-5.909481048583984,2.506373405456543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2717998027801514,-1.8365871906280518,-0.7577276229858398,0.6337435245513916,-0.655637800693512,3.494788646697998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5382211208343506,-1.1577553749084473,-0.3442752957344055,1.2757872343063354,0.5684762597084045,3.5315537452697754,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.2047271579504013,-0.9454423785209656,1.711934208869934,0.5138515830039978,-1.5101748704910278,0.9950997233390808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
