split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
train,0.5230432152748108,2.5091850757598877,2.9589807987213135,-0.16356554627418518,-2.5004868507385254,-3.4088432788848877,-0.764959454536438,-5.253965854644775,0.4279004633426666,-4.8907318115234375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-6.934864044189453,-1.8754785060882568,0.5875167846679688,2.433279514312744,1.6643610000610352,-0.3903346061706543,0.4913003146648407,-0.6847708821296692,0.27500119805336,1.5536494255065918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.9816521406173706,-0.23810455203056335,1.0050076246261597,-0.3468210995197296,-0.38323816657066345,-1.7737187147140503,-0.6480438113212585,-0.5114127993583679,-0.20189881324768066,-1.7637407779693604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.1760108470916748,0.8579803109169006,1.0577508211135864,-0.7881503701210022,-0.31159451603889465,-1.5450432300567627,-1.401365876197815,-0.5394485592842102,-0.6868553757667542,-0.1013777107000351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-3.1775965690612793,0.07169078290462494,0.7227899432182312,0.37141695618629456,-0.5686672925949097,-1.502913236618042,-0.6414563655853271,-0.5463762879371643,1.3259153366088867,-1.3647643327713013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,2.594926357269287,0.8728075623512268,1.561352252960205,-0.8058555722236633,-0.17473319172859192,-2.480729579925537,-1.122908592224121,-1.46256422996521,1.0667625665664673,-2.097097396850586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,0.5669179558753967,0.1795409619808197,2.841188669204712,-0.9830938577651978,-0.3177395761013031,-2.9733493328094482,-2.7661633491516113,-1.6946381330490112,0.2472548633813858,-5.22841739654541,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-2.57973313331604,-1.9981433153152466,0.11070290207862854,4.011931896209717,-0.881278932094574,-1.030272126197815,-2.530230760574341,-2.9299252033233643,-1.358481764793396,-2.3805336952209473,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-3.8239479064941406,0.87269526720047,1.8103997707366943,-2.6622116565704346,-0.7871348857879639,-2.909970283508301,-3.131519079208374,-3.7859947681427,3.8089723587036133,0.7438095211982727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.9213365316390991,3.536984920501709,1.1120306253433228,-1.6734696626663208,3.0019731521606445,-5.782610893249512,-0.16574770212173462,-0.671308159828186,4.125983715057373,-3.116386890411377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.0267308950424194,0.46954652667045593,1.3566577434539795,0.006212389096617699,-0.1876746267080307,-2.474276065826416,-1.0769628286361694,-1.498495101928711,0.0566856674849987,-0.7353049516677856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.895538568496704,0.005657792557030916,2.2764670848846436,-0.26082631945610046,-0.14603233337402344,-2.7469871044158936,-1.1309219598770142,-0.08507981896400452,-0.8491692543029785,-0.6722264289855957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.011993646621704,-0.5035165548324585,0.5419239401817322,-1.7459111213684082,-1.2521306276321411,-1.5091620683670044,-0.977718710899353,0.20268318057060242,1.0945500135421753,-0.4210522174835205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-3.492825508117676,-0.6237796545028687,3.344219207763672,-0.655570924282074,-1.0232573747634888,-1.3596986532211304,-0.727191686630249,0.67156583070755,0.33616694808006287,-1.7795119285583496,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.9195787906646729,1.3155466318130493,-1.0741337537765503,0.7108789682388306,-0.4685225486755371,-4.819532871246338,-0.47540223598480225,-1.9024103879928589,1.6040796041488647,0.9647678732872009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-1.2807269096374512,0.7197905778884888,0.839302659034729,-3.633335828781128,-4.322835445404053,-3.212986469268799,-2.161818504333496,-1.573994517326355,1.3834681510925293,-1.8405104875564575,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-5.332413673400879,-2.4914512634277344,4.029807090759277,2.3994083404541016,1.545189619064331,-1.8849111795425415,-0.28243646025657654,0.23793838918209076,-1.023094654083252,0.7035391926765442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-3.431445598602295,-5.035927772521973,-1.7000387907028198,-0.19433467090129852,-2.8971259593963623,-0.31849926710128784,-0.6536526679992676,1.121474027633667,-1.2824417352676392,1.1962811946868896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.3408204317092896,-0.10939883440732956,1.6557971239089966,-0.23338045179843903,-0.3816748559474945,-1.6085184812545776,-1.272879719734192,-0.7699812650680542,-0.5223386287689209,-1.5387696027755737,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.1761980056762695,1.0438816547393799,1.3849483728408813,0.7050246596336365,0.10458885878324509,-2.4202346801757812,-1.6239222288131714,-0.4508931338787079,0.13838259875774384,-2.295427083969116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.5131333470344543,0.5776553750038147,2.836927890777588,-0.34155091643333435,0.22161416709423065,-2.3388798236846924,0.7913652062416077,-2.6869373321533203,-0.6279090642929077,-1.7500718832015991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.17933069169521332,1.5445969104766846,-1.205272912979126,0.91950523853302,0.9366556406021118,-2.4531776905059814,-0.7264847159385681,-2.9754772186279297,0.09983905404806137,-1.1241095066070557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,3.0874650478363037,-1.0390973091125488,1.5962069034576416,-0.49861177802085876,1.7590018510818481,-1.0898876190185547,-2.111694574356079,0.19045986235141754,0.2363498955965042,-1.272397518157959,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-3.3253273963928223,-2.377809524536133,-0.2195718139410019,-1.159618854522705,-0.5089457631111145,-2.827069044113159,-0.5885372757911682,1.1098735332489014,2.5632338523864746,-4.21012544631958,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.9291824102401733,4.552609443664551,-0.05631420761346817,-2.295548439025879,0.26557937264442444,-4.398561954498291,-3.562612533569336,-2.4667367935180664,-0.20453451573848724,-3.7896716594696045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.32594433426856995,-0.014818249270319939,1.3931742906570435,-4.582341194152832,1.5023149251937866,-3.864319324493408,0.5783759355545044,0.7767328023910522,-1.7612420320510864,4.070405006408691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.1583657264709473,0.13629783689975739,1.0478109121322632,0.34113043546676636,0.29314908385276794,-2.0984160900115967,-0.8548600077629089,-1.5134646892547607,-0.030075056478381157,-1.6432758569717407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.298872470855713,-0.093941830098629,1.1433707475662231,-0.9154407382011414,-0.3626491129398346,-2.5285801887512207,0.06313904374837875,-1.1823033094406128,-0.3220826983451843,-1.7506608963012695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.29370734095573425,-0.8113728165626526,-0.19368405640125275,1.4461021423339844,-0.2743465304374695,-1.430307388305664,-1.1155542135238647,-1.8711369037628174,0.3206891715526581,-1.9950768947601318,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-3.4605679512023926,0.4787514805793762,3.0125572681427,1.637223482131958,0.4086320400238037,-0.9786582589149475,-1.9876735210418701,-0.5180521607398987,-0.24668912589550018,-0.8176711201667786,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.7881760597229004,1.1329290866851807,1.534749150276184,2.0439741611480713,-2.154679298400879,-1.5660136938095093,-4.012289524078369,-0.5895997285842896,-0.712232768535614,-0.33379337191581726,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-4.347510814666748,-1.2201805114746094,0.10934798419475555,-0.2102472484111786,-1.3136862516403198,-2.3193166255950928,-2.0766992568969727,-4.2721171379089355,-1.487480878829956,-3.837575674057007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.3748921155929565,-1.5401660203933716,3.734388589859009,2.1731417179107666,-1.9635730981826782,-0.6953191757202148,0.44128525257110596,-0.7556193470954895,-0.8898258209228516,-6.566093921661377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.6581745743751526,-5.2537078857421875,-1.16434907913208,1.9224506616592407,-0.8726091980934143,-1.7329480648040771,3.9950006008148193,-0.5822899341583252,-0.41107553243637085,-2.1189489364624023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.4323970079421997,0.24834966659545898,0.8243152499198914,-0.26408272981643677,-0.44010916352272034,-2.4723315238952637,-1.0594223737716675,-1.3309024572372437,-0.05062666907906532,-1.5196095705032349,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.6430573463439941,0.05508824810385704,1.6094528436660767,0.6346818804740906,1.102281928062439,-3.1106529235839844,-1.1430742740631104,-1.633484959602356,0.4524132013320923,-1.335853934288025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.0858502388000488,0.5368432998657227,1.0779489278793335,0.28237566351890564,0.2687995135784149,-2.928380250930786,-1.2168641090393066,-0.9576990604400635,-2.1876277923583984,-3.147568941116333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.40520384907722473,1.8058044910430908,-0.4130857586860657,0.9327862858772278,0.6037636995315552,-1.5493074655532837,0.7762192487716675,0.5559638142585754,-1.3681710958480835,-1.3113176822662354,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.2459150552749634,-1.3076575994491577,2.446079730987549,-0.6840122938156128,-0.19609101116657257,-1.787406086921692,1.365397334098816,-1.2454105615615845,3.5968375205993652,0.19221174716949463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,1.2481433153152466,-0.9831288456916809,1.3648459911346436,-3.1878161430358887,3.3494346141815186,-4.416928291320801,-1.8074144124984741,-0.09486248344182968,1.2247977256774902,-1.8570526838302612,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.907235860824585,-1.9086098670959473,3.109816312789917,-1.893929362297058,-1.4193644523620605,-1.1137149333953857,-2.413048028945923,-0.631717324256897,-4.5064697265625,-5.124644756317139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.306941270828247,-1.5028682947158813,-2.0948104858398438,-2.6289236545562744,0.7322409152984619,0.8989390730857849,0.5056530237197876,-2.3598883152008057,4.392693042755127,-3.977412700653076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.5187315940856934,-0.24011817574501038,1.375106692314148,-0.05410569906234741,0.15024158358573914,-2.160729169845581,-0.5458362698554993,-0.5412805676460266,0.10659439116716385,-1.3374474048614502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.43130064010620117,-1.046159267425537,0.8110905885696411,0.365505188703537,-0.45727792382240295,-2.153074264526367,0.3000401556491852,-0.3686370551586151,-0.1830109804868698,-1.0392341613769531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.3267633020877838,-0.6560775637626648,1.3439915180206299,-0.36250218749046326,1.0772398710250854,-2.4943645000457764,-0.10543212294578552,-1.9721853733062744,1.0868593454360962,0.5605146884918213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.030793065205216408,0.9878259301185608,-0.34711024165153503,-0.5834781527519226,0.6039718389511108,-2.587512254714966,-1.6112563610076904,-0.7598480582237244,-1.2494784593582153,-4.232183933258057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.0326335430145264,-1.8710752725601196,2.1045334339141846,-3.22472882270813,-0.0007626345031894743,-0.2519134283065796,-0.34825897216796875,1.4630367755889893,0.2257370501756668,-0.21238255500793457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.40214234590530396,0.6380153298377991,4.7726287841796875,-0.07053689658641815,1.3572163581848145,-3.687580108642578,-2.2039718627929688,-1.8228085041046143,0.7667641043663025,2.508885622024536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.8790687322616577,-1.854231357574463,0.8895435929298401,1.4557188749313354,0.8159239888191223,-8.347837448120117,-2.453543186187744,-1.210744023323059,-0.15986312925815582,-1.9327349662780762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,0.23298615217208862,0.42635679244995117,-2.4846246242523193,0.20182085037231445,0.6625661849975586,-3.990858554840088,-0.24552246928215027,-4.822153091430664,-0.3620511591434479,-6.664827346801758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.2536320686340332,0.620122492313385,1.7221348285675049,-0.40720313787460327,-0.24209880828857422,-2.3651623725891113,-0.9523301124572754,-1.4314007759094238,0.06154472008347511,-1.195943832397461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.8529656529426575,-1.145215630531311,1.9477272033691406,-0.8751130104064941,-0.8579530715942383,-1.9657944440841675,-1.5591673851013184,-1.024262547492981,-0.37928149104118347,-0.32485389709472656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.7508304119110107,0.017038004472851753,1.7262763977050781,-1.7700692415237427,-1.1905200481414795,-2.618471622467041,-0.8702430725097656,-0.19111008942127228,-1.1145036220550537,-2.05948543548584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-2.845503330230713,0.5397961735725403,1.6759445667266846,1.5425244569778442,-1.076876163482666,-2.918715476989746,-3.2449960708618164,-0.9694666266441345,1.3239601850509644,-1.4793627262115479,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.8709717392921448,0.07725276798009872,2.4084441661834717,-0.5667704939842224,-0.4205774962902069,-3.07771635055542,-1.9607011079788208,-1.5523651838302612,-1.805683970451355,-5.267810821533203,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.2726529836654663,2.1382267475128174,-0.47822123765945435,-0.163322314620018,-2.52485990524292,-1.127663016319275,-5.357816219329834,-2.1603236198425293,0.28076571226119995,-0.9944629669189453,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.9050393104553223,-5.215182781219482,-0.5366649627685547,2.1994431018829346,1.4319454431533813,0.1837553232908249,-1.2550712823867798,0.7951593399047852,0.2540373206138611,-0.6839731931686401,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.610443353652954,-3.1129870414733887,-1.7683656215667725,-4.496201038360596,3.618051767349243,-1.0829969644546509,-1.0073611736297607,-0.31614306569099426,2.878709554672241,-1.7520792484283447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.7535026669502258,-0.3831639885902405,1.5255712270736694,-0.791132390499115,-0.04838726669549942,-2.44144344329834,-1.0222786664962769,-0.9060247540473938,0.40189695358276367,-1.29597806930542,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.1426885426044464,0.7801975607872009,1.9384641647338867,-0.5350115895271301,-0.7287358045578003,-3.117295980453491,-1.3586103916168213,-0.9925384521484375,0.09743542969226837,-0.7977231740951538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.2630818486213684,-0.8861684799194336,1.1662800312042236,0.1591247320175171,-0.8968655467033386,-2.860245704650879,0.29045405983924866,-1.9072344303131104,0.8804393410682678,0.5191166400909424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.29862383008003235,1.805903673171997,-0.04964974895119667,-1.6609992980957031,1.8186376094818115,-2.4444708824157715,0.3633900284767151,-1.3908209800720215,-0.14132212102413177,-2.3184564113616943,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.7244947552680969,0.5862246155738831,2.480644464492798,-0.4972558617591858,-1.5298000574111938,-1.958146333694458,-1.2067424058914185,1.0807873010635376,-3.5467729568481445,-3.591796636581421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.5595934987068176,2.186522960662842,3.8309247493743896,-3.211442232131958,-1.653977394104004,-0.3690355122089386,-0.3997839391231537,-0.3914308249950409,2.459643840789795,-2.000272750854492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.9854031801223755,-0.5597988963127136,0.8375116586685181,2.965226650238037,0.03931719809770584,-3.040874481201172,2.5671916007995605,-1.2725669145584106,2.501371145248413,-5.607158184051514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,2.716445207595825,3.5560035705566406,-0.2373724728822708,3.3036909103393555,1.3994810581207275,-3.0582332611083984,-3.2238802909851074,-0.7043993473052979,-3.9781265258789062,-0.8679935932159424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.8915792107582092,-0.29009029269218445,1.987519383430481,-0.12348468601703644,0.0753253623843193,-2.096391201019287,-0.4825054705142975,-0.9618290066719055,0.32806679606437683,-1.0888675451278687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5355803370475769,-1.1902942657470703,1.3788859844207764,-0.005883514415472746,-0.018066175282001495,-2.7901241779327393,-1.2714613676071167,0.05086897313594818,-0.7539582848548889,-1.9653397798538208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1392147541046143,-0.7260957360267639,1.4089041948318481,-1.1704720258712769,1.5205990076065063,-3.2214267253875732,-1.675711750984192,-0.35959592461586,-0.6183931231498718,-2.8208656311035156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.16075243055820465,-1.996657371520996,0.3100833296775818,-0.13885413110256195,-1.5845823287963867,-2.4980592727661133,-0.49332505464553833,0.16225643455982208,2.2733004093170166,-1.7270252704620361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.19142363965511322,-2.297119379043579,0.9401906132698059,0.6646287441253662,1.7523438930511475,0.016010336577892303,-0.5862314105033875,-3.020158052444458,-1.3198878765106201,0.8814828395843506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.0036380290985107,-2.0415985584259033,-0.7268340587615967,-2.5331718921661377,-1.0528314113616943,0.6112668514251709,-1.3585057258605957,-2.582092523574829,-0.6573514342308044,-4.578333377838135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.737429141998291,2.336695432662964,1.7198951244354248,-1.8107212781906128,1.9492366313934326,-1.594072699546814,1.4018652439117432,-0.9720989465713501,-1.7328870296478271,-3.4139325618743896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.8903489112854,0.0005546573083847761,-2.69997501373291,-0.9719202518463135,1.3533209562301636,-4.676412582397461,2.511537551879883,-2.99887752532959,1.30819833278656,0.7785717248916626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2520663738250732,-0.24912744760513306,1.2380263805389404,-0.7008835077285767,-0.1173005998134613,-1.8714345693588257,-0.6802743673324585,-1.221686601638794,-0.6637353301048279,-1.5964889526367188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8022369742393494,0.05154497176408768,2.4934964179992676,-0.808836042881012,-0.03331005573272705,-0.9273684620857239,-1.635733723640442,-1.0638700723648071,-0.0645715668797493,-1.8437111377716064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.27334490418434143,-1.4176949262619019,2.4052224159240723,-0.3325991928577423,-0.6963574886322021,-0.3592578172683716,-1.1722562313079834,-0.5149933695793152,-0.7721519470214844,-0.14233480393886566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.080147624015808,-1.6115206480026245,1.169798731803894,-0.3825615644454956,1.709940791130066,-0.08394761383533478,-1.2584878206253052,0.32618239521980286,1.0880793333053589,0.13580216467380524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.48035430908203125,-0.9897314310073853,0.8160380125045776,-2.483337163925171,0.352870374917984,-1.476006269454956,1.5603675842285156,1.6109269857406616,1.8564000129699707,-1.0757596492767334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.9242117404937744,-1.0382949113845825,0.6401257514953613,-0.4710451066493988,-0.30423691868782043,-5.20375394821167,-5.831000328063965,-0.4879666864871979,-0.29917848110198975,-0.3892117142677307,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.0731568336486816,-3.106806755065918,1.7502175569534302,0.9547998309135437,0.16984882950782776,-6.993617534637451,-1.0631123781204224,-3.5624544620513916,2.585350751876831,-0.37588179111480713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.003699541091919,-3.248572587966919,2.9226460456848145,-0.6131086349487305,-0.6578094363212585,-3.677866220474243,-2.0750203132629395,4.920167446136475,-1.7925316095352173,-2.00028657913208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9136393070220947,0.2772883176803589,0.9881384372711182,-0.0314408615231514,-0.4529779851436615,-2.6840860843658447,-1.3501008749008179,-1.4794684648513794,-0.07179642468690872,-1.2071725130081177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0116852521896362,-0.34858468174934387,0.7457693219184875,0.18448348343372345,-0.7046464085578918,-1.6769981384277344,-0.33743810653686523,-2.4173123836517334,0.0900176391005516,-0.5676295161247253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.22077812254428864,-0.15924681723117828,-0.0036694903392344713,1.1222920417785645,0.5770922899246216,-1.4605677127838135,-2.536975145339966,0.0695863589644432,-0.3577154278755188,-0.9483859539031982,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.991996705532074,-0.5025081038475037,0.6206598281860352,2.011924982070923,0.24722684919834137,-0.4204046130180359,-1.6884584426879883,0.23935425281524658,-0.5251476168632507,-0.13519924879074097,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.41981905698776245,0.2469894289970398,2.9446680545806885,-1.8574621677398682,-2.219616651535034,-1.3691819906234741,-3.78222393989563,-0.9078555703163147,-2.386774778366089,-0.13805705308914185,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.8181536197662354,-0.9179993271827698,1.602047085762024,-3.0525834560394287,3.3295722007751465,-1.9686353206634521,-0.9180871844291687,1.2181915044784546,0.811616063117981,-1.07717764377594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.16440248489379883,1.600341796875,1.7718876600265503,0.6847931742668152,-2.0224993228912354,-6.796655178070068,1.5060217380523682,1.045531988143921,2.7782723903656006,-1.8411200046539307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.5245075225830078,2.0936810970306396,0.10699418187141418,4.247133255004883,-2.1756646633148193,-3.417179822921753,-1.564717411994934,-1.5561145544052124,-2.5194590091705322,3.232133626937866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7793790102005005,-0.16787341237068176,1.0821818113327026,-0.05875106900930405,-0.18480539321899414,-2.267075538635254,-0.07995501160621643,-1.170426607131958,-0.34872114658355713,-1.064189076423645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5184489488601685,-0.17780688405036926,1.9426873922348022,0.37322327494621277,-0.3937314748764038,-2.6775691509246826,-1.8013770580291748,-0.2736012637615204,0.19255013763904572,-2.419027090072632,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2588697671890259,-2.2510995864868164,1.0023555755615234,0.9930770397186279,-1.3818597793579102,-2.0881500244140625,-0.3566850423812866,-1.1700056791305542,0.5737636089324951,-1.6951175928115845,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
