split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3
test,-1.0038797855377197,0.547786295413971,2.0253663063049316,0.0,1.0,0.0,0.0
test,2.2791972160339355,2.4830963611602783,1.3609472513198853,0.0,0.0,1.0,0.0
test,2.1194450855255127,-2.338900566101074,-1.027557134628296,0.0,0.0,0.0,1.0
test,0.4263397455215454,1.5238791704177856,-0.2200804501771927,1.0,0.0,0.0,0.0
test,0.06789477914571762,-0.9005729556083679,1.3983749151229858,0.0,1.0,0.0,0.0
test,1.2385927438735962,0.9056228995323181,-2.4131698608398438,0.0,0.0,1.0,0.0
test,-2.77401065826416,-0.5234740972518921,-2.2052178382873535,0.0,0.0,0.0,1.0
test,0.8866667747497559,0.8864560723304749,0.8329936265945435,1.0,0.0,0.0,0.0
test,1.2344540357589722,-0.7384268641471863,0.7888184189796448,0.0,1.0,0.0,0.0
test,2.47078537940979,1.9921486377716064,1.5891456604003906,0.0,0.0,1.0,0.0
test,-0.6187894940376282,-2.516710042953491,-1.8274222612380981,0.0,0.0,0.0,1.0
test,0.6883309483528137,1.4359703063964844,-0.05282993242144585,1.0,0.0,0.0,0.0
test,-0.8099347352981567,-0.34192904829978943,1.749863862991333,0.0,1.0,0.0,0.0
test,-0.05465332418680191,3.738241195678711,0.8741780519485474,0.0,0.0,1.0,0.0
test,3.8907101154327393,-0.20346400141716003,0.6386811137199402,0.0,0.0,0.0,1.0
test,-0.6093556880950928,0.2831476628780365,-0.25141608715057373,1.0,0.0,0.0,0.0
test,-0.5957093238830566,2.4500725269317627,1.2526755332946777,0.0,1.0,0.0,0.0
test,-0.4998452961444855,-1.2052593231201172,-1.8484582901000977,0.0,0.0,1.0,0.0
test,-3.0726053714752197,-1.6323556900024414,-0.392060786485672,0.0,0.0,0.0,1.0
test,-0.20666389167308807,0.37569916248321533,-0.5502771735191345,1.0,0.0,0.0,0.0
test,-0.3746106028556824,2.689368963241577,0.8062528371810913,0.0,1.0,0.0,0.0
test,-1.779775857925415,2.764054298400879,1.6826660633087158,0.0,0.0,1.0,0.0
test,-1.4390144348144531,4.364771366119385,1.360449194908142,0.0,0.0,0.0,1.0
test,-0.9273583292961121,0.5061511993408203,0.4111218750476837,1.0,0.0,0.0,0.0
test,0.9896500110626221,0.5706703662872314,2.0694420337677,0.0,1.0,0.0,0.0
test,0.38034164905548096,2.1338324546813965,2.987976551055908,0.0,0.0,1.0,0.0
test,2.387547254562378,-1.2037434577941895,2.871297836303711,0.0,0.0,0.0,1.0
test,0.12298305332660675,1.0190924406051636,-0.6392508745193481,1.0,0.0,0.0,0.0
test,-0.4251267611980438,2.298316478729248,-0.9024285674095154,0.0,1.0,0.0,0.0
test,2.6713716983795166,-0.6039167642593384,0.5991202592849731,0.0,0.0,1.0,0.0
test,-1.67560613155365,-2.1054465770721436,-1.8426034450531006,0.0,0.0,0.0,1.0
test,-0.8749112486839294,0.463245153427124,0.05002179741859436,1.0,0.0,0.0,0.0
test,-0.4793960750102997,1.1497950553894043,-1.571256160736084,0.0,1.0,0.0,0.0
test,-2.186764717102051,0.07760468870401382,-1.5646549463272095,0.0,0.0,1.0,0.0
test,-1.7438249588012695,0.49060505628585815,3.9029622077941895,0.0,0.0,0.0,1.0
test,-0.716302752494812,0.33623841404914856,0.8196850419044495,1.0,0.0,0.0,0.0
test,0.1329435408115387,-0.7075703144073486,-0.9929231405258179,0.0,1.0,0.0,0.0
test,0.8724467754364014,-1.8768815994262695,1.4150978326797485,0.0,0.0,1.0,0.0
test,-3.0115818977355957,-1.796668291091919,0.598366916179657,0.0,0.0,0.0,1.0
test,-0.6277390122413635,0.7824075818061829,1.084120273590088,1.0,0.0,0.0,0.0
test,0.5736174583435059,1.9037669897079468,-1.239233374595642,0.0,1.0,0.0,0.0
test,2.940206289291382,0.09911733865737915,0.5392405390739441,0.0,0.0,1.0,0.0
test,-1.273360252380371,4.568068027496338,0.4927945137023926,0.0,0.0,0.0,1.0
test,0.289336621761322,-0.0472726933658123,0.8110101819038391,1.0,0.0,0.0,0.0
test,-0.5146971344947815,2.056443929672241,-1.1196210384368896,0.0,1.0,0.0,0.0
test,-2.2991421222686768,-0.8344327807426453,-0.6437061429023743,0.0,0.0,1.0,0.0
test,3.8294246196746826,2.032378673553467,0.40450069308280945,0.0,0.0,0.0,1.0
test,-0.14723427593708038,-0.19372430443763733,0.3831532597541809,1.0,0.0,0.0,0.0
test,1.2711610794067383,1.6977252960205078,1.6060258150100708,0.0,1.0,0.0,0.0
test,-0.10493199527263641,-1.8255864381790161,1.793837070465088,0.0,0.0,1.0,0.0
test,-2.200141668319702,4.033498287200928,-0.384416788816452,0.0,0.0,0.0,1.0
test,0.5719832181930542,0.10016418248414993,-0.14963124692440033,1.0,0.0,0.0,0.0
test,0.28271716833114624,-0.5884866714477539,-1.097859501838684,0.0,1.0,0.0,0.0
test,1.8757610321044922,0.9805540442466736,-2.0264899730682373,0.0,0.0,1.0,0.0
test,2.004441261291504,-1.732534646987915,2.72414493560791,0.0,0.0,0.0,1.0
test,-0.5249751210212708,-0.04296235367655754,0.36568573117256165,1.0,0.0,0.0,0.0
test,-0.7701702117919922,1.0539970397949219,-1.4851586818695068,0.0,1.0,0.0,0.0
test,0.5090486407279968,0.19655105471611023,-2.571924924850464,0.0,0.0,1.0,0.0
test,2.2052834033966064,2.0267035961151123,-2.7898106575012207,0.0,0.0,0.0,1.0
test,0.6554945111274719,1.037611722946167,-0.4087933599948883,1.0,0.0,0.0,0.0
test,1.2382367849349976,2.180513620376587,-0.4454796612262726,0.0,1.0,0.0,0.0
test,2.4882900714874268,-0.8215977549552917,-0.2648904025554657,0.0,0.0,1.0,0.0
test,1.1283303499221802,-2.699122905731201,1.9482344388961792,0.0,0.0,0.0,1.0
test,-0.07760488241910934,0.9109340906143188,1.3162785768508911,1.0,0.0,0.0,0.0
test,1.851355791091919,1.4650897979736328,0.7978768944740295,0.0,1.0,0.0,0.0
test,-0.4041740596294403,-1.910131812095642,-0.9060087203979492,0.0,0.0,1.0,0.0
test,3.4673781394958496,2.728055715560913,0.9723601341247559,0.0,0.0,0.0,1.0
test,0.6597519516944885,0.15978829562664032,-0.12330139428377151,1.0,0.0,0.0,0.0
test,-1.5868980884552002,1.8854743242263794,0.7649620771408081,0.0,1.0,0.0,0.0
test,-0.04271421208977699,2.1547625064849854,2.9996542930603027,0.0,0.0,1.0,0.0
test,2.7858941555023193,-1.540220022201538,-1.3936173915863037,0.0,0.0,0.0,1.0
test,-0.35695138573646545,1.7119390964508057,0.3482459485530853,1.0,0.0,0.0,0.0
test,-0.31857651472091675,1.047268271446228,-1.6233718395233154,0.0,1.0,0.0,0.0
test,2.129148483276367,-1.2782057523727417,-0.2288435846567154,0.0,0.0,1.0,0.0
test,-1.2807283401489258,3.9524126052856445,-1.7397652864456177,0.0,0.0,0.0,1.0
test,-0.8260093331336975,0.284760057926178,0.2039632797241211,1.0,0.0,0.0,0.0
test,-0.5500645637512207,1.7309529781341553,-1.3376250267028809,0.0,1.0,0.0,0.0
test,-2.865450620651245,1.0637928247451782,1.0718364715576172,0.0,0.0,1.0,0.0
test,-3.1279850006103516,3.188331127166748,-0.20253774523735046,0.0,0.0,0.0,1.0
test,0.9115926027297974,0.3650813698768616,0.5286493301391602,1.0,0.0,0.0,0.0
test,1.8651337623596191,1.2566373348236084,0.9676175117492676,0.0,1.0,0.0,0.0
test,-1.22744882106781,3.497396230697632,0.03029814548790455,0.0,0.0,1.0,0.0
test,-1.2823675870895386,-2.8132967948913574,-0.8124321699142456,0.0,0.0,0.0,1.0
test,0.9829097986221313,0.7856263518333435,0.626972496509552,1.0,0.0,0.0,0.0
test,-1.7092781066894531,-0.13958802819252014,-0.014515192247927189,0.0,1.0,0.0,0.0
test,1.499731183052063,-1.8237648010253906,0.24799621105194092,0.0,0.0,1.0,0.0
test,-1.222322940826416,-2.9789884090423584,-0.15662920475006104,0.0,0.0,0.0,1.0
test,0.16035570204257965,0.17458279430866241,-0.44824621081352234,1.0,0.0,0.0,0.0
test,-1.8084906339645386,1.0163582563400269,1.0875853300094604,0.0,1.0,0.0,0.0
test,-2.629714250564575,1.5209239721298218,1.5126005411148071,0.0,0.0,1.0,0.0
test,3.85418963432312,0.013410918414592743,1.2011632919311523,0.0,0.0,0.0,1.0
test,-0.4695015847682953,0.491448312997818,1.1439512968063354,1.0,0.0,0.0,0.0
test,-0.800175130367279,1.4442249536514282,-1.3691091537475586,0.0,1.0,0.0,0.0
test,-2.3090286254882812,1.2819632291793823,-1.4857128858566284,0.0,0.0,1.0,0.0
test,-3.2601068019866943,3.0385546684265137,-0.027932872995734215,0.0,0.0,0.0,1.0
test,-0.9233871102333069,0.8735697269439697,0.6248688697814941,1.0,0.0,0.0,0.0
test,-1.9636744260787964,0.9306738972663879,0.44040876626968384,0.0,1.0,0.0,0.0
test,0.8975973129272461,3.3375394344329834,-0.9937503933906555,0.0,0.0,1.0,0.0
test,-3.671297073364258,-0.42082467675209045,-0.5921170115470886,0.0,0.0,0.0,1.0
test,0.39187511801719666,1.5642608404159546,0.8462610244750977,1.0,0.0,0.0,0.0
test,1.3001313209533691,0.6930466890335083,1.869818091392517,0.0,1.0,0.0,0.0
test,-0.04492194578051567,-1.3934271335601807,2.3861544132232666,0.0,0.0,1.0,0.0
test,1.8806179761886597,-1.0470490455627441,-2.703211784362793,0.0,0.0,0.0,1.0
test,1.0206730365753174,0.8874410390853882,0.40299445390701294,1.0,0.0,0.0,0.0
test,-1.5124363899230957,1.6821907758712769,-0.5811751484870911,0.0,1.0,0.0,0.0
test,0.5805048942565918,-2.0977561473846436,0.9293209314346313,0.0,0.0,1.0,0.0
test,-0.9490156769752502,3.850771427154541,-2.052302360534668,0.0,0.0,0.0,1.0
test,-0.30268579721450806,1.5490760803222656,0.8890255689620972,1.0,0.0,0.0,0.0
test,-1.724940538406372,0.042209938168525696,0.9362123012542725,0.0,1.0,0.0,0.0
test,-0.5161005258560181,2.5998244285583496,-1.9999445676803589,0.0,0.0,1.0,0.0
test,-2.8584933280944824,-1.8281444311141968,1.232615351676941,0.0,0.0,0.0,1.0
test,0.27375155687332153,-0.16065117716789246,0.13615746796131134,1.0,0.0,0.0,0.0
test,1.476007342338562,0.37301284074783325,1.6449049711227417,0.0,1.0,0.0,0.0
test,2.0742011070251465,1.780487060546875,2.286792516708374,0.0,0.0,1.0,0.0
test,1.55252206325531,-2.4822263717651367,2.0538060665130615,0.0,0.0,0.0,1.0
test,0.11022357642650604,-0.1932300329208374,0.49648332595825195,1.0,0.0,0.0,0.0
test,-0.4385865032672882,0.9532126784324646,2.267200231552124,0.0,1.0,0.0,0.0
test,1.7679413557052612,0.4664365351200104,-2.093273162841797,0.0,0.0,1.0,0.0
test,-3.7276222705841064,-0.3907521963119507,1.0372322797775269,0.0,0.0,0.0,1.0
test,-0.3402654826641083,1.7133221626281738,0.227489173412323,1.0,0.0,0.0,0.0
test,1.2446503639221191,2.2928526401519775,-0.1801680624485016,0.0,1.0,0.0,0.0
test,-1.2758231163024902,1.3698267936706543,2.968003988265991,0.0,0.0,1.0,0.0
test,1.0622892379760742,1.9524798393249512,-3.35543155670166,0.0,0.0,0.0,1.0
test,-0.9534379839897156,0.6342191100120544,0.4401891529560089,1.0,0.0,0.0,0.0
test,-0.890637993812561,1.3537167310714722,2.0137345790863037,0.0,1.0,0.0,0.0
test,-0.3916328549385071,1.7096275091171265,-2.494941473007202,0.0,0.0,1.0,0.0
test,3.3413162231445312,2.055062770843506,2.17903208732605,0.0,0.0,0.0,1.0
test,0.08098486810922623,0.4654107093811035,-0.6152629256248474,1.0,0.0,0.0,0.0
test,-0.974959135055542,-0.7135413885116577,-0.5280212759971619,0.0,1.0,0.0,0.0
test,-0.27193114161491394,-2.182105302810669,0.6134528517723083,0.0,0.0,1.0,0.0
test,2.0956695079803467,-2.573986291885376,-0.3141080141067505,0.0,0.0,0.0,1.0
test,0.32698434591293335,-0.1464938372373581,0.5165846943855286,1.0,0.0,0.0,0.0
test,-1.5437995195388794,2.025294065475464,0.36134299635887146,0.0,1.0,0.0,0.0
test,1.3271880149841309,-1.792726993560791,-0.4743088185787201,0.0,0.0,1.0,0.0
test,2.5909104347229004,2.521556854248047,2.8654861450195312,0.0,0.0,0.0,1.0
test,0.9528651833534241,0.4495123028755188,0.5014052987098694,1.0,0.0,0.0,0.0
test,0.6230311989784241,1.7968212366104126,1.951427698135376,0.0,1.0,0.0,0.0
test,0.624852180480957,-0.9027381539344788,-2.075024127960205,0.0,0.0,1.0,0.0
test,0.3811858594417572,0.08941309154033661,4.251810550689697,0.0,0.0,0.0,1.0
test,0.8527371883392334,0.3667204678058624,-0.046961914747953415,1.0,0.0,0.0,0.0
test,0.6098683476448059,1.943212628364563,1.8558495044708252,0.0,1.0,0.0,0.0
test,0.8079172968864441,-0.9439992308616638,2.650524616241455,0.0,0.0,1.0,0.0
test,2.2713632583618164,0.4362555146217346,-2.9636166095733643,0.0,0.0,0.0,1.0
test,-0.5370373129844666,1.550220251083374,0.64789217710495,1.0,0.0,0.0,0.0
test,1.3134080171585083,-0.31292203068733215,-0.7352689504623413,0.0,1.0,0.0,0.0
test,-0.8381081819534302,0.1652229279279709,3.13293194770813,0.0,0.0,1.0,0.0
test,-3.079122304916382,-1.5994359254837036,-0.46960553526878357,0.0,0.0,0.0,1.0
test,0.7772841453552246,1.232083797454834,0.8221624493598938,1.0,0.0,0.0,0.0
test,-0.02278408594429493,1.5771716833114624,2.1669273376464844,0.0,1.0,0.0,0.0
test,-1.1583094596862793,-0.5715630054473877,2.7252349853515625,0.0,0.0,1.0,0.0
test,2.195542097091675,-2.1512084007263184,-1.3004275560379028,0.0,0.0,0.0,1.0
test,-0.21320606768131256,1.7579622268676758,0.3875467777252197,1.0,0.0,0.0,0.0
test,1.8388500213623047,0.016913384199142456,-0.024309596046805382,0.0,1.0,0.0,0.0
test,-1.405831217765808,2.9706268310546875,1.8076205253601074,0.0,0.0,1.0,0.0
test,2.955101251602173,2.9058518409729004,-1.3892381191253662,0.0,0.0,0.0,1.0
test,0.5567915439605713,1.325036644935608,0.9878450632095337,1.0,0.0,0.0,0.0
test,0.23361173272132874,1.1733428239822388,2.281367778778076,0.0,1.0,0.0,0.0
test,-1.3707507848739624,3.0633885860443115,1.6973309516906738,0.0,0.0,1.0,0.0
test,-1.7742950916290283,2.9315693378448486,-2.527479648590088,0.0,0.0,0.0,1.0
test,-0.16470478475093842,1.493812918663025,1.0123165845870972,1.0,0.0,0.0,0.0
test,1.9140417575836182,0.14669930934906006,0.5048242807388306,0.0,1.0,0.0,0.0
test,2.5842998027801514,0.8969395160675049,1.8961797952651978,0.0,0.0,1.0,0.0
test,0.22101335227489471,4.775685787200928,0.061987098306417465,0.0,0.0,0.0,1.0
test,0.9177641272544861,1.2339407205581665,0.43431127071380615,1.0,0.0,0.0,0.0
test,0.4348912239074707,-0.20085285604000092,-1.3600867986679077,0.0,1.0,0.0,0.0
test,0.5431569814682007,-2.1133105754852295,0.8859171271324158,0.0,0.0,1.0,0.0
test,-0.132716104388237,-3.1833791732788086,0.7675265073776245,0.0,0.0,0.0,1.0
test,0.42708298563957214,0.10918144881725311,-0.2857518792152405,1.0,0.0,0.0,0.0
test,0.7447003722190857,0.9457876682281494,2.1900558471679688,0.0,1.0,0.0,0.0
test,2.078967571258545,0.7819413542747498,2.518979072570801,0.0,0.0,1.0,0.0
test,0.09459786117076874,1.4323710203170776,4.276772975921631,0.0,0.0,0.0,1.0
test,0.23003625869750977,1.0104680061340332,1.283488154411316,1.0,0.0,0.0,0.0
test,-0.6365365982055664,2.4896984100341797,-0.4871547520160675,0.0,1.0,0.0,0.0
test,0.8810108304023743,3.6358041763305664,0.7418275475502014,0.0,0.0,1.0,0.0
test,-3.531278133392334,2.442387104034424,-0.4434118866920471,0.0,0.0,0.0,1.0
test,0.9863322973251343,0.9092917442321777,0.06928978860378265,1.0,0.0,0.0,0.0
test,-1.1502083539962769,1.230236291885376,1.8839861154556274,0.0,1.0,0.0,0.0
test,1.292920708656311,0.2986240088939667,3.005143642425537,0.0,0.0,1.0,0.0
test,-1.0482802391052246,4.582060813903809,-0.3459330201148987,0.0,0.0,0.0,1.0
test,0.8863843679428101,1.1981308460235596,0.6398782134056091,1.0,0.0,0.0,0.0
test,-1.461208701133728,0.14725394546985626,1.499561071395874,0.0,1.0,0.0,0.0
test,1.3892061710357666,-0.042236533015966415,-2.2115626335144043,0.0,0.0,1.0,0.0
test,-3.5836181640625,2.4472620487213135,0.7828959822654724,0.0,0.0,0.0,1.0
test,-0.31644752621650696,1.5365393161773682,-0.2388077676296234,1.0,0.0,0.0,0.0
test,-1.7580857276916504,0.034837234765291214,0.8191372752189636,0.0,1.0,0.0,0.0
test,-2.104830265045166,1.5951941013336182,2.2788703441619873,0.0,0.0,1.0,0.0
test,0.40831950306892395,3.4801456928253174,-2.6057403087615967,0.0,0.0,0.0,1.0
test,-0.03180994465947151,0.3132166862487793,-0.5479899644851685,1.0,0.0,0.0,0.0
test,1.6685914993286133,-0.052614156156778336,1.1042221784591675,0.0,1.0,0.0,0.0
test,0.038477424532175064,3.708723545074463,-0.3611505329608917,0.0,0.0,1.0,0.0
test,0.4131496846675873,-0.8277381062507629,-3.308912992477417,0.0,0.0,0.0,1.0
test,0.33943870663642883,0.80581134557724,1.2795608043670654,1.0,0.0,0.0,0.0
test,1.9349969625473022,1.183706521987915,-0.12744417786598206,0.0,1.0,0.0,0.0
test,-1.5735538005828857,-1.632922649383545,1.082471251487732,0.0,0.0,1.0,0.0
test,-1.989493727684021,3.352874279022217,2.6438469886779785,0.0,0.0,0.0,1.0
test,0.2606971263885498,1.3820974826812744,1.1004267930984497,1.0,0.0,0.0,0.0
test,-1.1582608222961426,0.5086830854415894,-1.2560392618179321,0.0,1.0,0.0,0.0
test,1.1547441482543945,0.45519933104515076,-2.43095326423645,0.0,0.0,1.0,0.0
test,-2.128688097000122,4.022369384765625,1.2753615379333496,0.0,0.0,0.0,1.0
test,0.4679076671600342,1.4234312772750854,-0.30667856335639954,1.0,0.0,0.0,0.0
test,1.4779129028320312,1.911400318145752,1.1289178133010864,0.0,1.0,0.0,0.0
test,-0.845434844493866,-1.7085118293762207,1.7427605390548706,0.0,0.0,1.0,0.0
test,0.9057981967926025,-2.1432645320892334,-2.245513439178467,0.0,0.0,0.0,1.0
test,-0.672146201133728,0.5395674109458923,0.9980278611183167,1.0,0.0,0.0,0.0
test,1.944687843322754,0.6923601627349854,-0.2343658208847046,0.0,1.0,0.0,0.0
test,-1.105499029159546,-1.8597694635391235,1.164311408996582,0.0,0.0,1.0,0.0
test,-0.37200114130973816,4.239878177642822,-1.6538829803466797,0.0,0.0,0.0,1.0
test,-0.39301392436027527,0.9373524188995361,-0.5654174089431763,1.0,0.0,0.0,0.0
test,1.8787237405776978,0.6322221159934998,1.0716561079025269,0.0,1.0,0.0,0.0
test,-0.739910900592804,-1.6573426723480225,1.8862651586532593,0.0,0.0,1.0,0.0
test,-0.11479918658733368,-2.7026476860046387,2.27510404586792,0.0,0.0,0.0,1.0
test,-0.5539748072624207,1.4411958456039429,-0.1564956158399582,1.0,0.0,0.0,0.0
test,0.17305590212345123,2.025217056274414,-1.2363674640655518,0.0,1.0,0.0,0.0
test,2.051975965499878,1.1893727779388428,-1.8487974405288696,0.0,0.0,1.0,0.0
test,-1.1471834182739258,3.645446300506592,2.8711702823638916,0.0,0.0,0.0,1.0
test,-0.09358986467123032,-0.12397560477256775,-0.05935800448060036,1.0,0.0,0.0,0.0
test,-0.5272232294082642,-1.1171396970748901,0.09062781184911728,0.0,1.0,0.0,0.0
test,2.5556812286376953,1.947341799736023,-0.7979804873466492,0.0,0.0,1.0,0.0
test,-2.257535934448242,4.046835899353027,-0.07521077245473862,0.0,0.0,0.0,1.0
test,0.018708862364292145,1.2274926900863647,1.2281893491744995,1.0,0.0,0.0,0.0
test,-1.743583083152771,1.7170203924179077,0.32970130443573,0.0,1.0,0.0,0.0
test,-0.4672545790672302,-0.5982284545898438,-2.2839269638061523,0.0,0.0,1.0,0.0
test,3.986858606338501,1.2619742155075073,0.004057873506098986,0.0,0.0,0.0,1.0
test,-0.9031202793121338,0.4604164659976959,0.1730624884366989,1.0,0.0,0.0,0.0
test,-0.8672770261764526,-0.12068706005811691,-1.2101200819015503,0.0,1.0,0.0,0.0
test,1.9266806840896606,3.0597212314605713,0.8203093409538269,0.0,0.0,1.0,0.0
test,-1.8103643655776978,-1.759602665901184,-2.1450488567352295,0.0,0.0,0.0,1.0
test,-0.05177672579884529,1.7816170454025269,0.42364048957824707,1.0,0.0,0.0,0.0
test,1.327968716621399,-0.3727138936519623,-0.650647759437561,0.0,1.0,0.0,0.0
test,-1.0534485578536987,0.34392106533050537,-2.4331753253936768,0.0,0.0,1.0,0.0
test,0.8628247976303101,-2.697377920150757,2.1032257080078125,0.0,0.0,0.0,1.0
test,-0.8774134516716003,0.3698172867298126,0.3914383053779602,1.0,0.0,0.0,0.0
test,-0.6675137877464294,2.5831875801086426,-0.21641775965690613,0.0,1.0,0.0,0.0
