split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,class_0,class_1
test,0.7354132533073425,1.2559651136398315,-1.121016263961792,0.37261635065078735,-0.7201332449913025,1.8141942024230957,-1.2018975019454956,-0.7822598218917847,-0.6743700504302979,0.8863224387168884,1.0,0.0
test,-0.15933255851268768,0.513004720211029,-2.0757460594177246,0.8775929808616638,-1.0938529968261719,2.22330379486084,-1.8117955923080444,-1.356770396232605,-0.9976814985275269,2.214390516281128,0.0,1.0
test,-0.11041944473981857,0.7408437728881836,-0.8054757118225098,0.23504169285297394,-1.2812113761901855,1.8713017702102661,-2.263711452484131,-0.7880784273147583,-0.1335131675004959,0.7869338989257812,1.0,0.0
test,-0.08189084380865097,1.5715805292129517,0.2738626003265381,0.493150919675827,-1.4269143342971802,2.7371182441711426,-1.112069010734558,-0.6922277808189392,-0.6078324317932129,1.08015775680542,0.0,1.0
test,0.4461466670036316,0.9194781184196472,-0.8500241041183472,0.5444072484970093,-0.7206859588623047,2.609055995941162,-1.4976140260696411,-0.8758426308631897,-0.303486704826355,1.4215269088745117,1.0,0.0
test,-0.4725915193557739,0.3678921163082123,-2.5580151081085205,1.199798345565796,-1.4411784410476685,2.1204490661621094,-2.4127180576324463,-0.7581318020820618,-0.6235394477844238,0.5919591784477234,0.0,1.0
test,0.36199522018432617,0.6145848631858826,-0.9483322501182556,0.8455665111541748,-1.2070053815841675,2.199730157852173,-0.7845221161842346,-0.637299120426178,-0.6027944684028625,0.9903502464294434,1.0,0.0
test,-0.22672618925571442,0.3851318657398224,-1.2180730104446411,1.7098828554153442,-2.248076915740967,2.2311043739318848,-1.8024593591690063,-1.1234707832336426,-1.0208468437194824,0.8064576387405396,0.0,1.0
test,0.4247521162033081,0.580677330493927,-1.5043368339538574,0.3016635477542877,-0.9516802430152893,2.191925048828125,-1.103088617324829,-0.24161383509635925,0.19922547042369843,0.848659098148346,1.0,0.0
test,-0.16593091189861298,0.5459415912628174,-1.28669011592865,-0.16379350423812866,-1.4555988311767578,2.401764154434204,-1.4551407098770142,-1.9506385326385498,-1.667426586151123,0.5810551643371582,0.0,1.0
test,0.932684063911438,0.760155439376831,-0.7036873698234558,0.34324097633361816,-0.801460325717926,2.335947036743164,-1.7161062955856323,-1.0322558879852295,-0.1407325267791748,0.8949798941612244,1.0,0.0
test,0.468349426984787,1.753657341003418,-0.966946542263031,-0.0207016933709383,-1.0715837478637695,2.184246301651001,-1.6486623287200928,-0.31256842613220215,0.5448722243309021,-0.4200826585292816,0.0,1.0
test,0.13017763197422028,0.49037039279937744,-0.8444699645042419,-0.08016159385442734,-0.7569559812545776,2.0091910362243652,-1.907051682472229,-0.5392417907714844,-0.19679872691631317,1.2823814153671265,1.0,0.0
test,-0.5506594777107239,2.2095980644226074,-1.4437623023986816,1.1194720268249512,-0.9179688096046448,2.4106202125549316,-1.80018150806427,-0.8033284544944763,-0.9565554261207581,0.5840650796890259,0.0,1.0
test,1.0623482465744019,0.7102331519126892,-1.1392149925231934,0.2917909324169159,-0.732420802116394,2.4226913452148438,-1.4791303873062134,-0.885111927986145,-0.5154579877853394,0.5383235216140747,1.0,0.0
test,0.3290348947048187,0.19026444852352142,-2.0705621242523193,0.3623741865158081,-0.9495585560798645,1.8785675764083862,-1.6639301776885986,-1.493720531463623,-1.5944395065307617,1.7232723236083984,0.0,1.0
test,0.535749077796936,0.14328718185424805,-1.2508348226547241,0.6748992204666138,-1.1667691469192505,2.415576934814453,-1.6422243118286133,-0.8716115951538086,0.27068236470222473,0.9720414280891418,1.0,0.0
test,1.2555058002471924,1.1767486333847046,-1.8224073648452759,0.44436219334602356,-0.9140165448188782,1.8523410558700562,-1.702938437461853,-0.6071556806564331,-1.4252349138259888,-0.2560834288597107,0.0,1.0
test,0.290007621049881,0.7151596546173096,-0.7748216390609741,0.5541142225265503,-1.0969178676605225,1.9762380123138428,-1.6202545166015625,-0.3329419791698456,0.35187309980392456,0.5083396434783936,1.0,0.0
test,0.798579752445221,0.9319377541542053,-1.4853640794754028,1.4008463621139526,-0.580973744392395,2.375685453414917,-2.5719168186187744,-1.275190830230713,-0.4040885865688324,-0.28552180528640747,0.0,1.0
test,0.515601634979248,1.0687198638916016,-1.7600719928741455,0.3252965211868286,-0.607047438621521,2.298886299133301,-1.5423953533172607,-0.8656402230262756,-0.028087904676795006,1.1129090785980225,1.0,0.0
test,0.1661061942577362,1.8131791353225708,-1.7115446329116821,0.29422056674957275,-1.6428502798080444,1.4751360416412354,-1.9404032230377197,-0.41345128417015076,-1.4127899408340454,0.28016772866249084,0.0,1.0
test,-0.10541323572397232,0.29810863733291626,-1.179068684577942,0.7033541798591614,-0.6655839085578918,2.4107472896575928,-1.4955109357833862,-1.155620813369751,-0.7963322997093201,0.42134061455726624,1.0,0.0
test,0.339426726102829,0.3907805383205414,-0.2718367874622345,0.17058050632476807,-0.2190675586462021,1.887629747390747,-0.6611765027046204,-0.8897226452827454,-0.4780443608760834,1.9847735166549683,0.0,1.0
test,0.5261635780334473,0.17453259229660034,-1.2827918529510498,0.535600483417511,-1.3813835382461548,2.166562795639038,-1.2156033515930176,-1.2283369302749634,-0.4638480246067047,1.2003847360610962,1.0,0.0
test,-0.6507269144058228,-0.013878353871405125,-2.3176522254943848,0.053874291479587555,-0.4533815085887909,1.5524770021438599,-1.1477656364440918,-0.6454406380653381,-1.0069230794906616,1.0776547193527222,0.0,1.0
test,0.18486163020133972,0.0925869420170784,-1.1063590049743652,0.682000458240509,-0.8590600490570068,2.219611167907715,-1.4601614475250244,-0.7802272439002991,0.20368042588233948,1.2588855028152466,1.0,0.0
test,0.6746376752853394,1.0543885231018066,-0.8625667095184326,-0.3181365728378296,-0.5891062021255493,1.4622119665145874,-2.380168914794922,0.3181929290294647,0.30181941390037537,0.5814676880836487,0.0,1.0
test,-0.04575180634856224,0.3731655478477478,-1.0081442594528198,0.47023817896842957,-1.16361665725708,2.707099676132202,-1.873802661895752,-0.39371442794799805,-0.5056760907173157,0.4178292155265808,1.0,0.0
test,-0.39211204648017883,1.0177209377288818,-1.083855152130127,1.4199553728103638,-0.80475914478302,2.3266637325286865,-0.5870962142944336,-1.6357102394104004,0.26631319522857666,1.4087271690368652,0.0,1.0
test,0.5053839087486267,0.6750126481056213,-0.6864240765571594,0.5404887199401855,-0.7643100023269653,2.6637773513793945,-1.8262033462524414,-0.5025982856750488,-0.15550942718982697,0.4773441553115845,1.0,0.0
test,1.194865107536316,0.25787419080734253,-0.527542769908905,-0.21668125689029694,-0.029915515333414078,2.550189256668091,-2.355107069015503,-0.36882343888282776,-0.40992414951324463,0.639000415802002,0.0,1.0
test,0.3502366542816162,1.2261368036270142,-1.0617071390151978,0.0063385870307683945,-0.6849772930145264,2.329585075378418,-1.4515209197998047,-1.0806680917739868,-0.08452198654413223,1.1232714653015137,1.0,0.0
test,0.2956005930900574,1.0297377109527588,-0.01888969913125038,0.6374221444129944,-0.852240264415741,2.3682899475097656,-1.7872827053070068,0.1307975798845291,0.14799027144908905,-0.3230568766593933,0.0,1.0
test,0.06731424480676651,1.1966885328292847,-0.9546405673027039,0.3529514670372009,-1.6319453716278076,1.9782923460006714,-1.6886941194534302,-0.8149248957633972,-0.027712322771549225,0.4575904905796051,1.0,0.0
test,0.7413076758384705,1.9301068782806396,-1.816377878189087,0.9149274826049805,-1.4843147993087769,2.4063658714294434,-2.219496011734009,-0.7287968397140503,-1.2092612981796265,0.4179117679595947,0.0,1.0
test,0.22174693644046783,1.017215371131897,-1.3462551832199097,0.8735093474388123,-1.0929933786392212,2.5086288452148438,-2.032921075820923,-0.7708295583724976,-0.029270397499203682,1.2196041345596313,1.0,0.0
test,0.5273051857948303,1.2396007776260376,-1.3469668626785278,0.6054024696350098,-0.7434982657432556,2.5213892459869385,-2.891996145248413,-1.3977117538452148,-1.0731168985366821,1.5912760496139526,0.0,1.0
test,0.24965326488018036,0.12392273545265198,-0.7789694666862488,1.0912033319473267,-1.1354883909225464,2.3370814323425293,-1.5572099685668945,-0.9554874897003174,-0.22316163778305054,0.8444136381149292,1.0,0.0
test,0.043381258845329285,2.4549448490142822,-1.6064581871032715,0.6815578937530518,-0.5037134289741516,1.669074296951294,-1.3207285404205322,-0.957909345626831,-0.31403088569641113,0.5315161943435669,0.0,1.0
test,0.2055971324443817,1.0755846500396729,-1.1688889265060425,0.7225494980812073,-0.7991449236869812,1.5535597801208496,-1.7584110498428345,-1.2917662858963013,0.0009331338224001229,0.771925687789917,1.0,0.0
test,0.07777192443609238,0.572899341583252,-2.2533583641052246,-0.4032643735408783,-0.7853956818580627,1.6819366216659546,-1.1759215593338013,-1.0914061069488525,0.18646648526191711,-0.36588847637176514,0.0,1.0
test,0.7573909163475037,0.7199563980102539,-1.0556834936141968,0.3167719542980194,-1.2478606700897217,2.638017177581787,-1.6199545860290527,-1.0911916494369507,-0.8282248973846436,0.9290359020233154,1.0,0.0
test,0.6239286661148071,0.4078160524368286,-0.8231102824211121,0.8590028285980225,-2.074159860610962,1.698897361755371,-1.237809181213379,-0.30438974499702454,-1.0997031927108765,-0.368390291929245,0.0,1.0
test,0.749850332736969,0.4476933181285858,-1.5058351755142212,0.510937511920929,-1.0438777208328247,2.3537955284118652,-1.8386180400848389,-0.17061591148376465,-0.09475169330835342,0.7430962324142456,1.0,0.0
test,-0.532148003578186,0.9180651307106018,-2.179459571838379,0.7810459733009338,-1.905847191810608,2.0317983627319336,-2.287724494934082,-0.0933140441775322,0.27063384652137756,1.0788627862930298,0.0,1.0
test,0.2340373396873474,0.12001097202301025,-1.057955265045166,0.8945973515510559,-1.3362948894500732,2.247570037841797,-1.8486614227294922,-0.7568257451057434,0.12857601046562195,0.5974792838096619,1.0,0.0
test,0.5441465973854065,0.8663102984428406,-2.209670305252075,0.70733243227005,-1.633774757385254,2.146653175354004,-2.780276298522949,0.16021691262722015,-0.5494109392166138,0.773307204246521,0.0,1.0
test,-0.2707119584083557,0.24530786275863647,-0.9641144871711731,0.34518590569496155,-0.9670403003692627,2.119981050491333,-1.8167204856872559,-1.3845024108886719,-0.5835670828819275,0.8261655569076538,1.0,0.0
test,0.4743664264678955,0.9061074256896973,-1.8049633502960205,1.11061429977417,-1.2206004858016968,1.8295236825942993,-0.9625952243804932,-1.962646245956421,0.6078788042068481,0.24210256338119507,0.0,1.0
test,0.728939414024353,0.6125155687332153,-0.8441805839538574,0.19186881184577942,-0.9085399508476257,1.7663137912750244,-2.0220420360565186,-1.1159083843231201,-0.29951387643814087,0.460415244102478,1.0,0.0
test,0.616123378276825,0.2846682071685791,-2.016875982284546,1.3839460611343384,-0.4875018000602722,2.038430690765381,-2.1504900455474854,-1.206119418144226,-0.9199916124343872,-0.2534768581390381,0.0,1.0
test,-0.0935421958565712,0.8205575942993164,-0.9296220541000366,0.24672526121139526,-1.242438554763794,1.7964569330215454,-0.9922529458999634,-1.0049916505813599,0.02228192426264286,1.0668085813522339,1.0,0.0
test,-0.33602818846702576,-0.5026038885116577,-1.4338160753250122,-0.26680004596710205,-1.654872179031372,2.42061185836792,-2.4045097827911377,-0.6390313506126404,-0.3769669830799103,1.4396841526031494,0.0,1.0
test,0.050484467297792435,0.3847629129886627,-1.085503101348877,0.04932573810219765,-1.5439995527267456,1.948256492614746,-1.066338062286377,-1.0492287874221802,-0.1445031762123108,0.9178478121757507,1.0,0.0
test,0.6360021829605103,0.41644933819770813,-1.3358850479125977,1.1511125564575195,-1.9248088598251343,3.0422725677490234,-0.910871148109436,-0.024329164996743202,0.2864236533641815,0.3985336720943451,0.0,1.0
test,0.28843146562576294,0.8993449807167053,-1.9865614175796509,0.2256084531545639,-1.0575531721115112,2.490499258041382,-1.8776577711105347,-0.8051868081092834,-0.3993889391422272,0.8881512880325317,1.0,0.0
test,-0.061604954302310944,-0.0722913146018982,-0.41226470470428467,-0.8193895816802979,-1.2148094177246094,2.0623629093170166,-1.9388834238052368,-0.4437834918498993,-0.8905243873596191,1.4870080947875977,0.0,1.0
test,0.14058658480644226,0.1451672464609146,-0.9729546308517456,-0.1201101765036583,-0.9066615700721741,1.9884573221206665,-2.0726521015167236,-0.6300907135009766,-0.3992727994918823,0.7346049547195435,1.0,0.0
test,1.585566759109497,1.2678399085998535,-0.7663286924362183,1.1630998849868774,-1.7993628978729248,1.5321667194366455,-1.8635011911392212,-0.7245871424674988,-0.20431026816368103,0.4548892378807068,0.0,1.0
test,-0.029195286333560944,0.37903839349746704,-1.6522691249847412,0.6076019406318665,-1.0227696895599365,2.3914670944213867,-1.004766821861267,-1.0598299503326416,-0.408102422952652,1.147541880607605,1.0,0.0
test,-0.21896381676197052,-0.04604016989469528,-1.9864329099655151,-0.6301313042640686,-1.0640907287597656,1.6169636249542236,-1.3072322607040405,-1.682438611984253,-0.6266540884971619,0.2790161669254303,0.0,1.0
test,0.31693539023399353,0.8704736828804016,-1.3824213743209839,0.8382344245910645,-1.3825581073760986,2.2118465900421143,-1.6198749542236328,-0.605817437171936,-0.3456130921840668,0.0050866310484707355,1.0,0.0
test,-0.0009086102363653481,1.485330581665039,-1.5051814317703247,-0.13004331290721893,-0.22522184252738953,1.265891432762146,-2.1341521739959717,-1.8664665222167969,-0.22038789093494415,0.7982617020606995,0.0,1.0
test,0.13425226509571075,0.7163101434707642,-1.202810525894165,0.6664181351661682,-0.9802186489105225,2.333958864212036,-1.3535619974136353,-0.5166084170341492,-0.37413567304611206,1.663950800895691,1.0,0.0
test,-0.06177953630685806,-0.0696035772562027,-2.2728798389434814,0.8185195326805115,-1.407657504081726,1.9835083484649658,-1.2812281847000122,0.4939710199832916,-0.7320435643196106,1.0305782556533813,0.0,1.0
test,0.19734640419483185,0.958880603313446,-1.4089734554290771,0.21885056793689728,-1.147600769996643,1.7512105703353882,-1.2655807733535767,-1.0827817916870117,-0.6306322813034058,0.13092240691184998,1.0,0.0
test,0.36727672815322876,0.03044186532497406,-2.016417980194092,0.4470539093017578,-1.607858657836914,0.8920779228210449,-1.607856035232544,-1.0290735960006714,-0.7798076272010803,-0.1352386176586151,0.0,1.0
test,0.4161224365234375,0.9646493196487427,-1.02814781665802,0.7564800977706909,-1.1027863025665283,1.458230972290039,-1.5854129791259766,-1.2911840677261353,-0.21569420397281647,0.5138027667999268,1.0,0.0
test,-0.09630294889211655,0.6530271172523499,-1.5738667249679565,1.492010474205017,-2.137514591217041,1.7875350713729858,-1.0527509450912476,-0.7868114709854126,0.08330345898866653,1.7161986827850342,0.0,1.0
test,-0.031231796368956566,0.2625598907470703,-1.129740834236145,0.26390472054481506,-0.5508522391319275,1.5684903860092163,-1.8402001857757568,-1.000594139099121,-0.13275538384914398,0.5962058901786804,1.0,0.0
test,0.1080368161201477,0.5712876319885254,-2.2698862552642822,0.04550788551568985,-1.6870481967926025,1.9312018156051636,-0.3160816729068756,-0.3474288880825043,0.23830875754356384,0.5402447581291199,0.0,1.0
test,0.530733585357666,0.9442701935768127,-1.0862505435943604,0.10533537715673447,-0.6444945931434631,1.9698725938796997,-0.8430010080337524,-0.8229820132255554,-0.22751682996749878,0.8819888234138489,1.0,0.0
test,0.7788983583450317,0.6378682255744934,-1.4398419857025146,-0.3114011883735657,0.2510640323162079,1.0827444791793823,-1.4779675006866455,-1.1321035623550415,-0.7664840221405029,1.1199239492416382,0.0,1.0
test,0.35956746339797974,1.1425137519836426,-1.8749535083770752,0.716295063495636,-0.9964050054550171,2.1510725021362305,-1.341193675994873,-0.37342196702957153,-0.342698872089386,0.9618040323257446,1.0,0.0
test,0.28463688492774963,0.4783566892147064,-0.24167975783348083,1.2665340900421143,-1.1331088542938232,1.6728681325912476,-1.3522189855575562,-0.5328893661499023,0.3115735650062561,-0.5030573606491089,0.0,1.0
test,0.10172142833471298,0.9426336884498596,-1.4276838302612305,0.5310563445091248,-1.0164886713027954,1.9297610521316528,-1.4388066530227661,-0.9281786680221558,-1.0630625486373901,1.327945351600647,1.0,0.0
test,-0.17654196918010712,0.5893752574920654,-1.228519320487976,-0.04623929783701897,0.23248904943466187,2.901594877243042,-1.2005356550216675,-1.395336389541626,0.28626272082328796,1.437053918838501,0.0,1.0
test,-0.13135476410388947,0.534682035446167,-1.6702526807785034,-0.11118888854980469,-1.2326428890228271,2.1660523414611816,-1.6475467681884766,-0.330093652009964,-0.31772539019584656,0.9259313344955444,1.0,0.0
test,0.32432931661605835,0.3990183472633362,-0.1393856257200241,1.6672978401184082,-2.0118091106414795,2.122666358947754,-1.7330385446548462,-0.590546727180481,0.11524579674005508,1.0299041271209717,0.0,1.0
test,0.12033635377883911,0.46275487542152405,-0.7280827760696411,0.5704025030136108,-1.5735938549041748,2.4449002742767334,-1.7397708892822266,-0.5144333839416504,-0.7662038803100586,0.6814488768577576,1.0,0.0
test,-0.20735691487789154,0.6714338660240173,-0.13880115747451782,0.8129312992095947,0.05273634195327759,2.8544394969940186,-1.920607328414917,-0.5355983972549438,-0.5687409043312073,-0.011270123533904552,0.0,1.0
test,0.5651295781135559,0.33619385957717896,-1.0864938497543335,0.30871543288230896,-1.3346706628799438,2.299402952194214,-1.0970540046691895,-0.38996949791908264,-0.10255741328001022,0.3853462040424347,1.0,0.0
test,-0.35949915647506714,0.9866067171096802,-1.8139395713806152,-0.35172542929649353,-1.2812076807022095,2.017216682434082,-0.46901735663414,0.13603754341602325,-0.8512409329414368,0.3964487910270691,0.0,1.0
test,0.3094802796840668,0.10502901673316956,-1.4621232748031616,0.7210326790809631,-1.0349397659301758,1.789003610610962,-1.9600876569747925,-0.5395131707191467,-0.3404023051261902,0.3153821527957916,1.0,0.0
test,-0.3745080828666687,0.6197813153266907,-1.512673020362854,-0.9049129486083984,-1.0431833267211914,1.628491759300232,-1.9949947595596313,-0.05022649094462395,0.035359542816877365,0.04575332999229431,0.0,1.0
test,-0.22601158916950226,1.3168405294418335,-1.2019814252853394,0.9597201347351074,-1.1499217748641968,2.3338375091552734,-1.3849059343338013,-0.7071315050125122,-0.5115291476249695,0.8510318398475647,1.0,0.0
test,0.6380299925804138,0.26039838790893555,-1.6141374111175537,-0.8757609128952026,-1.0774444341659546,1.6062567234039307,-1.0906500816345215,-0.5042269825935364,0.6675245761871338,0.501706600189209,0.0,1.0
test,-0.2860259413719177,0.5710211396217346,-1.1827131509780884,0.7704765796661377,-1.0349361896514893,2.409785509109497,-1.1459896564483643,-0.4861683249473572,-0.19187061488628387,1.2677181959152222,1.0,0.0
test,-0.85493403673172,0.09317855536937714,-0.8687810897827148,0.0010892655700445175,-1.4116543531417847,1.6247292757034302,-2.678584337234497,-1.2454338073730469,-0.6574920415878296,0.3288479745388031,0.0,1.0
test,0.6059483885765076,-0.008733659982681274,-1.2006728649139404,0.8643782138824463,-1.4094690084457397,2.0028696060180664,-1.6581072807312012,-0.7273515462875366,-0.5271106958389282,0.6198469996452332,1.0,0.0
test,0.1112828180193901,1.6110482215881348,-0.9166682362556458,-0.5351639986038208,-0.45289039611816406,2.097639322280884,-1.9201879501342773,-1.4753468036651611,-0.0005389949074015021,-0.20740950107574463,0.0,1.0
test,-0.28771570324897766,0.8315273523330688,-1.087907075881958,0.09954994916915894,-0.7590628266334534,2.165184736251831,-1.0064095258712769,-0.5677852034568787,-0.18121109902858734,1.095634937286377,1.0,0.0
test,1.1104120016098022,0.8833063840866089,-1.5634058713912964,1.1240060329437256,-1.5776264667510986,2.834559679031372,-1.5575352907180786,0.4968199133872986,-0.6226617693901062,0.5086786150932312,0.0,1.0
test,0.15334218740463257,0.925255537033081,-1.3562486171722412,0.33699777722358704,-1.0350199937820435,1.8809043169021606,-1.7371495962142944,-1.1097466945648193,0.21613809466362,1.3873926401138306,1.0,0.0
test,-0.5292737483978271,1.2039707899093628,-0.3778926432132721,0.5857921838760376,-1.5649765729904175,1.1719186305999756,-0.9529001116752625,-0.0910264104604721,-0.5739656090736389,1.4119603633880615,0.0,1.0
test,0.1708599179983139,0.23969222605228424,-1.2422486543655396,0.4414711892604828,-0.9610505104064941,1.9993263483047485,-2.2467074394226074,-0.8072612285614014,-0.24832554161548615,0.2291557341814041,1.0,0.0
test,0.9848002791404724,-0.06933549046516418,0.03310992941260338,-0.002870438154786825,-0.7492895126342773,1.426072597503662,-1.3587480783462524,-1.2266294956207275,-0.1804317831993103,1.3699712753295898,0.0,1.0
test,0.019614815711975098,1.011452317237854,-0.7028418779373169,0.5764038562774658,-1.2027437686920166,2.0291504859924316,-1.6369373798370361,-1.2061195373535156,0.09371881186962128,0.3945670425891876,1.0,0.0
test,-0.10626952350139618,0.21010129153728485,-1.5724414587020874,0.13067635893821716,-1.1008751392364502,1.8161895275115967,-0.29745379090309143,-0.15164528787136078,-0.10365784168243408,1.9024659395217896,0.0,1.0
test,0.6661460399627686,0.6691163182258606,-1.4714500904083252,-0.06343777477741241,-0.5844298005104065,2.1985116004943848,-1.6934796571731567,-0.7252188324928284,-0.5998798608779907,0.3458636403083801,1.0,0.0
test,-0.16101285815238953,0.752554178237915,-0.21589133143424988,0.62092524766922,-1.7014456987380981,2.5086286067962646,-0.9681614637374878,-0.2907232642173767,-0.5998271107673645,2.0297622680664062,0.0,1.0
test,0.19718343019485474,0.9111436009407043,-1.263081431388855,1.028061032295227,-1.3233017921447754,2.014739751815796,-1.4899593591690063,-1.4059613943099976,-0.5575529336929321,0.4868789315223694,1.0,0.0
test,0.711887776851654,0.9381990432739258,-0.7781163454055786,1.8648968935012817,-0.9814262986183167,1.7649704217910767,-1.3532525300979614,-0.6071479320526123,0.49866339564323425,-0.025389626622200012,0.0,1.0
test,0.2619575560092926,0.7192043662071228,-1.4456547498703003,1.1921807527542114,-0.7586379051208496,1.8848501443862915,-1.7203998565673828,-1.3007615804672241,-0.3042512536048889,0.781798243522644,1.0,0.0
test,1.3489038944244385,0.648942232131958,-0.1679345816373825,0.4879632294178009,-1.599993348121643,2.979983329772949,-1.4175770282745361,-0.8199975490570068,-1.1041147708892822,0.8778855800628662,0.0,1.0
test,-0.048235002905130386,0.8887088298797607,-0.811965823173523,0.3795396685600281,-0.30267012119293213,2.419442892074585,-1.5732004642486572,-0.9851040244102478,-0.5808223485946655,0.6306481957435608,1.0,0.0
test,-0.6042309403419495,0.7352058291435242,-1.2888604402542114,0.13632868230342865,-1.5812888145446777,3.1950876712799072,-2.4459240436553955,-0.8355249166488647,0.4697074890136719,0.3679197430610657,0.0,1.0
test,0.7021905183792114,0.5469337701797485,-1.1209286451339722,0.23305924236774445,-0.7208187580108643,1.496076226234436,-1.289554238319397,-0.754021406173706,-0.7549440264701843,0.6160381436347961,1.0,0.0
test,-0.11298515647649765,0.07986779510974884,-1.5963510274887085,-1.0857449769973755,-0.959667444229126,2.592430353164673,-2.168926954269409,-0.5408421754837036,-0.8239299654960632,0.5298284292221069,0.0,1.0
test,0.21517740190029144,1.1208595037460327,-1.0886002779006958,0.16051895916461945,-0.7330138087272644,2.6331088542938232,-1.04148530960083,-0.9554665684700012,-0.49134594202041626,0.6509320139884949,1.0,0.0
test,-0.47701120376586914,-0.016190875321626663,-1.3729418516159058,0.2677816152572632,-0.2667962908744812,3.041537046432495,-2.219210386276245,-0.9490906596183777,-0.2969527542591095,-0.23215939104557037,0.0,1.0
test,-0.29515573382377625,0.7190791368484497,-0.6107047200202942,0.34776225686073303,-1.122235655784607,2.050271987915039,-1.946268916130066,-1.0851296186447144,-0.6750133633613586,0.8484877347946167,1.0,0.0
