split,feature_0,feature_1,feature_2,feature_3,feature_4,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
train,2.1264376640319824,5.2553300857543945,0.35953038930892944,3.151714324951172,-3.7294206619262695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-5.045437335968018,-5.457178115844727,2.5718019008636475,-1.3067368268966675,-1.0392282009124756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.0634018182754517,1.2532610893249512,2.101109266281128,-1.0302311182022095,-1.005748987197876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.1871802806854248,0.13642799854278564,1.6050564050674438,1.2272260189056396,-0.17682982981204987,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.06078563630580902,2.4445979595184326,3.612657308578491,0.9080276489257812,-1.6369681358337402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.10449593514204025,0.4145575165748596,5.0957489013671875,-1.8074082136154175,0.5442243218421936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.39266547560691833,-1.6192502975463867,3.666856527328491,3.296217679977417,-0.6815392971038818,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,2.0523297786712646,5.409606456756592,0.714853823184967,0.08077795803546906,2.3681938648223877,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,3.8795599937438965,-1.7466539144515991,4.001911640167236,-0.5493856072425842,3.2800748348236084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-7.001842021942139,0.3712621331214905,0.3470012843608856,-2.639716625213623,-4.632350921630859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.1370542049407959,1.4156322479248047,2.0960099697113037,-0.030282795429229736,-0.06790779531002045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.7037955522537231,1.0312788486480713,1.5456936359405518,0.6549084782600403,0.6996306777000427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.6313399076461792,-0.1287839561700821,3.286564350128174,-1.5773895978927612,-2.175790786743164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,0.3284377455711365,3.3204636573791504,3.9947004318237305,0.9931910037994385,-2.2098519802093506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.08974286913871765,1.2645410299301147,-3.2634620666503906,0.400300532579422,-0.47077926993370056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-5.478341102600098,0.9756594896316528,3.9205405712127686,-2.614753246307373,-2.1285691261291504,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-3.4181699752807617,-3.1717472076416016,4.394982814788818,1.5859079360961914,2.80676531791687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-6.3504791259765625,0.7664322257041931,-0.13178926706314087,-4.823025703430176,-3.508051872253418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.7235146164894104,0.4015215337276459,2.013115644454956,-0.9641364812850952,-0.8968067765235901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.05270516872406,0.5014834403991699,2.4905805587768555,-0.6982443332672119,-0.40526753664016724,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.2603775262832642,1.5351204872131348,2.5814321041107178,-2.915397882461548,-1.6751055717468262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.9659346342086792,0.059218596667051315,1.4214802980422974,0.3420161008834839,-3.3873724937438965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.4009665250778198,-0.5881128907203674,-0.8414236903190613,-2.2719757556915283,-4.076124668121338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-3.9909515380859375,-1.8894305229187012,-0.47084614634513855,2.971926689147949,-0.2154601812362671,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,4.022062301635742,1.1995822191238403,-2.707446575164795,2.3400120735168457,-1.633554458618164,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,4.410284519195557,5.250541687011719,5.496462345123291,-1.8998693227767944,-2.6127469539642334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.028869537636637688,1.6802952289581299,1.8446401357650757,-0.35095375776290894,-0.1413840800523758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.6371777653694153,0.6702893376350403,3.3790743350982666,0.5044554471969604,-0.6960440278053284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-3.073300838470459,0.6989738941192627,3.1293866634368896,0.40358248353004456,-0.5026593208312988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.590907633304596,0.14502793550491333,0.41988033056259155,3.2024824619293213,-1.4757263660430908,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,3.2235710620880127,2.756488800048828,2.252135753631592,0.8617828488349915,1.7051434516906738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.7947254776954651,-1.1584033966064453,-0.335248202085495,3.1432933807373047,2.938822031021118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,4.555247783660889,-0.42817428708076477,1.9137611389160156,-3.6780412197113037,2.3937337398529053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,1.2696120738983154,-0.7889494895935059,-2.478182077407837,-3.539242744445801,-6.103414058685303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.8518813848495483,1.8947665691375732,2.0261805057525635,-0.08647151291370392,-0.7576195597648621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.1206124797463417,1.0705538988113403,2.4865386486053467,1.21440589427948,-0.9923825860023499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-3.130969524383545,0.08757126331329346,1.136044979095459,-0.060973938554525375,-1.7979252338409424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,2.668536424636841,-0.612143874168396,1.9671331644058228,-0.7592260837554932,-2.0603222846984863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-3.5957915782928467,0.787482738494873,-0.24714945256710052,-3.281392812728882,-2.664013147354126,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-5.772683620452881,0.06000666320323944,-0.28074830770492554,1.7456080913543701,-0.13202807307243347,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-3.137483596801758,2.2616493701934814,-0.33625563979148865,4.796519756317139,-3.8464064598083496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,2.614489793777466,4.680879592895508,4.860844612121582,4.143109321594238,-3.69642972946167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.254951149225235,1.9136910438537598,1.8145967721939087,-0.07840434461832047,-0.4835367500782013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.9300019145011902,-0.37222743034362793,0.5009602308273315,0.16543468832969666,-1.0945554971694946,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.013834421522915363,-1.8284425735473633,1.9893742799758911,-0.5970222353935242,-0.8134883046150208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-2.4653255939483643,-0.4315013885498047,2.066204309463501,2.410834789276123,0.90909343957901,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.3110709190368652,0.9649136662483215,-0.810479462146759,-4.200336933135986,-2.6213529109954834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-3.4170167446136475,3.6017918586730957,-2.2142133712768555,-3.0181424617767334,-0.39457955956459045,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-2.514988422393799,1.4204490184783936,3.963789701461792,-6.647749423980713,-1.4908746480941772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,2.1236140727996826,2.042062997817993,8.374732971191406,2.1768643856048584,-2.489361047744751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.6581467986106873,1.7601767778396606,1.5248433351516724,-0.18675285577774048,0.0657966285943985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.46983641386032104,0.2484777718782425,1.8458911180496216,0.3542231023311615,0.6211773157119751,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.17877346277236938,0.2793431580066681,-1.0557960271835327,-1.192392110824585,-1.1469662189483643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.9134075045585632,-0.7786087989807129,3.4804320335388184,-2.897357225418091,0.1298873871564865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-3.26067852973938,1.7357553243637085,3.150536060333252,1.3911586999893188,2.8685414791107178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.8441834449768066,3.2618329524993896,-0.7891193628311157,-4.733445644378662,0.6196721196174622,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.9201573133468628,2.686333417892456,-0.9331825971603394,-5.927845001220703,1.0122443437576294,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,5.453710556030273,-2.795832872390747,-1.6908032894134521,-0.5224831700325012,-1.6270380020141602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5770239233970642,0.9454044699668884,1.52295982837677,-1.2187585830688477,-0.08004309982061386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.3689197301864624,-0.1771344691514969,0.5698169469833374,-0.39941540360450745,-1.4849814176559448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.21376262605190277,0.14407074451446533,0.009814093820750713,0.3475232720375061,1.4447094202041626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.098491907119751,0.9327812194824219,2.2891578674316406,-2.7164056301116943,1.0395665168762207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.8448172807693481,0.1590282917022705,1.4155606031417847,1.75875723361969,-4.779217720031738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.782666027545929,-3.5496439933776855,4.393615245819092,1.8611814975738525,0.7930487394332886,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.7068454027175903,2.0777077674865723,7.098512172698975,1.206121563911438,3.103912830352783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.6882433891296387,-5.155717372894287,1.258689522743225,-0.18722206354141235,-5.057591438293457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0608247518539429,0.7430292963981628,1.4029080867767334,0.40598055720329285,-0.7248297929763794,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9444024562835693,1.530928134918213,2.060500383377075,0.5217736959457397,0.39965927600860596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2826907634735107,-0.2628213167190552,1.9601725339889526,-1.5054991245269775,1.7200554609298706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.39301639795303345,-0.2612382173538208,0.8390533924102783,0.83970707654953,-3.9382762908935547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.4237203896045685,3.5069453716278076,-2.6909284591674805,0.08768370002508163,-0.8112497925758362,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.749941110610962,3.8038108348846436,-0.8811172842979431,2.823781967163086,-3.3188018798828125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.642656326293945,3.4463231563568115,0.7199915647506714,0.14744479954242706,-3.0642690658569336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.9316511154174805,-5.112074375152588,2.450253963470459,-2.14943265914917,-3.6837339401245117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.441631555557251,0.9185622334480286,1.4379483461380005,0.3783927857875824,-1.1721431016921997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.3995115756988525,0.5464274287223816,2.8674635887145996,-0.05629410594701767,0.6109768748283386,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5917725563049316,-0.1665404587984085,3.749631881713867,-0.5328508615493774,-1.8474520444869995,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0835189819335938,1.5899693965911865,1.5031886100769043,-2.214735746383667,-3.692661762237549,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.232922315597534,-0.8582137227058411,3.281236410140991,1.0990785360336304,-3.7083499431610107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.3807576894760132,0.31928443908691406,1.6176507472991943,-0.4224090576171875,4.989423751831055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.6226282119750977,2.254356622695923,6.0539045333862305,-0.3930341601371765,2.5545358657836914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.335259199142456,-0.12018182128667831,-3.3471426963806152,-6.128324031829834,0.38116762042045593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7912812829017639,1.9602073431015015,2.0381808280944824,-0.5103178024291992,-0.573655366897583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.25779810547828674,-0.04642593115568161,1.5965917110443115,0.6400538682937622,0.33924585580825806,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.716153144836426,2.3114137649536133,1.4827663898468018,1.3547823429107666,-0.555916428565979,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.8165581226348877,0.3210929334163666,2.1783831119537354,3.3012735843658447,-0.9113404750823975,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.8288025856018066,-0.6628407835960388,1.9077177047729492,-2.690796136856079,-4.514405727386475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.14091455936431885,1.457222580909729,0.8546649813652039,-5.217733860015869,2.8074705600738525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.8929898738861084,0.779063880443573,2.169144630432129,0.5021359324455261,4.621033191680908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.061216831207275,0.9127612709999084,-2.1109025478363037,-0.10352230817079544,4.876165390014648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.03853114694356918,1.431705117225647,1.522704839706421,-1.059854507446289,-0.8698005080223083,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.361843466758728,0.5526596307754517,2.458451986312866,-1.632723093032837,0.5904145836830139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.987261176109314,0.2995964586734772,1.106541395187378,1.3180227279663086,-2.2286109924316406,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.36510857939720154,-0.8754317164421082,-1.7490835189819336,-0.9441627264022827,-1.2315630912780762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.3117475509643555,1.1880587339401245,1.3720223903656006,-0.36794447898864746,3.591160774230957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.305004358291626,1.7938339710235596,6.862737655639648,-1.930549144744873,-2.059349536895752,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.658767223358154,3.421572685241699,-0.9597983360290527,1.353286862373352,-4.785858631134033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.0261083841323853,-6.0451178550720215,3.579888343811035,-0.4452725946903229,2.4625537395477295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.44796618819236755,0.2850911319255829,1.7779247760772705,0.06407993286848068,-0.2573743462562561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5096369385719299,0.5455271601676941,2.575033664703369,-1.62250554561615,-0.8366164565086365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8239689469337463,0.657520055770874,2.5842671394348145,0.7816962599754333,-2.7269287109375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.126845359802246,3.384047269821167,2.702104330062866,1.8937546014785767,-2.036818742752075,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.77001953125,2.762328624725342,1.609076976776123,3.5358028411865234,-1.5949931144714355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.2022267580032349,1.840968132019043,6.613702297210693,2.3111841678619385,-2.3482770919799805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.7860162258148193,2.842496871948242,5.492997169494629,-5.728982448577881,0.10550347715616226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.029343605041504,0.8997780680656433,1.4034982919692993,-2.6755356788635254,-0.2780272364616394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7669746279716492,1.4664745330810547,1.9799574613571167,0.38748687505722046,-0.924727737903595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5493619441986084,-0.45796626806259155,2.503169536590576,-1.253257155418396,-0.19426968693733215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5637229681015015,2.37032413482666,0.9973797798156738,-2.6976733207702637,-1.0219513177871704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0623142719268799,3.717219352722168,-0.5092048048973083,0.7600647211074829,-0.17593879997730255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.5176969766616821,3.8365063667297363,3.395627737045288,-3.8108651638031006,-1.9429872035980225,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.3347060680389404,-3.167778253555298,1.764938473701477,0.5748904347419739,2.2739460468292236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.408379316329956,0.4864908456802368,5.735991954803467,4.825997352600098,1.3904073238372803,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.312130928039551,-4.485734462738037,-1.1170295476913452,-1.3326473236083984,-0.05951791629195213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7122617363929749,1.5604227781295776,1.5780068635940552,0.3097001612186432,-1.1184312105178833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.09961526840925217,2.0551602840423584,0.19656912982463837,-0.07780138403177261,0.14059996604919434,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.639577865600586,1.5074641704559326,0.9374518394470215,-1.0762916803359985,-3.226797103881836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.7836415767669678,1.9843357801437378,-2.0226099491119385,-1.6946302652359009,-0.4201659858226776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.2355984449386597,5.474736213684082,0.31590816378593445,1.3520835638046265,-1.2583436965942383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.2535319328308105,-0.4100199043750763,0.27817457914352417,-3.095965623855591,-1.5413334369659424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.9191421866416931,0.06121242046356201,-0.9467053413391113,-6.808653354644775,-0.8432728052139282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.489099979400635,2.573432445526123,3.2909793853759766,-2.7730512619018555,4.597781658172607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.3076041042804718,0.8416047692298889,1.787572979927063,-1.3006281852722168,-0.584129273891449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.11543315649032593,-0.39428985118865967,1.0628082752227783,-0.9713410139083862,0.35245123505592346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.37822723388671875,-1.016998291015625,2.9144718647003174,0.33019599318504333,-2.1781740188598633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.718275249004364,-0.49836939573287964,-1.4401618242263794,1.094639778137207,-0.37915968894958496,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.3163042068481445,-2.9544858932495117,2.1190648078918457,-3.2098348140716553,-0.19628797471523285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.6097754240036011,5.9012227058410645,3.352957248687744,-2.731487989425659,1.4398454427719116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.7524046897888184,1.444389820098877,4.915892601013184,-6.232479572296143,1.3824979066848755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.104047775268555,1.1703104972839355,-1.0677410364151,-3.226627826690674,-5.961005210876465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6674805879592896,0.2843365967273712,2.143707752227783,-0.057396359741687775,-0.48620420694351196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.13299022614955902,2.6319761276245117,2.3924195766448975,-1.031907081604004,-0.6317422389984131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5768412351608276,1.1438838243484497,0.08025496453046799,-1.2377368211746216,-1.6176538467407227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5478079915046692,2.199082374572754,5.09909200668335,0.30287057161331177,-1.554722547531128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.567122220993042,-0.9050418734550476,0.0746910572052002,0.641243577003479,-0.47039225697517395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.21405629813671112,3.2103302478790283,5.8513360023498535,0.01963249035179615,-4.190899848937988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.1283493041992188,5.874114990234375,2.2880637645721436,-4.357728958129883,0.8577710390090942,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.082334041595459,-0.6286798715591431,3.6458792686462402,-2.8580234050750732,-7.321784973144531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7747358679771423,1.2371312379837036,2.2902679443359375,-0.5538745522499084,0.08982860296964645,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.11177926510572433,2.681605100631714,2.1634342670440674,-1.104811191558838,-0.35337281227111816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.670698642730713,-0.5128251910209656,-0.5908424258232117,-0.8626651763916016,-0.14689627289772034,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.39464929699897766,3.3993051052093506,4.493447780609131,0.7807209491729736,-1.6058785915374756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.715980529785156,2.3811357021331787,2.485551357269287,-1.8802341222763062,1.2839018106460571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.6937845945358276,2.388685703277588,-2.7509164810180664,2.6435933113098145,-1.2453105449676514,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.304175853729248,-0.7255104184150696,-3.5089290142059326,-0.7406992316246033,2.8477396965026855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.30045661330223083,6.6877241134643555,2.588940143585205,3.7256059646606445,-4.416391849517822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.1101893186569214,0.28031638264656067,1.9291226863861084,-0.27351731061935425,-0.8298678994178772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5737469792366028,1.8700602054595947,2.936707019805908,-0.746049165725708,0.6262951493263245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8770561218261719,1.8525497913360596,3.8578310012817383,0.25480157136917114,-1.4993983507156372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.8610036373138428,0.9501122236251831,3.467982053756714,0.21436884999275208,-1.9565280675888062,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.8079560995101929,3.4805426597595215,5.344455718994141,-0.8588720560073853,1.662611484527588,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
