split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,class_0,class_1,class_2,class_3,class_4,class_5,class_6
train,1.6895146369934082,1.8354642391204834,0.4547099471092224,-0.8909768462181091,-1.1242892742156982,-0.7010895013809204,-0.2629023492336273,0.6496685147285461,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-0.10095755755901337,2.362266778945923,-0.5703628659248352,0.8281463980674744,-1.8634401559829712,0.5195094347000122,1.9654189348220825,-1.4532581567764282,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.8256957530975342,-0.7365604043006897,-4.593980312347412,0.9625695943832397,-5.691443920135498,-3.0123884677886963,-1.3309128284454346,1.7126924991607666,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,2.4010798931121826,-0.8368738293647766,1.5265848636627197,1.1134889125823975,-4.491181373596191,1.634813666343689,0.16569478809833527,0.1244584172964096,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.2818279564380646,0.7952667474746704,-2.1633896827697754,0.4555399417877197,-1.6591625213623047,-2.489840030670166,1.0673537254333496,1.7261570692062378,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.3408985137939453,1.6224685907363892,-2.2321503162384033,0.4605802893638611,-3.277744770050049,-2.183419942855835,0.9674193263053894,1.4974663257598877,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.22612959146499634,1.773287057876587,-0.5459295511245728,-0.2873023450374603,-1.923755168914795,-2.887190341949463,0.8666878938674927,3.059863328933716,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.0646239519119263,-1.8034565448760986,-3.935605525970459,2.3049447536468506,-0.3190493881702423,-3.1919283866882324,0.03496618941426277,1.6233079433441162,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,3.025202512741089,3.443727493286133,-3.0019302368164062,-2.051187515258789,-2.5786690711975098,-0.814079999923706,2.0780863761901855,0.7495293021202087,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.1389377117156982,5.778428554534912,-2.687976121902466,-0.5457886457443237,-0.33816877007484436,-4.333375453948975,2.152761459350586,2.421109199523926,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.9798681735992432,-0.49044862389564514,-3.6613523960113525,-4.325716495513916,1.2468597888946533,-3.739861011505127,-0.8822333812713623,2.683824062347412,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.0985363721847534,1.0531325340270996,-2.765488624572754,0.577077329158783,-1.3242418766021729,-1.7094874382019043,0.7331768870353699,1.9773330688476562,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.3778647184371948,0.7549061179161072,-1.7509605884552002,-0.7450041174888611,-1.7205603122711182,-3.1669375896453857,-0.11265036463737488,0.9749587774276733,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.719920039176941,-0.24934673309326172,-3.8260767459869385,0.6485357880592346,-0.06987474113702774,-1.6909109354019165,-0.9029181003570557,1.209226131439209,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,3.2693123817443848,1.3205106258392334,-4.398680210113525,0.36998504400253296,0.7020946741104126,-2.977905511856079,0.8203175067901611,1.9255952835083008,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,1.6325421333312988,2.5902302265167236,-6.576862335205078,0.9621296525001526,-1.0271016359329224,-1.9449926614761353,1.4251447916030884,-0.35574135184288025,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.54513680934906,0.9931301474571228,-6.0401740074157715,-2.306851863861084,-4.87696647644043,-3.545621633529663,-0.030814629048109055,2.123403549194336,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,5.117081642150879,0.24073553085327148,1.053480863571167,-0.13917188346385956,0.11333339661359787,-4.355109214782715,-2.6757240295410156,1.8158044815063477,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.263556957244873,1.695666790008545,-2.576796770095825,0.7889957427978516,-1.9319283962249756,-2.4985735416412354,0.7415337562561035,1.3079586029052734,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.16007551550865173,1.488425850868225,-2.94427490234375,0.24161511659622192,-1.701314091682434,-1.0210374593734741,-0.5764074921607971,2.1387722492218018,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.23933379352092743,-0.08484036475419998,-3.9910459518432617,0.06063615530729294,0.17763151228427887,-1.9602856636047363,-0.06543242931365967,2.277740716934204,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.09376098215579987,-0.23979124426841736,-5.146273136138916,1.3455064296722412,-1.473778247833252,-1.928611397743225,0.9139259457588196,-0.8442108035087585,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.7805325984954834,-0.7580640316009521,-2.6690003871917725,0.3781561553478241,2.5835211277008057,-2.6721389293670654,0.4001137316226959,0.8666857481002808,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.017988681793213,1.0379245281219482,0.23026588559150696,4.465916633605957,-0.043108489364385605,-1.5087476968765259,-2.907111406326294,2.2784972190856934,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,5.3034186363220215,2.966034412384033,-1.9881874322891235,1.5357773303985596,0.9822062253952026,0.14172570407390594,-2.904571294784546,0.602211594581604,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.851742148399353,1.3766114711761475,-2.597590684890747,0.4480932354927063,-0.9234330654144287,-2.957813024520874,0.6037946939468384,1.2080591917037964,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.2913237810134888,0.3837759494781494,-2.000415325164795,1.2952440977096558,-0.24556605517864227,-2.7108805179595947,1.2838095426559448,1.2715011835098267,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.2380741834640503,2.5945160388946533,-1.5540978908538818,-0.31964683532714844,-1.0485609769821167,-1.5820406675338745,0.7633278369903564,0.9051589965820312,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,3.707775831222534,0.047898873686790466,-1.4166374206542969,1.7382259368896484,-2.9882102012634277,-2.234131097793579,-0.867372989654541,1.4924226999282837,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.6929752826690674,0.8816424012184143,0.7695042490959167,-0.9627922177314758,-0.12347837537527084,-4.324657917022705,0.5680442452430725,1.922494649887085,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.6415872573852539,1.0152889490127563,-5.755771160125732,2.393033027648926,-4.597611427307129,0.9212976098060608,0.7799710631370544,0.201238214969635,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.2852360010147095,-3.042677640914917,-5.311185359954834,1.6085630655288696,2.6963560581207275,-3.006779432296753,0.8407332301139832,1.6140624284744263,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.0521363019943237,1.3221521377563477,-2.7989625930786133,0.7143622636795044,-1.9546706676483154,-1.955466628074646,0.48975056409835815,2.1037256717681885,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.36075541377067566,-0.2282198816537857,-2.354346513748169,0.7563214302062988,-0.4403735101222992,-1.7568747997283936,0.3147939145565033,0.7424342036247253,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.1949317753314972,-1.0878684520721436,-2.2558724880218506,-0.47770169377326965,-2.285780906677246,-3.6557226181030273,0.2838992178440094,1.3338016271591187,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.17674599587917328,4.137428283691406,-3.5214731693267822,2.0211985111236572,-2.2854182720184326,-0.704161524772644,0.33878931403160095,2.091421127319336,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.4000604152679443,3.2054433822631836,-2.198544502258301,-1.9416247606277466,-3.0557498931884766,-3.5963149070739746,-1.5398279428482056,3.3099524974823,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.8932495713233948,3.58931565284729,-0.06583964079618454,1.6248893737792969,0.9735119342803955,-4.880878925323486,-0.8814192414283752,4.502913475036621,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,3.718514919281006,1.666090726852417,-3.448549270629883,3.625368595123291,2.5688929557800293,1.272568941116333,1.1034915447235107,1.8332769870758057,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9865044355392456,0.7949491739273071,-2.0883355140686035,0.029035432264208794,-1.4841724634170532,-2.261965036392212,0.5659027099609375,0.9526674151420593,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0809639692306519,0.3275434076786041,-1.5840351581573486,0.6349703073501587,-1.2773457765579224,-1.837160348892212,-0.7931303381919861,0.5800163149833679,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.2148263454437256,0.6344524025917053,-2.6105732917785645,-1.4293376207351685,-0.9107590913772583,-1.6472924947738647,0.2618875801563263,0.30416324734687805,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.883574366569519,0.6733707785606384,-3.4325101375579834,-2.071626901626587,-3.3363125324249268,-1.7967370748519897,1.943701982498169,1.5155129432678223,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.0921173095703125,2.0056278705596924,-0.6438727378845215,0.0749073252081871,-3.8397867679595947,-2.163405179977417,0.6120229363441467,3.4683339595794678,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.746614456176758,1.1955660581588745,-3.1786327362060547,-1.4895366430282593,0.9978770017623901,-6.197020053863525,-0.3386959433555603,1.5271320343017578,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.6441195011138916,0.09618134796619415,-4.198631286621094,1.851523995399475,-4.946527004241943,0.516916036605835,1.2697116136550903,-0.3626466691493988,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2974164485931396,1.0516482591629028,-2.743640184402466,1.3263940811157227,-1.4870223999023438,-2.272855520248413,0.5847606062889099,1.16447913646698,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.2959974706172943,2.129344940185547,-2.798630475997925,0.4528138041496277,-2.033440113067627,-2.5607657432556152,-0.8255955576896667,0.6038570404052734,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.3433804214000702,-0.26992377638816833,-3.1850974559783936,2.7194690704345703,-2.0780537128448486,-2.338400363922119,1.1491265296936035,2.5575673580169678,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.3454307317733765,-0.2708737552165985,-0.6845420598983765,2.3895134925842285,-2.588299036026001,-1.302138328552246,0.7977331280708313,2.5946884155273438,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.3173999786376953,0.693379819393158,-0.977061927318573,-1.1511728763580322,-2.8194942474365234,-2.136507511138916,-0.22009406983852386,-2.6273231506347656,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.271054267883301,1.165556788444519,-4.694924354553223,1.6764284372329712,-0.7411014437675476,-2.6663818359375,-0.19172054529190063,-3.6572844982147217,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.1462557315826416,0.7716696858406067,0.5032142400741577,4.433844566345215,-1.7168320417404175,-2.162022113800049,1.2442047595977783,-3.333052158355713,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6183624267578125,0.8157566785812378,-2.820444345474243,0.9403510689735413,-0.9162989258766174,-2.0658793449401855,0.4734012484550476,0.9881900548934937,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7814357280731201,1.0422286987304688,-1.8147988319396973,1.6898646354675293,-1.8203872442245483,-3.142615795135498,-0.21090960502624512,2.040973663330078,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6728196144104004,3.165517807006836,-1.7799698114395142,1.8563623428344727,0.03506191447377205,-2.096360445022583,0.2564481198787689,0.7226476073265076,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9204954504966736,2.613515615463257,-0.5073300004005432,-0.5139204859733582,-1.2948843240737915,-1.1872422695159912,1.7632471323013306,3.15594744682312,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.7379167079925537,1.0797041654586792,-0.19629190862178802,2.5078823566436768,-4.019834518432617,-2.475832939147949,0.2830425202846527,3.486966133117676,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.4810163974761963,0.7918359041213989,-1.6113275289535522,0.9088754057884216,-1.7231072187423706,-7.118015289306641,2.355727195739746,0.6372042298316956,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.9852943420410156,-0.5393432974815369,-3.370062828063965,-0.04467540979385376,-0.2602404057979584,0.1664804369211197,-5.035149574279785,1.078064203262329,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4108874797821045,1.297594428062439,-2.454024314880371,1.1520204544067383,-1.2172034978866577,-1.6321213245391846,0.6133682727813721,1.3341457843780518,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.126172661781311,1.7712515592575073,-2.1512210369110107,0.7671975493431091,-2.1097428798675537,-1.2421821355819702,-0.25036880373954773,0.30359798669815063,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.189875841140747,3.1004772186279297,-2.0893869400024414,1.5849884748458862,-1.2261072397232056,-2.617764711380005,-0.8055410981178284,2.1507394313812256,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.1670114994049072,2.4336485862731934,-2.4224231243133545,1.4756122827529907,0.18946874141693115,-5.565824031829834,0.6411523222923279,1.528669834136963,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.1610056608915329,2.3257453441619873,-0.537964403629303,3.4984564781188965,-1.6257790327072144,0.8662897944450378,-0.7722470164299011,1.2614179849624634,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.04186836630105972,3.251556873321533,-3.358015537261963,-0.37826934456825256,-1.3552988767623901,1.4394797086715698,-3.333690643310547,2.499598503112793,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.0594258308410645,2.681687116622925,-4.352579116821289,-2.363654375076294,-1.5255564451217651,-4.14750337600708,-2.3148250579833984,1.4793275594711304,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5092340111732483,0.8010456562042236,-2.2486133575439453,0.30031442642211914,-1.1320679187774658,-2.2772529125213623,0.21974970400333405,2.2010557651519775,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.35108184814453125,2.1215946674346924,-3.257702112197876,-0.3464760184288025,-1.0017032623291016,-2.3741557598114014,0.27581843733787537,0.5296452045440674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.37163645029067993,3.02903151512146,-1.1475189924240112,0.7071369886398315,-1.8416547775268555,-0.6166111826896667,1.1243466138839722,1.2145330905914307,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.1695482730865479,1.284359097480774,-2.9937524795532227,0.47596997022628784,-1.4982330799102783,-3.294400691986084,4.134979724884033,0.757402777671814,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.70735502243042,3.203176975250244,-4.828597068786621,-1.4880586862564087,-3.1860218048095703,-3.080083131790161,2.594292163848877,0.4026038348674774,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.8192669153213501,0.5188067555427551,-4.0183844566345215,-1.181251883506775,0.6515738368034363,1.5506893396377563,2.259146213531494,3.55100417137146,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.0919930711388588,-0.33595389127731323,-0.6538712978363037,0.027274349704384804,-3.617717742919922,-5.663008689880371,0.03159485384821892,-3.685408353805542,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8143128752708435,0.7850111722946167,-2.1784329414367676,0.5948465466499329,-1.0468193292617798,-2.7910256385803223,-0.19425614178180695,1.6579012870788574,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.307795763015747,0.4660583734512329,-2.5776827335357666,1.363737940788269,-1.6577229499816895,-3.092317819595337,-1.0181636810302734,1.7712637186050415,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.9670047760009766,-0.15191121399402618,-3.2378780841827393,0.49113211035728455,-3.0350446701049805,-3.9078211784362793,-0.052562691271305084,1.754574179649353,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.1876494884490967,-1.152597188949585,-4.393873691558838,-0.11837983876466751,-1.4856061935424805,-2.055269718170166,0.7381922006607056,1.9047846794128418,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.913262128829956,-2.3645615577697754,-2.373382806777954,1.145755410194397,-2.6222116947174072,-0.7709245681762695,2.435231924057007,1.350693941116333,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.1327264308929443,-1.9603711366653442,-3.7703351974487305,2.0699782371520996,-4.156460285186768,-4.225356101989746,2.5223073959350586,-0.4853985905647278,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.040081977844238,1.5691440105438232,1.412432074546814,1.450465202331543,1.8879070281982422,-0.290181428194046,-2.1883351802825928,2.027198314666748,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.36823657155036926,0.8777413368225098,-2.335475444793701,0.3369550406932831,-1.630703091621399,-2.3641316890716553,0.6898490786552429,0.7267974615097046,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5849752426147461,0.5439799427986145,-2.8478853702545166,0.8785911798477173,-2.703664541244507,-3.0659139156341553,-0.2164652794599533,0.4840382933616638,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.15885289013385773,-0.2175520360469818,-4.113232135772705,0.2884904742240906,0.060561057180166245,-3.181323766708374,-0.030818911269307137,1.7070491313934326,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.238762617111206,2.7253401279449463,-2.461930513381958,2.78354811668396,-2.2089293003082275,-0.9852926135063171,0.19213508069515228,3.5785324573516846,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.32297584414482117,0.305862158536911,-6.2091546058654785,1.41581392288208,0.7993351817131042,-0.6201410889625549,-0.6532405614852905,1.6947004795074463,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.712913990020752,2.7508344650268555,-2.2713472843170166,2.2918050289154053,-1.3042100667953491,-2.5399091243743896,-0.40606582164764404,-0.8049314022064209,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.8740650415420532,3.8327155113220215,-3.84523606300354,2.0298454761505127,-4.453371524810791,-5.765314102172852,-0.22668641805648804,-1.6644387245178223,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9665459394454956,0.8038972020149231,-2.5420172214508057,1.1720857620239258,-1.061848521232605,-2.4565446376800537,-0.03958473727107048,1.893151879310608,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.27904167771339417,-0.2006472498178482,-2.668928384780884,0.7754101753234863,-2.4201443195343018,-2.1798577308654785,0.20180223882198334,0.47481194138526917,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.374312162399292,1.3842203617095947,-3.311753749847412,-0.3651929497718811,-2.117072582244873,-2.862910747528076,-1.266330599784851,0.48589423298835754,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.26848796010017395,-0.5551609396934509,0.2764650285243988,-0.9862516522407532,-2.489105701446533,-2.334183692932129,1.1315975189208984,2.2438268661499023,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.6678262948989868,0.9712532162666321,-2.8757543563842773,0.7102776169776917,-0.4889024496078491,-4.760409832000732,2.3378705978393555,4.352903366088867,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.1487812995910645,-0.5398464798927307,-4.337029457092285,-2.1213107109069824,1.7026710510253906,-1.7248413562774658,2.9792392253875732,-0.14131757616996765,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.129748344421387,0.1527293473482132,-2.0575637817382812,-0.3096817135810852,-1.450927495956421,-7.087822914123535,0.8012372255325317,-2.0594747066497803,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.433919757604599,0.8213874101638794,-2.3086111545562744,0.6948276162147522,-0.9397881627082825,-1.7834627628326416,0.5750253796577454,1.895717740058899,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.6287641525268555,1.259259819984436,-3.5745224952697754,0.627511739730835,-0.5202387571334839,-3.0378684997558594,0.18837913870811462,2.102388858795166,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.4907768964767456,2.342329740524292,-2.292015314102173,1.1501730680465698,-2.5982871055603027,-0.765348494052887,1.039431095123291,3.123828887939453,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.2353047132492065,-0.6102126240730286,-2.1732819080352783,-0.6342217326164246,-1.9429070949554443,-0.4289988875389099,0.6632561683654785,3.3529744148254395,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.31745007634162903,-1.7277905941009521,-5.021602630615234,1.3831840753555298,-0.8235392570495605,-2.1130213737487793,2.4948856830596924,-0.6384252905845642,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.2292912006378174,1.9243754148483276,-3.890719413757324,1.5197665691375732,-3.9049124717712402,-3.685880422592163,1.4849365949630737,-2.9562737941741943,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.5348596572875977,1.832227349281311,0.8353793025016785,1.472865104675293,-3.6717658042907715,-0.6014251708984375,0.14030851423740387,4.82094144821167,0.0,0.0,0.0,0.0,0.0,0.0,1.0
