split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
val,-1.9523162841796875,5.5530314445495605,-0.6522132754325867,2.4193427562713623,-3.109812021255493,1.3396106958389282,1.5797094106674194,-2.8606715202331543,2.623866081237793,-2.6601741313934326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,0.3946307897567749,-4.805541038513184,-2.9947328567504883,0.01014238502830267,-2.325934410095215,-1.2123156785964966,5.478978157043457,5.981828212738037,0.9352149963378906,0.9561188220977783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.5144327878952026,-0.13881690800189972,0.5892321467399597,-0.44292595982551575,0.716792643070221,0.20848794281482697,1.7584290504455566,-0.5415005087852478,0.9361585974693298,-0.3754173219203949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.8499318361282349,-0.6659108996391296,0.15565232932567596,-0.8940520286560059,1.3718260526657104,0.8892311453819275,1.161143183708191,0.351752370595932,0.8532256484031677,-0.416689932346344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.6906389594078064,1.1407058238983154,0.8168079257011414,-0.5359797477722168,-0.9962963461875916,1.98494553565979,2.140209197998047,0.3378446698188782,1.9559000730514526,0.03106621839106083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.4675125479698181,0.18832562863826752,1.5394723415374756,1.4063159227371216,0.38533592224121094,-1.220647931098938,1.2586643695831299,2.491320848464966,-0.11089888215065002,-1.1792725324630737,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.1011316776275635,1.6373169422149658,-0.6018732190132141,0.6668644547462463,2.8352439403533936,1.8759411573410034,0.31481030583381653,-2.087333917617798,3.1234612464904785,-1.1926299333572388,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.3949798345565796,-0.3025553226470947,-2.394442081451416,-2.569054126739502,-2.145324945449829,-0.9363454580307007,3.3276431560516357,1.8853607177734375,1.739076852798462,-2.2667667865753174,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.401047706604004,1.1153703927993774,1.5934942960739136,-4.124722480773926,1.283384084701538,-4.266317367553711,3.012921094894409,-0.32938051223754883,3.762467384338379,-0.9734068512916565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,4.882049083709717,0.4896729588508606,-1.579866886138916,-1.7401789426803589,4.0573015213012695,1.121724247932434,3.3779525756835938,1.8787907361984253,-2.919229030609131,-0.9083698391914368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-3.660491943359375,0.8436753749847412,3.2703304290771484,-1.2270729541778564,0.3478664755821228,0.1348223090171814,5.432717800140381,0.2859972417354584,1.3665715456008911,-6.293696403503418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,1.3566598892211914,0.6378962993621826,3.6840648651123047,-0.7780783772468567,-1.0928318500518799,-3.743913173675537,-2.9580013751983643,0.8800891637802124,-3.6672580242156982,5.293798923492432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.06883762776851654,-0.112202487885952,0.14172646403312683,-1.1823365688323975,0.44720080494880676,0.4213719367980957,1.6583791971206665,0.22065222263336182,1.3696324825286865,0.00839287880808115,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.9638081192970276,-0.6392550468444824,0.9214664697647095,0.3064330518245697,-0.17449627816677094,-0.4285385310649872,0.7812613844871521,0.40405747294425964,1.3883788585662842,0.8310639262199402,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.048694539815187454,1.0882947444915771,0.22395524382591248,-0.23457303643226624,1.2702738046646118,1.620424747467041,3.022512674331665,-0.0645333081483841,0.06106049567461014,0.6273010969161987,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.7024641633033752,-0.9807142615318298,-0.8368754386901855,0.9102193713188171,-1.3030967712402344,2.3369951248168945,2.073732376098633,0.5337201952934265,0.2347550392150879,0.9975723028182983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.8985767364501953,0.05793239176273346,1.6450263261795044,-1.701616883277893,-0.10262563824653625,0.8739925026893616,2.762871742248535,-2.009070873260498,0.3575027883052826,0.9699363112449646,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,2.178847074508667,-1.218868613243103,3.9901397228240967,1.876222848892212,1.7930959463119507,1.6639950275421143,3.1361114978790283,-0.8220081329345703,1.9210736751556396,-2.327367067337036,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.346258521080017,1.324822187423706,0.9690598249435425,-1.3068746328353882,3.253523349761963,-1.087135672569275,-0.8400924205780029,4.077754020690918,3.8589212894439697,-2.8770179748535156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,3.130666732788086,1.2306346893310547,2.4521658420562744,0.18491540849208832,-1.079609990119934,1.0813285112380981,5.528112888336182,0.24717821180820465,5.1349334716796875,3.2529969215393066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.7880430221557617,-3.838411808013916,-0.8935580253601074,3.8894832134246826,3.204988956451416,-1.4460668563842773,2.8448703289031982,-0.03388221561908722,-3.8329029083251953,-2.039217472076416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.660210132598877,1.622584342956543,0.4185827076435089,-4.864706039428711,1.88241708278656,3.4811360836029053,-3.9291484355926514,3.7595674991607666,-1.864601969718933,-4.033931732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.0795238018035889,0.04031370207667351,0.3842839002609253,-0.5895695686340332,0.5942501425743103,0.018675552681088448,1.3394099473953247,0.38427793979644775,1.4648559093475342,0.13932228088378906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.6302268505096436,0.4606654644012451,0.12096027284860611,-1.1906245946884155,-0.3594009578227997,0.5041075348854065,0.8842824697494507,0.18069154024124146,1.4630300998687744,0.24160067737102509,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.21044477820396423,-0.875993549823761,0.8828874230384827,-1.0866022109985352,0.9676119089126587,2.501272201538086,2.1981914043426514,0.22658094763755798,2.403630256652832,0.07513991743326187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.0079309940338135,0.5636676549911499,0.5316412448883057,-1.083196759223938,2.373633861541748,0.35665327310562134,-1.4666352272033691,-0.6752913594245911,0.8306059241294861,1.208942174911499,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.579808235168457,0.9866619110107422,-2.464848518371582,0.28646937012672424,-0.828468918800354,1.290237307548523,0.4039941132068634,0.16359132528305054,3.657452344894409,-1.940961241722107,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.494586318731308,3.6412851810455322,-1.241640329360962,-2.750232458114624,2.3912527561187744,1.717150092124939,0.16772475838661194,-1.5639748573303223,3.260019063949585,0.3231090009212494,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.9799282550811768,-0.5177779793739319,-0.45725488662719727,-1.9352953433990479,2.0775272846221924,-4.549956321716309,1.6733944416046143,1.423585295677185,2.841635227203369,3.760362386703491,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,4.030210494995117,-0.43289509415626526,1.1814312934875488,-0.8421419858932495,0.8728734254837036,-3.6498758792877197,1.392108678817749,-0.2984539568424225,-0.9130595922470093,5.350345134735107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.5278583765029907,3.4317948818206787,0.14908695220947266,-2.776614189147949,1.0267904996871948,-0.6759458184242249,-0.46897977590560913,7.45796537399292,-0.566267728805542,-2.0265393257141113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-6.513628005981445,-1.0909006595611572,2.239424705505371,2.576159715652466,-1.9609571695327759,4.9156975746154785,0.13390283286571503,-1.429308533668518,-0.5633208751678467,2.165980339050293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.038729745894670486,0.06672029197216034,0.46754342317581177,-0.888325035572052,0.5165800452232361,0.771321177482605,0.8767915964126587,0.7379037737846375,0.7864654064178467,-0.30151498317718506,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.03662821650505066,0.7421469688415527,0.7211577892303467,-1.2072629928588867,0.5380390882492065,-0.46636828780174255,1.487884759902954,-0.5215401649475098,2.219701051712036,0.44817033410072327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.9314852952957153,0.6296599507331848,0.766923189163208,-1.4130014181137085,0.2854645550251007,1.6050770282745361,0.6658398509025574,1.0964630842208862,-0.28661587834358215,-0.661300003528595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.12641891837120056,-0.7400270700454712,3.2047605514526367,-1.7488994598388672,0.7451584935188293,1.7334221601486206,-0.7182813882827759,1.347231388092041,0.8016870617866516,-0.2712682783603668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.5885307788848877,0.3065231442451477,0.17073988914489746,-1.7797389030456543,2.1326470375061035,-0.3714975416660309,0.19235444068908691,2.519573926925659,-1.1504193544387817,-0.8581727147102356,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,4.228118419647217,-1.9010275602340698,-2.213376760482788,-0.6618442535400391,-0.1681700199842453,1.5883002281188965,-0.24737994372844696,-1.9801359176635742,1.6599212884902954,-0.7703933715820312,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.6639811992645264,-1.8649953603744507,-2.1229536533355713,0.1065085306763649,1.4373055696487427,1.3607077598571777,0.11775419861078262,-1.875495433807373,2.9589576721191406,-4.969634532928467,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,3.7545166015625,-0.7065737247467041,6.189839839935303,-1.183949589729309,0.36144012212753296,-2.4106698036193848,2.499987840652466,-2.5435659885406494,2.7191736698150635,-1.0460197925567627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,3.053576946258545,-4.255544662475586,1.2558187246322632,2.7405872344970703,2.176875114440918,1.6625802516937256,2.750927448272705,-3.0280041694641113,-3.8951480388641357,-1.865660548210144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.091534972190857,-0.49415361881256104,3.3053171634674072,-2.576338529586792,4.275180816650391,-4.44955587387085,3.9919910430908203,3.0374879837036133,6.782646656036377,-1.5266796350479126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.25993478298187256,-0.3968132734298706,0.41959884762763977,-1.1718095541000366,0.7262133359909058,0.3158958852291107,1.50819730758667,0.5085654854774475,1.625799298286438,-0.041884828358888626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4427987337112427,-0.9195683002471924,0.3612452745437622,-0.5513125658035278,1.4980932474136353,-0.4174404740333557,0.43280845880508423,0.11525008082389832,0.49987736344337463,-0.8526756167411804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.4979627728462219,0.48761963844299316,1.1674493551254272,-2.202901601791382,0.3072364330291748,-1.714862585067749,2.1628222465515137,0.3463638126850128,1.3860598802566528,0.5119431018829346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
