split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
train,-2.0385076999664307,-1.597991943359375,-3.6284451484680176,-6.064550399780273,-2.719632387161255,3.1845059394836426,-0.7764594554901123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-3.860539674758911,3.492894411087036,-6.553926467895508,-1.6031662225723267,-3.9201502799987793,1.2599451541900635,4.441447734832764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-5.150043964385986,5.691177845001221,-3.8022351264953613,0.5344207882881165,2.1780428886413574,-1.7936149835586548,2.934157609939575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.6048274040222168,0.6927964687347412,-1.716877818107605,-0.8788331747055054,-2.782691240310669,0.22522732615470886,0.9096581339836121,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-2.1635489463806152,0.36794954538345337,-0.7686534523963928,0.6309475302696228,-3.0233588218688965,1.1634353399276733,-0.30590710043907166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-3.4562413692474365,-0.18594849109649658,-0.6419187784194946,-0.510606050491333,-2.9193692207336426,1.3970885276794434,1.6215898990631104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-2.2570269107818604,0.8564658164978027,-2.5837931632995605,2.044044256210327,-0.8608917593955994,-1.9894726276397705,0.42454156279563904,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-3.8530964851379395,0.073081374168396,-0.9480785131454468,1.3678667545318604,-3.523127555847168,1.2670866250991821,3.694054126739502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.24024547636508942,-0.8842013478279114,-3.70039439201355,-3.1196494102478027,0.3277095854282379,0.9963876605033875,3.7542028427124023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-1.5712720155715942,-5.18953275680542,-2.4716527462005615,-1.9360493421554565,-5.759901523590088,-1.3469594717025757,1.416416883468628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-4.982087135314941,1.0654741525650024,-0.5026397109031677,0.28881919384002686,-4.784780979156494,-6.161938190460205,2.141667604446411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-1.8554246425628662,-1.249329686164856,-3.8572027683258057,-5.021724700927734,0.0017256410792469978,4.114500522613525,-5.471221923828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.7384717464447021,0.5222594141960144,-1.3807281255722046,-0.6471859216690063,-3.2708590030670166,0.5307349562644958,0.3374006152153015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.5587639808654785,1.5701239109039307,-1.8410462141036987,-0.6188575625419617,-2.042731761932373,-0.7662519812583923,-0.6782289147377014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-2.7673752307891846,2.0694775581359863,-1.5411204099655151,0.931480348110199,-1.377365231513977,0.14790382981300354,-0.958259105682373,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.782988429069519,-0.4799659848213196,1.4880250692367554,0.7349329590797424,-4.042245864868164,1.193055510520935,1.0323221683502197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,0.9378725290298462,0.2569679021835327,-3.394599437713623,-3.1709487438201904,-0.12131790816783905,-0.26063379645347595,1.9344899654388428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-3.4023842811584473,2.3345792293548584,-5.362401485443115,-1.9194819927215576,-0.10201520472764969,-2.1012749671936035,1.2606735229492188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,0.4988560974597931,-1.5328093767166138,-6.264737129211426,-0.8737195134162903,-5.629720687866211,1.6210606098175049,-2.363543748855591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-6.129738807678223,-3.421598196029663,-5.496467113494873,-0.6928398013114929,-3.011455774307251,2.506012201309204,2.5731494426727295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-3.808476209640503,-3.3467938899993896,-2.5190272331237793,-2.2918777465820312,-6.76619815826416,5.9989013671875,2.281564474105835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.3685011863708496,0.9198822975158691,-1.2150126695632935,-0.9951730966567993,-2.3153178691864014,0.02603747323155403,0.7682843208312988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.801279306411743,-0.6193888783454895,-2.1594560146331787,-0.8246364593505859,-2.7784605026245117,0.7995477914810181,0.5738447904586792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.6403099298477173,-0.9292464256286621,-1.9467895030975342,-0.8132810592651367,-2.756361484527588,0.41761672496795654,2.72729229927063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.2844736576080322,1.6454085111618042,-4.314154624938965,-2.336697578430176,-1.2637242078781128,0.5184447765350342,1.2468962669372559,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-2.3795390129089355,-0.6948161125183105,-2.4414381980895996,-1.4443800449371338,-2.0270116329193115,-4.0731658935546875,1.9425681829452515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.002032727003097534,1.1173361539840698,-6.159755229949951,-2.604550361633301,-2.689187526702881,-1.8402067422866821,1.9585747718811035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-3.184622287750244,-0.0839880108833313,-1.108424425125122,0.5681483149528503,-0.5738562345504761,3.1917359828948975,-5.516635894775391,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.6830813884735107,0.3423990309238434,-6.183141708374023,1.335115671157837,-7.572086811065674,3.1615724563598633,-1.3878203630447388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.0119504928588867,2.1781249046325684,2.660670518875122,2.2847132682800293,4.633744239807129,-0.9418606162071228,-0.8994045853614807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.987904965877533,0.313557505607605,-2.0599091053009033,-0.3944685757160187,-2.9026002883911133,-0.1321672648191452,-0.18420884013175964,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.3867758512496948,0.7303813695907593,-2.181227445602417,0.23516613245010376,-2.343334913253784,1.8089524507522583,0.25208359956741333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.655081272125244,0.8869564533233643,1.010923147201538,-0.9628281593322754,-2.5633468627929688,-0.47062739729881287,-0.6000435948371887,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.6797501444816589,1.0308904647827148,-0.8818395137786865,-3.4015793800354004,-2.425610065460205,-0.303100049495697,1.6455389261245728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.9170911312103271,0.5663801431655884,-0.13749557733535767,2.0151402950286865,-4.613650798797607,-2.8517370223999023,-1.4268487691879272,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.2509906589984894,3.8398711681365967,-2.537130117416382,0.5518538355827332,-6.5606689453125,1.612197756767273,-0.9005057215690613,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.440109968185425,2.160931348800659,-2.0634312629699707,2.4865121841430664,-1.1151821613311768,4.409353256225586,-0.8693776726722717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.2099583148956299,6.780557155609131,-0.8020566701889038,1.821410894393921,-2.347709894180298,-2.949777603149414,0.32955148816108704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-4.489566802978516,2.086033582687378,-3.974165916442871,0.7216290831565857,1.9178179502487183,-1.3645943403244019,6.451686859130859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.4764569997787476,-0.36695337295532227,-1.8674418926239014,-0.7374221086502075,-2.7698113918304443,0.01770736649632454,0.4753111004829407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.6061134338378906,-0.5938243269920349,-0.9932206273078918,-0.06382587552070618,-2.541733741760254,1.615889072418213,-0.4756222665309906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.0973732471466064,-1.334234595298767,-2.654600143432617,-0.6198549270629883,-3.902292490005493,1.6426286697387695,-0.2704412639141083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.23412206768989563,-1.5553243160247803,-3.1530110836029053,1.3622467517852783,-2.7037734985351562,-1.4692192077636719,0.3555600047111511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-2.8502020835876465,-0.46504881978034973,-0.507003128528595,1.4507722854614258,-4.84596586227417,1.859294056892395,3.046597719192505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.38830363750457764,-1.4127172231674194,2.2507524490356445,2.8680899143218994,-0.7540526390075684,-0.4695962369441986,-1.442528247833252,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.851384401321411,-3.462059736251831,-3.5155224800109863,0.3010498285293579,-3.3865020275115967,-4.947399616241455,-0.5707900524139404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.14912748336792,0.47197994589805603,-6.237887382507324,0.44038066267967224,3.7759697437286377,1.3854039907455444,0.7542020678520203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,0.6103084087371826,-6.631611347198486,-4.3141984939575195,1.6910873651504517,-4.834334373474121,2.4011616706848145,-1.7253975868225098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.0297224521636963,0.7965769171714783,-1.068161129951477,-0.4955032467842102,-2.8601884841918945,0.24241319298744202,-0.3734724819660187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.9753136038780212,0.634719967842102,-2.3994903564453125,-0.3712009787559509,-3.673123359680176,0.2249990999698639,-1.0088529586791992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-3.080517053604126,1.069336175918579,-3.481771945953369,-0.10034632682800293,-1.8272262811660767,-0.7104871273040771,-0.729276716709137,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.976306915283203,1.8687041997909546,-3.521527051925659,0.12960763275623322,-2.6343770027160645,-0.6218064427375793,-2.4006154537200928,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-3.996361017227173,1.0984787940979004,-1.0043754577636719,0.528094470500946,-6.235897541046143,1.5806504487991333,0.5589644312858582,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.9197419881820679,-2.5319478511810303,1.5747873783111572,-3.9462993144989014,-4.8458685874938965,0.7793392539024353,0.4060518443584442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-5.68569278717041,1.4047013521194458,-4.985978126525879,-2.723846673965454,0.028052812442183495,2.60033917427063,1.3579131364822388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-4.07028865814209,3.417797803878784,-0.6473954319953918,-1.5494399070739746,-7.984867572784424,-1.0139613151550293,-3.650618553161621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,0.20489107072353363,-2.4408118724823,1.1063085794448853,6.440807819366455,-4.127749443054199,1.2608357667922974,3.285146951675415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.757117748260498,0.2853269577026367,-1.5857137441635132,-1.1959123611450195,-2.088568687438965,-0.4593561291694641,-0.04043849930167198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.7158256769180298,1.414736270904541,-1.6301121711730957,-0.58371901512146,-2.285263776779175,-0.7526702880859375,-1.1044949293136597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.2287644147872925,-0.6062546372413635,0.7244678139686584,-0.14929832518100739,-1.9968900680541992,1.7723184823989868,-0.01693543791770935,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.12733648717403412,-0.15553712844848633,-1.1418076753616333,-0.07340720295906067,-2.5981194972991943,2.0993902683258057,3.2313289642333984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.6240503191947937,1.8640061616897583,-0.7949714660644531,-1.3823518753051758,-3.0583717823028564,3.98813796043396,-1.3504645824432373,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.06197188049554825,1.615687370300293,-3.336022138595581,-4.263665199279785,-0.39598146080970764,3.2608678340911865,1.2879042625427246,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.4060585498809814,6.251331806182861,-3.7737650871276855,-2.5209288597106934,-3.058084487915039,-1.9526664018630981,0.1313284933567047,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,4.596763610839844,-0.9408285617828369,-4.294247627258301,0.520235002040863,-3.6311519145965576,-3.658658981323242,-0.37248820066452026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-6.717823505401611,-3.093039035797119,-1.2807410955429077,-1.0956844091415405,-6.951539516448975,2.6725869178771973,3.9071662425994873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9140242338180542,0.4490189254283905,-1.763075590133667,-0.7872572541236877,-2.8833539485931396,0.0678100436925888,-0.5730846524238586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.833169460296631,0.10671284794807434,-2.2858057022094727,-0.12474457174539566,-2.203511953353882,0.8243568539619446,-0.7627872824668884,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.456223964691162,-0.1904418021440506,-1.0423263311386108,0.0432775616645813,-0.04472719132900238,1.3384084701538086,-0.10373330861330032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.205635905265808,-0.33986708521842957,-1.3808997869491577,-3.3139712810516357,-2.382004976272583,-0.5735306143760681,0.5449705719947815,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.238080024719238,0.7329301834106445,-0.9322777390480042,-0.8922345042228699,-2.482314109802246,3.716745615005493,2.168020009994507,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.4532696008682251,2.297013759613037,-2.7438271045684814,-2.9354770183563232,-5.12697172164917,-2.1554596424102783,-3.278618097305298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.0807706117630005,-2.642077684402466,-0.17277683317661285,-4.674952983856201,-4.6500935554504395,0.03504466637969017,3.233832359313965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.9492850303649902,0.7500963807106018,-0.3924630880355835,4.031383514404297,-5.142014980316162,0.1379907727241516,-5.169878005981445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.4879887104034424,-2.1262388229370117,2.4940571784973145,1.1085115671157837,-7.768416404724121,1.5914983749389648,-0.6456731557846069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9300797581672668,0.41834792494773865,-1.5780006647109985,-0.3709881007671356,-2.7421059608459473,0.021186530590057373,0.8469836711883545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8570256233215332,0.47589507699012756,-1.2772096395492554,-0.7202895283699036,-0.9535247683525085,0.8200210928916931,-0.9614308476448059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5189131498336792,1.855629324913025,-3.638582468032837,-0.8922116160392761,-2.964778184890747,1.5222110748291016,-0.029778653755784035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0543828010559082,-2.4163758754730225,-2.9850375652313232,1.7484439611434937,-2.988804340362549,0.07766621559858322,0.03260541707277298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.311244249343872,-0.5104977488517761,-3.9262309074401855,3.4366650581359863,-2.4677109718322754,-1.2692559957504272,0.49828431010246277,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.9865601658821106,1.2979309558868408,-4.332517147064209,-3.0775184631347656,-2.5562527179718018,3.876523733139038,1.0838454961776733,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.257007598876953,0.5898886322975159,0.27705180644989014,-2.573064088821411,-8.384716987609863,1.126967430114746,1.615233063697815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.298567295074463,3.6578893661499023,-1.3106260299682617,1.8577719926834106,-1.2061198949813843,-2.711322069168091,2.081089973449707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.9893024563789368,5.241426467895508,3.5570764541625977,-1.844427227973938,-3.9067811965942383,-2.0952932834625244,4.234333515167236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5845545530319214,0.056228458881378174,-1.0999820232391357,-0.254077672958374,-1.6491405963897705,0.2474861443042755,0.0831356942653656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7100589275360107,1.8517807722091675,-1.2334378957748413,0.5198534727096558,-2.8169822692871094,0.5758525133132935,0.5895892977714539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.2697557806968689,-1.6347792148590088,-1.6153112649917603,-1.7825477123260498,-2.900421380996704,1.1525371074676514,-0.7360942959785461,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7394452095031738,-0.7422040700912476,-1.8383722305297852,-0.18775135278701782,-1.0275403261184692,2.472900390625,-1.3577696084976196,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5906396508216858,-1.29274320602417,-3.480513095855713,0.2544146776199341,1.178322196006775,-1.6658786535263062,0.7762517929077148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.47481632232666,2.741953134536743,-0.48817503452301025,-0.3433605134487152,-6.064540386199951,0.7035487294197083,0.5737886428833008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.4942084550857544,-3.847233772277832,-1.266366958618164,4.543453216552734,-1.6955243349075317,-1.483864188194275,1.3694701194763184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.185574769973755,1.0302757024765015,-0.8131058812141418,2.8063735961914062,2.5784308910369873,-3.4202418327331543,0.7351318597793579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.974717617034912,2.8936126232147217,3.734851360321045,-6.010806560516357,1.4279234409332275,0.9916618466377258,0.18135443329811096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5316698551177979,1.01766037940979,-1.2215464115142822,-0.8614130616188049,-2.7680411338806152,-0.3846537470817566,-0.07285983115434647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.6153953075408936,-0.46561992168426514,-0.794558584690094,-1.309088945388794,-2.4130351543426514,1.560699701309204,-0.36977604031562805,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.4676523208618164,0.06462220102548599,-1.4899439811706543,-0.3200695514678955,-0.25534871220588684,1.5160868167877197,-1.0168521404266357,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.31181612610816956,-0.47917842864990234,1.8917553424835205,-0.8414812684059143,-3.082402467727661,0.18679317831993103,-0.024178005754947662,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9793448448181152,-0.7265260815620422,0.5443518161773682,-1.4853159189224243,1.2367771863937378,-0.7235312461853027,-1.9509387016296387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.429149150848389,-2.814260721206665,1.2410955429077148,0.9666438102722168,-1.5229918956756592,2.256324291229248,1.5111677646636963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.448830485343933,0.008156171068549156,-2.0245180130004883,-5.222086429595947,-0.45061004161834717,1.9780707359313965,-4.323808193206787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.156574010848999,-0.2599838972091675,-5.193554401397705,0.14289222657680511,-4.71298360824585,4.80330753326416,4.825713157653809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.8690738677978516,0.3773852288722992,-0.14616180956363678,-1.8538033962249756,2.626540422439575,7.221481800079346,1.423056960105896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.7748963832855225,1.1448148488998413,-1.0390241146087646,-0.5030978918075562,-2.581162691116333,0.10725671797990799,0.4434722065925598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.0677871704101562,0.49577659368515015,-1.2082793712615967,-0.16746141016483307,-3.566615104675293,-0.05141666904091835,1.5541882514953613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7184123992919922,1.0170960426330566,-2.352842092514038,-1.5887415409088135,-1.322741150856018,1.032214879989624,0.2452712059020996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.47948041558265686,0.3468364477157593,1.054742693901062,0.6895464062690735,-1.8557498455047607,0.14462482929229736,-2.4379794597625732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.192678689956665,3.402909278869629,1.1203806400299072,0.29263874888420105,-1.965376377105713,2.395190477371216,-1.488929271697998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.896906852722168,-1.287023901939392,-1.6939501762390137,1.3127630949020386,-4.660554885864258,1.0898553133010864,-4.5412139892578125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.443755626678467,1.1086373329162598,0.807396650314331,0.6221246123313904,-4.5468645095825195,3.646738290786743,-0.5542639493942261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.7352442145347595,0.9977946281433105,-6.404407501220703,-2.3637983798980713,-4.8793768882751465,-1.4832127094268799,-5.086450099945068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
