split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4
val,-0.8931527733802795,1.456753134727478,5.557943344116211,0.0,0.0,0.0,0.0,1.0
val,-0.4563252031803131,0.03494890406727791,0.43327197432518005,1.0,0.0,0.0,0.0,0.0
val,-1.1461372375488281,1.0301017761230469,1.5629959106445312,0.0,1.0,0.0,0.0,0.0
val,-0.9350123405456543,2.2213470935821533,0.8638470768928528,0.0,0.0,1.0,0.0,0.0
val,0.6516085863113403,-0.9328126907348633,4.980927467346191,0.0,0.0,0.0,1.0,0.0
val,-1.493086576461792,-1.6038511991500854,-3.6637134552001953,0.0,0.0,0.0,0.0,1.0
val,0.5226693749427795,-1.3243908882141113,1.2123948335647583,1.0,0.0,0.0,0.0,0.0
val,0.3421708047389984,-2.0636332035064697,-0.24152648448944092,0.0,1.0,0.0,0.0,0.0
val,-1.5546908378601074,0.10848478227853775,3.6646294593811035,0.0,0.0,1.0,0.0,0.0
val,-1.3551589250564575,2.9631662368774414,2.281602382659912,0.0,0.0,0.0,1.0,0.0
val,0.907233715057373,-4.660087585449219,-1.723410725593567,0.0,0.0,0.0,0.0,1.0
val,0.24375717341899872,0.1839112788438797,1.0064477920532227,1.0,0.0,0.0,0.0,0.0
val,1.6228101253509521,-0.13053950667381287,0.6161502003669739,0.0,1.0,0.0,0.0,0.0
val,0.8514142632484436,2.083963632583618,0.7321264147758484,0.0,0.0,1.0,0.0,0.0
val,-1.8255492448806763,-4.3547797203063965,1.2822699546813965,0.0,0.0,0.0,1.0,0.0
val,2.385770797729492,-4.937618255615234,0.8591927289962769,0.0,0.0,0.0,0.0,1.0
val,-0.9747008085250854,-1.3629180192947388,1.1438878774642944,1.0,0.0,0.0,0.0,0.0
val,0.7691461443901062,-0.8334525227546692,2.8102855682373047,0.0,1.0,0.0,0.0,0.0
val,-1.5993256568908691,-3.2670655250549316,0.3835153579711914,0.0,0.0,1.0,0.0,0.0
val,1.2174166440963745,1.084934115409851,-2.187593698501587,0.0,0.0,0.0,1.0,0.0
val,1.476548433303833,-1.093575358390808,5.7679877281188965,0.0,0.0,0.0,0.0,1.0
test,0.047891855239868164,-1.6459078788757324,1.1068575382232666,1.0,0.0,0.0,0.0,0.0
test,0.9398432374000549,-0.38377851247787476,2.6758651733398438,0.0,1.0,0.0,0.0,0.0
test,1.5030840635299683,-2.6662724018096924,-0.3436655104160309,0.0,0.0,1.0,0.0,0.0
test,-2.4952309131622314,1.581477403640747,-1.3105559349060059,0.0,0.0,0.0,1.0,0.0
test,-0.6480549573898315,-5.670061111450195,1.1990411281585693,0.0,0.0,0.0,0.0,1.0
test,0.5849982500076294,-0.14517037570476532,1.2521556615829468,1.0,0.0,0.0,0.0,0.0
test,1.265128254890442,-1.0844813585281372,2.346369743347168,0.0,1.0,0.0,0.0,0.0
test,0.1376136839389801,-0.9642600417137146,4.052426815032959,0.0,0.0,1.0,0.0,0.0
test,1.7450227737426758,-1.504648208618164,-2.2870535850524902,0.0,0.0,0.0,1.0,0.0
test,0.0985376387834549,0.05285610631108284,-3.8443005084991455,0.0,0.0,0.0,0.0,1.0
test,0.06084397807717323,-1.5311229228973389,1.5355714559555054,1.0,0.0,0.0,0.0,0.0
test,1.0342649221420288,-2.198155164718628,1.4034405946731567,0.0,1.0,0.0,0.0,0.0
test,-0.3143386244773865,2.2534618377685547,1.6736022233963013,0.0,0.0,1.0,0.0,0.0
test,1.3084012269973755,-0.5047560930252075,4.773074626922607,0.0,0.0,0.0,1.0,0.0
test,3.8180229663848877,2.2141923904418945,1.434112787246704,0.0,0.0,0.0,0.0,1.0
test,0.01736646704375744,-0.188863605260849,0.26122021675109863,1.0,0.0,0.0,0.0,0.0
test,-0.44220030307769775,-2.6769299507141113,1.1437526941299438,0.0,1.0,0.0,0.0,0.0
test,0.7873960733413696,-3.4819841384887695,0.7136639356613159,0.0,0.0,1.0,0.0,0.0
test,-1.400395393371582,1.755664587020874,4.034985542297363,0.0,0.0,0.0,1.0,0.0
test,-3.388794422149658,-1.2961740493774414,-2.746089458465576,0.0,0.0,0.0,0.0,1.0
test,0.3682778477668762,-1.0010602474212646,0.35858458280563354,1.0,0.0,0.0,0.0,0.0
test,1.648909330368042,-0.5339940190315247,1.7314753532409668,0.0,1.0,0.0,0.0,0.0
test,-1.5978506803512573,-3.312452793121338,0.5736912488937378,0.0,0.0,1.0,0.0,0.0
test,1.632123589515686,-3.097797155380249,-1.4980573654174805,0.0,0.0,0.0,1.0,0.0
test,-3.599245309829712,2.95463490486145,0.4269650876522064,0.0,0.0,0.0,0.0,1.0
test,-0.3618299663066864,-1.5848972797393799,0.6640846729278564,1.0,0.0,0.0,0.0,0.0
test,-1.5008116960525513,0.3931163251399994,2.2018189430236816,0.0,1.0,0.0,0.0,0.0
test,2.007471799850464,1.081971526145935,0.18274982273578644,0.0,0.0,1.0,0.0,0.0
test,-0.1357174664735794,-3.809112310409546,-1.4106930494308472,0.0,0.0,0.0,1.0,0.0
test,3.5561935901641846,-1.3154566287994385,4.28340482711792,0.0,0.0,0.0,0.0,1.0
test,-1.1958792209625244,-0.404921293258667,1.0269719362258911,1.0,0.0,0.0,0.0,0.0
test,-0.8286547660827637,-0.7414291501045227,-0.8213155269622803,0.0,1.0,0.0,0.0,0.0
test,-0.710700273513794,-0.043191760778427124,-1.8026405572891235,0.0,0.0,1.0,0.0,0.0
test,1.1127512454986572,2.409539222717285,-1.0506970882415771,0.0,0.0,0.0,1.0,0.0
test,-0.8369737267494202,-5.503728866577148,2.293745756149292,0.0,0.0,0.0,0.0,1.0
test,0.5486500859260559,-1.2969621419906616,0.9933520555496216,1.0,0.0,0.0,0.0,0.0
test,-0.6469202637672424,-0.22837351262569427,2.992170810699463,0.0,1.0,0.0,0.0,0.0
test,0.5572752356529236,-0.7692171931266785,3.9802889823913574,0.0,0.0,1.0,0.0,0.0
test,-1.1143878698349,1.845334768295288,4.058036804199219,0.0,0.0,0.0,1.0,0.0
test,-1.9720280170440674,-2.4695630073547363,-3.249471664428711,0.0,0.0,0.0,0.0,1.0
test,-0.5724889636039734,-1.3170418739318848,0.3868200182914734,1.0,0.0,0.0,0.0,0.0
test,0.4720883369445801,-2.2999913692474365,0.1422557532787323,0.0,1.0,0.0,0.0,0.0
test,-3.0684285163879395,0.1905066967010498,1.5594722032546997,0.0,0.0,1.0,0.0,0.0
test,-2.0362751483917236,-1.8823776245117188,4.456871032714844,0.0,0.0,0.0,1.0,0.0
test,2.5675854682922363,-4.280735015869141,3.1424670219421387,0.0,0.0,0.0,0.0,1.0
test,-0.7121226191520691,-1.5055509805679321,0.7608519792556763,1.0,0.0,0.0,0.0,0.0
test,1.1348811388015747,0.7017835378646851,0.6631394624710083,0.0,1.0,0.0,0.0,0.0
test,0.746778666973114,0.27873361110687256,3.7524263858795166,0.0,0.0,1.0,0.0,0.0
test,0.3526049852371216,-1.746731162071228,4.900729656219482,0.0,0.0,0.0,1.0,0.0
test,-0.04809447005391121,4.204524040222168,2.102053165435791,0.0,0.0,0.0,0.0,1.0
test,0.7580379843711853,-0.6740020513534546,1.1671252250671387,1.0,0.0,0.0,0.0,0.0
test,-1.7490042448043823,-1.3807164430618286,2.202315092086792,0.0,1.0,0.0,0.0,0.0
test,-0.29634982347488403,-1.1446423530578613,4.05347204208374,0.0,0.0,1.0,0.0,0.0
test,-3.4791553020477295,-2.2268543243408203,2.858788251876831,0.0,0.0,0.0,1.0,0.0
test,-2.346435308456421,-0.40216195583343506,-3.436079502105713,0.0,0.0,0.0,0.0,1.0
test,-0.8657642006874084,-0.777668297290802,1.8628604412078857,1.0,0.0,0.0,0.0,0.0
test,-0.6319396495819092,-2.3756885528564453,0.09031438827514648,0.0,1.0,0.0,0.0,0.0
test,1.6166380643844604,-0.03828231617808342,-1.1771025657653809,0.0,0.0,1.0,0.0,0.0
test,3.0177862644195557,-2.293656587600708,2.767267942428589,0.0,0.0,0.0,1.0,0.0
test,-1.272627592086792,-1.4363117218017578,5.92336893081665,0.0,0.0,0.0,0.0,1.0
test,-0.29574623703956604,-1.5949774980545044,0.6715516448020935,1.0,0.0,0.0,0.0,0.0
test,0.5288096070289612,-1.1521421670913696,2.876544952392578,0.0,1.0,0.0,0.0,0.0
test,0.28180745244026184,2.2664225101470947,1.0830506086349487,0.0,0.0,1.0,0.0,0.0
test,-1.5653431415557861,-3.7596614360809326,3.2811293601989746,0.0,0.0,0.0,1.0,0.0
test,-0.5799930691719055,-5.603638648986816,1.9378679990768433,0.0,0.0,0.0,0.0,1.0
test,0.11906785517930984,-0.6311466693878174,0.15694504976272583,1.0,0.0,0.0,0.0,0.0
test,1.6084394454956055,-0.15974760055541992,1.644480586051941,0.0,1.0,0.0,0.0,0.0
test,-0.021594686433672905,0.3697202801704407,3.8878965377807617,0.0,0.0,1.0,0.0,0.0
test,1.6723506450653076,-0.023662276566028595,-2.361537456512451,0.0,0.0,0.0,1.0,0.0
test,-2.214888572692871,-2.526597738265991,-3.1199212074279785,0.0,0.0,0.0,0.0,1.0
test,0.015801962465047836,-0.7925045490264893,0.12759260833263397,1.0,0.0,0.0,0.0,0.0
test,-0.9136263132095337,0.06807248294353485,2.8131868839263916,0.0,1.0,0.0,0.0,0.0
test,0.9174754619598389,2.0779595375061035,0.9785765409469604,0.0,0.0,1.0,0.0,0.0
test,-3.7853164672851562,0.6429928541183472,-0.19576647877693176,0.0,0.0,0.0,1.0,0.0
test,3.3131017684936523,2.705390214920044,2.0209126472473145,0.0,0.0,0.0,0.0,1.0
test,0.6615045666694641,-0.9912896752357483,0.776745080947876,1.0,0.0,0.0,0.0,0.0
test,-1.3765302896499634,-2.332904577255249,1.0956944227218628,0.0,1.0,0.0,0.0,0.0
test,-1.630664587020874,-1.2748899459838867,3.680957555770874,0.0,0.0,1.0,0.0,0.0
test,-0.6068680882453918,2.5423789024353027,3.418966293334961,0.0,0.0,0.0,1.0,0.0
test,-3.2191693782806396,3.0793228149414062,-0.2982129752635956,0.0,0.0,0.0,0.0,1.0
test,-1.0401699542999268,-1.271554946899414,1.2206611633300781,1.0,0.0,0.0,0.0,0.0
test,-1.475166916847229,0.7225270867347717,1.783005714416504,0.0,1.0,0.0,0.0,0.0
test,-1.0176986455917358,-2.704559087753296,-0.9911715388298035,0.0,0.0,1.0,0.0,0.0
test,3.291050434112549,1.1749836206436157,1.3520663976669312,0.0,0.0,0.0,1.0,0.0
test,0.20429646968841553,-0.306289404630661,6.054653644561768,0.0,0.0,0.0,0.0,1.0
test,-0.93153315782547,-0.17290239036083221,1.5937045812606812,1.0,0.0,0.0,0.0,0.0
test,-0.40121784806251526,-0.3015613555908203,-0.8665881752967834,0.0,1.0,0.0,0.0,0.0
test,2.2633519172668457,-2.3040101528167725,0.7313565611839294,0.0,0.0,1.0,0.0,0.0
test,-3.3874776363372803,1.6760590076446533,0.384115993976593,0.0,0.0,0.0,1.0,0.0
test,-0.056535620242357254,-5.678386211395264,0.8372718095779419,0.0,0.0,0.0,0.0,1.0
test,-0.3855261206626892,-1.4037797451019287,1.7717745304107666,1.0,0.0,0.0,0.0,0.0
test,-1.2686357498168945,0.13263466954231262,2.5942769050598145,0.0,1.0,0.0,0.0,0.0
test,-1.8475065231323242,1.808521032333374,1.512295126914978,0.0,0.0,1.0,0.0,0.0
test,-1.370937466621399,-2.7643074989318848,-2.1370773315429688,0.0,0.0,0.0,1.0,0.0
test,-2.443816900253296,-0.18271593749523163,-3.3700063228607178,0.0,0.0,0.0,0.0,1.0
test,0.6989852786064148,-0.42644721269607544,0.8606998324394226,1.0,0.0,0.0,0.0,0.0
test,-2.1586289405822754,-0.154198557138443,1.26007878780365,0.0,1.0,0.0,0.0,0.0
test,0.39205169677734375,2.046929121017456,2.1481730937957764,0.0,0.0,1.0,0.0,0.0
test,1.4828022718429565,2.3553683757781982,-0.8536096811294556,0.0,0.0,0.0,1.0,0.0
test,-0.19170407950878143,-3.410921573638916,-3.104320764541626,0.0,0.0,0.0,0.0,1.0
test,-1.1218758821487427,-0.7784261107444763,0.6285250782966614,1.0,0.0,0.0,0.0,0.0
test,0.24768449366092682,-2.5463979244232178,1.6456518173217773,0.0,1.0,0.0,0.0,0.0
test,-2.995760917663574,-1.7478892803192139,0.5636785626411438,0.0,0.0,1.0,0.0,0.0
test,-3.138917922973633,1.3821661472320557,2.9065427780151367,0.0,0.0,0.0,1.0,0.0
test,-4.805754661560059,1.3438528776168823,1.208680510520935,0.0,0.0,0.0,0.0,1.0
test,0.27273744344711304,-1.5118964910507202,0.8448345065116882,1.0,0.0,0.0,0.0,0.0
test,0.7259464859962463,-2.4030327796936035,0.7310686707496643,0.0,1.0,0.0,0.0,0.0
test,-2.409593343734741,0.5158053040504456,-0.5957759022712708,0.0,0.0,1.0,0.0,0.0
test,1.7680407762527466,2.1657047271728516,-0.8677101135253906,0.0,0.0,0.0,1.0,0.0
test,3.3061695098876953,0.27537211775779724,4.480876922607422,0.0,0.0,0.0,0.0,1.0
test,-1.12469482421875,-0.4806736409664154,1.5039408206939697,1.0,0.0,0.0,0.0,0.0
test,-1.6676703691482544,-0.5452788472175598,-0.3031262457370758,0.0,1.0,0.0,0.0,0.0
test,-2.335703134536743,-0.7397778034210205,-1.0558611154556274,0.0,0.0,1.0,0.0,0.0
test,-2.807255983352661,2.0719356536865234,2.42521333694458,0.0,0.0,0.0,1.0,0.0
test,2.2260348796844482,-2.448399305343628,5.067138671875,0.0,0.0,0.0,0.0,1.0
test,0.4353747069835663,-0.8845016360282898,1.8009417057037354,1.0,0.0,0.0,0.0,0.0
test,0.7245498895645142,-2.21403169631958,1.9511501789093018,0.0,1.0,0.0,0.0,0.0
test,-3.156268358230591,-0.934050440788269,0.43484508991241455,0.0,0.0,1.0,0.0,0.0
test,-2.4396555423736572,-1.7024120092391968,4.271327018737793,0.0,0.0,0.0,1.0,0.0
test,-2.0491156578063965,-5.3333611488342285,1.468306064605713,0.0,0.0,0.0,0.0,1.0
test,-0.9791805148124695,-1.2549545764923096,0.7277777791023254,1.0,0.0,0.0,0.0,0.0
test,-1.9636679887771606,0.10857953131198883,1.7136584520339966,0.0,1.0,0.0,0.0,0.0
test,-2.1025075912475586,1.54163658618927,0.3439328372478485,0.0,0.0,1.0,0.0,0.0
test,-0.691182017326355,-2.1650843620300293,-2.6006996631622314,0.0,0.0,0.0,1.0,0.0
test,-3.737816333770752,2.813835382461548,1.791613221168518,0.0,0.0,0.0,0.0,1.0
test,-1.0471439361572266,-0.7059314250946045,0.500533938407898,1.0,0.0,0.0,0.0,0.0
test,-1.0411220788955688,0.9630127549171448,0.2950855493545532,0.0,1.0,0.0,0.0,0.0
test,-1.546120524406433,-2.8517425060272217,-0.5263764262199402,0.0,0.0,1.0,0.0,0.0
test,-0.8033099174499512,-1.806928038597107,-2.709632396697998,0.0,0.0,0.0,1.0,0.0
test,0.20799246430397034,-5.6069488525390625,1.8666927814483643,0.0,0.0,0.0,0.0,1.0
test,-0.5761845707893372,-1.3716708421707153,1.7361598014831543,1.0,0.0,0.0,0.0,0.0
test,0.6995412707328796,-2.00750732421875,-0.08513583242893219,0.0,1.0,0.0,0.0,0.0
test,1.591949224472046,-2.290428400039673,2.844181537628174,0.0,0.0,1.0,0.0,0.0
test,-3.688126564025879,1.1376621723175049,0.21208570897579193,0.0,0.0,0.0,1.0,0.0
test,1.9527719020843506,-2.0287108421325684,5.378458499908447,0.0,0.0,0.0,0.0,1.0
test,-0.7380415797233582,-0.20561356842517853,0.3692474067211151,1.0,0.0,0.0,0.0,0.0
test,-0.39636310935020447,-1.855121374130249,2.7054967880249023,0.0,1.0,0.0,0.0,0.0
test,-3.229590892791748,-0.7071772813796997,0.8548150062561035,0.0,0.0,1.0,0.0,0.0
test,-2.561556816101074,2.3483786582946777,2.265799045562744,0.0,0.0,0.0,1.0,0.0
test,4.645391941070557,0.1833552122116089,1.7096781730651855,0.0,0.0,0.0,0.0,1.0
test,-1.1737810373306274,-0.33790093660354614,1.0322966575622559,1.0,0.0,0.0,0.0,0.0
test,-1.079577922821045,-0.8059728741645813,-0.7218752503395081,0.0,1.0,0.0,0.0,0.0
test,-2.87636399269104,-2.1110801696777344,1.2241712808609009,0.0,0.0,1.0,0.0,0.0
test,-1.6836694478988647,-2.87494158744812,-1.9325904846191406,0.0,0.0,0.0,1.0,0.0
test,0.24475227296352386,-5.658904075622559,0.8506207466125488,0.0,0.0,0.0,0.0,1.0
test,-0.6457535624504089,-1.401975154876709,0.5191478133201599,1.0,0.0,0.0,0.0,0.0
test,-1.1714547872543335,-0.9330099821090698,2.8411669731140137,0.0,1.0,0.0,0.0,0.0
test,0.031140873208642006,1.0128283500671387,3.545426607131958,0.0,0.0,1.0,0.0,0.0
test,0.9462225437164307,2.521821975708008,-0.9828335642814636,0.0,0.0,0.0,1.0,0.0
test,1.654607892036438,2.488430976867676,-2.2762744426727295,0.0,0.0,0.0,0.0,1.0
test,-0.49254825711250305,-0.24321703612804413,0.2300647348165512,1.0,0.0,0.0,0.0,0.0
test,0.20567680895328522,-0.7344282269477844,-0.8604522943496704,0.0,1.0,0.0,0.0,0.0
test,1.0710450410842896,1.4306484460830688,-0.5829639434814453,0.0,0.0,1.0,0.0,0.0
test,-0.7511184215545654,-3.7101099491119385,-1.4809831380844116,0.0,0.0,0.0,1.0,0.0
test,-1.4095700979232788,3.923172950744629,-0.44916895031929016,0.0,0.0,0.0,0.0,1.0
test,-0.5098800659179688,-1.3459153175354004,0.38631635904312134,1.0,0.0,0.0,0.0,0.0
test,-0.15892116725444794,-1.106784462928772,3.043022394180298,0.0,1.0,0.0,0.0,0.0
test,-1.7398611307144165,1.2701666355133057,-0.617538571357727,0.0,0.0,1.0,0.0,0.0
test,1.5735383033752441,-3.2505667209625244,-1.3907252550125122,0.0,0.0,0.0,1.0,0.0
test,-4.152120113372803,0.9798315763473511,-1.5385905504226685,0.0,0.0,0.0,0.0,1.0
test,-0.8501017689704895,-0.6679835319519043,1.8801265954971313,1.0,0.0,0.0,0.0,0.0
test,1.123720407485962,-0.6812950372695923,-0.375082790851593,0.0,1.0,0.0,0.0,0.0
test,0.7864868640899658,-1.96665620803833,3.6017374992370605,0.0,0.0,1.0,0.0,0.0
test,-3.14686918258667,-2.493922472000122,-0.9803192615509033,0.0,0.0,0.0,1.0,0.0
test,1.2873940467834473,-2.8788554668426514,5.316402435302734,0.0,0.0,0.0,0.0,1.0
test,0.474261611700058,-0.38206273317337036,1.7197775840759277,1.0,0.0,0.0,0.0,0.0
test,1.346007227897644,-1.3889788389205933,2.0875155925750732,0.0,1.0,0.0,0.0,0.0
test,1.219975471496582,1.700915813446045,0.00972700398415327,0.0,0.0,1.0,0.0,0.0
test,-1.3587431907653809,1.349462866783142,-2.1659035682678223,0.0,0.0,0.0,1.0,0.0
test,2.893209218978882,-3.8353779315948486,3.3878567218780518,0.0,0.0,0.0,0.0,1.0
test,0.1986074596643448,-1.3843717575073242,0.5199358463287354,1.0,0.0,0.0,0.0,0.0
test,-1.6281524896621704,0.7502673268318176,1.1197553873062134,0.0,1.0,0.0,0.0,0.0
test,-2.9650356769561768,-0.535308301448822,2.3316924571990967,0.0,0.0,1.0,0.0,0.0
test,3.093585968017578,-2.843179702758789,1.5895793437957764,0.0,0.0,0.0,1.0,0.0
test,-1.1749002933502197,2.010617971420288,-3.014786720275879,0.0,0.0,0.0,0.0,1.0
test,0.39401859045028687,0.05283955857157707,0.864008367061615,1.0,0.0,0.0,0.0,0.0
test,0.04761294648051262,-2.6462130546569824,0.7998859286308289,0.0,1.0,0.0,0.0,0.0
test,1.1166465282440186,1.2736130952835083,-0.7316290140151978,0.0,0.0,1.0,0.0,0.0
test,-1.6348960399627686,0.3460949659347534,4.691959857940674,0.0,0.0,0.0,1.0,0.0
test,-0.800216019153595,-3.583099365234375,5.126742362976074,0.0,0.0,0.0,0.0,1.0
test,-0.8846514225006104,-0.3584611713886261,0.4003206789493561,1.0,0.0,0.0,0.0,0.0
test,0.3377957046031952,1.1236244440078735,1.7097499370574951,0.0,1.0,0.0,0.0,0.0
test,0.283815860748291,-3.485790252685547,2.0374186038970947,0.0,0.0,1.0,0.0,0.0
test,-3.1644420623779297,-2.25258469581604,-1.1454976797103882,0.0,0.0,0.0,1.0,0.0
test,-2.728682279586792,3.584455966949463,1.8280160427093506,0.0,0.0,0.0,0.0,1.0
test,0.2728150188922882,-0.4768587648868561,1.9218313694000244,1.0,0.0,0.0,0.0,0.0
test,1.499655842781067,0.3000074326992035,1.0503795146942139,0.0,1.0,0.0,0.0,0.0
test,-1.9695992469787598,1.1724334955215454,2.6836395263671875,0.0,0.0,1.0,0.0,0.0
test,-0.3656134307384491,-0.462643027305603,-2.9026501178741455,0.0,0.0,0.0,1.0,0.0
test,-3.8444323539733887,0.5507678389549255,4.323909759521484,0.0,0.0,0.0,0.0,1.0
test,-0.5200361609458923,-0.8721880912780762,2.0307884216308594,1.0,0.0,0.0,0.0,0.0
test,-0.5298029780387878,1.2583398818969727,0.7327866554260254,0.0,1.0,0.0,0.0,0.0
test,-1.5348705053329468,-3.38936710357666,0.9369319677352905,0.0,0.0,1.0,0.0,0.0
test,2.3938887119293213,-3.4461281299591064,-0.12013037502765656,0.0,0.0,0.0,1.0,0.0
test,-3.6464219093322754,1.4943903684616089,4.025829315185547,0.0,0.0,0.0,0.0,1.0
test,-0.4259980618953705,-0.00045083669829182327,1.7905219793319702,1.0,0.0,0.0,0.0,0.0
test,1.036389946937561,-2.018497943878174,1.8660221099853516,0.0,1.0,0.0,0.0,0.0
test,-1.594720482826233,-2.6154861450195312,2.945453643798828,0.0,0.0,1.0,0.0,0.0
test,-1.580419659614563,-3.6140003204345703,-1.2856580018997192,0.0,0.0,0.0,1.0,0.0
test,2.9482085704803467,-0.0523826889693737,-2.7108712196350098,0.0,0.0,0.0,0.0,1.0
test,-0.08612452447414398,-0.4179210662841797,2.0396201610565186,1.0,0.0,0.0,0.0,0.0
test,0.5947462916374207,-0.9560827612876892,2.887132406234741,0.0,1.0,0.0,0.0,0.0
test,0.12244223058223724,-2.9419426918029785,-0.8576796054840088,0.0,0.0,1.0,0.0,0.0
test,1.4168504476547241,-2.670964479446411,-1.9650124311447144,0.0,0.0,0.0,1.0,0.0
test,0.7826244235038757,2.1208293437957764,5.0973286628723145,0.0,0.0,0.0,0.0,1.0
test,-0.683014988899231,-1.381722331047058,1.6559900045394897,1.0,0.0,0.0,0.0,0.0
test,-1.3039366006851196,-1.1415032148361206,2.719892978668213,0.0,1.0,0.0,0.0,0.0
test,-1.799047827720642,-2.4371302127838135,-0.7835512757301331,0.0,0.0,1.0,0.0,0.0
test,-2.5931646823883057,-2.658029794692993,3.6533868312835693,0.0,0.0,0.0,1.0,0.0
test,-2.113986015319824,-2.3732848167419434,-3.2288544178009033,0.0,0.0,0.0,0.0,1.0
test,0.27341607213020325,-1.144939661026001,1.816224217414856,1.0,0.0,0.0,0.0,0.0
test,1.173898696899414,-1.6424825191497803,2.134605646133423,0.0,1.0,0.0,0.0,0.0
test,-1.9269520044326782,-2.7641634941101074,-0.26745912432670593,0.0,0.0,1.0,0.0,0.0
test,-2.0450985431671143,0.16374699771404266,4.554775714874268,0.0,0.0,0.0,1.0,0.0
test,-1.260466456413269,-3.7045705318450928,-2.7654762268066406,0.0,0.0,0.0,0.0,1.0
test,-0.5750700235366821,-1.624473214149475,1.189197301864624,1.0,0.0,0.0,0.0,0.0
test,-0.7710951566696167,1.239789366722107,1.0795170068740845,0.0,1.0,0.0,0.0,0.0
test,0.3923059105873108,1.672716736793518,2.829227924346924,0.0,0.0,1.0,0.0,0.0
test,2.5052552223205566,-3.3367598056793213,-0.1170411929488182,0.0,0.0,0.0,1.0,0.0
test,-4.686166286468506,-0.37043485045433044,-1.1737825870513916,0.0,0.0,0.0,0.0,1.0
test,-0.3522207736968994,-0.1795474737882614,0.235423281788826,1.0,0.0,0.0,0.0,0.0
test,1.7567238807678223,-0.5954440236091614,1.1853547096252441,0.0,1.0,0.0,0.0,0.0
test,0.5046607255935669,1.9388916492462158,2.3325307369232178,0.0,0.0,1.0,0.0,0.0
test,-2.180731773376465,-3.0456149578094482,-1.4938139915466309,0.0,0.0,0.0,1.0,0.0
test,-0.7067871689796448,4.267545223236084,0.6167128682136536,0.0,0.0,0.0,0.0,1.0
test,-0.6458754539489746,-0.24178695678710938,1.8859363794326782,1.0,0.0,0.0,0.0,0.0
test,0.12704496085643768,1.1991431713104248,0.5370346307754517,0.0,1.0,0.0,0.0,0.0
test,0.5667211413383484,-3.575169086456299,0.9637194275856018,0.0,0.0,1.0,0.0,0.0
test,-1.8245476484298706,-4.314352989196777,0.5098671317100525,0.0,0.0,0.0,1.0,0.0
test,-2.0785512924194336,-2.3570852279663086,5.428296089172363,0.0,0.0,0.0,0.0,1.0
