split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1,class_2,class_3,class_4,class_5,class_6
train,0.1278194785118103,4.445051193237305,-2.6088504791259766,-0.4020138084888458,-1.9294495582580566,0.2567157447338104,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-2.1506712436676025,0.3717270791530609,2.5905699729919434,-2.4368977546691895,-0.4317454993724823,1.0346355438232422,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,3.376066207885742,-3.4532065391540527,-2.0008068084716797,-3.6036105155944824,4.181619167327881,1.3979096412658691,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.35905122756958,-0.35535138845443726,-1.3911736011505127,0.5248980522155762,-0.4073925018310547,1.6585787534713745,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.2762904167175293,-0.528905987739563,-0.36390578746795654,1.0796297788619995,-0.051477886736392975,0.914374828338623,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.292002558708191,1.6582903861999512,-2.824305772781372,-2.1300952434539795,0.5244178771972656,1.9714343547821045,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.3709076642990112,-2.2067782878875732,-1.7290276288986206,-3.006920337677002,-2.1250383853912354,0.8206148743629456,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,2.2950398921966553,1.3123148679733276,0.4333677887916565,-2.609025001525879,3.059267520904541,1.9335410594940186,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.8644412755966187,-4.470644474029541,-0.4779456853866577,-1.333624005317688,-0.7741777300834656,-0.06557206064462662,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-0.5004817843437195,-2.2454187870025635,-7.354655742645264,-0.37996700406074524,2.0587544441223145,2.320610761642456,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.1334254741668701,0.9496712684631348,-1.8127317428588867,-0.2105676531791687,-0.3994211256504059,0.9049243330955505,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.6396539211273193,1.3778722286224365,-1.9314178228378296,-0.8431190252304077,-0.06518252193927765,1.7496675252914429,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,2.514681100845337,-0.9347034692764282,-0.6023836731910706,0.8806995749473572,1.4853284358978271,2.1511423587799072,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,2.1390295028686523,1.99673593044281,-3.1337454319000244,0.05491632595658302,-1.9125527143478394,3.944016695022583,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,3.1202800273895264,-2.7344210147857666,-1.4486382007598877,-0.6442435383796692,-3.9032793045043945,-0.1913403570652008,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,0.5921900272369385,2.1742513179779053,-4.452193260192871,-1.720571756362915,3.301565170288086,3.854771614074707,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-0.6773190498352051,-4.475098609924316,-2.687666177749634,-3.513885259628296,0.16840626299381256,-2.170548915863037,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.6125301122665405,-0.4589904844760895,-1.8175772428512573,0.5467013716697693,-0.3719692528247833,0.9665330648422241,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.2679402828216553,0.6002292037010193,-1.0894986391067505,0.8727439045906067,0.5389527678489685,0.4701296389102936,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,2.555379867553711,1.5020935535430908,0.05332758650183678,-1.4401367902755737,-0.22297024726867676,0.1093098595738411,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.6263806819915771,-0.4516116678714752,-3.1560235023498535,0.845829963684082,-3.9096174240112305,1.6759312152862549,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,0.48646166920661926,-2.7751121520996094,-3.3381519317626953,0.4866552948951721,1.1014686822891235,4.44380521774292,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-2.7782912254333496,1.758190393447876,-3.484039306640625,-0.28683993220329285,-3.2373812198638916,-0.7946558594703674,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,3.1906964778900146,3.128807544708252,-2.6052486896514893,4.992410659790039,2.447242259979248,1.7168165445327759,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.6707513332366943,0.11675737798213959,-1.002959966659546,-0.6555690765380859,-0.947978675365448,1.4783111810684204,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.247610092163086,-0.3541904389858246,-0.9165595769882202,1.5267413854599,-0.33759361505508423,0.8259174823760986,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.22681847214698792,0.18945813179016113,-3.402007579803467,-1.5479822158813477,0.05536023899912834,2.309795618057251,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.9235800504684448,-2.726226329803467,-0.7242704033851624,2.334566593170166,-0.7026600241661072,0.5820263624191284,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.490368127822876,-2.618297576904297,-2.6010823249816895,3.59893798828125,0.361041784286499,0.48629119992256165,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,4.576081275939941,2.230893850326538,-0.6196841597557068,3.5364906787872314,1.4053088426589966,-0.4856068789958954,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.3181991577148438,1.742885947227478,-1.7671058177947998,-4.7902374267578125,-2.6845948696136475,-1.2354404926300049,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.911435604095459,0.48865845799446106,-1.8150089979171753,-0.8727970719337463,-0.16253836452960968,1.5270787477493286,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.931354522705078,-0.7225480675697327,-0.9565492868423462,-0.7223708033561707,-0.832885205745697,0.7316304445266724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,2.1254403591156006,2.416436195373535,-2.7683284282684326,-1.1195732355117798,-0.2950163185596466,2.220792293548584,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.4163405895233154,0.5815472602844238,-1.8725053071975708,3.2001166343688965,-0.5349600315093994,-0.7604621648788452,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,1.3327966928482056,1.9771100282669067,-5.4181084632873535,-2.2088499069213867,-1.6786366701126099,-0.07404527813196182,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,6.216341495513916,1.703249454498291,-0.16301508247852325,-1.8235528469085693,0.724438488483429,3.3353965282440186,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.2476861476898193,4.25560998916626,-2.2083446979522705,2.5638599395751953,-4.4500203132629395,1.3761518001556396,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.7332125902175903,-0.38550081849098206,-2.108112096786499,-0.677593469619751,0.10854456573724747,1.1459429264068604,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.090089797973633,0.773979127407074,-1.6053227186203003,-0.6869515180587769,0.2986261248588562,1.4440934658050537,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.7613676190376282,0.27539265155792236,-2.484649658203125,0.4158647954463959,-2.161743640899658,1.3137770891189575,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.17867529392242432,0.6761026978492737,-0.35013115406036377,-3.396807909011841,-0.9251492023468018,0.24846342206001282,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.08944565802812576,-2.3894894123077393,2.3754684925079346,-1.1165133714675903,-0.31863343715667725,1.0507206916809082,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-2.9636425971984863,1.1397857666015625,-2.2622265815734863,-1.8639463186264038,2.2290916442871094,3.5361831188201904,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.9306092262268066,2.0306131839752197,-5.411313533782959,-0.3045696020126343,-2.227205753326416,-1.7175976037979126,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.4453877210617065,0.5241580605506897,-1.7956657409667969,-0.9486755728721619,-0.788446307182312,1.576902985572815,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.4939817488193512,-1.2818232774734497,-1.1090912818908691,0.48881348967552185,0.033787716180086136,1.7298444509506226,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.0006730556488037,0.7894032001495361,-1.7505031824111938,-1.3782769441604614,-2.729679822921753,-0.05280208960175514,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.8807971477508545,2.1431236267089844,-0.35882580280303955,-0.022723721340298653,-0.7396939992904663,4.3455810546875,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.2529485523700714,1.286224603652954,-0.5726941227912903,2.653989315032959,-2.5392141342163086,4.097199440002441,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.4185744822025299,0.9407922029495239,2.889909505844116,1.697584629058838,2.137277603149414,0.32486671209335327,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.6923706531524658,1.1832700967788696,0.17746999859809875,2.71919846534729,-3.3249130249023438,-2.9544801712036133,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.33185875415802,0.4168451428413391,-1.1342248916625977,-0.7137187123298645,-0.06588083505630493,0.7633131742477417,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.1895580291748047,1.6227096319198608,-2.052461862564087,0.4314006567001343,0.0714089646935463,0.7826239466667175,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,2.787313222885132,-0.8346531391143799,-0.31127598881721497,0.03775902837514877,-2.0846478939056396,-0.09166737645864487,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.647093653678894,-0.41650399565696716,-2.2856969833374023,1.6656562089920044,-0.5326685905456543,-0.26569244265556335,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.4276010990142822,1.0322891473770142,-4.336500644683838,-2.4231069087982178,-3.5641751289367676,2.354807138442993,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.203957438468933,-2.0474658012390137,-3.334897756576538,-3.8685994148254395,-1.3100796937942505,-1.5276044607162476,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,2.933279275894165,-0.14667123556137085,-3.179108142852783,5.9321513175964355,-2.0471317768096924,3.2143166065216064,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.9399902820587158,0.1945936530828476,-1.4578018188476562,-0.9800025224685669,-0.34971752762794495,1.5743589401245117,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2344084978103638,-1.680683970451355,-1.5150959491729736,-0.5305107831954956,-1.2321691513061523,0.8752396702766418,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1184723377227783,0.04650798439979553,-1.0292572975158691,-2.261723279953003,-1.3407459259033203,-0.6405701637268066,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.1447362899780273,-1.0049463510513306,-1.0170795917510986,1.1285066604614258,-0.2172318547964096,-1.8769848346710205,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.0894322395324707,0.1479082703590393,0.5647119879722595,-1.8618208169937134,-0.14461500942707062,3.424243450164795,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.45465087890625,0.2709802985191345,-2.5512328147888184,1.360700249671936,3.3183047771453857,3.081003427505493,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.993661880493164,-4.325442790985107,0.18497809767723083,-3.445580244064331,-0.21139134466648102,-0.7732579708099365,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.169436454772949,0.7021452784538269,-1.6854265928268433,-0.08869944512844086,-0.25556227564811707,1.071824312210083,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.043976068496704,-0.5691294074058533,-0.318921834230423,-1.2885977029800415,-0.15811005234718323,1.7069379091262817,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.387981653213501,0.2846675515174866,-1.572419285774231,-1.7905223369598389,-1.112730622291565,3.496664047241211,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.18675081431865692,1.4234596490859985,-3.6327857971191406,2.4481890201568604,-1.678052544593811,1.1751525402069092,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.167567253112793,0.5708755254745483,-0.6977187395095825,0.3358275890350342,-4.393658638000488,0.6152146458625793,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.7729885578155518,-2.9537463188171387,-2.6639795303344727,-0.2643474340438843,-1.86876380443573,-1.2145956754684448,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.3423728942871094,-0.8058974146842957,2.895905017852783,-2.197402238845825,3.736997604370117,-1.2622536420822144,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4350621700286865,0.6082977652549744,-1.9760230779647827,-0.9049475789070129,-0.742343544960022,1.4461207389831543,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1688647270202637,0.5314569473266602,-0.6166219711303711,-0.8547645211219788,0.08346326649188995,0.0018354877829551697,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.174144744873047,1.1332600116729736,-2.1884944438934326,0.5870749950408936,0.11230241507291794,3.1418368816375732,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.178255558013916,-1.0650924444198608,-1.263861060142517,1.3878620862960815,-2.890009641647339,2.934619665145874,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.6304302215576172,3.9697792530059814,0.9675588607788086,0.692905604839325,0.7300567626953125,1.4901584386825562,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.7916276454925537,0.6649349927902222,2.5678446292877197,-3.790613889694214,-0.9847815036773682,2.9439690113067627,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.4188594818115234,4.506236553192139,-0.19982069730758667,-3.9477834701538086,3.1691956520080566,0.6227284669876099,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7694785594940186,-0.06448324769735336,-1.65993070602417,-0.5440660715103149,-0.5671433210372925,0.3648839592933655,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5357348918914795,0.41503021121025085,-0.8971320986747742,1.3637003898620605,0.03227963298559189,0.4791589677333832,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.346654176712036,0.04156931862235069,-2.2353315353393555,-0.36167532205581665,-3.1246895790100098,0.4802350699901581,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.49386805295944214,-2.0297412872314453,0.6514514088630676,0.1316370964050293,0.06349018961191177,-1.000270962715149,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.4340696334838867,-2.782752275466919,-3.615565299987793,1.2967091798782349,0.712289571762085,2.2968783378601074,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.936483383178711,-1.478904128074646,-1.752694010734558,0.17563821375370026,5.1194891929626465,1.8722766637802124,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.247730255126953,-4.500786304473877,-3.6863460540771484,-3.8682634830474854,-1.788392424583435,-1.1306132078170776,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6794750094413757,0.10581393539905548,-1.9329415559768677,-0.385271817445755,-0.9787079691886902,1.1256825923919678,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1135013103485107,-1.282943606376648,-1.7926077842712402,0.07514284551143646,0.5720611810684204,0.45279404520988464,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.11609654873609543,1.2682939767837524,-0.45119139552116394,-0.4792931079864502,-1.1014647483825684,3.0104403495788574,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.28764423727989197,1.3407796621322632,-0.893410861492157,-2.275930881500244,1.778062343597412,3.0697927474975586,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,6.102623462677002,-0.12095228582620621,-2.7033307552337646,-1.5654901266098022,-0.6600105166435242,1.7816444635391235,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.064418911933899,3.5503931045532227,-3.01981520652771,4.334715366363525,-0.1472884863615036,0.2058456540107727,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.7565412521362305,-4.556307792663574,-0.9654566049575806,-0.8393417596817017,2.8468708992004395,-2.7543461322784424,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7747843265533447,0.47577884793281555,-1.4448399543762207,-0.6076714396476746,-0.9821471571922302,0.7560959458351135,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0812491178512573,0.8876955509185791,-0.12114816904067993,-0.6385632157325745,-0.9810471534729004,1.8350300788879395,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.4379487633705139,-0.21777094900608063,-2.669184923171997,-1.3463988304138184,-0.3883817493915558,-1.1376532316207886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.2781171798706055,1.9913009405136108,-4.161619186401367,-1.8443143367767334,-0.5849553346633911,1.088615894317627,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.259031772613525,-0.589735746383667,1.7050890922546387,1.419245958328247,-2.0511603355407715,1.2829158306121826,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.8205349445343018,5.571073055267334,-1.8123563528060913,-0.12749400734901428,-0.41184502840042114,0.97464919090271,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.623115062713623,3.679774284362793,-2.6562063694000244,2.1396496295928955,1.0053058862686157,-1.909996747970581,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0216854810714722,-0.24236786365509033,-1.855745553970337,-0.8325897455215454,-0.9818896651268005,1.1504822969436646,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7858285903930664,1.1487140655517578,-0.12493439018726349,-0.359277606010437,0.15127304196357727,1.1062957048416138,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.334932327270508,0.12075049430131912,0.7671604156494141,0.2084696739912033,0.984731912612915,1.602527379989624,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.627288818359375,1.7711122035980225,-2.8655998706817627,0.3010439872741699,-1.1443696022033691,2.0858876705169678,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.455802857875824,0.7861800789833069,-1.904394268989563,1.3913404941558838,2.4229843616485596,-1.9429658651351929,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.1753644943237305,-1.7073955535888672,-5.378745079040527,-1.6983814239501953,1.4430748224258423,1.690807819366455,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.0684216022491455,-2.211965560913086,-5.857390403747559,2.672438144683838,1.8882826566696167,1.4953703880310059,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6390858888626099,-0.7365095019340515,-1.440858006477356,-0.6424885988235474,-0.46703410148620605,0.9425193667411804,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.29795318841934204,-0.34531915187835693,-2.000786781311035,-1.3687433004379272,-0.41789510846138,0.1922018676996231,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.174695611000061,-0.0762551873922348,-1.6179429292678833,0.4923235774040222,-1.351198434829712,0.35864022374153137,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.373639106750488,0.46738940477371216,-0.942339301109314,-0.48242759704589844,-2.0185723304748535,-0.8050565719604492,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.10615533590316772,0.506239652633667,-1.362979769706726,-4.045199394226074,1.0653822422027588,3.6988937854766846,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.9785026907920837,-3.145209550857544,-5.570527076721191,0.236797034740448,-2.3466885089874268,2.0030691623687744,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.832390546798706,0.8184313178062439,-4.330789566040039,0.08390224725008011,2.073474884033203,-4.174180030822754,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2963594198226929,0.4477737247943878,-1.2759864330291748,0.24190525710582733,-0.5890387892723083,1.9033194780349731,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.667467474937439,1.4889194965362549,-2.076772451400757,0.6826863288879395,-0.5488644242286682,0.6158925890922546,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.252463698387146,-0.02229025401175022,-1.5119343996047974,1.208546757698059,1.7457866668701172,0.3525114953517914,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.06311917304992676,-1.628907322883606,-4.306705474853516,0.7001450061798096,-0.6273938417434692,-0.5838989019393921,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.25660502910614014,-0.6534250378608704,-4.639065265655518,-3.664639711380005,-1.0310611724853516,1.9273154735565186,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.8523001670837402,-0.4836293160915375,2.0167675018310547,-2.4486567974090576,-4.268820762634277,2.7567298412323,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.24776998162269592,-0.11981169879436493,-4.817559242248535,4.039133548736572,-4.6611175537109375,0.013108136132359505,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8122414350509644,0.18391132354736328,-1.156826138496399,0.42595070600509644,-0.025004934519529343,1.3622236251831055,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5522725582122803,0.948758602142334,-1.0446248054504395,-1.165776014328003,0.7939726710319519,0.5582518577575684,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.575015127658844,-0.9539178013801575,-1.2983976602554321,0.46372300386428833,1.4546606540679932,2.9776506423950195,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.1557440757751465,-1.6707336902618408,-3.1353564262390137,-2.2276031970977783,0.5476035475730896,2.927136182785034,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.2416757345199585,0.7697252631187439,-0.6708045601844788,-0.1382940411567688,0.18964384496212006,-3.5746607780456543,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.495249480009079,-0.6785311698913574,-4.8931565284729,-4.2499613761901855,-2.6158103942871094,2.9833791255950928,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.530986785888672,0.854118824005127,-5.256470680236816,3.415811777114868,-1.309826374053955,3.4045097827911377,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.490913987159729,-0.614875853061676,-1.138779878616333,-0.03977174684405327,0.039461150765419006,1.3006738424301147,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.15406492352485657,1.2316278219223022,-2.122851610183716,-1.0262690782546997,-0.09338679909706116,1.355169415473938,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.17673394083976746,-0.3824775516986847,-3.860280990600586,0.8950636982917786,-0.5716778039932251,1.0068589448928833,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.23379339277744293,0.7497133612632751,0.12502366304397583,-1.3112518787384033,2.239868402481079,-0.37595170736312866,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.109812259674072,3.1844632625579834,-0.9172245860099792,1.0242812633514404,1.6529572010040283,-0.09392448514699936,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.9029073119163513,-2.8733909130096436,-0.1679658442735672,3.6068270206451416,-2.479800224304199,0.3706463575363159,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.722192764282227,1.3338252305984497,-6.21310567855835,-2.4390883445739746,-1.8853163719177246,2.376756429672241,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.271650791168213,0.05520356819033623,-1.738710880279541,-1.0984761714935303,-0.5711559653282166,1.651037573814392,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1530168056488037,0.5164636373519897,-2.074835777282715,-0.7980108857154846,1.0396130084991455,2.028499126434326,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0478264093399048,2.2643396854400635,-1.9343717098236084,1.733288049697876,-0.35621505975723267,1.5913194417953491,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.17695115506649017,-0.871425449848175,-1.0371683835983276,-1.2846198081970215,-2.7056992053985596,3.6387250423431396,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.1124768853187561,1.9420433044433594,-2.7778589725494385,-0.7532894611358643,1.2057442665100098,-2.7069666385650635,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.6620585918426514,-1.274940848350525,1.9326661825180054,0.33805516362190247,-4.972198963165283,1.7791672945022583,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.4952714443206787,-0.24842192232608795,-2.864973545074463,-6.208104610443115,-1.5631617307662964,3.704171657562256,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.7610260248184204,0.03508191183209419,-1.2564383745193481,-0.1485981047153473,0.3535115718841553,1.5761663913726807,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.3243567943572998,0.34576714038848877,-2.706739664077759,-0.14077319204807281,-0.39702731370925903,2.906365394592285,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.4476690292358398,-1.0224682092666626,-0.08546307682991028,-1.7774924039840698,0.04481892287731171,2.8715620040893555,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.145047664642334,-1.7896368503570557,0.5610289573669434,-0.67132568359375,2.210630178451538,1.8268250226974487,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.9774885177612305,-3.787522077560425,-1.461111307144165,-0.9563583731651306,2.2227041721343994,0.8520957231521606,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.227834701538086,-2.3693723678588867,-2.212160348892212,-3.6109225749969482,-2.3773672580718994,5.028417587280273,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.874188423156738,0.727582573890686,2.3148674964904785,-2.0758213996887207,2.6893115043640137,4.034524917602539,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.090543270111084,0.7644972801208496,-1.2910693883895874,-0.6760777831077576,-0.3216641843318939,1.438616156578064,1.0,0.0,0.0,0.0,0.0,0.0,0.0
