split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,class_0,class_1,class_2,class_3,class_4
val,-2.684497833251953,0.8562776446342468,-4.056825637817383,0.8312953114509583,1.5918604135513306,0.15042978525161743,-3.054246187210083,-0.1538819968700409,0.0,0.0,0.0,0.0,1.0
val,-1.734471321105957,1.80007004737854,-0.9173157215118408,1.042808175086975,0.4982245862483978,-1.7641386985778809,-1.5557377338409424,0.4746510684490204,1.0,0.0,0.0,0.0,0.0
val,-2.282057762145996,2.243964433670044,0.41786953806877136,1.168204665184021,0.8748648166656494,-1.547856330871582,0.12516051530838013,1.0578638315200806,0.0,1.0,0.0,0.0,0.0
val,-3.0399770736694336,1.9992189407348633,-1.9151735305786133,0.810338020324707,1.3303487300872803,-1.1531658172607422,-2.4581968784332275,-0.20556245744228363,0.0,0.0,1.0,0.0,0.0
val,-1.8964736461639404,3.014008045196533,-1.8281900882720947,4.097127437591553,1.3700350522994995,-0.612845242023468,-1.8640801906585693,0.8449357151985168,0.0,0.0,0.0,1.0,0.0
val,-4.572305202484131,0.7679954767227173,1.331920862197876,2.469627618789673,-0.5366848111152649,-4.012337684631348,-0.3696373999118805,0.4987456798553467,0.0,0.0,0.0,0.0,1.0
test,-1.082115888595581,1.233136534690857,-0.04315641522407532,1.407779574394226,0.9364433884620667,-2.2609033584594727,-0.6449359655380249,0.1325867474079132,1.0,0.0,0.0,0.0,0.0
test,-0.5748860836029053,0.37682265043258667,-0.916805624961853,0.3409472405910492,1.0970114469528198,-0.949445903301239,-1.5719897747039795,0.06257839500904083,0.0,1.0,0.0,0.0,0.0
test,-1.3393714427947998,0.22357295453548431,1.1144753694534302,0.0993000790476799,0.04050561040639877,-0.16430003941059113,-0.3721596896648407,-0.06254176795482635,0.0,0.0,1.0,0.0,0.0
test,-0.4188610911369324,3.0563836097717285,0.9139940142631531,-0.846024215221405,-0.7690263390541077,-2.8721072673797607,-1.5405203104019165,2.411461591720581,0.0,0.0,0.0,1.0,0.0
test,-3.5822393894195557,2.129204273223877,-0.7332286834716797,1.9445443153381348,3.4674293994903564,0.5242437124252319,1.4266706705093384,0.5695425868034363,0.0,0.0,0.0,0.0,1.0
test,-1.413954496383667,2.214123249053955,-0.613153338432312,1.428072452545166,0.7219790816307068,-1.054755687713623,-0.7594631910324097,0.20811747014522552,1.0,0.0,0.0,0.0,0.0
test,-2.201525926589966,2.0662503242492676,-1.4924511909484863,1.6616686582565308,1.4649053812026978,-2.396214485168457,-1.545724630355835,0.21225105226039886,0.0,1.0,0.0,0.0,0.0
test,-2.0080888271331787,1.9923964738845825,0.29991206526756287,0.1605454832315445,1.416365385055542,-3.6781437397003174,0.6133366227149963,0.19695574045181274,0.0,0.0,1.0,0.0,0.0
test,1.1103507280349731,0.2329561710357666,-2.6706831455230713,0.8991714119911194,1.7025126218795776,-1.0308449268341064,-2.4779534339904785,0.44067561626434326,0.0,0.0,0.0,1.0,0.0
test,-1.2828567028045654,2.8630850315093994,0.25802966952323914,2.150606632232666,0.7248468995094299,-1.1403796672821045,-2.71757173538208,4.691542148590088,0.0,0.0,0.0,0.0,1.0
test,-1.31240713596344,1.1907103061676025,-1.0061705112457275,0.8523673415184021,0.7179685235023499,-1.7927663326263428,-1.3839010000228882,-0.019195811823010445,1.0,0.0,0.0,0.0,0.0
test,-2.6828505992889404,1.1596542596817017,-0.19755850732326508,1.0892633199691772,1.0947932004928589,-1.4137004613876343,-1.6799793243408203,1.192208170890808,0.0,1.0,0.0,0.0,0.0
test,-1.8249305486679077,1.8872463703155518,0.6693928837776184,-0.2074994146823883,-0.1631380319595337,-1.862457275390625,-3.1080188751220703,-0.24205917119979858,0.0,0.0,1.0,0.0,0.0
test,-1.0852502584457397,0.40452539920806885,-0.74015212059021,1.5104371309280396,-1.1554744243621826,-1.8338731527328491,2.071763277053833,1.2646098136901855,0.0,0.0,0.0,1.0,0.0
test,0.4273163378238678,5.871943473815918,0.2730964422225952,-0.1073007583618164,-0.14782966673374176,-2.0061097145080566,-1.436318039894104,-1.1130919456481934,0.0,0.0,0.0,0.0,1.0
test,-0.8853691816329956,2.2839813232421875,-0.4853392541408539,0.8020787239074707,0.812010645866394,-1.2712303400039673,-1.4659260511398315,0.6956987977027893,1.0,0.0,0.0,0.0,0.0
test,-1.3026844263076782,1.2373348474502563,0.3061290681362152,1.3854074478149414,0.7269487380981445,-3.2614667415618896,-0.370633065700531,0.9363769292831421,0.0,1.0,0.0,0.0,0.0
test,0.17178957164287567,1.1214008331298828,1.346157431602478,0.37366217374801636,0.7175323963165283,-1.6494132280349731,0.7283840775489807,0.9408385157585144,0.0,0.0,1.0,0.0,0.0
test,-0.9422599077224731,2.932654857635498,-0.18718934059143066,1.4625107049942017,2.9787068367004395,-4.1545729637146,0.1273188591003418,-1.111098051071167,0.0,0.0,0.0,1.0,0.0
test,-2.4897043704986572,2.7559502124786377,-0.25899675488471985,2.5788235664367676,0.9874004125595093,-2.427764654159546,-5.227054119110107,-0.7892189025878906,0.0,0.0,0.0,0.0,1.0
test,-1.314871072769165,2.160555362701416,-0.20966540277004242,1.3567103147506714,0.6129698753356934,-1.0106099843978882,-1.3241387605667114,0.21613973379135132,1.0,0.0,0.0,0.0,0.0
test,-0.9663609862327576,1.2884995937347412,0.43324795365333557,1.1324222087860107,1.4828461408615112,-1.6158068180084229,-0.5561321973800659,1.9040801525115967,0.0,1.0,0.0,0.0,0.0
test,-1.2968286275863647,1.0226205587387085,0.8489000201225281,1.8799909353256226,2.9752025604248047,-0.7134150266647339,-0.5354195833206177,0.8458751440048218,0.0,0.0,1.0,0.0,0.0
test,-3.640772819519043,1.3793601989746094,0.35723626613616943,-0.9126552939414978,2.3103408813476562,-2.4213218688964844,0.44465208053588867,-0.23764990270137787,0.0,0.0,0.0,1.0,0.0
test,-0.13130523264408112,2.522768020629883,4.001909255981445,1.3741428852081299,-0.02302543818950653,-2.375307559967041,-1.4312103986740112,1.9142978191375732,0.0,0.0,0.0,0.0,1.0
test,-1.4074878692626953,1.9097713232040405,0.34478071331977844,0.5598090291023254,1.0615400075912476,-1.7116968631744385,-0.9851473569869995,0.3432520627975464,1.0,0.0,0.0,0.0,0.0
test,-0.46297934651374817,0.627480685710907,-0.2940574884414673,1.3923144340515137,0.43433353304862976,-1.2598204612731934,-0.036455508321523666,-0.6199198365211487,0.0,1.0,0.0,0.0,0.0
test,-1.8742984533309937,1.7906780242919922,-1.6429299116134644,1.1224989891052246,0.1197948083281517,-1.5560309886932373,0.16376765072345734,2.639180898666382,0.0,0.0,1.0,0.0,0.0
test,-1.3938727378845215,-0.13331717252731323,1.3465757369995117,1.786895513534546,0.8118295073509216,-3.562518358230591,1.0902754068374634,-0.6995654106140137,0.0,0.0,0.0,1.0,0.0
test,-1.9901291131973267,2.1793971061706543,-2.7653424739837646,4.116005897521973,1.987464189529419,-0.12949202954769135,1.1377153396606445,1.2212145328521729,0.0,0.0,0.0,0.0,1.0
test,-1.8655651807785034,1.4520269632339478,-0.3273528516292572,0.8165752291679382,0.7337889075279236,-1.2384730577468872,-0.879525899887085,0.737511396408081,1.0,0.0,0.0,0.0,0.0
test,-1.6733283996582031,1.3880722522735596,0.2086005061864853,1.449586272239685,0.8792747855186462,-2.7127747535705566,-2.362135410308838,-0.08525007963180542,0.0,1.0,0.0,0.0,0.0
test,-1.858954668045044,1.931239128112793,-1.1496729850769043,-0.5192412734031677,2.794869899749756,-2.673680305480957,-1.5603806972503662,0.7247389554977417,0.0,0.0,1.0,0.0,0.0
test,-0.14672301709651947,3.24476957321167,-1.255171298980713,0.12366044521331787,-1.707662582397461,-2.5594747066497803,-2.341904878616333,-1.1484686136245728,0.0,0.0,0.0,1.0,0.0
test,-3.273449420928955,-0.8094865679740906,0.4755902886390686,2.982264280319214,-1.4896843433380127,-2.3469042778015137,-0.4513954818248749,-1.5946065187454224,0.0,0.0,0.0,0.0,1.0
test,-0.9634677767753601,1.867141842842102,-0.8126020431518555,0.777931272983551,1.2179017066955566,-1.635908842086792,-1.7015515565872192,0.35356420278549194,1.0,0.0,0.0,0.0,0.0
test,-1.7466686964035034,1.7201697826385498,0.24967245757579803,0.9016857147216797,-0.19428980350494385,-0.6182203888893127,-0.2881370484828949,-0.3834388852119446,0.0,1.0,0.0,0.0,0.0
test,-1.680177092552185,1.2662070989608765,-1.708321213722229,1.0472736358642578,-1.6062493324279785,-1.9471161365509033,-0.9304327964782715,1.409848928451538,0.0,0.0,1.0,0.0,0.0
test,-0.7785346508026123,3.275838613510132,0.287971556186676,-1.263990879058838,-0.31703099608421326,0.5081570148468018,-1.0295547246932983,-0.8190844655036926,0.0,0.0,0.0,1.0,0.0
test,1.26154363155365,0.1739601045846939,1.815097689628601,3.527827739715576,1.9675589799880981,-0.1214938536286354,0.1636924147605896,-0.2904646396636963,0.0,0.0,0.0,0.0,1.0
test,-1.3979792594909668,1.8900203704833984,-0.6273846626281738,1.5927311182022095,0.2952877879142761,-1.1233558654785156,-1.0432255268096924,0.32346153259277344,1.0,0.0,0.0,0.0,0.0
test,-2.622199773788452,2.2279508113861084,0.10285221040248871,2.103286027908325,1.0408368110656738,-1.5834674835205078,-0.6860177516937256,0.6363081932067871,0.0,1.0,0.0,0.0,0.0
test,-0.8268488049507141,0.4898144602775574,-1.4224234819412231,1.8650574684143066,-1.1454218626022339,-2.2257022857666016,-1.8861573934555054,1.3355897665023804,0.0,0.0,1.0,0.0,0.0
test,-3.413883686065674,2.5109479427337646,0.15633344650268555,-0.299699604511261,-0.18505975604057312,-2.2712137699127197,-2.4618966579437256,2.5377049446105957,0.0,0.0,0.0,1.0,0.0
test,-2.093035936355591,1.9130514860153198,3.5226519107818604,1.2998164892196655,-0.32907578349113464,-3.548393487930298,-0.628785252571106,-1.5830857753753662,0.0,0.0,0.0,0.0,1.0
test,-1.2742000818252563,1.6532953977584839,-1.0060373544692993,0.8352940678596497,0.4994087815284729,-1.4192657470703125,-1.640294075012207,0.33410048484802246,1.0,0.0,0.0,0.0,0.0
test,-0.706607460975647,1.594678521156311,-0.9284772872924805,1.5296931266784668,0.4241590201854706,0.010660162195563316,-0.6923950910568237,0.021065084263682365,0.0,1.0,0.0,0.0,0.0
test,-2.4980320930480957,3.0380022525787354,-1.635011076927185,2.1211743354797363,1.4317151308059692,-2.8924646377563477,-1.6996229887008667,-0.3528662621974945,0.0,0.0,1.0,0.0,0.0
test,-0.32544568181037903,1.7870712280273438,-2.0929272174835205,2.717865228652954,3.5670289993286133,-2.3627495765686035,0.13160279393196106,0.8791720271110535,0.0,0.0,0.0,1.0,0.0
test,-0.01169049832969904,2.0605344772338867,-1.238978385925293,0.41257068514823914,-2.0093090534210205,-1.6537444591522217,-4.311502456665039,-1.5445462465286255,0.0,0.0,0.0,0.0,1.0
test,-1.0041260719299316,1.3632704019546509,-0.46243178844451904,1.6926039457321167,0.37815725803375244,-1.7727103233337402,-1.5230448246002197,0.34725257754325867,1.0,0.0,0.0,0.0,0.0
test,-2.1508278846740723,1.8485697507858276,-0.06994428485631943,0.6811471581459045,0.368358314037323,-0.6887885928153992,-0.20497740805149078,-0.5928266644477844,0.0,1.0,0.0,0.0,0.0
test,-2.850679636001587,1.455613374710083,1.207634687423706,0.7569979429244995,0.8746318817138672,-2.717700958251953,-2.5171802043914795,0.5089945793151855,0.0,0.0,1.0,0.0,0.0
test,-3.570154905319214,3.3291268348693848,-1.7069120407104492,-0.9486160278320312,0.13236285746097565,-2.3615150451660156,0.02379922941327095,0.4597887098789215,0.0,0.0,0.0,1.0,0.0
test,-2.69036602973938,3.607428550720215,-1.1351807117462158,1.2969392538070679,-2.386004686355591,-3.744682550430298,-1.7391971349716187,2.3035359382629395,0.0,0.0,0.0,0.0,1.0
test,-1.1720582246780396,1.5740491151809692,-0.6028895378112793,1.7064273357391357,1.0401561260223389,-2.179283380508423,-1.2009693384170532,0.8039877414703369,1.0,0.0,0.0,0.0,0.0
test,-1.493917465209961,2.9971132278442383,-0.06813529133796692,1.9714460372924805,0.7394635677337646,-2.268923044204712,-1.703050971031189,-0.3187910318374634,0.0,1.0,0.0,0.0,0.0
test,-0.9981034398078918,1.1028441190719604,1.6108506917953491,1.6603001356124878,0.9181247353553772,-2.198803424835205,-2.573072910308838,-0.8131071329116821,0.0,0.0,1.0,0.0,0.0
test,-0.9706486463546753,3.2747011184692383,0.5825729370117188,-1.4534242153167725,1.8512860536575317,-0.9438788294792175,-1.0296424627304077,-1.7544270753860474,0.0,0.0,0.0,1.0,0.0
test,0.8416702747344971,2.5908384323120117,-1.1635915040969849,-2.9394352436065674,0.511895477771759,-0.4579612612724304,0.33911845088005066,-0.13246329128742218,0.0,0.0,0.0,0.0,1.0
test,-1.2980084419250488,1.2707329988479614,-0.7629164457321167,0.7122515439987183,0.23400552570819855,-1.468921184539795,-1.3655697107315063,0.5857280492782593,1.0,0.0,0.0,0.0,0.0
test,-0.5777541995048523,0.8909985423088074,-1.2327193021774292,0.421466201543808,2.0327858924865723,-1.3508142232894897,-0.6355533003807068,0.6543898582458496,0.0,1.0,0.0,0.0,0.0
test,-1.2655938863754272,2.411978006362915,0.32445335388183594,1.9053899049758911,2.3600783348083496,0.06663861125707626,-0.9013198018074036,-0.8969094157218933,0.0,0.0,1.0,0.0,0.0
test,-0.5755308270454407,-1.1836563348770142,1.5461933612823486,0.5494377017021179,-0.048668671399354935,-1.7004026174545288,-2.338992118835449,1.1828125715255737,0.0,0.0,0.0,1.0,0.0
test,-0.38643723726272583,1.482822299003601,-1.6001787185668945,-1.333986520767212,-2.054666042327881,-0.13832952082157135,0.8035297393798828,2.2280526161193848,0.0,0.0,0.0,0.0,1.0
test,-1.502020001411438,1.8449485301971436,-0.5755196809768677,1.5127466917037964,0.7750118970870972,-0.958354115486145,-0.7232393622398376,0.3985925316810608,1.0,0.0,0.0,0.0,0.0
test,-1.4454225301742554,1.668609619140625,-0.8241793513298035,1.3931591510772705,1.2731614112854004,-2.0891072750091553,0.7721848487854004,-0.002046117326244712,0.0,1.0,0.0,0.0,0.0
test,-1.485874056816101,-0.15360340476036072,0.7483226656913757,-0.25037118792533875,0.6437134742736816,-1.7200826406478882,0.5282294750213623,0.5037165284156799,0.0,0.0,1.0,0.0,0.0
test,1.4877926111221313,0.4694242477416992,-1.0956934690475464,-0.5122084617614746,1.1030759811401367,-2.8309850692749023,-2.7360105514526367,0.659708559513092,0.0,0.0,0.0,1.0,0.0
test,-4.194897174835205,2.246586322784424,-2.598525047302246,-0.5348151922225952,0.20650427043437958,-1.9669671058654785,-3.6051197052001953,1.3606505393981934,0.0,0.0,0.0,0.0,1.0
test,-0.6976332664489746,2.091438055038452,-0.5350146889686584,1.540785312652588,1.1559717655181885,-1.9840844869613647,-1.27305269241333,0.6756824254989624,1.0,0.0,0.0,0.0,0.0
test,-0.8495168089866638,2.828672409057617,0.6693624258041382,1.2047148942947388,1.6711626052856445,-0.9038323760032654,-0.8406497240066528,0.4064117670059204,0.0,1.0,0.0,0.0,0.0
test,-1.246261715888977,2.6042728424072266,1.5438553094863892,1.5932363271713257,2.1912920475006104,-2.0219309329986572,-1.6180603504180908,-0.9028327465057373,0.0,0.0,1.0,0.0,0.0
test,-0.5000571608543396,2.213531494140625,0.3025056719779968,0.723179042339325,2.623530387878418,-2.202385902404785,-2.830345392227173,-2.4049344062805176,0.0,0.0,0.0,1.0,0.0
test,0.43150684237480164,-0.5750475525856018,-2.291889190673828,-1.082472562789917,0.8430905938148499,-4.537999153137207,-2.014570951461792,0.5882192850112915,0.0,0.0,0.0,0.0,1.0
test,-1.1548750400543213,1.913498044013977,-0.771355390548706,1.2942583560943604,1.0721648931503296,-1.088911771774292,-0.8067194819450378,-0.15814495086669922,1.0,0.0,0.0,0.0,0.0
test,-1.4327853918075562,2.338456392288208,-0.9661431908607483,2.3212506771087646,-0.35277068614959717,-1.4456133842468262,-0.9877810478210449,-0.16356074810028076,0.0,1.0,0.0,0.0,0.0
test,-1.4374027252197266,3.293734073638916,-0.5673476457595825,1.3179725408554077,2.708751678466797,-2.7827413082122803,0.04789014533162117,0.9817898273468018,0.0,0.0,1.0,0.0,0.0
test,-1.3361029624938965,1.848692536354065,1.3726415634155273,-0.3066924810409546,0.04850386083126068,-0.9373579025268555,-4.080999374389648,0.8479391932487488,0.0,0.0,0.0,1.0,0.0
test,-1.3518645763397217,4.803106307983398,0.6463205218315125,-0.10487798601388931,-1.0911543369293213,-2.139986515045166,-4.021176815032959,0.6316890120506287,0.0,0.0,0.0,0.0,1.0
test,-0.7195598483085632,1.6263262033462524,-0.3963077664375305,0.9705587029457092,-0.010516181588172913,-1.791085958480835,-1.0203282833099365,0.7540013790130615,1.0,0.0,0.0,0.0,0.0
test,-1.4515067338943481,1.3939480781555176,-1.6509333848953247,1.4734058380126953,-0.0543043315410614,-2.179957151412964,0.02918405272066593,0.7442132830619812,0.0,1.0,0.0,0.0,0.0
test,-0.8974016308784485,1.5908163785934448,-0.8308209776878357,2.3699185848236084,2.2432146072387695,-2.8781445026397705,-2.832552909851074,0.002622451866045594,0.0,0.0,1.0,0.0,0.0
test,0.28836509585380554,1.4295803308486938,-1.570148229598999,1.2574419975280762,3.6340372562408447,-0.2108170986175537,-0.7604264616966248,-1.0502254962921143,0.0,0.0,0.0,1.0,0.0
test,-1.6347006559371948,0.2658207416534424,0.5621668100357056,0.8340349793434143,1.5845715999603271,0.8433918952941895,-3.357374429702759,3.3554210662841797,0.0,0.0,0.0,0.0,1.0
test,-1.4172886610031128,1.4312909841537476,-1.0717535018920898,0.5926916599273682,0.6230579614639282,-1.986823558807373,-0.8640060424804688,0.07174250483512878,1.0,0.0,0.0,0.0,0.0
test,-0.27122852206230164,2.0758755207061768,-0.14966271817684174,1.7888633012771606,1.7285417318344116,-1.9991508722305298,0.13024625182151794,-0.1094786748290062,0.0,1.0,0.0,0.0,0.0
test,-0.9932540059089661,3.4473984241485596,0.3012673854827881,2.017319917678833,-0.6872506737709045,-1.6943045854568481,-2.2002649307250977,-0.5918022394180298,0.0,0.0,1.0,0.0,0.0
test,-3.715972423553467,1.9806698560714722,0.2789275348186493,0.40202394127845764,1.8993725776672363,-2.999199151992798,1.3156335353851318,-0.14347310364246368,0.0,0.0,0.0,1.0,0.0
test,0.010165125131607056,1.970841646194458,0.059796977788209915,5.045968055725098,1.490925669670105,-3.253275156021118,-1.1549760103225708,-1.759852647781372,0.0,0.0,0.0,0.0,1.0
test,-1.1668000221252441,1.528992772102356,-0.5105606913566589,1.2417018413543701,1.4457244873046875,-2.212756633758545,-0.6210988759994507,0.06626448035240173,1.0,0.0,0.0,0.0,0.0
test,-2.5033109188079834,1.3983044624328613,-0.766516387462616,0.19147536158561707,0.14747285842895508,-1.7366337776184082,-0.14100608229637146,0.046602681279182434,0.0,1.0,0.0,0.0,0.0
test,-2.007434844970703,0.10312658548355103,-1.4067233800888062,1.4176706075668335,2.4714515209198,-2.816192150115967,-0.3844777047634125,0.0056676059029996395,0.0,0.0,1.0,0.0,0.0
test,-1.865783929824829,2.6772334575653076,0.8137469291687012,-1.788169264793396,-0.4909305274486542,-3.3055551052093506,-0.45417970418930054,1.074349284172058,0.0,0.0,0.0,1.0,0.0
