split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,class_0,class_1
test,1.3296077251434326,-0.3713427484035492,0.25280338525772095,-0.9613108038902283,0.24202200770378113,-1.2032238245010376,-2.036553144454956,-1.0368534326553345,0.0,1.0
test,0.5590965747833252,0.9558141827583313,0.7175931334495544,-1.0321506261825562,0.84865403175354,-0.634122908115387,-1.1678966283798218,-0.035482779145240784,1.0,0.0
test,0.5275152921676636,0.13460111618041992,-0.630036473274231,-0.9936832189559937,0.401681125164032,-1.5615931749343872,-1.8420027494430542,-1.1624597311019897,0.0,1.0
test,0.04668152332305908,0.5465894341468811,0.42962077260017395,-1.7060381174087524,0.5909340381622314,-1.0611485242843628,-1.0655988454818726,0.15108394622802734,1.0,0.0
test,-0.7197867035865784,0.2572271525859833,-0.6550747156143188,-1.1036853790283203,-0.36501166224479675,-0.17923925817012787,-0.13648217916488647,-0.6392486095428467,0.0,1.0
test,0.21619173884391785,0.8539628982543945,0.26509982347488403,-1.5195509195327759,-0.04573758319020271,-0.4153488278388977,-1.3567126989364624,0.7832565307617188,1.0,0.0
test,-0.14911620318889618,-0.550047755241394,-0.0930512398481369,-1.5669827461242676,0.3429085314273834,-0.28448978066444397,-1.598669409751892,1.4126771688461304,0.0,1.0
test,0.2321467101573944,0.7588371634483337,0.4451845586299896,-0.8465186953544617,-0.1903810054063797,-0.07280714809894562,-0.9793848991394043,0.6500060558319092,1.0,0.0
test,1.261019229888916,-0.7661319375038147,0.8559799194335938,-0.8494869470596313,0.20789510011672974,-0.42884767055511475,-1.3548617362976074,1.003529667854309,0.0,1.0
test,0.7063610553741455,0.6731845140457153,0.4383704364299774,-1.6723034381866455,0.26349738240242004,-0.09620983153581619,-1.3355035781860352,-0.6391611099243164,1.0,0.0
test,0.37574654817581177,1.2382615804672241,1.3823997974395752,-2.4630322456359863,0.8749596476554871,-0.674929678440094,-1.1576108932495117,0.16921503841876984,0.0,1.0
test,-0.17024099826812744,0.5078847408294678,0.35712701082229614,-0.4809320569038391,0.5297372937202454,-0.15323327481746674,-1.3854960203170776,0.054452285170555115,1.0,0.0
test,-0.3509255349636078,-0.7857726216316223,-0.5193705558776855,-1.6925326585769653,0.03134945407509804,-0.048166122287511826,-1.3497644662857056,0.7869899868965149,0.0,1.0
test,-0.043522872030735016,0.45283243060112,0.4265073835849762,-1.2980417013168335,0.10894235223531723,0.2189987301826477,-0.653239905834198,-0.13357684016227722,1.0,0.0
test,0.607812762260437,-0.30006691813468933,-0.9634183049201965,-0.48613348603248596,0.788210391998291,-0.45701420307159424,-1.0904216766357422,0.7521648406982422,0.0,1.0
test,-0.20671044290065765,0.9535875916481018,0.7387773394584656,-1.3434526920318604,0.6910079121589661,-0.49871960282325745,-1.1787304878234863,0.02320341393351555,1.0,0.0
test,-0.5813987851142883,-0.13173630833625793,-0.9932311773300171,-1.4311448335647583,1.0017560720443726,-0.47470900416374207,-1.5809332132339478,0.21310275793075562,0.0,1.0
test,-0.12320619076490402,0.45032551884651184,0.5563524961471558,-1.8546130657196045,0.14709776639938354,-0.19561104476451874,-1.6045615673065186,-0.31434211134910583,1.0,0.0
test,0.7539422512054443,1.9883604049682617,0.3936212956905365,-0.7206870317459106,0.8413322567939758,-1.1696537733078003,-1.6270501613616943,-0.5280978679656982,0.0,1.0
test,-0.04441429302096367,0.8612720966339111,-0.14265424013137817,-0.7645543217658997,0.2582141160964966,-0.5845233201980591,-0.8251033425331116,-0.4337407350540161,1.0,0.0
test,1.6863843202590942,-0.7002975940704346,0.43723657727241516,-0.966113805770874,0.354377418756485,-0.14348183572292328,-0.5866947770118713,-0.07273406535387039,0.0,1.0
test,0.0872260332107544,0.5654937624931335,0.857418417930603,-1.5596089363098145,0.6691104173660278,-0.10760699212551117,-1.5066827535629272,-0.10467375814914703,1.0,0.0
test,-0.7354961633682251,-0.7432211637496948,-0.6735863089561462,-1.2031700611114502,0.11109630018472672,-0.955263614654541,-1.4757649898529053,-0.32239583134651184,0.0,1.0
test,0.33056312799453735,1.285634160041809,0.08437250554561615,-1.0691912174224854,0.43208807706832886,-0.37758174538612366,-0.8267650008201599,-0.17830120027065277,1.0,0.0
test,0.840279221534729,1.6589611768722534,0.6834285259246826,-0.023441243916749954,-0.13324838876724243,-1.024516224861145,-1.9034388065338135,-0.44751787185668945,0.0,1.0
test,0.5400875806808472,0.816699206829071,-0.41439348459243774,-0.7582908868789673,-0.0183164831250906,-0.4903801381587982,-1.3187906742095947,0.24487899243831635,1.0,0.0
test,-0.3758373558521271,0.5907288193702698,0.4654091000556946,-1.5517182350158691,1.0025397539138794,-0.8149828910827637,-0.13117197155952454,-1.155336618423462,0.0,1.0
test,-0.07246668636798859,-0.13008618354797363,0.6904192566871643,-0.7808911800384521,0.09993702918291092,-0.7289792895317078,-1.4414167404174805,0.272225558757782,1.0,0.0
test,0.2609327733516693,1.5707571506500244,-0.12998923659324646,-1.7814710140228271,1.0706603527069092,0.19284291565418243,-1.2083035707473755,-0.9740254282951355,0.0,1.0
test,0.3181147873401642,1.0014246702194214,0.38164129853248596,-1.5716005563735962,0.3815034329891205,-0.2572419047355652,-0.9546579718589783,0.5619468092918396,1.0,0.0
test,0.9767271876335144,1.0357598066329956,-0.6025387048721313,-2.059469699859619,0.9041323065757751,0.3005872368812561,-0.7773322463035583,0.2693133056163788,0.0,1.0
test,0.8612402081489563,0.8109996318817139,-0.2729188799858093,-1.1600288152694702,0.4520970582962036,-0.7731454968452454,-1.1368495225906372,-0.11529907584190369,1.0,0.0
test,-0.07475488632917404,1.893641471862793,1.5152091979980469,-1.8143928050994873,0.07224927097558975,-0.41530102491378784,-1.1012755632400513,0.22956176102161407,0.0,1.0
test,-0.10002521425485611,-0.10202289372682571,-0.032632939517498016,-1.182616949081421,0.47587668895721436,-0.4852004945278168,-1.2374181747436523,0.4107127785682678,1.0,0.0
test,0.3438911437988281,1.7774187326431274,0.681765079498291,-2.1067636013031006,-0.5180004835128784,-1.4152804613113403,-1.2818852663040161,0.2427656203508377,0.0,1.0
test,0.24699239432811737,0.5678688287734985,0.38866591453552246,-0.4577310383319855,0.10564018040895462,-0.35534974932670593,-1.9331012964248657,-0.018443305045366287,1.0,0.0
test,0.51375812292099,-0.39581891894340515,0.4213393032550812,-1.3441743850708008,-0.08216564357280731,-1.251617670059204,0.19855394959449768,0.6007788181304932,0.0,1.0
test,-0.5029506683349609,0.5565246343612671,0.6956307291984558,-1.0831842422485352,-0.06938008964061737,-0.8856498003005981,-1.3887330293655396,-0.020030975341796875,1.0,0.0
test,-0.4883038401603699,0.7995181083679199,-0.3264813721179962,-2.5451037883758545,0.09906861186027527,-0.3274199962615967,-0.3708520233631134,-0.4134492576122284,0.0,1.0
test,-0.10735470801591873,0.611270546913147,-0.4333152770996094,-1.0885593891143799,-0.07040345668792725,-0.8332309126853943,-1.3664158582687378,0.16127188503742218,1.0,0.0
test,-0.10153308510780334,1.0411646366119385,-0.2571090757846832,-1.7136698961257935,-0.2960236072540283,-0.7861267924308777,-1.8619714975357056,1.4490886926651,0.0,1.0
test,0.8893187642097473,1.056988000869751,0.49510830640792847,-1.0821062326431274,0.5042790770530701,-0.7603420615196228,-1.1048128604888916,0.2135077565908432,1.0,0.0
test,0.07359635829925537,2.0412724018096924,-0.37341663241386414,-0.5183301568031311,-0.3698371946811676,-0.5016441345214844,-1.556480050086975,-0.5972116589546204,0.0,1.0
test,0.49564093351364136,0.4098689556121826,-0.2951347529888153,-1.780716896057129,0.021993739530444145,-0.7559342384338379,-0.9664284586906433,0.04525170102715492,1.0,0.0
test,0.2568689286708832,1.0291894674301147,0.8762394785881042,-0.6469559669494629,-1.5433224439620972,0.09866350889205933,-1.3837655782699585,-0.2749669551849365,0.0,1.0
test,0.45940515398979187,1.119052767753601,0.6138951182365417,-1.338524341583252,-0.1759531944990158,-0.42561787366867065,-1.1027748584747314,-0.6578633785247803,1.0,0.0
test,-0.39796847105026245,0.8251256346702576,0.14700013399124146,-1.971037745475769,1.3505667448043823,-0.7013258337974548,-0.4928247928619385,0.7110583186149597,0.0,1.0
test,-0.013818858191370964,0.27883589267730713,-0.31163913011550903,-1.3679252862930298,0.6666175127029419,-0.38381844758987427,-1.244717001914978,0.21492570638656616,1.0,0.0
test,0.1653369814157486,-0.12126043438911438,0.0868719071149826,-0.3650294542312622,0.6369742155075073,0.7616992592811584,-1.8446742296218872,-0.8868603110313416,0.0,1.0
test,0.619110107421875,0.4018291234970093,0.4396498203277588,-0.7263643145561218,0.007976691238582134,0.23307044804096222,-0.9067020416259766,0.18065451085567474,1.0,0.0
test,-0.7963426113128662,1.0310312509536743,0.823664128780365,-0.8868328332901001,-0.5471603870391846,0.04946872964501381,-1.3434512615203857,-1.255139946937561,0.0,1.0
test,0.739814043045044,0.480021595954895,0.4773517847061157,-1.6547813415527344,-0.3039504885673523,-0.39747583866119385,-1.4414722919464111,0.5233625173568726,1.0,0.0
test,1.0931177139282227,1.3200156688690186,0.7858580946922302,-0.30821967124938965,-0.2799982726573944,0.07536781579256058,-2.140275716781616,-0.7496938109397888,0.0,1.0
test,0.91172194480896,0.7601370811462402,0.5825455784797668,-1.6538779735565186,-0.16228897869586945,-0.8137463927268982,-1.4520536661148071,-0.2210981398820877,1.0,0.0
test,0.3562585711479187,0.27490225434303284,-0.27961739897727966,-1.1714280843734741,0.5123746991157532,-1.4821088314056396,0.2845606803894043,-0.32929447293281555,0.0,1.0
test,0.16816389560699463,0.4176437556743622,-0.2581144869327545,-1.369269609451294,0.7727159261703491,-0.27121949195861816,-1.4712193012237549,-0.248643696308136,1.0,0.0
test,0.39350390434265137,2.1029052734375,0.4010903239250183,-1.725611686706543,0.40253061056137085,-0.9835528135299683,-1.347653865814209,-0.9110026359558105,0.0,1.0
test,0.8911449909210205,0.11658520251512527,0.8091329336166382,-1.163788914680481,-0.0061409506015479565,-0.1954546421766281,-1.5818458795547485,-0.32143354415893555,1.0,0.0
test,-0.9428232908248901,-0.008347772061824799,0.34837833046913147,-0.5166907906532288,-0.3590160608291626,-0.8630855083465576,-1.1264536380767822,-1.227594256401062,0.0,1.0
test,-0.08341345191001892,-0.17691661417484283,0.13173164427280426,-1.1400498151779175,0.2870436906814575,-0.6998202800750732,-1.0420269966125488,0.4411606788635254,1.0,0.0
test,0.6698880791664124,0.903896152973175,0.6523391008377075,-1.6112157106399536,-1.1465116739273071,-0.07062619924545288,-2.464634418487549,0.33198508620262146,0.0,1.0
test,0.7120203375816345,0.3522580564022064,0.3506515324115753,-0.8235023617744446,0.5566844344139099,-0.23332136869430542,-1.8997834920883179,-0.12542001903057098,1.0,0.0
test,0.046055786311626434,2.022683620452881,0.7497735023498535,-1.665309190750122,0.7004960775375366,-0.8900740742683411,-1.8657959699630737,-0.5844466090202332,0.0,1.0
test,0.7632498145103455,0.0993337482213974,0.2736493647098541,-1.6606477499008179,-0.26704320311546326,-0.9541111588478088,-1.199857234954834,0.04901408404111862,1.0,0.0
test,0.40663352608680725,-0.458766907453537,0.42520737648010254,-2.2477846145629883,-0.45136314630508423,0.2869422733783722,-2.21584415435791,0.10108750313520432,0.0,1.0
test,0.13505330681800842,0.7573326826095581,-0.3781430125236511,-1.431300163269043,0.5251793265342712,-0.7127367258071899,-1.3989592790603638,0.2169078141450882,1.0,0.0
test,1.1586817502975464,0.4294578433036804,-0.3070806562900543,-2.446620464324951,-0.28529974818229675,-1.2385650873184204,-0.5856130719184875,-0.223699152469635,0.0,1.0
test,0.33817583322525024,0.33556127548217773,0.5845960974693298,-0.6595965027809143,0.20318466424942017,-0.9380826950073242,-1.5118616819381714,0.5690552592277527,1.0,0.0
test,1.0366418361663818,0.3240317702293396,0.9462792873382568,-0.5595506429672241,0.2094944417476654,-1.8076640367507935,-0.37388062477111816,0.395917683839798,0.0,1.0
test,1.1177369356155396,0.6230111122131348,0.3492276072502136,-0.9527546763420105,0.12101005762815475,-0.7621665596961975,-0.9241476058959961,-0.36049556732177734,1.0,0.0
test,0.25841131806373596,-0.9585733413696289,0.5714829564094543,-1.4041590690612793,0.6050576567649841,-1.433228850364685,-1.9751651287078857,0.2597184479236603,0.0,1.0
test,-0.37466222047805786,0.7759937644004822,-0.00632210960611701,-0.9537460207939148,-0.19348233938217163,-0.22145681083202362,-0.8767307996749878,-0.061802610754966736,1.0,0.0
test,0.1576520800590515,-0.1477258950471878,0.8296707272529602,-0.7145761251449585,0.030213939025998116,-1.0499048233032227,-0.7782272696495056,1.5624855756759644,0.0,1.0
test,0.4008536636829376,0.9354468584060669,0.027714991942048073,-0.9911665916442871,-0.30792781710624695,-1.106174349784851,-1.523988962173462,0.12255456298589706,1.0,0.0
test,-0.917241096496582,0.852948784828186,0.06983593851327896,0.002169966232031584,-0.21225093305110931,-0.3428294062614441,-0.6809283494949341,0.6722869277000427,0.0,1.0
test,0.5909653306007385,0.5302752256393433,-0.4396076500415802,-1.1205929517745972,-0.20318002998828888,-0.9013924598693848,-1.4160219430923462,-0.06025657430291176,1.0,0.0
test,-0.2792609632015228,0.5673890113830566,0.11486946046352386,-2.187095880508423,0.5606936812400818,-0.34970518946647644,-2.045593738555908,-1.3451290130615234,0.0,1.0
test,-0.41176751255989075,0.6563289165496826,0.5124778747558594,-1.480938196182251,0.5111944079399109,-0.4957895278930664,-1.0723294019699097,-0.4278893768787384,1.0,0.0
test,1.1216979026794434,0.5921677947044373,-0.3739894926548004,-0.5333876609802246,-1.179451823234558,-1.0751018524169922,-1.0110223293304443,0.5366149544715881,0.0,1.0
test,0.7718216776847839,0.4873850345611572,0.01357093546539545,-0.5568322539329529,0.09583030641078949,-0.5687286257743835,-0.9324948787689209,-0.49738866090774536,1.0,0.0
test,0.242934450507164,-0.941338062286377,-0.4625285863876343,-1.788526177406311,0.5817132592201233,-0.5673678517341614,-1.3386540412902832,0.7629518508911133,0.0,1.0
test,0.4299951493740082,1.0866612195968628,0.41573622822761536,-0.8646657466888428,-0.5848362445831299,-0.2798483073711395,-1.3381011486053467,-0.08290176093578339,1.0,0.0
test,1.3528740406036377,0.6741366982460022,-0.4759727120399475,-1.6154570579528809,0.15202759206295013,0.2262839525938034,-0.2841165363788605,0.705672025680542,0.0,1.0
test,0.7567021250724792,0.7049967646598816,-0.10445892810821533,-1.5913153886795044,-0.26761478185653687,-0.2157578319311142,-1.0623739957809448,-0.38423365354537964,1.0,0.0
test,0.7129877209663391,0.0709744319319725,-0.6993833780288696,-0.5518748164176941,1.0946601629257202,0.007879912853240967,-0.6105643510818481,0.724494218826294,0.0,1.0
test,1.1174238920211792,0.2974829077720642,0.26280537247657776,-0.9667465686798096,-0.12844637036323547,-0.633131742477417,-1.5887691974639893,-0.27329978346824646,1.0,0.0
test,1.1135085821151733,2.0246286392211914,0.21980921924114227,-1.9911707639694214,0.2557215988636017,-0.9386136531829834,-1.1624795198440552,0.2270210236310959,0.0,1.0
test,0.5551473498344421,0.275439590215683,0.5086961388587952,-1.469824194908142,0.3782278895378113,-0.49240270256996155,-1.2787117958068848,-0.8780502080917358,1.0,0.0
test,0.717970073223114,2.1675798892974854,0.5161711573600769,-0.9120073318481445,-0.22765807807445526,-0.8383255004882812,-0.9694550633430481,0.7473645210266113,0.0,1.0
test,0.2100132554769516,1.0111198425292969,0.10326015949249268,-1.721010684967041,0.1481046825647354,-0.6099460124969482,-1.6876552104949951,0.3312073349952698,1.0,0.0
test,1.2147870063781738,0.031433019787073135,1.3194581270217896,-0.8248330354690552,-0.6351444721221924,0.3733113408088684,-1.5372719764709473,-0.7483777403831482,0.0,1.0
test,0.45471328496932983,1.0752184391021729,1.0575894117355347,-1.2295143604278564,0.18331483006477356,-0.7962621450424194,-1.1917873620986938,-0.1931205838918686,1.0,0.0
test,1.3388124704360962,1.0818531513214111,-0.5080267786979675,-1.389682412147522,-0.3613717257976532,0.5113459229469299,-0.680380642414093,-0.5679436326026917,0.0,1.0
test,-0.0752413421869278,0.32924914360046387,0.4569980800151825,-1.125018835067749,0.06509023159742355,-0.11439972370862961,-1.685233473777771,0.6455336213111877,1.0,0.0
test,0.006178874988108873,-0.9670946598052979,0.42754071950912476,-0.8055048584938049,0.06847710907459259,0.4302523732185364,-1.9771687984466553,0.45731326937675476,0.0,1.0
test,0.6606950759887695,0.5899544954299927,0.7208178639411926,-1.4109660387039185,-0.19593095779418945,-0.4885241687297821,-0.5018308162689209,-0.15507519245147705,1.0,0.0
test,-0.058885280042886734,0.4875189960002899,0.35789698362350464,-1.610874891281128,-0.2931116223335266,1.07987642288208,-0.561150848865509,0.718405544757843,0.0,1.0
test,0.5611653923988342,0.9002530574798584,0.8077819347381592,-1.028021216392517,-0.5491703152656555,-0.5240024924278259,-1.1342555284500122,0.24002088606357574,1.0,0.0
test,-0.5294305682182312,0.07435712218284607,1.1731128692626953,-2.021162748336792,0.35404205322265625,-1.01362943649292,-2.3535239696502686,0.3109935224056244,0.0,1.0
test,0.3874080777168274,0.531046450138092,-0.21324709057807922,-1.1815091371536255,-0.47566908597946167,-0.21831969916820526,-1.5487161874771118,-0.45652687549591064,1.0,0.0
test,0.3427480459213257,1.1850260496139526,-0.48310112953186035,-0.8895143866539001,-0.5672065615653992,0.39326927065849304,-0.07566636800765991,-0.4595082700252533,0.0,1.0
test,0.07918888330459595,0.46294906735420227,1.164819598197937,-0.7120216488838196,-0.019864076748490334,-0.5238280892372131,-1.030789852142334,-0.11733447015285492,1.0,0.0
test,1.198890209197998,-0.30279552936553955,0.6209328174591064,-2.2618601322174072,0.818997323513031,-0.30782631039619446,-0.39654824137687683,0.11175326257944107,0.0,1.0
test,0.316413015127182,1.2239073514938354,-0.11609486490488052,-0.9781188368797302,0.2068626880645752,-0.625830352306366,-0.866388738155365,0.1979660540819168,1.0,0.0
test,0.8942347764968872,-0.13739289343357086,-0.08525295555591583,-0.8590022325515747,0.059953756630420685,-0.34026163816452026,-2.8778486251831055,0.47922444343566895,0.0,1.0
test,-0.3228466808795929,0.07660777866840363,0.002060156548395753,-1.0730465650558472,-0.15988831222057343,-0.2035405933856964,-1.5355727672576904,0.21407820284366608,1.0,0.0
test,-1.1582990884780884,0.002302705543115735,-0.05256655439734459,-1.0824986696243286,-0.4825294613838196,-1.412195086479187,-1.6822928190231323,0.17946062982082367,0.0,1.0
test,0.5290998220443726,0.16065222024917603,-0.0940265879034996,-1.7311017513275146,0.4135727882385254,-0.2933519184589386,-1.0702561140060425,-0.45156383514404297,1.0,0.0
test,0.3288828432559967,0.18862806260585785,0.3338143825531006,0.6469266414642334,0.10313229262828827,0.07116151601076126,-0.8598361611366272,-0.468146950006485,0.0,1.0
test,-0.040607184171676636,0.4677180349826813,-0.20560406148433685,-0.8736207485198975,0.4691845774650574,-0.27596962451934814,-0.6858701109886169,-0.1864912062883377,1.0,0.0
test,0.2710981070995331,1.8330744504928589,0.8287875652313232,-0.6670715808868408,1.2280559539794922,-0.7636151313781738,-0.7256172895431519,-0.43218567967414856,0.0,1.0
test,0.045621223747730255,0.23219673335552216,0.507433295249939,-0.5787378549575806,-0.44080474972724915,-0.5648663640022278,-1.6069726943969727,0.17631493508815765,1.0,0.0
test,-0.6735655069351196,0.16921477019786835,-0.8929040431976318,-1.350171446800232,-0.3594331443309784,-0.9190725088119507,-1.8994019031524658,-0.7769502401351929,0.0,1.0
test,0.7859545946121216,0.8260592818260193,-0.3602502644062042,-1.5410938262939453,0.18825581669807434,-0.36484795808792114,-1.2249658107757568,-0.07580350339412689,1.0,0.0
test,1.076560616493225,0.6432911157608032,0.8459832072257996,-1.200825572013855,1.0974793434143066,0.5371800065040588,-1.161856770515442,1.0057685375213623,0.0,1.0
test,0.7944796085357666,0.21384507417678833,0.6520978212356567,-1.1566556692123413,0.2781824767589569,-0.6894755959510803,-0.9456819891929626,0.6070697903633118,1.0,0.0
test,-0.5862492918968201,-0.26568329334259033,1.2601510286331177,-0.5837346315383911,-0.12943774461746216,-1.149013638496399,-1.9326891899108887,-0.7346489429473877,0.0,1.0
test,0.6863077282905579,0.10288233309984207,0.5257440209388733,-0.8903644680976868,0.043102867901325226,-1.0632113218307495,-0.9763970375061035,-0.47160884737968445,1.0,0.0
test,1.4200490713119507,1.2554188966751099,0.6871281862258911,-1.5064713954925537,-1.1216497421264648,-0.08319497108459473,-0.7769073247909546,-0.21802903711795807,0.0,1.0
test,0.6879040002822876,0.0793764665722847,0.40740513801574707,-0.9760821461677551,0.35907673835754395,-0.2600003480911255,-1.9651094675064087,0.029992997646331787,1.0,0.0
test,1.8340753316879272,1.3184930086135864,0.9102230072021484,-1.630679965019226,-0.06383130699396133,0.13230562210083008,-1.1115020513534546,0.0256532933562994,0.0,1.0
test,0.8220264911651611,0.07778389006853104,1.0391652584075928,-1.3705151081085205,0.06113163009285927,-0.5335657596588135,-1.1069667339324951,-0.018114646896719933,1.0,0.0
test,-0.18851996958255768,0.3513137102127075,-0.011870786547660828,-0.6946668028831482,0.0125473253428936,0.10606388747692108,0.1263667345046997,1.0318244695663452,0.0,1.0
test,-0.07993024587631226,0.8098978996276855,0.6379636526107788,-1.6038289070129395,0.4941816031932831,-0.09386877715587616,-1.5665935277938843,0.21671172976493835,1.0,0.0
test,0.8910436630249023,1.019216775894165,0.15983931720256805,0.22086964547634125,-0.49270856380462646,-1.4055075645446777,-0.9736502170562744,-0.4355449080467224,0.0,1.0
