split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2
test,-1.2727597951889038,0.004435029346495867,3.530242919921875,1.0012761354446411,0.0,0.0,1.0
test,-1.8002535104751587,-0.0026691516395658255,1.3160282373428345,0.9673008918762207,1.0,0.0,0.0
test,-0.5838890671730042,0.6759987473487854,-0.4071124792098999,1.6129990816116333,0.0,1.0,0.0
test,-0.12175319343805313,1.8136932849884033,1.4684383869171143,-1.4777041673660278,0.0,0.0,1.0
test,-2.0121254920959473,0.8105871677398682,0.45299383997917175,0.6599706411361694,1.0,0.0,0.0
test,-0.18055912852287292,0.5997132658958435,-0.2706342041492462,1.3787815570831299,0.0,1.0,0.0
test,-1.035881757736206,1.3536643981933594,-0.843819797039032,-1.9011863470077515,0.0,0.0,1.0
test,-2.0554139614105225,-0.49549373984336853,0.010023433715105057,0.5193480849266052,1.0,0.0,0.0
test,-1.8916821479797363,1.3205747604370117,0.9523086547851562,-1.1340152025222778,0.0,1.0,0.0
test,0.4164775013923645,0.45642489194869995,-0.7895516753196716,-1.4586514234542847,0.0,0.0,1.0
test,-0.7877362966537476,0.3341505229473114,0.02330777980387211,0.11318516731262207,1.0,0.0,0.0
test,-1.215735673904419,-1.5045292377471924,1.6205641031265259,-0.4168052077293396,0.0,1.0,0.0
test,-4.000609397888184,-0.3364526927471161,-0.7087007761001587,1.2488584518432617,0.0,0.0,1.0
test,-1.273191213607788,0.47756585478782654,0.6155986189842224,1.1812833547592163,1.0,0.0,0.0
test,-2.50274920463562,0.2802744209766388,-0.844133198261261,1.2116637229919434,0.0,1.0,0.0
test,-0.6065553426742554,1.9337178468704224,2.45373797416687,-0.7965913414955139,0.0,0.0,1.0
test,-2.049558639526367,-0.5584931969642639,1.0916292667388916,-0.04150871932506561,1.0,0.0,0.0
test,-2.1142289638519287,-1.5027610063552856,0.72195965051651,1.4299598932266235,0.0,1.0,0.0
test,-1.523985505104065,0.4890267550945282,-0.23831622302532196,-2.5252437591552734,0.0,0.0,1.0
test,-1.303562045097351,-0.00417629349976778,1.1503262519836426,1.13566255569458,1.0,0.0,0.0
test,-3.2131638526916504,0.1300312876701355,-0.03946760296821594,-0.4887947142124176,0.0,1.0,0.0
test,-0.5199099183082581,1.3257026672363281,1.7081835269927979,2.5906641483306885,0.0,0.0,1.0
test,-2.178497791290283,-0.35358747839927673,1.0970195531845093,-0.09480073302984238,1.0,0.0,0.0
test,0.28471097350120544,0.3422352075576782,0.4120492935180664,1.1239204406738281,0.0,1.0,0.0
test,0.15689802169799805,-0.5605460405349731,1.105069637298584,-2.0608904361724854,0.0,0.0,1.0
test,-0.5895324349403381,0.13064350187778473,0.7532851099967957,-0.05070106312632561,1.0,0.0,0.0
test,-0.7749972343444824,-0.18767686188220978,2.382399320602417,0.8675935864448547,0.0,1.0,0.0
test,-0.4396485388278961,1.9426101446151733,-1.3412492275238037,0.9382479786872864,0.0,0.0,1.0
test,-0.6116734147071838,0.47317206859588623,0.7189986705780029,0.33055761456489563,1.0,0.0,0.0
test,-0.370086133480072,-1.5683194398880005,0.9501288533210754,0.176677405834198,0.0,1.0,0.0
test,-0.6215763092041016,-1.65609872341156,1.3237700462341309,-1.8886281251907349,0.0,0.0,1.0
test,-2.220907211303711,0.5255463123321533,0.6333440542221069,-0.1879296898841858,1.0,0.0,0.0
test,-0.5029640197753906,-0.45953458547592163,0.8526889085769653,1.954274296760559,0.0,1.0,0.0
test,-1.68686842918396,-0.0963059514760971,3.4829862117767334,-0.5525172352790833,0.0,0.0,1.0
test,-0.7843215465545654,0.21176862716674805,0.46769487857818604,-0.3383462727069855,1.0,0.0,0.0
test,-0.010973160155117512,0.707075297832489,-0.135342538356781,1.1776247024536133,0.0,1.0,0.0
test,0.24521107971668243,1.3786098957061768,0.029385309666395187,2.2597169876098633,0.0,0.0,1.0
test,-1.711800456047058,0.8354519009590149,0.7814091444015503,0.8578209280967712,1.0,0.0,0.0
test,-1.8900136947631836,0.2895122170448303,0.3154006898403168,2.236614465713501,0.0,1.0,0.0
test,-4.112585544586182,-0.08656007796525955,-0.860542893409729,0.3524053394794464,0.0,0.0,1.0
test,-2.297609329223633,0.43343237042427063,0.269404798746109,0.6222304105758667,1.0,0.0,0.0
test,-0.07812642306089401,-1.0118471384048462,0.6259667277336121,-0.6121640801429749,0.0,1.0,0.0
test,-3.634244441986084,0.009396982379257679,-1.0089776515960693,-1.034956455230713,0.0,0.0,1.0
test,-1.9174867868423462,0.006837238557636738,1.3793045282363892,-0.18910925090312958,1.0,0.0,0.0
test,-1.249971866607666,1.1232740879058838,-0.5472212433815002,-0.8673423528671265,0.0,1.0,0.0
test,-2.114922523498535,1.9585260152816772,-0.08774767816066742,-1.7936465740203857,0.0,0.0,1.0
test,-1.9433436393737793,-0.8261895775794983,0.4014478921890259,0.43403393030166626,1.0,0.0,0.0
test,-0.702279806137085,-1.5498095750808716,-0.20985351502895355,-0.06531289964914322,0.0,1.0,0.0
test,-3.077531337738037,0.14597930014133453,-1.1766304969787598,-1.5009623765945435,0.0,0.0,1.0
test,-1.6650152206420898,0.372744619846344,1.521855115890503,0.5348957777023315,1.0,0.0,0.0
test,-1.8353787660598755,0.26912832260131836,0.817730188369751,-1.6353245973587036,0.0,1.0,0.0
test,-2.260115146636963,-2.314774513244629,0.0875750184059143,1.9302124977111816,0.0,0.0,1.0
test,-1.8443888425827026,-0.2572998106479645,1.2274057865142822,-0.3412383794784546,1.0,0.0,0.0
test,-2.9185423851013184,-1.1683067083358765,0.5933500528335571,-0.42762401700019836,0.0,1.0,0.0
test,-1.5941193103790283,2.293680429458618,2.0769901275634766,-1.0206811428070068,0.0,0.0,1.0
test,-1.754546880722046,0.7068282961845398,0.11748415231704712,0.8028386831283569,1.0,0.0,0.0
test,-0.8811159729957581,-0.7773697376251221,-0.5113438963890076,-0.9764618873596191,0.0,1.0,0.0
test,-1.7380084991455078,0.6428169012069702,1.8350231647491455,-2.351421356201172,0.0,0.0,1.0
test,-0.86553955078125,-0.4089517891407013,0.46800947189331055,0.9191271662712097,1.0,0.0,0.0
test,-3.1679961681365967,-0.14158761501312256,0.8033129572868347,-0.7692956924438477,0.0,1.0,0.0
test,-0.06581328809261322,1.1912004947662354,2.5809147357940674,-1.00845205783844,0.0,0.0,1.0
test,-0.6778228282928467,-0.49262240529060364,0.7750878930091858,0.22696185111999512,1.0,0.0,0.0
test,-2.0863795280456543,1.2208201885223389,1.7122533321380615,1.3487542867660522,0.0,1.0,0.0
test,1.1409820318222046,1.4195257425308228,0.6507452130317688,0.6001872420310974,0.0,0.0,1.0
test,-1.252315640449524,0.20866043865680695,-0.2420840710401535,0.7185459733009338,1.0,0.0,0.0
test,-2.8104565143585205,1.334081768989563,0.13927598297595978,-0.31010186672210693,0.0,1.0,0.0
test,-0.7400429248809814,-0.14748398959636688,0.4816460907459259,-2.577395439147949,0.0,0.0,1.0
test,-2.059105634689331,0.1160767525434494,1.4275529384613037,0.5028508305549622,1.0,0.0,0.0
test,0.42289844155311584,-0.0772738978266716,0.26240867376327515,-0.05600440129637718,0.0,1.0,0.0
test,0.07679174095392227,-0.7897821664810181,3.021867513656616,0.5067551136016846,0.0,0.0,1.0
test,-1.1378753185272217,-0.04916444793343544,1.4947333335876465,0.6150565147399902,1.0,0.0,0.0
test,-0.855251133441925,-1.7753663063049316,0.11914294213056564,0.12223754823207855,0.0,1.0,0.0
test,-1.6346145868301392,1.7709336280822754,-1.5909042358398438,-0.732363224029541,0.0,0.0,1.0
test,-1.9543025493621826,0.49864232540130615,0.6795181632041931,-0.4502107799053192,1.0,0.0,0.0
test,-1.2760018110275269,0.869451105594635,2.3355631828308105,-0.24418914318084717,0.0,1.0,0.0
test,-2.1782259941101074,-0.11001059412956238,-0.9930804967880249,2.748145341873169,0.0,0.0,1.0
test,-1.9216060638427734,0.5678201913833618,0.5970126390457153,-0.4254617989063263,1.0,0.0,0.0
test,-1.259026050567627,-1.8920328617095947,0.40898823738098145,-0.09713166952133179,0.0,1.0,0.0
test,0.4971669614315033,-2.001713514328003,1.5054874420166016,0.5135529041290283,0.0,0.0,1.0
test,-2.324589729309082,0.46889811754226685,0.35586297512054443,0.039090272039175034,1.0,0.0,0.0
test,0.12261799722909927,0.08087299764156342,0.21310575306415558,-0.7720475196838379,0.0,1.0,0.0
test,-1.1831510066986084,2.468489408493042,1.9293323755264282,-0.8146825432777405,0.0,0.0,1.0
test,-1.2044681310653687,-0.6519259810447693,0.6660764217376709,0.9699376821517944,1.0,0.0,0.0
test,-2.50620436668396,0.7185595631599426,2.091330051422119,-0.29573217034339905,0.0,1.0,0.0
test,-1.9801162481307983,-2.2254674434661865,0.04607081785798073,2.136672258377075,0.0,0.0,1.0
test,-2.006993055343628,0.3864024579524994,-0.15967683494091034,0.45813679695129395,1.0,0.0,0.0
test,-0.9006490707397461,0.9338768124580383,0.15776830911636353,1.9316511154174805,0.0,1.0,0.0
test,0.6764388084411621,1.459045648574829,1.724869966506958,1.3110913038253784,0.0,0.0,1.0
test,-1.6857975721359253,0.5595812201499939,0.035063792020082474,-0.28132227063179016,1.0,0.0,0.0
test,-1.4920917749404907,-1.8288012742996216,1.0310814380645752,0.901244580745697,0.0,1.0,0.0
test,0.62269127368927,0.6209414005279541,0.6415213346481323,2.345255136489868,0.0,0.0,1.0
test,-1.6685187816619873,0.9777035713195801,0.9197506308555603,0.2845187485218048,1.0,0.0,0.0
test,-0.846660315990448,0.12313294410705566,-0.38290128111839294,-1.2838020324707031,0.0,1.0,0.0
test,1.2351174354553223,0.9297994375228882,0.2042406052350998,1.0323731899261475,0.0,0.0,1.0
test,-0.6002746224403381,-0.019957542419433594,0.41521796584129333,-0.051862068474292755,1.0,0.0,0.0
test,-2.140631914138794,1.7930381298065186,-0.08072634786367416,0.14771375060081482,0.0,1.0,0.0
test,0.4944581091403961,-2.0364198684692383,-0.2106669694185257,0.37125006318092346,0.0,0.0,1.0
test,-1.0891995429992676,0.0022852267138659954,0.25105205178260803,-0.5161057710647583,1.0,0.0,0.0
test,-0.26627278327941895,-0.882932186126709,0.2572293281555176,-0.9036805629730225,0.0,1.0,0.0
test,-2.5194292068481445,-1.198720097541809,2.0212230682373047,-1.8026708364486694,0.0,0.0,1.0
test,-1.676185965538025,0.4135691821575165,1.3860348463058472,0.8066248893737793,1.0,0.0,0.0
test,-1.8094570636749268,0.6452182531356812,-0.8570005297660828,1.4796674251556396,0.0,1.0,0.0
test,-0.8234606385231018,-0.0857153832912445,-2.194558620452881,1.0874978303909302,0.0,0.0,1.0
test,-2.1514697074890137,0.32167211174964905,-0.036259137094020844,0.5846350789070129,1.0,0.0,0.0
test,-0.9842662811279297,1.347363829612732,2.0101888179779053,0.03168861195445061,0.0,1.0,0.0
test,-0.6131225824356079,2.525078773498535,0.6266176700592041,1.7340558767318726,0.0,0.0,1.0
test,-1.3100669384002686,0.6085777282714844,1.3131271600723267,0.7076454758644104,1.0,0.0,0.0
test,-2.4899885654449463,0.5280547738075256,1.4048992395401,-1.1612789630889893,0.0,1.0,0.0
test,-0.3708740770816803,-1.7126550674438477,-1.1885167360305786,-0.8591495752334595,0.0,0.0,1.0
test,-1.3198511600494385,0.21920110285282135,-0.11864835768938065,0.9362006187438965,1.0,0.0,0.0
test,-1.8207125663757324,-1.435054898262024,1.934356927871704,0.2644828259944916,0.0,1.0,0.0
test,0.5057504177093506,-1.3884590864181519,-0.06143223121762276,1.8797541856765747,0.0,0.0,1.0
test,-1.8566865921020508,0.39745068550109863,1.4174574613571167,0.6480089426040649,1.0,0.0,0.0
test,-1.0281925201416016,0.07127445191144943,1.9054627418518066,-1.1411045789718628,0.0,1.0,0.0
test,-1.2622995376586914,1.5333950519561768,-1.9406698942184448,-0.07277706265449524,0.0,0.0,1.0
test,-1.9435831308364868,0.12738655507564545,0.8401145935058594,1.1811869144439697,1.0,0.0,0.0
test,-0.8119663596153259,-0.1954314112663269,2.064411163330078,1.486760139465332,0.0,1.0,0.0
test,-0.6111905574798584,1.9013668298721313,0.039739977568387985,2.409210205078125,0.0,0.0,1.0
test,-1.3854678869247437,-0.5018134713172913,1.3571208715438843,-0.0733853131532669,1.0,0.0,0.0
test,-1.8149993419647217,-1.5332016944885254,-0.4921353757381439,0.7606756091117859,0.0,1.0,0.0
test,-4.321235179901123,0.8283786773681641,0.5423803329467773,0.9819607138633728,0.0,0.0,1.0
test,-1.7847881317138672,-0.3062138259410858,1.5134172439575195,0.3851240575313568,1.0,0.0,0.0
test,-3.3037421703338623,-0.8311488032341003,0.6963730454444885,0.40395602583885193,0.0,1.0,0.0
test,0.7517296075820923,0.5225746631622314,0.15323033928871155,-1.5431909561157227,0.0,0.0,1.0
test,-1.8208459615707397,-0.06744296103715897,1.4896529912948608,-0.05093805119395256,1.0,0.0,0.0
test,-1.866622805595398,0.12944254279136658,-1.1651992797851562,-0.5085556507110596,0.0,1.0,0.0
test,-0.4680335223674774,-1.9450721740722656,-0.620538592338562,-1.2516205310821533,0.0,0.0,1.0
test,-2.0759835243225098,-0.5771524310112,1.1533304452896118,0.20339971780776978,1.0,0.0,0.0
test,-1.074750304222107,-0.29462578892707825,-1.2297170162200928,0.8456597328186035,0.0,1.0,0.0
test,1.2454744577407837,-0.26149165630340576,1.7753405570983887,0.3536708950996399,0.0,0.0,1.0
test,-1.6500451564788818,0.2581435441970825,0.7273356318473816,-0.6450110077857971,1.0,0.0,0.0
test,-1.144741177558899,-0.060730401426553726,-1.0377088785171509,1.368644118309021,0.0,1.0,0.0
test,-1.5167332887649536,-2.217075824737549,-0.8011777400970459,1.6905032396316528,0.0,0.0,1.0
test,-1.037076711654663,0.3082984685897827,0.5441861748695374,1.1511000394821167,1.0,0.0,0.0
test,-0.3701605796813965,1.0934821367263794,1.2278687953948975,1.4207028150558472,0.0,1.0,0.0
test,-0.0499114952981472,0.27596315741539,-1.8630025386810303,1.125329852104187,0.0,0.0,1.0
test,-1.0389426946640015,0.8531082272529602,0.2861514985561371,0.39169982075691223,1.0,0.0,0.0
test,-1.1503814458847046,-0.2011498212814331,2.367248058319092,-0.5589861273765564,0.0,1.0,0.0
test,0.47563493251800537,0.7806302905082703,2.5155460834503174,1.275917410850525,0.0,0.0,1.0
test,-1.3398171663284302,-0.4815049469470978,-0.21745382249355316,0.3526994287967682,1.0,0.0,0.0
test,-0.9377236366271973,1.8891035318374634,0.12140772491693497,0.36132538318634033,0.0,1.0,0.0
test,-3.4142863750457764,2.118828773498535,0.6194157600402832,1.3290985822677612,0.0,0.0,1.0
test,-1.1556450128555298,-0.2872167229652405,1.213180422782898,-0.33331823348999023,1.0,0.0,0.0
test,-0.4770941138267517,1.3793565034866333,1.3500887155532837,1.0935803651809692,0.0,1.0,0.0
test,-4.295040607452393,-0.7049582600593567,1.4306427240371704,0.4309237599372864,0.0,0.0,1.0
test,-2.186591386795044,-0.1958978921175003,0.04394480213522911,0.7026653289794922,1.0,0.0,0.0
test,-1.6677261590957642,1.816569447517395,0.39969781041145325,1.1871954202651978,0.0,1.0,0.0
test,-2.2325971126556396,-2.299112558364868,0.8693636655807495,-1.4030309915542603,0.0,0.0,1.0
test,-2.0079939365386963,-0.09278437495231628,0.7289093136787415,1.1619712114334106,1.0,0.0,0.0
test,-3.2560367584228516,-0.8736072778701782,0.714669406414032,-0.00012998966849409044,0.0,1.0,0.0
test,-1.4990142583847046,2.0156285762786865,-1.2600903511047363,1.5612670183181763,0.0,0.0,1.0
test,-1.6570653915405273,0.9446655511856079,0.38754385709762573,-0.00498778373003006,1.0,0.0,0.0
test,0.39376214146614075,-0.05628193914890289,0.9558326601982117,0.8308655619621277,0.0,1.0,0.0
test,0.24590255320072174,-0.08672954142093658,-0.5013118982315063,2.4718897342681885,0.0,0.0,1.0
test,-1.0885192155838013,0.2782764732837677,-0.20893633365631104,0.02893480658531189,1.0,0.0,0.0
test,-0.5790919065475464,0.0955958291888237,-1.0342638492584229,0.9473757743835449,0.0,1.0,0.0
test,-4.248680591583252,-0.886528730392456,0.7859732508659363,-0.459078848361969,0.0,0.0,1.0
test,-1.1154776811599731,0.1431569904088974,1.0930687189102173,-0.4684668183326721,1.0,0.0,0.0
test,-2.0663301944732666,1.8310976028442383,-0.0072563267312943935,0.59453946352005,0.0,1.0,0.0
test,0.8632213473320007,0.322743684053421,-0.8833711743354797,-0.7083038687705994,0.0,0.0,1.0
test,-1.0510751008987427,-0.8314809799194336,0.4692886471748352,0.1962478756904602,1.0,0.0,0.0
test,-2.754718065261841,-1.3935152292251587,0.7495344281196594,-0.29877689480781555,0.0,1.0,0.0
test,-0.983619213104248,1.3341649770736694,3.2735743522644043,0.2543109059333801,0.0,0.0,1.0
test,-1.5911790132522583,0.8043141961097717,1.1318705081939697,-0.06484345346689224,1.0,0.0,0.0
test,-0.3983376622200012,-1.109079122543335,0.2449040561914444,1.4608322381973267,0.0,1.0,0.0
test,0.39688029885292053,1.952793836593628,1.8402092456817627,-0.15699313580989838,0.0,0.0,1.0
test,-1.700345754623413,0.7295112013816833,1.2962645292282104,0.47678226232528687,1.0,0.0,0.0
test,-1.8102409839630127,1.1376668214797974,-0.3760089874267578,1.620511531829834,0.0,1.0,0.0
test,-1.9117738008499146,-0.0608479306101799,-1.351266860961914,-1.9091155529022217,0.0,0.0,1.0
test,-1.897662878036499,-0.028591593727469444,1.1631793975830078,-0.42579272389411926,1.0,0.0,0.0
test,0.21694137156009674,-0.3217136561870575,1.5217821598052979,0.6081516742706299,0.0,1.0,0.0
test,0.7147652506828308,0.3205447793006897,1.6923719644546509,1.9977989196777344,0.0,0.0,1.0
test,-2.065484046936035,0.36196276545524597,0.6349043250083923,1.0769490003585815,1.0,0.0,0.0
test,-1.0005608797073364,-0.35709109902381897,2.0033071041107178,-0.9797468185424805,0.0,1.0,0.0
test,-3.9005255699157715,0.8376807570457458,-0.16346615552902222,1.7336084842681885,0.0,0.0,1.0
test,-0.8775230646133423,0.3203095495700836,0.8714214563369751,0.9931305646896362,1.0,0.0,0.0
test,-2.826233386993408,1.2723904848098755,0.4186568558216095,1.1470909118652344,0.0,1.0,0.0
test,-1.4616377353668213,1.6757246255874634,2.100609064102173,2.3443386554718018,0.0,0.0,1.0
test,-1.6114192008972168,-0.7450616359710693,1.2292401790618896,0.25091248750686646,1.0,0.0,0.0
test,0.01118751335889101,-0.8106483221054077,1.088356614112854,1.183716058731079,0.0,1.0,0.0
test,-2.325012683868408,1.9205843210220337,-1.4428660869598389,1.0434895753860474,0.0,0.0,1.0
test,-2.1647257804870605,0.7198486924171448,0.5849877595901489,-0.0035170335322618484,1.0,0.0,0.0
test,-1.7433580160140991,-1.9141311645507812,0.5555458068847656,0.6721911430358887,0.0,1.0,0.0
test,-1.563308835029602,-1.0367032289505005,1.1896336078643799,3.0554654598236084,0.0,0.0,1.0
test,-1.6326837539672852,-0.5212056040763855,0.9520911574363708,1.062604546546936,1.0,0.0,0.0
test,-1.834554672241211,-0.5006500482559204,2.418670415878296,-0.29073601961135864,0.0,1.0,0.0
test,-2.8595120906829834,-2.192617177963257,1.8901798725128174,1.074496865272522,0.0,0.0,1.0
test,-1.797987699508667,0.4816907048225403,1.1491063833236694,-0.34791573882102966,1.0,0.0,0.0
test,-1.842610239982605,-1.5083675384521484,0.6321304440498352,-0.9089431166648865,0.0,1.0,0.0
test,-1.2461037635803223,2.9305551052093506,0.9542333483695984,-0.36008843779563904,0.0,0.0,1.0
test,-2.0400002002716064,-0.7408347725868225,0.6682722568511963,0.6396251916885376,1.0,0.0,0.0
test,-1.432619571685791,-1.9079418182373047,0.16496436297893524,0.2887478470802307,0.0,1.0,0.0
test,0.6824578046798706,1.704522728919983,1.0151872634887695,1.4431860446929932,0.0,0.0,1.0
test,-2.3053717613220215,0.31871703267097473,0.7260687351226807,-0.20735709369182587,1.0,0.0,0.0
test,-0.4988735318183899,1.2800260782241821,0.8179282546043396,-0.8707458972930908,0.0,1.0,0.0
test,-1.9183307886123657,-1.977683663368225,1.9398579597473145,-1.4250867366790771,0.0,0.0,1.0
test,-1.2427854537963867,0.7476405501365662,1.266082763671875,0.4096766412258148,1.0,0.0,0.0
test,-3.4998316764831543,0.06857726722955704,0.6917392611503601,0.17164696753025055,0.0,1.0,0.0
test,-2.9941909313201904,1.1004046201705933,2.8773553371429443,-0.43504568934440613,0.0,0.0,1.0
test,-1.7817425727844238,-0.6242027878761292,0.2580949664115906,0.9094834327697754,1.0,0.0,0.0
test,-2.137139081954956,0.2682381570339203,2.0695247650146484,1.5167624950408936,0.0,1.0,0.0
test,-2.430485486984253,2.4464476108551025,2.0006446838378906,0.9763430953025818,0.0,0.0,1.0
test,-2.3184092044830322,-0.09585580229759216,0.6013390421867371,-0.25397640466690063,1.0,0.0,0.0
test,-2.099609375,-0.016111623495817184,2.4807796478271484,0.7396312355995178,0.0,1.0,0.0
test,-0.9735410213470459,1.0146994590759277,-1.1728408336639404,-1.8191065788269043,0.0,0.0,1.0
test,-1.245997428894043,0.6535969376564026,0.15572799742221832,-0.2677023708820343,1.0,0.0,0.0
