split,feature_0,feature_1,feature_2,feature_3,feature_4,class_0,class_1,class_2
val,0.5314861536026001,-1.6484360694885254,0.700602114200592,-0.8064671754837036,-0.07212920486927032,0.0,1.0,0.0
val,3.426340341567993,1.424668550491333,0.613317608833313,-0.5056287050247192,-1.5047723054885864,0.0,0.0,1.0
val,1.088929533958435,-0.6099032163619995,-0.5982596278190613,-0.41089868545532227,-0.43945226073265076,1.0,0.0,0.0
val,1.4527946710586548,-1.8755552768707275,-0.1901831477880478,-1.3475085496902466,-0.932993471622467,0.0,1.0,0.0
val,-0.604458749294281,-1.3104296922683716,0.24812082946300507,-0.8948073387145996,-2.456594705581665,0.0,0.0,1.0
val,0.7052198052406311,0.7596156001091003,-0.3273756802082062,-0.8166420459747314,-0.07122138887643814,1.0,0.0,0.0
val,0.25048232078552246,-0.3951222896575928,-0.12247269600629807,-0.29732537269592285,1.1209955215454102,0.0,1.0,0.0
val,1.119197964668274,-2.395043134689331,-0.23433206975460052,-1.789650797843933,-2.0632033348083496,0.0,0.0,1.0
val,1.2444924116134644,0.28840285539627075,-0.4475502371788025,-0.7785211801528931,0.40552225708961487,1.0,0.0,0.0
val,2.19980525970459,-0.9804507493972778,0.8880981206893921,-0.8505542874336243,0.49846017360687256,0.0,1.0,0.0
val,1.9701261520385742,-0.3247848451137543,-1.4513821601867676,0.15894372761249542,-2.703630208969116,0.0,0.0,1.0
val,1.0276182889938354,0.9512644410133362,-0.06793496757745743,-1.3333710432052612,-0.44716429710388184,1.0,0.0,0.0
val,1.6174834966659546,-0.8748139142990112,-0.27968496084213257,-2.709415912628174,-0.14985598623752594,0.0,1.0,0.0
val,-0.18517999351024628,-1.9177322387695312,0.6728067398071289,-2.10221004486084,-1.749814748764038,0.0,0.0,1.0
test,1.2310484647750854,-0.3861987590789795,0.7657520771026611,-1.0100798606872559,-0.7315792441368103,1.0,0.0,0.0
test,0.7751193642616272,-0.12262752652168274,-0.060034893453121185,-2.095489025115967,-2.0891520977020264,0.0,1.0,0.0
test,-1.614988923072815,0.18623551726341248,-0.279776006937027,0.06801491975784302,-0.19020260870456696,0.0,0.0,1.0
test,1.4594838619232178,0.026896098628640175,-0.8945404887199402,-1.3840175867080688,-0.06937028467655182,1.0,0.0,0.0
test,1.1868034601211548,-0.27016353607177734,1.7595627307891846,-1.6449772119522095,-0.6571433544158936,0.0,1.0,0.0
test,0.5224587321281433,1.1851767301559448,0.6226603984832764,-0.8335391879081726,-3.0383031368255615,0.0,0.0,1.0
test,1.1052725315093994,0.1115770936012268,0.37929099798202515,-0.7926623821258545,-1.2964197397232056,1.0,0.0,0.0
test,2.0126709938049316,-1.7343254089355469,-0.42119941115379333,-1.1874220371246338,-0.16340705752372742,0.0,1.0,0.0
test,2.637315273284912,1.059747338294983,-0.12522855401039124,-2.3190150260925293,1.5466400384902954,0.0,0.0,1.0
test,1.593167781829834,0.6901168823242188,-0.17840835452079773,-1.2732270956039429,-0.9889542460441589,1.0,0.0,0.0
test,0.36751991510391235,0.3837210536003113,-0.9891834855079651,-0.3819120526313782,-1.8919861316680908,0.0,1.0,0.0
test,1.1995521783828735,0.1156345084309578,2.216592311859131,0.6209779977798462,-1.4178800582885742,0.0,0.0,1.0
test,0.9921531081199646,0.16369223594665527,-0.5146408081054688,-1.8833810091018677,-0.29640626907348633,1.0,0.0,0.0
test,2.2045867443084717,0.8112784028053284,-0.531377911567688,0.16263709962368011,-1.29901921749115,0.0,1.0,0.0
test,-1.3071508407592773,-0.35470885038375854,0.23430505394935608,-1.8746377229690552,0.9285295605659485,0.0,0.0,1.0
test,0.7012540698051453,0.14685368537902832,0.2451568990945816,-1.3461652994155884,-1.1915886402130127,1.0,0.0,0.0
test,2.718026876449585,0.13787192106246948,0.5567458868026733,-0.3155238926410675,-1.2512009143829346,0.0,1.0,0.0
test,-0.15762215852737427,-0.5364788174629211,1.6129121780395508,-3.0133721828460693,-0.5500060319900513,0.0,0.0,1.0
test,2.010972738265991,-0.1235186979174614,0.2374798208475113,-1.2147115468978882,-0.1449548602104187,1.0,0.0,0.0
test,-0.5522854328155518,0.2829556465148926,0.18727585673332214,-1.6423592567443848,-1.175984263420105,0.0,1.0,0.0
test,-0.2120799720287323,-1.9106639623641968,-0.23215343058109283,-0.6367175579071045,-2.2625393867492676,0.0,0.0,1.0
test,1.2588318586349487,0.1560141146183014,-0.9467126727104187,-0.5674833655357361,-0.20473971962928772,1.0,0.0,0.0
test,1.7629178762435913,0.6027798056602478,1.0235127210617065,-2.432072162628174,-0.42004290223121643,0.0,1.0,0.0
test,1.887286901473999,0.20629741251468658,-0.4759097993373871,-1.41453218460083,2.3944714069366455,0.0,0.0,1.0
test,1.5508244037628174,0.65891033411026,-0.08235979825258255,-0.8158023953437805,0.16751684248447418,1.0,0.0,0.0
test,1.4660714864730835,-0.1263156235218048,0.739801287651062,-0.9411337375640869,1.3213911056518555,0.0,1.0,0.0
test,-0.44310006499290466,-1.1372804641723633,0.7227364778518677,-2.1756386756896973,-2.2098004817962646,0.0,0.0,1.0
test,0.35837695002555847,0.345373272895813,0.061280522495508194,-1.463849425315857,-0.5898959040641785,1.0,0.0,0.0
test,2.4102132320404053,-0.7232236266136169,-1.1220506429672241,-0.15533943474292755,-0.809609055519104,0.0,1.0,0.0
test,-0.4992348253726959,0.7625448107719421,1.9277822971343994,-0.7164207100868225,-1.667432427406311,0.0,0.0,1.0
test,1.2612226009368896,0.17720749974250793,-0.8209611773490906,-0.7033243775367737,0.13836993277072906,1.0,0.0,0.0
test,1.0296077728271484,1.469594120979309,-0.3696313798427582,-0.8216946125030518,0.8678242564201355,0.0,1.0,0.0
test,1.7543790340423584,1.88724684715271,1.6013470888137817,-1.9339884519577026,-1.6302661895751953,0.0,0.0,1.0
test,0.9406459927558899,-0.41633114218711853,0.39626553654670715,-1.728581428527832,-0.5180027484893799,1.0,0.0,0.0
test,1.0692323446273804,1.524539589881897,-1.3954551219940186,-0.8516798615455627,-0.3141748607158661,0.0,1.0,0.0
test,-0.15311308205127716,-0.25549954175949097,2.1948468685150146,-1.871111512184143,-1.5418823957443237,0.0,0.0,1.0
test,1.5694985389709473,-0.34597936272621155,-0.49451735615730286,-0.790749728679657,-1.1663341522216797,1.0,0.0,0.0
test,1.6299115419387817,0.08330757170915604,1.3642854690551758,-1.2442573308944702,0.7907480001449585,0.0,1.0,0.0
test,0.16863909363746643,-2.0085129737854004,0.1573808193206787,-0.5027880072593689,1.4388961791992188,0.0,0.0,1.0
test,1.3835320472717285,-0.19770142436027527,-0.019433632493019104,-0.10599487274885178,-0.18623673915863037,1.0,0.0,0.0
test,2.264557123184204,-0.28208285570144653,-1.2750998735427856,-2.1049251556396484,-0.8237534761428833,0.0,1.0,0.0
test,3.283668041229248,-1.1872594356536865,0.1827993541955948,-2.5296428203582764,-1.2728325128555298,0.0,0.0,1.0
test,1.1194546222686768,-0.13558514416217804,0.49616578221321106,-0.4301447868347168,0.0645977333188057,1.0,0.0,0.0
test,1.0078951120376587,1.0008070468902588,-0.27069270610809326,-2.130009174346924,0.8572107553482056,0.0,1.0,0.0
test,-0.14075280725955963,-1.7087643146514893,1.4209315776824951,-1.7765496969223022,-1.6529446840286255,0.0,0.0,1.0
test,1.624079942703247,-0.18708999454975128,-0.23084820806980133,-1.8556019067764282,-0.31848183274269104,1.0,0.0,0.0
test,0.013795982114970684,0.887154757976532,1.046389102935791,-0.7729821801185608,0.2759265601634979,0.0,1.0,0.0
test,2.3143608570098877,-0.5271016955375671,-0.7081860303878784,-1.642225742340088,2.1143219470977783,0.0,0.0,1.0
test,0.7030165195465088,0.3512428104877472,-0.6441075801849365,-0.9074949622154236,0.15599296987056732,1.0,0.0,0.0
test,-0.09638030081987381,0.850949764251709,0.5287597179412842,-0.7171368598937988,0.6515606641769409,0.0,1.0,0.0
test,-1.0573797225952148,-1.4671428203582764,1.163175344467163,-1.4370677471160889,-0.13918437063694,0.0,0.0,1.0
test,1.078696370124817,0.9257753491401672,-0.20595355331897736,-1.0962189435958862,-0.8386593461036682,1.0,0.0,0.0
test,0.7520533800125122,-0.8457989692687988,1.248572587966919,-0.4884483218193054,-1.449965238571167,0.0,1.0,0.0
test,1.0270479917526245,-1.6559135913848877,1.0350996255874634,1.1776305437088013,-0.7588505744934082,0.0,0.0,1.0
test,1.4029523134231567,0.4793793559074402,-0.24993257224559784,-1.5801855325698853,0.16047795116901398,1.0,0.0,0.0
test,0.20551791787147522,0.5382238030433655,0.5291165113449097,-0.6051971316337585,-1.9560450315475464,0.0,1.0,0.0
test,-0.13993513584136963,-0.9414470195770264,-0.23847517371177673,-3.4756522178649902,-1.02321457862854,0.0,0.0,1.0
test,1.6585086584091187,0.5567764043807983,0.06446147710084915,-1.49301278591156,-0.013511726632714272,1.0,0.0,0.0
test,2.2144360542297363,-0.9763909578323364,0.1304282248020172,-1.880245327949524,0.5908971428871155,0.0,1.0,0.0
test,0.7196224331855774,0.27550333738327026,2.281284809112549,-0.10538189858198166,1.0300217866897583,0.0,0.0,1.0
test,0.48888805508613586,0.5955274105072021,-0.10719472169876099,-1.4515533447265625,-0.5992498993873596,1.0,0.0,0.0
test,0.08867008239030838,1.407120704650879,-0.7903412580490112,-1.2942911386489868,0.14604374766349792,0.0,1.0,0.0
test,-1.2124004364013672,0.08129391074180603,-0.439188688993454,-2.4570090770721436,-1.5417064428329468,0.0,0.0,1.0
test,0.6367300748825073,0.07570930570363998,-0.056408051401376724,-1.3394767045974731,-1.241548776626587,1.0,0.0,0.0
test,0.6212109327316284,1.529504656791687,-0.45594319701194763,-1.8532373905181885,-1.2230396270751953,0.0,1.0,0.0
test,-1.6915981769561768,-0.4914112091064453,0.03867579251527786,-0.944732129573822,0.3099948465824127,0.0,0.0,1.0
test,2.0295844078063965,0.19557206332683563,-0.457829087972641,-0.7396679520606995,-0.3516942262649536,1.0,0.0,0.0
test,2.6966729164123535,-0.1527121514081955,-0.8481902480125427,-1.6108782291412354,0.38008856773376465,0.0,1.0,0.0
test,3.4946389198303223,1.5797438621520996,-0.18323487043380737,-1.963897705078125,-0.025872141122817993,0.0,0.0,1.0
test,0.1747380793094635,-0.047985903918743134,-0.06883080303668976,-1.0931966304779053,-0.3219199478626251,1.0,0.0,0.0
test,1.3934593200683594,1.097113013267517,0.9386487603187561,-1.1861211061477661,0.8269421458244324,0.0,1.0,0.0
test,2.5287580490112305,0.5772338509559631,1.9925408363342285,0.3961149752140045,-1.1034141778945923,0.0,0.0,1.0
test,1.1323871612548828,0.4437454342842102,-0.5333998799324036,-0.46519047021865845,0.11740531027317047,1.0,0.0,0.0
test,0.10395346581935883,-0.3749333918094635,0.6570521593093872,-1.1583266258239746,1.002003788948059,0.0,1.0,0.0
test,2.5504775047302246,-0.5523549914360046,-1.3831732273101807,-1.2154947519302368,1.7944591045379639,0.0,0.0,1.0
test,1.2792068719863892,-0.5220450758934021,-0.07331819832324982,-1.6925395727157593,-0.9442720413208008,1.0,0.0,0.0
test,0.2507101595401764,1.7687798738479614,0.0018822086276486516,-1.001263976097107,-0.7446499466896057,0.0,1.0,0.0
test,1.5345065593719482,-0.6228498220443726,-2.5578489303588867,-2.115964889526367,0.6500178575515747,0.0,0.0,1.0
test,0.8995713591575623,-0.09486372023820877,0.21633563935756683,-0.11000439524650574,-0.46743547916412354,1.0,0.0,0.0
test,2.2642970085144043,0.14923416078090668,-0.6873593926429749,0.5429633259773254,-0.47601404786109924,0.0,1.0,0.0
test,1.9402949810028076,1.7924251556396484,-1.567253589630127,-0.5949464440345764,-2.165673017501831,0.0,0.0,1.0
test,0.6894164085388184,-0.5675193667411804,-0.47657692432403564,-0.9890352487564087,0.09258967638015747,1.0,0.0,0.0
test,1.3586498498916626,0.484943151473999,1.8094478845596313,-0.7770776152610779,-0.34158027172088623,0.0,1.0,0.0
test,2.343414068222046,-1.7178152799606323,-1.9441590309143066,-0.9195746779441833,0.6431936621665955,0.0,0.0,1.0
test,1.005745768547058,0.25308477878570557,-0.3474096655845642,-0.23181693255901337,-0.9574217796325684,1.0,0.0,0.0
test,1.1155678033828735,0.9994366765022278,-0.461066335439682,-2.4175922870635986,-1.4219858646392822,0.0,1.0,0.0
test,1.0743681192398071,-1.1521470546722412,-2.685185670852661,-1.8145222663879395,0.1249091774225235,0.0,0.0,1.0
test,0.7453227043151855,0.31055763363838196,0.37974146008491516,-1.0616495609283447,-1.1664433479309082,1.0,0.0,0.0
test,0.2821972668170929,0.16691192984580994,-1.4778695106506348,-2.1641855239868164,-0.4885407090187073,0.0,1.0,0.0
test,2.0069048404693604,-2.2203309535980225,-1.30781888961792,-1.0982369184494019,-1.8140215873718262,0.0,0.0,1.0
test,1.731172800064087,0.3319240212440491,0.3618954122066498,-1.5150549411773682,-0.7769421339035034,1.0,0.0,0.0
test,0.26179152727127075,0.9086016416549683,-0.11798585206270218,-1.3775253295898438,-1.9614551067352295,0.0,1.0,0.0
test,1.395058035850525,1.376038670539856,-1.1916730403900146,1.1477805376052856,0.6549943685531616,0.0,0.0,1.0
test,0.7826864719390869,-0.5277411341667175,-0.217565655708313,-0.3102092444896698,-0.21838819980621338,1.0,0.0,0.0
test,0.699940025806427,-0.4998021423816681,-0.7694989442825317,0.3041679859161377,0.7031608819961548,0.0,1.0,0.0
test,-0.5761990547180176,-0.2581397593021393,-0.07444898784160614,-2.5841119289398193,-2.314120054244995,0.0,0.0,1.0
test,0.7829703092575073,-0.671262800693512,-0.2231769561767578,-1.5917342901229858,-0.25570136308670044,1.0,0.0,0.0
test,0.04617626592516899,0.4370959997177124,-0.08031696081161499,0.5018084049224854,0.07487540692090988,0.0,1.0,0.0
test,0.8883663415908813,-0.1217418685555458,-0.46682101488113403,1.7215030193328857,-1.5966533422470093,0.0,0.0,1.0
test,1.5366181135177612,0.01475906278938055,0.4484564960002899,-1.5443819761276245,-0.9763070940971375,1.0,0.0,0.0
test,0.9402188062667847,1.5263108015060425,-0.7734916806221008,-0.9017560482025146,0.640388011932373,0.0,1.0,0.0
test,2.5524892807006836,1.4715111255645752,0.1525525450706482,0.2185354232788086,-2.2881627082824707,0.0,0.0,1.0
test,1.5281240940093994,-0.02577192150056362,0.3665916323661804,-1.8117326498031616,-0.5063607692718506,1.0,0.0,0.0
test,1.6444097757339478,0.0682530328631401,-0.059544872492551804,-2.9439589977264404,-0.6415998339653015,0.0,1.0,0.0
test,-0.8436573147773743,0.7746383547782898,-0.2722165584564209,0.43843621015548706,-1.9651578664779663,0.0,0.0,1.0
test,0.3606094419956207,-0.17882008850574493,-0.6283953785896301,-1.1661564111709595,-0.6261680126190186,1.0,0.0,0.0
test,0.9682105183601379,-1.366894006729126,0.3742113411426544,-0.7407088875770569,-1.7814642190933228,0.0,1.0,0.0
test,1.5507854223251343,-1.3939642906188965,-0.9465816617012024,0.5892248153686523,1.4366739988327026,0.0,0.0,1.0
test,0.641399621963501,-0.1779407560825348,0.22036930918693542,-0.8843773603439331,-1.213822364807129,1.0,0.0,0.0
test,1.6699591875076294,-0.3144712448120117,-0.7846452593803406,0.7652519345283508,-0.5399059057235718,0.0,1.0,0.0
test,-0.2780945599079132,-2.4201791286468506,-0.008948559872806072,-1.672274112701416,-1.2098084688186646,0.0,0.0,1.0
test,0.9456481337547302,0.5383208990097046,-0.47397685050964355,-1.6846674680709839,-0.7635750770568848,1.0,0.0,0.0
test,1.1204913854599,1.0652732849121094,-1.1162397861480713,-0.3815155029296875,-1.6714513301849365,0.0,1.0,0.0
test,0.8025150299072266,-1.0148475170135498,-2.643279790878296,-0.35276567935943604,-1.4272915124893188,0.0,0.0,1.0
test,1.6293723583221436,-0.020808950066566467,-0.3077075481414795,-0.5884584188461304,-1.2039750814437866,1.0,0.0,0.0
test,1.0806889533996582,0.5421594381332397,1.3459488153457642,0.14523577690124512,-0.9711695909500122,0.0,1.0,0.0
test,0.878714382648468,-2.7184433937072754,0.7016239762306213,-0.2579071521759033,-0.9399521350860596,0.0,0.0,1.0
test,1.1135398149490356,-0.8192154765129089,-0.2655383348464966,-1.5218476057052612,-0.600001335144043,1.0,0.0,0.0
test,0.8824820518493652,1.1069833040237427,1.163133144378662,-1.8927617073059082,0.12919986248016357,0.0,1.0,0.0
test,-0.26978203654289246,0.7357415556907654,1.8949253559112549,-2.2495741844177246,-1.4089006185531616,0.0,0.0,1.0
test,1.1323624849319458,0.9430364966392517,-0.21148008108139038,-0.7838540077209473,-0.18974709510803223,1.0,0.0,0.0
test,2.181966543197632,0.097642682492733,0.4356050491333008,-2.3693532943725586,-1.3614834547042847,0.0,1.0,0.0
test,-0.6575931906700134,-0.04257949814200401,-1.7696254253387451,-2.10356068611145,-1.7765960693359375,0.0,0.0,1.0
test,1.6483491659164429,-0.7694546580314636,0.23311181366443634,-1.1913853883743286,-0.489851713180542,1.0,0.0,0.0
test,2.665489912033081,0.6540700197219849,0.23033718764781952,-1.9681568145751953,-1.0039763450622559,0.0,1.0,0.0
test,3.5461862087249756,0.019244154915213585,-0.4748336374759674,-1.1674860715866089,-2.231167793273926,0.0,0.0,1.0
test,1.818908929824829,-0.3025034964084625,0.22497104108333588,-0.9981104135513306,0.13834504783153534,1.0,0.0,0.0
test,0.6924653649330139,-0.2848983108997345,-0.4098438322544098,-2.9080920219421387,-0.5641534924507141,0.0,1.0,0.0
test,-0.39979255199432373,1.8517028093338013,-0.015631038695573807,-0.010439741425216198,1.0172008275985718,0.0,0.0,1.0
test,1.3919975757598877,-0.2113649547100067,-0.7079286575317383,-0.9207388162612915,-1.1819921731948853,1.0,0.0,0.0
test,2.0054738521575928,0.676254391670227,-0.1193380132317543,-1.901097297668457,0.9766823053359985,0.0,1.0,0.0
test,3.038015365600586,2.196284294128418,0.2919253408908844,-1.6048096418380737,-0.9058488011360168,0.0,0.0,1.0
test,0.38389119505882263,-0.37393978238105774,0.08685716986656189,-0.6061474084854126,-0.6691564321517944,1.0,0.0,0.0
test,0.7702596187591553,-0.990090548992157,-0.2889990508556366,-1.3265138864517212,-2.1038382053375244,0.0,1.0,0.0
test,1.9144333600997925,-0.4259170591831207,-0.9578192830085754,0.4044344127178192,1.8873971700668335,0.0,0.0,1.0
test,0.7195974588394165,0.3068237006664276,-0.9438253045082092,-0.9350669384002686,-0.34647226333618164,1.0,0.0,0.0
test,-0.23992645740509033,0.31216996908187866,-0.19667646288871765,-2.058506965637207,-1.3810913562774658,0.0,1.0,0.0
test,1.1156227588653564,0.930854856967926,1.147797703742981,-1.9642375707626343,-2.841468095779419,0.0,0.0,1.0
test,0.9349673986434937,0.2066628485918045,0.14719943702220917,-1.7741706371307373,0.06158287078142166,1.0,0.0,0.0
test,1.4968600273132324,0.010358394123613834,-2.0276787281036377,-1.093696117401123,-0.025444092229008675,0.0,1.0,0.0
test,2.983290910720825,-0.8869845271110535,-0.3549681305885315,1.1106462478637695,-0.9946665167808533,0.0,0.0,1.0
test,1.411628007888794,0.3002946376800537,-0.7559399604797363,-1.629249930381775,-0.22757820785045624,1.0,0.0,0.0
test,-0.2770347595214844,-0.8511714935302734,0.08433012664318085,-0.028136327862739563,-0.8825618028640747,0.0,1.0,0.0
test,2.19084095954895,0.19001272320747375,-0.0696069523692131,-2.091519594192505,2.138733386993408,0.0,0.0,1.0
test,0.5121667385101318,0.6372813582420349,0.029468020424246788,-0.6542956829071045,-0.6691333055496216,1.0,0.0,0.0
test,1.7079957723617554,-1.1807575225830078,-1.2974070310592651,-0.3423565924167633,0.17628729343414307,0.0,1.0,0.0
test,1.360442042350769,-0.13946197926998138,-0.3018959164619446,-3.683454751968384,0.8725059032440186,0.0,0.0,1.0
test,1.383866310119629,0.4598679542541504,0.7118604183197021,-0.8768571019172668,-0.20658303797245026,1.0,0.0,0.0
test,0.907380998134613,0.7856327295303345,1.1251616477966309,-2.3246400356292725,-0.13194970786571503,0.0,1.0,0.0
test,0.8785858154296875,1.863624930381775,-1.3576123714447021,-0.7747311592102051,1.5107885599136353,0.0,0.0,1.0
test,0.42842262983322144,-0.4102059602737427,-0.6139940023422241,-0.9172718524932861,-0.5928147435188293,1.0,0.0,0.0
test,1.4044097661972046,1.3167742490768433,-0.8486236333847046,-2.123047351837158,-1.1362215280532837,0.0,1.0,0.0
test,-0.7210013270378113,0.4123270809650421,-1.4246838092803955,0.6733989715576172,0.39030930399894714,0.0,0.0,1.0
test,1.1322563886642456,0.18777641654014587,-0.3801102340221405,-1.5067470073699951,0.348785936832428,1.0,0.0,0.0
test,0.9909762144088745,1.1769280433654785,-0.18072539567947388,0.2989581823348999,0.4856441915035248,0.0,1.0,0.0
test,1.8383125066757202,-1.8255709409713745,-0.3083125352859497,-1.3693771362304688,1.7756181955337524,0.0,0.0,1.0
test,0.41975000500679016,-0.2346392273902893,-0.13498176634311676,-1.3256326913833618,0.08312699943780899,1.0,0.0,0.0
test,1.1577143669128418,-0.8119893074035645,1.2800767421722412,-0.48901110887527466,0.6011620759963989,0.0,1.0,0.0
test,-1.5760668516159058,-0.11113116890192032,1.0786772966384888,-0.7380847930908203,-0.31287050247192383,0.0,0.0,1.0
test,1.5306042432785034,0.5502234697341919,-0.4161221385002136,-0.3575998842716217,-0.6771335601806641,1.0,0.0,0.0
test,2.9879379272460938,0.30812397599220276,0.17852652072906494,-0.44003522396087646,-0.057079918682575226,0.0,1.0,0.0
test,2.6024951934814453,-1.3206678628921509,1.2740254402160645,-2.57686710357666,-1.3461909294128418,0.0,0.0,1.0
test,1.5362118482589722,-0.567375659942627,-0.38591688871383667,-0.3507237136363983,-0.40730002522468567,1.0,0.0,0.0
test,1.3913449048995972,-1.7963495254516602,-0.5065440535545349,-0.30746984481811523,-0.3556930422782898,0.0,1.0,0.0
test,1.077018141746521,2.38204288482666,0.535803496837616,-2.674916982650757,-0.9194000959396362,0.0,0.0,1.0
test,0.9748152494430542,-0.4937824010848999,-0.7417202591896057,-0.654049813747406,-0.8758896589279175,1.0,0.0,0.0
test,0.9478235840797424,-0.6915424466133118,-0.9479932188987732,0.432354211807251,-1.2688831090927124,0.0,1.0,0.0
test,0.2825004458427429,0.30777212977409363,-0.8718424439430237,0.7243687510490417,-2.5879151821136475,0.0,0.0,1.0
test,0.7805511951446533,0.22390463948249817,-0.6984301805496216,-0.6994397044181824,0.14418146014213562,1.0,0.0,0.0
test,-0.47257527709007263,-0.04364610090851784,-0.034439001232385635,-1.5579280853271484,0.5576426982879639,0.0,1.0,0.0
test,3.680058002471924,1.5873476266860962,-0.0845140665769577,-0.6022942066192627,-0.49946722388267517,0.0,0.0,1.0
test,1.1195306777954102,-0.14083167910575867,-0.5025090575218201,-1.2156274318695068,-1.3390493392944336,1.0,0.0,0.0
test,1.4668622016906738,-0.0025763623416423798,-0.9526950716972351,-0.5972310304641724,-2.1942660808563232,0.0,1.0,0.0
test,2.733625650405884,0.709092915058136,0.07398997992277145,-2.348048210144043,-2.513622283935547,0.0,0.0,1.0
test,0.7721661329269409,0.18016625940799713,-0.9137241840362549,-1.111124873161316,-0.05751151219010353,1.0,0.0,0.0
test,2.8805317878723145,-0.23981215059757233,-0.2885105609893799,-0.05250365287065506,-0.3274623155593872,0.0,1.0,0.0
test,1.536504864692688,0.5828720927238464,0.6297573447227478,-3.159116506576538,-2.299011468887329,0.0,0.0,1.0
test,1.6344387531280518,-0.20988395810127258,-0.5075520277023315,-1.0671606063842773,-1.2064719200134277,1.0,0.0,0.0
test,0.22146417200565338,-0.40763989090919495,-1.794438362121582,-0.9625562429428101,-0.15987738966941833,0.0,1.0,0.0
test,2.959429979324341,-1.1907105445861816,1.055507779121399,0.2974090874195099,0.6564754247665405,0.0,0.0,1.0
test,0.89091557264328,-0.8002297282218933,-0.5757390260696411,-1.054367184638977,-0.250997394323349,1.0,0.0,0.0
test,0.8863978385925293,-0.19144128262996674,1.8589904308319092,-0.8833907246589661,-0.38675060868263245,0.0,1.0,0.0
test,2.4117250442504883,-1.066985011100769,-2.088956117630005,-1.6772338151931763,-1.8332384824752808,0.0,0.0,1.0
test,1.2385305166244507,-0.03781716525554657,-0.7635864019393921,-1.3130275011062622,-1.1427583694458008,1.0,0.0,0.0
test,0.7179310917854309,-0.0006831632344983518,-0.33301883935928345,-0.620668888092041,-2.3549129962921143,0.0,1.0,0.0
test,-0.4713255763053894,0.25056809186935425,1.5705550909042358,0.8418841361999512,-0.284256249666214,0.0,0.0,1.0
test,2.0877315998077393,0.09430653601884842,0.011842980980873108,-1.1968607902526855,-0.7488614320755005,1.0,0.0,0.0
test,1.6825995445251465,0.555121123790741,0.6582090854644775,-0.33660927414894104,1.088435173034668,0.0,1.0,0.0
test,-0.5460940003395081,-1.8638222217559814,-0.8899755477905273,-0.7368267178535461,0.9109670519828796,0.0,0.0,1.0
test,1.576613187789917,0.5064566731452942,0.4561345875263214,-1.2756422758102417,-0.9037403464317322,1.0,0.0,0.0
test,1.5297273397445679,0.3748634159564972,-1.2439435720443726,-2.327138900756836,-1.3019754886627197,0.0,1.0,0.0
test,1.8866788148880005,-0.03704560548067093,1.3996940851211548,-2.369375705718994,-2.546821355819702,0.0,0.0,1.0
test,1.5243042707443237,-0.2603646218776703,0.1717231720685959,-0.3136017322540283,-0.9318280220031738,1.0,0.0,0.0
test,0.6704962849617004,0.28272655606269836,-0.38787099719047546,-2.8884434700012207,-0.7647104263305664,0.0,1.0,0.0
test,-0.5883007049560547,-2.1411304473876953,0.4022095799446106,-2.0070841312408447,-0.22175650298595428,0.0,0.0,1.0
test,1.6555709838867188,-0.13234075903892517,0.675713837146759,-1.0798850059509277,-0.8002225160598755,1.0,0.0,0.0
test,2.654552698135376,0.10118454694747925,0.8606425523757935,-1.7437316179275513,-0.9964990615844727,0.0,1.0,0.0
