split,feature_0,feature_1,feature_2,feature_3,feature_4,class_0,class_1,class_2,class_3,class_4,class_5,class_6
train,-0.3982829451560974,-0.9129116535186768,3.7049496173858643,-2.557966709136963,-4.527115345001221,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-3.656224012374878,3.5441205501556396,4.478455543518066,-1.7428077459335327,-1.5996689796447754,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-4.758491039276123,-2.0214834213256836,-0.8270059823989868,0.8456090688705444,-1.1277830600738525,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.6358323097229004,0.4366658926010132,1.5643481016159058,0.017475906759500504,-2.189431667327881,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.9422711730003357,2.3608763217926025,2.7996296882629395,0.891118586063385,-2.6592354774475098,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.701148509979248,0.2027355432510376,1.3786202669143677,-1.713824987411499,0.1256265491247177,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,3.424004077911377,3.0290353298187256,3.8367221355438232,-0.4463562071323395,-2.7578694820404053,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,0.5035072565078735,2.9529495239257812,4.571661472320557,3.0028467178344727,0.29884853959083557,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.2920124530792236,5.052135467529297,4.489139080047607,0.15202076733112335,1.2714862823486328,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,5.3215556144714355,4.597597599029541,4.261200428009033,-3.235781192779541,-2.0746350288391113,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.7325891256332397,0.7663851380348206,1.5356671810150146,0.8094213008880615,-1.678923487663269,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.8964571952819824,1.458045482635498,1.9621293544769287,-1.2170042991638184,-0.7861312627792358,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.31594687700271606,2.0560226440429688,0.3647831976413727,-1.3953932523727417,-3.7821176052093506,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-1.2106664180755615,-0.9933282136917114,-0.8432080149650574,0.4586022198200226,-1.132669448852539,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,3.0512280464172363,4.653563499450684,1.7895410060882568,-2.96622371673584,-1.7133831977844238,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,0.1919914186000824,4.433842182159424,1.668384313583374,-5.084929943084717,-1.4306669235229492,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.747686505317688,0.8179237246513367,8.388555526733398,-1.3010631799697876,-2.5934956073760986,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.490090250968933,1.8484548330307007,1.8290107250213623,-0.3547879755496979,-1.6005885601043701,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.4276720881462097,1.0572810173034668,1.1361645460128784,-1.576214075088501,-0.7914187908172607,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.709804892539978,2.0143871307373047,-0.8172269463539124,-0.3266187906265259,-0.4640459418296814,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.8386348485946655,0.5079477429389954,-1.0551961660385132,-0.879479169845581,-0.9826077222824097,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.4716347455978394,-1.1169803142547607,2.6347763538360596,-2.520524024963379,0.6860381960868835,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,3.8980045318603516,4.116954326629639,4.1272873878479,-1.3589515686035156,-5.021231651306152,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,2.8631439208984375,-2.725295066833496,3.2703704833984375,-4.803770542144775,-0.43925386667251587,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.154950737953186,1.9186146259307861,1.383568525314331,0.6858517527580261,-2.05065655708313,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.3519219160079956,-0.027257053181529045,1.0416165590286255,-0.41254687309265137,-1.2352561950683594,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.7740792036056519,1.5510529279708862,3.3649637699127197,-1.4123328924179077,-3.751552104949951,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.3065001964569092,1.1632139682769775,0.7852267622947693,-2.341801881790161,1.1123871803283691,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,3.2174909114837646,0.18485471606254578,-1.3345035314559937,2.5581984519958496,-3.4718925952911377,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.2461624145507812,-2.323087215423584,4.55296516418457,-2.9879302978515625,0.2725316882133484,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.8820347785949707,5.932306289672852,0.6145644187927246,-3.5435092449188232,-2.849780559539795,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.3295115828514099,1.1878756284713745,2.1751081943511963,0.5265098214149475,-2.213716506958008,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.5325641632080078,-0.012512331828474998,1.2693454027175903,0.5483407378196716,-1.633268117904663,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.7587096691131592,0.5696528553962708,-0.22092211246490479,-1.4325774908065796,-3.2639241218566895,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.6850494146347046,0.09693751484155655,4.997797966003418,0.2958037555217743,-0.19610686600208282,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.390699863433838,2.1054229736328125,2.2605016231536865,1.4832273721694946,1.6123149394989014,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.5721850395202637,-0.7430216670036316,-0.6541233062744141,-1.479386806488037,3.112841844558716,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,1.024933934211731,4.408285140991211,-4.367799282073975,0.4287603199481964,0.20184843242168427,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.9139350056648254,1.3391072750091553,1.3903530836105347,-0.5540044903755188,-2.608232021331787,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.6483702659606934,1.982060194015503,1.6338303089141846,0.09122296422719955,-2.132075071334839,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,2.6118202209472656,2.4338653087615967,3.438823938369751,-0.4506283402442932,-0.9303992986679077,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,3.916869878768921,-0.5812824964523315,3.1191110610961914,0.13237176835536957,-1.8983650207519531,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.7744311094284058,4.09429931640625,2.113579511642456,-2.089893102645874,0.6826350688934326,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,2.634779691696167,2.555204391479492,-0.7789187431335449,0.7385490536689758,-6.823309898376465,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,6.536945819854736,0.5770480036735535,2.8078773021698,-3.107700824737549,0.16773810982704163,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.5814700126647949,1.7325769662857056,1.6466926336288452,0.870058536529541,-1.5287595987319946,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.827168583869934,1.2946287393569946,2.035278081893921,-1.2608983516693115,-2.8474271297454834,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.07700273394584656,2.136106014251709,3.6656746864318848,-0.21671731770038605,-0.01767410896718502,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.3075599670410156,4.790635108947754,0.766919732093811,1.8129996061325073,-1.653063178062439,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.948772668838501,2.5889320373535156,-2.189905881881714,0.44314682483673096,-0.5304649472236633,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,2.6848905086517334,-1.6638227701187134,2.8417928218841553,-3.456538677215576,1.2769635915756226,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.36780259013175964,-3.263944149017334,1.5561583042144775,4.562076091766357,0.5641263127326965,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2367103099822998,1.3341165781021118,2.286240339279175,-0.47393524646759033,-1.6023894548416138,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.429612934589386,1.1649906635284424,0.20410187542438507,0.8291006088256836,-2.957402467727661,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.3585765361785889,-0.09108100831508636,1.7160519361495972,-0.9412570595741272,-3.008338689804077,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.9526786208152771,0.4590672254562378,-1.828386664390564,-0.2465488761663437,-2.547773599624634,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5498512983322144,1.2274340391159058,-0.04251294210553169,4.199428081512451,0.37130627036094666,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.38326796889305115,2.799123764038086,0.46161824464797974,1.0850499868392944,-7.3137006759643555,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.321610689163208,5.392273426055908,6.6179118156433105,-2.1394546031951904,-1.2969462871551514,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0045267343521118,1.1122031211853027,1.0467184782028198,0.785882830619812,-1.7025296688079834,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9023109674453735,0.19654174149036407,0.7125888466835022,0.05563388019800186,-1.0197404623031616,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.335449695587158,-0.5515878796577454,-0.12403477728366852,0.15456610918045044,-1.6818244457244873,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.0811694860458374,1.5514158010482788,5.055547714233398,-1.7325375080108643,-0.9709288477897644,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7198742628097534,0.5406035780906677,1.8004387617111206,4.842808723449707,-1.503796935081482,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.370180606842041,-0.20094197988510132,4.7278547286987305,-0.9804002046585083,-3.0741915702819824,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.0695621967315674,-4.116846084594727,-0.54985111951828,-3.4610435962677,-2.697194814682007,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0792757272720337,2.0886270999908447,1.7389671802520752,0.32290634512901306,-2.321002244949341,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5230555534362793,2.39487886428833,1.873026728630066,-1.0109292268753052,-1.5258201360702515,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1284629106521606,1.3400789499282837,1.2634658813476562,-1.237526535987854,0.8641384243965149,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7662956714630127,-1.3185371160507202,3.4979302883148193,0.3661540448665619,-4.066232681274414,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.3796160221099854,2.9317150115966797,3.9774296283721924,3.5787785053253174,-3.0440638065338135,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.7677435874938965,2.7109217643737793,-1.1253314018249512,3.8318309783935547,1.6854968070983887,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.7072641849517822,1.619459867477417,-3.556689500808716,-3.0938620567321777,-0.9554042816162109,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.0912289172410965,0.7956399917602539,1.718985915184021,-0.38160833716392517,-2.0165579319000244,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.10806427150964737,2.521036148071289,1.4047292470932007,-0.8082264065742493,-0.6023615002632141,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.05010548606514931,0.7191886305809021,0.103949174284935,2.2818825244903564,-2.596510410308838,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0431677103042603,2.806817054748535,-0.6340202689170837,-0.848431408405304,-4.042104244232178,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.196643352508545,3.470284938812256,4.480836868286133,-2.0278756618499756,-3.2595043182373047,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.9191802740097046,-3.288555383682251,-0.6613643169403076,0.995577335357666,-0.7297155261039734,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.907007932662964,-0.12006879597902298,2.465595245361328,-5.932432651519775,-2.7468175888061523,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8586971163749695,1.3730881214141846,1.6424022912979126,-0.5181771516799927,-0.9814258217811584,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.416190266609192,2.1136364936828613,-0.1493956744670868,0.14960923790931702,-1.7050886154174805,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.960184335708618,2.9921481609344482,1.8456578254699707,-0.9141742587089539,-1.033843755722046,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.0563535690307617,4.702160835266113,1.9181550741195679,2.088740825653076,-2.3746683597564697,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.3159816265106201,3.5770437717437744,2.750277042388916,1.9382339715957642,-5.6548895835876465,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.7103475332260132,3.9650604724884033,6.534435749053955,1.1992508172988892,-0.8140265941619873,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.9837530851364136,4.29909086227417,-0.9117732644081116,-4.561361312866211,1.6038553714752197,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.099753975868225,1.0968775749206543,0.9052948951721191,0.005244129337370396,-1.2069666385650635,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5745851993560791,1.5891003608703613,1.0413517951965332,0.3358120620250702,-3.134411334991455,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.35542458295822144,0.5461550951004028,3.2559468746185303,1.489734172821045,-3.261232376098633,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.7201404571533203,2.9817419052124023,-1.4873995780944824,1.472291350364685,-2.792365550994873,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.422969341278076,1.310404658317566,0.5378577709197998,1.0396130084991455,1.7329940795898438,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.737470269203186,3.514009952545166,-1.9681901931762695,2.399925947189331,1.4634569883346558,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.88399600982666,3.9138638973236084,2.2962660789489746,-4.682158946990967,-3.552380323410034,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4755861163139343,1.142513394355774,1.3763762712478638,-0.8855815529823303,-1.7191264629364014,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0741533041000366,0.5869103074073792,1.3554766178131104,1.0281283855438232,-0.32109859585762024,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.1633698046207428,-0.10121317207813263,1.2327123880386353,-0.8729932308197021,-4.075188636779785,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.5240089893341064,3.971461057662964,3.815558433532715,-0.7941278219223022,-1.1550596952438354,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.688699722290039,1.3144344091415405,0.4305625855922699,3.2314341068267822,-4.932816505432129,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.511324167251587,1.498436450958252,0.5205463171005249,3.957736015319824,-0.855668842792511,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.971022129058838,3.629865884780884,-1.2815195322036743,-3.4536349773406982,0.6334757804870605,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.644271731376648,1.620631217956543,1.540804386138916,-0.4034508466720581,-1.8431671857833862,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6862847805023193,0.8493173122406006,2.0537683963775635,-1.856189250946045,-1.891450047492981,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5985332727432251,0.7078683972358704,1.9675846099853516,2.33410906791687,-2.898630142211914,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.3513526916503906,0.9363080859184265,2.367912530899048,-0.5115843415260315,-4.086249828338623,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.3323198556900024,0.4686395227909088,4.967248916625977,-2.3835108280181885,-0.2321617752313614,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.285496234893799,2.2377634048461914,4.884188175201416,4.258670806884766,-1.792304277420044,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.114333987236023,-3.4597537517547607,-1.0222848653793335,-1.2177176475524902,2.3532261848449707,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5964457988739014,0.7664652466773987,1.2505689859390259,0.7275795936584473,-1.9033666849136353,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.243464708328247,1.1206566095352173,1.9823293685913086,-1.193644642829895,-0.3706349730491638,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.8438711166381836,2.585988759994507,1.6328257322311401,-0.5370196104049683,-3.524801254272461,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.4004709720611572,0.24594303965568542,-0.1329212486743927,-2.179849863052368,-1.4480459690093994,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.3831440210342407,4.912981986999512,3.065091371536255,0.32110631465911865,1.2895489931106567,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,5.870537281036377,2.9961540699005127,0.08458937704563141,-0.8881760239601135,-3.8979721069335938,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,7.586493968963623,0.6449535489082336,0.6453356742858887,0.5560008883476257,-0.8363597393035889,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.0011573353549465537,1.6603494882583618,1.128121256828308,0.3197627365589142,-1.7233951091766357,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6777938604354858,1.3331795930862427,2.4358580112457275,-1.6640690565109253,-1.1630405187606812,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.4178982973098755,-0.09711722284555435,1.226506233215332,-1.8924546241760254,-3.4679691791534424,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.536604642868042,0.8198952078819275,1.7812190055847168,-3.525550365447998,-3.0051681995391846,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.995621919631958,1.8831340074539185,2.235402822494507,1.2439582347869873,-1.849523663520813,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.7686717510223389,3.46470308303833,-0.20537561178207397,5.2443695068359375,-2.040219306945801,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.325656414031982,1.2703741788864136,3.0234453678131104,2.605455160140991,-3.5387604236602783,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9973519444465637,1.7151926755905151,2.471450090408325,-0.03646637499332428,-1.9673128128051758,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.02635265700519085,1.6892110109329224,2.4869134426116943,-0.43978235125541687,-3.30670166015625,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5160120129585266,1.7558923959732056,2.9399421215057373,-1.9071332216262817,-0.5495513677597046,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.6870549917221069,0.3809831440448761,4.599486827850342,0.802742600440979,0.48123177886009216,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.6262688636779785,0.23929356038570404,-2.191028594970703,-2.459265947341919,-1.7887145280838013,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.3574138879776,-2.1319403648376465,2.211859703063965,4.80670166015625,-1.431244969367981,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.7981548309326172,-1.3724812269210815,0.871090292930603,-1.1150963306427002,4.286994934082031,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0446927547454834,2.09438157081604,1.6131174564361572,-0.6006362438201904,-1.8443795442581177,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1133885383605957,1.6371928453445435,2.939389944076538,-0.4845943748950958,-2.00034761428833,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.6336958408355713,1.003731369972229,2.4919521808624268,-1.6431858539581299,0.3141619861125946,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.3086366653442383,3.256237030029297,-0.4387664198875427,-0.9577380418777466,-4.061619758605957,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.325034260749817,1.252798318862915,-1.517777681350708,2.7963898181915283,-4.535470962524414,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.679850161075592,1.8297702074050903,-1.6166810989379883,4.855196475982666,-1.6637983322143555,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.23649783432483673,5.13581657409668,-0.10842050611972809,5.5641703605651855,-1.5962780714035034,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.11782611906528473,0.7176083326339722,1.4204323291778564,0.06365738064050674,-2.1828932762145996,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.313980370759964,2.1405086517333984,0.3509657680988312,0.40808185935020447,-0.5922282338142395,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.3281805515289307,1.368801474571228,1.2014602422714233,1.4362146854400635,-3.9262850284576416,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.13287308812141418,3.0305378437042236,-0.47270268201828003,1.0287374258041382,0.8502515554428101,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.407914400100708,-1.8057737350463867,3.5048725605010986,2.5798864364624023,-3.6421117782592773,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.6515750885009766,3.653550148010254,5.6356730461120605,2.212146520614624,0.05934353545308113,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.379761219024658,-2.810807228088379,2.2173221111297607,3.824629306793213,-4.421038627624512,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2734079360961914,0.8294734954833984,1.3280924558639526,-0.5822964310646057,-1.5814446210861206,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.5450133085250854,0.6830676794052124,3.1498734951019287,0.5956063270568848,-1.4285738468170166,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.04963292181491852,-0.8249529004096985,0.9870763421058655,0.04054958373308182,0.014833899214863777,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.5898869037628174,2.531802177429199,0.013189625926315784,-0.62684565782547,-3.780271291732788,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.070418357849121,0.8861597776412964,4.6004815101623535,-2.166954755783081,-2.013601541519165,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.2209382057189941,5.099571228027344,5.8515191078186035,1.8916079998016357,-1.7538166046142578,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.702680587768555,5.658952713012695,5.237414360046387,-1.1885626316070557,-2.2987093925476074,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3595924377441406,1.9799658060073853,1.49336838722229,0.1613176465034485,-1.3282485008239746,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.024531126022339,1.0274471044540405,0.5990732312202454,0.14609363675117493,-2.986895799636841,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.2219361513853073,0.024604497477412224,0.35586076974868774,0.9573011994361877,0.14201201498508453,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.7596480846405029,2.0995473861694336,2.067382574081421,-1.447165846824646,1.4513968229293823,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.577101707458496,3.246480941772461,-0.34324732422828674,-3.3252878189086914,-0.8088442087173462,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.3128926753997803,0.3883197605609894,2.7251243591308594,0.5365424156188965,2.2723729610443115,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.289373517036438,-1.0418620109558105,-4.463853359222412,0.044660575687885284,0.725834310054779,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8654837012290955,1.1620198488235474,2.407871723175049,-0.07463333010673523,-2.3289198875427246,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6397272348403931,2.1174917221069336,0.9821426272392273,-0.14671452343463898,-0.8059548139572144,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.62394118309021,2.510305881500244,-0.7292633652687073,-0.597747802734375,-1.8316622972488403,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.6635655164718628,2.2864573001861572,3.6177284717559814,2.063326358795166,0.6284831762313843,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.8635841608047485,4.292062759399414,1.1387648582458496,-0.9362631440162659,1.7268075942993164,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.167351484298706,2.7392711639404297,0.7100735902786255,3.2035512924194336,2.5828568935394287,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.018324375152588,-0.2160627841949463,0.23937319219112396,4.325862884521484,1.6084791421890259,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2999598979949951,1.3219243288040161,1.3389464616775513,0.8540306091308594,-1.9266959428787231,1.0,0.0,0.0,0.0,0.0,0.0,0.0
