split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1,class_2,class_3,class_4
test,0.3354473412036896,-0.854435920715332,1.4113184213638306,1.6125984191894531,0.05215311050415039,-0.14571070671081543,0.0,0.0,1.0,0.0,0.0
test,2.101076364517212,-3.9430439472198486,-0.07708820700645447,-0.511267364025116,-3.117072343826294,-1.2823542356491089,0.0,0.0,0.0,1.0,0.0
test,-0.5366497039794922,-1.8166742324829102,-4.414141654968262,-2.0802268981933594,-1.6261131763458252,1.81352698802948,0.0,0.0,0.0,0.0,1.0
test,0.21135617792606354,-1.5080366134643555,-0.6259305477142334,0.04213036596775055,-0.9408417344093323,0.6619918942451477,1.0,0.0,0.0,0.0,0.0
test,2.204927444458008,-2.7727057933807373,-0.5352519750595093,-0.3756030201911926,0.05519253388047218,0.7244259119033813,0.0,1.0,0.0,0.0,0.0
test,1.07981276512146,-2.815110206604004,-0.633695662021637,0.1770610511302948,-2.940316915512085,2.0989761352539062,0.0,0.0,1.0,0.0,0.0
test,2.40132474899292,-0.07974317669868469,0.371692955493927,-2.5857059955596924,0.2093624770641327,2.6937057971954346,0.0,0.0,0.0,1.0,0.0
test,-2.882236957550049,-1.6485061645507812,-3.5650103092193604,0.07345748692750931,-0.7395095229148865,0.4168911874294281,0.0,0.0,0.0,0.0,1.0
test,0.5055003762245178,-1.6654374599456787,0.31093963980674744,-0.3176426589488983,-0.9872741103172302,1.4616963863372803,1.0,0.0,0.0,0.0,0.0
test,0.0405602790415287,-1.1600453853607178,1.4421769380569458,0.03173816576600075,-0.02785581164062023,0.978491485118866,0.0,1.0,0.0,0.0,0.0
test,0.7565086483955383,-1.989201307296753,1.4964592456817627,-2.40210223197937,-1.473591923713684,-0.8460357189178467,0.0,0.0,1.0,0.0,0.0
test,1.1843351125717163,-3.223196029663086,-1.1013596057891846,1.7790166139602661,-3.115443229675293,1.9927579164505005,0.0,0.0,0.0,1.0,0.0
test,-0.3541218042373657,-1.0539968013763428,0.7740723490715027,-3.650709390640259,2.8632595539093018,0.3712253272533417,0.0,0.0,0.0,0.0,1.0
test,0.20058685541152954,-2.1860854625701904,-0.6554081439971924,-0.07722094655036926,-0.6024813055992126,0.18819916248321533,1.0,0.0,0.0,0.0,0.0
test,0.7866621017456055,-2.467170000076294,1.1379742622375488,-1.1321051120758057,0.6527409553527832,0.5017472505569458,0.0,1.0,0.0,0.0,0.0
test,0.7731314301490784,-0.47330498695373535,-1.2143886089324951,0.5937010049819946,-1.3432055711746216,-1.3442696332931519,0.0,0.0,1.0,0.0,0.0
test,-0.6033220887184143,0.9934089779853821,0.5236475467681885,1.6738625764846802,0.2748123109340668,0.9731631278991699,0.0,0.0,0.0,1.0,0.0
test,2.749260902404785,-2.594148635864258,0.0678439661860466,-4.720712184906006,0.12008348852396011,1.8842717409133911,0.0,0.0,0.0,0.0,1.0
test,0.7976499199867249,-2.2660090923309326,-0.5647451877593994,-0.1361370086669922,-1.1891536712646484,1.1118676662445068,1.0,0.0,0.0,0.0,0.0
test,0.1967003047466278,-1.6978397369384766,-0.25226151943206787,0.1553066223859787,0.7232839465141296,1.814700961112976,0.0,1.0,0.0,0.0,0.0
test,1.3340380191802979,-1.2738378047943115,1.529354453086853,-1.7441295385360718,-1.9802974462509155,2.1648268699645996,0.0,0.0,1.0,0.0,0.0
test,0.4487559199333191,-3.540048599243164,1.8359936475753784,-0.2570091485977173,-1.9107691049575806,3.4977731704711914,0.0,0.0,0.0,1.0,0.0
test,-2.4685821533203125,0.14238575100898743,-1.8775418996810913,-1.6614370346069336,1.242287516593933,2.348851442337036,0.0,0.0,0.0,0.0,1.0
test,1.159438967704773,-2.474165678024292,-0.4932189881801605,-0.1930546909570694,-0.3912949860095978,0.4344530999660492,1.0,0.0,0.0,0.0,0.0
test,0.20443138480186462,-1.251759648323059,-0.559406578540802,-1.7575703859329224,0.5180835127830505,0.3056804835796356,0.0,1.0,0.0,0.0,0.0
test,1.8973400592803955,0.33024486899375916,0.4962506592273712,-1.2129099369049072,-2.08373003260931e-05,-0.3905760943889618,0.0,0.0,1.0,0.0,0.0
test,-1.3388912677764893,-0.24535319209098816,0.30966100096702576,1.9962764978408813,0.8513318300247192,1.4742339849472046,0.0,0.0,0.0,1.0,0.0
test,-1.5755224227905273,-2.8297476768493652,3.9179344177246094,0.03735264390707016,-1.8960250616073608,-0.6156758069992065,0.0,0.0,0.0,0.0,1.0
test,0.20368008315563202,-1.5955954790115356,-0.180894672870636,-0.04185826703906059,0.02124454453587532,0.5314760208129883,1.0,0.0,0.0,0.0,0.0
test,0.7901888489723206,-1.795054316520691,-0.5690631866455078,-0.36299365758895874,0.16436587274074554,2.381213426589966,0.0,1.0,0.0,0.0,0.0
test,-0.6118961572647095,-0.867294430732727,0.8827097415924072,-2.4097142219543457,-1.8048309087753296,-0.07156840711832047,0.0,0.0,1.0,0.0,0.0
test,2.3181986808776855,-2.4453132152557373,-0.39099371433258057,2.2200891971588135,1.6362531185150146,0.8494656682014465,0.0,0.0,0.0,1.0,0.0
test,-2.178724765777588,-2.3632354736328125,2.1906182765960693,1.268172025680542,-1.802423119544983,-2.070714235305786,0.0,0.0,0.0,0.0,1.0
test,0.6233182549476624,-1.6120284795761108,-0.8106591701507568,-0.24823476374149323,-1.0258291959762573,0.22449737787246704,1.0,0.0,0.0,0.0,0.0
test,-0.4822809100151062,-1.677831768989563,0.21987052261829376,0.34585830569267273,-1.4856531620025635,-0.4727647006511688,0.0,1.0,0.0,0.0,0.0
test,0.22789396345615387,-0.822841465473175,1.4509789943695068,1.3265491724014282,0.16408264636993408,1.8036185503005981,0.0,0.0,1.0,0.0,0.0
test,1.7778609991073608,0.06839056313037872,-1.213211178779602,-1.5095053911209106,-2.630199670791626,-1.4990288019180298,0.0,0.0,0.0,1.0,0.0
test,-0.35644376277923584,2.24103045463562,-0.43654242157936096,2.025500535964966,-1.2561535835266113,0.6846948266029358,0.0,0.0,0.0,0.0,1.0
test,0.385286808013916,-1.6475452184677124,-0.5789719223976135,-0.564844012260437,-0.4709661900997162,1.4052441120147705,1.0,0.0,0.0,0.0,0.0
test,1.471702218055725,-2.0487916469573975,0.3876643776893616,-1.2447519302368164,0.8983815908432007,0.7664110660552979,0.0,1.0,0.0,0.0,0.0
test,-0.16424627602100372,-1.6865445375442505,0.9578374028205872,2.1451053619384766,-0.2125803381204605,0.9391350746154785,0.0,0.0,1.0,0.0,0.0
test,2.563666582107544,-2.7557411193847656,2.3471519947052,-1.392103672027588,1.3636947870254517,-0.19661177694797516,0.0,0.0,0.0,1.0,0.0
test,-1.7547107934951782,-0.8714379072189331,3.2233283519744873,-0.46808552742004395,-0.9765897989273071,3.35459303855896,0.0,0.0,0.0,0.0,1.0
test,0.3079175651073456,-2.351313352584839,0.07014515995979309,-0.9049165844917297,-0.31779056787490845,1.269662618637085,1.0,0.0,0.0,0.0,0.0
test,-0.8575226664543152,-2.7433385848999023,-1.0248085260391235,-0.19377616047859192,-0.9440720081329346,0.5284432172775269,0.0,1.0,0.0,0.0,0.0
test,-0.5748895406723022,-2.2012887001037598,0.939173698425293,-0.0398312583565712,-0.01328717265278101,-1.7536967992782593,0.0,0.0,1.0,0.0,0.0
test,-1.571898341178894,0.33452242612838745,0.9717327356338501,1.3262535333633423,-0.884215772151947,-0.6435307860374451,0.0,0.0,0.0,1.0,0.0
test,3.0874459743499756,-3.712801218032837,-2.5125935077667236,-0.10398586094379425,-3.6349539756774902,-0.2672346532344818,0.0,0.0,0.0,0.0,1.0
test,1.15388822555542,-2.587332010269165,0.15570436418056488,-0.10650825500488281,-0.8933525085449219,0.782280445098877,1.0,0.0,0.0,0.0,0.0
test,0.13494764268398285,-1.9169925451278687,0.5413155555725098,-1.681233286857605,-1.9298256635665894,1.288142204284668,0.0,1.0,0.0,0.0,0.0
test,-1.3266136646270752,-3.1883158683776855,0.9369121789932251,-1.1337069272994995,0.7628412246704102,0.8192672729492188,0.0,0.0,1.0,0.0,0.0
test,3.0375638008117676,-1.4015215635299683,-2.750349521636963,-1.650522232055664,-0.33085817098617554,1.7976919412612915,0.0,0.0,0.0,1.0,0.0
test,-1.8903088569641113,-1.653003454208374,-2.3878073692321777,-3.116398811340332,-3.188488006591797,0.4787479639053345,0.0,0.0,0.0,0.0,1.0
test,0.18830548226833344,-2.24992299079895,-0.1992546021938324,-0.6094914078712463,-1.3456803560256958,0.1930576115846634,1.0,0.0,0.0,0.0,0.0
test,1.0652304887771606,-3.5272035598754883,-0.43496277928352356,-1.1063878536224365,-0.7151764035224915,1.476622462272644,0.0,1.0,0.0,0.0,0.0
test,0.9046095609664917,-3.3294553756713867,-0.6992235779762268,-0.5840542912483215,-0.3705347180366516,3.1839234828948975,0.0,0.0,1.0,0.0,0.0
test,0.3191787302494049,-3.477428913116455,0.3563895523548126,2.2672605514526367,-1.5957733392715454,2.8420748710632324,0.0,0.0,0.0,1.0,0.0
test,0.7401655316352844,-3.435858726501465,2.0154786109924316,1.1362632513046265,-4.605298042297363,0.1815451830625534,0.0,0.0,0.0,0.0,1.0
test,1.2639812231063843,-1.7687506675720215,0.5260124802589417,-0.705130934715271,-0.391422301530838,0.3420453667640686,1.0,0.0,0.0,0.0,0.0
test,-0.12093882262706757,-2.0640199184417725,0.34464454650878906,-1.5143451690673828,-0.4165942668914795,-0.8056765198707581,0.0,1.0,0.0,0.0,0.0
test,-1.6267997026443481,-2.4891042709350586,-1.7152831554412842,-0.13163183629512787,-0.2845182418823242,-0.10477502644062042,0.0,0.0,1.0,0.0,0.0
test,-2.6092350482940674,-2.5830445289611816,-0.2884189188480377,0.831549346446991,1.0761775970458984,0.24656693637371063,0.0,0.0,0.0,1.0,0.0
test,-1.1711469888687134,0.9067562222480774,-1.7585362195968628,-0.44990256428718567,-3.5966970920562744,-0.9168393015861511,0.0,0.0,0.0,0.0,1.0
test,0.45128580927848816,-2.492352247238159,-0.3679177761077881,-0.6026641130447388,-0.47193336486816406,1.3480584621429443,1.0,0.0,0.0,0.0,0.0
test,1.0258585214614868,-1.691034197807312,-0.07263141125440598,0.7822834849357605,-2.1421329975128174,0.8138799667358398,0.0,1.0,0.0,0.0,0.0
test,0.17619095742702484,-1.2801599502563477,0.8167079091072083,1.0063436031341553,-1.1596786975860596,-1.6120100021362305,0.0,0.0,1.0,0.0,0.0
test,-0.13230037689208984,-0.9939562082290649,-1.6922208070755005,-1.5893079042434692,-2.3038108348846436,3.501049518585205,0.0,0.0,0.0,1.0,0.0
test,1.5277254581451416,-3.3217127323150635,-2.672945976257324,-3.7591166496276855,-2.102358341217041,-0.9995616674423218,0.0,0.0,0.0,0.0,1.0
test,0.6276427507400513,-2.0661399364471436,0.27543017268180847,-1.329240083694458,-1.0611563920974731,0.7551661133766174,1.0,0.0,0.0,0.0,0.0
test,1.1159508228302002,-1.5956001281738281,0.8553288578987122,-1.1700787544250488,-2.199068307876587,0.45411333441734314,0.0,1.0,0.0,0.0,0.0
test,0.5402440428733826,-3.446326971054077,-1.7551532983779907,-1.6051793098449707,-1.2931551933288574,-0.8207399845123291,0.0,0.0,1.0,0.0,0.0
test,-0.05406803637742996,0.41444236040115356,-1.7133067846298218,2.0528831481933594,-0.8582352995872498,1.6141104698181152,0.0,0.0,0.0,1.0,0.0
test,1.8275136947631836,-4.114116668701172,-3.7230420112609863,-0.7927162051200867,1.5737892389297485,1.0960344076156616,0.0,0.0,0.0,0.0,1.0
test,0.763474702835083,-1.5525860786437988,0.48812365531921387,-0.4576435089111328,-1.1292697191238403,0.07039336115121841,1.0,0.0,0.0,0.0,0.0
test,1.701692819595337,-1.050365924835205,1.0446391105651855,0.3619948923587799,-0.7374969720840454,1.0257326364517212,0.0,1.0,0.0,0.0,0.0
test,1.0742759704589844,0.1958780735731125,-0.9729859828948975,-1.5166786909103394,-0.14799560606479645,2.1487152576446533,0.0,0.0,1.0,0.0,0.0
test,0.7264257669448853,-4.011580467224121,-2.5185911655426025,-2.0998547077178955,-0.6038826107978821,2.3809404373168945,0.0,0.0,0.0,1.0,0.0
test,1.760818600654602,-2.285463571548462,0.7630041241645813,-4.189356803894043,2.3569445610046387,0.7744594812393188,0.0,0.0,0.0,0.0,1.0
test,0.5586469769477844,-1.7626923322677612,0.4404425024986267,-0.2726420760154724,-1.4380830526351929,0.3588997721672058,1.0,0.0,0.0,0.0,0.0
test,1.2008439302444458,-0.3914183974266052,-0.9971356987953186,-0.9971287846565247,-1.1637431383132935,0.4843977093696594,0.0,1.0,0.0,0.0,0.0
test,1.0768487453460693,-2.028930902481079,0.6509901285171509,-0.9750084280967712,-0.8789840340614319,-2.174158811569214,0.0,0.0,1.0,0.0,0.0
test,-1.5362732410430908,-0.9197353720664978,-0.8710674047470093,-2.6396281719207764,0.9151183366775513,2.248180627822876,0.0,0.0,0.0,1.0,0.0
test,2.18882155418396,-1.448552131652832,2.7111496925354004,0.15284325182437897,-1.828429102897644,-2.9361252784729004,0.0,0.0,0.0,0.0,1.0
test,-0.03260619938373566,-2.0715904235839844,-0.2529144287109375,-0.9407193064689636,-0.5445043444633484,0.12188573181629181,1.0,0.0,0.0,0.0,0.0
test,-0.9106316566467285,-1.7429695129394531,0.7079865336418152,0.4641789495944977,-0.9481076002120972,0.6196123957633972,0.0,1.0,0.0,0.0,0.0
test,0.1320813000202179,0.6271540522575378,0.7187727093696594,-0.5199023485183716,-1.2256661653518677,1.8378868103027344,0.0,0.0,1.0,0.0,0.0
test,-1.3767874240875244,0.5671010613441467,0.5017388463020325,-0.8615893125534058,1.0406150817871094,-0.9054922461509705,0.0,0.0,0.0,1.0,0.0
test,1.5498965978622437,0.48627713322639465,-1.8655086755752563,-1.1744886636734009,2.202648401260376,3.1907663345336914,0.0,0.0,0.0,0.0,1.0
test,-0.21660995483398438,-1.6970690488815308,-0.23922552168369293,-0.3648279905319214,-0.46649712324142456,0.2684069275856018,1.0,0.0,0.0,0.0,0.0
test,1.3275796175003052,-2.1212539672851562,-1.7313430309295654,-0.7758744359016418,-1.4295426607131958,0.9101925492286682,0.0,1.0,0.0,0.0,0.0
test,-1.6656649112701416,-1.652575969696045,-0.2532028555870056,-2.161644458770752,-1.226191520690918,-0.0860893577337265,0.0,0.0,1.0,0.0,0.0
test,-0.09464161098003387,-0.9733548164367676,-3.1749253273010254,-1.1145756244659424,-1.6186012029647827,-1.2688733339309692,0.0,0.0,0.0,1.0,0.0
test,-0.8229413032531738,1.0201579332351685,-1.1029462814331055,-2.129981517791748,-2.7106032371520996,3.1912670135498047,0.0,0.0,0.0,0.0,1.0
test,0.9608519077301025,-2.2244889736175537,-0.5136880278587341,-0.6077542901039124,-1.343819499015808,0.2815796434879303,1.0,0.0,0.0,0.0,0.0
test,-0.11128995567560196,-2.1731021404266357,-0.028487298637628555,-1.7072248458862305,0.6936724781990051,0.8029994368553162,0.0,1.0,0.0,0.0,0.0
test,1.6507920026779175,-2.0092997550964355,-0.6032053828239441,-1.5339902639389038,-3.1375300884246826,-0.07817012071609497,0.0,0.0,1.0,0.0,0.0
test,0.19783978164196014,-4.66636323928833,1.7359641790390015,-1.1156929731369019,1.1336151361465454,-0.4731023907661438,0.0,0.0,0.0,1.0,0.0
test,0.4655715823173523,-3.9571712017059326,-4.5660576820373535,-0.10941701382398605,-0.09449128061532974,0.9236581921577454,0.0,0.0,0.0,0.0,1.0
test,1.3576905727386475,-1.4519286155700684,-0.41710132360458374,-0.6650716066360474,-0.7654542326927185,0.32651832699775696,1.0,0.0,0.0,0.0,0.0
test,0.9607188105583191,-2.7715747356414795,-0.7527308464050293,-1.1556466817855835,-1.560482382774353,-0.5561866164207458,0.0,1.0,0.0,0.0,0.0
test,2.533501386642456,-1.509675145149231,-2.2882497310638428,-0.4721600413322449,-0.13220620155334473,0.5925790667533875,0.0,0.0,1.0,0.0,0.0
test,1.1200095415115356,-3.0485663414001465,2.0980660915374756,-0.2329791784286499,-1.598667860031128,3.6264684200286865,0.0,0.0,0.0,1.0,0.0
test,-0.7860071063041687,-4.421673774719238,-2.034658432006836,-3.1923608779907227,0.20975033938884735,2.830970287322998,0.0,0.0,0.0,0.0,1.0
test,0.10261449962854385,-1.3762470483779907,0.20926611125469208,-0.7941670417785645,-0.28281864523887634,0.990867018699646,1.0,0.0,0.0,0.0,0.0
test,1.5988630056381226,-0.9511845111846924,1.204060673713684,-0.14588285982608795,-0.2766881585121155,0.1620345562696457,0.0,1.0,0.0,0.0,0.0
test,-0.8646238446235657,-3.0550131797790527,1.3915835618972778,-0.5608153343200684,0.7850785255432129,-0.4257526397705078,0.0,0.0,1.0,0.0,0.0
test,2.3860912322998047,-1.2092989683151245,0.813199520111084,-2.5311996936798096,2.045747995376587,0.9328747391700745,0.0,0.0,0.0,1.0,0.0
test,-2.439060926437378,-4.392197608947754,2.524451732635498,-1.2206834554672241,-1.227409839630127,-0.7031906843185425,0.0,0.0,0.0,0.0,1.0
test,0.6682264804840088,-2.241178035736084,-0.8071599006652832,-0.45451220870018005,-0.9031179547309875,1.1939584016799927,1.0,0.0,0.0,0.0,0.0
test,1.3417645692825317,-2.6524510383605957,1.2819544076919556,-1.1489167213439941,-1.4820760488510132,0.8395434617996216,0.0,1.0,0.0,0.0,0.0
test,1.2685763835906982,-2.152796983718872,-0.483690470457077,-1.362207293510437,-3.272043228149414,-0.2849583029747009,0.0,0.0,1.0,0.0,0.0
test,-1.398193359375,-1.6194963455200195,0.49139654636383057,-3.827510356903076,-1.2840327024459839,0.5900148749351501,0.0,0.0,0.0,1.0,0.0
test,-0.3225115239620209,-0.6797440648078918,-1.094739317893982,-1.5938061475753784,-0.20562034845352173,5.1366047859191895,0.0,0.0,0.0,0.0,1.0
test,0.44121503829956055,-2.1506497859954834,0.1239519715309143,-1.3528494834899902,-0.6631317138671875,0.2942134141921997,1.0,0.0,0.0,0.0,0.0
test,0.9363630414009094,-3.6390914916992188,-0.06215008348226547,0.3928450345993042,-0.33237171173095703,0.7031787037849426,0.0,1.0,0.0,0.0,0.0
test,-2.2537076473236084,-1.5971628427505493,0.5632422566413879,-0.06999360769987106,-0.7022615671157837,0.7049291729927063,0.0,0.0,1.0,0.0,0.0
test,1.0975385904312134,-4.951786518096924,1.1669663190841675,-1.0770560503005981,1.4763731956481934,0.6719858050346375,0.0,0.0,0.0,1.0,0.0
test,3.164137601852417,-1.3756318092346191,2.320333480834961,0.22417116165161133,2.7615578174591064,1.1375304460525513,0.0,0.0,0.0,0.0,1.0
test,0.4873134195804596,-2.1215949058532715,-0.1398005336523056,-0.6723339557647705,-0.5244556665420532,-0.2813476324081421,1.0,0.0,0.0,0.0,0.0
test,0.1880156248807907,-2.491936206817627,1.3084410429000854,-1.096706748008728,0.04766405373811722,1.4719903469085693,0.0,1.0,0.0,0.0,0.0
test,1.554561734199524,-1.7117074728012085,0.5343225598335266,2.2186145782470703,-0.9572631120681763,1.207840919494629,0.0,0.0,1.0,0.0,0.0
test,-0.3929785192012787,0.5354048013687134,1.9086002111434937,-0.5624980926513672,0.6281986236572266,2.4850900173187256,0.0,0.0,0.0,1.0,0.0
test,-1.8997801542282104,-3.677799940109253,-1.950278401374817,-1.0064653158187866,2.7145023345947266,0.25823256373405457,0.0,0.0,0.0,0.0,1.0
test,0.6574580073356628,-1.9407702684402466,-0.20632120966911316,-0.08007416129112244,-0.2719781994819641,-0.14909736812114716,1.0,0.0,0.0,0.0,0.0
test,0.6702730059623718,-3.2361950874328613,0.28062981367111206,-1.6437000036239624,-0.9288966059684753,1.5042635202407837,0.0,1.0,0.0,0.0,0.0
