split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,class_0,class_1,class_2,class_3,class_4,class_5
train,-0.7097358703613281,-1.81292724609375,0.9485155940055847,-3.822359323501587,3.818739414215088,1.6090153455734253,-1.0034867525100708,-0.8435760140419006,-2.102116107940674,-2.1183791160583496,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.1313689947128296,0.20507895946502686,-1.431739091873169,-1.8522577285766602,-0.20551219582557678,1.8133506774902344,0.35526591539382935,0.011120784096419811,-0.02338671311736107,-0.5649591088294983,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.30391067266464233,0.532238781452179,-1.0426368713378906,-2.055185556411743,0.02572195790708065,2.2755937576293945,-0.39626896381378174,0.39283207058906555,0.3327690362930298,0.7560837268829346,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.5715583562850952,-0.12026878446340561,-1.7671124935150146,-1.6503610610961914,0.15245410799980164,0.2486003339290619,-1.219530463218689,-1.5382251739501953,1.0233122110366821,0.9655448794364929,0.0,0.0,1.0,0.0,0.0,0.0
train,-1.3520556688308716,1.2039700746536255,0.18498697876930237,-2.273394823074341,-0.5677146315574646,0.13638871908187866,-0.9556451439857483,2.7367677688598633,-1.6841226816177368,0.4388920068740845,0.0,0.0,0.0,1.0,0.0,0.0
train,-2.551746368408203,-0.15401093661785126,0.038428861647844315,-3.389263153076172,-1.689536213874817,1.7443500757217407,-1.8043912649154663,-1.3206384181976318,2.8247437477111816,-1.4493465423583984,0.0,0.0,0.0,0.0,1.0,0.0
train,-0.12757404148578644,-2.4748926162719727,2.773801803588867,0.0008285757503472269,-0.7837443947792053,2.0055465698242188,0.6566517353057861,1.6754515171051025,0.15345947444438934,1.0191136598587036,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.0696758031845093,0.12642596662044525,-1.5859907865524292,-1.311723232269287,-0.13769274950027466,0.765597939491272,-0.2672688961029053,-0.24525119364261627,-0.5709167718887329,-0.002289323601871729,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.5488455295562744,0.5077259540557861,-2.4499804973602295,-1.4377069473266602,-0.6926069855690002,0.09469995647668839,-1.0847153663635254,0.12926624715328217,-0.09527367353439331,-0.5240521430969238,0.0,1.0,0.0,0.0,0.0,0.0
train,0.3607107102870941,-1.4083245992660522,-2.513658046722412,-1.77682626247406,0.9149713516235352,0.942012369632721,-0.5770885944366455,-0.8592129945755005,-1.623771071434021,-0.23752489686012268,0.0,0.0,1.0,0.0,0.0,0.0
train,-3.4528794288635254,-1.1439094543457031,-2.980872869491577,-1.5281195640563965,-0.44603192806243896,2.2656362056732178,1.1095610857009888,-1.0244691371917725,-1.6747305393218994,0.0987858921289444,0.0,0.0,0.0,1.0,0.0,0.0
train,0.2916291654109955,-0.5582486391067505,-2.332841634750366,0.404592365026474,-1.6922504901885986,-0.9592872858047485,0.3337192237377167,0.4217618703842163,-1.741998553276062,2.106973171234131,0.0,0.0,0.0,0.0,1.0,0.0
train,-2.997817277908325,-1.6119542121887207,-0.9882755875587463,-0.94801265001297,0.2723234295845032,-0.7889515161514282,-0.15849006175994873,3.561687469482422,0.7308489680290222,-3.66188907623291,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.2595067024230957,-0.09909218549728394,-1.398130178451538,-2.1218230724334717,0.12563875317573547,1.1348114013671875,-0.0765966847538948,0.39108994603157043,-0.47339898347854614,0.21331055462360382,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.396060973405838,-0.036427091807127,-2.440541982650757,-0.8588352203369141,-0.524446427822113,0.5438273549079895,-0.2352021485567093,0.6215580105781555,-0.7552217841148376,-1.1266648769378662,0.0,1.0,0.0,0.0,0.0,0.0
train,-1.4120762348175049,-0.47010159492492676,-2.90602707862854,-0.4696139097213745,-0.39082852005958557,1.0141985416412354,0.20038528740406036,0.7041388154029846,-1.0129876136779785,1.3826770782470703,0.0,0.0,1.0,0.0,0.0,0.0
train,-1.05766761302948,-0.007655925117433071,-0.022792160511016846,-1.4690396785736084,0.1265813559293747,3.533968448638916,2.502286434173584,-0.3489810824394226,-0.6299903988838196,-0.8611834049224854,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.6678568124771118,-3.043534755706787,-3.1672565937042236,-2.528991937637329,1.2387487888336182,2.92526912689209,0.9956539273262024,-2.066502332687378,0.4332786202430725,-0.5178269743919373,0.0,0.0,0.0,0.0,1.0,0.0
train,-1.40430748462677,1.760188102722168,-0.5285809636116028,-4.3565592765808105,2.9313418865203857,3.868134021759033,0.1751648187637329,1.8918770551681519,1.5488920211791992,-2.160334348678589,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.220893144607544,0.5301904678344727,-1.8289726972579956,-1.4420360326766968,-0.2100968360900879,1.407239556312561,-0.21951426565647125,0.3323989510536194,-0.5894668698310852,0.14852406084537506,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.7219374179840088,-0.160886749625206,-2.549813985824585,-0.6154958009719849,-0.9518881440162659,1.3858656883239746,-0.2615552842617035,-0.07228963077068329,0.346092164516449,-0.49825742840766907,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.7367167472839355,2.03668475151062,-1.6694965362548828,-2.1508243083953857,0.5213560461997986,1.6995569467544556,-0.6289286613464355,-1.2867742776870728,-0.8019933700561523,0.9548537135124207,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.3973534405231476,-0.0716107040643692,-0.9862136840820312,-1.3341552019119263,1.9739431142807007,0.9510173201560974,0.3340063691139221,0.4417589008808136,2.5177786350250244,0.751519501209259,0.0,0.0,0.0,1.0,0.0,0.0
val,-4.436302185058594,1.312779426574707,0.2212655395269394,-1.9577252864837646,-2.199354887008667,3.079342842102051,0.71808260679245,0.5640793442726135,-0.21857240796089172,-0.010188012383878231,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.3694426715373993,-0.6868114471435547,1.319483995437622,0.3407415747642517,1.257027506828308,4.043225288391113,1.6404244899749756,1.2843236923217773,-2.131387233734131,-2.652935743331909,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.3169656991958618,-0.09569485485553741,-1.9729446172714233,-2.241248369216919,-0.008088008500635624,1.388100028038025,-0.9493284225463867,-0.09153181314468384,-0.6619177460670471,-0.7722334265708923,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.0549674034118652,0.27237468957901,-1.3944168090820312,-0.4362727403640747,0.08314380794763565,0.5501317381858826,-0.02730400674045086,0.191367506980896,-1.2765846252441406,0.20076578855514526,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.840604782104492,0.7021975517272949,-1.1015421152114868,-1.7205177545547485,0.9620938897132874,2.772493600845337,0.153755322098732,-0.3622763752937317,0.8875064253807068,-0.13563892245292664,0.0,0.0,1.0,0.0,0.0,0.0
val,0.5843197703361511,-0.12660126388072968,-1.7728739976882935,-3.9361085891723633,-0.7648003697395325,3.611569404602051,-1.0850822925567627,-0.26120394468307495,-0.19173383712768555,1.1045342683792114,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.7842029333114624,-1.902192234992981,-3.075056791305542,-1.4076902866363525,-1.5367701053619385,0.466419517993927,-0.1102365180850029,-2.576322555541992,-1.1812525987625122,-3.225114345550537,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.912428379058838,0.16596953570842743,-3.902064085006714,-3.6498546600341797,-2.7929306030273438,3.13000226020813,0.40019407868385315,-1.886412262916565,1.7729870080947876,2.052851915359497,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.6260935664176941,0.16087964177131653,-1.0659812688827515,-1.6364883184432983,0.019178617745637894,1.78299880027771,-0.4757647216320038,0.06613291054964066,0.2052982598543167,-0.7319281101226807,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.04083533585071564,1.0842676162719727,-1.1293433904647827,-2.445807933807373,0.5236038565635681,0.9352508187294006,0.002471982967108488,0.023610493168234825,-0.47908416390419006,-1.2561618089675903,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.6430634260177612,-0.28914782404899597,-2.6527817249298096,-3.1174983978271484,-0.6674681305885315,0.7469844222068787,-0.24408498406410217,-1.1055476665496826,1.4066669940948486,-0.8848177194595337,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.1022300720214844,-0.8550631999969482,-0.9279251098632812,-1.794482946395874,1.5238217115402222,2.529116153717041,2.528682231903076,-0.38007333874702454,0.9697728753089905,-0.6721526980400085,0.0,0.0,0.0,1.0,0.0,0.0
val,2.2478623390197754,-1.0102951526641846,0.39981603622436523,-4.074431419372559,-0.74839186668396,2.049426317214966,-0.2932760417461395,0.5916476845741272,-1.7517443895339966,-1.4335517883300781,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.3705780506134033,-1.7570189237594604,1.1424108743667603,-2.212761640548706,2.145880699157715,2.7399165630340576,1.3809003829956055,-2.7654459476470947,0.5846439003944397,-2.6112146377563477,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.1620352268218994,0.5446051359176636,-2.0683867931365967,-1.5878530740737915,-0.490969181060791,1.1286450624465942,-0.32881224155426025,0.13103081285953522,-0.043654534965753555,-0.7164517045021057,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.391040563583374,-0.8527120351791382,-1.483203411102295,-1.952298879623413,-0.3919413387775421,1.4614136219024658,-1.6489202976226807,-0.5861150622367859,0.4651454985141754,0.014775631949305534,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.6040098667144775,1.3684099912643433,-2.4247517585754395,-0.9589568972587585,-1.275269627571106,2.8216304779052734,0.18895718455314636,1.1001657247543335,-0.715352475643158,-1.1712779998779297,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.5010183453559875,-1.5412570238113403,-1.6409424543380737,-1.6615689992904663,-1.2203567028045654,0.6794139742851257,1.2911534309387207,0.7338887453079224,-2.5695266723632812,-2.2138912677764893,0.0,0.0,0.0,1.0,0.0,0.0
val,1.8004710674285889,0.8734396696090698,-1.4244801998138428,-3.268230676651001,-1.7144732475280762,0.8513283133506775,-2.5295257568359375,2.2155680656433105,-1.5395451784133911,-1.3362767696380615,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.4686461687088013,-0.039333730936050415,-0.9058988094329834,0.7270401120185852,-1.5927557945251465,0.7623170018196106,-3.9270033836364746,2.4399240016937256,-0.2406708151102066,2.4837605953216553,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.3011258840560913,0.19424349069595337,-1.9714083671569824,-1.7790651321411133,-0.24026209115982056,0.7350478172302246,-0.009885144419968128,-0.20471414923667908,-0.4558025002479553,-0.40790891647338867,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.7925844192504883,0.8618412017822266,-1.2681690454483032,-1.7393951416015625,-0.5121141672134399,1.1202729940414429,-0.691155195236206,-0.5886166095733643,0.5662456154823303,-1.5464119911193848,0.0,1.0,0.0,0.0,0.0,0.0
val,0.3191780149936676,-1.7186684608459473,-1.51081383228302,-0.8651837110519409,0.1858636736869812,0.8108488917350769,0.620924711227417,0.42959991097450256,0.6251093149185181,0.09076819568872452,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.8368061780929565,1.069019079208374,1.12614107131958,-2.701244831085205,-0.34292277693748474,0.6098515391349792,0.7381725907325745,-1.7631564140319824,0.71260005235672,-0.1671029031276703,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.08445839583873749,-0.4102906584739685,-2.825180768966675,-0.5123547911643982,-1.979614496231079,0.6013603806495667,-0.8808900117874146,3.3986141681671143,1.1851075887680054,1.1220990419387817,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.6639597415924072,-0.2644374370574951,-5.32958459854126,-0.16748392581939697,1.0290324687957764,3.6848766803741455,1.426243543624878,-1.4761240482330322,-0.12437450885772705,1.3952765464782715,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9590890407562256,-0.047513533383607864,-1.4132059812545776,-2.224144697189331,0.027315771207213402,0.9710332751274109,-0.9562628865242004,-0.19222834706306458,-0.8629418015480042,-0.6026288270950317,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.0653144121170044,-0.09651529043912888,-0.9528370499610901,-0.7124214768409729,-0.1903637945652008,2.2971715927124023,0.2374560385942459,-0.5664754509925842,-0.46095746755599976,-1.3583849668502808,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0976407527923584,0.02817711979150772,-1.445387840270996,-3.584390163421631,-0.8367130756378174,1.7772083282470703,0.1882091909646988,0.26765865087509155,-2.2643091678619385,-1.5078881978988647,0.0,0.0,1.0,0.0,0.0,0.0
test,0.05473998934030533,0.6853244304656982,-1.6602683067321777,-2.8240139484405518,-1.1170716285705566,0.2744971811771393,-2.5055346488952637,2.0115418434143066,0.9974449276924133,-1.5082939863204956,0.0,0.0,0.0,1.0,0.0,0.0
test,0.1789727658033371,-2.2406435012817383,0.5102729201316833,0.016228144988417625,0.5442026853561401,0.5158092379570007,1.8507057428359985,1.717621922492981,-1.1462862491607666,-1.5388487577438354,0.0,0.0,0.0,0.0,1.0,0.0
test,0.3344373404979706,-1.3852479457855225,1.0734319686889648,-2.7574713230133057,-0.24619609117507935,1.1347935199737549,-3.9167511463165283,3.457846164703369,0.44566473364830017,-0.3331114649772644,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5966559648513794,0.5330880880355835,-1.0619651079177856,-2.289112091064453,-0.03412887081503868,1.0710551738739014,-0.353377103805542,-0.037070464342832565,-0.47364771366119385,-0.5878244042396545,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.256849527359009,-0.031138751655817032,-0.888229489326477,-1.1211376190185547,-1.2333600521087646,1.4233174324035645,-0.4567948281764984,0.10964512079954147,-1.0223115682601929,-0.652055025100708,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0591211318969727,-0.30652716755867004,-1.5904483795166016,-1.2567977905273438,0.6100716590881348,2.2356557846069336,-1.667388677597046,0.17757219076156616,-1.0369106531143188,-2.7921719551086426,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.1336159706115723,0.4443381130695343,0.8759307265281677,-3.5796847343444824,0.542787492275238,-0.34457430243492126,-1.0667098760604858,-0.8169434070587158,1.127078652381897,-0.8866491317749023,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.040050983428955,0.9400995373725891,-0.22455400228500366,-4.316690444946289,1.2410073280334473,-1.0278555154800415,-0.48986536264419556,2.4624385833740234,-1.6892988681793213,-1.6269879341125488,0.0,0.0,0.0,0.0,1.0,0.0
test,0.3450554609298706,-0.45673710107803345,-1.0827138423919678,-0.7361966967582703,3.6253249645233154,2.606768846511841,0.23957684636116028,3.3322906494140625,-2.566446304321289,-1.646965742111206,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.2521876096725464,0.11306620389223099,-1.5704389810562134,-1.2643988132476807,-0.2528689503669739,1.4411125183105469,-0.5688329935073853,0.06972561031579971,-0.32931825518608093,-0.5442140102386475,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5244395732879639,-1.0119832754135132,-2.7415969371795654,-1.2267165184020996,0.24905668199062347,1.1143980026245117,-0.14894770085811615,-0.18721404671669006,0.01951175555586815,-0.8368535041809082,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.3028372526168823,-1.380113959312439,-1.0994975566864014,-2.9556021690368652,0.7567239999771118,1.6453282833099365,0.2230425477027893,0.005120487883687019,-0.15975326299667358,-2.4696223735809326,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.4370747804641724,-1.8732513189315796,-0.01573057845234871,-1.4201104640960693,-1.4350401163101196,2.35892391204834,0.555792510509491,0.058201778680086136,-2.81817364692688,-0.4449424147605896,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.886170744895935,1.3164018392562866,0.45550575852394104,-3.4055328369140625,-1.3732248544692993,-0.3175654113292694,2.5240020751953125,-1.532793641090393,-0.17257429659366608,0.19807012379169464,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.6540838479995728,1.7095483541488647,-1.5905743837356567,-5.4534149169921875,1.5966044664382935,-0.04186994582414627,-1.1178401708602905,-1.4130654335021973,-3.663729667663574,-1.6724019050598145,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5445793867111206,-0.20003873109817505,-1.709501028060913,-1.4127979278564453,0.32677343487739563,1.37112557888031,-0.23443660140037537,0.38817039132118225,0.0073572867549955845,-0.4246273934841156,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5843607187271118,0.6085801124572754,-0.8527792692184448,-1.6465650796890259,0.3319460451602936,1.848900318145752,-1.4804103374481201,-0.6706953644752502,0.4752999246120453,-0.9560009837150574,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.4403231143951416,0.5276911854743958,-0.01773286797106266,-0.20448367297649384,-1.141996145248413,0.8549665212631226,-1.0217443704605103,-0.1037534773349762,-1.0610378980636597,-0.35192158818244934,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.522122859954834,-1.8335574865341187,0.2904037535190582,0.32465875148773193,0.0342894047498703,1.713412880897522,0.6636683940887451,0.4293203055858612,0.6613662242889404,-0.45424067974090576,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.6670047640800476,0.6551239490509033,-4.5301008224487305,-1.5564873218536377,0.32781174778938293,0.27353635430336,-4.136934757232666,-0.25240811705589294,-0.612426221370697,-0.4168544411659241,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.5839219093322754,-2.731714963912964,-0.18095912039279938,-0.5329180359840393,1.8176538944244385,2.1084136962890625,0.03189189359545708,-0.9608864188194275,0.7512196898460388,-4.683361053466797,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9514321684837341,0.321835994720459,-1.417673110961914,-2.1190555095672607,-0.16922391951084137,1.1490308046340942,-0.5806797742843628,0.5699242353439331,-0.4039875864982605,-1.1757891178131104,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1925138235092163,0.08335044980049133,-1.9821566343307495,-2.3203940391540527,0.4855293333530426,1.0707042217254639,0.3422394394874573,0.2845335900783539,0.599860429763794,-1.6667319536209106,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.557924747467041,-0.30363011360168457,-1.9886761903762817,-1.2077378034591675,0.6861304044723511,3.0179357528686523,-0.3161809742450714,0.3488386869430542,-0.3894891142845154,-2.1079306602478027,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.4666340351104736,-0.10182412713766098,-2.731128454208374,-2.010429859161377,-0.23932068049907684,0.20486807823181152,1.0134820938110352,1.3140102624893188,1.8269832134246826,-2.060436964035034,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.622607707977295,-1.8113740682601929,0.7818852066993713,-2.1755788326263428,2.2805731296539307,0.3633120059967041,0.9794270992279053,2.1725387573242188,0.15605805814266205,-2.0390303134918213,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.8622812032699585,-0.8788232207298279,-0.11003048717975616,-3.934988021850586,2.5694596767425537,1.2824441194534302,-0.5730077624320984,2.2259960174560547,3.522700786590576,0.5015235543251038,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7284758687019348,-0.3201681077480316,-1.5690659284591675,-2.1788055896759033,-0.4377310276031494,1.3429020643234253,-0.8878087997436523,-0.0932367742061615,-0.20227162539958954,-0.8753010034561157,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.237764596939087,0.36903148889541626,-1.1216704845428467,-1.6568796634674072,-0.3104362189769745,1.4115513563156128,-0.13889923691749573,1.4168444871902466,-0.7569305896759033,-1.050352931022644,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.12501537799835205,-0.9025305509567261,-2.037276029586792,-0.9052534103393555,1.0671935081481934,3.049576997756958,0.06386284530162811,-0.9333695769309998,0.4271794557571411,-0.4780268371105194,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5766679048538208,-0.15223918855190277,-1.6759135723114014,-1.3425484895706177,-0.38645148277282715,1.0554150342941284,-2.517277956008911,1.2406911849975586,0.8072608113288879,0.7229209542274475,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.9766032695770264,-1.0459800958633423,-4.132862567901611,0.3252488672733307,2.449352979660034,1.8784226179122925,-0.9120346307754517,2.110642910003662,-0.45983803272247314,-1.6016554832458496,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.47866424918174744,-4.541370868682861,0.5358050465583801,-3.396510601043701,1.6360336542129517,2.443535566329956,-1.1921582221984863,0.04854029044508934,-0.45217031240463257,1.2053908109664917,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0448694229125977,-0.3534378707408905,-1.6730682849884033,-1.9708669185638428,-0.566491961479187,1.0896880626678467,-0.2689974308013916,-0.16599899530410767,-0.12002074718475342,-0.9864577651023865,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5698634386062622,1.1064188480377197,-1.130773663520813,-2.2279775142669678,-0.5553641319274902,1.2514625787734985,0.16642984747886658,0.2064688354730606,0.11170963943004608,0.7609866857528687,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.22465443611145,-1.3538947105407715,-1.583795428276062,-1.053663969039917,-0.16487939655780792,1.110816478729248,-1.1524455547332764,-0.21630683541297913,-0.8874323964118958,1.5538169145584106,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.3319711685180664,-0.32345205545425415,0.5777189135551453,-1.4482159614562988,-1.8455142974853516,-0.4075472056865692,-2.1216273307800293,-1.2551438808441162,0.1608610302209854,-0.10718770325183868,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.6045597195625305,-1.7556706666946411,-2.0168120861053467,-5.081532001495361,0.4485481083393097,-0.744914174079895,0.7210361361503601,0.5640082955360413,-2.335484743118286,-0.1830981969833374,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.4022662937641144,-2.751861810684204,-2.0792605876922607,0.22876949608325958,2.215151309967041,0.8758746981620789,0.5146170854568481,1.6638013124465942,-2.8574986457824707,-3.3070785999298096,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2895963191986084,0.04454673454165459,-1.3553626537322998,-1.3497095108032227,0.4311071038246155,1.1118839979171753,-0.13261865079402924,0.4932464063167572,-0.42535436153411865,-0.8478390574455261,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.4342210292816162,0.4674079418182373,-2.607837200164795,-0.8556414246559143,0.303692102432251,2.07906174659729,-1.3238215446472168,-0.26383721828460693,-0.1246272549033165,-0.5007568597793579,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.4257501363754272,0.4678398370742798,0.272614985704422,-2.6699841022491455,-1.165244221687317,1.361532211303711,1.034796953201294,0.6740081906318665,0.12342148274183273,0.46583592891693115,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.8661961555480957,0.1389455497264862,-1.0568259954452515,-2.3175947666168213,0.2325020730495453,3.9296228885650635,-1.407180666923523,2.4811065196990967,0.3988427221775055,-1.7156143188476562,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.2086882591247559,-2.8547210693359375,-2.8203887939453125,0.29951485991477966,0.628152072429657,2.7307934761047363,1.2520767450332642,-2.078148365020752,0.21349459886550903,-0.5687470436096191,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.7952523231506348,-0.7562358379364014,-2.2117996215820312,1.6440249681472778,0.7726892828941345,-0.6789690256118774,2.7220118045806885,0.7904450297355652,-2.801884412765503,-1.575153112411499,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4241691827774048,-0.21561077237129211,-1.1026597023010254,-1.7276984453201294,0.1358039826154709,1.071056604385376,-0.3474295437335968,0.05077500641345978,0.15594181418418884,-0.048834968358278275,1.0,0.0,0.0,0.0,0.0,0.0
test,0.43850114941596985,-0.4506005048751831,-1.0451693534851074,-2.1395442485809326,0.19121211767196655,0.6791242361068726,-0.8256821632385254,0.22976860404014587,-0.8615792989730835,-0.8566854596138,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.449481964111328,-1.1446998119354248,-1.302226185798645,-3.4427058696746826,-0.24221636354923248,1.7078429460525513,0.7923218011856079,1.100415825843811,-0.0717504546046257,-0.5492674708366394,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.0799648761749268,1.8147501945495605,0.3097865581512451,-3.565525531768799,0.3044327199459076,0.9456740021705627,-0.34354913234710693,1.1183366775512695,-1.388249158859253,-0.13980279862880707,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.7831239700317383,0.27700167894363403,-3.073664426803589,-1.110453724861145,-1.9593554735183716,2.434222459793091,-2.489483118057251,-0.24158938229084015,2.1099965572357178,1.501133680343628,0.0,0.0,0.0,0.0,1.0,0.0
test,0.02943563647568226,-0.8950623869895935,-2.8619775772094727,-1.8233851194381714,0.1433645337820053,1.4178582429885864,-4.237029552459717,-3.0754547119140625,0.8496068120002747,-2.913440704345703,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0966296195983887,0.34434908628463745,-1.2059109210968018,-1.4718796014785767,-0.35479047894477844,1.4224739074707031,-0.670670747756958,-0.3626101016998291,-0.6873326897621155,-1.0486581325531006,1.0,0.0,0.0,0.0,0.0,0.0
