split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
train,-3.1154744625091553,-2.12701678276062,-5.856155872344971,-5.821765899658203,-0.5981020927429199,-0.8390231728553772,-2.5059874057769775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,5.245172500610352,-1.6440263986587524,-3.7805089950561523,-1.4477218389511108,-3.6743507385253906,-5.841818809509277,3.6713037490844727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.6306945085525513,0.6128488779067993,-0.5940758585929871,0.018280789256095886,-2.000277280807495,-0.8258700370788574,0.1518922597169876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.040753960609436,-0.665026068687439,-0.01738581992685795,0.284572571516037,-0.7823449969291687,0.28680840134620667,-1.3922380208969116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.13715220987796783,-0.6270281672477722,-0.951043426990509,1.065960168838501,-0.913414716720581,-0.16764552891254425,1.8894637823104858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.40327006578445435,0.7304570078849792,-2.2138116359710693,1.2260266542434692,-4.069008827209473,0.2507011294364929,-0.6790465116500854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.9711630940437317,0.21328143775463104,3.1180851459503174,-3.211778402328491,-2.53910231590271,-2.195509433746338,0.023218629881739616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-1.6686155796051025,-1.3169127702713013,-1.7967641353607178,-3.6305928230285645,-3.6050727367401123,0.5161944627761841,3.301361560821533,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,3.804837703704834,0.5726613402366638,-3.492574691772461,1.7101523876190186,-2.0136706829071045,-4.318417549133301,-0.3021024167537689,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-0.36682626605033875,0.5552289485931396,5.471896648406982,1.9727798700332642,-5.703065395355225,-0.5685809254646301,2.7680037021636963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,1.3808097839355469,1.4766229391098022,-6.511436462402344,-4.379214763641357,-3.5537006855010986,3.056466579437256,-0.5353454947471619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,1.6005425453186035,3.7761189937591553,1.6083256006240845,-3.3856959342956543,5.495389938354492,1.8973946571350098,-4.254776477813721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.3292289972305298,0.27043187618255615,-0.47362345457077026,-0.8258981704711914,-1.3140679597854614,-0.5719473958015442,0.029143093153834343,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.517582893371582,0.7930749654769897,-0.7292168736457825,-0.2504323720932007,-0.7315161824226379,-0.6985240578651428,-1.50369131565094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.3511335849761963,0.869487464427948,-1.4927328824996948,-0.1325792372226715,0.49719464778900146,-2.1830198764801025,-0.10699872672557831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.8929890990257263,2.2228548526763916,2.139003038406372,-2.6025373935699463,-1.923224687576294,-0.8587282299995422,-1.4632024765014648,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.0630273818969727,0.35895437002182007,-1.2813748121261597,1.0892586708068848,-2.8517489433288574,-4.165796279907227,-0.09892313182353973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.1104203462600708,5.377760410308838,-0.38853925466537476,-1.3251636028289795,-3.448920249938965,0.17069505155086517,-1.2512826919555664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-5.390215873718262,2.9370787143707275,0.3235228359699249,-2.8266162872314453,1.1755425930023193,-1.3579498529434204,2.0198028087615967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,0.2744557559490204,0.4022673964500427,0.7073493003845215,-6.170961856842041,-4.7977705001831055,1.5970070362091064,-3.7144386768341064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,5.222712993621826,-2.509270191192627,-3.845411777496338,-0.4353349506855011,-2.2979040145874023,-1.1797688007354736,-5.189688682556152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.5635299682617188,3.6557395458221436,-7.257587909698486,-2.359365701675415,-0.9804609417915344,-3.5639820098876953,4.563989639282227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.6333808302879333,0.1709931641817093,0.27189871668815613,-0.6732248663902283,-0.9785069823265076,-0.6996092200279236,-0.9636169075965881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.8172777891159058,-0.11794494837522507,0.45646920800209045,0.25111716985702515,-1.1230906248092651,-0.6913219690322876,-1.9945985078811646,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-2.4673948287963867,0.3290867805480957,0.9572118520736694,-0.22778505086898804,-1.4799233675003052,1.0701696872711182,-1.4493436813354492,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.3888952434062958,0.9755179286003113,-2.771233558654785,-1.5659016370773315,0.316861093044281,-2.2940053939819336,0.774334192276001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.6949059963226318,-1.4925110340118408,1.9909542798995972,2.6038730144500732,-1.3259772062301636,-3.1568822860717773,0.9221642017364502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.0561596155166626,3.274388551712036,0.19767826795578003,-1.0358734130859375,-4.005002975463867,-1.296944499015808,3.8101587295532227,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-2.2145473957061768,0.4659738540649414,1.5582038164138794,1.7577768564224243,-5.625494003295898,-5.250901222229004,0.2843822240829468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,4.03671407699585,-0.36943840980529785,2.0052220821380615,2.602651357650757,0.40027639269828796,-2.4619979858398438,-4.971746921539307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-5.464272499084473,2.9106240272521973,-1.8450583219528198,-3.2005503177642822,-5.310568809509277,3.9386703968048096,-1.9944278001785278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-6.448672294616699,-1.5394535064697266,-3.652905225753784,-1.29646635055542,-7.663760662078857,-1.3152903318405151,2.8830926418304443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.24336853623390198,0.22927074134349823,-0.09520313888788223,-0.3014630377292633,-0.603434145450592,-0.6306620240211487,0.1906597763299942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.9937165975570679,0.4753263294696808,-1.5975611209869385,-0.837495744228363,-1.608895182609558,0.4703674912452698,0.044495634734630585,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.490019291639328,1.4187514781951904,-0.4407873749732971,-0.7531347274780273,0.457156240940094,-0.5444239974021912,1.3675470352172852,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.1979153156280518,2.534855842590332,-0.4635296165943146,0.17460481822490692,-3.184765100479126,-0.5070496797561646,2.3946073055267334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-3.4061295986175537,-0.854772686958313,-1.5507581233978271,0.9732636213302612,-4.725061893463135,-0.5785815715789795,0.8868684768676758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.79242742061615,3.0233559608459473,2.574317693710327,0.5472536683082581,-4.591906547546387,1.0470448732376099,-1.575272798538208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,2.3654556274414062,-2.9221267700195312,2.17378306388855,-1.8707027435302734,1.7109514474868774,-3.6290457248687744,-2.1581666469573975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,6.224949359893799,1.432721495628357,0.011478733271360397,-1.2479965686798096,-3.8082034587860107,-3.5930511951446533,-1.0907049179077148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.7642431259155273,6.693603992462158,1.1380326747894287,4.902409076690674,1.0897177457809448,0.941538393497467,0.43394389748573303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.3932762145996094,-4.673902988433838,-3.411992073059082,2.595860719680786,-1.4481301307678223,-4.515925884246826,5.921124458312988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.39180436730384827,-0.017911002039909363,-0.2916388213634491,0.1853351891040802,-1.0321829319000244,-1.2333130836486816,-0.516126811504364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.5077584385871887,0.19166971743106842,0.23239931464195251,1.0877406597137451,-0.8303632140159607,-0.890040934085846,0.22694745659828186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.141289234161377,-0.35649406909942627,0.546798825263977,-0.5202854871749878,0.32986021041870117,-2.339527130126953,1.1196917295455933,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.4810597896575928,-0.6326745748519897,0.6305896639823914,-0.4636217951774597,-0.4868127703666687,2.2522664070129395,-1.6207709312438965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.1631765216588974,-1.1221356391906738,-1.240051507949829,-0.5276775360107422,2.639908790588379,-0.2544926106929779,1.8810564279556274,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.134949803352356,1.4714713096618652,-3.2429420948028564,2.1618428230285645,0.264229953289032,2.400163412094116,-2.1041834354400635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-3.5237417221069336,1.0644887685775757,4.352896690368652,-0.8277043104171753,1.3274105787277222,-0.19016408920288086,3.1912684440612793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-6.405672073364258,0.019494926556944847,-0.6744129061698914,2.5863735675811768,-5.862364292144775,-1.2029627561569214,0.9713374972343445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,2.6585917472839355,-0.07801929861307144,-4.969534397125244,-3.3528823852539062,0.3379484713077545,-5.690043926239014,2.728417158126831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,2.377671957015991,-2.347017526626587,4.678237438201904,4.307246685028076,-5.6750593185424805,2.6766865253448486,-3.5492825508117676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.44345664978027344,0.3333393931388855,-0.062280409038066864,0.435746431350708,-1.5351107120513916,-0.667431652545929,-0.8561634421348572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.102926731109619,1.1191349029541016,0.7715663313865662,-0.18173936009407043,-1.161914587020874,-0.2877955734729767,-0.18778030574321747,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.8483723402023315,-0.10272496938705444,-0.036746129393577576,-1.1133028268814087,-1.302583932876587,-1.742008924484253,-2.579892873764038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.1457992792129517,1.128861427307129,-0.24751776456832886,0.8503597974777222,-1.3084237575531006,-1.8859007358551025,-3.278061628341675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.4126054048538208,2.322394371032715,1.592682123184204,0.10949129611253738,-0.35402029752731323,2.6741857528686523,0.963853657245636,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.2237160205841064,3.131967782974243,1.2161206007003784,-0.7249920964241028,-1.752483606338501,4.300992488861084,-1.2161340713500977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.08832311630249023,0.6591278910636902,-5.792956829071045,0.029145972803235054,-1.6334346532821655,-0.26508787274360657,-4.221520900726318,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.134454369544983,4.317310810089111,-1.735190510749817,-0.976564884185791,2.983156681060791,3.8001601696014404,1.9996451139450073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-2.946561813354492,2.2728753089904785,-5.966629981994629,0.11765212565660477,3.5347952842712402,-3.9898948669433594,0.8020067811012268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,5.7464070320129395,-0.7885465025901794,3.9691059589385986,2.3400275707244873,-5.665238857269287,3.1383676528930664,1.378714680671692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.5495891571044922,0.03682393953204155,0.2998465895652771,-0.2291170358657837,-1.1817939281463623,-0.4180912375450134,-1.0587300062179565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.4532004594802856,-0.8215566873550415,0.23751550912857056,0.748315155506134,-0.8963835835456848,-0.8967263102531433,-0.9444669485092163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.716797411441803,1.5018895864486694,0.8666067719459534,0.1365641951560974,-0.0897056832909584,0.44557061791419983,1.0082406997680664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.11118161678314209,-1.3409053087234497,-0.1643676459789276,0.9155198931694031,0.7236327528953552,-3.2135918140411377,-0.5921192765235901,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.5503587126731873,-2.5016870498657227,-2.505805253982544,-3.157329797744751,-2.8076369762420654,-0.1668451726436615,-1.4877976179122925,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.4588831663131714,-2.3788557052612305,-1.6293729543685913,-2.788060426712036,-3.362494945526123,-3.5569376945495605,1.7980382442474365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.3393130302429199,-0.4175916314125061,-1.1556240320205688,-3.481870174407959,-1.2704275846481323,-0.4327837824821472,-6.358413219451904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-3.198727607727051,0.5420469641685486,-5.65770149230957,2.955634355545044,-2.171952247619629,3.0463125705718994,-1.5023913383483887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-7.09747314453125,2.0511651039123535,-0.8471366167068481,3.173956871032715,1.5292152166366577,-4.1094970703125,-1.650476098060608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,7.178701877593994,-1.0760071277618408,-1.3731201887130737,-4.340699672698975,2.7996699810028076,-2.0033600330352783,-0.7345564961433411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.91191166639328,-0.33368873596191406,-0.4582401514053345,-0.2704929709434509,-1.8523485660552979,-0.7778980731964111,-0.7311992049217224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.1282448768615723,-0.4686839282512665,0.9325935244560242,0.9626439809799194,-2.071232318878174,-0.5668757557868958,-0.0869237408041954,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.0161032676696777,-0.37950199842453003,0.5403357148170471,0.7279515266418457,-0.11111532151699066,-0.06078745797276497,1.485890507698059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.5781619548797607,1.017877459526062,-1.8690452575683594,-1.1720452308654785,-0.29415714740753174,-0.17367525398731232,-0.13944031298160553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.1019091606140137,2.4946603775024414,-2.5739738941192627,0.9948284029960632,0.9091194868087769,-1.7298730611801147,1.5648741722106934,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.5242152810096741,4.464055061340332,-2.3029959201812744,2.214611530303955,-3.5694897174835205,-1.3514344692230225,1.1431113481521606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.27965304255485535,-3.2049996852874756,-2.1991684436798096,-1.1869391202926636,-3.1151251792907715,-5.8812642097473145,0.6426054239273071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.0817961692810059,-5.2294816970825195,1.6864547729492188,-0.6159023642539978,1.1593542098999023,1.9376579523086548,3.8852946758270264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-7.472342491149902,4.030385971069336,2.5270836353302,-1.0343961715698242,-3.0656068325042725,-0.8545469045639038,-3.3000311851501465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,3.7778615951538086,2.4075520038604736,1.1436454057693481,3.597287178039551,5.6806745529174805,2.266317367553711,0.26653921604156494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.0919848084449768,-0.4991980493068695,-0.24197864532470703,-0.4908030331134796,-1.1133228540420532,-0.6422213912010193,-0.41685962677001953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.2099534273147583,0.17749446630477905,0.08068475127220154,-1.5285059213638306,-2.2255544662475586,0.6404595375061035,-0.5534002184867859,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.8662300109863281,0.7946791052818298,-1.2850285768508911,-0.23804423213005066,-1.8072280883789062,-0.2956170439720154,-1.2346805334091187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4446139931678772,-1.8844680786132812,-0.8347339034080505,-3.159907341003418,-1.3245598077774048,1.021769642829895,-0.5574816465377808,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9705491662025452,-0.7671733498573303,-1.7103328704833984,-0.389250248670578,-3.666198253631592,-3.4022414684295654,2.6867835521698,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.052961185574531555,-1.5647891759872437,-0.7849838733673096,-1.2434518337249756,-2.391411304473877,4.846699237823486,-0.2893276512622833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.479010105133057,3.203695058822632,-0.9789924025535583,2.0506606101989746,1.5090996026992798,-0.9716286659240723,-1.4213871955871582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.617640495300293,-2.7422664165496826,0.19283375144004822,-0.6908815503120422,-5.796940326690674,-4.513750076293945,-4.318319797515869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.13102799654006958,0.39129146933555603,-2.57169771194458,-3.689263105392456,3.600135326385498,0.7461923360824585,5.7470316886901855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.075536251068115,-6.420652389526367,0.028660926967859268,-1.6381840705871582,-5.50250768661499,-1.982080340385437,4.5730414390563965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.8535652756690979,0.020082363858819008,-0.23413601517677307,0.0401286818087101,-1.4345073699951172,-1.256508231163025,-0.8337072134017944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.4754747152328491,0.3873613476753235,-1.2992879152297974,-0.5329400897026062,-0.3651253581047058,-1.2237823009490967,0.2988165616989136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8765688538551331,-1.101325273513794,1.1764769554138184,1.7063006162643433,-0.806513786315918,0.28463900089263916,-0.49044790863990784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9894496202468872,-0.20679177343845367,2.820746421813965,0.6409024596214294,0.14366744458675385,-1.735134243965149,-0.3934103846549988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.091585397720337,0.9223107099533081,-2.9378881454467773,0.1600184589624405,-0.21080073714256287,-2.867841958999634,2.521874189376831,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.202850580215454,3.170003890991211,1.1945172548294067,2.5123558044433594,-0.7669010162353516,-4.368680953979492,0.05186234414577484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.200545787811279,1.218404769897461,-2.686945915222168,-0.5137456655502319,-0.10739703476428986,-0.4504779279232025,2.1979525089263916,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.7769128084182739,3.314272165298462,-0.2732909917831421,-5.815149784088135,-5.295894145965576,1.342355728149414,1.680724859237671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.0460855960845947,2.5537102222442627,-4.558892726898193,0.9424085021018982,1.0500850677490234,5.191771507263184,-1.2258094549179077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.1938418298959732,2.6951754093170166,-4.113570213317871,-8.040176391601562,-2.5832037925720215,-2.5702474117279053,-3.8908369541168213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7770316004753113,0.47986891865730286,-0.21689040958881378,-0.8783513903617859,-0.7530860304832458,-1.013954997062683,-0.1872408390045166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.42143115401268005,0.8167563676834106,-1.4501882791519165,-1.005958080291748,-1.3285454511642456,-0.18283402919769287,-1.3366727828979492,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5578155517578125,-2.0244498252868652,0.18771786987781525,0.7333989143371582,-0.26980075240135193,-0.07463256269693375,-0.40685877203941345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1047366857528687,-2.4562838077545166,-1.7701348066329956,-0.9253140091896057,-1.875601887702942,-1.9329705238342285,-1.1118582487106323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1576379537582397,4.601998805999756,-0.1080184206366539,-0.3425832688808441,-0.7656224370002747,-1.6771013736724854,0.9691390991210938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.3321497440338135,-0.11182761937379837,-0.7196966409683228,1.5052870512008667,-2.4382882118225098,3.071544885635376,-1.6290137767791748,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.8412439823150635,-1.7643074989318848,0.7329282164573669,3.1469717025756836,-2.059781074523926,-1.2709698677062988,-4.6593828201293945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5470051169395447,-3.2632572650909424,-3.154938220977783,0.48758402466773987,0.9594610929489136,-6.326496124267578,1.2704640626907349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.4777346849441528,-1.2642329931259155,-1.8098865747451782,3.7755579948425293,0.6926314830780029,-2.0619235038757324,-7.435312271118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
