split,feature_0,feature_1,feature_2,feature_3,feature_4,class_0,class_1,class_2,class_3
test,-0.7148292660713196,-0.511669397354126,2.8741416931152344,-0.5508723855018616,0.05380549281835556,0.0,0.0,1.0,0.0
test,0.7292943596839905,-1.9787774085998535,0.8840903043746948,-3.509685516357422,-1.127657175064087,0.0,0.0,0.0,1.0
test,0.08487723022699356,0.824147641658783,0.9279096126556396,-1.1209014654159546,0.8090024590492249,1.0,0.0,0.0,0.0
test,-0.5484350323677063,1.0153788328170776,-0.7565873265266418,0.3839173913002014,1.2528574466705322,0.0,1.0,0.0,0.0
test,-0.30851036310195923,1.796134114265442,1.2247881889343262,-2.5473885536193848,-0.7175852060317993,0.0,0.0,1.0,0.0
test,1.2476590871810913,-3.60151743888855,0.1511448621749878,-1.5162122249603271,0.39291396737098694,0.0,0.0,0.0,1.0
test,0.3333718180656433,-0.18955673277378082,-0.5201348662376404,-1.325859785079956,1.2590073347091675,1.0,0.0,0.0,0.0
test,0.7217158079147339,1.5281785726547241,-1.0679131746292114,-1.1710596084594727,0.9303168058395386,0.0,1.0,0.0,0.0
test,-0.8734645843505859,0.8664653301239014,-0.7161789536476135,-3.329878807067871,1.9031919240951538,0.0,0.0,1.0,0.0
test,2.467294931411743,-2.0932445526123047,-0.30292966961860657,0.17523151636123657,2.8183043003082275,0.0,0.0,0.0,1.0
test,-0.475026398897171,0.4755691885948181,0.027816331014037132,-0.41048356890678406,1.3918591737747192,1.0,0.0,0.0,0.0
test,1.091042399406433,-1.068429946899414,1.273330569267273,-1.3238565921783447,1.3642445802688599,0.0,1.0,0.0,0.0
test,-0.6340678334236145,0.9690556526184082,0.3135615587234497,0.16222891211509705,-1.6810592412948608,0.0,0.0,1.0,0.0
test,-3.3924403190612793,0.9879072308540344,-1.0664454698562622,-1.3396823406219482,-0.31577926874160767,0.0,0.0,0.0,1.0
test,0.13756193220615387,-0.36541062593460083,-0.5994946956634521,-0.6831086874008179,0.8814284205436707,1.0,0.0,0.0,0.0
test,-0.36885806918144226,-0.3380802869796753,-0.13302811980247498,-2.693521738052368,0.25409385561943054,0.0,1.0,0.0,0.0
test,-0.8703525066375732,0.6746364235877991,-0.3023308515548706,1.2048606872558594,-0.8242918848991394,0.0,0.0,1.0,0.0
test,3.125807285308838,-0.6002718806266785,-0.3820335268974304,0.38501620292663574,-1.127254605293274,0.0,0.0,0.0,1.0
test,0.49562308192253113,0.726732075214386,0.809583842754364,-1.324331283569336,0.8730776906013489,1.0,0.0,0.0,0.0
test,0.41450029611587524,-0.07824735343456268,0.23841150104999542,-0.6572265625,2.81937837600708,0.0,1.0,0.0,0.0
test,-1.9423646926879883,1.083235502243042,0.8190518021583557,-2.658818483352661,0.022103864699602127,0.0,0.0,1.0,0.0
test,1.4227862358093262,2.5143449306488037,-1.5648157596588135,0.6079486012458801,2.6229593753814697,0.0,0.0,0.0,1.0
test,-0.010462155565619469,0.2784789502620697,-0.06642339378595352,-1.3168368339538574,1.7551759481430054,1.0,0.0,0.0,0.0
test,-1.884946584701538,0.011538541875779629,0.5016310811042786,-0.8631212115287781,0.7390010356903076,0.0,1.0,0.0,0.0
test,-2.320268154144287,-0.7553825974464417,-1.3295612335205078,-1.0025780200958252,0.722872793674469,0.0,0.0,1.0,0.0
test,-0.2814418077468872,1.6594640016555786,3.439310312271118,-0.8722302317619324,-0.8995668292045593,0.0,0.0,0.0,1.0
test,0.5241113901138306,-0.0931725725531578,0.9265161156654358,-1.4299516677856445,0.9535257816314697,1.0,0.0,0.0,0.0
test,0.7711913585662842,1.553246021270752,-0.6522923707962036,-1.827726125717163,0.6926271915435791,0.0,1.0,0.0,0.0
test,1.8286869525909424,2.4620888233184814,0.7785545587539673,-1.4033228158950806,0.6010550260543823,0.0,0.0,1.0,0.0
test,0.8423587679862976,0.882910430431366,0.2530573010444641,-4.210147380828857,-1.1787445545196533,0.0,0.0,0.0,1.0
test,0.3112982511520386,0.7275872230529785,0.025297392159700394,-0.21611745655536652,1.0871992111206055,1.0,0.0,0.0,0.0
test,-0.4939148426055908,1.2564126253128052,-0.8317803144454956,-0.6613669395446777,2.0095651149749756,0.0,1.0,0.0,0.0
test,-2.8222880363464355,0.407359778881073,-0.4762154817581177,-1.0981982946395874,0.9101011753082275,0.0,0.0,1.0,0.0
test,1.6540979146957397,-0.7047944068908691,-3.2131454944610596,-0.6669094562530518,-0.1071072593331337,0.0,0.0,0.0,1.0
test,0.612850546836853,0.10784835368394852,0.7531048059463501,-0.480928510427475,0.42880693078041077,1.0,0.0,0.0,0.0
test,1.6044753789901733,0.8131977915763855,-0.6555927395820618,-1.6477166414260864,0.8629724979400635,0.0,1.0,0.0,0.0
test,1.544540286064148,-0.5996806621551514,2.440171718597412,0.06603439152240753,1.438029170036316,0.0,0.0,1.0,0.0
test,-1.6934583187103271,-2.412637948989868,0.297708660364151,-0.35717830061912537,3.3157970905303955,0.0,0.0,0.0,1.0
test,0.3438918888568878,-0.3734520375728607,0.08873947709798813,-0.5525146126747131,0.1864326298236847,1.0,0.0,0.0,0.0
test,-0.14985905587673187,1.0861705541610718,0.15675759315490723,-0.7118703722953796,2.617706298828125,0.0,1.0,0.0,0.0
test,1.5057461261749268,-1.7988080978393555,0.13257689774036407,-1.9979925155639648,-0.5553492903709412,0.0,0.0,1.0,0.0
test,2.640117645263672,0.020741939544677734,3.129967451095581,0.009809957817196846,0.9938724040985107,0.0,0.0,0.0,1.0
test,-0.6946644186973572,0.6004259586334229,0.5171188116073608,-0.6564732193946838,1.0087462663650513,1.0,0.0,0.0,0.0
test,0.46284934878349304,-0.8732585310935974,-0.17942921817302704,-0.6710984706878662,2.4875049591064453,0.0,1.0,0.0,0.0
test,1.0426870584487915,0.5594053268432617,-1.746383547782898,-2.3286995887756348,2.3545737266540527,0.0,0.0,1.0,0.0
test,-0.7336127161979675,0.2822841703891754,-1.700766682624817,0.9869237542152405,3.6943576335906982,0.0,0.0,0.0,1.0
test,-0.10362109541893005,1.0886362791061401,0.3718844950199127,-1.1486730575561523,0.7411806583404541,1.0,0.0,0.0,0.0
test,-0.6188228726387024,-0.7096161842346191,-0.3759143054485321,-2.5009708404541016,0.7659012675285339,0.0,1.0,0.0,0.0
test,-0.3071862757205963,1.452974796295166,0.6755757927894592,-0.25315603613853455,-1.6578660011291504,0.0,0.0,1.0,0.0
test,-2.0963187217712402,1.324741244316101,0.39901894330978394,-1.9477976560592651,-2.091193914413452,0.0,0.0,0.0,1.0
test,-0.41145721077919006,0.7840796113014221,-0.36782005429267883,-0.9807295203208923,1.0100586414337158,1.0,0.0,0.0,0.0
test,0.21956664323806763,0.36563438177108765,1.8333731889724731,0.1805802881717682,1.0652910470962524,0.0,1.0,0.0,0.0
test,-1.530580759048462,-1.1067171096801758,1.3341920375823975,0.7001293897628784,1.8002976179122925,0.0,0.0,1.0,0.0
test,-2.9494056701660156,-1.9978604316711426,1.1771477460861206,-1.8312578201293945,0.1846015602350235,0.0,0.0,0.0,1.0
test,-0.08158697932958603,0.07681436836719513,0.8211464285850525,-1.6955729722976685,0.6809108853340149,1.0,0.0,0.0,0.0
test,0.3447621464729309,-1.2378864288330078,0.35002031922340393,-1.8434134721755981,-0.2061556726694107,0.0,1.0,0.0,0.0
test,-0.7845888733863831,1.91581130027771,1.5672264099121094,-0.10740332305431366,2.491772174835205,0.0,0.0,1.0,0.0
test,0.6136780977249146,1.11811101436615,0.9927389621734619,-1.4342254400253296,-2.8508098125457764,0.0,0.0,0.0,1.0
test,0.4600951671600342,-0.6232134103775024,-0.10603111982345581,-0.6533287763595581,1.1462304592132568,1.0,0.0,0.0,0.0
test,-0.4813491106033325,1.0434918403625488,-0.22181327641010284,0.6830646395683289,1.0613499879837036,0.0,1.0,0.0,0.0
test,0.17889466881752014,0.14122983813285828,2.183621406555176,1.306719183921814,0.7438772916793823,0.0,0.0,1.0,0.0
test,3.152519702911377,-1.6358463764190674,0.24453182518482208,-1.0854904651641846,2.716294765472412,0.0,0.0,0.0,1.0
test,-0.398981511592865,0.21591906249523163,-0.4628036320209503,-1.497459888458252,0.9636911153793335,1.0,0.0,0.0,0.0
test,-1.5334511995315552,0.15277421474456787,1.3093595504760742,-1.2493057250976562,1.1951302289962769,0.0,1.0,0.0,0.0
test,-1.085923671722412,1.077929973602295,2.1972742080688477,-1.6753660440444946,-0.6375162601470947,0.0,0.0,1.0,0.0
test,-0.6941338181495667,1.027721643447876,2.234013557434082,-2.305063247680664,3.8328099250793457,0.0,0.0,0.0,1.0
test,-0.021978674456477165,0.4077025353908539,-0.34312164783477783,-0.7482182383537292,0.12534920871257782,1.0,0.0,0.0,0.0
test,0.6416387557983398,-0.08678482472896576,-0.3749721348285675,0.051088981330394745,-0.6290676593780518,0.0,1.0,0.0,0.0
test,-0.17986175417900085,-0.40923237800598145,2.2745003700256348,-1.3200734853744507,-1.1744494438171387,0.0,0.0,1.0,0.0
test,0.9643987417221069,2.877854108810425,-0.720512330532074,-0.1598302721977234,3.390064001083374,0.0,0.0,0.0,1.0
test,0.017112262547016144,-0.4361144006252289,-0.07882824540138245,-0.8519498705863953,1.6289738416671753,1.0,0.0,0.0,0.0
test,-1.5624067783355713,-0.46417444944381714,0.030265524983406067,-0.577543318271637,0.01854553446173668,0.0,1.0,0.0,0.0
test,-2.4017229080200195,-0.7756187319755554,0.7403672933578491,-1.7662206888198853,1.8959226608276367,0.0,0.0,1.0,0.0
test,-0.8276981115341187,1.2149193286895752,1.0216706991195679,-4.560761451721191,1.4656635522842407,0.0,0.0,0.0,1.0
test,-0.12684203684329987,-0.262010395526886,0.20954714715480804,-0.0987066850066185,0.6309053897857666,1.0,0.0,0.0,0.0
test,0.9981023669242859,1.080500841140747,-1.254204511642456,-0.6301215291023254,1.0856609344482422,0.0,1.0,0.0,0.0
test,-0.05001380667090416,-1.5905566215515137,0.4092520475387573,0.9635853171348572,-0.6193076968193054,0.0,0.0,1.0,0.0
test,-1.778957486152649,2.586327314376831,0.1100710853934288,1.6177213191986084,0.823082447052002,0.0,0.0,0.0,1.0
test,0.33060336112976074,-0.4203481078147888,0.6978785395622253,-0.33455145359039307,0.8865256309509277,1.0,0.0,0.0,0.0
test,-1.6145176887512207,-0.4095762073993683,0.4678741991519928,-0.9874694347381592,1.7435299158096313,0.0,1.0,0.0,0.0
test,-1.7306921482086182,-0.010557486675679684,1.9443352222442627,-1.894071102142334,2.2230911254882812,0.0,0.0,1.0,0.0
test,-1.369122862815857,-1.6166952848434448,-2.8076705932617188,0.00408887630328536,1.7416895627975464,0.0,0.0,0.0,1.0
test,0.8425602316856384,0.42750683426856995,0.03614546358585358,-1.4456242322921753,0.6236096620559692,1.0,0.0,0.0,0.0
test,-0.6635888814926147,-1.5456469058990479,0.4545406699180603,-0.7370689511299133,1.5638893842697144,0.0,1.0,0.0,0.0
test,1.7100611925125122,0.19169481098651886,-1.1051160097122192,-0.08119430392980576,-1.0815743207931519,0.0,0.0,1.0,0.0
test,0.8348459005355835,2.9094715118408203,-0.22363930940628052,-1.4898511171340942,-1.8262646198272705,0.0,0.0,0.0,1.0
test,0.41592657566070557,0.6543278098106384,0.29444751143455505,-1.4827507734298706,1.4682072401046753,1.0,0.0,0.0,0.0
test,-0.13843566179275513,-1.061221957206726,1.7066700458526611,-0.4710841774940491,0.7268669605255127,0.0,1.0,0.0,0.0
test,0.8126367926597595,2.0307729244232178,-1.0727686882019043,-2.5198922157287598,1.782074213027954,0.0,0.0,1.0,0.0
test,2.8045547008514404,-1.0832005739212036,-0.32999253273010254,0.030531106516718864,-1.5284392833709717,0.0,0.0,0.0,1.0
test,0.22723546624183655,-0.08587664365768433,-0.02923489920794964,-0.6934248805046082,1.7764358520507812,1.0,0.0,0.0,0.0
test,-1.5374970436096191,-0.3093404769897461,-0.39634618163108826,-1.2511826753616333,1.720778226852417,0.0,1.0,0.0,0.0
test,-2.2961513996124268,-0.0018803711282089353,1.1199671030044556,-2.521993398666382,1.0363365411758423,0.0,0.0,1.0,0.0
test,2.3519835472106934,-2.0023698806762695,1.8279616832733154,-2.5339574813842773,-0.16334140300750732,0.0,0.0,0.0,1.0
test,0.7596599459648132,0.4462350010871887,0.21836158633232117,-1.4206219911575317,1.3630839586257935,1.0,0.0,0.0,0.0
test,-1.185451865196228,-0.11636444926261902,-1.0356941223144531,-0.08712681382894516,1.0233283042907715,0.0,1.0,0.0,0.0
test,-1.4754178524017334,-1.527279257774353,0.8028987646102905,0.8775968551635742,0.6081775426864624,0.0,0.0,1.0,0.0
test,3.457787036895752,1.0761568546295166,1.494046926498413,0.28826338052749634,0.12338323146104813,0.0,0.0,0.0,1.0
test,0.27674826979637146,0.13537415862083435,-0.26703235507011414,-1.0042750835418701,1.7359342575073242,1.0,0.0,0.0,0.0
test,0.286161869764328,0.9492215514183044,-1.1019089221954346,-1.1311414241790771,2.1306211948394775,0.0,1.0,0.0,0.0
test,-0.6914566159248352,0.8118001222610474,-0.8532692193984985,-3.2537477016448975,-0.34837114810943604,0.0,0.0,1.0,0.0
test,1.4532668590545654,-1.9592113494873047,0.20978371798992157,-0.8791918158531189,3.9913525581359863,0.0,0.0,0.0,1.0
test,-0.3113916516304016,-0.6682572364807129,-0.01081046462059021,-0.8834728002548218,0.5351820588111877,1.0,0.0,0.0,0.0
test,-1.3162624835968018,0.08155190944671631,1.625861644744873,-0.9201070666313171,1.0894944667816162,0.0,1.0,0.0,0.0
test,-0.9587595462799072,0.024865880608558655,0.21818746626377106,1.8444925546646118,0.5707864761352539,0.0,0.0,1.0,0.0
test,-1.4069360494613647,2.5358471870422363,-1.0357930660247803,-3.4007253646850586,1.6044847965240479,0.0,0.0,0.0,1.0
test,-0.2743299901485443,-0.5332002639770508,-0.4232037663459778,-0.9711501002311707,0.8630049228668213,1.0,0.0,0.0,0.0
test,0.011764354072511196,-0.4831828474998474,1.645015835762024,-2.179020404815674,0.7085738182067871,0.0,1.0,0.0,0.0
test,-1.2091281414031982,1.2333718538284302,2.2326271533966064,-2.2638845443725586,1.475798487663269,0.0,0.0,1.0,0.0
test,-1.9648023843765259,1.7381045818328857,-2.052347183227539,-1.519583821296692,2.8398547172546387,0.0,0.0,0.0,1.0
test,0.465457558631897,-0.46573305130004883,0.41779813170433044,-1.6011563539505005,0.9619617462158203,1.0,0.0,0.0,0.0
test,-0.01892891339957714,1.6809687614440918,1.4524692296981812,-0.7018067240715027,0.6595781445503235,0.0,1.0,0.0,0.0
test,0.24264945089817047,2.503418207168579,1.302088975906372,-2.228384256362915,1.6663223505020142,0.0,0.0,1.0,0.0
test,0.2794486880302429,1.159424066543579,3.7198567390441895,-2.275221824645996,-0.05894770473241806,0.0,0.0,0.0,1.0
test,0.5144883394241333,0.4562799334526062,0.25049519538879395,-1.2412537336349487,1.6778950691223145,1.0,0.0,0.0,0.0
test,0.8599674701690674,-0.6413497924804688,0.14276261627674103,-2.529387950897217,1.3979216814041138,0.0,1.0,0.0,0.0
test,0.7582976818084717,-1.7945506572723389,-0.9183444380760193,-0.9933162331581116,2.7474939823150635,0.0,0.0,1.0,0.0
test,1.8269450664520264,-2.974412202835083,1.0218294858932495,-1.7403587102890015,-0.500023365020752,0.0,0.0,0.0,1.0
test,0.12172878533601761,-0.6847595572471619,0.1752450168132782,-1.4155490398406982,0.5962096452713013,1.0,0.0,0.0,0.0
test,0.6339113116264343,0.39223480224609375,1.8284199237823486,-0.44786959886550903,1.7637075185775757,0.0,1.0,0.0,0.0
test,1.666178584098816,-1.7580955028533936,-0.9542259573936462,-0.557150661945343,-0.271932989358902,0.0,0.0,1.0,0.0
test,1.9989138841629028,-1.4104586839675903,-0.9982326626777649,-2.164821147918701,3.5177369117736816,0.0,0.0,0.0,1.0
test,0.4126613438129425,0.14553430676460266,0.1367555856704712,-0.06795676797628403,1.2121831178665161,1.0,0.0,0.0,0.0
test,0.09104935079813004,0.24307183921337128,2.0992658138275146,-0.42753010988235474,0.48046112060546875,0.0,1.0,0.0,0.0
test,-2.1454780101776123,1.111706018447876,0.9520868062973022,-2.3128747940063477,1.7233595848083496,0.0,0.0,1.0,0.0
test,2.484426736831665,-0.11058030277490616,-0.5463197827339172,-4.03674840927124,0.6585686802864075,0.0,0.0,0.0,1.0
test,0.1618039906024933,0.35647255182266235,-0.0787334218621254,-0.2340349704027176,0.28679701685905457,1.0,0.0,0.0,0.0
test,1.4394848346710205,-0.8025122284889221,0.6940198540687561,-0.350755512714386,1.695232629776001,0.0,1.0,0.0,0.0
test,2.117065906524658,-0.252569317817688,1.3973612785339355,0.16118840873241425,-0.5533895492553711,0.0,0.0,1.0,0.0
test,0.13240289688110352,-0.6201730966567993,3.644044876098633,0.4041115939617157,-0.45961955189704895,0.0,0.0,0.0,1.0
test,0.5596533417701721,0.9481997489929199,0.2333160638809204,-1.1338258981704712,0.5649582743644714,1.0,0.0,0.0,0.0
test,-0.9755671620368958,-1.0441780090332031,1.196357250213623,-0.755018949508667,0.2117653489112854,0.0,1.0,0.0,0.0
test,-0.2950923442840576,-0.3717697858810425,-1.317224144935608,1.541118860244751,0.6759424805641174,0.0,0.0,1.0,0.0
