split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1,class_2,class_3,class_4,class_5
val,0.599274754524231,-0.8691424131393433,-2.7103359699249268,0.3860671818256378,0.2480064332485199,0.762047529220581,1.0,0.0,0.0,0.0,0.0,0.0
val,0.5189076662063599,-2.374108076095581,-1.361799716949463,-0.26453298330307007,0.2615831792354584,0.24878980219364166,0.0,1.0,0.0,0.0,0.0,0.0
val,1.512487530708313,-1.0587220191955566,-2.9727976322174072,2.2936794757843018,-2.176469087600708,1.6504989862442017,0.0,0.0,1.0,0.0,0.0,0.0
val,1.4204988479614258,-0.2662017345428467,-3.9770631790161133,3.476379632949829,-0.8915528059005737,-1.4044378995895386,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.26705917716026306,0.11454301327466965,-2.25780987739563,-0.902223527431488,-0.5193092226982117,4.80519962310791,0.0,0.0,0.0,0.0,1.0,0.0
val,1.199211835861206,-4.082987308502197,-7.532580375671387,-0.5210174322128296,-1.3423490524291992,0.12335944175720215,0.0,0.0,0.0,0.0,0.0,1.0
val,1.6163809299468994,-0.8799325823783875,-2.6890311241149902,-0.06079957261681557,-0.02818967029452324,-0.12234578281641006,1.0,0.0,0.0,0.0,0.0,0.0
val,0.13027074933052063,-2.1888909339904785,-2.7830348014831543,1.6304460763931274,-0.41050729155540466,0.871631383895874,0.0,1.0,0.0,0.0,0.0,0.0
val,2.54913592338562,-2.301518440246582,-3.7799766063690186,0.4842677116394043,1.143166422843933,-0.6637939214706421,0.0,0.0,1.0,0.0,0.0,0.0
val,3.614309787750244,-2.5488035678863525,-2.204329013824463,2.3006975650787354,-0.13182410597801208,-1.4840902090072632,0.0,0.0,0.0,1.0,0.0,0.0
val,-2.6342952251434326,0.8988592624664307,-4.0199995040893555,0.5022001266479492,-0.3761975169181824,-1.9743460416793823,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.7780155539512634,-1.5314301252365112,-3.6981759071350098,5.079007148742676,1.433706283569336,-1.9649602174758911,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2867052555084229,-0.9758635759353638,-1.624773621559143,0.324282169342041,-0.6016358733177185,-0.09595908969640732,1.0,0.0,0.0,0.0,0.0,0.0
test,0.649385929107666,-1.8170708417892456,-3.271024465560913,0.2134227752685547,0.7515227198600769,1.4220587015151978,0.0,1.0,0.0,0.0,0.0,0.0
test,1.7208685874938965,-0.688875138759613,-3.82865571975708,1.5870332717895508,-2.657510280609131,0.7087311744689941,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.123871922492981,-1.2239917516708374,-2.567877769470215,0.6100590229034424,2.001481294631958,2.5998709201812744,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.06255098432302475,1.048680067062378,-0.61124587059021,2.4479563236236572,2.3132004737854004,-1.5875052213668823,0.0,0.0,0.0,0.0,1.0,0.0
test,2.4235687255859375,-4.18776273727417,-2.5752813816070557,-0.9327643513679504,-1.0912796258926392,-4.434768199920654,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4736485481262207,-1.2392245531082153,-2.2293357849121094,0.0173384677618742,0.19359025359153748,0.021511731669306755,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.274262398481369,-1.8023319244384766,-3.174299478530884,0.19864492118358612,0.06699850410223007,1.3374921083450317,0.0,1.0,0.0,0.0,0.0,0.0
test,2.4493160247802734,-0.9302206039428711,-0.8634721636772156,2.3242361545562744,-1.075103521347046,0.5394963622093201,0.0,0.0,1.0,0.0,0.0,0.0
test,3.118824005126953,-1.265472412109375,-2.958540678024292,2.9496848583221436,-2.054093599319458,1.7415168285369873,0.0,0.0,0.0,1.0,0.0,0.0
test,0.9874578714370728,-0.40966853499412537,-2.061734437942505,-2.860544443130493,3.2001397609710693,1.0817081928253174,0.0,0.0,0.0,0.0,1.0,0.0
test,0.8225085735321045,2.3378400802612305,-5.377950191497803,3.9670660495758057,-0.23337481915950775,-1.2857558727264404,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5976964235305786,-1.1530084609985352,-1.6991920471191406,0.44814372062683105,-0.5211644172668457,0.09620586037635803,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.39878708124160767,0.03189079836010933,-2.14652419090271,-0.39839956164360046,-0.5002123713493347,0.4205070436000824,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3257532119750977,-3.0895047187805176,-1.263565182685852,-0.33405801653862,-2.197650194168091,0.12839022278785706,0.0,0.0,1.0,0.0,0.0,0.0
test,3.976775884628296,-0.5635403394699097,-3.861128330230713,-0.16155458986759186,-2.645702362060547,0.37412407994270325,0.0,0.0,0.0,1.0,0.0,0.0
test,0.17460688948631287,-2.2588376998901367,-5.371762752532959,-2.009463310241699,-1.8269145488739014,2.982020378112793,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.9333510398864746,-0.8385751247406006,-1.0193265676498413,-2.169734477996826,-1.1228207349777222,-4.50766658782959,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9863229990005493,-0.5240418314933777,-2.6699273586273193,1.0782628059387207,-0.7035768628120422,0.4912024438381195,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8116594552993774,-1.44834303855896,-2.189866065979004,-0.6779037117958069,-0.1815805435180664,-1.3102434873580933,0.0,1.0,0.0,0.0,0.0,0.0
test,2.2169086933135986,-0.6057975888252258,-2.217637062072754,1.8032987117767334,-2.5156025886535645,-0.651919424533844,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5746709704399109,-0.06067796051502228,-5.324900150299072,1.4434146881103516,-0.6178349852561951,2.627288341522217,0.0,0.0,0.0,1.0,0.0,0.0
test,1.9408103227615356,-0.2612578570842743,0.5331151485443115,2.191455602645874,1.1105619668960571,3.225688934326172,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.4059044122695923,-3.496046781539917,-0.8218891024589539,-2.5737831592559814,0.5608270168304443,-3.16717791557312,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7179001569747925,-1.1270979642868042,-1.6851760149002075,0.8422251343727112,-0.5045268535614014,0.10724932700395584,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.3359578549861908,-1.704445719718933,-2.064054250717163,1.5369566679000854,-0.049379076808691025,0.048527590930461884,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.3075234591960907,-1.8936504125595093,-3.4760818481445312,-1.9118977785110474,-0.49252042174339294,1.0163664817810059,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5442203879356384,0.9888989329338074,-1.6853747367858887,-0.4252321720123291,-3.259354591369629,-1.213273525238037,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.6767278909683228,1.4548344612121582,-4.518259525299072,-1.1823071241378784,-2.5784053802490234,0.7056770920753479,0.0,0.0,0.0,0.0,1.0,0.0
test,1.8966370820999146,2.365894317626953,-2.166255235671997,4.471749305725098,-1.8322006464004517,2.359023332595825,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1950860023498535,-1.8275548219680786,-2.505528688430786,0.7283525466918945,-0.8053234815597534,-0.13250549137592316,1.0,0.0,0.0,0.0,0.0,0.0
test,1.3487579822540283,-0.2314201444387436,-2.3662898540496826,1.1472135782241821,1.07527756690979,0.6406724452972412,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.534874439239502,-2.474278450012207,-1.6748734712600708,0.692078709602356,0.27086585760116577,2.1600077152252197,0.0,0.0,1.0,0.0,0.0,0.0
test,2.172708511352539,0.3412521183490753,-2.411384105682373,-2.5876481533050537,0.3602052927017212,-1.4907621145248413,0.0,0.0,0.0,1.0,0.0,0.0
test,2.4487991333007812,-0.5454955101013184,-3.249565839767456,4.541357040405273,-0.1347234696149826,-1.7856565713882446,0.0,0.0,0.0,0.0,1.0,0.0
test,1.0383497476577759,-0.2458287477493286,-2.808694839477539,2.3093295097351074,1.7922661304473877,5.429795265197754,0.0,0.0,0.0,0.0,0.0,1.0
test,1.095796823501587,-0.707851231098175,-1.9640504121780396,0.4963293969631195,-0.18496711552143097,-0.3782315254211426,1.0,0.0,0.0,0.0,0.0,0.0
test,2.2788069248199463,-1.9672815799713135,-2.3768386840820312,0.7360674142837524,0.7537112832069397,0.5099779367446899,0.0,1.0,0.0,0.0,0.0,0.0
test,0.48845192790031433,-0.9578545093536377,-3.196885824203491,-1.7389659881591797,-2.3991262912750244,0.5387639999389648,0.0,0.0,1.0,0.0,0.0,0.0
test,0.274910032749176,-0.8895475268363953,-0.2391803115606308,0.21761450171470642,2.354918956756592,-1.2518541812896729,0.0,0.0,0.0,1.0,0.0,0.0
test,2.9818873405456543,-1.3418618440628052,-5.031205654144287,1.5836623907089233,1.5711243152618408,3.294456720352173,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.272834062576294,-1.5354543924331665,0.8013802170753479,-0.5509962439537048,-1.4421806335449219,2.5169122219085693,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2492763996124268,-0.2167242467403412,-2.456319808959961,0.02155342884361744,-0.655608057975769,0.3480961322784424,1.0,0.0,0.0,0.0,0.0,0.0
test,0.027453657239675522,-1.4611637592315674,-2.3615593910217285,1.4450114965438843,-1.5062371492385864,1.0814664363861084,0.0,1.0,0.0,0.0,0.0,0.0
test,2.108613967895508,-0.18099287152290344,-1.2475286722183228,-1.1874219179153442,1.1919493675231934,-0.26494425535202026,0.0,0.0,1.0,0.0,0.0,0.0
test,0.759337842464447,1.900439977645874,-4.607086658477783,0.05459878593683243,0.7827209234237671,-0.5247911214828491,0.0,0.0,0.0,1.0,0.0,0.0
test,1.8576301336288452,1.8474727869033813,-4.51165246963501,-0.13642913103103638,-3.416778326034546,1.8713114261627197,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.4262340068817139,1.6615948677062988,-3.2242579460144043,-1.4067572355270386,3.5698654651641846,-1.2500280141830444,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4542374014854431,-0.697375476360321,-2.9903476238250732,0.04569197818636894,-0.2787763178348541,-0.03811957687139511,1.0,0.0,0.0,0.0,0.0,0.0
test,1.9290744066238403,-0.9386075139045715,-3.056349039077759,-1.2278887033462524,-0.9812474250793457,0.5072836875915527,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.3571816086769104,-1.3928050994873047,-1.6002845764160156,0.8307868242263794,-0.41258639097213745,-2.14670729637146,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.03518440201878548,-2.919778347015381,-0.41670697927474976,-0.9894036054611206,-2.007383108139038,-1.4754056930541992,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.4617285430431366,-5.228748798370361,-2.4604036808013916,-0.8535177707672119,-0.8243728280067444,-1.7554621696472168,0.0,0.0,0.0,0.0,1.0,0.0
test,2.924532890319824,0.11563622951507568,-0.05516824498772621,0.28147876262664795,-1.6987839937210083,-4.535831928253174,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8890012502670288,-0.9261791706085205,-1.8372842073440552,0.605742871761322,0.22672422230243683,0.33768028020858765,1.0,0.0,0.0,0.0,0.0,0.0
test,1.527755856513977,-0.34713464975357056,-0.8468188047409058,0.49734002351760864,0.21065998077392578,0.14478473365306854,0.0,1.0,0.0,0.0,0.0,0.0
test,3.487705945968628,-0.15101198852062225,-2.3997251987457275,-0.3814407289028168,0.14414441585540771,1.3433233499526978,0.0,0.0,1.0,0.0,0.0,0.0
test,2.5165247917175293,-3.450166940689087,-5.080481052398682,0.659679114818573,-1.6418665647506714,0.17751577496528625,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.002596616744995,-2.7114927768707275,-3.8387439250946045,-1.4643417596817017,2.2253711223602295,1.2719671726226807,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.32460343837738037,-3.5423331260681152,-5.470949172973633,-2.7765426635742188,-0.9627694487571716,-2.7373390197753906,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6222004890441895,-0.5576169490814209,-2.265131711959839,-0.16722457110881805,-0.3731277883052826,0.2214837521314621,1.0,0.0,0.0,0.0,0.0,0.0
test,0.19377268850803375,0.23454003036022186,-2.9654648303985596,1.3171796798706055,-0.5945415496826172,-0.2619372606277466,0.0,1.0,0.0,0.0,0.0,0.0
test,2.038073778152466,-1.5984266996383667,-1.21981680393219,0.43072885274887085,1.3628090620040894,1.982686996459961,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.9049923419952393,-0.2956269383430481,-2.099740505218506,-1.9607329368591309,1.7754440307617188,-0.7571592330932617,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.4189566373825073,1.1381208896636963,-3.103281021118164,3.7559258937835693,-1.3466191291809082,1.424838900566101,0.0,0.0,0.0,0.0,1.0,0.0
test,2.52070951461792,-2.08162784576416,-7.134810924530029,0.5622239112854004,0.749569833278656,-2.788897752761841,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8689783215522766,-1.5490455627441406,-2.4196643829345703,0.25893688201904297,-0.9077188968658447,-0.4496956169605255,1.0,0.0,0.0,0.0,0.0,0.0
test,0.584684431552887,0.3844253420829773,-2.376844882965088,1.2408653497695923,0.41713106632232666,0.381180077791214,0.0,1.0,0.0,0.0,0.0,0.0
test,2.081467866897583,-0.7307379245758057,-3.4354407787323,0.5355130434036255,0.3927651047706604,-2.149979591369629,0.0,0.0,1.0,0.0,0.0,0.0
test,0.007873943075537682,-2.8927764892578125,-1.874059796333313,-0.7759413719177246,2.722231149673462,0.4534628391265869,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.3890504539012909,-2.152738094329834,0.6823554635047913,-2.7646987438201904,-1.7347205877304077,1.0917088985443115,0.0,0.0,0.0,0.0,1.0,0.0
test,3.860168933868408,1.006326675415039,0.7169357538223267,-1.9299834966659546,0.1012810617685318,3.086292028427124,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6292901635169983,-1.1095377206802368,-3.090073347091675,0.233856201171875,-0.9563621282577515,-0.1551002860069275,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6077540516853333,-1.3853435516357422,-2.747803211212158,-1.3424220085144043,-0.47631290555000305,-0.5913709402084351,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.05970759317278862,0.7492523193359375,-2.4715332984924316,0.02048708312213421,-0.7825848460197449,2.3497936725616455,0.0,0.0,1.0,0.0,0.0,0.0
test,2.017523765563965,-3.716613292694092,-0.8205495476722717,2.0840728282928467,-1.5115822553634644,1.47633695602417,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.7707124352455139,-0.33845219016075134,-4.28355598449707,-1.120815396308899,-2.244879722595215,3.856886863708496,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.396911382675171,0.37038156390190125,-0.13543188571929932,-4.023810863494873,0.5147838592529297,1.8522158861160278,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3539044857025146,-0.6574790477752686,-2.1037373542785645,1.0364642143249512,-0.19577652215957642,0.37410539388656616,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.07809123396873474,-1.2499803304672241,-2.781013011932373,0.31150493025779724,-0.24295154213905334,-1.3151136636734009,0.0,1.0,0.0,0.0,0.0,0.0
test,2.6111254692077637,-2.980293035507202,-3.4502170085906982,-0.28102391958236694,-0.5677388906478882,-0.9592440128326416,0.0,0.0,1.0,0.0,0.0,0.0
test,2.2647180557250977,-0.06346690654754639,-4.908263683319092,-0.9666050672531128,1.549764633178711,1.593853235244751,0.0,0.0,0.0,1.0,0.0,0.0
test,3.4344801902770996,-0.006587842013686895,-1.2318313121795654,0.8965739011764526,-2.6484570503234863,3.6728949546813965,0.0,0.0,0.0,0.0,1.0,0.0
test,1.9535850286483765,1.409530758857727,-3.687434196472168,3.5119919776916504,-4.231062889099121,2.0768134593963623,0.0,0.0,0.0,0.0,0.0,1.0
test,1.4556983709335327,-0.9951551556587219,-2.3438334465026855,-0.5011441707611084,-0.4845748841762543,0.5294216871261597,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6987963914871216,-1.5964818000793457,-2.311887264251709,1.461390733718872,-1.1786491870880127,1.6834650039672852,0.0,1.0,0.0,0.0,0.0,0.0
test,2.830146551132202,0.7674527168273926,-3.291473627090454,-0.12883064150810242,0.020819533616304398,-0.7237067222595215,0.0,0.0,1.0,0.0,0.0,0.0
test,0.30041640996932983,-0.7459717392921448,-3.9214344024658203,-0.7664393782615662,2.9938793182373047,0.568246603012085,0.0,0.0,0.0,1.0,0.0,0.0
test,2.691866636276245,-1.7180334329605103,0.46647778153419495,-0.18356478214263916,0.41031017899513245,-3.1725831031799316,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.7353930473327637,-1.2373067140579224,-1.3945969343185425,-0.8474542498588562,-3.4598522186279297,4.9247260093688965,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3397189378738403,-1.3061190843582153,-2.8502378463745117,0.7179696559906006,0.034341759979724884,0.8903688788414001,1.0,0.0,0.0,0.0,0.0,0.0
test,1.6405603885650635,-0.9428575038909912,-1.0655333995819092,0.8612734079360962,-0.7311583757400513,1.4314594268798828,0.0,1.0,0.0,0.0,0.0,0.0
test,3.0621652603149414,0.0017411535372957587,-3.599726438522339,1.5670442581176758,-0.09496194124221802,1.1552197933197021,0.0,0.0,1.0,0.0,0.0,0.0
test,1.6402124166488647,-1.3186180591583252,-0.5750461220741272,0.7740048766136169,-3.876926898956299,-0.03197316825389862,0.0,0.0,0.0,1.0,0.0,0.0
test,4.531752109527588,-0.9298985600471497,-2.2720539569854736,2.125340700149536,-3.521739959716797,0.5925490260124207,0.0,0.0,0.0,0.0,1.0,0.0
test,4.663022041320801,-1.6379536390304565,-3.536433219909668,-3.3881995677948,-0.1613103598356247,2.9979724884033203,0.0,0.0,0.0,0.0,0.0,1.0
test,0.923467755317688,-1.232440710067749,-2.924563407897949,1.104708194732666,-0.7498345375061035,0.6650561690330505,1.0,0.0,0.0,0.0,0.0,0.0
test,1.0716047286987305,-1.134274959564209,-1.2406514883041382,-0.6044168472290039,0.4449811279773712,1.1619484424591064,0.0,1.0,0.0,0.0,0.0,0.0
test,1.3077185153961182,-3.4675326347351074,-3.8303959369659424,0.17843860387802124,-1.6722701787948608,0.490815669298172,0.0,0.0,1.0,0.0,0.0,0.0
test,0.6668314337730408,1.8778890371322632,-2.0515031814575195,-0.5679634809494019,1.5750011205673218,1.638394832611084,0.0,0.0,0.0,1.0,0.0,0.0
test,1.6351405382156372,-1.9553802013397217,-2.0751731395721436,5.133754730224609,0.44876226782798767,0.07958975434303284,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.04254218190908432,-1.9194608926773071,-3.7489068508148193,-1.3990437984466553,-5.12193489074707,3.1052656173706055,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3257114887237549,-0.9672808647155762,-2.409709930419922,0.2696114182472229,0.027120281010866165,1.1046828031539917,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.09724203497171402,-1.5687096118927002,-1.5718166828155518,-0.6318752765655518,0.004801515024155378,-0.4249859154224396,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.8846912980079651,-0.542246401309967,-4.477202892303467,1.163758397102356,0.0393650121986866,0.688834547996521,0.0,0.0,1.0,0.0,0.0,0.0
test,0.7942717671394348,-2.212207555770874,-2.3271121978759766,3.121664047241211,1.3546808958053589,2.242663860321045,0.0,0.0,0.0,1.0,0.0,0.0
test,2.7195305824279785,0.46170124411582947,-1.43912935256958,2.473100185394287,-3.543657064437866,2.4455978870391846,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.22120064496994019,-3.990541696548462,-1.7583165168762207,4.311875820159912,-2.0992751121520996,-2.3921456336975098,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9980814456939697,-1.111851453781128,-2.2102718353271484,0.8736125230789185,-0.9869440197944641,-0.3094651997089386,1.0,0.0,0.0,0.0,0.0,0.0
