split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class_0,class_1,class_2,class_3,class_4,class_5,class_6
train,2.432382345199585,-1.9667569398880005,-2.730395793914795,-0.38026487827301025,3.7226312160491943,-2.955258846282959,-2.9544050693511963,-0.07918070256710052,-0.5718497633934021,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.3069104254245758,0.4344794750213623,0.012135966680943966,0.030808789655566216,-0.6621686816215515,-0.0475071519613266,-1.1490538120269775,0.2126886397600174,-0.7183821201324463,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.46583229303359985,1.7511897087097168,-1.226153016090393,0.050657276064157486,-0.6179802417755127,0.6421278119087219,-0.9171042442321777,-0.16958245635032654,0.04138213396072388,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.38104698061943054,1.5031375885009766,0.37055474519729614,0.1843070387840271,-0.5686880946159363,2.1557040214538574,-0.24672186374664307,1.1151652336120605,-1.542610764503479,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,0.39306172728538513,0.68109130859375,-0.3161431849002838,-2.237955093383789,1.0071090459823608,-0.42852526903152466,-2.259657859802246,-1.4542124271392822,-2.6217358112335205,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,1.8401755094528198,1.7977656126022339,-0.08566046506166458,-2.28867506980896,-0.6021082997322083,1.2000596523284912,-3.0516810417175293,2.4159600734710693,-1.8942818641662598,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,3.01117205619812,1.8854429721832275,0.11632457375526428,0.24924059212207794,0.8309969305992126,-0.7395054697990417,-2.6030871868133545,-2.9246902465820312,-4.3526611328125,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-3.8476037979125977,0.9183010458946228,-2.6968190670013428,-2.133235216140747,3.409649133682251,-0.7263566851615906,-1.9505467414855957,1.657928228378296,-0.47066530585289,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.43058037757873535,0.6112170219421387,-0.4680224061012268,0.2990419864654541,0.07612409442663193,0.7979657053947449,-1.0600976943969727,0.29824551939964294,-0.47190526127815247,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.7092198729515076,0.3112940192222595,-0.5392341017723083,-0.0842602327466011,0.7603479027748108,-0.21225285530090332,-2.294196844100952,0.1093473806977272,-1.1999152898788452,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,0.008062494918704033,1.3305118083953857,-0.9166932702064514,0.7753663659095764,0.5627052187919617,-0.8114261627197266,0.5029233694076538,-1.6599394083023071,-1.0698121786117554,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,0.9788024425506592,3.145620346069336,1.137509822845459,-0.19102409482002258,1.4423896074295044,-0.5289660692214966,-2.4079344272613525,0.5358706712722778,-0.6083946824073792,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-0.2612665891647339,3.0213727951049805,1.3984986543655396,-2.136831760406494,1.8492498397827148,0.29711586236953735,-0.46254947781562805,-1.3111456632614136,-2.332885503768921,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-0.5262866020202637,-0.6737692952156067,-3.2478537559509277,-2.7739479541778564,-1.514830470085144,2.2725131511688232,1.378464937210083,-0.4696952700614929,-2.241501808166504,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-3.4885337352752686,0.13353118300437927,-1.951080322265625,4.738205432891846,0.56270831823349,-1.056577444076538,-0.7671424150466919,1.5956875085830688,1.929497480392456,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.32884201407432556,0.621684730052948,0.13139000535011292,0.33555954694747925,0.10782745480537415,0.17622880637645721,-1.3007439374923706,-0.7530970573425293,0.13971227407455444,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.6355229616165161,0.19761215150356293,0.031911451369524,-0.23659981787204742,0.06107316538691521,0.6363457441329956,-2.6654200553894043,0.49012094736099243,-0.5450885891914368,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.4879976511001587,2.8266804218292236,-0.05005301907658577,0.4478924870491028,-0.670216977596283,-0.6838059425354004,-0.7076154947280884,-1.487912893295288,-0.6184295415878296,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.9273308515548706,-0.719122052192688,0.16904115676879883,-1.7223519086837769,-1.2182234525680542,1.7597213983535767,-0.6591280102729797,-1.2504667043685913,-2.9520089626312256,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.37779006361961365,-1.8786931037902832,1.0164412260055542,1.2851605415344238,-1.7807618379592896,0.8583945631980896,-3.090691089630127,-3.7313106060028076,-0.988828182220459,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.4849412441253662,-1.5214829444885254,1.7985568046569824,-0.9517470598220825,-1.4553077220916748,-2.0353610515594482,-3.9415743350982666,-2.4113967418670654,1.9826464653015137,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.2129204273223877,-0.368070125579834,2.1854662895202637,5.509535789489746,-1.147094964981079,1.4407713413238525,-1.1884998083114624,-1.7794150114059448,-3.1557345390319824,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.37167999148368835,0.21672730147838593,-0.3294968605041504,0.32397598028182983,-0.2272946536540985,0.937824547290802,-1.4894952774047852,-0.1469992846250534,-0.9866629242897034,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.844653844833374,-0.05301957204937935,0.6219993233680725,0.5396386981010437,-0.6249077916145325,0.3557920455932617,-0.1682237684726715,-0.64301997423172,0.3489185571670532,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.7087475061416626,-0.4769630432128906,-0.11110662668943405,1.1990265846252441,0.1713842749595642,1.233482837677002,0.9196237325668335,-1.2125550508499146,-1.361935019493103,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.9031557440757751,-0.5510391592979431,1.1493563652038574,-1.1522077322006226,0.9985553026199341,-0.26701077818870544,-3.7970447540283203,-0.2567048966884613,0.5702046751976013,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.9399584531784058,2.33866286277771,3.3712339401245117,-1.7747234106063843,-0.04277629032731056,1.3225401639938354,-1.5885703563690186,-0.21631908416748047,1.1919180154800415,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-2.5809450149536133,1.4893956184387207,-1.8057098388671875,3.466993570327759,0.9998083710670471,2.3058929443359375,-0.14515161514282227,-0.2275003343820572,2.322584390640259,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,3.4530856609344482,-2.3820347785949707,-2.0831685066223145,3.1257946491241455,-0.5627276301383972,0.23419126868247986,1.169458270072937,-2.494269609451294,-3.383814811706543,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.31122174859046936,0.2556818425655365,0.4691474735736847,0.7154155373573303,-0.7299975752830505,0.24062928557395935,-1.424512505531311,-0.2942771017551422,-0.3347187638282776,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.5729270577430725,1.007338285446167,1.3278969526290894,0.05987967923283577,0.03709583729505539,-0.29983776807785034,-1.4116063117980957,-0.1524425595998764,-1.318785309791565,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.8416509628295898,0.06620252132415771,0.5070546269416809,1.2515698671340942,-0.6250517964363098,-0.01888066716492176,0.6774022579193115,0.9796528220176697,-1.480549931526184,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.720410943031311,0.0835074856877327,-2.500232458114624,-0.8124483227729797,0.21215032041072845,-0.5446906089782715,0.6308629512786865,0.10933815687894821,0.07708285003900528,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,1.5241992473602295,1.6825006008148193,0.56910240650177,4.119860649108887,-1.8118960857391357,0.10205423831939697,0.9057270884513855,-0.3723054528236389,-0.2414790689945221,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,2.7929115295410156,-0.6876730918884277,2.7300214767456055,-1.558088779449463,-2.8772380352020264,-1.63103449344635,-1.9647384881973267,-2.5367074012756348,-0.12620456516742706,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,1.3943737745285034,1.3201650381088257,-2.8896453380584717,4.1020588874816895,-0.017680589109659195,-2.1741607189178467,-2.08089542388916,-3.856639862060547,-2.834378242492676,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.13252311944961548,0.43686458468437195,0.28663453459739685,0.9482605457305908,-0.6839954257011414,0.2585289180278778,-0.8185331225395203,-0.5776427388191223,-0.5920805931091309,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.2062433362007141,0.4570641815662384,-0.6312291026115417,0.3230888247489929,0.8002808690071106,0.5054067373275757,-0.754730224609375,0.11517807096242905,0.8200832009315491,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.0806676149368286,0.3162217438220978,0.7709749341011047,0.43281954526901245,-1.7548260688781738,1.9717323780059814,-0.9315044283866882,-0.40091583132743835,0.8928726315498352,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.7861635684967041,2.3555314540863037,0.7683860063552856,1.1304491758346558,1.996664047241211,-1.6137399673461914,-1.0254294872283936,0.41493284702301025,0.11910679936408997,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.8407418131828308,-0.5754988193511963,-0.2831228971481323,0.11370594799518585,-0.16517126560211182,3.2730045318603516,-2.5588841438293457,1.8070255517959595,-3.494844913482666,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.544028401374817,2.7662293910980225,-0.4660380780696869,-2.2066752910614014,-1.9651581048965454,0.9918970465660095,1.9382303953170776,-2.8060250282287598,-1.8647716045379639,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.5154317617416382,2.730733633041382,0.1828502118587494,0.39150270819664,-3.8940834999084473,-0.31681832671165466,-1.3539448976516724,0.7836363911628723,4.616330146789551,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.15277157723903656,0.04488908499479294,-0.3354918956756592,1.0210480690002441,-0.3051382303237915,0.1367727518081665,-1.228426456451416,0.0790027529001236,-0.546762228012085,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.8144064545631409,0.02608516439795494,0.9447908997535706,-0.4792775809764862,-0.5560957193374634,0.08815431594848633,-0.9878278374671936,0.8227900862693787,-0.545075535774231,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.0034129619598389,0.51871657371521,-2.0945637226104736,0.32021963596343994,-1.0012813806533813,-1.2862540483474731,-2.3027567863464355,-0.45153918862342834,-0.2658614218235016,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.5958648920059204,1.202183723449707,-1.3248285055160522,-0.8648356795310974,0.7003999948501587,2.9139184951782227,-0.5620162487030029,1.545660376548767,0.14663031697273254,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,1.1048721075057983,-2.3406875133514404,-0.3081371784210205,-0.02116105891764164,-3.19459867477417,2.4709956645965576,-1.5243136882781982,1.5342024564743042,-0.10858272761106491,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.10912186652421951,-2.3809778690338135,-2.1823809146881104,-1.603574275970459,-2.149305582046509,-0.5621910691261292,-0.35004836320877075,-1.4982675313949585,3.152254581451416,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,2.9034440517425537,0.4148727059364319,2.440350294113159,0.4214433431625366,-3.702876091003418,0.1394415646791458,-3.392416477203369,-4.22346830368042,-2.512983560562134,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2835524082183838,0.313850998878479,-0.33353391289711,0.5313377976417542,0.004996665753424168,-0.11985179036855698,-0.9199318289756775,-0.9685680270195007,-0.48776474595069885,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.17029090225696564,0.9604393243789673,-0.23205192387104034,1.1640925407409668,0.6165944337844849,-0.6419429779052734,-0.83213871717453,-0.6506989002227783,0.2922635078430176,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.8276961445808411,0.14036418497562408,2.126551628112793,0.4485691785812378,0.27027428150177,0.7453054785728455,-0.48968470096588135,-1.6057957410812378,-0.18390746414661407,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6765402555465698,-0.16522061824798584,0.30549246072769165,0.6805176138877869,-0.276845782995224,-0.6266340613365173,-1.5173653364181519,-3.0166358947753906,-3.0447165966033936,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.8686641454696655,2.064931631088257,1.8171173334121704,-0.3459331691265106,-2.158435344696045,-1.2611327171325684,-2.3224050998687744,-1.456220030784607,2.0791404247283936,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.5814447402954102,0.10700304061174393,-1.4354650974273682,-1.687678575515747,0.24031487107276917,4.49982213973999,0.18639768660068512,0.009711177088320255,2.2192399501800537,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.2105168104171753,4.933485507965088,0.14362770318984985,2.2032344341278076,0.774370551109314,-1.427335262298584,2.644378662109375,-0.3792274594306946,1.3964142799377441,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.03125486522912979,1.0723673105239868,0.08281368017196655,0.3745611906051636,-0.5909815430641174,-0.23993708193302155,-1.0367389917373657,-0.45773038268089294,-0.5330791473388672,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.4365760087966919,1.2577379941940308,0.4001329839229584,-0.07309858500957489,0.8470101356506348,0.9214604496955872,-0.6244836449623108,0.4838719367980957,-0.7175384759902954,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.6526670455932617,0.2037699669599533,-0.3899919092655182,0.3047980070114136,-2.5152571201324463,0.16306734085083008,-1.2637579441070557,-0.14826340973377228,-1.902530550956726,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.2976179122924805,-1.497630000114441,1.0075422525405884,0.5075839757919312,0.9212660789489746,-2.0254013538360596,-1.7512634992599487,-1.0683116912841797,0.17176826298236847,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.6156394481658936,-0.9335067272186279,0.004982572048902512,-0.052876319736242294,2.3602097034454346,0.4162735342979431,-0.06524412333965302,2.888394355773926,-1.2750167846679688,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.5937380194664001,3.9390037059783936,3.7059402465820312,-1.2327466011047363,0.9905233979225159,1.5516033172607422,-2.486231803894043,-1.070229172706604,0.3711951971054077,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.4735698699951172,0.4975639581680298,-1.5830512046813965,4.918172836303711,1.1165614128112793,-2.866194009780884,-3.8396902084350586,-2.820073366165161,-0.4432680904865265,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.06784564256668091,0.9084861874580383,-0.0460018590092659,0.4579252600669861,0.36438778042793274,0.14609608054161072,-1.2339742183685303,-0.10423574596643448,-0.1625884622335434,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.24110130965709686,1.549565076828003,0.07965851575136185,0.0646195262670517,-0.8299267292022705,0.13907082378864288,-0.19307875633239746,-1.294459342956543,-0.9267584085464478,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6008490324020386,0.6126843094825745,0.24337834119796753,2.026305913925171,-1.4788604974746704,-1.2289509773254395,-0.6821927428245544,-0.4740373492240906,-1.615059733390808,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.869462490081787,1.5371216535568237,-0.09920314699411392,-0.8792837858200073,1.7220350503921509,0.08814363181591034,0.1345285326242447,-1.60205078125,1.0569286346435547,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7687069177627563,3.317981243133545,2.7220656871795654,-1.7173519134521484,-0.225910946726799,0.24289335310459137,-1.814375638961792,0.5685968399047852,0.24950405955314636,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.816246509552002,1.232914686203003,-1.5260262489318848,-2.4068634510040283,4.13487434387207,1.345861792564392,-2.7717268466949463,-0.4086044728755951,0.9165815711021423,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.6399483680725098,1.6209355592727661,-1.1997029781341553,0.4476167559623718,0.7893716096878052,-4.075411796569824,3.0489370822906494,-1.4426380395889282,1.6658570766448975,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.4270365536212921,0.8806195855140686,0.2686157822608948,0.12972168624401093,-0.18802328407764435,0.5646985769271851,-1.4313830137252808,-0.2167663872241974,-0.15001903474330902,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.762624204158783,1.0022155046463013,0.4794665277004242,0.29727885127067566,-0.1894012987613678,-1.1822396516799927,-1.7515851259231567,-0.33390921354293823,-0.9828502535820007,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6068625450134277,-0.3805782198905945,-1.149957537651062,2.1922128200531006,-0.0739879161119461,0.7174530029296875,-1.5016827583312988,-1.4389841556549072,0.8261625170707703,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2488634586334229,0.5083377957344055,2.665513277053833,1.8718466758728027,-0.943683922290802,-0.3468923568725586,-0.15020234882831573,0.7380928993225098,0.6671072840690613,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.7719945907592773,0.38619276881217957,-0.36444681882858276,0.8397527933120728,-0.5496054887771606,-3.282262086868286,0.27900180220603943,-2.336212635040283,1.5797652006149292,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.5033090114593506,3.6337575912475586,3.1714630126953125,2.1786303520202637,-0.005642210599035025,-1.2896431684494019,-0.02364308200776577,-0.8335628509521484,-1.7433533668518066,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.09005884826183319,-2.577842950820923,-2.282853841781616,1.9006913900375366,2.9751954078674316,0.5370616912841797,-2.5591750144958496,-4.7077250480651855,0.453293114900589,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.12011460959911346,0.05366477742791176,0.24352988600730896,0.03786139935255051,-0.19299228489398956,-0.0856529027223587,-0.780141294002533,-0.23119544982910156,-0.8668055534362793,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.08731090277433395,-0.1044987142086029,0.3901105225086212,-0.29388344287872314,0.2722306549549103,-0.5061039924621582,-1.8362585306167603,0.6259822845458984,0.19672679901123047,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.3619341254234314,-0.4396817684173584,1.7530107498168945,-0.06771330535411835,-0.3391415476799011,-0.21747206151485443,-3.0863826274871826,0.263875275850296,-0.21398159861564636,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.1130053699016571,-0.03694052994251251,-0.6800616979598999,-0.009137943387031555,0.12653067708015442,-1.0938845872879028,-0.5533168911933899,-1.034542202949524,2.910810708999634,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.088679552078247,-0.6018672585487366,-4.144814968109131,-0.6105023622512817,-0.5256049036979675,0.978711724281311,-0.41008642315864563,-0.9987908005714417,-1.0068823099136353,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.169303059577942,-2.2491703033447266,1.7391397953033447,-1.9558147192001343,-0.7378665208816528,1.7895357608795166,-1.3994873762130737,-1.1385490894317627,3.488611936569214,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.225303292274475,-2.6032369136810303,-2.6974141597747803,2.3842520713806152,0.8842905759811401,-3.7209670543670654,-1.329471468925476,0.36045193672180176,2.454998016357422,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.38372695446014404,0.774864912033081,-0.32032492756843567,0.3683730959892273,-0.38220328092575073,0.6705222129821777,-1.551987886428833,-1.1077314615249634,-0.7639592885971069,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8987124562263489,0.23508813977241516,-0.21816883981227875,0.36374133825302124,-0.3182465434074402,0.5501946806907654,-0.4139176905155182,-1.657961130142212,-1.506298303604126,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.0427136421203613,0.2567419409751892,-0.6332674622535706,0.5210644006729126,0.6163424253463745,-0.36765509843826294,-3.283632516860962,0.8938791751861572,-0.7485721111297607,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.538212537765503,2.7139570713043213,-0.39870864152908325,0.07146955281496048,-0.25498878955841064,-0.858630895614624,-2.4852302074432373,-0.7543448805809021,-0.2173958420753479,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.2069939374923706,-1.915489673614502,1.298842430114746,1.0367714166641235,-2.8553900718688965,-1.508588194847107,-1.7821853160858154,2.22377610206604,-0.1612546294927597,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.9135211110115051,2.1984307765960693,-0.14136753976345062,0.6203215718269348,2.1039586067199707,3.5520734786987305,-0.747613251209259,-0.37416213750839233,3.401855945587158,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.662909746170044,0.6230213046073914,-5.241149425506592,1.5592613220214844,-2.2126266956329346,-3.6239898204803467,-2.1965765953063965,0.13810986280441284,0.09820704907178879,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5315825343132019,0.7504457235336304,-0.07965878397226334,-0.1016659289598465,-0.31503668427467346,0.5909101366996765,-0.8086134195327759,-0.4191836714744568,-1.1013730764389038,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.4959110915660858,-0.2711763083934784,0.3804791569709778,0.4807116985321045,0.10380016267299652,-0.5574480891227722,-1.4789659976959229,0.5590486526489258,0.5333828330039978,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1632890701293945,0.015981754288077354,0.28992760181427,1.488725185394287,-0.19735278189182281,0.02541959285736084,0.5764778256416321,1.2186022996902466,0.12844820320606232,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.291402578353882,0.7106060981750488,-1.5655566453933716,-0.5758993029594421,0.37138831615448,2.7694027423858643,-2.640679359436035,0.2596798837184906,-0.7941991090774536,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.3485491275787354,-1.8115097284317017,-1.2684290409088135,-2.4616541862487793,-0.048496369272470474,0.6461322903633118,-1.8179575204849243,-0.8244556784629822,-3.296997547149658,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.269021987915039,2.3930745124816895,-2.2303035259246826,1.3087093830108643,-0.1923685371875763,-1.9486408233642578,-5.376817226409912,1.4153099060058594,-0.8003097176551819,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.6689013242721558,-5.135653972625732,1.0030914545059204,0.9555625319480896,-1.8197553157806396,1.0536818504333496,0.6624962687492371,-1.1794795989990234,-2.9426071643829346,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.17467209696769714,0.19516977667808533,-0.8749053478240967,0.27921298146247864,-0.3748108744621277,0.46168190240859985,-1.639345407485962,-0.2576342225074768,-0.22319790720939636,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.605596125125885,0.5222923159599304,-0.5178680419921875,0.827232301235199,1.2197990417480469,1.196990728378296,-0.8394480347633362,0.029815778136253357,-0.691187858581543,0.0,1.0,0.0,0.0,0.0,0.0,0.0
