split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1,class_2,class_3
val,0.036970674991607666,1.93822181224823,0.7175040245056152,1.8266245126724243,-2.8707275390625,-1.553796648979187,0.0,0.0,1.0,0.0
val,-0.7868385314941406,1.9494026899337769,3.2648820877075195,-1.6296006441116333,-0.6295208930969238,0.8053094148635864,0.0,0.0,0.0,1.0
val,0.39185065031051636,1.0612059831619263,-0.6741381287574768,-0.39517614245414734,-1.9731367826461792,-0.16654238104820251,1.0,0.0,0.0,0.0
val,2.130500316619873,2.3735811710357666,-0.6141321659088135,-0.4832250773906708,-1.094679355621338,-0.13808688521385193,0.0,1.0,0.0,0.0
val,-2.0111806392669678,0.7879137396812439,-0.31488585472106934,-1.1187533140182495,-0.6224429607391357,0.16365626454353333,0.0,0.0,1.0,0.0
val,0.32085129618644714,1.380502700805664,-0.44243696331977844,-1.9609237909317017,1.982053279876709,-1.261857032775879,0.0,0.0,0.0,1.0
val,1.0577679872512817,1.557753324508667,0.2895332872867584,-0.7059565782546997,-0.810356616973877,-0.6815431714057922,1.0,0.0,0.0,0.0
val,0.19846902787685394,2.409714698791504,0.006314712110906839,0.6069959998130798,-1.1722900867462158,-1.718684434890747,0.0,1.0,0.0,0.0
val,-0.7545806169509888,3.46571946144104,-0.552134096622467,-1.713639259338379,-0.6638069748878479,0.07818038016557693,0.0,0.0,1.0,0.0
val,-1.9277541637420654,2.410093307495117,-0.8878471851348877,-0.05328540876507759,0.4790516495704651,-2.284566879272461,0.0,0.0,0.0,1.0
test,1.1159216165542603,1.3605469465255737,-0.38912132382392883,-0.3143000602722168,-1.182682991027832,0.2156762033700943,1.0,0.0,0.0,0.0
test,0.8909009695053101,0.44636470079421997,-1.15268874168396,-1.460884928703308,-1.1305959224700928,-0.5968506932258606,0.0,1.0,0.0,0.0
test,-0.03601213917136192,2.900723695755005,2.2382731437683105,0.32336509227752686,-2.695096969604492,-0.2002689093351364,0.0,0.0,1.0,0.0
test,2.351120948791504,1.0042916536331177,-2.30313777923584,-1.1516666412353516,-2.0762648582458496,2.091442584991455,0.0,0.0,0.0,1.0
test,0.693891167640686,1.1665380001068115,0.9309754967689514,-0.1457863301038742,-1.4502019882202148,-0.7373762130737305,1.0,0.0,0.0,0.0
test,0.37052151560783386,0.8315168023109436,-0.8974230885505676,-0.9027007222175598,-0.8138684630393982,-1.725260615348816,0.0,1.0,0.0,0.0
test,1.2633023262023926,0.6495910286903381,-2.0210444927215576,-1.6509783267974854,-0.17675574123859406,-0.27672380208969116,0.0,0.0,1.0,0.0
test,1.0838627815246582,2.9420242309570312,2.2956244945526123,1.3106718063354492,-3.2414774894714355,-2.066890001296997,0.0,0.0,0.0,1.0
test,1.3026095628738403,1.6881933212280273,-0.0691240131855011,-0.08619549870491028,-1.1386665105819702,0.01281933207064867,1.0,0.0,0.0,0.0
test,1.5463380813598633,0.20478437840938568,1.0569865703582764,-0.8151358366012573,-1.3327902555465698,0.22324639558792114,0.0,1.0,0.0,0.0
test,-1.7572687864303589,0.9457111954689026,-1.4329923391342163,-1.2220799922943115,-1.3668739795684814,0.10093282908201218,0.0,0.0,1.0,0.0
test,-0.3629845082759857,-0.8511067628860474,0.4575800895690918,-0.15080766379833221,-4.2095818519592285,1.197587251663208,0.0,0.0,0.0,1.0
test,0.6818608045578003,0.9068660736083984,0.6048657298088074,0.022064318880438805,-1.5992095470428467,-0.8845852613449097,1.0,0.0,0.0,0.0
test,0.3339255154132843,1.7020725011825562,0.9481901526451111,0.2606962025165558,-0.8602181673049927,-1.878180980682373,0.0,1.0,0.0,0.0
test,-2.1029953956604004,1.3576130867004395,0.739689826965332,0.3822609782218933,-1.334324836730957,0.4645330607891083,0.0,0.0,1.0,0.0
test,2.1654937267303467,1.6944500207901,1.5124294757843018,-0.8739762306213379,1.1961989402770996,1.5447314977645874,0.0,0.0,0.0,1.0
test,0.7956907153129578,1.2266651391983032,-0.7081359028816223,0.1245335191488266,-1.4700716733932495,-0.4664107859134674,1.0,0.0,0.0,0.0
test,1.6563807725906372,0.8155453205108643,0.5711367726325989,-0.12324519455432892,-0.08866457641124725,-0.1635517179965973,0.0,1.0,0.0,0.0
test,-1.2316398620605469,2.4208180904388428,1.0193716287612915,-0.475931853055954,-1.5723907947540283,-2.346831798553467,0.0,0.0,1.0,0.0
test,-0.6458832025527954,3.4869277477264404,2.5943527221679688,-1.451317548751831,-2.187636613845825,1.1996980905532837,0.0,0.0,0.0,1.0
test,0.6340925097465515,1.7337123155593872,0.4643877446651459,-0.5822370052337646,-1.193447232246399,0.4078163504600525,1.0,0.0,0.0,0.0
test,1.0037568807601929,1.737895131111145,0.6105934977531433,0.7898463010787964,-2.815911054611206,-1.0454002618789673,0.0,1.0,0.0,0.0
test,-1.0999282598495483,2.0791609287261963,-1.2230639457702637,1.6136128902435303,-1.451000690460205,-0.5738224387168884,0.0,0.0,1.0,0.0
test,-3.074021577835083,0.6452076435089111,-0.6565840840339661,0.5728344917297363,-1.033182144165039,0.11406095325946808,0.0,0.0,0.0,1.0
test,0.6888901591300964,0.9696078896522522,-0.38184887170791626,-0.20927095413208008,-1.052593469619751,0.1450420320034027,1.0,0.0,0.0,0.0
test,1.4840015172958374,1.6167773008346558,0.2344655692577362,1.3367315530776978,-1.6101973056793213,0.025279605761170387,0.0,1.0,0.0,0.0
test,0.2913934588432312,2.4765663146972656,1.8320953845977783,-2.2672336101531982,-1.119744062423706,0.672172486782074,0.0,0.0,1.0,0.0
test,1.1930110454559326,1.0332502126693726,-3.799960136413574,-0.5241477489471436,-1.5549349784851074,-0.9548537731170654,0.0,0.0,0.0,1.0
test,0.40038758516311646,0.5915229320526123,-0.1952514797449112,-0.6142297387123108,-1.228975534439087,-0.30320391058921814,1.0,0.0,0.0,0.0
test,1.4288980960845947,1.2414170503616333,-0.3332238495349884,0.9414396286010742,-2.6704471111297607,-0.2415332794189453,0.0,1.0,0.0,0.0
test,2.1802401542663574,2.1263716220855713,1.3603233098983765,-1.0749412775039673,-1.6703410148620605,1.5923587083816528,0.0,0.0,1.0,0.0
test,0.9210272431373596,0.4661627411842346,2.378211736679077,0.8063814640045166,-4.315563678741455,-1.1043545007705688,0.0,0.0,0.0,1.0
test,0.944642961025238,0.8386867642402649,0.3131069540977478,-0.5546526908874512,-2.0575828552246094,-0.763339638710022,1.0,0.0,0.0,0.0
test,0.7306144833564758,0.9841123223304749,-0.548207700252533,1.2113226652145386,-1.056829571723938,0.3790585994720459,0.0,1.0,0.0,0.0
test,0.42240336537361145,0.5990340709686279,-1.148736596107483,0.48053622245788574,-2.29668927192688,1.9453884363174438,0.0,0.0,1.0,0.0
test,0.988609790802002,1.8824800252914429,-0.7932448387145996,1.1953530311584473,-0.3986496031284332,-3.7050704956054688,0.0,0.0,0.0,1.0
test,0.17742231488227844,1.1494624614715576,-0.7272608876228333,-0.48804596066474915,-1.7077897787094116,-0.586475670337677,1.0,0.0,0.0,0.0
test,0.005114468280225992,0.6743006706237793,-0.6280044913291931,-0.5123814940452576,-0.028823504224419594,-0.8896937370300293,0.0,1.0,0.0,0.0
test,0.5722810626029968,1.2004990577697754,-0.05321504548192024,-2.6509809494018555,-2.632244110107422,-1.9892786741256714,0.0,0.0,1.0,0.0
test,0.2763274312019348,3.4178102016448975,2.665300130844116,-0.668696939945221,-3.2167928218841553,-1.9520466327667236,0.0,0.0,0.0,1.0
test,0.8351562023162842,1.0824977159500122,-0.7137171626091003,-0.4672043025493622,-1.8525893688201904,-0.1385742872953415,1.0,0.0,0.0,0.0
test,0.028216466307640076,1.9901832342147827,1.8451460599899292,-0.25639036297798157,-1.859511137008667,-0.8065184354782104,0.0,1.0,0.0,0.0
test,0.21660400927066803,0.8917478322982788,-2.3666133880615234,-0.8728436231613159,-0.3150852620601654,-1.2756540775299072,0.0,0.0,1.0,0.0
test,0.7307095527648926,2.2979211807250977,-3.55446195602417,-0.08759688585996628,-2.2075395584106445,0.8312373757362366,0.0,0.0,0.0,1.0
test,1.2567452192306519,1.8402990102767944,-0.5380287766456604,-0.3556131422519684,-1.5942857265472412,-0.3885582983493805,1.0,0.0,0.0,0.0
test,1.8153585195541382,0.6496182680130005,-0.3589550256729126,-0.5008436441421509,-1.7165236473083496,-1.6438236236572266,0.0,1.0,0.0,0.0
test,1.8241955041885376,3.005343437194824,-0.6559784412384033,0.856581449508667,-0.5409685969352722,-1.7729355096817017,0.0,0.0,1.0,0.0
test,0.42372697591781616,-0.2130163013935089,-2.606065034866333,-2.5532567501068115,-0.5139659643173218,0.09623865783214569,0.0,0.0,0.0,1.0
test,0.04714389145374298,2.0889854431152344,0.3004472255706787,-0.1517212837934494,-1.6068965196609497,0.06399498879909515,1.0,0.0,0.0,0.0
test,1.3878633975982666,2.188472032546997,-0.10554329305887222,1.2052006721496582,-1.418487787246704,-0.8458698987960815,0.0,1.0,0.0,0.0
test,-0.44609788060188293,1.575797200202942,1.5525693893432617,-2.3428921699523926,-0.20109015703201294,0.025490406900644302,0.0,0.0,1.0,0.0
test,2.4865779876708984,1.8208181858062744,0.13852986693382263,-0.12927956879138947,1.4856438636779785,1.363916039466858,0.0,0.0,0.0,1.0
test,0.3262295424938202,1.0498855113983154,-0.5005623698234558,-0.32194778323173523,-1.6905732154846191,-1.0117683410644531,1.0,0.0,0.0,0.0
test,-0.3104863166809082,0.5938218235969543,0.8861083984375,0.03244996443390846,-2.698916435241699,-0.9296015501022339,0.0,1.0,0.0,0.0
test,2.0069990158081055,2.2249038219451904,-0.6491422057151794,-1.1815241575241089,0.08596592396497726,-1.9793617725372314,0.0,0.0,1.0,0.0
test,3.116879463195801,-0.4730687141418457,-0.33202171325683594,-2.692934274673462,-2.0356907844543457,-0.7720291614532471,0.0,0.0,0.0,1.0
test,0.5685703754425049,0.7666557431221008,0.5476139783859253,-0.7547634243965149,-1.9527308940887451,-0.2549907863140106,1.0,0.0,0.0,0.0
test,-0.2164119929075241,2.5901336669921875,-0.6889075040817261,-0.7676779627799988,-2.517615795135498,0.21333947777748108,0.0,1.0,0.0,0.0
test,1.1598047018051147,3.6069953441619873,-0.5701276063919067,0.8147659301757812,-1.189940333366394,1.0409057140350342,0.0,0.0,1.0,0.0
test,3.404120683670044,-0.01758744567632675,1.0500938892364502,1.1854640245437622,-1.0290656089782715,1.1184298992156982,0.0,0.0,0.0,1.0
test,0.23226213455200195,1.6837581396102905,0.5835880637168884,-0.2866274118423462,-0.9873656034469604,0.13282673060894012,1.0,0.0,0.0,0.0
test,2.1070146560668945,1.069578766822815,-0.8130849003791809,-0.981234610080719,-1.148348331451416,-0.8514785766601562,0.0,1.0,0.0,0.0
test,1.5349490642547607,-1.1650359630584717,-0.2616557776927948,-0.7523354291915894,-1.0573805570602417,0.5058438777923584,0.0,0.0,1.0,0.0
test,-2.529771327972412,0.2663573622703552,-0.834484338760376,1.5071094036102295,-2.1817426681518555,-0.6056815385818481,0.0,0.0,0.0,1.0
test,1.1872025728225708,0.7562967538833618,0.1632012128829956,-0.04396146163344383,-1.6309722661972046,-0.5353045463562012,1.0,0.0,0.0,0.0
test,0.2923716902732849,2.021411895751953,1.1008384227752686,-0.36441710591316223,-3.1295957565307617,-0.5295320153236389,0.0,1.0,0.0,0.0
test,-1.5225504636764526,1.1503863334655762,-0.6612148284912109,-1.5345319509506226,-1.2776672840118408,1.2127349376678467,0.0,0.0,1.0,0.0
test,0.8507237434387207,3.9174253940582275,-0.3860965073108673,-2.0330088138580322,-0.5159063339233398,2.042726755142212,0.0,0.0,0.0,1.0
test,0.10401862859725952,1.408158540725708,-0.08303000777959824,-0.2688714265823364,-0.9037134051322937,0.19054187834262848,1.0,0.0,0.0,0.0
test,1.670462727546692,1.945441722869873,-1.3131780624389648,-0.6662993431091309,-1.0900439023971558,0.20207537710666656,0.0,1.0,0.0,0.0
test,1.8253041505813599,2.8490242958068848,-1.2707338333129883,-0.9248566031455994,-2.86026930809021,0.8945102095603943,0.0,0.0,1.0,0.0
test,2.738265037536621,2.5709002017974854,1.6161354780197144,-3.124516487121582,-1.6263166666030884,-0.8896929025650024,0.0,0.0,0.0,1.0
test,-0.0065250881016254425,0.830514132976532,-0.2734801173210144,-0.7114729285240173,-1.367543339729309,-0.45071130990982056,1.0,0.0,0.0,0.0
test,0.34336555004119873,1.831522822380066,0.2654120922088623,1.3534117937088013,-1.7613071203231812,0.44849780201911926,0.0,1.0,0.0,0.0
test,0.9916210174560547,1.4741551876068115,0.6439148783683777,0.18944151699543,-3.9767911434173584,-1.8746083974838257,0.0,0.0,1.0,0.0
test,-1.0605565309524536,3.5485079288482666,1.6266666650772095,-1.3657662868499756,-3.434720277786255,1.021075963973999,0.0,0.0,0.0,1.0
test,0.4802960157394409,1.7630820274353027,-0.10689553618431091,0.44082364439964294,-1.5934070348739624,-0.7821937203407288,1.0,0.0,0.0,0.0
test,1.810539960861206,2.102832794189453,-1.20592200756073,-0.916523814201355,-1.4152344465255737,-0.05670483782887459,0.0,1.0,0.0,0.0
test,0.7998750805854797,1.002630352973938,-0.880519688129425,0.4874386787414551,-1.73280668258667,-3.026449203491211,0.0,0.0,1.0,0.0
test,1.1661632061004639,0.9662514328956604,2.1412105560302734,-1.441011667251587,-0.32480910420417786,2.559375286102295,0.0,0.0,0.0,1.0
test,0.5612611174583435,1.0007917881011963,0.5098530650138855,0.32785794138908386,-1.36611008644104,-0.6581943035125732,1.0,0.0,0.0,0.0
test,2.14607572555542,0.7051831483840942,-0.7256512641906738,-0.7651325464248657,-1.5483424663543701,-0.8316832780838013,0.0,1.0,0.0,0.0
test,1.2188695669174194,3.422548770904541,0.680884838104248,-0.797389030456543,-0.29934242367744446,1.2489455938339233,0.0,0.0,1.0,0.0
test,-0.3414250612258911,0.3507932424545288,1.1955498456954956,-3.5099802017211914,-1.1426607370376587,1.2961931228637695,0.0,0.0,0.0,1.0
test,1.3041080236434937,0.9384232759475708,0.05015837028622627,-0.8230829238891602,-1.3655320405960083,-0.4102417826652527,1.0,0.0,0.0,0.0
test,-0.2386140525341034,1.7236485481262207,-0.008147038519382477,0.17924611270427704,-2.4638426303863525,1.0572713613510132,0.0,1.0,0.0,0.0
test,1.1666533946990967,3.046686887741089,2.177800416946411,-1.40352463722229,-2.3531107902526855,-0.5680944323539734,0.0,0.0,1.0,0.0
test,2.5646533966064453,1.042372703552246,-0.8843829035758972,-3.015315532684326,0.27188733220100403,0.5115265250205994,0.0,0.0,0.0,1.0
test,0.22154924273490906,1.698040246963501,-0.14928355813026428,-0.015463515184819698,-1.8241232633590698,0.3503599464893341,1.0,0.0,0.0,0.0
test,0.9039221405982971,1.7791998386383057,0.5547763705253601,-0.622654914855957,-1.4083143472671509,-2.2477807998657227,0.0,1.0,0.0,0.0
test,-1.4795056581497192,-0.08139070123434067,0.02212671935558319,0.5696364641189575,-0.44483786821365356,-0.9117263555526733,0.0,0.0,1.0,0.0
test,2.468691110610962,2.157007932662964,-2.573037624359131,-1.8671404123306274,-1.8268182277679443,1.235068440437317,0.0,0.0,0.0,1.0
test,0.9389134645462036,0.9958895444869995,-0.2821227014064789,-0.22713813185691833,-1.2960437536239624,-1.0480570793151855,1.0,0.0,0.0,0.0
test,1.2339210510253906,1.823582410812378,-0.6436357498168945,-0.12856514751911163,-0.3513552248477936,0.8180787563323975,0.0,1.0,0.0,0.0
test,1.505468487739563,3.194209337234497,0.5936267375946045,-2.1980082988739014,-0.43247219920158386,-0.9671930074691772,0.0,0.0,1.0,0.0
test,-0.6650887727737427,0.7386693358421326,-1.221798062324524,0.8489367961883545,0.9322265386581421,-2.521038293838501,0.0,0.0,0.0,1.0
test,0.9041527509689331,1.2056375741958618,0.8599945902824402,-0.5397427082061768,-1.5726583003997803,-0.84257972240448,1.0,0.0,0.0,0.0
test,0.4385964572429657,-0.3370530903339386,0.3617059290409088,-0.4461723566055298,-0.7335134148597717,-0.12353001534938812,0.0,1.0,0.0,0.0
test,1.2283995151519775,-1.1557656526565552,-0.047232553362846375,0.5808577537536621,-2.1598703861236572,0.30071043968200684,0.0,0.0,1.0,0.0
test,-1.8626784086227417,1.1681194305419922,-0.676487386226654,-3.2566349506378174,-2.0429880619049072,-1.3069744110107422,0.0,0.0,0.0,1.0
test,0.4561249017715454,1.5322767496109009,0.2052425742149353,-0.4800889790058136,-1.5392661094665527,0.5989803671836853,1.0,0.0,0.0,0.0
test,1.0636436939239502,1.2953367233276367,1.3504724502563477,-0.7207473516464233,-0.6455513834953308,-1.4923001527786255,0.0,1.0,0.0,0.0
test,2.499082565307617,2.830014228820801,0.9688589572906494,-0.12001392245292664,-2.4213099479675293,-1.7173213958740234,0.0,0.0,1.0,0.0
test,2.515368700027466,-0.25347477197647095,1.4860423803329468,0.4304177463054657,-0.1533614993095398,1.820183277130127,0.0,0.0,0.0,1.0
test,-0.08572208136320114,0.8125930428504944,0.052489109337329865,-0.5603259205818176,-1.336646318435669,-0.10365709662437439,1.0,0.0,0.0,0.0
test,0.9183944463729858,2.5558764934539795,0.008961403742432594,-1.1761740446090698,-2.398967742919922,0.7591256499290466,0.0,1.0,0.0,0.0
test,-0.317402720451355,2.658130407333374,2.1566312313079834,0.16216357052326202,-1.5148247480392456,1.0837645530700684,0.0,0.0,1.0,0.0
test,-0.18165190517902374,-0.6388691663742065,0.013876587152481079,2.1079037189483643,-3.6737964153289795,0.13303318619728088,0.0,0.0,0.0,1.0
test,1.3397334814071655,2.0079092979431152,0.16239549219608307,-0.45177343487739563,-1.2185869216918945,-0.4471477270126343,1.0,0.0,0.0,0.0
test,0.4357883632183075,2.294093608856201,-0.7054443359375,0.851540744304657,-1.5424034595489502,0.6713730096817017,0.0,1.0,0.0,0.0
test,2.2964680194854736,0.4364936947822571,-1.4024766683578491,-0.08566078543663025,-2.2387263774871826,-1.8759390115737915,0.0,0.0,1.0,0.0
test,-0.9876278042793274,4.6982741355896,-0.16921629011631012,-1.0843605995178223,-3.0760433673858643,-0.15333899855613708,0.0,0.0,0.0,1.0
test,1.003437876701355,1.8247313499450684,0.4814009964466095,-0.5567441582679749,-2.193427324295044,-0.11632370203733444,1.0,0.0,0.0,0.0
test,-0.9091215133666992,0.7086560726165771,-0.5736422538757324,-0.09684685617685318,-1.0743175745010376,-1.0755414962768555,0.0,1.0,0.0,0.0
test,-0.7538691759109497,2.4908053874969482,-1.2281644344329834,-1.3229005336761475,-2.500077724456787,-1.987969994544983,0.0,0.0,1.0,0.0
test,0.9844909310340881,-0.45125800371170044,0.0322781540453434,2.448246717453003,-3.4942758083343506,-0.9762231707572937,0.0,0.0,0.0,1.0
test,0.4775245189666748,2.3160204887390137,-0.06531837582588196,-0.623247504234314,-1.76412034034729,-0.051934368908405304,1.0,0.0,0.0,0.0
test,1.4276418685913086,1.0112286806106567,-0.8884081244468689,-0.8380243182182312,-2.7437312602996826,0.32201385498046875,0.0,1.0,0.0,0.0
test,2.5875284671783447,1.0348693132400513,-0.6597496867179871,0.5041741132736206,-1.9976989030838013,1.4258350133895874,0.0,0.0,1.0,0.0
test,-2.0938448905944824,-0.0914984866976738,-1.5664812326431274,0.9515342712402344,-1.5749093294143677,1.0110516548156738,0.0,0.0,0.0,1.0
test,0.6927534937858582,2.0258827209472656,0.6360175013542175,0.04042796790599823,-1.876968502998352,-0.1435801088809967,1.0,0.0,0.0,0.0
test,1.8065552711486816,1.650105357170105,1.2607018947601318,-0.7473068237304688,-1.9971013069152832,0.4863136112689972,0.0,1.0,0.0,0.0
test,2.3189353942871094,-0.5134082436561584,-0.10306904464960098,-1.0654675960540771,-0.25864318013191223,-0.27509236335754395,0.0,0.0,1.0,0.0
test,3.1268932819366455,-0.9598137140274048,1.0684651136398315,1.169326901435852,-0.9771136045455933,-0.19461819529533386,0.0,0.0,0.0,1.0
test,0.6596633791923523,1.987017273902893,-0.6407690644264221,-0.3100593388080597,-1.873639702796936,-0.6153906583786011,1.0,0.0,0.0,0.0
test,0.31072843074798584,2.2640388011932373,-3.99505952373147e-05,-0.40431416034698486,-2.3731918334960938,-1.9758704900741577,0.0,1.0,0.0,0.0
test,-0.4500276744365692,0.007099605165421963,1.9511607885360718,0.9161759614944458,-2.3221006393432617,-0.6241244077682495,0.0,0.0,1.0,0.0
test,-0.07891594618558884,1.1305465698242188,3.2209677696228027,-1.0201480388641357,-0.06648599356412888,-2.129730224609375,0.0,0.0,0.0,1.0
test,0.8703563809394836,1.4860202074050903,-0.5271299481391907,-0.3719029426574707,-2.2725045680999756,-0.37842264771461487,1.0,0.0,0.0,0.0
test,-0.026631150394678116,1.653242588043213,-1.6279321908950806,-0.09622429311275482,-1.2965073585510254,-1.0864133834838867,0.0,1.0,0.0,0.0
test,1.3184170722961426,0.47661155462265015,1.1597514152526855,0.6432161927223206,-3.821728229522705,-0.6703504920005798,0.0,0.0,1.0,0.0
test,-2.4330413341522217,2.116013765335083,0.0874420776963234,-2.0782723426818848,-1.817803144454956,-2.2518069744110107,0.0,0.0,0.0,1.0
test,0.13139399886131287,0.9367860555648804,0.34736037254333496,-0.7865949273109436,-2.053882598876953,-0.17984433472156525,1.0,0.0,0.0,0.0
test,1.769640326499939,0.9005761742591858,-0.16972774267196655,-0.41666367650032043,-2.620314359664917,-1.4054393768310547,0.0,1.0,0.0,0.0
test,2.0273385047912598,0.858146607875824,-1.5393009185791016,-0.2678919732570648,-0.21561388671398163,-1.8486467599868774,0.0,0.0,1.0,0.0
test,-0.26993417739868164,2.5236477851867676,-1.9706553220748901,2.57067608833313,-0.7468660473823547,0.33375781774520874,0.0,0.0,0.0,1.0
test,0.1850520670413971,1.5743423700332642,-0.6817108988761902,-0.28959226608276367,-1.6264832019805908,-0.8435255885124207,1.0,0.0,0.0,0.0
test,-0.7021403908729553,1.359869122505188,0.9846489429473877,-0.8550548553466797,-0.4067918658256531,-0.19636930525302887,0.0,1.0,0.0,0.0
test,-0.22480909526348114,-0.19452092051506042,-0.10704456269741058,0.5731228590011597,-3.542543888092041,-1.193723440170288,0.0,0.0,1.0,0.0
test,0.1428183615207672,-1.254144310951233,-1.311956763267517,-1.2508703470230103,-0.16588866710662842,1.6015719175338745,0.0,0.0,0.0,1.0
test,0.5272865295410156,1.7738215923309326,-0.7548488974571228,-0.6345798969268799,-1.871761679649353,-0.27623069286346436,1.0,0.0,0.0,0.0
test,0.29885566234588623,2.196777820587158,0.7067804336547852,1.304598093032837,-1.2049345970153809,-0.3669731318950653,0.0,1.0,0.0,0.0
test,0.6661751866340637,4.157770156860352,-0.8877070546150208,0.4314906597137451,-1.4117635488510132,-0.24504971504211426,0.0,0.0,1.0,0.0
test,-0.5407264828681946,-0.6654646396636963,2.601529598236084,-0.5271642804145813,-2.8408007621765137,-1.8684676885604858,0.0,0.0,0.0,1.0
test,0.8752368092536926,1.9146335124969482,0.6368080377578735,-0.28083840012550354,-2.1432902812957764,-0.5090032815933228,1.0,0.0,0.0,0.0
test,1.5721001625061035,2.8092281818389893,0.034918561577796936,-0.5257470011711121,-0.4768020212650299,-0.21753033995628357,0.0,1.0,0.0,0.0
test,0.36524784564971924,2.6566827297210693,0.7874833345413208,0.7062305212020874,-0.2560575008392334,1.662490725517273,0.0,0.0,1.0,0.0
