split,feature_0,feature_1,class_0,class_1,class_2,class_3,class_4,class_5
val,-5.260846138000488,-1.9351006746292114,0.0,0.0,0.0,0.0,1.0,0.0
val,-6.650809288024902,1.0721819400787354,0.0,0.0,0.0,0.0,0.0,1.0
test,0.24655939638614655,0.4132954776287079,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1246072053909302,2.118119716644287,0.0,1.0,0.0,0.0,0.0,0.0
test,1.86082923412323,-1.369037389755249,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.3281361758708954,-3.8213558197021484,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.5788191556930542,-4.7664666175842285,0.0,0.0,0.0,0.0,1.0,0.0
test,4.780328273773193,2.554994821548462,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.1768144816160202,-0.6798491477966309,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5398354530334473,1.9838783740997314,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.7202870845794678,0.2063940018415451,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.322988033294678,-1.5793983936309814,0.0,0.0,0.0,1.0,0.0,0.0
test,2.5139732360839844,3.9721031188964844,0.0,0.0,0.0,0.0,1.0,0.0
test,4.944972991943359,2.1343443393707275,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6734118461608887,-0.1443992406129837,1.0,0.0,0.0,0.0,0.0,0.0
test,0.873940110206604,1.366510033607483,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.640055775642395,3.1582558155059814,0.0,0.0,1.0,0.0,0.0,0.0
test,1.516126036643982,-3.1568045616149902,0.0,0.0,0.0,1.0,0.0,0.0
test,1.6847742795944214,4.542705535888672,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.6660966873168945,0.9666411280632019,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4795628786087036,0.8105379939079285,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.71014404296875,0.3641268014907837,0.0,1.0,0.0,0.0,0.0,0.0
test,2.2406017780303955,-0.3212353587150574,0.0,0.0,1.0,0.0,0.0,0.0
test,0.13734441995620728,4.066234588623047,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.109936237335205,-2.2352843284606934,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.8523308038711548,-5.732970714569092,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2100415229797363,1.0314064025878906,1.0,0.0,0.0,0.0,0.0,0.0
test,0.12460356205701828,1.9719433784484863,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.665330648422241,2.443685531616211,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5444348454475403,-3.6353344917297363,0.0,0.0,0.0,1.0,0.0,0.0
test,3.977417230606079,-1.5518320798873901,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.707666873931885,3.495462417602539,0.0,0.0,0.0,0.0,0.0,1.0
test,0.20666906237602234,-0.21491780877113342,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1606560945510864,0.8380610346794128,0.0,1.0,0.0,0.0,0.0,0.0
test,1.6972256898880005,-1.616568684577942,0.0,0.0,1.0,0.0,0.0,0.0
test,2.215528964996338,-2.5570590496063232,0.0,0.0,0.0,1.0,0.0,0.0
test,3.200631618499756,-2.942838430404663,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.510963439941406,-4.491851329803467,0.0,0.0,0.0,0.0,0.0,1.0
test,0.274838387966156,0.06452006101608276,1.0,0.0,0.0,0.0,0.0,0.0
test,1.226260781288147,-0.298388808965683,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.4577643573284149,-2.829120397567749,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.293888568878174,1.957118272781372,0.0,0.0,0.0,1.0,0.0,0.0
test,2.128573179244995,4.268096923828125,0.0,0.0,0.0,0.0,1.0,0.0
test,1.6857978105545044,5.655608177185059,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5263400673866272,-0.8216002583503723,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1373906135559082,-1.7967625856399536,0.0,1.0,0.0,0.0,0.0,0.0
test,1.6349101066589355,-1.6984308958053589,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.3190639019012451,-3.7956466674804688,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.3928619921207428,5.1485819816589355,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.130718469619751,-5.826632499694824,0.0,0.0,0.0,0.0,0.0,1.0
test,0.18768596649169922,0.5775665640830994,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2754217386245728,0.03414703533053398,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.221569776535034,2.756887197494507,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.5218939781188965,-3.8357200622558594,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.410580635070801,1.89271879196167,0.0,0.0,0.0,0.0,1.0,0.0
test,2.8160550594329834,5.006159782409668,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.353760838508606,0.9334048628807068,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7569050192832947,1.5072307586669922,0.0,1.0,0.0,0.0,0.0,0.0
test,2.275163173675537,0.3176640570163727,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.343896865844727,-1.5353960990905762,0.0,0.0,0.0,1.0,0.0,0.0
test,2.901108980178833,3.606484889984131,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.9860353469848633,-5.396564483642578,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.385067343711853,1.1013472080230713,1.0,0.0,0.0,0.0,0.0,0.0
test,1.263102412223816,-0.09502675384283066,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.1262547969818115,3.131793737411499,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.284619092941284,3.8409171104431152,0.0,0.0,0.0,1.0,0.0,0.0
test,3.4002327919006348,2.990994453430176,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.639249801635742,-0.8256746530532837,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5301682949066162,-0.4277644753456116,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5940356254577637,2.1553263664245605,0.0,1.0,0.0,0.0,0.0,0.0
test,0.4870961606502533,-2.586810350418091,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.377416133880615,-1.4618046283721924,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.656007289886475,-0.6421042680740356,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.724859237670898,3.469618082046509,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0738675594329834,-0.7762048840522766,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.7629320025444031,2.1588919162750244,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.3030333518981934,-2.3894026279449463,0.0,0.0,1.0,0.0,0.0,0.0
test,2.8039398193359375,-1.7320162057876587,0.0,0.0,0.0,1.0,0.0,0.0
test,4.277417182922363,0.020556055009365082,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.7465416193008423,6.070984840393066,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.2515419721603394,-0.6881046891212463,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.6505961418151855,0.6840595602989197,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.2699971199035645,2.7282962799072266,0.0,0.0,1.0,0.0,0.0,0.0
test,2.1765005588531494,-2.598646640777588,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.6108495593070984,5.158132553100586,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.81089973449707,-3.0170462131500244,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.679527997970581,1.1584925651550293,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.8479714393615723,1.811355710029602,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.773509681224823,-2.840195655822754,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.2929182052612305,-2.9039061069488525,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.18611791729927063,-4.812005996704102,0.0,0.0,0.0,0.0,1.0,0.0
test,4.136801242828369,3.681427240371704,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.11979131400585175,0.9586893320083618,1.0,0.0,0.0,0.0,0.0,0.0
test,0.856273889541626,1.3894978761672974,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.536107063293457,1.1953095197677612,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.8597776889801025,-2.3197572231292725,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.680740475654602,-4.74761962890625,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.593977928161621,1.3857522010803223,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6804455518722534,1.1585298776626587,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9437971115112305,2.1468517780303955,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.131225824356079,1.945158839225769,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.21310488879680634,-3.8083295822143555,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.169029712677002,2.442312717437744,0.0,0.0,0.0,0.0,1.0,0.0
test,5.184031009674072,-0.9058700799942017,0.0,0.0,0.0,0.0,0.0,1.0
test,0.17773351073265076,0.5985379219055176,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6566932201385498,2.158315658569336,0.0,1.0,0.0,0.0,0.0,0.0
test,0.49909260869026184,2.9001803398132324,0.0,0.0,1.0,0.0,0.0,0.0
test,2.8183999061584473,-1.7048187255859375,0.0,0.0,0.0,1.0,0.0,0.0
test,3.9558942317962646,-1.6098072528839111,0.0,0.0,0.0,0.0,1.0,0.0
test,0.4539327919483185,-5.724566459655762,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.07646720856428146,-0.6055276989936829,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.548922300338745,-0.6514899134635925,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.5349602699279785,-0.879743754863739,0.0,0.0,1.0,0.0,0.0,0.0
test,1.832007646560669,3.23893404006958,0.0,0.0,0.0,1.0,0.0,0.0
test,4.152137279510498,-0.9613245129585266,0.0,0.0,0.0,0.0,1.0,0.0
test,5.279341697692871,0.1643390655517578,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4588655233383179,-0.515233039855957,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.446602702140808,-1.7042603492736816,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.4799511432647705,-1.018070101737976,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.762943983078003,-3.280001401901245,0.0,0.0,0.0,1.0,0.0,0.0
test,2.7870161533355713,-3.403838872909546,0.0,0.0,0.0,0.0,1.0,0.0
test,4.719381332397461,-2.3716671466827393,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.8461840152740479,-0.8327513933181763,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.8401634097099304,2.1557650566101074,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.444587469100952,2.6145496368408203,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.0281403064727783,-3.108002185821533,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.53230357170105,4.819589138031006,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.7196946144104,0.05193037912249565,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.683713436126709,-0.10995792597532272,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9987828135490417,1.1808717250823975,0.0,1.0,0.0,0.0,0.0,0.0
test,1.622336745262146,2.032940626144409,0.0,0.0,1.0,0.0,0.0,0.0
test,1.490044355392456,3.4929258823394775,0.0,0.0,0.0,1.0,0.0,0.0
test,4.237677574157715,-0.48480963706970215,0.0,0.0,0.0,0.0,1.0,0.0
test,0.3341459631919861,6.065893650054932,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.6790510416030884,-0.8397954702377319,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.410959005355835,2.0364327430725098,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.2947802543640137,3.1038899421691895,0.0,0.0,1.0,0.0,0.0,0.0
test,2.543560028076172,-2.1525635719299316,0.0,0.0,0.0,1.0,0.0,0.0
test,0.21686212718486786,5.070658206939697,0.0,0.0,0.0,0.0,1.0,0.0
test,4.927592754364014,-1.8648357391357422,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.3035969138145447,-0.7495406270027161,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.633342981338501,-0.4251522123813629,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.519057273864746,3.051146984100342,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5185632705688477,3.473836660385132,0.0,0.0,0.0,1.0,0.0,0.0
test,0.34016573429107666,-4.726831436157227,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.3413872718811035,3.9867193698883057,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.3178647458553314,1.0746304988861084,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.700024127960205,0.4458741843700409,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.2923779487609863,2.7146646976470947,0.0,0.0,1.0,0.0,0.0,0.0
test,1.313047170639038,-3.2850844860076904,0.0,0.0,0.0,1.0,0.0,0.0
test,3.480403423309326,-2.551952362060547,0.0,0.0,0.0,0.0,1.0,0.0
test,3.3565008640289307,-4.2425689697265625,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.055553913116455,1.1015931367874146,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5010180473327637,-1.8285645246505737,0.0,1.0,0.0,0.0,0.0,0.0
test,1.020006537437439,-2.284038782119751,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.6521308422088623,4.049371242523193,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.712968826293945,-2.850883960723877,0.0,0.0,0.0,0.0,1.0,0.0
test,1.8067491054534912,5.601049900054932,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5271797180175781,0.7505406141281128,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.4470326900482178,-0.850425660610199,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.3283982276916504,-2.373479127883911,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.355064868927002,-1.5113120079040527,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.3792586624622345,-4.8289923667907715,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.838918924331665,-4.966716289520264,0.0,0.0,0.0,0.0,0.0,1.0
test,0.2696015536785126,0.2985854744911194,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6330493688583374,-1.3128981590270996,0.0,1.0,0.0,0.0,0.0,0.0
test,1.0928683280944824,2.549135446548462,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.5566502809524536,-3.7523250579833984,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.187975883483887,-3.443118095397949,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.2624768018722534,-5.816147327423096,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.20217615365982056,1.0144283771514893,1.0,0.0,0.0,0.0,0.0,0.0
test,0.2725505530834198,1.8952938318252563,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8489075899124146,1.7076740264892578,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.7102913856506348,-3.3107264041900635,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.769286870956421,4.720381736755371,0.0,0.0,0.0,0.0,1.0,0.0
test,1.9761697053909302,5.519108295440674,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.18526320159435272,1.0039417743682861,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5563210248947144,1.9763869047164917,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.2813432216644287,2.721419095993042,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5907050371170044,-3.1052608489990234,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.2836084365844727,5.127546310424805,0.0,0.0,0.0,0.0,1.0,0.0
test,3.6789920330047607,4.238933563232422,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.691457986831665,-0.08054426312446594,1.0,0.0,0.0,0.0,0.0,0.0
test,0.4862520694732666,-1.4354567527770996,0.0,1.0,0.0,0.0,0.0,0.0
test,0.8864731192588806,2.692545175552368,0.0,0.0,1.0,0.0,0.0,0.0
test,1.1005160808563232,3.720705270767212,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.3615678548812866,-4.79941463470459,0.0,0.0,0.0,0.0,1.0,0.0
test,1.1095293760299683,-5.554716110229492,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5379676818847656,-0.41685739159584045,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7778899073600769,-1.1651837825775146,0.0,1.0,0.0,0.0,0.0,0.0
test,2.1745519638061523,0.9453216195106506,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5182151794433594,3.474071741104126,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.084770679473877,-2.2808468341827393,0.0,0.0,0.0,0.0,1.0,0.0
test,4.519763469696045,-2.7626476287841797,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.401865154504776,1.107163667678833,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.524531841278076,1.0230705738067627,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.471364974975586,-2.276850700378418,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.708532810211182,-0.1518518328666687,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.04596223309636116,5.113608360290527,0.0,0.0,0.0,0.0,1.0,0.0
test,3.1718034744262695,4.7253828048706055,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.21599853038787842,-0.7039808630943298,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1054199934005737,-0.6564100384712219,0.0,1.0,0.0,0.0,0.0,0.0
test,1.5411914587020874,2.130136728286743,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.39603590965271,-3.4728922843933105,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.930629730224609,2.8567678928375244,0.0,0.0,0.0,0.0,1.0,0.0
test,5.036983489990234,-1.528733253479004,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.03738855570554733,-0.5708293914794922,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.0174992084503174,-1.3632243871688843,0.0,1.0,0.0,0.0,0.0,0.0
test,1.9335969686508179,1.5575305223464966,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.2024616152048111,4.125630855560303,0.0,0.0,0.0,1.0,0.0,0.0
test,3.178009033203125,-2.971221923828125,0.0,0.0,0.0,0.0,1.0,0.0
test,1.5394556522369385,-5.398708820343018,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5297967195510864,-0.4282764792442322,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.8946103453636169,-1.8330819606781006,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.6156368255615234,0.946159839630127,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.452691078186035,3.764897584915161,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.660573959350586,-0.6134551763534546,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.16536644101142883,-5.814910411834717,0.0,0.0,0.0,0.0,0.0,1.0
test,0.20463931560516357,0.5385856628417969,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5847607851028442,1.9630358219146729,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6578654646873474,-2.8400042057037354,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5803780555725098,-3.1125478744506836,0.0,0.0,0.0,1.0,0.0,0.0
test,0.09942244738340378,5.09162712097168,0.0,0.0,0.0,0.0,1.0,0.0
test,0.8056735992431641,5.961951732635498,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5960719585418701,-0.3240319788455963,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.623273491859436,2.1569664478302,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.389045000076294,1.5303606986999512,0.0,0.0,1.0,0.0,0.0,0.0
test,2.9330286979675293,1.7874009609222412,0.0,0.0,0.0,1.0,0.0,0.0
test,2.8881142139434814,-3.3014092445373535,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.063178300857544,6.007213115692139,0.0,0.0,0.0,0.0,0.0,1.0
test,0.08849382400512695,-0.42826348543167114,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.720227003097534,0.11791063845157623,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.2319905757904053,-1.4817583560943604,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.426936149597168,4.096490859985352,0.0,0.0,0.0,1.0,0.0,0.0
test,0.7005743980407715,-4.63441801071167,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.333977222442627,-1.9597715139389038,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6591875553131104,-0.18585509061813354,1.0,0.0,0.0,0.0,0.0,0.0
test,0.3604501187801361,1.8419584035873413,0.0,1.0,0.0,0.0,0.0,0.0
test,2.1696810722351074,0.9630488753318787,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.649554967880249,4.1587066650390625,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.63724946975708,4.220555782318115,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.5922534465789795,-5.108860969543457,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.3319154977798462,-0.6320917010307312,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.0979281663894653,-1.804755449295044,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.4666974544525146,1.3673356771469116,0.0,0.0,1.0,0.0,0.0,0.0
test,2.197854995727539,-2.5760393142700195,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.6639275550842285,-4.447579860687256,0.0,0.0,0.0,0.0,1.0,0.0
test,0.6129658222198486,6.009249210357666,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6393864154815674,0.5542243123054504,1.0,0.0,0.0,0.0,0.0,0.0
test,1.139490008354187,0.8940879106521606,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.62260103225708,0.9200726747512817,0.0,0.0,1.0,0.0,0.0,0.0
test,0.3032996654510498,-3.7073800563812256,0.0,0.0,0.0,1.0,0.0,0.0
test,4.237471580505371,0.8050715923309326,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.362687587738037,-1.882102608680725,0.0,0.0,0.0,0.0,0.0,1.0
test,0.017453569918870926,-0.5153419971466064,1.0,0.0,0.0,0.0,0.0,0.0
test,0.13974712789058685,-1.6461269855499268,0.0,1.0,0.0,0.0,0.0,0.0
