split,feature_0,feature_1,feature_2,feature_3,class_0,class_1
test,0.5597348213195801,0.741314172744751,0.47048628330230713,-0.6831732392311096,0.0,1.0
test,-0.11123128980398178,1.223586082458496,0.5395682454109192,0.320113867521286,1.0,0.0
test,-1.5967820882797241,0.9384341239929199,0.5153872966766357,2.1742615699768066,0.0,1.0
test,-0.0740310326218605,0.6621254086494446,2.203709125518799,0.8922961354255676,1.0,0.0
test,-0.2520153820514679,-0.2129555344581604,2.1240546703338623,-0.5284368991851807,0.0,1.0
test,-1.1568653583526611,1.6459609270095825,1.6056865453720093,0.7758418917655945,1.0,0.0
test,-1.734903335571289,0.5908429622650146,0.05039699375629425,0.22682729363441467,0.0,1.0
test,-0.6699950695037842,1.027910828590393,0.38210970163345337,0.8317490816116333,1.0,0.0
test,-0.21229128539562225,2.5358211994171143,2.5308823585510254,0.22341559827327728,0.0,1.0
test,-0.8824782371520996,1.4879193305969238,1.928544282913208,0.3249555230140686,1.0,0.0
test,-1.1557550430297852,0.6806941032409668,3.015291929244995,0.09670103341341019,0.0,1.0
test,0.057005252689123154,1.4330923557281494,2.0493485927581787,1.1875165700912476,1.0,0.0
test,-1.340626835823059,1.4002909660339355,2.320866584777832,2.234609365463257,0.0,1.0
test,-0.6060814261436462,1.3408225774765015,2.0380051136016846,0.18194589018821716,1.0,0.0
test,-1.8152689933776855,2.3173067569732666,1.7970927953720093,1.2310864925384521,0.0,1.0
test,-0.7551349401473999,1.6822214126586914,2.029008626937866,0.854400634765625,1.0,0.0
test,-1.1016308069229126,1.3455510139465332,0.5549145936965942,2.478938579559326,0.0,1.0
test,-1.2925294637680054,1.4109950065612793,1.157434105873108,0.6151438355445862,1.0,0.0
test,-1.6890789270401,1.323594093322754,2.4103569984436035,1.8686758279800415,0.0,1.0
test,-0.5568062663078308,1.7343511581420898,0.6388931274414062,0.8773239254951477,1.0,0.0
test,0.4103337526321411,1.4189319610595703,-0.2807910442352295,0.05717345327138901,0.0,1.0
test,-0.2981945276260376,1.6487706899642944,0.6575323939323425,0.41296300292015076,1.0,0.0
test,0.38225269317626953,1.587511658668518,2.4219517707824707,2.197711229324341,0.0,1.0
test,-0.06089792400598526,1.749521255493164,1.5518832206726074,0.2169894129037857,1.0,0.0
test,-1.4499578475952148,-0.5496610999107361,0.9045894742012024,1.2019944190979004,0.0,1.0
test,-0.6579679250717163,0.9990226030349731,2.291759490966797,0.6215333938598633,1.0,0.0
test,0.6860890984535217,0.03879356011748314,0.5819310545921326,1.9120067358016968,0.0,1.0
test,-0.6561805605888367,0.8637564778327942,0.4660026729106903,1.1662805080413818,1.0,0.0
test,0.15487612783908844,2.0186827182769775,2.0023200511932373,-0.714461088180542,0.0,1.0
test,0.05845391005277634,1.3817543983459473,2.1507480144500732,0.9722814559936523,1.0,0.0
test,-0.5210493206977844,2.712592124938965,2.2857823371887207,0.23666512966156006,0.0,1.0
test,0.20250236988067627,1.4417804479599,0.665217399597168,0.9440909028053284,1.0,0.0
test,-1.6634409427642822,-0.29541710019111633,2.004978895187378,1.2158100605010986,0.0,1.0
test,-0.6462538242340088,0.7212198376655579,1.4992159605026245,-0.09289566427469254,1.0,0.0
test,-2.159276008605957,1.2798759937286377,0.6289846897125244,1.3904197216033936,0.0,1.0
test,-0.6030721664428711,0.2717593014240265,0.9024783372879028,1.2102044820785522,1.0,0.0
test,1.3204208612442017,1.909629225730896,1.0328799486160278,1.2505218982696533,0.0,1.0
test,-1.0071941614151,1.7506130933761597,0.9886007308959961,0.7067477703094482,1.0,0.0
test,-1.2540900707244873,-0.2150653898715973,2.6193530559539795,0.5746526122093201,0.0,1.0
test,-0.6045799851417542,1.3475910425186157,2.27461838722229,0.8622332215309143,1.0,0.0
test,-1.9888099431991577,1.3576579093933105,2.06736159324646,1.7334703207015991,0.0,1.0
test,-0.6960777044296265,0.9234806895256042,1.1691969633102417,-0.12403041869401932,1.0,0.0
test,-0.4065893292427063,0.5548156499862671,2.6354925632476807,-0.63927161693573,0.0,1.0
test,-0.16792352497577667,1.6366236209869385,0.8784497380256653,1.424009084701538,1.0,0.0
test,0.24494782090187073,2.108245611190796,-0.16139496862888336,0.3723812997341156,0.0,1.0
test,-0.5490307211875916,0.8860982060432434,1.4002286195755005,1.7810808420181274,1.0,0.0
test,-0.9501548409461975,1.3881503343582153,-0.31904032826423645,1.7089834213256836,0.0,1.0
test,-0.792801558971405,1.4896118640899658,1.469903588294983,1.6034406423568726,1.0,0.0
test,-1.6173901557922363,0.8305617570877075,1.7122204303741455,-0.7219302654266357,0.0,1.0
test,0.3132327198982239,1.5663797855377197,1.3669334650039673,0.33769744634628296,1.0,0.0
test,0.26415202021598816,0.18276046216487885,2.2037672996520996,2.2468037605285645,0.0,1.0
test,-0.21080057322978973,1.4713572263717651,0.6980190873146057,1.4116841554641724,1.0,0.0
test,0.36469829082489014,2.4465718269348145,2.5336928367614746,1.0104668140411377,0.0,1.0
test,-0.48011744022369385,1.7692254781723022,0.7008886933326721,1.0467848777770996,1.0,0.0
test,-1.7483892440795898,1.0532912015914917,2.788578987121582,0.493440181016922,0.0,1.0
test,-0.12010803818702698,0.4515620470046997,2.0244719982147217,1.1305100917816162,1.0,0.0
test,0.15924513339996338,0.0917992815375328,2.380082130432129,-0.49777448177337646,0.0,1.0
test,-0.05993786081671715,1.165291666984558,0.5105166435241699,0.38948899507522583,1.0,0.0
test,-0.5700047612190247,2.2614994049072266,0.23187726736068726,1.9284570217132568,0.0,1.0
test,-0.746700644493103,1.2180029153823853,1.8846466541290283,0.05906670168042183,1.0,0.0
test,-0.34735575318336487,2.8268580436706543,0.7534838318824768,0.11445041745901108,0.0,1.0
test,-0.7176353335380554,1.0639948844909668,0.39667555689811707,0.7830264568328857,1.0,0.0
test,-1.211663007736206,1.4208248853683472,0.7286033630371094,2.4870352745056152,0.0,1.0
test,-0.38303449749946594,0.9178895354270935,2.110665798187256,1.4363723993301392,1.0,0.0
test,-1.8398436307907104,1.3011659383773804,0.0874478667974472,0.27464380860328674,0.0,1.0
test,-0.9600898623466492,1.2734410762786865,2.083338737487793,0.5070981979370117,1.0,0.0
test,-0.9686773419380188,1.7508736848831177,1.2924531698226929,-0.9760449528694153,0.0,1.0
test,0.21382297575473785,1.797283411026001,1.1119024753570557,0.7339450120925903,1.0,0.0
test,-1.7389161586761475,1.311090350151062,2.1154325008392334,-0.4359978139400482,0.0,1.0
test,-0.14231766760349274,0.29268670082092285,1.945064902305603,0.8696082234382629,1.0,0.0
test,-0.8660374283790588,2.4952232837677,0.6725174188613892,1.9177616834640503,0.0,1.0
test,-1.1401475667953491,0.8822259902954102,1.0370866060256958,0.23132649064064026,1.0,0.0
test,0.8334593176841736,1.0484609603881836,1.5353564023971558,-0.7554038763046265,0.0,1.0
test,-0.8987123966217041,1.2705236673355103,1.1298779249191284,-0.0028498296160250902,1.0,0.0
test,-0.6693591475486755,-0.06344889849424362,1.8192819356918335,-0.7645649313926697,0.0,1.0
test,-0.6425260305404663,1.4490145444869995,1.627840280532837,1.6433004140853882,1.0,0.0
test,0.44721347093582153,1.71244478225708,1.860582947731018,2.4107017517089844,0.0,1.0
test,-0.027867009863257408,1.668796181678772,0.8193736672401428,0.36140307784080505,1.0,0.0
test,1.0508249998092651,1.7580831050872803,1.6788731813430786,-0.32269299030303955,0.0,1.0
test,-0.28354522585868835,1.6675547361373901,0.5726235508918762,0.7352814674377441,1.0,0.0
test,-1.672224998474121,2.087400436401367,0.38623327016830444,1.4247456789016724,0.0,1.0
test,0.2141566276550293,0.9290180206298828,2.090237617492676,1.0355808734893799,1.0,0.0
test,-1.5316493511199951,1.37462317943573,-0.17038390040397644,1.3708173036575317,0.0,1.0
test,-1.1626205444335938,1.0272440910339355,1.015778660774231,1.3643429279327393,1.0,0.0
test,-1.7257972955703735,0.08968105167150497,0.6300737857818604,1.7107198238372803,0.0,1.0
test,-0.8730491995811462,1.4459329843521118,2.0931577682495117,0.5677251219749451,1.0,0.0
test,-0.2928212583065033,2.6772544384002686,1.6172239780426025,1.9276491403579712,0.0,1.0
test,-0.14670024812221527,1.6686769723892212,1.5442603826522827,0.0933975949883461,1.0,0.0
test,-1.8871471881866455,0.7345603704452515,0.06430286169052124,1.0377017259597778,0.0,1.0
test,0.0862596184015274,0.4070563018321991,1.1214823722839355,1.3581100702285767,1.0,0.0
test,-1.837900161743164,-0.06038465350866318,0.8396662473678589,0.13389497995376587,0.0,1.0
test,-1.0671433210372925,0.6782099008560181,1.5082467794418335,0.18006306886672974,1.0,0.0
test,1.0530381202697754,0.32892197370529175,0.17507719993591309,0.8681715130805969,0.0,1.0
test,0.08245248347520828,1.8014713525772095,1.1454250812530518,1.2039822340011597,1.0,0.0
test,1.1065950393676758,1.46770179271698,2.522461175918579,0.4017845690250397,0.0,1.0
test,-1.3643105030059814,1.229093074798584,1.5269153118133545,0.7380494475364685,1.0,0.0
test,-1.068264365196228,1.3265222311019897,1.6042275428771973,-1.0393192768096924,0.0,1.0
test,-0.2954751253128052,0.7947002053260803,1.5047214031219482,-0.14162074029445648,1.0,0.0
test,-0.8565254211425781,-0.6993158459663391,0.6654253602027893,0.27635782957077026,0.0,1.0
test,-0.875223696231842,0.9231495261192322,1.7781747579574585,1.5628222227096558,1.0,0.0
test,-2.04849910736084,0.29400578141212463,1.6151247024536133,1.609553337097168,0.0,1.0
test,-0.9219579696655273,1.4752442836761475,2.0653319358825684,0.6480656266212463,1.0,0.0
test,-1.9040131568908691,0.2533148229122162,1.2988653182983398,-0.2455679476261139,0.0,1.0
test,0.582240104675293,1.1897691488265991,1.3910210132598877,0.6993964314460754,1.0,0.0
test,-1.4882121086120605,2.554753303527832,2.015353202819824,1.1127008199691772,0.0,1.0
test,-0.6267764568328857,0.5735904574394226,1.1564347743988037,-0.023375490680336952,1.0,0.0
test,-0.3974779546260834,1.3104352951049805,1.8736107349395752,-1.1037694215774536,0.0,1.0
test,-0.35894089937210083,1.604009985923767,0.9496724605560303,1.536244511604309,1.0,0.0
test,-1.7535380125045776,1.0294803380966187,2.687899112701416,0.2029964178800583,0.0,1.0
test,-0.6016913652420044,1.5423253774642944,2.1858630180358887,0.7268537282943726,1.0,0.0
test,-0.42444169521331787,-0.3686686158180237,0.3951682150363922,-0.23908807337284088,0.0,1.0
test,-0.3976012170314789,0.5713423490524292,1.965436577796936,0.18368548154830933,1.0,0.0
test,0.7618159055709839,1.3686178922653198,0.7345992922782898,-0.6672925353050232,0.0,1.0
test,-0.8673339486122131,0.5195501446723938,0.8053231835365295,0.3452115058898926,1.0,0.0
test,0.11570581048727036,-0.18679289519786835,1.5385724306106567,-0.667482852935791,0.0,1.0
test,-1.0294785499572754,0.7940875291824341,2.061816692352295,0.9686456322669983,1.0,0.0
test,-1.6993218660354614,0.4259551167488098,2.59041166305542,0.19404418766498566,0.0,1.0
test,-0.6615622639656067,0.197530597448349,1.7860851287841797,0.6822587847709656,1.0,0.0
test,0.24450848996639252,-0.5528846383094788,0.5711170434951782,1.4598010778427124,0.0,1.0
test,-0.3843332529067993,0.7911589741706848,1.1552103757858276,1.7547821998596191,1.0,0.0
test,-0.25746455788612366,0.6528967022895813,0.5956483483314514,-0.9995543360710144,0.0,1.0
test,0.5471511483192444,1.205174446105957,1.614732265472412,0.8689736127853394,1.0,0.0
test,0.01684628427028656,1.4345006942749023,-0.5706930160522461,0.7224403023719788,0.0,1.0
test,-0.4554642140865326,0.6859569549560547,2.164064884185791,0.36509254574775696,1.0,0.0
test,-1.067805290222168,-0.3973163962364197,0.8198554515838623,1.8994399309158325,0.0,1.0
test,-0.9208306074142456,0.8038192987442017,0.6962790489196777,1.3067872524261475,1.0,0.0
test,0.046516239643096924,2.1589202880859375,-0.09394785016775131,1.5098270177841187,0.0,1.0
test,-0.7107219696044922,0.7362496256828308,0.452434241771698,0.7006407380104065,1.0,0.0
test,0.8122413158416748,1.2703880071640015,0.6805517077445984,-0.6207447052001953,0.0,1.0
test,0.41326528787612915,0.8035665154457092,0.9334408640861511,0.4761224091053009,1.0,0.0
test,-1.9051233530044556,0.7174293994903564,0.6144829988479614,1.8531488180160522,0.0,1.0
test,-0.08563840389251709,1.6602998971939087,2.0633468627929688,0.8964037895202637,1.0,0.0
test,0.16749173402786255,1.8358840942382812,0.5771074891090393,-0.7633637189865112,0.0,1.0
test,-0.6421870589256287,0.9459968209266663,2.266080141067505,1.0938563346862793,1.0,0.0
test,-1.7174464464187622,0.20639292895793915,0.4844568967819214,-0.09831759333610535,0.0,1.0
test,-0.9122710824012756,1.195780634880066,2.122452974319458,1.1400068998336792,1.0,0.0
test,-1.6100411415100098,2.430248260498047,0.8970569372177124,1.4574432373046875,0.0,1.0
test,0.2629801630973816,1.0570948123931885,1.170545220375061,1.5344589948654175,1.0,0.0
test,0.41124969720840454,1.7928168773651123,0.7257563471794128,2.356626510620117,0.0,1.0
test,-1.0146071910858154,1.7574635744094849,1.1874850988388062,0.5013763308525085,1.0,0.0
test,0.7428707480430603,-0.05014808475971222,0.161387637257576,0.5085446238517761,0.0,1.0
test,-0.15243804454803467,1.0992953777313232,1.519398808479309,-0.14447855949401855,1.0,0.0
test,-2.1588454246520996,0.5673742294311523,2.1456031799316406,0.9989268779754639,0.0,1.0
test,-0.6867818236351013,1.1846065521240234,1.7496689558029175,1.6642608642578125,1.0,0.0
test,1.3002161979675293,0.015059426426887512,1.2675895690917969,0.9986163973808289,0.0,1.0
test,0.2692374289035797,1.2802977561950684,1.7376418113708496,0.22172558307647705,1.0,0.0
test,0.3685474395751953,2.248223066329956,2.5607316493988037,0.10949306190013885,0.0,1.0
test,-0.2675109803676605,1.50927734375,1.701978087425232,1.6074185371398926,1.0,0.0
test,-0.23593543469905853,0.46204155683517456,-0.5239783525466919,1.1799854040145874,0.0,1.0
test,0.09190475940704346,0.592335045337677,1.6708970069885254,1.47354257106781,1.0,0.0
test,0.28865236043930054,1.3266584873199463,-0.5117756724357605,0.7836337685585022,0.0,1.0
test,-0.39701002836227417,0.8816229701042175,0.4011668860912323,1.094261884689331,1.0,0.0
test,-0.3815794289112091,2.8223319053649902,0.4675939679145813,0.527027428150177,0.0,1.0
test,-1.0201237201690674,1.2262054681777954,1.3505810499191284,1.5710769891738892,1.0,0.0
test,-0.3299209177494049,-0.44048672914505005,0.08649135380983353,0.35993659496307373,0.0,1.0
test,-0.4624693691730499,0.1388266235589981,1.002638816833496,0.5732343196868896,1.0,0.0
test,-0.4237387776374817,1.3490419387817383,1.4858676195144653,2.7787721157073975,0.0,1.0
test,0.18829934298992157,0.9407018423080444,1.6247788667678833,0.05625654384493828,1.0,0.0
test,-1.2090288400650024,1.5776911973953247,-0.3330601751804352,1.306941270828247,0.0,1.0
test,0.40617427229881287,0.9320038557052612,0.8734986782073975,1.1446107625961304,1.0,0.0
test,1.2711125612258911,2.0300686359405518,0.8644078373908997,0.8982105255126953,0.0,1.0
test,0.41656607389450073,1.2023184299468994,0.7980110049247742,0.7100167274475098,1.0,0.0
test,-0.03426854684948921,-0.44969597458839417,1.426337718963623,-0.4656185507774353,0.0,1.0
test,-0.4264698624610901,0.18018166720867157,1.7681797742843628,1.0690404176712036,1.0,0.0
test,-1.429911732673645,1.9149233102798462,2.7687671184539795,1.2053636312484741,0.0,1.0
test,0.27483972907066345,0.5288577675819397,1.8129088878631592,0.5698980093002319,1.0,0.0
test,-0.41795167326927185,0.33105093240737915,-0.24465547502040863,-0.1736256182193756,0.0,1.0
origin,-0.4005503986984915,1.0469071828571213,1.3446178230045538,0.8069137456205484,,
