split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
train,0.8918535113334656,-0.7575774192810059,0.05014646798372269,-0.1908794790506363,2.682626724243164,-0.07390737533569336,-0.2834213674068451,0.020800288766622543,-1.566396713256836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-1.1290948390960693,-1.0685538053512573,-0.2710671126842499,1.3924541473388672,-2.5684897899627686,1.4505915641784668,0.6699965596199036,-0.031129609793424606,0.16472627222537994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.444679856300354,0.5643802285194397,0.28593316674232483,-0.05411503091454506,2.233055353164673,0.10409016907215118,-0.860101044178009,2.9242045879364014,2.170731544494629,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-1.133048415184021,-3.471810817718506,0.3671681880950928,1.959288239479065,0.44332438707351685,-3.6418957710266113,-0.4398975670337677,-0.251708447933197,-1.7723792791366577,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-1.9738117456436157,0.851443350315094,-0.46515846252441406,0.2199387103319168,-4.6799821853637695,0.7257529497146606,3.827249526977539,-0.6669061183929443,-2.518136978149414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,3.020543098449707,-4.5580596923828125,2.069932699203491,1.8081774711608887,2.1484298706054688,4.982767105102539,-0.698350727558136,-3.3033947944641113,0.08541592955589294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.0477150678634644,-0.8347605466842651,-0.03324434906244278,-0.07236220687627792,-0.3017307221889496,0.38015806674957275,0.17301173508167267,-0.21918737888336182,-0.4143242835998535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.31677258014678955,-1.2498302459716797,0.9575332403182983,-1.8698620796203613,0.9013863205909729,0.5288078784942627,0.3151484429836273,-0.04313088208436966,-0.5423687696456909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.570378303527832,-1.9543333053588867,-0.5886015295982361,-1.183068037033081,0.19878482818603516,1.1949453353881836,-0.9499161839485168,1.4385056495666504,-0.7923218011856079,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.9886609315872192,0.43452203273773193,-0.00920243188738823,-3.0142011642456055,0.6287418603897095,0.712296724319458,0.18582957983016968,-1.6368860006332397,-2.302628993988037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.7065593004226685,-1.577271580696106,4.022965431213379,0.9986932277679443,-1.5348917245864868,-1.187510371208191,0.008873248472809792,-1.1590644121170044,-1.250917911529541,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.2190780639648438,-0.4084949791431427,-0.9300142526626587,-2.0374674797058105,2.0982985496520996,-2.7762229442596436,2.9314169883728027,-1.6940622329711914,-0.13380378484725952,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-2.282947063446045,-1.158566951751709,2.5650346279144287,-0.5848098397254944,1.1674054861068726,6.085633754730225,2.117276430130005,0.28206804394721985,0.04696226865053177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,7.588366985321045,0.5889486074447632,-0.6618492603302002,0.7947153449058533,-0.014187589287757874,-2.6139426231384277,0.4653020203113556,-1.4533737897872925,-1.7477351427078247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.7086937427520752,-0.8080787658691406,-0.1433795988559723,-0.019379571080207825,0.017659101635217667,0.6571119427680969,0.31848740577697754,-0.5179656147956848,-0.3246934711933136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.5295851826667786,-1.950383186340332,-0.23994286358356476,-0.6764861345291138,0.6189525723457336,0.07625160366296768,2.150428295135498,0.03493722528219223,-0.1473725438117981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.569566011428833,-0.720217227935791,0.597826361656189,1.0789037942886353,1.1583832502365112,0.1322762370109558,1.9400873184204102,-1.2542603015899658,0.5215676426887512,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.11950284987688065,-0.35030168294906616,0.5437722206115723,-0.033866655081510544,0.6302658319473267,-1.8352724313735962,-1.7946544885635376,1.3344100713729858,0.5732799768447876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.4787662029266357,-2.306126356124878,0.45566225051879883,0.054436612874269485,-0.585917592048645,1.6603280305862427,2.753014087677002,-0.9804814457893372,-3.7841954231262207,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.509908676147461,-1.707438588142395,-1.0451734066009521,-3.439061403274536,-1.4812496900558472,-1.7822723388671875,1.7820773124694824,-3.252140998840332,0.35482943058013916,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.9253555536270142,0.5018542408943176,3.1283674240112305,1.039044737815857,1.9309799671173096,5.933436393737793,1.8098729848861694,-0.9049888253211975,-2.2056689262390137,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,1.1347205638885498,-1.2476195096969604,7.450196266174316,-0.43301263451576233,-3.073404550552368,-0.5917096138000488,0.11700461804866791,-0.7603181004524231,-1.0330908298492432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.396444320678711,-1.0978885889053345,0.33632221817970276,-0.6185054779052734,0.139858677983284,0.39535149931907654,0.46621453762054443,0.4996594190597534,-0.08806245774030685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.5789598226547241,-0.703644335269928,1.3939399719238281,0.3313094973564148,0.2823884189128876,0.0105986837297678,1.2865196466445923,0.011997781693935394,-0.8221895694732666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.7391886711120605,-1.0414702892303467,1.1547166109085083,1.1775175333023071,0.49430936574935913,-0.4492177963256836,1.6312671899795532,-0.736467182636261,-0.18774698674678802,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.13262507319450378,-3.796886920928955,-0.810604453086853,-1.9655190706253052,0.5131312012672424,-0.5736687183380127,0.24288500845432281,-1.0823477506637573,-0.556730329990387,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.5088139772415161,-1.1406022310256958,2.302699089050293,-0.9184662699699402,0.7794809937477112,1.1657570600509644,4.030051231384277,1.1899821758270264,2.055270195007324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.3983268141746521,1.5319056510925293,1.8663126230239868,-0.6864619851112366,1.4981745481491089,3.5755128860473633,3.7041635513305664,-0.19317033886909485,2.070096731185913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.8558927774429321,-0.12432339787483215,2.4305167198181152,3.337928056716919,-2.1897592544555664,1.6077589988708496,0.025412147864699364,-3.984125852584839,1.5468934774398804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,0.834247887134552,-3.9627411365509033,-1.5208423137664795,2.483677387237549,-3.267594575881958,1.165386438369751,2.0890696048736572,0.2648583948612213,-5.903053283691406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.9528526067733765,-1.502018928527832,-0.04733593016862869,0.05155566707253456,0.3484269678592682,0.791990339756012,0.5118541717529297,0.06474611163139343,-0.20366516709327698,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.3677947521209717,-0.7853475213050842,0.649079442024231,0.6265883445739746,0.42231428623199463,-0.6011397838592529,0.24505244195461273,0.13652360439300537,-0.8346554636955261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.1776779890060425,-0.9911437630653381,0.75421541929245,0.4066832959651947,0.8266475796699524,0.21347422897815704,2.214515447616577,-0.8280345797538757,-1.5765036344528198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.5340043306350708,-2.0316295623779297,0.852477490901947,3.046814203262329,0.30339524149894714,1.4274754524230957,2.0414113998413086,0.8747230172157288,-0.2738759219646454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.2011897563934326,-3.841604232788086,0.3670414686203003,-3.248683214187622,-1.0840952396392822,-0.4508638083934784,1.2724061012268066,0.8051950931549072,-0.9514655470848083,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.811860978603363,-3.1092426776885986,-0.7698821425437927,-2.1268515586853027,-2.6543686389923096,-1.8705343008041382,1.1484830379486084,3.6080055236816406,-0.8416749835014343,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.2878565788269043,-0.5928483605384827,5.133788108825684,0.37816736102104187,0.4404193162918091,-1.5623736381530762,3.117954730987549,-3.473576068878174,1.2833991050720215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,4.229609489440918,-1.9441518783569336,2.4226584434509277,-3.5494256019592285,3.8453664779663086,2.8021626472473145,0.5936522483825684,-1.9133212566375732,-4.176375389099121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.567797839641571,-0.5103537440299988,0.6792277693748474,-0.8268952369689941,-0.1218305379152298,0.4321008026599884,0.4601062536239624,-0.2364404797554016,-0.16668593883514404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.466683268547058,-1.86965012550354,0.15731263160705566,-0.19491173326969147,-0.8444682359695435,-0.06412295252084732,0.7789912223815918,0.10712623596191406,-1.574406385421753,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.9835243225097656,-0.16027069091796875,-1.9874306917190552,0.2397143542766571,0.25943228602409363,1.653344750404358,-0.06835818290710449,-0.010150658898055553,-1.2721527814865112,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,2.636834144592285,-1.675384759902954,0.2877713143825531,0.68168044090271,-0.49017083644866943,-1.6466693878173828,2.71600079536438,-1.4766002893447876,-0.36175912618637085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.8928661346435547,-0.7997246384620667,0.40050604939460754,2.6614460945129395,0.8471341729164124,-1.5837714672088623,-1.448529601097107,0.11129850149154663,1.372401237487793,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.1416296362876892,-1.5245822668075562,-3.731904983520508,0.14525075256824493,-1.8144499063491821,2.371945858001709,1.09581458568573,1.1333974599838257,-3.518848419189453,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.5672023892402649,0.8625795841217041,1.6021534204483032,-3.5961811542510986,0.6802200675010681,4.4982075691223145,3.938687562942505,2.2319889068603516,1.1304224729537964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-4.279048442840576,-4.5069708824157715,1.821940541267395,1.4958628416061401,-0.5556311011314392,-1.466540813446045,2.4370546340942383,3.457528591156006,0.507680356502533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.250653862953186,-0.8121227622032166,0.4606969356536865,-0.08347120881080627,-0.17000649869441986,0.7863211035728455,1.28683340549469,-0.4156765043735504,-0.7557975649833679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.13859157264232635,-0.290601521730423,1.6839500665664673,-0.13552936911582947,0.3139607310295105,0.873846173286438,0.435651034116745,-0.7084226608276367,-0.2790486216545105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.48787662386894226,-1.2498706579208374,0.4588930606842041,-0.6422958374023438,1.9819217920303345,-0.5211265683174133,0.2729083001613617,1.4360058307647705,0.2992921769618988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.808941662311554,-0.04774804413318634,0.13692401349544525,-0.9795933365821838,-0.7110937237739563,3.742032051086426,2.1467995643615723,1.340714931488037,-0.49003317952156067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.4650800228118896,-2.544290065765381,2.7731733322143555,0.8919380903244019,-0.8020817637443542,3.2858147621154785,-0.07973527163267136,1.6104323863983154,-0.8229795098304749,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.586991310119629,-1.4169515371322632,-0.8527642488479614,-1.2978602647781372,-3.510911464691162,-2.1977016925811768,0.5027902722358704,-2.846047878265381,-1.3167798519134521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.967970132827759,0.29346734285354614,0.6210889220237732,1.6958024501800537,2.4002797603607178,-1.4488568305969238,-3.5530662536621094,-3.1978890895843506,0.2423681914806366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.4637672901153564,-5.721989154815674,4.998433589935303,0.011355141177773476,-1.7987364530563354,1.9648841619491577,1.5655291080474854,-1.434406042098999,-3.554647207260132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5170478820800781,-0.7035738825798035,0.5139909386634827,-0.485850989818573,0.41516250371932983,0.7184531092643738,0.782236635684967,-0.013386735692620277,-1.0363433361053467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0027705430984497,-1.1699960231781006,-0.18213942646980286,0.21794083714485168,0.883695662021637,0.20223551988601685,0.3558189868927002,-1.5131950378417969,-0.2554596960544586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.2895667850971222,0.1536756306886673,0.4425133168697357,0.5000261664390564,-0.31265872716903687,1.6856025457382202,1.8751497268676758,2.0764150619506836,-0.9221380352973938,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.2712936997413635,-2.3930792808532715,-1.391201138496399,-0.7782271504402161,0.3069702684879303,-1.892853856086731,1.067024827003479,1.4969995021820068,-1.727085828781128,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.5659537315368652,-1.450161099433899,4.038198471069336,-2.6738057136535645,2.1325290203094482,0.762170135974884,1.6432840824127197,-0.37398454546928406,-0.6994969844818115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.698228359222412,-1.8052821159362793,-1.1446971893310547,2.586827516555786,-3.8509223461151123,2.8510844707489014,0.5216789841651917,-1.2228268384933472,-0.8905806541442871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.8281991481781006,-3.8596856594085693,1.4662692546844482,4.023951053619385,3.31358003616333,1.0767314434051514,-0.8838812112808228,-1.3858857154846191,-1.4451042413711548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.6024672985076904,-0.9093477129936218,3.8898422718048096,-0.5850123167037964,-1.6925486326217651,-4.414289951324463,-1.2527092695236206,-2.2390522956848145,-3.0328404903411865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6986846923828125,-0.8385993242263794,0.6646718978881836,-0.42458900809288025,0.738639771938324,0.31667768955230713,0.662091851234436,0.7485177516937256,-0.7123538851737976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.21417517960071564,-0.5839753746986389,-0.43590766191482544,0.15527793765068054,0.5589556097984314,0.5425925850868225,0.6620399951934814,-1.015109658241272,-1.3648419380187988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2150728702545166,-1.441754937171936,-1.5344141721725464,-1.1440666913986206,-0.5177014470100403,0.5712119340896606,-0.3550916314125061,1.4136574268341064,0.25466716289520264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.704132080078125,0.7276960015296936,0.3158574104309082,-1.2578034400939941,-1.1078640222549438,-0.18953469395637512,0.5323206782341003,-2.226168632507324,0.7057420015335083,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.8060568571090698,1.987728476524353,-0.7885035276412964,0.8368481397628784,0.183877095580101,-0.3879653215408325,1.774587631225586,0.4682466387748718,-2.872559070587158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.4565799236297607,-2.749969005584717,-1.2178772687911987,-1.5194991827011108,-0.6803020238876343,-1.9347889423370361,2.015117645263672,-1.77922523021698,-4.291506767272949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.29775580763816833,2.1426258087158203,-0.5373125672340393,-2.9979331493377686,1.7367959022521973,-2.4960179328918457,2.6788508892059326,1.2667747735977173,-4.4266276359558105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.9017326831817627,-2.753533363342285,4.85589075088501,-0.25919994711875916,-2.227525234222412,1.2477781772613525,2.4281184673309326,1.6014257669448853,-4.375121593475342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.572338879108429,-1.2011522054672241,0.4177863299846649,-0.011627433821558952,-0.42136457562446594,0.4389895796775818,1.2183794975280762,0.4555622637271881,-0.2580035924911499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8882675766944885,-0.7297250628471375,1.199761986732483,0.26619938015937805,0.45839548110961914,-0.6985187530517578,0.7369527220726013,-1.0080922842025757,-1.041236162185669,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.8344779014587402,-1.0855464935302734,-0.19462935626506805,-0.9171497225761414,0.7555818557739258,0.6950958967208862,1.4072452783584595,1.8599212169647217,-0.052571482956409454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.3098955452442169,-0.6049004197120667,1.9427361488342285,0.15099503099918365,1.7802428007125854,-0.39034268260002136,2.723560094833374,-0.7969395518302917,1.7817167043685913,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.5334662199020386,-0.15067170560359955,0.8477714657783508,4.19039249420166,-0.5768256783485413,-0.1717505156993866,1.6413843631744385,1.419662356376648,-0.4642966091632843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.6896858215332031,-2.1202571392059326,-2.786374807357788,-2.089963674545288,-0.1828620731830597,1.8167816400527954,-0.3590802550315857,-1.7429853677749634,-3.4491350650787354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.4325501918792725,-2.487010955810547,-0.9828233122825623,-5.017488479614258,2.125976085662842,-0.37589266896247864,0.6998361945152283,1.1012638807296753,2.634040355682373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.951150119304657,-5.328084945678711,2.658282995223999,-1.407494306564331,-2.7212958335876465,1.2652920484542847,2.3248555660247803,-3.1032190322875977,3.5129013061523438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8857904076576233,-0.8210977911949158,0.39835527539253235,-0.3959703743457794,0.018140874803066254,0.5832290053367615,0.07920201122760773,0.08012714982032776,-1.138453722000122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.6143872737884521,-1.1097129583358765,0.22504927217960358,-0.4920375943183899,-0.010311471298336983,-0.2743602693080902,0.34636390209198,1.5456396341323853,-0.9545987248420715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6969431638717651,-0.7083722949028015,0.9980074167251587,0.14625583589076996,0.3041000962257385,-0.6414235830307007,-0.6567766666412354,0.7254119515419006,0.9862263202667236,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.3366427421569824,-0.48192766308784485,-1.077505111694336,2.347093343734741,1.0343295335769653,0.37516453862190247,2.2150285243988037,-0.8095664381980896,-1.509057879447937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.618016242980957,0.4548713266849518,4.644707202911377,-0.1378222107887268,-1.08372163772583,-0.3680490553379059,0.18291151523590088,-1.0907524824142456,-1.289873480796814,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5218248963356018,-1.2847756147384644,-2.075347661972046,0.40600427985191345,1.9205900430679321,3.8308968544006348,-0.06499211490154266,-2.641068935394287,-3.1700823307037354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
