split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2,class_3,class_4
test,2.1538360118865967,1.5500105619430542,-0.47066885232925415,-1.5064926147460938,0.0,0.0,1.0,0.0,0.0
test,-0.3685236871242523,2.0190422534942627,3.551042079925537,-0.6385273933410645,0.0,0.0,0.0,1.0,0.0
test,-4.2887797355651855,-1.714673638343811,-0.4708850681781769,-1.3091202974319458,0.0,0.0,0.0,0.0,1.0
test,-0.6687132120132446,-0.1935930997133255,0.2883581519126892,0.04765812307596207,1.0,0.0,0.0,0.0,0.0
test,-1.5708880424499512,0.47497472167015076,0.4226784408092499,-0.3214227557182312,0.0,1.0,0.0,0.0,0.0
test,-1.1405622959136963,-1.9520249366760254,-1.4321788549423218,-1.1508822441101074,0.0,0.0,1.0,0.0,0.0
test,-1.9538220167160034,-1.1004996299743652,2.8335165977478027,-2.2283265590667725,0.0,0.0,0.0,1.0,0.0
test,-3.9347541332244873,1.0660488605499268,2.001333713531494,-1.858639121055603,0.0,0.0,0.0,0.0,1.0
test,0.5960273146629333,0.47734084725379944,-0.2765786647796631,-0.1718710958957672,1.0,0.0,0.0,0.0,0.0
test,1.1764010190963745,0.03361249715089798,1.9099699258804321,-1.0534201860427856,0.0,1.0,0.0,0.0,0.0
test,-2.008774757385254,0.8124569058418274,1.9095276594161987,-0.6065341830253601,0.0,0.0,1.0,0.0,0.0
test,2.3540048599243164,-3.1372737884521484,-0.6935217976570129,-1.7328221797943115,0.0,0.0,0.0,1.0,0.0
test,-2.37709379196167,-1.7138481140136719,3.80818772315979,-2.149874687194824,0.0,0.0,0.0,0.0,1.0
test,-0.014546720311045647,-0.23467007279396057,-0.06447011232376099,0.6385404467582703,1.0,0.0,0.0,0.0,0.0
test,1.2537567615509033,-1.4714618921279907,0.5823562145233154,-1.4484624862670898,0.0,1.0,0.0,0.0,0.0
test,0.5894303321838379,1.3384958505630493,-0.8122772574424744,2.031477451324463,0.0,0.0,1.0,0.0,0.0
test,0.8308621048927307,-1.7272080183029175,-1.7185715436935425,-3.2609736919403076,0.0,0.0,0.0,1.0,0.0
test,-4.28136682510376,-0.7164002656936646,-1.323437213897705,0.8171549439430237,0.0,0.0,0.0,0.0,1.0
test,0.696783721446991,0.46030372381210327,0.21035803854465485,0.34853827953338623,1.0,0.0,0.0,0.0,0.0
test,-1.4185006618499756,0.42421361804008484,-0.2534971237182617,0.300977498292923,0.0,1.0,0.0,0.0,0.0
test,1.594332218170166,1.5706126689910889,1.2081371545791626,-2.029456377029419,0.0,0.0,1.0,0.0,0.0
test,-1.1792986392974854,-1.4394131898880005,-3.126098155975342,-0.8130902647972107,0.0,0.0,0.0,1.0,0.0
test,0.060109592974185944,3.4733731746673584,-1.8932899236679077,2.2547600269317627,0.0,0.0,0.0,0.0,1.0
test,1.0448269844055176,-0.43229782581329346,-0.17019987106323242,-0.582186222076416,1.0,0.0,0.0,0.0,0.0
test,-0.33513835072517395,0.807672917842865,1.9263619184494019,-0.14711308479309082,0.0,1.0,0.0,0.0,0.0
test,-1.5917246341705322,-0.07750829309225082,1.1280686855316162,1.9733232259750366,0.0,0.0,1.0,0.0,0.0
test,-2.759437322616577,1.0526491403579712,-1.429362177848816,-1.5855368375778198,0.0,0.0,0.0,1.0,0.0
test,3.734556198120117,2.7573652267456055,-1.5525243282318115,-0.9592772126197815,0.0,0.0,0.0,0.0,1.0
test,1.0306758880615234,-0.8277379870414734,0.0597371868789196,-0.3926522731781006,1.0,0.0,0.0,0.0,0.0
test,-1.3519645929336548,0.513615071773529,1.1448683738708496,0.07583671063184738,0.0,1.0,0.0,0.0,0.0
test,1.5492023229599,-0.7402969002723694,-2.263446092605591,0.38281768560409546,0.0,0.0,1.0,0.0,0.0
test,3.511892557144165,1.321956753730774,-0.08097212761640549,1.5118813514709473,0.0,0.0,0.0,1.0,0.0
test,2.8307077884674072,-0.3414943814277649,-0.5719399452209473,3.9868061542510986,0.0,0.0,0.0,0.0,1.0
test,0.14551669359207153,-0.3747551739215851,1.2395334243774414,0.18175385892391205,1.0,0.0,0.0,0.0,0.0
test,0.05854471027851105,-1.4717414379119873,1.427734136581421,-1.3444554805755615,0.0,1.0,0.0,0.0,0.0
test,-0.3552777171134949,0.00981209333986044,-0.6208022832870483,-2.9744679927825928,0.0,0.0,1.0,0.0,0.0
test,-0.15231861174106598,2.466150999069214,-0.2714822590351105,-3.0641427040100098,0.0,0.0,0.0,1.0,0.0
test,-3.71761155128479,1.8248729705810547,-1.6584389209747314,0.5768848061561584,0.0,0.0,0.0,0.0,1.0
test,0.5017841458320618,-0.6453922986984253,0.8555581569671631,-0.9508469700813293,1.0,0.0,0.0,0.0,0.0
test,-0.4288110136985779,1.134419560432434,-0.8676120638847351,0.11642102152109146,0.0,1.0,0.0,0.0,0.0
test,0.3852192163467407,2.1934845447540283,-1.297745704650879,0.37731340527534485,0.0,0.0,1.0,0.0,0.0
test,1.917099118232727,-2.7011022567749023,1.415696382522583,2.262897253036499,0.0,0.0,0.0,1.0,0.0
test,1.5037022829055786,-2.2432587146759033,3.3160042762756348,3.051112651824951,0.0,0.0,0.0,0.0,1.0
test,-0.2818758189678192,-0.3316238820552826,0.002422790043056011,-0.9590151906013489,1.0,0.0,0.0,0.0,0.0
test,0.2541418969631195,-0.6356306672096252,0.6673828959465027,1.7134407758712769,0.0,1.0,0.0,0.0,0.0
test,-1.4960060119628906,1.8740038871765137,-0.7213829755783081,-0.6526190638542175,0.0,0.0,1.0,0.0,0.0
test,2.711483955383301,0.023287830874323845,0.7812701463699341,-3.3644790649414062,0.0,0.0,0.0,1.0,0.0
test,-0.4933580160140991,-1.42807137966156,-3.272904872894287,-3.3645663261413574,0.0,0.0,0.0,0.0,1.0
test,0.3814695179462433,-0.0038891220465302467,-0.5806484818458557,-0.4985240697860718,1.0,0.0,0.0,0.0,0.0
test,0.8405872583389282,-2.137763023376465,0.019600586965680122,-0.21337886154651642,0.0,1.0,0.0,0.0,0.0
test,0.9525383114814758,-0.4629325568675995,-0.6931589841842651,-2.947425127029419,0.0,0.0,1.0,0.0,0.0
test,0.9692068696022034,-2.531118154525757,3.538945198059082,0.10312303155660629,0.0,0.0,0.0,1.0,0.0
test,4.940093040466309,1.5673240423202515,0.05744003504514694,-0.03485892340540886,0.0,0.0,0.0,0.0,1.0
test,1.0128463506698608,0.14654940366744995,0.348719984292984,0.3527474105358124,1.0,0.0,0.0,0.0,0.0
test,0.4154820144176483,-1.3036303520202637,0.9220170974731445,-1.8099291324615479,0.0,1.0,0.0,0.0,0.0
test,0.44228947162628174,-0.789479672908783,2.028148651123047,2.1974551677703857,0.0,0.0,1.0,0.0,0.0
test,1.758945345878601,-2.5039992332458496,-2.3809688091278076,-1.3600997924804688,0.0,0.0,0.0,1.0,0.0
test,-3.8762784004211426,1.0416851043701172,2.4559273719787598,1.014449119567871,0.0,0.0,0.0,0.0,1.0
test,1.0525848865509033,-0.001974873710423708,-0.11537467688322067,0.16782452166080475,1.0,0.0,0.0,0.0,0.0
test,1.2384190559387207,0.17829935252666473,1.8806793689727783,-0.9755860567092896,0.0,1.0,0.0,0.0,0.0
test,0.3290148377418518,0.09969478100538254,-0.057630009949207306,-3.173363447189331,0.0,0.0,1.0,0.0,0.0
test,-1.4006515741348267,0.9510942101478577,-0.13961216807365417,-3.6082074642181396,0.0,0.0,0.0,1.0,0.0
test,1.6246334314346313,0.7478079795837402,4.761633396148682,-1.876099705696106,0.0,0.0,0.0,0.0,1.0
test,-0.003228703746572137,-0.034619707614183426,-0.44787052273750305,0.2697146236896515,1.0,0.0,0.0,0.0,0.0
test,1.8698750734329224,-1.3053803443908691,0.7782729864120483,0.21780607104301453,0.0,1.0,0.0,0.0,0.0
test,-1.2514450550079346,-1.908463478088379,2.216028928756714,-0.8071396946907043,0.0,0.0,1.0,0.0,0.0
test,1.0874409675598145,-2.091374635696411,-0.9242435693740845,2.9943654537200928,0.0,0.0,0.0,1.0,0.0
test,-1.0067734718322754,2.457244396209717,-1.0514132976531982,-3.972158670425415,0.0,0.0,0.0,0.0,1.0
test,-0.3236205577850342,-0.04283776879310608,0.04683404415845871,-0.9222238063812256,1.0,0.0,0.0,0.0,0.0
test,1.920757532119751,-0.46969136595726013,1.0856380462646484,0.6435974836349487,0.0,1.0,0.0,0.0,0.0
test,1.9629842042922974,-1.0967893600463867,-1.9936401844024658,-0.14886963367462158,0.0,0.0,1.0,0.0,0.0
test,-0.6137218475341797,0.460835337638855,-2.910933256149292,1.7996273040771484,0.0,0.0,0.0,1.0,0.0
test,-2.7044429779052734,-2.337526559829712,-2.9620516300201416,-1.053261399269104,0.0,0.0,0.0,0.0,1.0
test,-0.008076201193034649,0.3425268232822418,0.834418535232544,0.35301700234413147,1.0,0.0,0.0,0.0,0.0
test,0.8003297448158264,-2.142000198364258,0.6913682818412781,-0.1058272272348404,0.0,1.0,0.0,0.0,0.0
test,-2.0583302974700928,-1.9078136682510376,0.12467919290065765,0.5886954665184021,0.0,0.0,1.0,0.0,0.0
test,0.25321832299232483,-1.167518973350525,0.11549636721611023,-4.105109691619873,0.0,0.0,0.0,1.0,0.0
test,0.48397761583328247,-4.621131420135498,0.1496507227420807,2.1776182651519775,0.0,0.0,0.0,0.0,1.0
test,0.579352855682373,-0.4176245927810669,0.40490591526031494,0.7191358804702759,1.0,0.0,0.0,0.0,0.0
test,0.27669966220855713,-0.9384171962738037,0.24070201814174652,-2.092543840408325,0.0,1.0,0.0,0.0,0.0
test,-1.586861491203308,-1.7365543842315674,2.1368064880371094,-0.3930254876613617,0.0,0.0,1.0,0.0,0.0
test,-0.7416549324989319,-2.5074875354766846,3.472615957260132,-0.3714788258075714,0.0,0.0,0.0,1.0,0.0
test,0.8146650195121765,-3.4332733154296875,-1.7090039253234863,-3.4336049556732178,0.0,0.0,0.0,0.0,1.0
test,0.5698001980781555,-0.09369545429944992,0.9543092846870422,-0.9485276341438293,1.0,0.0,0.0,0.0,0.0
test,0.8341418504714966,-1.709808111190796,0.7034022212028503,-1.4140255451202393,0.0,1.0,0.0,0.0,0.0
test,1.6871960163116455,1.4898782968521118,-1.6526532173156738,-0.46378669142723083,0.0,0.0,1.0,0.0,0.0
test,-1.2973377704620361,-2.652038335800171,1.4525960683822632,2.31772780418396,0.0,0.0,0.0,1.0,0.0
test,3.875394105911255,-3.5649073123931885,1.3645565509796143,0.061625488102436066,0.0,0.0,0.0,0.0,1.0
test,0.3693864047527313,-0.33966028690338135,1.2149540185928345,-0.6986775994300842,1.0,0.0,0.0,0.0,0.0
test,-0.4842974543571472,0.4916045069694519,-0.09037124365568161,1.4131687879562378,0.0,1.0,0.0,0.0,0.0
test,2.2395246028900146,-1.0438928604125977,-0.1999134123325348,-2.2860121726989746,0.0,0.0,1.0,0.0,0.0
test,-2.1722137928009033,0.793204665184021,3.2501957416534424,0.42714953422546387,0.0,0.0,0.0,1.0,0.0
test,-1.6566903591156006,1.4895734786987305,-3.7212178707122803,-1.5111626386642456,0.0,0.0,0.0,0.0,1.0
test,0.3504272699356079,0.24898946285247803,-0.47058728337287903,0.07787499576807022,1.0,0.0,0.0,0.0,0.0
test,-1.3236162662506104,0.849583089351654,0.2578604817390442,0.21606796979904175,0.0,1.0,0.0,0.0,0.0
test,1.5359432697296143,-1.4624640941619873,-2.0904171466827393,-0.3922399580478668,0.0,0.0,1.0,0.0,0.0
test,-0.06826933473348618,-2.179321765899658,-0.5481846332550049,-3.585076332092285,0.0,0.0,0.0,1.0,0.0
test,3.1474857330322266,1.4077980518341064,-1.7960660457611084,2.867323875427246,0.0,0.0,0.0,0.0,1.0
test,-0.4886517822742462,-0.3184375762939453,0.7852916717529297,-0.6585756540298462,1.0,0.0,0.0,0.0,0.0
test,-1.3474676609039307,-0.9945827722549438,-0.5186983346939087,-0.2001301646232605,0.0,1.0,0.0,0.0,0.0
test,1.5064367055892944,1.8149785995483398,-1.0581259727478027,-1.370102882385254,0.0,0.0,1.0,0.0,0.0
test,3.408273458480835,1.5220246315002441,1.9891443252563477,0.4667535424232483,0.0,0.0,0.0,1.0,0.0
test,0.697449803352356,-3.2148773670196533,-0.8647839426994324,-4.03301477432251,0.0,0.0,0.0,0.0,1.0
test,1.1436516046524048,0.1305769681930542,0.15995356440544128,-0.5378218293190002,1.0,0.0,0.0,0.0,0.0
test,-0.40592828392982483,-0.46463683247566223,1.0297189950942993,1.510274887084961,0.0,1.0,0.0,0.0,0.0
test,-2.423893451690674,-1.1859538555145264,0.26416486501693726,0.6330001950263977,0.0,0.0,1.0,0.0,0.0
test,1.327453851699829,2.942483425140381,-0.26061901450157166,-2.322089195251465,0.0,0.0,0.0,1.0,0.0
test,4.233161449432373,-0.6598812937736511,-2.1118195056915283,1.5828009843826294,0.0,0.0,0.0,0.0,1.0
test,1.1611762046813965,-0.7178204655647278,0.24974924325942993,-0.12666656076908112,1.0,0.0,0.0,0.0,0.0
test,1.186263084411621,0.33186209201812744,1.8387049436569214,-1.0208255052566528,0.0,1.0,0.0,0.0,0.0
test,1.5518605709075928,-1.8518402576446533,2.535989999771118,-0.06713524460792542,0.0,0.0,1.0,0.0,0.0
test,0.45938485860824585,-2.346276044845581,3.6171369552612305,-1.1382125616073608,0.0,0.0,0.0,1.0,0.0
test,-0.4176555871963501,1.282715916633606,5.053342819213867,-0.13500633835792542,0.0,0.0,0.0,0.0,1.0
test,1.009429931640625,-0.5961127877235413,0.944406270980835,-0.1874612718820572,1.0,0.0,0.0,0.0,0.0
test,-0.5088234543800354,-1.5291064977645874,-0.2936631143093109,0.917393684387207,0.0,1.0,0.0,0.0,0.0
test,1.3095163106918335,-1.3356480598449707,2.2809996604919434,-1.9591747522354126,0.0,0.0,1.0,0.0,0.0
test,0.8502679467201233,-3.404059886932373,-0.26877227425575256,-2.525871992111206,0.0,0.0,0.0,1.0,0.0
test,4.035689353942871,1.2375818490982056,1.9169780015945435,2.2939677238464355,0.0,0.0,0.0,0.0,1.0
test,0.3872588276863098,-0.3505324721336365,-0.639360249042511,-0.3163459300994873,1.0,0.0,0.0,0.0,0.0
test,1.0027306079864502,0.6403376460075378,1.7171400785446167,-1.1337511539459229,0.0,1.0,0.0,0.0,0.0
test,0.9058876633644104,0.6325849294662476,-0.3612334132194519,2.4919497966766357,0.0,0.0,1.0,0.0,0.0
test,0.05358444154262543,-1.5239250659942627,-0.8141381144523621,3.378904342651367,0.0,0.0,0.0,1.0,0.0
test,4.094891548156738,0.654668927192688,-2.459726095199585,1.1438674926757812,0.0,0.0,0.0,0.0,1.0
