split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class_0,class_1,class_2,class_3,class_4,class_5
test,1.5318336486816406,-0.8957991600036621,1.0238630771636963,1.6294487714767456,-0.15948261320590973,-0.8931466341018677,-0.23778745532035828,1.1500998735427856,1.5061724185943604,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7341534495353699,-1.7119925022125244,0.4711513817310333,1.0719939470291138,0.9645779728889465,-0.5686989426612854,-0.4670649468898773,0.7271031737327576,2.0292446613311768,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8047798871994019,-0.49529293179512024,0.6444200277328491,0.5571166276931763,-0.6995190978050232,0.8779515624046326,0.3642829954624176,2.8684568405151367,1.821181058883667,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5561341047286987,1.815263032913208,-1.1255861520767212,3.7521824836730957,-0.7820112705230713,-1.2512335777282715,1.0438588857650757,1.6934353113174438,0.5192626118659973,0.0,0.0,0.0,1.0,0.0,0.0
test,2.907836437225342,0.33476799726486206,2.842052698135376,2.0372660160064697,-2.9805684089660645,-2.5718417167663574,0.4828014373779297,2.442847967147827,2.148245096206665,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.12061075121164322,-3.770685911178589,-1.5302680730819702,3.666583299636841,1.8883174657821655,2.055056095123291,1.3780486583709717,2.803680658340454,2.6612184047698975,0.0,0.0,0.0,0.0,0.0,1.0
test,1.278029441833496,-0.019062146544456482,0.2963694632053375,2.398888111114502,-0.14499251544475555,-0.7028555870056152,0.3462400436401367,0.5336092710494995,1.5809515714645386,1.0,0.0,0.0,0.0,0.0,0.0
test,2.0201737880706787,-0.10143948346376419,0.7575249075889587,1.835876703262329,0.2364153265953064,-2.2933948040008545,0.16983576118946075,0.6127868294715881,1.9468930959701538,0.0,1.0,0.0,0.0,0.0,0.0
test,2.3810393810272217,-2.1034457683563232,0.3991028666496277,1.3548136949539185,0.554896891117096,-1.4606575965881348,1.788295030593872,2.4255475997924805,1.7928520441055298,0.0,0.0,1.0,0.0,0.0,0.0
test,1.8263441324234009,1.8010263442993164,1.3390461206436157,2.614692211151123,1.820184588432312,0.7687327265739441,-0.19257302582263947,-0.06415282189846039,3.1605849266052246,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.6194670796394348,-0.6538496017456055,0.3866749405860901,5.325160503387451,-0.012083516456186771,0.3744834065437317,-0.6072399616241455,-1.1271867752075195,-0.3809128701686859,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.27128317952156067,3.2953433990478516,0.17662136256694794,-1.624298095703125,0.02225453406572342,-1.5177223682403564,-0.6827104091644287,0.6089558601379395,3.385233163833618,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9362739324569702,-0.8199484944343567,0.8106187582015991,2.3778693675994873,0.6048619747161865,-0.3270866274833679,-0.01844898983836174,0.7418236136436462,1.739123821258545,1.0,0.0,0.0,0.0,0.0,0.0
test,1.132570743560791,-0.4771874248981476,0.6897245645523071,2.7791662216186523,-0.2885762155056,0.5623888969421387,0.6312957406044006,2.110671281814575,1.1004639863967896,0.0,1.0,0.0,0.0,0.0,0.0
test,0.3741671144962311,-2.6481168270111084,0.6858388781547546,2.7124991416931152,1.847083330154419,-0.47115978598594666,0.7025748491287231,1.2373244762420654,1.9648486375808716,0.0,0.0,1.0,0.0,0.0,0.0
test,2.3639047145843506,1.1937284469604492,1.2198716402053833,2.8415656089782715,2.3989596366882324,-0.9709903597831726,1.9006555080413818,1.1973421573638916,-0.3143976330757141,0.0,0.0,0.0,1.0,0.0,0.0
test,2.3062431812286377,-3.347752094268799,1.102332353591919,3.190361738204956,2.825624704360962,-1.5858700275421143,1.1677117347717285,0.2870717942714691,-0.9251428842544556,0.0,0.0,0.0,0.0,1.0,0.0
test,5.72161340713501,-2.4295575618743896,0.2821250855922699,2.644503355026245,0.013390893116593361,-2.5439651012420654,-1.7055494785308838,0.5106696486473083,-0.5758415460586548,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5760160684585571,-0.3281186819076538,0.4228188097476959,1.5184218883514404,0.5524703860282898,-0.7153558731079102,0.33190789818763733,0.8477324843406677,0.7105756402015686,1.0,0.0,0.0,0.0,0.0,0.0
test,0.28170329332351685,0.11041612923145294,1.0735465288162231,1.0428770780563354,0.2869626581668854,-0.6037554740905762,0.11358295381069183,0.10455198585987091,2.3214659690856934,0.0,1.0,0.0,0.0,0.0,0.0
test,1.4061074256896973,-0.19854113459587097,0.6725528240203857,4.001062393188477,1.078786015510559,-1.5250287055969238,-0.715458333492279,0.8497125506401062,2.6860463619232178,0.0,0.0,1.0,0.0,0.0,0.0
test,0.030249234288930893,0.5042160153388977,-1.894465684890747,1.203590750694275,1.5695033073425293,-2.09475040435791,0.6642271876335144,-0.4785154461860657,0.958891749382019,0.0,0.0,0.0,1.0,0.0,0.0
test,2.1279654502868652,-1.5282946825027466,-0.6309731602668762,1.58729088306427,-0.4571332633495331,-1.4142729043960571,2.42161226272583,4.9933905601501465,1.7212543487548828,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.4870830476284027,-2.786653995513916,-0.14159783720970154,-0.953211784362793,1.3881410360336304,1.0325100421905518,0.002587933326140046,0.8930619955062866,5.294093132019043,0.0,0.0,0.0,0.0,0.0,1.0
test,1.656869888305664,-0.32934021949768066,1.3866018056869507,2.2501397132873535,0.07945409417152405,-0.8695318102836609,0.263617604970932,1.0333952903747559,1.502751350402832,1.0,0.0,0.0,0.0,0.0,0.0
test,0.744518518447876,-0.6463404297828674,-0.5665491223335266,2.167710781097412,-0.9896218776702881,-1.4826349020004272,0.21631523966789246,0.7833210229873657,1.5967226028442383,0.0,1.0,0.0,0.0,0.0,0.0
