split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
train,4.103963375091553,-1.5270625352859497,-2.3622310161590576,-0.007475866936147213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,0.9840447306632996,-2.2433063983917236,-4.837644100189209,-1.148085594177246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-5.22141695022583,-2.524550676345825,-1.9305578470230103,6.181358337402344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.6197749376296997,-1.4140276908874512,2.2395286560058594,0.6583949327468872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.6126744747161865,-1.5543522834777832,1.4441019296646118,3.0503389835357666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-2.7485272884368896,-0.8058062791824341,-0.05297150835394859,0.5919761061668396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.061460237950086594,-1.2937555313110352,-1.4419007301330566,3.79845929145813,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.3696224689483643,-3.838176727294922,4.365333557128906,-1.3796688318252563,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-3.6329307556152344,-1.349899172782898,4.424763202667236,5.189864158630371,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-4.468796730041504,4.2635579109191895,-0.1450645476579666,1.9107853174209595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-2.392425537109375,-0.6384774446487427,1.0869203805923462,-6.540437698364258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-0.3850957751274109,-1.6576470136642456,0.9253262281417847,0.6830322742462158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.5350075960159302,-0.38581061363220215,2.0024139881134033,1.440035104751587,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.250837564468384,-0.6579080820083618,0.19800764322280884,0.3315669298171997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,2.5810372829437256,-1.3791664838790894,0.12269920855760574,-1.2364035844802856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,2.578080415725708,-1.3446792364120483,5.053592681884766,-0.942453145980835,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-4.935278415679932,0.931637167930603,0.023674357682466507,4.009081840515137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-3.1716837882995605,-3.2893588542938232,-3.6448616981506348,-1.791074514389038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,2.2908308506011963,-5.506176471710205,-1.6944472789764404,6.340474605560303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.9515836238861084,-1.23066246509552,0.8382157683372498,1.278838038444519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.461246132850647,-2.3978233337402344,0.9315741062164307,1.7530990839004517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.139916181564331,-2.546734571456909,0.9094679355621338,0.47269386053085327,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-3.0312814712524414,-2.8999621868133545,2.688230276107788,3.0488667488098145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.0889148712158203,-2.7342896461486816,3.9984326362609863,5.074088096618652,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.3211426734924316,1.0786120891571045,0.9355168342590332,6.349250316619873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,3.2716307640075684,3.7465031147003174,-0.8462156653404236,3.9625277519226074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-3.8598263263702393,1.3951188325881958,4.751859664916992,-4.760486125946045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.6902344226837158,-1.15880286693573,0.7184019088745117,0.7753709554672241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.25530749559402466,-1.6332263946533203,2.686833381652832,2.6736557483673096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.6635875701904297,-2.384343147277832,1.09102463722229,-1.0945706367492676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.1646898239850998,-2.9043667316436768,2.8726119995117188,4.421970367431641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.583407163619995,-2.39493989944458,-2.301154613494873,2.9076943397521973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.2782684862613678,-6.773017406463623,-0.1567872166633606,0.7642691731452942,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.7068707942962646,4.624990463256836,-0.15989449620246887,4.6291069984436035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-6.369175434112549,-0.9036948084831238,2.189592123031616,6.294998645782471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.48400744795799255,-1.0826092958450317,1.0360511541366577,0.745204508304596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.6731213331222534,-1.8136920928955078,0.9548699855804443,-0.31194108724594116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.3904189169406891,-1.2107988595962524,4.4607391357421875,1.7934398651123047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.4069209694862366,1.2225341796875,0.435184508562088,4.264960765838623,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.8655664920806885,2.040686845779419,1.8407225608825684,-1.811201810836792,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,4.8108134269714355,1.5270872116088867,2.395970344543457,-0.5306702256202698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.8536019921302795,4.423123359680176,-2.030691623687744,-1.1383435726165771,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.6279482841491699,-5.831541538238525,7.926716327667236,1.246917724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.3991585075855255,-1.8331916332244873,1.4549694061279297,0.5740129947662354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.8718048930168152,-0.8809536695480347,0.2102004736661911,-0.21269281208515167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.827206015586853,0.6735392808914185,1.2052571773529053,-0.7415561676025391,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.2682211399078369,0.07400760054588318,1.885036826133728,-2.637892484664917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.4311130046844482,-0.843640923500061,0.36505380272865295,-3.3945891857147217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.9761492013931274,1.394815444946289,-3.305217981338501,3.408078908920288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.14430326223373413,-7.632143497467041,3.8236682415008545,1.0338376760482788,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-7.123183250427246,-0.2557046413421631,4.1669840812683105,4.254426002502441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.43067845702171326,-0.3669341504573822,1.746548056602478,1.0310136079788208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.096061110496521,-2.2197229862213135,2.006944417953491,1.8434853553771973,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.7340309619903564,-0.6822131872177124,2.852120876312256,-0.6102262735366821,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,2.3555991649627686,-2.2685203552246094,4.182808876037598,1.8849517107009888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.3975610733032227,-0.7083075642585754,-2.8103227615356445,-0.07098137587308884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.7704052925109863,1.9378244876861572,1.7660194635391235,-3.0727787017822266,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-4.151859760284424,-2.902270793914795,-3.0416722297668457,4.236291408538818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,6.153303146362305,0.5206599235534668,5.543103218078613,-0.89649897813797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.5813913941383362,-0.2927980124950409,0.9796493649482727,1.3800002336502075,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8998130559921265,-0.08294795453548431,0.9318186640739441,1.4736605882644653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2979816198349,-0.521929144859314,4.017370223999023,1.4851142168045044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6649129390716553,-2.25203537940979,-0.2924588918685913,4.469551086425781,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.8771786093711853,-0.8881760239601135,-1.357503056526184,5.058584690093994,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5933166146278381,-2.543792247772217,7.065049648284912,-0.39788123965263367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.32028430700302124,4.604355335235596,-2.5355730056762695,1.6987419128417969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.5962393879890442,-3.1235032081604004,9.202569007873535,0.8233329057693481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.29307278990745544,-0.6389186382293701,2.192249059677124,0.505023717880249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.6091595888137817,-1.6368749141693115,2.5875144004821777,0.2814674377441406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4533213973045349,1.1979610919952393,-0.37061119079589844,1.7528489828109741,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1551164388656616,0.933508038520813,-0.05531912297010422,-1.8205357789993286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.488956481218338,-5.522150993347168,2.55165958404541,-0.7850977778434753,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.5338282585144043,-2.505303382873535,3.416858434677124,-4.206925392150879,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.04590759426355362,-5.5947957038879395,2.776292324066162,6.307272911071777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.8632619380950928,5.4286956787109375,3.61495304107666,3.412214756011963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9494493007659912,-0.44642937183380127,1.12091064453125,1.3356434106826782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7888842821121216,-2.248772144317627,2.6208295822143555,0.698708176612854,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.008607991971075535,-1.8446643352508545,2.816847562789917,3.724607229232788,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9448978900909424,2.5005154609680176,2.228874921798706,2.767383575439453,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.8356194496154785,-1.1621719598770142,-2.161468029022217,-1.0285764932632446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.7073604464530945,-0.7246026396751404,0.8680376410484314,-4.787307262420654,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.15017209947109222,5.385629653930664,4.040052890777588,-0.09628607332706451,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.0546600818634033,-4.826096534729004,5.299865245819092,-4.325459003448486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7056740522384644,-0.9435855150222778,1.601211667060852,1.2986438274383545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7586147785186768,-1.918578028678894,1.6833165884017944,2.1501386165618896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.0829355716705322,-0.38367652893066406,-0.16217724978923798,0.8064900636672974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.8354761600494385,-1.2083604335784912,2.9314992427825928,-2.25396466255188,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.8685782551765442,2.9970076084136963,3.2940609455108643,-1.1605019569396973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.082175254821777,-1.086083173751831,1.089471459388733,5.769309997558594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.6767874956130981,3.936614990234375,6.011228084564209,0.4458104968070984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.9751772880554199,-3.8079233169555664,8.108487129211426,-2.2456860542297363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.3328554928302765,-1.7957781553268433,2.026174545288086,0.7362434267997742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.12952281534671783,-2.364642858505249,1.9951927661895752,2.510061264038086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1903822422027588,-3.3814828395843506,0.4739968180656433,2.379549980163574,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9937261939048767,-0.04053420200943947,5.296219348907471,1.770185112953186,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.1293692588806152,-0.865077555179596,2.3926470279693604,4.706299781799316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.233315110206604,4.253461837768555,-0.044234100729227066,-0.6633782982826233,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.5178353786468506,-7.616479873657227,-0.2946278750896454,0.2991238236427307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.2521828413009644,6.48531436920166,-0.10310698300600052,2.7269649505615234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.4971146881580353,-0.5674099922180176,1.71504545211792,0.31151220202445984,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9089103937149048,-1.487347960472107,0.6039770245552063,1.659677505493164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2997984886169434,-3.766810178756714,2.140085220336914,1.4750744104385376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.9594502449035645,-2.5226051807403564,-0.02541029267013073,0.22951409220695496,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.925445079803467,0.8899444341659546,-1.8535325527191162,2.825042486190796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.9342670440673828,-4.538381099700928,-1.2124837636947632,-2.8102848529815674,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.5144280195236206,5.29843807220459,3.8178799152374268,2.9182591438293457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.092668056488037,1.3109734058380127,5.771736145019531,4.5799970626831055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3943505585193634,-1.4077951908111572,1.1457158327102661,1.653998851776123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.861479640007019,-1.2713751792907715,2.683478593826294,0.8039780855178833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0100293159484863,-0.5375279784202576,-1.2275210618972778,1.9089058637619019,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9680532217025757,-4.035982608795166,2.9847047328948975,3.2485735416412354,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.0264064073562622,-2.5908381938934326,6.219686985015869,0.8600942492485046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.4934751987457275,-0.29376038908958435,2.4876909255981445,-3.7689244747161865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.1445398330688477,0.8520784378051758,4.707477569580078,-4.498386383056641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.668205738067627,3.123633623123169,3.691166639328003,-2.4605720043182373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0983322858810425,-1.3894764184951782,1.9009580612182617,0.8955127596855164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.6686837673187256,-0.5703049302101135,1.5499004125595093,1.1570687294006348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.4322700500488281,-0.7852481007575989,-1.164078712463379,1.7050641775131226,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.8319687843322754,-0.9287492632865906,4.6057448387146,1.382733702659607,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.2580523490905762,-4.479252338409424,5.018576622009277,1.321798324584961,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.6001036167144775,-6.006157875061035,1.6226081848144531,1.5941588878631592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.526290237903595,-0.338308185338974,-5.096953392028809,3.1148650646209717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.944070816040039,0.5056775212287903,3.1460390090942383,0.6225207448005676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0406755208969116,-1.2647125720977783,1.7274806499481201,1.723575472831726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5364071726799011,-2.504413366317749,1.8866931200027466,-0.12826746702194214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.320352077484131,0.13866525888442993,3.381300926208496,0.9018522500991821,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.2153218686580658,-0.37523898482322693,3.3936333656311035,-2.295506477355957,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-4.0433549880981445,-4.193591594696045,2.3124523162841797,1.6138817071914673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.12440299987793,-3.400742530822754,-0.6820849776268005,-2.1124606132507324,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.7639833688735962,-4.107706546783447,2.6124489307403564,7.165642738342285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.402140140533447,-3.300600051879883,-1.3802143335342407,6.483834266662598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.06832209974527359,-0.8823449611663818,0.5925741791725159,0.9501941204071045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.1828842163085938,-0.6096803545951843,1.922925591468811,2.3934402465820312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.599894106388092,1.8628422021865845,2.206740617752075,0.8724388480186462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6910980939865112,-4.663736343383789,1.499717354774475,2.772404432296753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.8134288787841797,1.440722942352295,5.068131923675537,1.1800298690795898,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.380317211151123,-1.376415491104126,-0.9682339429855347,-0.7355769872665405,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.8264117240905762,-2.3129539489746094,-4.476232051849365,4.308773517608643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.253188133239746,2.990361452102661,-0.7132177352905273,6.344221115112305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6388649344444275,-1.3610326051712036,1.7527670860290527,1.2190792560577393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.013943103142082691,-1.5426673889160156,3.2955574989318848,1.912493348121643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.4513793885707855,1.720457673072815,2.3123724460601807,0.6026276350021362,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.1029727458953857,-3.0444676876068115,0.8607532382011414,1.3893578052520752,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.9731287956237793,-2.369023323059082,2.6845571994781494,-1.7181224822998047,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.8625805377960205,-5.575190544128418,4.19052791595459,-1.2557121515274048,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.1123268604278564,4.0150275230407715,-0.67615807056427,-2.756608724594116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.5081419944763184,0.7493880987167358,7.6034698486328125,-2.8831136226654053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.18665853142738342,-1.0871869325637817,0.7794976830482483,0.6978909373283386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.26364046335220337,-1.46621572971344,1.566738247871399,-0.7998595237731934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0207617282867432,0.17996008694171906,-0.48627546429634094,-0.1718161255121231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7756392955780029,-2.085007667541504,4.603182315826416,3.2452211380004883,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.0942633152008057,-4.106202602386475,0.7710793018341064,4.565194606781006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.009251356124878,1.083208680152893,2.4739866256713867,5.60746431350708,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.7989604473114014,-1.502923846244812,4.347676753997803,-4.185048580169678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.40256929397583,3.1055567264556885,-0.6813719868659973,6.483320236206055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9196218252182007,-0.6185217499732971,1.4158917665481567,1.7869033813476562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.3267158269882202,0.4482601583003998,1.5341777801513672,0.30739644169807434,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.32721564173698425,0.26020383834838867,-0.35721534490585327,2.9895052909851074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.2801625728607178,-2.211811065673828,3.5070242881774902,3.1973938941955566,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.201714515686035,-1.5849982500076294,1.3763394355773926,5.455196857452393,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.6000944375991821,2.383432626724243,6.283542156219482,1.4270814657211304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.7373130321502686,1.8018913269042969,-1.8906248807907104,6.168134689331055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.591657876968384,-3.5579745769500732,-2.6435084342956543,-3.8637380599975586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.212551549077034,-1.3258390426635742,1.3440908193588257,0.21858589351177216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8057377338409424,-1.5739150047302246,1.3689162731170654,2.30979323387146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2330297231674194,-3.4104950428009033,0.9861350655555725,-0.30346956849098206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.5455682277679443,-1.7044538259506226,0.013955839909613132,4.298107147216797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.4247063398361206,1.6842132806777954,4.606183052062988,-1.4751238822937012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.823702573776245,-3.973731756210327,-0.17649729549884796,-1.6007485389709473,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.8373588919639587,5.411087512969971,-1.1091684103012085,1.5845597982406616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.4092860817909241,-5.125028610229492,5.694565296173096,-4.319805145263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.307411253452301,-1.071408748626709,0.6501514911651611,1.6093580722808838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9888327717781067,0.11515025049448013,2.3049354553222656,-0.11056692153215408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2703683376312256,1.6218297481536865,2.5076894760131836,1.3511874675750732,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6032938361167908,-2.5725667476654053,2.450268507003784,-2.4095332622528076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
