split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
train,2.905282497406006,0.4206032156944275,1.1542930603027344,3.7915542125701904,-1.1972750425338745,4.727408409118652,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-2.39058518409729,7.360330581665039,-1.4387444257736206,0.8890901207923889,-3.825326919555664,0.8744599223136902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-4.402666091918945,6.792922019958496,0.3932388126850128,5.366867542266846,-3.9296939373016357,1.0077835321426392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,-1.0815455913543701,0.38244563341140747,-0.14885948598384857,1.4053701162338257,-1.0513674020767212,0.8321241736412048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.1862471103668213,0.5235892534255981,0.8396806120872498,0.6432161927223206,-0.6696273684501648,1.9461244344711304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-2.9979329109191895,1.9648460149765015,1.5831327438354492,1.3646728992462158,-1.5705159902572632,0.4037128686904907,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-0.30324968695640564,-1.9417104721069336,-1.5518213510513306,2.115581750869751,0.8062880635261536,0.49196144938468933,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.7535302042961121,1.6473618745803833,2.9788594245910645,1.910681128501892,1.194532036781311,-1.8005053997039795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-2.9799938201904297,0.9757749438285828,1.6650947332382202,3.492281913757324,2.829514265060425,4.3543477058410645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-3.263678789138794,-1.1034401655197144,2.317533254623413,7.066198348999023,-0.017346452921628952,-0.3777621388435364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-1.0045320987701416,1.561644196510315,1.0725562572479248,-4.5450215339660645,-3.9307193756103516,-2.5618629455566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.382254958152771,0.48308098316192627,-0.8049861192703247,1.7727980613708496,-1.3392510414123535,1.3300224542617798,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.6495163440704346,3.083264112472534,-0.9891993999481201,1.7357349395751953,-0.9209581017494202,0.9596909880638123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.9931724071502686,-0.32813015580177307,-0.3500208258628845,-0.318881094455719,-2.1009745597839355,0.6494653224945068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.736825704574585,-1.767719030380249,-2.189925193786621,1.6900298595428467,-0.501287043094635,1.3665134906768799,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.011767884716391563,-0.826603889465332,1.151063323020935,5.45761251449585,0.8006154298782349,1.6213091611862183,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.3215692937374115,3.824164390563965,-0.12670300900936127,-0.014843973331153393,2.661853790283203,4.398407936096191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.6956428289413452,7.666382312774658,0.5215530395507812,-0.6055157780647278,-0.04029794782400131,0.9205790162086487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.7612884044647217,-2.1116902828216553,-2.9594178199768066,3.1143667697906494,5.351686477661133,0.22124546766281128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.5486360788345337,1.0355592966079712,-0.16687016189098358,2.452221393585205,-1.3721867799758911,1.417549967765808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.378018617630005,1.4888384342193604,-1.362115740776062,1.2852956056594849,-2.030151844024658,0.9759215712547302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.4427109360694885,1.846613883972168,-3.085749626159668,1.0659126043319702,-1.1492856740951538,0.5331127047538757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-3.184589147567749,1.4960213899612427,0.020480705425143242,4.370979309082031,0.975300669670105,0.39792484045028687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.8857108354568481,4.026539325714111,-4.088901519775391,1.9982365369796753,-1.8267208337783813,-0.4965299069881439,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.2041839361190796,-0.9907667636871338,3.350588321685791,-1.6187487840652466,1.35701584815979,1.5422857999801636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.6838758587837219,4.398898124694824,0.5489439964294434,4.59700870513916,1.6191105842590332,-3.6625523567199707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.759803295135498,2.578612804412842,4.615664482116699,3.610506772994995,-1.6159660816192627,-4.41008186340332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.3253387212753296,0.8984646797180176,0.10399989038705826,2.108858108520508,-0.46891045570373535,0.7178544402122498,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.3512760400772095,-0.09231110662221909,0.7120504379272461,2.611560821533203,-1.3944534063339233,1.4410583972930908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.7110951542854309,4.05505895614624,0.106953926384449,2.598452568054199,-0.9524681568145752,1.1828322410583496,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.06691835075616837,2.314026355743408,-1.1286745071411133,1.1315845251083374,1.126205563545227,4.009820938110352,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-3.3907742500305176,1.7375214099884033,-3.2375524044036865,2.215237855911255,2.2949535846710205,1.2923716306686401,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-4.532657146453857,-1.0230282545089722,2.223984718322754,4.218400955200195,-3.121504545211792,-0.1759035736322403,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.3714603185653687,4.859528541564941,2.5189754962921143,2.0779523849487305,-4.49072265625,-1.9272569417953491,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,1.8331477642059326,7.582396507263184,3.346472978591919,0.6691808700561523,-0.7329216599464417,0.6420547366142273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.3243929445743561,0.7331388592720032,-0.4842851161956787,1.5877803564071655,-1.0087696313858032,0.7759660482406616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.8438365459442139,0.9902552962303162,1.2913132905960083,2.8057656288146973,-0.9397392868995667,1.0562125444412231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.05622931197285652,2.1545965671539307,-0.6453421711921692,-0.23931653797626495,0.6517714262008667,0.5907834768295288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.07635148614645004,-0.5850560665130615,0.6089220643043518,2.636542558670044,2.0364990234375,0.6145880818367004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.7372942566871643,2.8408761024475098,1.9245120286941528,1.5498311519622803,2.5488016605377197,2.195894479751587,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.009912633337080479,1.8696368932724,0.6639853119850159,-0.5341728925704956,-1.8927867412567139,6.366944789886475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-3.3442223072052,5.147443771362305,-3.2879772186279297,-2.131793737411499,-3.1588833332061768,0.47865283489227295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-5.229562759399414,3.1574692726135254,-2.900472640991211,2.149869918823242,-6.698694705963135,3.19710111618042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.048327922821045,0.8723375201225281,0.23453959822654724,1.6954492330551147,-0.6268211007118225,1.71904456615448,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.0865873247385025,2.1648101806640625,0.3010896146297455,0.9925333261489868,-1.463963270187378,1.878560185432434,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-3.174262762069702,-0.6396022439002991,-0.902919590473175,1.7987418174743652,-0.15718604624271393,1.3721712827682495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-2.016972064971924,3.0661230087280273,-2.1771023273468018,1.6857657432556152,-3.90755558013916,0.7327100038528442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-4.7119975090026855,3.714463710784912,1.263090968132019,0.5106720328330994,-1.5815247297286987,2.218355894088745,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.5942695140838623,1.1598759889602661,-4.868982315063477,4.027897357940674,-1.7326161861419678,-1.6538681983947754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.6703046560287476,-0.302618145942688,-1.7041813135147095,7.426572322845459,-2.949202537536621,2.2842273712158203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-3.113245964050293,2.5266547203063965,4.088362693786621,-0.5343092679977417,-1.9883066415786743,-4.538657188415527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4038556814193726,1.0789361000061035,-1.1278661489486694,1.3326689004898071,-1.0324152708053589,0.7895442247390747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9642232656478882,0.7072785496711731,-1.0621193647384644,1.345890760421753,-2.381312847137451,0.04269265756011009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.3293588161468506,1.3156157732009888,-2.533475637435913,2.9366445541381836,-1.9988408088684082,-0.23824574053287506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.2204210758209229,0.10284499824047089,-1.0949214696884155,0.38234618306159973,-2.2316935062408447,-2.1530659198760986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.7311556339263916,2.824402093887329,-0.012947188690304756,3.644869327545166,1.040872573852539,1.287497878074646,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.154331684112549,-0.599302351474762,-0.6900207996368408,-2.0004591941833496,1.8060603141784668,2.143728017807007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.983173370361328,0.6433258652687073,2.2754077911376953,1.3691599369049072,2.810051679611206,2.2356748580932617,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.486756324768066,4.906901836395264,1.4083373546600342,1.3658993244171143,-4.77700662612915,-3.504610776901245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.7906076312065125,1.2026910781860352,-0.26197561621665955,1.898878574371338,-0.9635599851608276,0.19622021913528442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9496133327484131,1.4444738626480103,-0.8787440061569214,2.475675582885742,0.5733648538589478,1.9306421279907227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.052788257598877,2.7357401847839355,-0.4290649890899658,3.455601215362549,-2.76344633102417,2.03169322013855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.696620225906372,3.343606948852539,-0.8816100358963013,-0.15634582936763763,-3.2626655101776123,0.9991512894630432,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.463735818862915,4.469152450561523,1.019391655921936,-0.9344916939735413,-2.43072772026062,2.367027759552002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.913086891174316,0.23190316557884216,0.953689455986023,4.695833206176758,-0.0961284264922142,1.7456893920898438,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.010124683380127,6.535762310028076,0.3469447195529938,3.760674476623535,0.28301724791526794,-1.3499155044555664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.7093735933303833,2.5490119457244873,-5.225762367248535,7.896444320678711,-0.12956029176712036,0.9384735226631165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.8460355997085571,1.26771080493927,-0.21974462270736694,2.031994342803955,-1.3484963178634644,0.6827645301818848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.17847967147827148,1.4262794256210327,-0.722313642501831,1.4962141513824463,-1.811168909072876,-0.11373674869537354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.581369161605835,-0.6297898888587952,-1.2801034450531006,3.1680541038513184,-2.414368152618408,0.45804545283317566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9135154485702515,1.7527049779891968,-1.1690784692764282,-0.8749651312828064,-2.964730978012085,1.7788456678390503,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.7796967029571533,2.8599185943603516,3.0066189765930176,1.1864138841629028,-1.0640617609024048,-0.4395759701728821,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.581291437149048,2.1042206287384033,-1.1371370553970337,0.03414221853017807,1.0620405673980713,-3.8817272186279297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.4853503704071045,4.365449905395508,-5.576330184936523,0.954620897769928,-1.523008108139038,-2.194957971572876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.5266729593276978,2.8437092304229736,3.526183605194092,1.9903620481491089,-0.2683570086956024,7.866395950317383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.454938292503357,1.5886950492858887,-0.4844277501106262,1.2316595315933228,-1.2969292402267456,0.519633948802948,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4614466726779938,1.3415534496307373,-0.014261611737310886,0.07654926925897598,-1.3839783668518066,0.40191254019737244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.044669125229120255,2.371140241622925,-1.5633670091629028,2.6750757694244385,0.19332176446914673,-0.5159525275230408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9470059871673584,1.3346401453018188,1.5670640468597412,2.3728809356689453,-2.878328323364258,-0.932992160320282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.5405439138412476,3.2767550945281982,-2.8705008029937744,2.6250367164611816,2.3146162033081055,1.4875239133834839,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.5610374212265015,-0.3629070222377777,-3.0082919597625732,-1.2854419946670532,-4.540709495544434,3.27215313911438,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.8416717052459717,-3.2366292476654053,-0.6680691242218018,3.3266613483428955,-0.045830536633729935,0.038784995675086975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.4819774031639099,-5.244928359985352,-3.0570530891418457,-2.0320541858673096,-1.140311360359192,1.167412281036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9051668643951416,1.2530382871627808,-0.29297804832458496,1.7677903175354004,-0.4537966847419739,1.1275575160980225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.06117355450987816,1.2302147150039673,0.3794594407081604,1.2626577615737915,-2.3414909839630127,1.7648684978485107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.4887419939041138,2.996016263961792,-0.7590653896331787,1.2682037353515625,1.2904497385025024,0.8981815576553345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.6382884979248047,0.8323134183883667,2.4308741092681885,1.9602288007736206,-3.33451509475708,1.5113428831100464,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.4653427600860596,4.748385429382324,0.04516946151852608,-0.11726533621549606,0.24782481789588928,0.1555633842945099,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.0871336460113525,3.831883668899536,2.194035768508911,3.2984418869018555,-2.5321052074432373,0.3261863887310028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.9171295166015625,0.10558737814426422,2.6364645957946777,-2.5138440132141113,-3.3937363624572754,-1.4690792560577393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.19899845123291,-2.3360276222229004,0.7309063673019409,-2.4303488731384277,1.0815110206604004,0.6728866696357727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0421013832092285,1.3278313875198364,-0.5139240622520447,2.2353315353393555,-0.3664649426937103,0.5710316896438599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.1962984800338745,0.6260738968849182,-0.8853620290756226,1.953108787536621,-0.8295044898986816,2.9407355785369873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9513596296310425,2.191014289855957,-0.7728886604309082,3.1906867027282715,-2.347318649291992,3.1523826122283936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9608891606330872,-0.27260780334472656,1.4290966987609863,0.22996950149536133,-1.2296167612075806,3.117140531539917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.1867152750492096,-0.6573294401168823,-3.605440378189087,4.79189395904541,-0.8376244306564331,0.9230490326881409,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.7135695219039917,-2.243102788925171,-3.8928120136260986,4.6540141105651855,0.16586565971374512,0.025225121527910233,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.6657633781433105,0.8117262721061707,1.1777316331863403,0.3583161234855652,-4.604565143585205,0.4938879609107971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.8566362857818604,5.624558925628662,-2.918236017227173,7.346488952636719,0.7893693447113037,0.3612738251686096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9345345497131348,0.772502064704895,-0.42776280641555786,1.576266884803772,-0.8833490014076233,1.1267391443252563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.493663787841797,1.0409907102584839,-0.5585329532623291,2.4164535999298096,-0.47636353969573975,2.2279438972473145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.4185914993286133,2.2083523273468018,0.8585081100463867,3.2540290355682373,0.5313775539398193,2.473865270614624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5086842775344849,0.6385964751243591,-0.6226144433021545,1.4883695840835571,-3.808948278427124,-1.1401965618133545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.217446804046631,0.795315682888031,-0.6055640578269958,1.3587087392807007,1.6905049085617065,0.7303571105003357,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.06039571762085,3.6665592193603516,2.0411953926086426,3.6541574001312256,-2.1283810138702393,3.036224365234375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.315704584121704,-4.66920804977417,-1.7933200597763062,-0.637625515460968,0.7586693167686462,-0.15079531073570251,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.301721572875977,0.6842483878135681,-4.0003743171691895,-0.933904230594635,-6.185445785522461,3.6211750507354736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5199693441390991,1.560142159461975,0.19540156424045563,1.8665767908096313,-1.3732569217681885,1.629198431968689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.13292630016803741,1.2506734132766724,-0.8658365607261658,0.678616464138031,-1.6538370847702026,1.9808166027069092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.5837252140045166,0.5653948783874512,-0.35984987020492554,1.4446853399276733,-2.0447845458984375,0.07216962426900864,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.135554313659668,-0.1331479847431183,-3.0650477409362793,0.6376508474349976,-2.684739112854004,-0.1716761738061905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.1348865032196045,4.833959579467773,1.579952597618103,1.8840458393096924,-1.989886999130249,2.8975656032562256,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5242325663566589,3.3479442596435547,1.1449079513549805,-0.7356086373329163,-5.046024322509766,3.1961240768432617,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.112278699874878,1.1935995817184448,-6.212972640991211,2.5336196422576904,1.9224889278411865,2.3535401821136475,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.099806308746338,1.4001520872116089,0.6392571926116943,5.204380035400391,-6.624063491821289,-3.1730258464813232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.740828275680542,2.0232367515563965,-0.5927327871322632,2.1046061515808105,-0.8519406914710999,0.8628525137901306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.1169841289520264,1.6606786251068115,0.09554100781679153,0.28041312098503113,-1.6177505254745483,1.0549359321594238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.395364761352539,0.5604962706565857,-1.8546850681304932,1.107318639755249,0.5560968518257141,-0.6960803866386414,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.7440545558929443,-0.1144804060459137,1.8397194147109985,1.0348759889602661,-1.623582363128662,-0.008654062636196613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.5209293365478516,4.643153190612793,1.2209746837615967,0.778896689414978,-1.9138073921203613,4.12554931640625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.3183714151382446,4.379411697387695,-4.0606889724731445,4.725738525390625,-2.5866434574127197,0.05317429453134537,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.702497124671936,-1.2523784637451172,-2.155306816101074,-0.28852537274360657,-6.272408485412598,0.9432796239852905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.7471015453338623,-4.290979862213135,-4.24052095413208,-0.026960697025060654,-0.3079875409603119,1.4145535230636597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0455764532089233,1.190428614616394,-1.1403321027755737,2.160416603088379,-1.4764950275421143,1.284659743309021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.6445938348770142,1.4484272003173828,0.18810182809829712,0.36677634716033936,-1.7341673374176025,0.1886971890926361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.3861238956451416,-0.29179948568344116,-0.879490315914154,4.1637959480285645,-0.3720620274543762,1.390730381011963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5543612837791443,-0.05583777278661728,-1.237783432006836,4.8780999183654785,-0.031118787825107574,1.5176538228988647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
