split,feature_0,feature_1,feature_2,feature_3,feature_4,class_0,class_1,class_2,class_3,class_4,class_5
train,4.097395420074463,-2.356887102127075,-0.2077358216047287,4.6769914627075195,-1.7792924642562866,0.0,0.0,0.0,0.0,1.0,0.0
train,0.32016170024871826,0.34987905621528625,-4.044900417327881,1.9445031881332397,-5.911344528198242,0.0,0.0,0.0,0.0,0.0,1.0
val,0.5009565353393555,-0.571310818195343,-0.3316171169281006,1.7364332675933838,-1.806445598602295,1.0,0.0,0.0,0.0,0.0,0.0
val,1.728416919708252,-2.036041259765625,-0.6802408695220947,0.1513911932706833,-1.522491693496704,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.1920958757400513,-0.8902367949485779,-0.25481435656547546,1.3639823198318481,1.1967992782592773,0.0,0.0,1.0,0.0,0.0,0.0
val,0.5877732634544373,0.38386455178260803,-2.8953676223754883,2.2408840656280518,1.8611652851104736,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.464996337890625,-3.68452787399292,-2.0658211708068848,4.070998668670654,1.7260023355484009,0.0,0.0,0.0,0.0,1.0,0.0
val,2.668867349624634,-0.8501515984535217,2.876243829727173,-1.97958505153656,1.5208333730697632,0.0,0.0,0.0,0.0,0.0,1.0
val,0.7339708209037781,-1.0092231035232544,-1.3453702926635742,1.8877979516983032,-0.4386720061302185,1.0,0.0,0.0,0.0,0.0,0.0
val,0.15722264349460602,-0.5948101282119751,1.0212053060531616,1.8919695615768433,-0.7382766008377075,0.0,1.0,0.0,0.0,0.0,0.0
val,0.5413684844970703,-3.765648365020752,-0.8133907914161682,0.40378066897392273,-0.4500601887702942,0.0,0.0,1.0,0.0,0.0,0.0
val,2.752577304840088,-1.4068976640701294,-2.4598591327667236,3.3145506381988525,-3.3518950939178467,0.0,0.0,0.0,1.0,0.0,0.0
val,4.486861705780029,0.39518800377845764,-0.16505128145217896,0.6214004158973694,1.5696830749511719,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.4310458898544312,1.3915503025054932,-1.2443076372146606,-3.5394704341888428,-2.077223062515259,0.0,0.0,0.0,0.0,0.0,1.0
val,1.3246142864227295,-1.4758468866348267,-1.0823372602462769,1.8687264919281006,-1.3323255777359009,1.0,0.0,0.0,0.0,0.0,0.0
val,1.1143518686294556,-0.9864046573638916,0.8352691531181335,2.232396364212036,-1.850736141204834,0.0,1.0,0.0,0.0,0.0,0.0
val,0.03261644020676613,-2.0573890209198,0.9668904542922974,3.4224562644958496,-1.862118124961853,0.0,0.0,1.0,0.0,0.0,0.0
val,4.314662933349609,-1.7987614870071411,-1.5849014520645142,2.529218912124634,-1.3769499063491821,0.0,0.0,0.0,1.0,0.0,0.0
val,-3.4504990577697754,-2.21353816986084,-0.4229811728000641,1.5527440309524536,-3.6974172592163086,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.051816392689943314,-4.30337381362915,-3.725104331970215,5.431352615356445,-0.8862061500549316,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.17621803283691406,-0.9615758061408997,-0.47231099009513855,1.0458225011825562,-0.8231692910194397,1.0,0.0,0.0,0.0,0.0,0.0
val,0.5149946808815002,-0.9176512956619263,-0.05338182672858238,-0.4290980100631714,-1.1029746532440186,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.6856317520141602,1.0791289806365967,-0.39898237586021423,3.0339438915252686,-0.8375039100646973,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.7604453563690186,-0.2812327742576599,-3.722095012664795,3.36260724067688,-0.09571004658937454,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.9432016611099243,-2.935149908065796,1.6545350551605225,4.290164470672607,-1.8746538162231445,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.640329897403717,-2.775735378265381,-0.5221292972564697,4.119563102722168,-6.010396957397461,0.0,0.0,0.0,0.0,0.0,1.0
val,0.5373709797859192,-0.905308723449707,-1.4763282537460327,1.0452296733856201,-0.5363036394119263,1.0,0.0,0.0,0.0,0.0,0.0
val,0.6651594638824463,-1.6777054071426392,-2.3064208030700684,2.019721508026123,-2.049302101135254,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.1825976371765137,-0.4768868088722229,-1.133459210395813,1.1729393005371094,-0.4011356234550476,0.0,0.0,1.0,0.0,0.0,0.0
val,0.9989835619926453,-1.2658976316452026,-3.8689844608306885,3.628441572189331,-2.2946739196777344,0.0,0.0,0.0,1.0,0.0,0.0
val,3.5267605781555176,-1.5638809204101562,-4.190201759338379,-0.6548843383789062,-0.48761841654777527,0.0,0.0,0.0,0.0,1.0,0.0
val,2.9669766426086426,0.588311493396759,-5.237932205200195,3.344325304031372,-3.2094433307647705,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5454635620117188,-1.1519367694854736,-0.9458128809928894,1.7716810703277588,-0.20289450883865356,1.0,0.0,0.0,0.0,0.0,0.0
test,0.23007990419864655,0.7795341610908508,-0.6015695929527283,1.732917070388794,-1.7763903141021729,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.8824018836021423,1.4098827838897705,-0.16736353933811188,1.2120800018310547,-0.5539575219154358,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9894533753395081,2.9521536827087402,-0.5955983400344849,1.3612614870071411,-1.0237003564834595,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.5376637578010559,-0.22431108355522156,3.6203064918518066,2.6742770671844482,-2.562072515487671,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.0352702140808105,-2.3155205249786377,-4.015712738037109,1.2411468029022217,-2.486351251602173,0.0,0.0,0.0,0.0,0.0,1.0
test,0.37661147117614746,-1.1944924592971802,-1.7054108381271362,1.255649209022522,-1.1481080055236816,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6736586689949036,0.11430338770151138,-1.1742855310440063,-0.11366037279367447,-0.7188462018966675,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.46761754155158997,1.6727097034454346,-0.8792306184768677,2.090003728866577,-0.9609789252281189,0.0,0.0,1.0,0.0,0.0,0.0
test,2.641164779663086,-3.1253702640533447,-2.650999069213867,0.6798085570335388,-2.9906656742095947,0.0,0.0,0.0,1.0,0.0,0.0
test,2.29825758934021,1.199314832687378,0.5955972075462341,-2.496943473815918,-0.9669108390808105,0.0,0.0,0.0,0.0,1.0,0.0
test,0.7838464975357056,3.5973289012908936,1.7302552461624146,4.2487359046936035,-1.7233974933624268,0.0,0.0,0.0,0.0,0.0,1.0
test,0.20610274374485016,-0.9628428816795349,-0.5047711730003357,0.6047837138175964,-0.8852246403694153,1.0,0.0,0.0,0.0,0.0,0.0
test,0.4517000615596771,-2.471621036529541,-1.8652324676513672,1.3890541791915894,-1.9390966892242432,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7217640280723572,1.1556988954544067,-0.8009097576141357,1.6704227924346924,-3.154313802719116,0.0,0.0,1.0,0.0,0.0,0.0
test,3.1586830615997314,1.9126931428909302,-1.1052086353302002,0.5028165578842163,-1.3755205869674683,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.8875699043273926,-1.1462987661361694,2.1330175399780273,1.2695884704589844,-4.290465831756592,0.0,0.0,0.0,0.0,1.0,0.0
test,5.227697849273682,1.148508906364441,-1.2914072275161743,4.448061466217041,-2.0513601303100586,0.0,0.0,0.0,0.0,0.0,1.0
test,1.270566701889038,-0.38005098700523376,-0.35668426752090454,1.3276745080947876,-1.1880179643630981,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1736655235290527,-1.5152291059494019,-0.3964618742465973,3.2206108570098877,-0.7509158849716187,0.0,1.0,0.0,0.0,0.0,0.0
test,1.937875509262085,-0.13211330771446228,-0.8957786560058594,0.49018844962120056,-3.485405683517456,0.0,0.0,1.0,0.0,0.0,0.0
test,0.16236628592014313,1.1947531700134277,1.2424064874649048,3.4505252838134766,-2.749284029006958,0.0,0.0,0.0,1.0,0.0,0.0
test,1.2525415420532227,-3.9666531085968018,-1.0931589603424072,-1.3521958589553833,-3.9681646823883057,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.037414789199829,-0.8602313995361328,-5.484515190124512,3.973020553588867,-1.4433902502059937,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1058621406555176,-1.19413423538208,-0.6973202228546143,0.6262450218200684,-1.443655252456665,1.0,0.0,0.0,0.0,0.0,0.0
test,2.14731502532959,-1.4893782138824463,-1.4373072385787964,2.086700677871704,-1.922724723815918,0.0,1.0,0.0,0.0,0.0,0.0
test,1.433424472808838,-2.6775169372558594,1.1813973188400269,2.689016819000244,-0.6154544353485107,0.0,0.0,1.0,0.0,0.0,0.0
test,3.640958547592163,-0.004345827270299196,0.13077524304389954,2.5257482528686523,0.876809298992157,0.0,0.0,0.0,1.0,0.0,0.0
test,4.4735798835754395,-0.9412034153938293,1.8407633304595947,-0.26841673254966736,-1.8999069929122925,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.33754244446754456,1.351144790649414,1.1125539541244507,2.659787654876709,-6.04256534576416,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3179836571216583,-0.878406822681427,-0.2350304275751114,0.6690723896026611,-1.0532686710357666,1.0,0.0,0.0,0.0,0.0,0.0
test,1.9117659330368042,0.3118474781513214,-1.2254600524902344,0.8903172612190247,-1.439766526222229,0.0,1.0,0.0,0.0,0.0,0.0
test,2.4738152027130127,-2.061011791229248,1.024071216583252,2.5105667114257812,-0.6802671551704407,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9232691526412964,-1.6166083812713623,-4.007853984832764,0.8894399404525757,0.6946662068367004,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.05378015711903572,-4.895752429962158,-1.5000667572021484,3.7447686195373535,-3.0248796939849854,0.0,0.0,0.0,0.0,1.0,0.0
test,2.3385109901428223,-5.479917526245117,-3.2373290061950684,1.5885027647018433,1.572838544845581,0.0,0.0,0.0,0.0,0.0,1.0
test,0.563991129398346,-0.8739877939224243,-1.0712101459503174,2.3417088985443115,-1.3319470882415771,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7149592041969299,0.13365305960178375,-0.08604493737220764,2.876905918121338,-1.3920577764511108,0.0,1.0,0.0,0.0,0.0,0.0
test,1.6025073528289795,1.5308846235275269,-1.0719228982925415,2.530550479888916,-0.627115786075592,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.0250123739242554,-1.821068525314331,1.3983194828033447,2.2736785411834717,1.5616956949234009,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.7239990234375,2.3817920684814453,-2.276562213897705,3.725059986114502,0.8802838921546936,0.0,0.0,0.0,0.0,1.0,0.0
test,0.6338191628456116,1.316827654838562,3.4437525272369385,-2.0601675510406494,-1.851311445236206,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1394325494766235,-1.0273544788360596,-1.1081876754760742,1.4275318384170532,-0.3103609085083008,1.0,0.0,0.0,0.0,0.0,0.0
test,1.935339331626892,-0.10150159895420074,0.11871163547039032,0.6849560141563416,-0.754285991191864,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8230767250061035,-2.440284013748169,-2.3978705406188965,1.4544868469238281,0.6127197742462158,0.0,0.0,1.0,0.0,0.0,0.0
test,4.1883697509765625,-2.5916199684143066,-1.0924431085586548,1.5335540771484375,-0.17152012884616852,0.0,0.0,0.0,1.0,0.0,0.0
test,0.8433519601821899,-1.7919601202011108,-4.890013217926025,1.1357041597366333,1.597333312034607,0.0,0.0,0.0,0.0,1.0,0.0
test,1.0922476053237915,2.8188207149505615,-1.3128851652145386,2.960322618484497,3.1735174655914307,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9821547269821167,-1.0136011838912964,-1.7103179693222046,1.4522247314453125,-1.0245999097824097,1.0,0.0,0.0,0.0,0.0,0.0
test,0.36980584263801575,-0.8622121214866638,-0.5603278875350952,0.8273070454597473,-2.980546474456787,0.0,1.0,0.0,0.0,0.0,0.0
test,2.022113800048828,-2.3415210247039795,0.9864702820777893,2.5950849056243896,-2.0717904567718506,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7025843858718872,1.2297693490982056,-1.3976749181747437,-0.3742418587207794,-3.591442823410034,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.174149513244629,-0.6256484389305115,-1.0087577104568481,0.6647766828536987,-5.143805980682373,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.06682012975215912,1.4412317276000977,2.811494827270508,1.408896803855896,2.9553072452545166,0.0,0.0,0.0,0.0,0.0,1.0
test,0.909785270690918,-0.8780597448348999,-0.7506096959114075,2.2628705501556396,-0.6523558497428894,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5141237378120422,-0.2632211148738861,0.21976473927497864,2.8328452110290527,-1.7771769762039185,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6512834429740906,-0.12087425589561462,-1.941993236541748,-0.7214455008506775,-1.8248921632766724,0.0,0.0,1.0,0.0,0.0,0.0
test,1.279901146888733,-1.3330174684524536,2.9403579235076904,2.709111452102661,-0.8418796062469482,0.0,0.0,0.0,1.0,0.0,0.0
test,1.221467137336731,-1.8762059211730957,-5.550132751464844,1.9056274890899658,-0.16245979070663452,0.0,0.0,0.0,0.0,1.0,0.0
test,0.20771244168281555,-3.2577896118164062,-5.902186393737793,-0.5146852135658264,-1.9794248342514038,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8080557584762573,-0.826469898223877,-0.19342747330665588,2.149064064025879,-1.3922330141067505,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.29993489384651184,-1.733851432800293,-0.2273455560207367,1.1166530847549438,-2.5999131202697754,0.0,1.0,0.0,0.0,0.0,0.0
test,0.5461748242378235,0.2411460280418396,0.728683352470398,2.7995307445526123,0.689258873462677,0.0,0.0,1.0,0.0,0.0,0.0
test,0.8280843496322632,-2.1012768745422363,-1.19108247756958,5.117102146148682,-2.1308093070983887,0.0,0.0,0.0,1.0,0.0,0.0
test,4.256828784942627,-3.1167714595794678,-1.0398590564727783,4.065211772918701,-0.3580716848373413,0.0,0.0,0.0,0.0,1.0,0.0
test,2.6129677295684814,-1.4316883087158203,3.38600492477417,3.6473774909973145,2.0087618827819824,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.19038215279579163,-0.7121564745903015,-0.6408807635307312,1.0955791473388672,-1.3844107389450073,1.0,0.0,0.0,0.0,0.0,0.0
test,1.1707502603530884,-0.826095700263977,-2.179837465286255,1.3168455362319946,-2.4134159088134766,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2693760395050049,-0.24822449684143066,-1.9829946756362915,-0.4055337607860565,0.6691113114356995,0.0,0.0,1.0,0.0,0.0,0.0
test,2.674312114715576,-0.014726650901138783,-2.9688172340393066,1.0155662298202515,-3.534396171569824,0.0,0.0,0.0,1.0,0.0,0.0
test,2.1258084774017334,1.1082156896591187,-3.890413522720337,-1.1017531156539917,0.34535983204841614,0.0,0.0,0.0,0.0,1.0,0.0
test,1.825168490409851,-0.5197938084602356,-6.610752582550049,0.9081900715827942,-1.168660044670105,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3680645227432251,-0.7053909301757812,-0.7724171280860901,2.165370464324951,-0.5859012007713318,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.835936963558197,-0.3569289743900299,-1.0452892780303955,2.0737853050231934,-2.0438730716705322,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8442827463150024,0.39289698004722595,-0.09412207454442978,0.2569439709186554,0.8134335875511169,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9270864129066467,-0.030734045431017876,1.287767767906189,-0.8253578543663025,-3.47823166847229,0.0,0.0,0.0,1.0,0.0,0.0
test,3.276370048522949,-3.5354690551757812,0.07777092605829239,-1.8700621128082275,-0.6909981369972229,0.0,0.0,0.0,0.0,1.0,0.0
test,4.478726863861084,1.845959186553955,-3.7658369541168213,3.3687829971313477,-0.5391966700553894,0.0,0.0,0.0,0.0,0.0,1.0
test,0.14767608046531677,-1.7635409832000732,-0.5678765773773193,1.7990673780441284,-1.2904099225997925,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6519505977630615,-0.026020236313343048,-1.706108808517456,2.0365958213806152,-1.387749433517456,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.027443766593933,-0.615337073802948,-1.164382815361023,3.3219797611236572,-2.628016948699951,0.0,0.0,1.0,0.0,0.0,0.0
test,0.3387697637081146,-0.0332765206694603,-2.3992371559143066,-1.7708996534347534,0.3139687180519104,0.0,0.0,0.0,1.0,0.0,0.0
test,4.156933307647705,2.4167144298553467,-0.8807723522186279,2.053696393966675,-1.7469857931137085,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.1989057064056396,-4.945829391479492,0.14033664762973785,-0.980766236782074,-3.544898271560669,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.01874997839331627,-0.5021942257881165,-0.42321762442588806,1.0294252634048462,-1.0777442455291748,1.0,0.0,0.0,0.0,0.0,0.0
test,0.2651839554309845,0.14532718062400818,-0.586556077003479,2.957303047180176,-0.7812904119491577,0.0,1.0,0.0,0.0,0.0,0.0
test,2.064035654067993,-3.5535593032836914,-0.3201524317264557,0.8458103537559509,-1.3569599390029907,0.0,0.0,1.0,0.0,0.0,0.0
test,0.08696355670690536,-2.5635135173797607,-0.11734991520643234,-1.2943289279937744,1.2288739681243896,0.0,0.0,0.0,1.0,0.0,0.0
test,0.827081561088562,-0.9055344462394714,3.9402027130126953,3.069478988647461,-1.3203980922698975,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.9698030948638916,1.15755033493042,1.8626348972320557,4.977794170379639,1.0888413190841675,0.0,0.0,0.0,0.0,0.0,1.0
test,0.593184232711792,-0.6651901006698608,-0.6273281574249268,1.6651322841644287,-0.2242697775363922,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8243198394775391,-1.7759863138198853,-2.5305662155151367,0.8836291432380676,-0.9630581736564636,0.0,1.0,0.0,0.0,0.0,0.0
test,1.924210786819458,1.5226056575775146,-0.46997344493865967,0.6633846759796143,-0.6851107478141785,0.0,0.0,1.0,0.0,0.0,0.0
test,4.243213653564453,-1.7859333753585815,-1.7498635053634644,2.1068015098571777,-0.08057459443807602,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.5065891146659851,1.2645374536514282,-2.2502200603485107,3.973848342895508,-4.2371344566345215,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.6281402111053467,-4.55736780166626,-0.3334340751171112,4.147668838500977,-4.396994113922119,0.0,0.0,0.0,0.0,0.0,1.0
test,0.35894501209259033,-0.3346348702907562,-0.36615508794784546,0.9486590027809143,-0.9085833430290222,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6257700324058533,0.286787748336792,-2.209164619445801,0.9822307825088501,-1.218515396118164,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.7613387703895569,-0.5405754446983337,-2.750549077987671,2.2713828086853027,0.3592647612094879,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.906363844871521,-2.52921986579895,-0.6941147446632385,-0.878240168094635,0.26781585812568665,0.0,0.0,0.0,1.0,0.0,0.0
test,3.4883341789245605,0.33244940638542175,-3.642592668533325,-0.03987078741192818,1.0499337911605835,0.0,0.0,0.0,0.0,1.0,0.0
test,4.02362585067749,0.08816120773553848,-0.2372075617313385,2.2362730503082275,-5.845540523529053,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5385475158691406,-1.1046773195266724,-1.6647049188613892,1.7988957166671753,-1.339200496673584,1.0,0.0,0.0,0.0,0.0,0.0
test,0.4869201183319092,-1.8688257932662964,0.16054829955101013,-0.04359664022922516,-1.5882748365402222,0.0,1.0,0.0,0.0,0.0,0.0
test,0.6486589908599854,-2.2483725547790527,0.05254451185464859,3.4963390827178955,0.4854110777378082,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.9489110708236694,1.0068782567977905,-0.037640299648046494,-1.2749168872833252,0.09920041263103485,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.5316699743270874,-3.486656427383423,-1.5965611934661865,3.650268077850342,2.345227003097534,0.0,0.0,0.0,0.0,1.0,0.0
test,1.2593945264816284,3.3316826820373535,2.110398292541504,-1.364030361175537,-1.821986436843872,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7098349332809448,-1.2731528282165527,-0.22722801566123962,1.7409601211547852,-1.8472801446914673,1.0,0.0,0.0,0.0,0.0,0.0
test,0.4336395859718323,-1.7947170734405518,-0.8904416561126709,2.087909460067749,-2.8209638595581055,0.0,1.0,0.0,0.0,0.0,0.0
test,1.5091456174850464,-0.2983774244785309,-0.21878798305988312,1.468321681022644,1.610098958015442,0.0,0.0,1.0,0.0,0.0,0.0
test,2.8310108184814453,1.1982163190841675,-0.7331995368003845,3.587015390396118,0.15607047080993652,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.5574747920036316,1.6024919748306274,-4.77437162399292,2.2086241245269775,-0.9661968946456909,0.0,0.0,0.0,0.0,1.0,0.0
test,1.0737508535385132,-5.358217716217041,2.324460506439209,3.606123924255371,-2.763108491897583,0.0,0.0,0.0,0.0,0.0,1.0
test,1.0254967212677002,-0.6786148548126221,-1.1095079183578491,0.6763470768928528,-0.8800106644630432,1.0,0.0,0.0,0.0,0.0,0.0
test,0.41150593757629395,0.21449652314186096,-2.0409860610961914,1.221880555152893,-1.9804104566574097,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.4333989918231964,-1.3850557804107666,-2.3191990852355957,0.2926218807697296,-3.1195313930511475,0.0,0.0,1.0,0.0,0.0,0.0
test,2.900939702987671,-1.5011173486709595,2.0137832164764404,1.6081198453903198,0.5863998532295227,0.0,0.0,0.0,1.0,0.0,0.0
test,1.5020334720611572,-0.31777292490005493,-5.6166582107543945,1.9788105487823486,-1.1581298112869263,0.0,0.0,0.0,0.0,1.0,0.0
test,2.024230718612671,-3.1840388774871826,-2.0161354541778564,6.710266590118408,-1.0083478689193726,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2857314348220825,-1.7669363021850586,-0.7176196575164795,1.452771544456482,-0.9149946570396423,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.17193499207496643,-0.7421305775642395,0.435105562210083,2.724729537963867,-0.7780569791793823,0.0,1.0,0.0,0.0,0.0,0.0
test,0.2673551142215729,-0.2245783507823944,-2.9217333793640137,0.5923113226890564,-2.8146262168884277,0.0,0.0,1.0,0.0,0.0,0.0
test,2.769784927368164,-2.813483953475952,-1.0087162256240845,-0.1696455478668213,-3.496739149093628,0.0,0.0,0.0,1.0,0.0,0.0
test,3.7352821826934814,0.6666800379753113,-2.679739475250244,2.0038280487060547,1.8227131366729736,0.0,0.0,0.0,0.0,1.0,0.0
test,1.903277039527893,-0.32426998019218445,-6.495852947235107,2.4103517532348633,-1.5733896493911743,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2512422800064087,-1.4986698627471924,-1.030897617340088,1.156457781791687,-1.632012963294983,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7070409655570984,-1.0329465866088867,0.6605610847473145,0.29729098081588745,-1.9244414567947388,0.0,1.0,0.0,0.0,0.0,0.0
test,1.091461181640625,-2.061432123184204,0.22640125453472137,-1.1327799558639526,-1.5239973068237305,0.0,0.0,1.0,0.0,0.0,0.0
test,3.737104654312134,-2.1023874282836914,0.647887110710144,2.9816744327545166,-2.036095142364502,0.0,0.0,0.0,1.0,0.0,0.0
test,4.831200122833252,-2.2683863639831543,-0.8450158834457397,-0.6717018485069275,0.11956825107336044,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.3220037519931793,1.5090900659561157,4.535606384277344,2.0211873054504395,-0.8043451905250549,0.0,0.0,0.0,0.0,0.0,1.0
