split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2
test,0.5968416333198547,2.963465452194214,2.9955291748046875,-0.8406663537025452,-2.41534161567688,-1.1525869369506836,-2.537222385406494,0.0,0.0,1.0
test,0.6869122385978699,0.4520394802093506,1.8977138996124268,-1.4356664419174194,-0.7533913254737854,-0.6899614930152893,-1.4955689907073975,1.0,0.0,0.0
test,0.8563069105148315,1.0852923393249512,1.569808006286621,-2.5903093814849854,-2.594312906265259,-0.2161753922700882,-2.2566494941711426,0.0,1.0,0.0
test,0.2595289647579193,2.7218692302703857,0.933021605014801,-1.5875613689422607,-0.9636771082878113,-0.948073148727417,0.16419532895088196,0.0,0.0,1.0
test,0.8405478000640869,0.5528631210327148,1.4582608938217163,-1.363072156906128,-1.4806857109069824,-1.3822016716003418,-1.9924426078796387,1.0,0.0,0.0
test,0.46660342812538147,1.0642536878585815,0.018580753356218338,-2.142728567123413,-1.9407320022583008,-0.7620664834976196,-2.9226701259613037,0.0,1.0,0.0
test,0.8755599856376648,0.7327766418457031,1.5365651845932007,-2.1861345767974854,-0.45553234219551086,-2.3715147972106934,-4.262651443481445,0.0,0.0,1.0
test,0.343278706073761,1.0257294178009033,1.1519109010696411,-1.925258755683899,-0.9018825888633728,-0.6627436876296997,-1.4000767469406128,1.0,0.0,0.0
test,0.6647747159004211,0.08069092035293579,1.149183988571167,-2.6159634590148926,-1.7728317975997925,0.4274766445159912,-2.4858880043029785,0.0,1.0,0.0
test,1.7854197025299072,0.9070554375648499,1.8026771545410156,-3.0977401733398438,-1.1633350849151611,-2.183884620666504,-0.8200825452804565,0.0,0.0,1.0
test,0.5589501857757568,0.9216086268424988,0.6848680377006531,-0.8135999441146851,-1.4229451417922974,-0.6113460063934326,-2.1578245162963867,1.0,0.0,0.0
test,-0.009532319381833076,0.7914528846740723,1.18561589717865,-1.3458027839660645,-2.5628914833068848,-1.282082200050354,-1.0326305627822876,0.0,1.0,0.0
test,1.129647970199585,-0.04563356935977936,1.5647845268249512,0.13702966272830963,-2.6366395950317383,0.3909622132778168,-3.561453342437744,0.0,0.0,1.0
test,0.308182030916214,1.549599289894104,0.8220440149307251,-1.2904107570648193,-0.9530972242355347,-0.7260413765907288,-2.4648807048797607,1.0,0.0,0.0
test,0.30485764145851135,0.29867854714393616,0.28454339504241943,-1.3051856756210327,-0.912530779838562,0.2227417379617691,-3.3373963832855225,0.0,1.0,0.0
test,1.4942147731781006,3.0695338249206543,0.07140512764453888,-1.7321218252182007,-1.7026567459106445,-1.4943647384643555,-2.4980313777923584,0.0,0.0,1.0
test,0.14910362660884857,0.6843273043632507,1.101439356803894,-1.3360027074813843,-1.9211868047714233,-0.5989805459976196,-2.430063247680664,1.0,0.0,0.0
test,0.8853861689567566,1.3348740339279175,0.9982601404190063,0.0630565881729126,-0.07600779831409454,-0.8341593742370605,-1.6542062759399414,0.0,1.0,0.0
test,0.6144707202911377,2.085690975189209,2.1798949241638184,-1.2061443328857422,0.3186793923377991,0.8747324347496033,-3.774763584136963,0.0,0.0,1.0
test,-0.061330970376729965,0.8585582971572876,1.0878692865371704,-1.4698028564453125,-1.7317461967468262,-0.49755623936653137,-2.56773042678833,1.0,0.0,0.0
test,-1.1307111978530884,1.6099759340286255,1.9256643056869507,-1.9369747638702393,-0.5312262177467346,-0.7242469787597656,-2.3461902141571045,0.0,1.0,0.0
test,0.5513083934783936,1.3463571071624756,2.6862704753875732,-1.2582671642303467,-2.3448166847229004,-2.1534838676452637,-0.27065321803092957,0.0,0.0,1.0
test,0.1748395711183548,0.26533520221710205,1.301292896270752,-1.8030822277069092,-1.2467747926712036,-1.0537598133087158,-2.404573917388916,1.0,0.0,0.0
test,0.9218708276748657,2.400587320327759,2.1973061561584473,-1.0261061191558838,-1.4257738590240479,-1.1458027362823486,-1.3909716606140137,0.0,1.0,0.0
test,-0.011688807979226112,2.151028871536255,1.5718014240264893,0.5001482963562012,0.4120050072669983,0.5262399911880493,-1.9193059206008911,0.0,0.0,1.0
test,0.461678147315979,1.2814372777938843,1.9365389347076416,-1.381097435951233,-1.327824354171753,0.010391292162239552,-2.571455955505371,1.0,0.0,0.0
test,-0.3623760938644409,1.4937670230865479,2.587472915649414,-1.377638578414917,-0.5710846781730652,-0.3917083144187927,-0.968353271484375,0.0,1.0,0.0
test,1.6029635667800903,3.110184669494629,2.4553720951080322,-1.947234869003296,-0.5587121844291687,-1.5792728662490845,-2.653963327407837,0.0,0.0,1.0
test,0.37115737795829773,0.7737048864364624,1.683311939239502,-2.0020244121551514,-0.9722417593002319,-0.6889570355415344,-1.4197885990142822,1.0,0.0,0.0
test,1.1255590915679932,1.621235728263855,0.9489908814430237,-2.513978958129883,-2.2230424880981445,-0.5228415727615356,-2.6690731048583984,0.0,1.0,0.0
test,0.05959341302514076,1.2507061958312988,3.2345969676971436,-2.0999419689178467,-2.5236310958862305,-2.1901087760925293,-1.3520208597183228,0.0,0.0,1.0
test,0.4569695293903351,0.28124022483825684,1.0909531116485596,-1.2201478481292725,-1.3205013275146484,0.003039649687707424,-2.2966206073760986,1.0,0.0,0.0
test,0.923252284526825,0.44538062810897827,3.090548038482666,-1.5302228927612305,-1.704393744468689,-1.2057111263275146,-1.6852449178695679,0.0,1.0,0.0
test,0.001965223578736186,1.5594974756240845,4.017564296722412,-0.47075188159942627,-1.5526326894760132,-1.432220220565796,-2.4857072830200195,0.0,0.0,1.0
test,0.33753928542137146,1.3213046789169312,1.334696650505066,-0.8641112446784973,-1.6713907718658447,-0.3534795045852661,-2.548628091812134,1.0,0.0,0.0
test,0.6693759560585022,0.09565096348524094,0.010181689634919167,-1.110476016998291,-0.16502389311790466,-0.24052506685256958,-2.3832602500915527,0.0,1.0,0.0
test,-1.1083630323410034,1.8158526420593262,2.2142579555511475,-0.002932724542915821,-1.684169888496399,-2.0783610343933105,-3.0142645835876465,0.0,0.0,1.0
test,0.030112341046333313,1.363426923751831,2.0563621520996094,-1.1586930751800537,-0.9300978183746338,-0.5901851654052734,-2.5180928707122803,1.0,0.0,0.0
test,1.2350289821624756,1.1157246828079224,1.6280711889266968,-2.220372200012207,-1.4431431293487549,-2.170389413833618,-2.430068254470825,0.0,1.0,0.0
test,0.5362238883972168,2.4648115634918213,1.6362967491149902,-1.5536737442016602,-2.366425037384033,-1.1706326007843018,0.04151124507188797,0.0,0.0,1.0
test,0.08470912277698517,0.6288476586341858,1.4085822105407715,-0.5622774958610535,-1.2982937097549438,-0.7705652117729187,-1.8702192306518555,1.0,0.0,0.0
test,2.1850526332855225,1.1418461799621582,1.5538523197174072,-0.7676190137863159,-1.704665184020996,-1.1349785327911377,-1.9988347291946411,0.0,1.0,0.0
test,0.4204205870628357,3.052155017852783,0.45545873045921326,0.26284387707710266,-0.9322630763053894,0.14937761425971985,-1.7669618129730225,0.0,0.0,1.0
test,0.21209317445755005,0.7031577825546265,1.444694995880127,-1.5425251722335815,-1.447310447692871,-0.4908156991004944,-1.2571086883544922,1.0,0.0,0.0
test,2.0256123542785645,1.948753833770752,1.2010432481765747,-1.4846206903457642,-1.5746842622756958,-0.18107043206691742,-1.942317008972168,0.0,1.0,0.0
test,-1.148629903793335,2.3155529499053955,2.5510287284851074,-0.5148234367370605,-2.557504653930664,0.004063722677528858,-2.375465154647827,0.0,0.0,1.0
test,0.5098000168800354,0.7117822170257568,2.0798287391662598,-1.1143262386322021,-1.5305036306381226,-0.6947938799858093,-2.698462963104248,1.0,0.0,0.0
test,0.1037021055817604,1.6866868734359741,1.6588786840438843,-2.869414806365967,-0.17317984998226166,-0.6375621557235718,-2.3841378688812256,0.0,1.0,0.0
test,2.2728748321533203,2.0228190422058105,1.359425663948059,0.5169886350631714,-1.038907527923584,-1.0629479885101318,-2.966153860092163,0.0,0.0,1.0
test,0.21450702846050262,1.1006070375442505,1.3172662258148193,-1.5739880800247192,-1.6531856060028076,-1.0103362798690796,-1.4810256958007812,1.0,0.0,0.0
test,0.5390647649765015,0.8374047875404358,1.2277657985687256,0.5280018448829651,-1.1694755554199219,-0.9860889315605164,-2.5531842708587646,0.0,1.0,0.0
test,2.542526960372925,0.09597484767436981,2.5747995376586914,-2.787158727645874,-0.9821792244911194,0.21258285641670227,-2.3701870441436768,0.0,0.0,1.0
test,0.8175802826881409,0.7569870948791504,1.7503575086593628,-0.9900423288345337,-1.1648980379104614,-1.3984957933425903,-2.0874416828155518,1.0,0.0,0.0
test,0.7470545172691345,0.09987779706716537,0.2911973297595978,-2.2260727882385254,-1.7228997945785522,-0.28919804096221924,-2.9716579914093018,0.0,1.0,0.0
test,-0.2835448086261749,1.778408169746399,2.0858638286590576,-1.943289875984192,0.2856999933719635,-1.564672827720642,-4.134588241577148,0.0,0.0,1.0
test,1.242350459098816,1.289990782737732,1.5612900257110596,-1.033247470855713,-1.1882848739624023,-0.5511643290519714,-1.7732075452804565,1.0,0.0,0.0
test,0.9196468591690063,1.136574625968933,2.730193614959717,-0.5460132360458374,-2.138190984725952,-1.0965806245803833,-1.693347454071045,0.0,1.0,0.0
test,-0.20625080168247223,0.14710086584091187,-0.3237845301628113,-1.492295265197754,-1.1344612836837769,-1.5117442607879639,-4.116206645965576,0.0,0.0,1.0
test,0.5537933707237244,0.4404842257499695,0.5977760553359985,-1.3418406248092651,-1.157809853553772,-0.7916009426116943,-2.175595283508301,1.0,0.0,0.0
test,0.022397760301828384,-0.23454424738883972,0.12600696086883545,-1.8422610759735107,-1.190311312675476,-1.2795788049697876,-2.3572309017181396,0.0,1.0,0.0
test,-0.6175758838653564,2.6859138011932373,2.4677271842956543,-3.1995480060577393,-1.0013880729675293,-0.09968703240156174,-2.2995588779449463,0.0,0.0,1.0
test,-0.13590440154075623,0.39056870341300964,1.6766893863677979,-1.529214859008789,-1.3851240873336792,-1.0037378072738647,-2.393026113510132,1.0,0.0,0.0
test,0.2458474338054657,0.9896600246429443,1.3645527362823486,-0.04611504077911377,-0.9423230290412903,-0.4363839328289032,-3.5747172832489014,0.0,1.0,0.0
test,0.752540111541748,-1.6529085636138916,1.5954660177230835,-2.09265398979187,-1.5498015880584717,-1.0085700750350952,-3.3329520225524902,0.0,0.0,1.0
test,0.21565937995910645,0.6947815418243408,1.4602633714675903,-1.9225695133209229,-0.4340294301509857,-0.2938174307346344,-2.0918710231781006,1.0,0.0,0.0
test,1.7660419940948486,1.1845085620880127,0.8283607959747314,-1.1517318487167358,-1.753916621208191,-1.5195120573043823,-1.356297492980957,0.0,1.0,0.0
test,0.13165023922920227,2.87591290473938,1.631629467010498,-1.4786489009857178,-2.5322909355163574,0.941643238067627,-2.8980507850646973,0.0,0.0,1.0
test,0.8156647682189941,0.9527426958084106,1.6077303886413574,-1.9264233112335205,-1.1000325679779053,-0.04551488906145096,-1.6498578786849976,1.0,0.0,0.0
test,0.3052724003791809,1.5264946222305298,1.8196386098861694,-2.5173354148864746,-0.3773770034313202,-1.698524832725525,-2.759899616241455,0.0,1.0,0.0
test,1.586069941520691,-0.5394231677055359,-0.26551762223243713,0.0533025860786438,-1.1319077014923096,-0.12495038658380508,-2.7626266479492188,0.0,0.0,1.0
test,0.25437846779823303,0.9526177644729614,1.5199742317199707,-1.397520899772644,-2.037358283996582,-0.3630518913269043,-2.370832920074463,1.0,0.0,0.0
test,1.4468902349472046,2.1211740970611572,2.179211378097534,-1.3505287170410156,-0.7226545810699463,-1.0450236797332764,-2.956843137741089,0.0,1.0,0.0
test,1.0659555196762085,0.6245372295379639,0.42311570048332214,0.8832446932792664,-2.2438392639160156,0.007995132356882095,-3.0047037601470947,0.0,0.0,1.0
test,0.13551384210586548,1.1977511644363403,0.7562872767448425,-1.3218797445297241,-0.7503363490104675,-0.1955108493566513,-2.1451363563537598,1.0,0.0,0.0
test,-0.11112882196903229,1.1327110528945923,1.318960189819336,-1.0367462635040283,-0.4100002646446228,0.5755082964897156,-3.368544340133667,0.0,1.0,0.0
test,0.09881101548671722,0.4130971133708954,0.045462820678949356,0.09535014629364014,0.27242472767829895,0.9686023592948914,-2.214860200881958,0.0,0.0,1.0
test,-0.15103700757026672,0.7439309358596802,1.3717221021652222,-1.751181960105896,-0.9017396569252014,-0.7580466866493225,-1.5153141021728516,1.0,0.0,0.0
test,0.7989988327026367,0.3968345522880554,1.802721381187439,-2.3368616104125977,-0.16274583339691162,0.42988577485084534,-1.3807411193847656,0.0,1.0,0.0
test,1.2058053016662598,1.9970276355743408,0.45820578932762146,-1.1539479494094849,-2.1418685913085938,1.6520330905914307,-1.8387712240219116,0.0,0.0,1.0
test,0.07216980308294296,1.0546760559082031,1.1397254467010498,-1.9057689905166626,-1.293503761291504,0.011820731684565544,-2.2732157707214355,1.0,0.0,0.0
test,0.27696505188941956,0.46082910895347595,1.075276494026184,-2.561095952987671,-1.9559653997421265,-1.3328213691711426,-1.1196571588516235,0.0,1.0,0.0
test,-0.24253752827644348,1.7870802879333496,3.76790189743042,-2.86885142326355,-1.3521621227264404,-0.881465494632721,-2.254310369491577,0.0,0.0,1.0
test,1.2799309492111206,0.8013045787811279,1.8267173767089844,-1.0739927291870117,-0.9990527629852295,-0.7766091823577881,-2.3544771671295166,1.0,0.0,0.0
test,0.021204959601163864,1.6661783456802368,1.1991044282913208,-2.932868242263794,-1.3987663984298706,0.1252012699842453,-2.4597458839416504,0.0,1.0,0.0
test,0.4828813672065735,2.471832752227783,2.864394426345825,-2.556291341781616,-2.681103229522705,-1.478082299232483,-2.2690351009368896,0.0,0.0,1.0
test,0.6608559489250183,0.5817652344703674,1.5402722358703613,-2.0329647064208984,-1.1101808547973633,-1.2156627178192139,-2.335659980773926,1.0,0.0,0.0
test,1.3912718296051025,1.5639574527740479,2.2926249504089355,-0.35606861114501953,-1.686233401298523,-1.1768038272857666,-1.5239555835723877,0.0,1.0,0.0
test,0.26496851444244385,0.38521599769592285,-1.2872554063796997,-1.87833571434021,-1.458405613899231,-1.4405317306518555,-2.4641153812408447,0.0,0.0,1.0
test,1.1449413299560547,0.9058066010475159,1.3392325639724731,-1.1447134017944336,-1.1775120496749878,0.002561558736488223,-1.8166735172271729,1.0,0.0,0.0
test,-0.3898153007030487,0.09601162374019623,1.6021960973739624,0.20723956823349,-1.2526899576187134,-0.7329676747322083,-1.8860087394714355,0.0,1.0,0.0
test,1.3778520822525024,-0.5949230790138245,0.3216477334499359,0.016117457300424576,-0.5445864796638489,-2.0432722568511963,-2.669757127761841,0.0,0.0,1.0
test,1.3361161947250366,0.6683495044708252,1.1184351444244385,-1.5599597692489624,-1.201167345046997,-0.776199996471405,-2.0550544261932373,1.0,0.0,0.0
test,0.5007506012916565,1.5604872703552246,0.7368696331977844,-0.42561566829681396,-1.7544671297073364,-0.7562192678451538,-0.7958667278289795,0.0,1.0,0.0
test,-1.296991229057312,1.601273536682129,1.6059801578521729,-3.4994969367980957,-1.0156352519989014,-1.3080352544784546,-1.5117167234420776,0.0,0.0,1.0
test,0.13492754101753235,0.7171104550361633,1.4674335718154907,-1.0621044635772705,-0.42379453778266907,-1.0578160285949707,-2.365938425064087,1.0,0.0,0.0
test,0.1298980712890625,1.4644968509674072,2.8215444087982178,-0.11168007552623749,-0.8716495037078857,-0.7327279448509216,-2.327040672302246,0.0,1.0,0.0
test,1.3039885759353638,0.9134553670883179,3.327059745788574,0.4155929386615753,-1.3628501892089844,-1.589606523513794,-2.887727737426758,0.0,0.0,1.0
test,0.45435190200805664,0.9770275354385376,1.9246784448623657,-0.8637809157371521,-1.0378315448760986,-1.2199389934539795,-2.4947173595428467,1.0,0.0,0.0
test,0.29116296768188477,-0.06276912242174149,1.4240363836288452,0.043735358864068985,-1.3627949953079224,-0.25290772318840027,-1.2106958627700806,0.0,1.0,0.0
test,-0.6365969777107239,2.7402901649475098,2.1725499629974365,-3.0737791061401367,-1.7899279594421387,-1.3784706592559814,-2.0296881198883057,0.0,0.0,1.0
test,0.8582276701927185,1.4201396703720093,1.6839855909347534,-1.3881725072860718,-1.0341168642044067,-1.3347265720367432,-2.0469911098480225,1.0,0.0,0.0
test,0.4471282958984375,0.9090230464935303,1.6084787845611572,-2.39791202545166,-1.5172723531723022,-2.236909866333008,-2.4923291206359863,0.0,1.0,0.0
test,1.6174182891845703,0.471283882856369,2.7064177989959717,-2.378170967102051,-2.1053268909454346,-1.6952612400054932,-3.7883052825927734,0.0,0.0,1.0
test,0.7487121820449829,0.935378909111023,2.0175118446350098,-1.1859562397003174,-0.570684015750885,-0.12841443717479706,-1.9798766374588013,1.0,0.0,0.0
test,0.7515266537666321,1.3204283714294434,1.9777089357376099,-2.5053467750549316,-2.2193970680236816,0.2977675199508667,-2.541577100753784,0.0,1.0,0.0
test,-1.2618732452392578,0.5972769856452942,0.4947699010372162,-1.279890537261963,-3.1997201442718506,0.08679642528295517,-1.6624152660369873,0.0,0.0,1.0
test,0.06709882616996765,1.3081265687942505,1.441727638244629,-0.8795121908187866,-1.5848575830459595,-0.7420897483825684,-2.587327718734741,1.0,0.0,0.0
test,1.033704161643982,0.5972913503646851,0.4394870102405548,-1.5627402067184448,-1.7484790086746216,-2.0653576850891113,-1.9738562107086182,0.0,1.0,0.0
test,-0.09825146943330765,1.6836355924606323,0.201744943857193,-0.8151282668113708,0.4216178059577942,-1.5963472127914429,-3.8045520782470703,0.0,0.0,1.0
test,0.5490814447402954,1.3451157808303833,1.5294896364212036,-0.9613437652587891,-0.923611581325531,-1.1963132619857788,-2.6199722290039062,1.0,0.0,0.0
test,-1.055330753326416,0.6245384812355042,1.6655820608139038,-2.450263023376465,-1.418264627456665,-1.1380629539489746,-1.9298338890075684,0.0,1.0,0.0
test,0.3817674517631531,0.37087225914001465,1.5805373191833496,-2.431945562362671,-2.528308868408203,-0.10998678207397461,0.19211049377918243,0.0,0.0,1.0
test,0.13231372833251953,0.5502944588661194,1.1463112831115723,-0.8150537014007568,-1.221177577972412,-0.2570865750312805,-2.587318181991577,1.0,0.0,0.0
test,1.5867573022842407,-0.1401575654745102,1.3832216262817383,-2.128922462463379,-1.4821780920028687,-1.4063551425933838,-2.6753368377685547,0.0,1.0,0.0
test,-0.9679235219955444,1.5051125288009644,1.9469776153564453,0.31553134322166443,-0.42208749055862427,0.17562879621982574,-3.6629698276519775,0.0,0.0,1.0
test,0.1961367130279541,1.2464112043380737,1.7878315448760986,-1.5711866617202759,-0.6611391305923462,-0.12788328528404236,-2.5784952640533447,1.0,0.0,0.0
test,0.5119362473487854,-0.1320660561323166,2.0586724281311035,-1.810280680656433,-0.22280718386173248,0.622837483882904,-2.1203737258911133,0.0,1.0,0.0
test,-0.28168436884880066,2.1488139629364014,0.4056769013404846,-0.09048067778348923,-3.077728033065796,-0.46429306268692017,-1.5282554626464844,0.0,0.0,1.0
test,-0.013712487183511257,1.2107943296432495,1.0470877885818481,-0.7666981816291809,-1.4956018924713135,-0.49555832147598267,-2.108530282974243,1.0,0.0,0.0
test,-0.22159473598003387,0.6261391043663025,-0.12307073175907135,-0.42263901233673096,-1.2641243934631348,-0.5856821537017822,-2.3124983310699463,0.0,1.0,0.0
test,2.997365713119507,2.3037307262420654,0.9230418801307678,-1.7216100692749023,-1.0718727111816406,-0.2927272915840149,-1.7390326261520386,0.0,0.0,1.0
test,0.5156456232070923,1.2324460744857788,1.0390675067901611,-1.407435417175293,-1.7896392345428467,-0.9008628726005554,-1.670603632926941,1.0,0.0,0.0
test,1.2629879713058472,-0.3663307726383209,1.7358249425888062,-1.6350106000900269,-1.9822783470153809,0.20548087358474731,-1.6902196407318115,0.0,1.0,0.0
test,0.754559338092804,-1.1348121166229248,2.225224494934082,-1.480726718902588,0.047638215124607086,-2.187478542327881,-1.614228367805481,0.0,0.0,1.0
test,-0.12349699437618256,1.30145263671875,1.7668051719665527,-1.1544747352600098,-1.0352318286895752,-0.7144532799720764,-2.7011544704437256,1.0,0.0,0.0
test,-0.5174043774604797,1.3552515506744385,1.6729551553726196,-1.3556697368621826,-1.1969778537750244,-1.9449979066848755,-3.126256227493286,0.0,1.0,0.0
test,1.9908093214035034,2.359008550643921,2.906435251235962,-2.074991226196289,-1.882758378982544,0.2165413349866867,-1.2706316709518433,0.0,0.0,1.0
test,0.029950344935059547,0.8738785982131958,1.8981987237930298,-1.0061854124069214,-0.703691840171814,-1.0105465650558472,-1.750191569328308,1.0,0.0,0.0
test,-0.9819616079330444,1.3190985918045044,1.6740447282791138,-2.1029927730560303,-0.8159266710281372,-0.1999887377023697,-3.062124013900757,0.0,1.0,0.0
test,2.333364486694336,0.6692636609077454,0.24366897344589233,-2.4280335903167725,-2.122892141342163,0.3539121747016907,-3.097583055496216,0.0,0.0,1.0
test,0.5353954434394836,0.21249864995479584,1.4519002437591553,-1.3651971817016602,-1.5526483058929443,-0.430329829454422,-2.663261890411377,1.0,0.0,0.0
test,0.8511515855789185,1.106951355934143,0.738108217716217,-1.5511682033538818,-0.6575286388397217,0.5992990732192993,-0.8661929368972778,0.0,1.0,0.0
test,0.8161843419075012,1.4920626878738403,4.196633338928223,-1.5843415260314941,-1.972740888595581,-0.30832985043525696,-2.5362300872802734,0.0,0.0,1.0
test,0.5856240391731262,0.8711271286010742,0.8810049891471863,-1.8667792081832886,-1.3270554542541504,-0.6121730208396912,-1.5114754438400269,1.0,0.0,0.0
test,-0.24106228351593018,1.8616429567337036,1.5252268314361572,-2.144336223602295,-1.9369854927062988,-0.23654486238956451,-1.0244935750961304,0.0,1.0,0.0
test,2.3478245735168457,1.0070732831954956,1.3247559070587158,-1.1851552724838257,-1.3927677869796753,-2.398817539215088,-3.584852933883667,0.0,0.0,1.0
