split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2,class_3,class_4,class_5,class_6
test,0.29555457830429077,-1.8244132995605469,-2.000600576400757,-0.0354909785091877,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.128739833831787,-2.008647918701172,-3.5060248374938965,1.0706071853637695,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.70390784740448,-4.8155999183654785,-1.1840131282806396,0.238726407289505,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.900115489959717,-0.41885414719581604,-1.1867704391479492,-0.16079849004745483,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.752819061279297,-3.9069128036499023,-1.7291624546051025,1.019991397857666,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.2398338317871094,-6.644186019897461,-3.003713369369507,3.3860666751861572,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.883454322814941,-7.950627326965332,-1.6492060422897339,-0.41528770327568054,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.6014518737792969,-2.152609348297119,-2.615640163421631,0.48143208026885986,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.11067302525043488,-1.3063371181488037,-0.749523401260376,-0.6934041976928711,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5667779445648193,-1.1868325471878052,-2.4239704608917236,-0.05438058450818062,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.6768934726715088,-5.850735664367676,-1.745051383972168,-0.9196077585220337,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.1427454948425293,0.20024213194847107,-2.295058012008667,-4.1408162117004395,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.176449298858643,-3.195786476135254,-1.4519363641738892,3.1473259925842285,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.6819827556610107,1.9906777143478394,3.6360278129577637,-1.1137363910675049,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8209744691848755,-2.32497239112854,-2.4448964595794678,-0.5495234131813049,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.25381577014923096,-0.7110066413879395,-1.282684087753296,0.958263099193573,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.832790493965149,-3.6838226318359375,-0.8340193033218384,-2.224759101867676,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.486081600189209,0.7292581796646118,-0.44535738229751587,-1.4163248538970947,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.7136853337287903,-2.8521101474761963,-6.2591094970703125,0.9114238023757935,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.8826167583465576,-0.08923836797475815,-2.463709592819214,4.970005035400391,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.6924610137939453,-6.563688278198242,-6.845239639282227,1.6364673376083374,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4485238492488861,-1.544724702835083,-1.9965651035308838,-0.4095785319805145,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.2611242532730103,-3.955629348754883,-1.7207579612731934,0.08372409641742706,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8036732077598572,-0.47905561327934265,0.6863815784454346,-0.3003856837749481,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.2977970242500305,-1.234722375869751,1.6545977592468262,1.394605040550232,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.32461127638816833,-4.610456466674805,0.053976334631443024,3.3678839206695557,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.871630668640137,2.3013713359832764,-1.5548638105392456,-2.2441322803497314,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.4994821548461914,-8.787283897399902,-2.040184259414673,-1.0341341495513916,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.47329890727996826,-1.6588006019592285,-2.002289056777954,-0.5547841191291809,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.23849186301231384,-2.434584140777588,-3.232818603515625,0.8507720232009888,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.5999218225479126,-1.4431054592132568,0.36738261580467224,-1.9696038961410522,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.4031670093536377,-2.705277919769287,1.0733174085617065,-2.417961597442627,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.490013360977173,-5.658615589141846,-0.9731065034866333,-3.078185558319092,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.258597493171692,-1.8129355907440186,-6.449257850646973,-2.983917713165283,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.783480703830719,0.2904278635978699,4.380006790161133,2.098208427429199,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.458630084991455,-1.9648863077163696,-1.4253225326538086,-0.9415520429611206,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4648754596710205,-1.3522123098373413,0.026800809428095818,0.03225000202655792,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2710494995117188,-0.9874209761619568,-4.530326843261719,-1.0301871299743652,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.8441640138626099,-0.19349785149097443,-2.3972723484039307,-3.562260389328003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.735625743865967,0.7772290706634521,-5.033100128173828,-1.2388088703155518,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.0021059431601315737,2.3162641525268555,-2.7168781757354736,-3.9752230644226074,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.1126179695129395,-3.342129945755005,-6.661489486694336,-0.900937020778656,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,2.021054983139038,-1.4625144004821777,-1.4634877443313599,0.11017541587352753,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1354849338531494,-0.347508043050766,-1.6201614141464233,0.6999200582504272,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.4173717200756073,-2.6917648315429688,-3.9920709133148193,-1.1022695302963257,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.04199770838022232,-2.925880193710327,-1.4164859056472778,3.5924384593963623,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.3859279155731201,1.413670539855957,-4.883699893951416,-2.171804428100586,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.6726200580596924,-6.031275749206543,1.0136091709136963,2.6570091247558594,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.226676940917969,-1.011523723602295,-0.25078967213630676,-1.851564884185791,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.8895492553710938,-2.642124652862549,-1.645896077156067,0.2820213735103607,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.925642967224121,-2.1546967029571533,-2.949683904647827,-0.3178557753562927,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.48434150218963623,-0.029951928183436394,-3.31239652633667,-0.30211278796195984,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.22126351296901703,1.7027240991592407,-2.8161628246307373,-0.7845865488052368,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.333193778991699,0.12440235912799835,1.2278143167495728,3.0916786193847656,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.245046377182007,0.16159473359584808,2.156569242477417,1.6422009468078613,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.347310543060303,-2.406121253967285,-5.61544942855835,1.7044426202774048,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2686744928359985,-2.334306478500366,-2.794111490249634,-0.09246663004159927,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0379887819290161,-2.215935230255127,-0.9797520637512207,-1.8221760988235474,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.5976721048355103,-3.3248510360717773,-3.766732692718506,-0.2273140698671341,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2432321310043335,1.4848870038986206,-3.8372457027435303,-0.5075907111167908,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.129507303237915,-5.796670913696289,-4.845021724700928,-0.9090383052825928,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.2216697931289673,2.7942721843719482,-1.2425386905670166,2.5288922786712646,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.063570976257324,-5.6654534339904785,-7.285792350769043,-2.3661067485809326,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.955548107624054,-1.6265617609024048,-1.7522602081298828,-0.9393143653869629,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9730689525604248,-3.741910934448242,-2.581936836242676,-0.5531461834907532,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.01474666595459,-1.553881287574768,-2.9450700283050537,-0.46324679255485535,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.586379289627075,-0.7871754169464111,-0.42099887132644653,-3.349595308303833,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.1151626110076904,0.097479447722435,-4.694011688232422,-1.1751363277435303,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.67426872253418,-1.0983011722564697,0.5575949549674988,-0.5462163090705872,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.9976654052734375,-5.525812149047852,-1.0464340448379517,4.607630729675293,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4838230013847351,-2.308641195297241,-1.3726446628570557,-0.17775629460811615,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6871677041053772,-0.15481477975845337,-1.582825779914856,0.47903698682785034,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.47754859924316406,0.39167648553848267,-2.148271322250366,0.47264814376831055,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.8067524433135986,-4.286180019378662,-3.912372350692749,0.0769478902220726,0.0,0.0,0.0,1.0,0.0,0.0,0.0
