split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7
val,-2.1911611557006836,-0.04896777123212814,1.1279141902923584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-3.782660722732544,-0.7683360576629639,1.889343023300171,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-4.916737079620361,-1.3041198253631592,1.635014295578003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.834398865699768,-1.8970227241516113,1.8284958600997925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-3.1433379650115967,3.7677054405212402,0.2041768580675125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.7407119870185852,-6.010746002197266,-2.0530781745910645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.08141083270311356,-1.6225961446762085,-5.666402339935303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-8.201064109802246,-6.0366740226745605,1.5827480554580688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.910407066345215,-0.6545329093933105,0.9214872121810913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.433802604675293,-1.2141896486282349,2.9827194213867188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.377918541431427,-0.6004775762557983,3.536733865737915,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.5764410495758057,-3.3498754501342773,4.270406246185303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.6466421484947205,-4.054903984069824,-1.9361467361450195,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.281699180603027,-5.089542865753174,4.813048362731934,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.20175392925739288,-7.7817769050598145,1.4232473373413086,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.8769255876541138,-3.2705237865448,-6.08126974105835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.2250587940216064,-0.9938026070594788,0.07068020105361938,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.818626880645752,-1.7396531105041504,1.4189095497131348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.7311692237854,0.0835561752319336,1.5458481311798096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.8987208604812622,2.7801413536071777,1.6205494403839111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.352521896362305,-0.6122501492500305,3.44861102104187,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.3790931701660156,-3.0331239700317383,2.815890312194824,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.681361198425293,-3.2865049839019775,-2.346757411956787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.8535969257354736,4.399918079376221,5.492518424987793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.5007338523864746,-0.18099240958690643,0.878536581993103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8320907354354858,0.6057547926902771,0.9877250790596008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.093677997589111,1.1125125885009766,0.9775788187980652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.36812904477119446,0.8762842416763306,4.165871620178223,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.1449239253997803,-5.53024959564209,-1.1201469898223877,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.334823489189148,-6.019293308258057,0.9825544953346252,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.405642509460449,0.5353270173072815,-4.1601338386535645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.4031282663345337,6.0499773025512695,-0.5207629799842834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6220637559890747,-1.7858474254608154,0.5075101852416992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9466347694396973,0.8166374564170837,0.26221778988838196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0958364009857178,-3.7859041690826416,1.8015875816345215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.6295380592346191,-2.6409969329833984,1.582016944885254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.77547287940979,-5.422121524810791,3.088575839996338,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.0506712198257446,3.9169368743896484,-2.2291452884674072,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.422683000564575,-2.2695860862731934,6.332062721252441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.5099573135375977,-5.354610443115234,-5.510749340057373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.9537642002105713,-1.2509633302688599,1.1778860092163086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.18600761890411377,-0.1662069410085678,0.9347929358482361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.243509292602539,-3.7476797103881836,0.9340969920158386,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.197282791137695,0.8305583596229553,2.547621488571167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.175956726074219,-2.9638378620147705,-2.287307024002075,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.329827308654785,-4.520471096038818,-1.2217293977737427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.5054359436035156,-6.317325592041016,5.593975067138672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.824402809143066,-0.032744698226451874,-0.23338964581489563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4827253818511963,-1.8836978673934937,1.1153161525726318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.4548397064208984,-2.5221171379089355,-0.1992388814687729,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.809161186218262,-1.6392778158187866,1.860685110092163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.5855920314788818,1.7845546007156372,2.2580807209014893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.7145284414291382,1.0860021114349365,5.566359519958496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.494600534439087,-6.777737617492676,0.2449561059474945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.7290313243865967,-6.138432502746582,0.27615728974342346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.98367977142334,-0.9150692820549011,0.7643759846687317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.458832025527954,-1.2895687818527222,1.8841792345046997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7063430547714233,-0.40080857276916504,2.443791627883911,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.4576669931411743,-0.387949138879776,-0.5727177858352661,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.224511981010437,1.3731564283370972,-2.0670220851898193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.9485666751861572,-5.567978382110596,3.1290977001190186,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.90423583984375,4.590932369232178,-0.8629096150398254,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.993151903152466,-5.504892349243164,-0.983501136302948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.669462203979492,-0.24438361823558807,-1.056960105895996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.2060344219207764,-0.7829968929290771,0.0961402878165245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5615188479423523,0.3605055809020996,1.2495574951171875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.837373971939087,-0.13952302932739258,3.233128070831299,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.1322684288024902,2.7753946781158447,0.5384210348129272,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6882405877113342,-1.389284372329712,5.855968952178955,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-7.917799949645996,-1.9069058895111084,1.3136636018753052,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.4021034240722656,1.5340546369552612,5.855445384979248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.676310658454895,3.8831443786621094,6.769895553588867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.8464792966842651,-1.5411148071289062,1.8862806558609009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.176138162612915,-0.03225681185722351,-0.49232152104377747,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.14386197924613953,0.12637804448604584,3.1083428859710693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.7250285148620605,2.571498394012451,2.631563425064087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.6641812324523926,1.8535553216934204,-2.6877338886260986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-7.8361077308654785,-0.5602263808250427,2.3063483238220215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.4229304790496826,-2.281268358230591,-3.2158353328704834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.503061294555664,2.4304447174072266,5.721439361572266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.0557223558425903,-0.7662487030029297,0.7934238910675049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.7113056182861328,-2.2625341415405273,2.588036298751831,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8590700030326843,-3.6828904151916504,0.2319527268409729,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.011788368225098,1.5938279628753662,0.9519091844558716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.24100284278392792,0.16765737533569336,-3.4881489276885986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.00846704188734293,-6.410333633422852,-0.7102422714233398,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.9439632892608643,-1.547076940536499,5.980658531188965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.21987754106521606,-5.661417484283447,-5.091493606567383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.77621328830719,-1.8716152906417847,1.528995156288147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9585092067718506,0.010325654409825802,2.408195972442627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.1178431510925293,-0.6216394901275635,-1.928040623664856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.976095199584961,-0.9754191637039185,0.7216202616691589,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.0548086166381836,2.4897172451019287,4.598015785217285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.7647757530212402,1.6433041095733643,-1.4643137454986572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.3460279703140259,-5.8780694007873535,-3.7270350456237793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.445248126983643,1.270344853401184,-3.1210007667541504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.3382922410964966,-1.7799023389816284,1.1179299354553223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.9566774368286133,-0.978943407535553,1.3985586166381836,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.522630453109741,1.5663617849349976,2.4570696353912354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.672978401184082,0.0852893590927124,4.652474403381348,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2700554132461548,-3.4291412830352783,3.9737305641174316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.9900596141815186,-0.14212605357170105,-4.808040142059326,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.992971420288086,-6.6006340980529785,-1.9388535022735596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.435091018676758,1.2770715951919556,6.452986717224121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.361044406890869,-0.8700644969940186,0.1266290545463562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.952392816543579,-1.3849471807479858,1.1693153381347656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.2417728900909424,-3.3007004261016846,-0.45818445086479187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.718104362487793,2.5385749340057373,1.6031306982040405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.8676747679710388,2.297975778579712,4.6060614585876465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.656036376953125,-0.7773110270500183,4.804961204528809,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.322059631347656,-6.042994976043701,3.287522554397583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.4422481060028076,6.696695804595947,-1.0016463994979858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.3307912349700928,-1.2880785465240479,0.1398133784532547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.2528157234191895,-2.4135568141937256,0.35338154435157776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.2496118545532227,0.809450089931488,3.4017560482025146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.40008190274238586,-4.559342861175537,0.05198851600289345,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.3051414489746094,-5.718220233917236,-0.6521439552307129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.976074695587158,-0.9169195890426636,-4.160630702972412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.390292167663574,-3.4928438663482666,-0.4443477392196655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.484796047210693,2.340752601623535,7.402462005615234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.746464490890503,-0.9707133173942566,1.6929298639297485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.298726797103882,0.5022883415222168,2.2961246967315674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.301881790161133,-0.1940896213054657,3.907741069793701,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.1257398128509521,-4.912506580352783,0.6698393225669861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.718581438064575,-0.6481126546859741,2.68351411819458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.3796738386154175,-6.83294677734375,-0.3333158493041992,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.0145654678344727,-5.958390712738037,6.007575035095215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.347677230834961,1.3955391645431519,3.041111946105957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.714748501777649,-1.713963270187378,1.7123801708221436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.1694069355726242,-1.4642326831817627,1.7454789876937866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.847952842712402,-0.995259702205658,0.1326233148574829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.9053910970687866,2.6442110538482666,2.6334779262542725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.968721866607666,3.6368513107299805,-0.7664600014686584,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.0991570949554443,2.6016666889190674,-1.4349349737167358,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.6675363779067993,5.4029998779296875,1.8341504335403442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.721266269683838,-2.1601979732513428,-0.7631030678749084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.956456422805786,-0.9068850874900818,0.8169277310371399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.7974252700805664,-1.77982759475708,1.4421429634094238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.32572707533836365,0.5557282567024231,2.974677085876465,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.578680038452148,1.104365587234497,3.2242774963378906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.9801321029663086,-1.3125200271606445,0.5704477429389954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.6608409881591797,-3.786552906036377,6.325981616973877,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-8.861113548278809,0.22940689325332642,0.5892724394798279,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.6398653984069824,6.560811996459961,-1.4153029918670654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.546860933303833,-1.401507019996643,0.22821591794490814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.4059927463531494,-2.102452278137207,1.9536162614822388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.966024398803711,1.0153214931488037,2.0069258213043213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.741606712341309,-2.2952234745025635,3.651594400405884,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.12734758853912354,-2.4766170978546143,5.449366569519043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.0653918981552124,3.3640637397766113,4.6528706550598145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.193742275238037,-5.395495891571045,2.7178409099578857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.524616241455078,-3.8974578380584717,-3.9686341285705566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.481670618057251,-1.8384125232696533,1.350571632385254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
