split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3,class_4,class_5
val,1.0779993534088135,0.05360565707087517,1.936397671699524,0.12463001906871796,-2.1714541912078857,0.415983110666275,1.0847872495651245,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.5985276699066162,0.07902341336011887,-0.05872127041220665,0.27153146266937256,-2.4795761108398438,1.1145727634429932,0.20967444777488708,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.6197065114974976,-0.4253385365009308,4.54123592376709,-2.58040452003479,2.4953272342681885,-0.12217436730861664,-1.7485946416854858,0.0,0.0,0.0,0.0,1.0,0.0
val,1.11935293674469,0.8301230669021606,-1.3076359033584595,2.798856258392334,-0.7821640372276306,2.707162380218506,2.923271417617798,0.0,0.0,0.0,0.0,0.0,1.0
val,0.4832073450088501,-0.07151829451322556,1.2145808935165405,0.7496200799942017,0.4364713430404663,-0.375097393989563,-0.6084690093994141,1.0,0.0,0.0,0.0,0.0,0.0
val,1.9380097389221191,-0.40072381496429443,1.3854128122329712,-0.3795257806777954,-0.20322810113430023,0.5054298639297485,-0.27253085374832153,0.0,1.0,0.0,0.0,0.0,0.0
val,0.9704716205596924,0.31082674860954285,4.169692516326904,0.08370650559663773,-0.44081637263298035,1.0654003620147705,-1.6355623006820679,0.0,0.0,1.0,0.0,0.0,0.0
val,0.12674827873706818,-1.1164095401763916,3.025566339492798,-1.2886699438095093,3.2563443183898926,0.12190744280815125,-1.581782579421997,0.0,0.0,0.0,1.0,0.0,0.0
val,0.357535183429718,1.1954840421676636,-0.43061792850494385,1.5166479349136353,1.468299150466919,-1.2426559925079346,3.060863971710205,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.7992808222770691,1.3078198432922363,-0.8868978023529053,1.7946442365646362,-0.9207932353019714,4.767675876617432,0.3610723316669464,0.0,0.0,0.0,0.0,0.0,1.0
test,0.1216055378317833,0.027671383693814278,1.8935275077819824,0.8114929795265198,-0.26297035813331604,0.31088659167289734,-1.186879277229309,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.23652249574661255,0.2154771238565445,1.2138912677764893,1.062069058418274,1.2318106889724731,-0.5595252513885498,-1.4571720361709595,0.0,1.0,0.0,0.0,0.0,0.0
test,-2.1216249465942383,-0.222571462392807,2.3845484256744385,0.1500139981508255,-0.9117430448532104,-0.8397968411445618,-1.041074275970459,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.8029093742370605,-1.7593348026275635,1.9667366743087769,2.5284266471862793,0.4545874297618866,-2.162809133529663,-2.3076233863830566,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.516045093536377,-2.061093330383301,3.37876033782959,-0.5255690813064575,-2.8418097496032715,0.8916695713996887,0.5953109860420227,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.7622344493865967,2.442633628845215,-0.5564669966697693,2.064619302749634,-0.2891151010990143,-2.9721813201904297,-0.6826469898223877,0.0,0.0,0.0,0.0,0.0,1.0
test,0.08673815429210663,-0.5640605092048645,1.7771586179733276,0.6364198327064514,0.9110170006752014,0.8076528310775757,-0.5446069240570068,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6360042691230774,-0.6064366102218628,1.9201284646987915,1.8062514066696167,-1.0949759483337402,0.8154631853103638,-1.0102952718734741,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.4490745067596436,-1.7331111431121826,1.2173669338226318,-0.262449711561203,-1.215447187423706,-0.5287678837776184,-1.248457670211792,0.0,0.0,1.0,0.0,0.0,0.0
test,0.3502919673919678,0.029343726113438606,1.196386456489563,2.727076768875122,0.9229017496109009,2.7466907501220703,-2.3806426525115967,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.3848538398742676,-0.37217170000076294,3.427612781524658,0.4896301329135895,-1.3447332382202148,0.7241567969322205,2.0149736404418945,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.2299396991729736,-2.821056842803955,2.479541540145874,0.4144822061061859,-1.5850419998168945,-0.28013888001441956,-4.202476978302002,0.0,0.0,0.0,0.0,0.0,1.0
test,0.24230515956878662,-0.34991785883903503,2.1728107929229736,0.23945477604866028,-0.5134690999984741,-0.30116719007492065,-0.23323936760425568,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9590649604797363,0.19825467467308044,0.34440499544143677,0.1887235939502716,-0.02365521527826786,1.0723963975906372,-0.6044933795928955,0.0,1.0,0.0,0.0,0.0,0.0
test,0.9828372001647949,-1.007330060005188,3.3279800415039062,0.8599963784217834,-0.7553149461746216,-2.035856008529663,-0.2653309404850006,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.5456017851829529,-1.8921196460723877,3.1745285987854004,-1.5064194202423096,1.117331624031067,-2.1566684246063232,0.31095919013023376,0.0,0.0,0.0,1.0,0.0,0.0
test,0.14003552496433258,0.5606166124343872,4.634469509124756,-1.9790202379226685,0.732860267162323,-1.7005819082260132,1.9611669778823853,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.414900064468384,2.7445168495178223,5.308479309082031,0.9538699984550476,0.21851511299610138,0.41151750087738037,-0.519760012626648,0.0,0.0,0.0,0.0,0.0,1.0
test,0.0789497122168541,-0.35093584656715393,1.57801353931427,0.621868908405304,-0.6185850501060486,0.536419153213501,-0.1429058313369751,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.1678132563829422,-0.7583876848220825,0.42230984568595886,1.202784776687622,0.12577253580093384,0.9015093445777893,0.34477129578590393,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.4180163145065308,0.9807694554328918,1.5582504272460938,-0.44303855299949646,1.2301080226898193,-1.0518848896026611,-1.0470858812332153,0.0,0.0,1.0,0.0,0.0,0.0
test,2.3260135650634766,-0.9827759861946106,-0.047413453459739685,3.0382273197174072,0.830967366695404,1.3310883045196533,-0.8412328362464905,0.0,0.0,0.0,1.0,0.0,0.0
test,1.794135332107544,0.1347343772649765,3.610616683959961,1.778795599937439,-3.146967649459839,2.424381732940674,0.9048874974250793,0.0,0.0,0.0,0.0,1.0,0.0
test,3.0765256881713867,-3.547128438949585,0.42351871728897095,0.945260226726532,-3.0559158325195312,2.6151793003082275,-0.3130241632461548,0.0,0.0,0.0,0.0,0.0,1.0
test,0.13135291635990143,-0.4985792934894562,2.163666009902954,1.3201502561569214,0.2887604236602783,0.520332396030426,-0.8749797344207764,1.0,0.0,0.0,0.0,0.0,0.0
test,1.02596914768219,-0.5363445281982422,1.1633638143539429,-0.11861887574195862,0.6533727049827576,1.057722568511963,0.7815375328063965,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2093334197998047,1.2443922758102417,1.3394944667816162,-0.8131287693977356,-1.5396002531051636,0.831419050693512,-0.5319400429725647,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.090521216392517,-2.4901137351989746,3.3772644996643066,0.15867577493190765,-1.707268476486206,-1.5506795644760132,0.2808291018009186,0.0,0.0,0.0,1.0,0.0,0.0
test,1.5296483039855957,0.998650312423706,0.26143330335617065,-0.16149571537971497,1.125132441520691,-0.9732016921043396,3.548771381378174,0.0,0.0,0.0,0.0,1.0,0.0
test,1.610377311706543,0.9277113676071167,1.2045550346374512,5.4822211265563965,-0.40322327613830566,2.4496021270751953,1.073999047279358,0.0,0.0,0.0,0.0,0.0,1.0
test,0.49005430936813354,0.10479234904050827,1.5258060693740845,0.9956356287002563,0.6013774275779724,-0.19291646778583527,-0.2151600420475006,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.2281172126531601,-0.3113761842250824,1.019500494003296,1.8956633806228638,0.06503254920244217,-0.614789605140686,-1.2017396688461304,0.0,1.0,0.0,0.0,0.0,0.0
test,0.7479725480079651,-2.451578140258789,0.9972813725471497,0.2190197855234146,-0.36790549755096436,1.928941011428833,-1.1907328367233276,0.0,0.0,1.0,0.0,0.0,0.0
test,-1.5128626823425293,-1.2154747247695923,1.084757685661316,3.780524492263794,1.0948959589004517,-0.1522006094455719,-0.6387943625450134,0.0,0.0,0.0,1.0,0.0,0.0
test,2.844203233718872,0.4245297610759735,5.0989909172058105,1.8267600536346436,2.533156156539917,-0.09650887548923492,-0.1540863811969757,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.5761076807975769,-3.05857253074646,4.088549613952637,2.574056625366211,2.7878496646881104,1.0110507011413574,-3.888089656829834,0.0,0.0,0.0,0.0,0.0,1.0
test,0.3089399039745331,-0.6235257387161255,1.791986346244812,-0.08183326572179794,0.8445847034454346,0.262809693813324,-0.796206533908844,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7330310344696045,0.11675062775611877,1.6121476888656616,0.8113290071487427,-0.5924440026283264,-1.1099934577941895,-1.5373574495315552,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6846631765365601,-0.6063926219940186,3.8367903232574463,-1.1336036920547485,0.7331849336624146,0.654751718044281,-1.2962671518325806,0.0,0.0,1.0,0.0,0.0,0.0
test,0.47726431488990784,-2.527559995651245,1.438165545463562,-1.1782764196395874,2.5332119464874268,-1.3971866369247437,-0.9391221404075623,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.5771441459655762,1.7261778116226196,0.3968581259250641,2.4763591289520264,1.7016814947128296,2.830012083053589,-1.8278218507766724,0.0,0.0,0.0,0.0,1.0,0.0
test,3.6839566230773926,-2.277771234512329,-1.3992196321487427,-1.6299751996994019,-1.9123966693878174,-1.0042673349380493,-0.46875402331352234,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.2902492582798004,-0.4922659397125244,1.52047860622406,0.6964775919914246,0.0857524499297142,-0.37364235520362854,-0.08421396464109421,1.0,0.0,0.0,0.0,0.0,0.0
test,0.9682568907737732,0.7119023203849792,2.3926756381988525,1.07109797000885,-0.9193339943885803,0.6809141635894775,-1.051743745803833,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.15520387887954712,-1.2158656120300293,1.9121980667114258,0.3080465793609619,1.1503161191940308,-0.839077353477478,1.9755350351333618,0.0,0.0,1.0,0.0,0.0,0.0
test,2.3467888832092285,1.5370070934295654,0.28871211409568787,0.8165065050125122,-1.1741615533828735,1.6090290546417236,0.8497915267944336,0.0,0.0,0.0,1.0,0.0,0.0
test,1.1100581884384155,-1.6800566911697388,1.2421199083328247,-0.6355810165405273,-2.3328185081481934,-3.268657922744751,1.1396441459655762,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.580745816230774,-4.341963291168213,2.728391408920288,-0.7858965992927551,0.473093718290329,-0.5401332378387451,-4.185406684875488,0.0,0.0,0.0,0.0,0.0,1.0
test,0.192848339676857,-0.9894787669181824,2.152446746826172,0.6518206596374512,0.8230519890785217,-0.1571342647075653,-0.4622514247894287,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6761655211448669,-1.2473117113113403,2.3839375972747803,-0.11835411936044693,-0.5895720720291138,1.1004316806793213,-0.05753596872091293,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6277892589569092,1.1382665634155273,0.7896918058395386,-0.8969802260398865,-0.716705322265625,-0.2854786217212677,0.7282626032829285,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.11090663075447083,-0.3346607983112335,-1.008641004562378,-1.1323485374450684,0.06908417493104935,1.58426833152771,-2.174755811691284,0.0,0.0,0.0,1.0,0.0,0.0
test,1.0351600646972656,2.4254887104034424,1.9601216316223145,-1.669763207435608,2.5830819606781006,2.5941898822784424,-0.5004999041557312,0.0,0.0,0.0,0.0,1.0,0.0
test,1.3308418989181519,-2.9847047328948975,-0.041429538279771805,-0.6147523522377014,0.5671002268791199,-3.4221110343933105,2.697328805923462,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.2288874387741089,-0.9689272046089172,1.9188048839569092,0.14206141233444214,0.22195664048194885,-0.2024746835231781,-0.7066109776496887,1.0,0.0,0.0,0.0,0.0,0.0
test,1.489037275314331,-0.8676290512084961,1.0585525035858154,-0.5752338767051697,-0.4227966368198395,0.14689859747886658,-0.09814858436584473,0.0,1.0,0.0,0.0,0.0,0.0
test,0.2512975335121155,1.3961045742034912,2.170989513397217,1.7757947444915771,1.6044836044311523,0.10534948110580444,-1.9307700395584106,0.0,0.0,1.0,0.0,0.0,0.0
test,0.9153245091438293,0.6101197004318237,4.514095306396484,1.573207974433899,-0.8775493502616882,0.523943305015564,-2.7735345363616943,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.511789321899414,-1.59865403175354,-0.4684971272945404,2.359684467315674,0.011246991343796253,-1.6870990991592407,-3.3089520931243896,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.17696212232112885,-1.2163928747177124,0.705659031867981,1.6572011709213257,3.818624973297119,4.507376194000244,-1.3536622524261475,0.0,0.0,0.0,0.0,0.0,1.0
test,0.0753621906042099,-0.3905317783355713,2.4254586696624756,0.3090077340602875,-0.24674470722675323,-0.41095390915870667,-0.484445720911026,1.0,0.0,0.0,0.0,0.0,0.0
test,0.15545392036437988,0.24091430008411407,0.6822814345359802,1.0914103984832764,0.9862859845161438,1.1547602415084839,0.09572482854127884,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.4035165309906006,-1.6920688152313232,2.1756153106689453,1.7150503396987915,0.021982159465551376,1.2214832305908203,0.8859983682632446,0.0,0.0,1.0,0.0,0.0,0.0
test,0.3096550405025482,1.639147400856018,0.761245846748352,-0.39017510414123535,1.6019772291183472,-2.0314130783081055,-2.1330885887145996,0.0,0.0,0.0,1.0,0.0,0.0
test,2.5542702674865723,-0.5377257466316223,0.43057647347450256,-1.430436372756958,-0.783575713634491,1.5218983888626099,-3.849886655807495,0.0,0.0,0.0,0.0,1.0,0.0
test,3.7602968215942383,-1.154655933380127,0.858410656452179,-2.5591635704040527,-2.8982675075531006,1.0979303121566772,-2.1054093837738037,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6679426431655884,-0.45711228251457214,2.5179388523101807,0.7693201303482056,-0.07251441478729248,0.6987863183021545,-0.2148524671792984,1.0,0.0,0.0,0.0,0.0,0.0
test,0.894260048866272,-0.454828679561615,2.782876968383789,0.062214307487010956,-0.7641471028327942,1.4679930210113525,-0.7294230461120605,0.0,1.0,0.0,0.0,0.0,0.0
test,2.3827672004699707,-1.248456597328186,3.1937763690948486,0.8697047233581543,0.5553111433982849,1.3584561347961426,0.3129286468029022,0.0,0.0,1.0,0.0,0.0,0.0
test,0.7395808696746826,0.6083309054374695,0.834544837474823,0.9759689569473267,3.458343505859375,1.1177146434783936,0.9235619902610779,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.6802352666854858,3.572100877761841,3.789254903793335,1.7556134462356567,0.2759611904621124,-1.4667662382125854,-0.9143378138542175,0.0,0.0,0.0,0.0,1.0,0.0
test,3.73034405708313,-2.5524635314941406,1.4923208951950073,0.7968874573707581,0.20217406749725342,4.287942409515381,1.2024768590927124,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.17812520265579224,-0.2432650774717331,1.8904627561569214,0.10041570663452148,0.7708447575569153,0.45483070611953735,-0.15136335790157318,1.0,0.0,0.0,0.0,0.0,0.0
test,1.176664113998413,-0.32356494665145874,1.5997285842895508,1.5346870422363281,-1.0428078174591064,-0.47933056950569153,-0.9995402693748474,0.0,1.0,0.0,0.0,0.0,0.0
test,1.4134798049926758,-0.760903000831604,1.422379732131958,1.338395118713379,1.6113122701644897,-0.6414510607719421,1.5441819429397583,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.3643905520439148,0.9644623398780823,4.9445600509643555,-0.31074273586273193,-1.410230278968811,0.06278170645236969,-1.3800899982452393,0.0,0.0,0.0,1.0,0.0,0.0
test,1.4926085472106934,-0.8371689319610596,1.8150349855422974,2.137408971786499,-1.811564326286316,4.3094587326049805,-0.7475382089614868,0.0,0.0,0.0,0.0,1.0,0.0
test,0.07273027300834656,-2.32000994682312,1.8726505041122437,-1.819969654083252,-0.6864768266677856,5.224460601806641,0.335846483707428,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8220601677894592,0.09580429643392563,2.455339193344116,0.2227143496274948,0.11476382613182068,0.31976163387298584,-0.47941386699676514,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.018097162246704,0.37748628854751587,0.8858404159545898,0.5247119665145874,0.8242862820625305,-0.2671343684196472,-0.28636565804481506,0.0,1.0,0.0,0.0,0.0,0.0
test,0.24356912076473236,0.3444085419178009,3.539599895477295,0.25503063201904297,-0.33661559224128723,2.1346921920776367,-1.7009263038635254,0.0,0.0,1.0,0.0,0.0,0.0
test,0.7925915122032166,1.5432515144348145,-0.16618387401103973,0.7452645897865295,-0.7975651621818542,1.2172956466674805,1.9432361125946045,0.0,0.0,0.0,1.0,0.0,0.0
test,1.3271080255508423,3.599721670150757,3.485093116760254,1.3162462711334229,-1.4151315689086914,-0.685275137424469,-1.6437761783599854,0.0,0.0,0.0,0.0,1.0,0.0
test,-2.7416560649871826,-0.6017618179321289,0.26972121000289917,-2.2499098777770996,-2.648555040359497,0.4890672266483307,-3.3435115814208984,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6425178050994873,-0.6520487070083618,2.3791446685791016,0.4975707232952118,-0.31564953923225403,0.690852701663971,-0.7404947876930237,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.10061699151992798,-1.3546286821365356,0.4722745418548584,0.04467156529426575,0.23426923155784607,0.6283835768699646,-1.24368417263031,0.0,1.0,0.0,0.0,0.0,0.0
test,0.4659510552883148,0.9939609169960022,3.133181095123291,1.300707221031189,2.269331455230713,-0.4446829855442047,-0.6304048895835876,0.0,0.0,1.0,0.0,0.0,0.0
test,0.8441219925880432,-2.3843727111816406,-0.25854673981666565,1.3372160196304321,2.543653964996338,-0.3963472545146942,0.4046330153942108,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.4113879203796387,2.4539084434509277,0.8416171669960022,1.5746757984161377,2.1322314739227295,-0.9842016100883484,-1.9282348155975342,0.0,0.0,0.0,0.0,1.0,0.0
test,1.308301329612732,-3.0000436305999756,3.634068250656128,-3.646462917327881,2.5043089389801025,0.5355783104896545,-1.8810008764266968,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.0687289759516716,-0.7686575055122375,1.4392199516296387,0.3982665240764618,0.8643326759338379,0.14423881471157074,-0.7116998434066772,1.0,0.0,0.0,0.0,0.0,0.0
test,0.041435398161411285,-1.701107382774353,1.871917486190796,0.38468024134635925,0.8698676228523254,0.12683239579200745,-1.7985154390335083,0.0,1.0,0.0,0.0,0.0,0.0
test,0.2458479106426239,-1.4029444456100464,2.3821396827697754,2.3691813945770264,1.068263053894043,1.7487066984176636,0.6271352171897888,0.0,0.0,1.0,0.0,0.0,0.0
