split,feature_0,feature_1,feature_2,feature_3,feature_4,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
train,-0.5367460250854492,-0.6732444763183594,1.613168716430664,4.326084613800049,-0.2528749108314514,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.5622034072875977,-3.414438486099243,1.0383104085922241,-0.02821035124361515,1.4501619338989258,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,3.8896842002868652,0.40721869468688965,-2.3662822246551514,-3.216257333755493,-1.3684335947036743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,3.5776007175445557,4.685030937194824,-1.5979108810424805,5.986597537994385,-1.8299387693405151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,0.9404658675193787,3.5323524475097656,0.3515341579914093,8.519526481628418,-2.6326279640197754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-4.454807758331299,4.9096784591674805,0.7917613387107849,5.707313060760498,3.026578903198242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.7037407159805298,0.629607081413269,1.17954683303833,0.8436655402183533,-0.7709844708442688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.3950526714324951,0.012424078769981861,1.0739030838012695,0.4879949390888214,0.7294342517852783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.018556006252765656,2.2002813816070557,2.3751368522644043,2.6089484691619873,-0.4736799895763397,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.7405236959457397,3.679220676422119,1.150535225868225,2.3001582622528076,1.6213362216949463,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.9589000940322876,4.625344753265381,-1.4392032623291016,3.0670011043548584,1.0361326932907104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-3.5499355792999268,-0.24461838603019714,2.672100067138672,1.297237515449524,-3.6442553997039795,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,4.020082950592041,-4.876844882965088,-0.9017130732536316,3.359081983566284,0.5427020192146301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,2.7631242275238037,-0.4767731726169586,2.4350779056549072,6.187118053436279,-6.2443060874938965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,5.628181457519531,-0.5540657043457031,2.8818113803863525,-3.0457217693328857,5.027689456939697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.7403649687767029,0.914539098739624,0.4807664155960083,2.1350209712982178,-0.4203205108642578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.8661971092224121,1.4271368980407715,2.0570120811462402,1.9909664392471313,-1.0318535566329956,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.981879711151123,-0.5372212529182434,-0.41048067808151245,0.9102622866630554,0.9076505303382874,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,4.371462821960449,-0.26262781023979187,-1.5455209016799927,1.0103641748428345,-0.5856523513793945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.21067853271961212,2.3536787033081055,-0.8817102909088135,-1.1540066003799438,3.1138789653778076,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-3.640075445175171,1.4103834629058838,-1.2647876739501953,-1.7588026523590088,0.7955830693244934,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,5.417211055755615,1.4809576272964478,-2.872218132019043,2.6252288818359375,-4.8491387367248535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,4.166369915008545,0.3732132315635681,-2.4034106731414795,1.3719310760498047,-7.534733295440674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-4.042520046234131,4.781400203704834,1.2339396476745605,-4.980521202087402,-1.007076382637024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.722712755203247,1.1285738945007324,0.7571499347686768,1.0396103858947754,-0.2788778245449066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.2367751598358154,2.4157323837280273,0.9168164134025574,2.0955300331115723,-0.1502673625946045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.11330123990774155,0.7798867225646973,0.7537627220153809,-0.3418329954147339,1.618912935256958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.8355307579040527,-1.6331619024276733,0.6724951267242432,2.9090194702148438,-3.3864376544952393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-3.1119651794433594,2.3047261238098145,0.7194451093673706,-1.0211676359176636,-1.3651751279830933,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-3.2189857959747314,0.4803215265274048,-0.5832720398902893,-2.0329012870788574,1.7873457670211792,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,4.229313850402832,0.7758994102478027,-3.6464450359344482,-0.22180670499801636,-5.271881580352783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.8571523427963257,-3.1763010025024414,-1.6638113260269165,7.201724052429199,-1.2112705707550049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-3.6179635524749756,4.779697418212891,5.086679458618164,2.2159759998321533,-5.2258477210998535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.6586527824401855,0.09652378410100937,0.0001503650564700365,1.2719287872314453,-1.2087070941925049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.4176603555679321,0.8926594853401184,0.3324008882045746,1.221817135810852,-2.6836302280426025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.6195842027664185,0.035521477460861206,-2.119581460952759,2.048462152481079,-1.9591424465179443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.0432050228118896,3.9165847301483154,0.9833338260650635,0.5188808441162109,1.3733059167861938,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.091117024421692,2.296664237976074,4.140552043914795,-1.4540119171142578,0.32185283303260803,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,3.5988998413085938,4.266460418701172,-3.3366520404815674,2.9716546535491943,-1.6896902322769165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.6255822777748108,4.1427788734436035,-3.3462510108947754,-3.329123020172119,-2.5330240726470947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,0.704299807548523,-0.33429795503616333,0.20717766880989075,9.018948554992676,-2.1661860942840576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.2952022850513458,-2.2250378131866455,-7.132158279418945,-2.432044267654419,0.0967048704624176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.0572177171707153,0.9677993059158325,-0.250996857881546,1.5740346908569336,-1.441640853881836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.10393763333559036,-0.6858624815940857,0.9573755860328674,0.5524365901947021,-0.5035990476608276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.6843761205673218,2.829714059829712,0.4974585175514221,2.5226736068725586,-0.1281796395778656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.6029305458068848,2.0109267234802246,2.3131678104400635,-0.8960618376731873,1.1766263246536255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-2.329660415649414,0.9772202968597412,-1.3767385482788086,3.937825918197632,1.1487919092178345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,5.519138813018799,1.805114507675171,2.465607166290283,2.187185525894165,2.3417904376983643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.9644362926483154,2.9583582878112793,0.2233627587556839,7.293200969696045,1.2764781713485718,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,2.3139333724975586,6.759086608886719,-4.127874851226807,0.07976426929235458,1.6567953824996948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-4.001279354095459,-1.854325532913208,-2.793342113494873,-1.9345266819000244,-6.0830278396606445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.627503752708435,1.4243510961532593,0.5729582905769348,1.5464526414871216,-1.0660825967788696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.2110178470611572,0.897067129611969,0.5070369839668274,2.840280771255493,-0.692790687084198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.955914258956909,0.3287659287452698,2.255532741546631,0.2943108379840851,-1.4087468385696411,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.11073869466781616,0.2710678279399872,3.971773624420166,2.0627262592315674,0.02603841759264469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.17173077166080475,0.9992073178291321,-0.5823521018028259,0.42361119389533997,-5.416449546813965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,4.305807590484619,0.5310235619544983,2.1226491928100586,-3.276531457901001,0.523522138595581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.2902379035949707,5.164030075073242,-1.651232123374939,5.124604225158691,-0.4963434934616089,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-3.4931416511535645,-2.493473529815674,-3.783825635910034,-2.6022326946258545,-1.6542001962661743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.690349578857422,6.6151933670043945,4.864013195037842,4.079198360443115,-2.9714813232421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.7292016744613647,1.1582053899765015,0.19604767858982086,1.651743769645691,-1.5029271841049194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.335254430770874,1.0017743110656738,-0.21827295422554016,0.3018477261066437,0.29913079738616943,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6582595705986023,1.9145574569702148,-0.4021205008029938,1.5053420066833496,1.3583847284317017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9056733846664429,0.6745092272758484,2.0616016387939453,-2.128469467163086,0.2153814435005188,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.2717396020889282,-2.6915645599365234,-0.3933427333831787,3.668661117553711,1.769303560256958,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.846147298812866,0.6889485120773315,-3.5737099647521973,2.039185047149658,3.3621256351470947,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.815287172794342,-0.15747438371181488,6.898871898651123,1.487833023071289,0.5445764660835266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.49633586406707764,-1.2727469205856323,-3.2586543560028076,-4.68831205368042,-4.0771331787109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,2.2349016666412354,3.5728955268859863,5.6961469650268555,5.567961692810059,-5.677539348602295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.6718471646308899,0.198752298951149,-0.2031281739473343,1.6872642040252686,-0.6719769835472107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0360078811645508,1.5142894983291626,0.18679198622703552,3.040221691131592,-0.22256521880626678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.1278359293937683,0.8428285121917725,-1.8729506731033325,0.8331719636917114,1.0438523292541504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.6436009407043457,2.115055799484253,-0.0196161437779665,1.6790452003479004,-4.095325469970703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.4897412359714508,2.1565659046173096,2.764925241470337,-2.8742899894714355,-0.4152543246746063,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.2345902919769287,-3.969911575317383,1.885789394378662,2.6769375801086426,-2.6684110164642334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.838198184967041,-4.103780746459961,-0.08555901795625687,2.2826802730560303,-0.11780346184968948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.182746171951294,-2.6813151836395264,4.70129919052124,6.063994884490967,-3.5836544036865234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.438934326171875,1.183398723602295,3.567707061767578,5.392138481140137,5.047324180603027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.5714110136032104,1.0572609901428223,0.8945589661598206,1.6923716068267822,-0.36149096488952637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9512467384338379,-1.0591046810150146,0.7648922204971313,1.7163846492767334,-0.4403868317604065,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.8093607425689697,2.378035306930542,-0.4003126919269562,1.2776622772216797,-3.0453038215637207,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.063765525817871,0.7794231176376343,-0.607404887676239,3.4162161350250244,0.33805689215660095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8638831377029419,2.3016140460968018,-2.0190322399139404,-0.88514244556427,2.834576368331909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.26414060592651367,-3.4018332958221436,4.077708721160889,0.2910710871219635,-2.028681993484497,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.021167440339922905,6.570635795593262,0.20689208805561066,0.9388812184333801,3.1159183979034424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.9017462730407715,-0.30611535906791687,-2.5980734825134277,-4.0007710456848145,-2.2608072757720947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-5.133012294769287,2.8263542652130127,0.2018604427576065,-4.4522271156311035,1.8453474044799805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.704099416732788,1.0728970766067505,0.2421521544456482,1.5625929832458496,-1.3223803043365479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7254419326782227,-0.8959866762161255,0.4764387607574463,1.3110854625701904,0.02354755625128746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.292526364326477,-0.12025660276412964,0.8052659034729004,-1.2753839492797852,-1.9502341747283936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.09987616539001465,-0.27367302775382996,-2.2057557106018066,-1.3939045667648315,-1.0704143047332764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.136012315750122,0.37064042687416077,2.7508976459503174,1.1256294250488281,-2.0207324028015137,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.007182979956269264,0.289185106754303,2.086120128631592,6.295257568359375,1.7413560152053833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.3257501125335693,-3.457568883895874,-3.288334846496582,0.18161436915397644,1.5635806322097778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.2416157722473145,-1.9350340366363525,-1.2681832313537598,5.51765251159668,-5.745882034301758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.187703847885132,-4.027451038360596,2.143198251724243,-2.9551117420196533,-5.078872203826904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.906965970993042,0.6792213916778564,0.7728624939918518,0.8922966718673706,0.08764730393886566,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8428632020950317,0.6397956013679504,-0.20965896546840668,1.6667015552520752,-0.7661321759223938,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6883000135421753,1.5003142356872559,-0.13403742015361786,3.7849581241607666,0.588424026966095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9227222800254822,-1.2460260391235352,-0.2466493844985962,3.690495014190674,0.5505232810974121,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.2228713482618332,0.7728310227394104,-2.664898633956909,-1.7088311910629272,-3.1121816635131836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.47724610567092896,3.6629676818847656,-0.13852998614311218,4.115176200866699,3.4162685871124268,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.5632741451263428,1.279664158821106,-1.972336769104004,5.6300883293151855,-2.4950106143951416,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.8283624649047852,-3.6597983837127686,6.004681587219238,2.8818137645721436,-3.1305060386657715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.910180568695068,-0.7762091755867004,2.424009323120117,8.195183753967285,2.543400764465332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3315978050231934,0.15400077402591705,0.6958519220352173,0.9340925812721252,-0.22575721144676208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.521112322807312,0.958844006061554,-0.09416549652814865,2.341233253479004,-1.1657183170318604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7772990465164185,1.1220802068710327,3.086578369140625,0.36411526799201965,-0.896843433380127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.566035270690918,0.01617223024368286,2.194221019744873,0.20136570930480957,-3.6088836193084717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.8337058424949646,0.06532368063926697,2.238532543182373,5.759539604187012,-1.3523099422454834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.3586405515670776,-0.3338490426540375,-3.8950483798980713,1.7054988145828247,2.5687742233276367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.4769883155822754,-3.2550597190856934,-1.7319761514663696,-1.5204439163208008,-1.2308512926101685,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.4371921420097351,7.355378150939941,0.42618945240974426,-3.2455785274505615,0.12680861353874207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.8581274151802063,-0.9242282509803772,0.8907912969589233,-2.0905277729034424,-8.663626670837402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.8546378016471863,0.9764107465744019,0.15243475139141083,1.4947715997695923,-1.6440504789352417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9282526969909668,1.8539193868637085,-0.41114380955696106,-0.27497732639312744,-0.93187415599823,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.7108452320098877,0.3774638772010803,2.4388277530670166,2.4884209632873535,-0.8184762001037598,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.07998526096344,0.6757727861404419,-2.7222297191619873,1.3037232160568237,0.7475649118423462,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.7924771308898926,-0.5286531448364258,0.9741776585578918,-2.511854648590088,-1.604681134223938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.1722235679626465,1.0971750020980835,3.277076482772827,5.125004291534424,-2.2439489364624023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.383856773376465,2.976027727127075,-2.5080349445343018,-4.027317523956299,1.8433047533035278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.0344865322113037,-2.7425825595855713,5.842065334320068,2.7915661334991455,-2.2143383026123047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.8350930213928223,7.720420837402344,-1.6601260900497437,-2.800804853439331,1.5230659246444702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9117366671562195,0.6949350833892822,-0.607506513595581,1.3280357122421265,-0.9809589982032776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9597463011741638,-0.3315552771091461,1.0731061697006226,2.3840761184692383,-1.6425799131393433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9127800464630127,3.0298073291778564,-1.3738701343536377,0.6569299101829529,-0.5940791964530945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.009839752689003944,4.625218868255615,-0.22476060688495636,1.5581583976745605,-0.5566515326499939,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.1486990451812744,-0.7210387587547302,-1.734621524810791,0.31478506326675415,-0.9808760285377502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,6.233705043792725,-1.568572759628296,-0.13085703551769257,-0.31865838170051575,-1.4453216791152954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.556241512298584,-3.5968661308288574,-1.068482756614685,-3.681657552719116,0.2577390968799591,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.388294696807861,1.8350106477737427,3.0586795806884766,5.004998207092285,-1.2714958190917969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.9318006038665771,0.050803523510694504,0.41593673825263977,9.955574989318848,-2.6372928619384766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.1574598550796509,0.15239982306957245,0.08657682687044144,1.7718099355697632,-0.27905067801475525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.310105562210083,1.3622872829437256,1.4741137027740479,2.537292003631592,-0.2460358887910843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.038117457181215286,1.6540659666061401,-0.3991227149963379,-1.157071590423584,-1.7345763444900513,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
