split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,class_0,class_1,class_2
test,2.1601221561431885,-2.8235068321228027,0.06564544886350632,-0.03434273600578308,-0.21169033646583557,1.146178126335144,-1.8356670141220093,-1.460035800933838,1.0,0.0,0.0
test,1.156907081604004,-3.9057869911193848,-0.1964162290096283,-0.878179669380188,-0.043054528534412384,1.3806356191635132,-2.058809518814087,-0.6647347807884216,0.0,1.0,0.0
test,3.2054882049560547,-3.25624418258667,1.5607424974441528,0.6184229850769043,1.8522688150405884,1.6569958925247192,-1.7038540840148926,-0.7510231733322144,0.0,0.0,1.0
test,1.2278231382369995,-2.7644617557525635,0.005480299703776836,-0.17486663162708282,-0.1985379010438919,0.8685901165008545,-2.1452252864837646,-1.0658458471298218,1.0,0.0,0.0
test,0.9658088684082031,-2.5172507762908936,0.16653814911842346,1.8722491264343262,0.24598035216331482,1.687471628189087,-1.4164716005325317,-0.12215423583984375,0.0,1.0,0.0
test,2.8927230834960938,-2.6203908920288086,-2.130911350250244,1.3193734884262085,-1.1463565826416016,1.8533498048782349,-2.136388063430786,-1.7052264213562012,0.0,0.0,1.0
test,1.4174689054489136,-2.6746835708618164,0.3144468665122986,0.556888222694397,0.03568805009126663,0.6858413815498352,-2.4323954582214355,-0.28451618552207947,1.0,0.0,0.0
test,2.8347995281219482,-3.356694221496582,-0.6524068713188171,0.9722452759742737,0.3410651385784149,1.2574909925460815,-3.354146718978882,-0.7480573058128357,0.0,1.0,0.0
test,1.3502360582351685,-2.7275426387786865,-0.3298669755458832,-0.19734010100364685,0.4541657269001007,-0.3363933265209198,-0.18674156069755554,0.009443258866667747,0.0,0.0,1.0
test,1.4176071882247925,-2.912940502166748,-0.29164379835128784,0.2653801143169403,0.28718146681785583,0.8566828370094299,-2.6109111309051514,-0.6896479725837708,1.0,0.0,0.0
test,1.9195053577423096,-1.8301045894622803,0.2629106342792511,-0.13083204627037048,-1.7899760007858276,1.1679441928863525,-2.149864912033081,-1.0580521821975708,0.0,1.0,0.0
test,1.5817450284957886,-4.104887962341309,-0.3981110751628876,1.2597743272781372,0.0001322568132309243,3.426737070083618,-3.1860151290893555,-1.814775824546814,0.0,0.0,1.0
test,1.907251238822937,-2.944470167160034,-0.7605475187301636,0.26145482063293457,-0.09809057414531708,1.3096638917922974,-2.312391519546509,-0.825447678565979,1.0,0.0,0.0
test,0.878682017326355,-2.106745958328247,1.0239065885543823,0.9103521108627319,-0.4128967523574829,0.31320062279701233,-1.5003981590270996,-1.6015145778656006,0.0,1.0,0.0
test,0.5566123723983765,-3.90419340133667,1.5365368127822876,1.231881856918335,0.1442488133907318,-0.40391433238983154,-2.3575809001922607,-0.01808597892522812,0.0,0.0,1.0
test,1.8415473699569702,-3.1400647163391113,-0.07997787743806839,0.48097726702690125,-0.7978091239929199,1.877502679824829,-2.1724660396575928,-0.8200661540031433,1.0,0.0,0.0
test,2.182851552963257,-3.336846113204956,1.364517092704773,1.2599375247955322,0.2325500249862671,1.6326225996017456,-1.158583164215088,-0.9961186647415161,0.0,1.0,0.0
test,1.2390897274017334,-3.609604597091675,1.8465361595153809,0.7179651260375977,1.6608871221542358,0.501136064529419,-2.963144302368164,-0.2003146857023239,0.0,0.0,1.0
test,1.773452877998352,-2.6725518703460693,0.9316943287849426,0.512643039226532,-0.0893954411149025,0.9412670731544495,-1.9906039237976074,-0.5068091154098511,1.0,0.0,0.0
test,3.0473949909210205,-1.920147180557251,-0.644925594329834,0.9771789312362671,0.6343624591827393,1.6222249269485474,-2.1407134532928467,-1.1725400686264038,0.0,1.0,0.0
test,0.0049588680267333984,-3.272197961807251,0.7778998017311096,1.7299270629882812,-1.329635500907898,1.9819481372833252,-3.0976459980010986,0.22698846459388733,0.0,0.0,1.0
test,1.914650559425354,-2.6334691047668457,0.26064178347587585,0.2768482267856598,-0.06270429491996765,1.394371747970581,-3.1344125270843506,-0.8014807105064392,1.0,0.0,0.0
test,2.2756218910217285,-2.840665102005005,1.1599904298782349,0.6571550369262695,1.036669135093689,1.119901180267334,-1.4086759090423584,-0.23055046796798706,0.0,1.0,0.0
test,1.2235610485076904,-4.051049709320068,-1.746139407157898,1.6197350025177002,1.158006191253662,1.635840654373169,-1.601773977279663,-0.7360215783119202,0.0,0.0,1.0
test,1.3714410066604614,-2.039886951446533,0.5558419227600098,0.8593589663505554,-0.011819769628345966,1.0515692234039307,-2.3725881576538086,-1.1227128505706787,1.0,0.0,0.0
test,1.6233664751052856,-2.6979968547821045,-0.9850714802742004,1.6587930917739868,-0.7459787726402283,0.8148834705352783,-2.3523173332214355,-1.891144871711731,0.0,1.0,0.0
test,3.76167368888855,-3.286398410797119,-0.30426138639450073,0.6291537284851074,1.4211373329162598,0.6129793524742126,-2.9853265285491943,-1.8191672563552856,0.0,0.0,1.0
test,1.6771759986877441,-2.5447499752044678,0.9414171576499939,0.3307179808616638,0.08162188529968262,1.4758630990982056,-1.8015815019607544,-0.9481560587882996,1.0,0.0,0.0
test,1.3294000625610352,-3.5459280014038086,-1.342793345451355,0.07486627250909805,-0.748301088809967,0.8286632299423218,-1.7966437339782715,-0.875581681728363,0.0,1.0,0.0
test,0.5177616477012634,-3.5638058185577393,-0.9438442587852478,0.8471657633781433,0.4916990399360657,-0.031139470636844635,-1.2358866930007935,0.6209874749183655,0.0,0.0,1.0
test,1.5702048540115356,-3.0116114616394043,-0.449054092168808,0.843810498714447,0.36818650364875793,0.9962957501411438,-2.069558620452881,-1.1933616399765015,1.0,0.0,0.0
test,2.1186363697052,-3.591688871383667,-0.2865445017814636,1.1436315774917603,0.3553488254547119,2.7586417198181152,-2.4036924839019775,-1.2647082805633545,0.0,1.0,0.0
test,1.4703950881958008,-3.210338830947876,0.8916401863098145,1.6788806915283203,-0.7709348201751709,3.5607993602752686,-2.742459774017334,-1.9728400707244873,0.0,0.0,1.0
test,1.3037419319152832,-2.877831220626831,-0.0007070201099850237,0.3829360902309418,-0.8382270932197571,0.7727822065353394,-2.2922823429107666,-1.0790326595306396,1.0,0.0,0.0
test,1.6666302680969238,-2.343390703201294,-0.19420583546161652,0.811109185218811,-0.4457791745662689,0.4343319535255432,-3.0296688079833984,0.5527397394180298,0.0,1.0,0.0
test,1.3528896570205688,-3.8862411975860596,-0.4038264751434326,0.8889560103416443,1.0883185863494873,1.6940981149673462,-0.10437990725040436,0.002624686574563384,0.0,0.0,1.0
test,1.8445569276809692,-1.8638224601745605,0.22039799392223358,0.6303937435150146,-0.11745709925889969,1.1672545671463013,-1.87238347530365,-0.6325010657310486,1.0,0.0,0.0
test,1.2534416913986206,-2.6620936393737793,-0.1527610421180725,1.5521633625030518,-0.15095894038677216,0.5271780490875244,-3.4354491233825684,-0.13582605123519897,0.0,1.0,0.0
test,3.0111441612243652,-0.7015037536621094,-0.6004146933555603,-0.5477049350738525,-0.9888493418693542,0.9615955352783203,-2.4913957118988037,-0.13546538352966309,0.0,0.0,1.0
test,2.180211305618286,-3.204397201538086,0.22920624911785126,0.35376134514808655,-0.618222177028656,1.0013750791549683,-1.7554208040237427,-0.8714328408241272,1.0,0.0,0.0
test,2.170527458190918,-2.2017805576324463,-0.13235466182231903,0.37251004576683044,-1.37297785282135,2.5564398765563965,-2.6752095222473145,-1.3326942920684814,0.0,1.0,0.0
test,2.6110804080963135,-3.711690902709961,-1.1094650030136108,0.6643697619438171,-2.1546177864074707,1.8368663787841797,-3.2951736450195312,-1.445895791053772,0.0,0.0,1.0
test,2.000607490539551,-2.787351369857788,-0.1466030478477478,0.853226900100708,-0.8467543125152588,1.3080792427062988,-2.654172658920288,-0.6229411959648132,1.0,0.0,0.0
test,1.0611460208892822,-3.025272846221924,0.13899488747119904,1.2012039422988892,0.6746910810470581,0.614418089389801,-0.8983160853385925,-1.2872302532196045,0.0,1.0,0.0
test,1.4113075733184814,-0.8411339521408081,-0.0560089647769928,-0.8919820785522461,-0.7532137632369995,1.1284006834030151,-3.075570821762085,0.5268068313598633,0.0,0.0,1.0
test,1.7674988508224487,-3.067437171936035,0.17695945501327515,0.11260657757520676,-0.16286329925060272,1.8953967094421387,-2.7754929065704346,-1.0707659721374512,1.0,0.0,0.0
test,2.162419319152832,-2.1561169624328613,-0.6711049675941467,1.5448020696640015,-0.2580169141292572,1.3867419958114624,-2.8408443927764893,0.26883405447006226,0.0,1.0,0.0
test,-0.12328530848026276,-2.569127321243286,-0.08041446655988693,-1.1564327478408813,0.10026037693023682,0.996350884437561,-2.726731300354004,0.5431925058364868,0.0,0.0,1.0
test,2.0141186714172363,-3.035038948059082,-0.15944619476795197,1.3383830785751343,-0.1174875944852829,1.5789166688919067,-2.1188461780548096,-0.8039899468421936,1.0,0.0,0.0
test,0.4074254035949707,-2.7014222145080566,0.8792504668235779,1.147568702697754,-0.8813126683235168,0.4250386357307434,-2.374408483505249,-1.200523853302002,0.0,1.0,0.0
test,2.1959917545318604,-2.8592746257781982,0.037490736693143845,1.6403692960739136,-1.131489634513855,1.4957458972930908,-3.481714963912964,-3.171631336212158,0.0,0.0,1.0
test,1.0993683338165283,-2.9688029289245605,0.10509473085403442,0.750051736831665,-0.6399090886116028,1.0136528015136719,-1.9013606309890747,-1.248285174369812,1.0,0.0,0.0
test,0.8621020317077637,-2.811340808868408,0.6344184875488281,1.1657990217208862,0.38964998722076416,2.0492284297943115,-2.365135908126831,-2.2476820945739746,0.0,1.0,0.0
test,3.0416488647460938,-3.178900957107544,0.0795491561293602,0.9450263381004333,1.974759817123413,2.2212142944335938,-1.0141708850860596,-0.9010712504386902,0.0,0.0,1.0
test,2.3416662216186523,-2.4260201454162598,-0.11081906408071518,0.42099326848983765,-0.0892738476395607,0.8738007545471191,-2.7445552349090576,-0.9038615226745605,1.0,0.0,0.0
test,1.2579631805419922,-1.9712995290756226,0.47122251987457275,-0.13400611281394958,0.07717756181955338,0.6240146160125732,-3.5921146869659424,-1.4435383081436157,0.0,1.0,0.0
test,1.9058706760406494,-1.9746519327163696,1.7821781635284424,2.2575507164001465,0.46163344383239746,-0.15558482706546783,-2.507559299468994,-0.4527282118797302,0.0,0.0,1.0
test,1.4244880676269531,-2.1940181255340576,0.39391040802001953,0.0642213374376297,-0.6147341728210449,1.4142924547195435,-1.9871008396148682,-0.7088546752929688,1.0,0.0,0.0
test,1.3363677263259888,-2.973015785217285,1.3070968389511108,1.2479239702224731,1.1580040454864502,1.3723682165145874,-1.98952317237854,-1.2948989868164062,0.0,1.0,0.0
test,1.2656288146972656,-3.153327703475952,1.3854129314422607,-0.2589024305343628,1.3972066640853882,2.703441858291626,-3.050302028656006,-2.0672435760498047,0.0,0.0,1.0
test,1.4563324451446533,-3.333322286605835,-0.29466772079467773,1.0081729888916016,-0.28725945949554443,1.258790135383606,-2.4752562046051025,-0.6491544246673584,1.0,0.0,0.0
test,2.6356351375579834,-2.6628775596618652,1.180930495262146,0.7039538621902466,-0.8159717917442322,2.047872304916382,-2.4193179607391357,0.0789089947938919,0.0,1.0,0.0
test,2.92368221282959,-3.2710964679718018,0.815941333770752,1.8182741403579712,-0.6405063271522522,3.3087995052337646,-1.7133499383926392,-1.7390714883804321,0.0,0.0,1.0
test,1.5456750392913818,-1.8432981967926025,0.23814983665943146,0.42884066700935364,-0.012812232598662376,0.9935179948806763,-2.067509651184082,-0.7608175277709961,1.0,0.0,0.0
test,3.0085771083831787,-3.2301502227783203,0.7752105593681335,0.5494928359985352,-0.5470033884048462,1.3316282033920288,-3.4582362174987793,-1.0880451202392578,0.0,1.0,0.0
test,0.9419776201248169,-1.8195781707763672,1.3314547538757324,1.7956740856170654,0.3319953680038452,2.1239819526672363,-1.7764594554901123,0.9266549944877625,0.0,0.0,1.0
test,2.347762107849121,-2.8633038997650146,0.6377791166305542,0.2508932948112488,-0.5724877119064331,1.2260195016860962,-2.5042195320129395,-0.8639976978302002,1.0,0.0,0.0
test,2.0314059257507324,-1.7345527410507202,0.0037464520428329706,0.9294685125350952,1.3343114852905273,1.0813616514205933,-2.8693599700927734,-0.6846712827682495,0.0,1.0,0.0
test,0.41677582263946533,-1.3376199007034302,-0.887751042842865,2.024857759475708,0.23546460270881653,1.9109611511230469,-1.2920924425125122,-0.08067460358142853,0.0,0.0,1.0
test,1.703193187713623,-3.126980781555176,0.11995228379964828,0.3341358006000519,0.35414794087409973,1.0630955696105957,-2.771700143814087,-1.3458577394485474,1.0,0.0,0.0
test,2.085651397705078,-2.52746319770813,0.9847257733345032,1.4636121988296509,0.9477373957633972,1.6937264204025269,-1.3404875993728638,-1.2616714239120483,0.0,1.0,0.0
test,1.0424009561538696,-2.1299355030059814,1.7537481784820557,1.296968698501587,-2.1184146404266357,1.9011775255203247,-1.508092999458313,-0.37368470430374146,0.0,0.0,1.0
test,1.7994495630264282,-2.4837915897369385,0.3087431490421295,0.5793945789337158,0.2633635401725769,0.722804069519043,-2.181922435760498,-1.565456509590149,1.0,0.0,0.0
test,3.3108012676239014,-3.1079182624816895,0.7591124773025513,0.37774503231048584,-0.6918819546699524,1.3054275512695312,-2.544726848602295,-1.6712231636047363,0.0,1.0,0.0
test,1.970306158065796,-4.1456074714660645,0.6283528804779053,-0.1705055832862854,1.7069406509399414,-0.05725547671318054,-1.5679497718811035,-1.5719425678253174,0.0,0.0,1.0
test,2.37933611869812,-2.8779029846191406,-0.15806834399700165,0.787204384803772,-0.4216187298297882,1.674712896347046,-1.8037277460098267,-1.0556949377059937,1.0,0.0,0.0
test,3.138641595840454,-2.704193115234375,-0.5863244533538818,-0.09246663004159927,-0.15837517380714417,1.5082142353057861,-3.1827244758605957,-0.6238278150558472,0.0,1.0,0.0
test,1.9326201677322388,-1.6154148578643799,2.332465171813965,0.053303852677345276,-0.027281537652015686,2.459305763244629,-1.5961487293243408,-1.8789451122283936,0.0,0.0,1.0
test,1.492132544517517,-2.5879805088043213,-0.4252496659755707,0.2633991837501526,-0.11223093420267105,0.6123793721199036,-1.990613579750061,-1.0061007738113403,1.0,0.0,0.0
test,1.797040343284607,-2.6134884357452393,-0.2838614284992218,0.8314351439476013,-0.5934213399887085,0.5547304749488831,-3.3194353580474854,0.407360315322876,0.0,1.0,0.0
test,1.9789528846740723,-2.9149129390716553,1.0203344821929932,1.6784722805023193,1.1830495595932007,0.3330971896648407,-0.37090590596199036,-1.7610026597976685,0.0,0.0,1.0
test,1.76506507396698,-2.699108362197876,0.320271372795105,0.6740931272506714,-0.3119807839393616,1.934942364692688,-2.844541311264038,-1.2956823110580444,1.0,0.0,0.0
test,3.4537160396575928,-2.8793861865997314,-0.3652847707271576,0.6112543940544128,0.3748437762260437,0.701528012752533,-2.1813595294952393,-1.2341479063034058,0.0,1.0,0.0
test,0.826042890548706,-3.634796142578125,1.6327009201049805,-0.7932681441307068,1.4598461389541626,1.0142438411712646,-2.6693358421325684,-0.29233476519584656,0.0,0.0,1.0
test,1.5953779220581055,-3.0027661323547363,0.25097891688346863,0.11681313812732697,0.3434019982814789,0.7112207412719727,-2.552597999572754,-0.8937351703643799,1.0,0.0,0.0
test,1.372369408607483,-1.1971830129623413,0.42119237780570984,-0.07078762352466583,0.004862625617533922,0.39248892664909363,-2.281130075454712,-1.418649673461914,0.0,1.0,0.0
test,3.163670778274536,-2.6829564571380615,0.46543416380882263,0.46199288964271545,-0.8422187566757202,2.234649181365967,0.0757751539349556,-1.3510181903839111,0.0,0.0,1.0
test,2.174461603164673,-3.021026134490967,-0.10430271178483963,0.5927308201789856,0.5527904629707336,1.6189297437667847,-2.2060461044311523,-1.1034172773361206,1.0,0.0,0.0
test,1.5920301675796509,-3.719247817993164,-0.5244734287261963,0.038207683712244034,0.526790976524353,0.19505997002124786,-3.002293109893799,-0.9850728511810303,0.0,1.0,0.0
test,0.4562050998210907,-3.3855440616607666,0.9940197467803955,1.9622210264205933,-0.6616241931915283,0.42868152260780334,-1.6243677139282227,0.7628886699676514,0.0,0.0,1.0
test,1.2499550580978394,-3.126208543777466,0.2441563457250595,0.16697394847869873,0.2852882444858551,0.9689955711364746,-2.0810608863830566,-1.2893669605255127,1.0,0.0,0.0
test,2.3077378273010254,-2.2717692852020264,-0.23198585212230682,0.922794759273529,-0.9797278046607971,-0.13853825628757477,-1.636372685432434,-1.2829794883728027,0.0,1.0,0.0
test,0.926825225353241,-3.112287759780884,1.6074966192245483,1.647715449333191,-1.6531660556793213,2.6551849842071533,-2.8396217823028564,-0.30016469955444336,0.0,0.0,1.0
test,1.7144745588302612,-2.2652053833007812,-0.3891242742538452,-0.014602151699364185,-0.3802335560321808,1.2492806911468506,-1.85078763961792,-0.9310052394866943,1.0,0.0,0.0
test,2.108372688293457,-3.017017364501953,1.2959562540054321,0.6766976714134216,1.2157392501831055,1.0427119731903076,-2.0335566997528076,-1.576489806175232,0.0,1.0,0.0
test,1.3229944705963135,-2.681748867034912,-0.5750981569290161,-0.7215630412101746,2.0040547847747803,0.9187700152397156,-1.9855512380599976,0.4106588363647461,0.0,0.0,1.0
test,1.5599380731582642,-2.5396976470947266,-0.4585537314414978,0.21422041952610016,-0.04125319421291351,1.1308895349502563,-2.593193292617798,-0.395234078168869,1.0,0.0,0.0
test,1.9506382942199707,-2.3715109825134277,-0.7636567950248718,1.0185678005218506,-0.3732089400291443,0.4989778697490692,-3.2867753505706787,0.06162289157509804,0.0,1.0,0.0
test,3.0219602584838867,-4.139164924621582,-0.24496372044086456,-0.1318652331829071,0.5008593201637268,2.968597173690796,-1.798140525817871,0.1919599324464798,0.0,0.0,1.0
test,1.5038810968399048,-3.056279420852661,0.09205422550439835,0.24411140382289886,0.14424552023410797,0.8478379249572754,-2.8005261421203613,-0.587510347366333,1.0,0.0,0.0
test,0.278595507144928,-3.396141767501831,-0.47189265489578247,0.9674853682518005,0.2818780243396759,1.5004850625991821,-2.919189691543579,-1.363580584526062,0.0,1.0,0.0
test,-0.20681507885456085,-2.4786837100982666,1.4154860973358154,0.049033548682928085,-1.0366560220718384,1.3362853527069092,-3.3878161907196045,0.16527406871318817,0.0,0.0,1.0
test,1.889298915863037,-3.1324782371520996,-0.19685803353786469,0.6797856688499451,-0.12267831712961197,1.7856431007385254,-1.6993657350540161,-1.328504204750061,1.0,0.0,0.0
test,2.5297703742980957,-1.8272844552993774,0.6034432649612427,0.7774866819381714,0.22050654888153076,0.7744466066360474,-1.373039722442627,0.13447824120521545,0.0,1.0,0.0
test,3.1297082901000977,-1.6535440683364868,1.5621484518051147,-0.13086389005184174,-0.7490532398223877,0.39758938550949097,-0.7895074486732483,-1.3677719831466675,0.0,0.0,1.0
test,1.9760043621063232,-1.9508200883865356,-0.13286462426185608,0.8996602296829224,-0.3674044609069824,1.0371015071868896,-2.341217517852783,-1.088578701019287,1.0,0.0,0.0
test,2.1226301193237305,-3.2901787757873535,1.1037249565124512,0.7633583545684814,0.6499651670455933,1.8824951648712158,-1.68048095703125,0.18000753223896027,0.0,1.0,0.0
test,1.9159151315689087,-3.587958812713623,0.33567026257514954,2.108461856842041,0.2426624298095703,-0.5104289054870605,-2.1032750606536865,0.5919051170349121,0.0,0.0,1.0
test,1.4888759851455688,-2.5696234703063965,0.5890749096870422,0.4692120850086212,-0.9151657223701477,1.3313558101654053,-2.2809104919433594,-0.5574091076850891,1.0,0.0,0.0
test,1.7414768934249878,-3.623769998550415,-0.45310065150260925,0.9918042421340942,0.02267959900200367,1.3846561908721924,-3.236736297607422,-2.190375566482544,0.0,1.0,0.0
test,1.355185866355896,-4.149510860443115,0.2911514639854431,2.3587350845336914,0.7973440289497375,2.5364577770233154,-2.786681652069092,-0.06388301402330399,0.0,0.0,1.0
test,1.9896689653396606,-2.275575637817383,-0.13472160696983337,0.48866966366767883,-0.37629345059394836,0.8593133687973022,-2.5310845375061035,-0.3651706576347351,1.0,0.0,0.0
test,1.7195980548858643,-2.922987461090088,0.28844577074050903,1.1910505294799805,0.14098072052001953,0.10540648549795151,-3.07179594039917,-2.0790462493896484,0.0,1.0,0.0
test,2.975735902786255,-2.8514981269836426,0.6544306874275208,-0.7296032905578613,-1.3879839181900024,1.6743617057800293,-0.2928149998188019,-0.56612628698349,0.0,0.0,1.0
test,1.5369439125061035,-2.1517767906188965,-0.15103638172149658,1.0208046436309814,0.28933247923851013,1.4030359983444214,-2.493537664413452,-0.7268899083137512,1.0,0.0,0.0
test,1.2138358354568481,-2.6222128868103027,-1.167449951171875,-0.2249673455953598,-1.0817570686340332,1.9227726459503174,-2.6433305740356445,-0.9157050251960754,0.0,1.0,0.0
test,3.381053924560547,-2.961007833480835,-0.6774237155914307,0.8670443892478943,-0.47597405314445496,2.228071689605713,-0.4786989390850067,-2.1229870319366455,0.0,0.0,1.0
test,1.3121066093444824,-3.2862491607666016,0.02582605369389057,0.9044449925422668,-0.14391393959522247,1.8842333555221558,-2.358985185623169,-1.0188343524932861,1.0,0.0,0.0
