split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1,class_2
test,-1.8458240032196045,-1.486972451210022,0.8844015598297119,-2.4879629611968994,0.445671409368515,-0.41091030836105347,0.0,0.0,1.0
test,-0.9135182499885559,-0.13235916197299957,0.46204912662506104,-0.4771106541156769,0.4585765302181244,0.28053584694862366,1.0,0.0,0.0
test,0.2523215413093567,0.5756102204322815,-0.9179772138595581,0.17623640596866608,0.7144790887832642,0.9781952500343323,0.0,1.0,0.0
test,-0.8738416433334351,-1.9619927406311035,0.5224934816360474,-1.7288930416107178,-0.5105127692222595,0.2804769277572632,0.0,0.0,1.0
test,-0.4117034077644348,1.048287034034729,0.16895675659179688,-0.8118886947631836,1.1721644401550293,-0.6517578959465027,1.0,0.0,0.0
test,0.01685979962348938,0.6188403964042664,-0.3778136074542999,-0.07426641136407852,0.21164560317993164,-1.303983211517334,0.0,1.0,0.0
test,0.5611963868141174,2.531658172607422,-0.5979887247085571,-1.6098359823226929,0.5504987239837646,-1.3775712251663208,0.0,0.0,1.0
test,-0.46847692131996155,0.6605372428894043,-0.5320814847946167,-0.6354958415031433,0.6948312520980835,0.5920732021331787,1.0,0.0,0.0
test,-0.4064500331878662,1.0311717987060547,0.24017465114593506,-0.34835949540138245,1.235817790031433,1.935481309890747,0.0,1.0,0.0
test,-1.5037981271743774,-0.2595316171646118,-2.1526176929473877,0.35657310485839844,1.3002270460128784,0.23345494270324707,0.0,0.0,1.0
test,-0.5294299125671387,0.8750814199447632,0.15069594979286194,-1.44127357006073,1.238577127456665,-0.562436580657959,1.0,0.0,0.0
test,-0.3280406594276428,1.19562566280365,-1.4975917339324951,-1.316005825996399,0.9283640384674072,-0.3605251610279083,0.0,1.0,0.0
test,-1.2239655256271362,1.0326018333435059,2.4609313011169434,0.10172411054372787,-0.20891320705413818,1.1659660339355469,0.0,0.0,1.0
test,0.1149674728512764,0.5280289053916931,0.8225405216217041,-0.6942065954208374,0.5476973652839661,-0.020015085116028786,1.0,0.0,0.0
test,0.2715834379196167,0.3908768594264984,0.6844725608825684,-1.9065189361572266,1.400068998336792,-1.2503738403320312,0.0,1.0,0.0
test,-1.3446242809295654,0.0999075174331665,0.004501414950937033,-2.5952155590057373,2.794917345046997,1.482717752456665,0.0,0.0,1.0
test,-1.3822259902954102,0.288606196641922,0.4213726818561554,-1.2193853855133057,1.2534375190734863,0.3620382249355316,1.0,0.0,0.0
test,-0.5411893725395203,-0.6332806944847107,1.1515690088272095,-1.6758103370666504,2.022502899169922,0.47299692034721375,0.0,1.0,0.0
test,0.3334503471851349,-0.1925501674413681,-2.1022684574127197,-1.5957947969436646,1.4749701023101807,1.3065483570098877,0.0,0.0,1.0
test,-0.411408007144928,0.8997746706008911,0.3615979254245758,-1.1928666830062866,0.8214573264122009,-0.7216507196426392,1.0,0.0,0.0
test,-0.9778767228126526,1.5672584772109985,-1.3484896421432495,-1.2232149839401245,1.0596216917037964,0.004767241422086954,0.0,1.0,0.0
test,-2.9261295795440674,0.23418740928173065,-0.38596275448799133,-2.489553689956665,1.0798038244247437,-0.5307109355926514,0.0,0.0,1.0
test,-0.9063078761100769,1.1505022048950195,0.286214143037796,-1.3412587642669678,0.549221932888031,0.48477959632873535,1.0,0.0,0.0
test,-1.9679359197616577,0.5638329982757568,0.21276912093162537,-1.290669322013855,0.735101044178009,1.4810845851898193,0.0,1.0,0.0
test,0.9099563956260681,0.583433985710144,1.6481610536575317,-1.0819069147109985,-0.14423227310180664,2.044511318206787,0.0,0.0,1.0
test,-0.38544222712516785,1.1162282228469849,-0.3867330253124237,-0.984886884689331,0.5408839583396912,-0.034163154661655426,1.0,0.0,0.0
test,-1.659574031829834,1.0619269609451294,1.2670831680297852,-0.8516620397567749,0.44143253564834595,-0.9792637825012207,0.0,1.0,0.0
test,-0.5127245187759399,1.341549038887024,0.966943085193634,0.9300166368484497,0.570892870426178,-1.9417235851287842,0.0,0.0,1.0
test,-1.026172399520874,0.7752299308776855,-0.536825954914093,-0.6969117522239685,0.7216066718101501,0.10472576320171356,1.0,0.0,0.0
test,0.41487935185432434,-0.004776326473802328,0.5753263831138611,-0.6027976870536804,-0.5281481146812439,0.8045751452445984,0.0,1.0,0.0
test,-0.5035427808761597,-0.25619739294052124,0.7500110268592834,-0.5783951878547668,0.8474830985069275,-2.7153127193450928,0.0,0.0,1.0
test,-1.3109036684036255,0.37243008613586426,0.4087512493133545,-0.5262073874473572,0.6655564308166504,-0.307029664516449,1.0,0.0,0.0
test,0.532254159450531,1.558279275894165,-0.5540252327919006,-1.1746019124984741,-0.03476601466536522,0.29825252294540405,0.0,1.0,0.0
test,-1.279112696647644,-2.183744192123413,0.5844907164573669,-1.4656918048858643,0.0022730391938239336,0.049205031245946884,0.0,0.0,1.0
test,-0.9420371055603027,-0.038082100450992584,0.2541707754135132,-1.6146663427352905,1.1364432573318481,-0.043419115245342255,1.0,0.0,0.0
test,-1.1163697242736816,-0.7183009386062622,-0.09857851266860962,-0.23249870538711548,1.7827292680740356,1.0704907178878784,0.0,1.0,0.0
test,-1.312086582183838,1.1065564155578613,1.653798222541809,-2.1052422523498535,-0.8499200344085693,-1.1093508005142212,0.0,0.0,1.0
test,0.1799663007259369,0.4472431242465973,0.22681257128715515,-1.5074788331985474,0.9766809344291687,0.41197481751441956,1.0,0.0,0.0
test,0.838655412197113,1.6388379335403442,0.2090262919664383,-0.23885641992092133,1.4535337686538696,0.036818936467170715,0.0,1.0,0.0
test,0.969947874546051,-0.8033787608146667,0.5628833770751953,-0.8443509936332703,2.4103336334228516,1.7506492137908936,0.0,0.0,1.0
test,-0.9189716577529907,0.9720296263694763,0.9893906712532043,-0.9356138706207275,1.2116800546646118,-0.04562406614422798,1.0,0.0,0.0
test,-0.8753333687782288,-0.7088689208030701,0.7869401574134827,-0.5065954327583313,2.3396475315093994,0.11223749816417694,0.0,1.0,0.0
test,-0.6033064126968384,-0.47897714376449585,-1.350464105606079,-0.8207323551177979,3.135303258895874,-0.6456031203269958,0.0,0.0,1.0
test,-0.5116215348243713,1.2150570154190063,0.2452591061592102,-0.43712636828422546,0.422081857919693,0.20454584062099457,1.0,0.0,0.0
test,-1.2342878580093384,1.4739797115325928,0.20059038698673248,-0.6630168557167053,0.35550644993782043,-1.3639178276062012,0.0,1.0,0.0
test,0.8461055755615234,-0.6311464905738831,-0.552692174911499,-0.5364202857017517,-1.0621328353881836,-0.865083634853363,0.0,0.0,1.0
test,-0.7952562570571899,0.48264676332473755,0.5060994029045105,-1.0917088985443115,1.3582663536071777,-0.691780686378479,1.0,0.0,0.0
test,-0.36313021183013916,2.0496890544891357,0.10619983077049255,0.05164947733283043,0.8142827153205872,0.8984968662261963,0.0,1.0,0.0
test,0.2115875780582428,-0.23372820019721985,-0.5033268332481384,1.4715235233306885,1.762351632118225,-0.8346477746963501,0.0,0.0,1.0
test,-0.03536912798881531,0.7348646521568298,-0.25803840160369873,-0.6910956501960754,1.3399370908737183,-0.3092840611934662,1.0,0.0,0.0
test,-1.3469898700714111,-1.233670711517334,-0.059896666556596756,-1.2709029912948608,0.5839859247207642,-0.05790643021464348,0.0,1.0,0.0
test,-2.759589672088623,1.3630249500274658,1.6078529357910156,-0.5580627918243408,-0.09818237274885178,0.7740596532821655,0.0,0.0,1.0
test,-0.8808619976043701,0.8281600475311279,0.14229626953601837,-0.9484577178955078,1.7955880165100098,0.28971341252326965,1.0,0.0,0.0
test,0.12200521677732468,1.0618507862091064,1.2110607624053955,-1.4440410137176514,1.4974071979522705,1.4221614599227905,0.0,1.0,0.0
test,-2.069587469100952,1.743348479270935,1.2694604396820068,-2.1286308765411377,0.8305065035820007,1.7554370164871216,0.0,0.0,1.0
test,-1.2177244424819946,0.8141545057296753,0.09378134459257126,-1.5804461240768433,0.895681619644165,0.11395717412233353,1.0,0.0,0.0
test,-0.8229196071624756,0.10770156979560852,1.2879877090454102,-0.426327645778656,0.7894347906112671,1.6895606517791748,0.0,1.0,0.0
test,-2.6061697006225586,-0.29701483249664307,0.5538477301597595,-0.7358188033103943,2.4476680755615234,-1.2056291103363037,0.0,0.0,1.0
test,-0.8485630750656128,0.9360008835792542,0.07398184388875961,-1.5091304779052734,1.5109020471572876,0.14885984361171722,1.0,0.0,0.0
test,0.9408330321311951,-0.31695929169654846,0.18111763894557953,-1.8424872159957886,0.9268364310264587,0.5603249669075012,0.0,1.0,0.0
test,-0.7509996891021729,0.4593907296657562,0.8944004774093628,-1.2044529914855957,3.827667474746704,-0.12219037115573883,0.0,0.0,1.0
test,-0.3381724953651428,0.37105274200439453,0.21749548614025116,-0.44762563705444336,0.6724733710289001,0.9302507042884827,1.0,0.0,0.0
test,-0.0051331110298633575,-1.0421537160873413,0.8026561141014099,-0.07510801404714584,0.5407129526138306,0.5172824263572693,0.0,1.0,0.0
test,1.7654130458831787,0.33373668789863586,0.735387921333313,-1.6202112436294556,0.7992084622383118,-1.5466132164001465,0.0,0.0,1.0
test,-0.16502396762371063,-0.25096046924591064,0.45825308561325073,-0.9125409126281738,0.7801670432090759,-0.33548545837402344,1.0,0.0,0.0
test,-0.02437366358935833,1.3505582809448242,0.17636360228061676,-2.135049819946289,-0.20086759328842163,0.576172411441803,0.0,1.0,0.0
test,-0.3303404748439789,1.7558590173721313,1.5512762069702148,-1.6806377172470093,-0.4099695682525635,1.9395538568496704,0.0,0.0,1.0
test,-0.10288944840431213,0.47648951411247253,0.9237648248672485,-0.5187161564826965,0.5042654275894165,0.16889500617980957,1.0,0.0,0.0
test,-1.5355994701385498,0.3398556709289551,-0.7234417200088501,-0.03640337660908699,1.2227909564971924,-0.9849124550819397,0.0,1.0,0.0
test,0.5254479050636292,-0.9917709827423096,-1.0750999450683594,-1.0432755947113037,-0.35698628425598145,-1.3431440591812134,0.0,0.0,1.0
test,-0.737904965877533,0.8814142942428589,-0.15459775924682617,-0.6472312808036804,1.4073243141174316,0.7243613004684448,1.0,0.0,0.0
test,-1.7543714046478271,0.9141765832901001,0.6580414772033691,-0.8132390975952148,0.1312313675880432,-1.1429935693740845,0.0,1.0,0.0
test,1.5836697816848755,0.40474775433540344,-1.389485478401184,-1.6388025283813477,0.46291276812553406,-0.8420624732971191,0.0,0.0,1.0
test,-0.6271177530288696,0.3819769322872162,0.4162464141845703,-1.735689640045166,0.4106331169605255,0.047889865934848785,1.0,0.0,0.0
test,-0.7310779690742493,-0.6516240835189819,-0.17878879606723785,-2.0102310180664062,0.8435213565826416,1.237541675567627,0.0,1.0,0.0
test,0.39534270763397217,-0.8154642581939697,-0.7550650238990784,-2.3696863651275635,2.5828306674957275,0.8050796389579773,0.0,0.0,1.0
test,-0.24917542934417725,0.6853532791137695,0.6003345847129822,-1.4545180797576904,1.5110511779785156,0.4553058445453644,1.0,0.0,0.0
test,-0.9678905606269836,1.2894073724746704,-0.32671910524368286,-1.1062697172164917,1.248745083808899,-1.5316206216812134,0.0,1.0,0.0
test,1.0145705938339233,1.3554911613464355,-0.27410876750946045,-0.47825556993484497,2.844933032989502,1.4039019346237183,0.0,0.0,1.0
test,-0.510766327381134,0.8063405752182007,-0.3518357276916504,-1.3281506299972534,1.4928537607192993,0.3373636305332184,1.0,0.0,0.0
test,-1.0539977550506592,0.3669760823249817,1.1089503765106201,0.1292199194431305,1.8890012502670288,1.1263660192489624,0.0,1.0,0.0
test,-2.9087400436401367,1.1412005424499512,-1.0354719161987305,-0.2924765348434448,1.0667178630828857,1.141064167022705,0.0,0.0,1.0
test,-1.2280001640319824,0.33122727274894714,0.11501281708478928,-0.4421616196632385,0.9740355610847473,-0.41592344641685486,1.0,0.0,0.0
test,0.7337179183959961,0.9740402102470398,-0.8647663593292236,-0.4736926555633545,1.564387559890747,0.6208455562591553,0.0,1.0,0.0
test,-2.881723642349243,-1.0838693380355835,-0.18508543074131012,-1.7934194803237915,0.6821382641792297,-0.17256055772304535,0.0,0.0,1.0
test,-0.44853806495666504,0.5575231909751892,0.5031976103782654,-0.09092666953802109,1.427195429801941,0.10565037280321121,1.0,0.0,0.0
test,-1.2238892316818237,0.29183217883110046,1.0018011331558228,-1.6051417589187622,-0.6389127969741821,0.26608240604400635,0.0,1.0,0.0
test,0.839801013469696,0.698409914970398,2.459469795227051,-1.606821894645691,2.1436960697174072,0.5186002850532532,0.0,0.0,1.0
test,-0.024136293679475784,0.7998849153518677,0.745789647102356,-0.5475966930389404,1.1096351146697998,0.5824870467185974,1.0,0.0,0.0
test,-0.8839118480682373,-0.43663105368614197,-1.299133539199829,-0.692180871963501,1.0597926378250122,-0.6160522699356079,0.0,1.0,0.0
test,-1.9319287538528442,1.7251487970352173,-0.7877529263496399,-1.4426759481430054,2.987548589706421,-0.04103529453277588,0.0,0.0,1.0
test,-1.299716830253601,0.24453791975975037,0.490085244178772,-0.8046411275863647,0.3594490885734558,0.07530546933412552,1.0,0.0,0.0
test,-0.0017522686393931508,1.495909571647644,-0.5107197165489197,-1.8088699579238892,2.0546581745147705,0.31173720955848694,0.0,1.0,0.0
test,-1.391743540763855,1.3297752141952515,-1.3244564533233643,-3.0628066062927246,0.6135889887809753,-0.5169183015823364,0.0,0.0,1.0
test,-0.8538268804550171,0.5921823382377625,0.8462026119232178,-1.5149598121643066,1.350746512413025,0.23189418017864227,1.0,0.0,0.0
test,-0.7876791954040527,-0.4394325613975525,0.6240737438201904,-1.0498623847961426,2.628131151199341,0.2650800943374634,0.0,1.0,0.0
test,-0.1990840584039688,0.5020955801010132,1.3007216453552246,0.20875386893749237,-1.1830476522445679,-1.3103854656219482,0.0,0.0,1.0
test,-0.9197847247123718,0.8984360694885254,-0.04942620173096657,-1.4883593320846558,0.9783259630203247,0.6602919697761536,1.0,0.0,0.0
test,-0.420114666223526,1.5753157138824463,-0.38054031133651733,-0.5745064616203308,0.9784485697746277,1.642937421798706,0.0,1.0,0.0
test,-1.7272095680236816,-0.9668914675712585,0.058331746608018875,0.8252170085906982,-0.5347726345062256,-0.426543653011322,0.0,0.0,1.0
test,0.17070800065994263,0.6185325384140015,0.03672317788004875,-0.5599116086959839,1.0766265392303467,0.6276319026947021,1.0,0.0,0.0
test,-0.9437144994735718,0.21103158593177795,-0.03173369541764259,0.4050180912017822,1.8731005191802979,-0.9105135202407837,0.0,1.0,0.0
test,-0.8879764080047607,-1.927032470703125,1.134117841720581,-1.2545740604400635,0.1318379044532776,-1.0889467000961304,0.0,0.0,1.0
test,-0.07215888798236847,0.4331437349319458,0.28678956627845764,-0.4110143184661865,0.47066184878349304,-0.41748109459877014,1.0,0.0,0.0
test,0.49703115224838257,1.5591362714767456,0.2641400992870331,-1.3804184198379517,2.1024248600006104,0.5160213112831116,0.0,1.0,0.0
test,-0.04008571058511734,2.3471245765686035,0.02946753241121769,0.5247330069541931,-0.06576580554246902,-1.3659039735794067,0.0,0.0,1.0
test,-0.3786977231502533,0.9205527305603027,0.19241468608379364,-1.3231264352798462,0.14603760838508606,0.0690169706940651,1.0,0.0,0.0
test,0.9028681516647339,0.6565492153167725,-0.19616146385669708,-1.0093104839324951,2.1966946125030518,0.1797104775905609,0.0,1.0,0.0
test,0.5749467611312866,0.7063958048820496,-1.4875080585479736,1.0056777000427246,0.3750603199005127,-0.6852471232414246,0.0,0.0,1.0
test,-0.7005690336227417,0.4408815801143646,0.2717477083206177,-0.3509114682674408,1.3647042512893677,0.812194287776947,1.0,0.0,0.0
test,0.07341978698968887,0.26819658279418945,1.7476469278335571,-1.476254940032959,1.890114426612854,0.3651207387447357,0.0,1.0,0.0
test,-2.244154930114746,0.8817831873893738,-1.1343448162078857,-0.2500264346599579,2.84558367729187,0.12441343069076538,0.0,0.0,1.0
test,-0.004506362602114677,0.24010558426380157,0.2582481801509857,-1.1753185987472534,1.2672829627990723,0.7817559242248535,1.0,0.0,0.0
test,0.09859402477741241,1.2181178331375122,1.478299617767334,-1.9607235193252563,1.2387986183166504,0.7096295356750488,0.0,1.0,0.0
test,0.5553451776504517,1.9602910280227661,-1.5698875188827515,-2.423255681991577,0.9857163429260254,0.06912631541490555,0.0,0.0,1.0
test,-0.4566778242588043,1.1961019039154053,-0.1512271910905838,-1.4661394357681274,0.766059160232544,0.20602382719516754,1.0,0.0,0.0
test,-1.5580008029937744,1.195477843284607,1.5279065370559692,-1.7575972080230713,1.35093355178833,0.21177524328231812,0.0,1.0,0.0
test,-0.676318883895874,2.709761142730713,-0.2832242548465729,-0.8114125728607178,-0.3896913528442383,1.5635459423065186,0.0,0.0,1.0
test,-0.22266994416713715,0.001232314039953053,-0.12554645538330078,-0.43852269649505615,1.203086495399475,0.5622600317001343,1.0,0.0,0.0
test,-0.21228927373886108,0.8292935490608215,-0.8722425103187561,-2.306051254272461,0.20084206759929657,0.2835214138031006,0.0,1.0,0.0
test,-1.6349470615386963,0.007947856560349464,-0.8146376609802246,0.6881418824195862,1.8030891418457031,-1.6521142721176147,0.0,0.0,1.0
test,-0.9048758745193481,-0.3302174508571625,0.4324643015861511,-1.0828027725219727,1.1011208295822144,0.44218599796295166,1.0,0.0,0.0
test,-0.10798891633749008,-0.228512242436409,-0.23517365753650665,-0.3344746232032776,2.541356086730957,0.421843558549881,0.0,1.0,0.0
test,-1.706460952758789,-1.1620244979858398,0.5266987085342407,-3.0321977138519287,1.4463245868682861,0.41599851846694946,0.0,0.0,1.0
test,-0.5601446032524109,-0.22841566801071167,0.5771871209144592,-0.5958150625228882,1.435736894607544,0.04299037158489227,1.0,0.0,0.0
test,-1.1890443563461304,-0.49247026443481445,1.0947457551956177,-1.1481847763061523,1.9096314907073975,1.069445013999939,0.0,1.0,0.0
test,-1.0830692052841187,1.273506760597229,1.6814017295837402,1.107869029045105,0.4308815896511078,1.4543536901474,0.0,0.0,1.0
test,-1.1880522966384888,1.012768268585205,0.6083788275718689,-0.9002259373664856,1.0483381748199463,0.5797393918037415,1.0,0.0,0.0
test,-0.21609973907470703,-0.07127196341753006,-0.8351230025291443,-0.6784993410110474,0.5969182848930359,-1.3613126277923584,0.0,1.0,0.0
test,-1.6263500452041626,-0.6857603192329407,1.7998244762420654,0.610788106918335,1.4472488164901733,1.3429747819900513,0.0,0.0,1.0
