split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
train,-1.6301569938659668,2.2855870723724365,-3.846724033355713,1.3339123725891113,-1.653032660484314,1.8269151449203491,1.5426644086837769,-0.6429712772369385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-1.3274933099746704,0.8594770431518555,-2.96938157081604,-3.1325929164886475,-3.834841728210449,1.2994180917739868,-0.7212139964103699,2.5448224544525146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,0.8273515701293945,4.043337821960449,6.634713649749756,-0.6853739023208618,1.8875638246536255,-3.2290937900543213,-2.1760594844818115,-0.30732131004333496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,4.788176536560059,5.5002970695495605,-4.241138935089111,-1.0152493715286255,-4.771078586578369,-3.3187036514282227,-0.17318348586559296,-1.410555124282837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.023476792499423027,1.7617710828781128,0.7785715460777283,-0.5530825853347778,-0.24150700867176056,-0.29171937704086304,-1.3785277605056763,-0.8748122453689575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.5940637588500977,1.8849499225616455,-0.4982553720474243,-0.5214586853981018,-0.4775877296924591,-1.2714035511016846,-0.6750662326812744,-0.10775622725486755,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.0540354251861572,1.250267744064331,-0.9677121043205261,-1.8922762870788574,0.41777950525283813,-1.4974738359451294,-2.244464635848999,-2.316967010498047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,2.4815359115600586,2.8156020641326904,1.5737107992172241,-2.2800893783569336,-1.269777774810791,-1.0733683109283447,0.36296164989471436,-2.319901466369629,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,0.9502048492431641,3.457125425338745,-1.3194923400878906,-1.4332226514816284,0.04889111965894699,3.3907315731048584,-2.3690176010131836,0.2633293867111206,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,1.8799333572387695,3.7729592323303223,-4.057632923126221,-1.1479589939117432,-1.4295045137405396,2.1432931423187256,0.9591358304023743,-2.0300798416137695,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-0.46578556299209595,2.0675196647644043,1.5836164951324463,3.3216135501861572,1.1322088241577148,-0.17333273589611053,3.8305301666259766,1.1252135038375854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,0.5193353891372681,3.471290111541748,-3.2696638107299805,-1.8372572660446167,-3.042976140975952,-4.557229518890381,3.891756296157837,-2.125260591506958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-2.2772457599639893,2.465024471282959,1.1305710077285767,-3.861687183380127,-0.8078699111938477,-7.805112361907959,1.8236503601074219,-1.4518182277679443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.7175958752632141,1.2646945714950562,0.5374839305877686,-0.7257261872291565,-0.09407635778188705,-0.23494723439216614,-1.0332380533218384,-1.0662569999694824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.43219834566116333,0.9684355854988098,0.8572145104408264,-0.09847923368215561,0.2650684714317322,-0.9501156210899353,-1.4187332391738892,0.05909586697816849,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.5706584453582764,2.258819341659546,1.499648928642273,-0.8408295512199402,1.0116233825683594,-1.2814871072769165,-0.5940350294113159,-1.9881566762924194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.441092312335968,-1.5468779802322388,-0.307626336812973,-0.4152800440788269,0.5311357378959656,-2.226259469985962,-0.08069856464862823,-0.9169371724128723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,1.668744683265686,1.6561532020568848,1.009358525276184,0.4902517795562744,-2.675814628601074,-3.628103494644165,-1.1163438558578491,1.0985957384109497,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,4.355130672454834,1.718970537185669,-1.9044886827468872,-0.29095205664634705,-2.0940558910369873,1.7498208284378052,-0.9282786250114441,1.4696381092071533,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-3.5812745094299316,0.36643552780151367,-2.040787696838379,3.412398099899292,-2.890042543411255,1.795022964477539,-0.3832189738750458,-0.8243575096130371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,3.4834487438201904,-0.40013745427131653,1.063127040863037,3.852497100830078,3.092698097229004,-3.5555617809295654,-3.6890480518341064,-0.5463141798973083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-2.0890257358551025,4.159449577331543,4.4558186531066895,4.901203155517578,-3.7979931831359863,1.8045387268066406,-0.5817798376083374,-2.8387773036956787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.22633647918701172,2.4007999897003174,-0.42553308606147766,-0.8391568660736084,-0.7192565202713013,-0.7376797795295715,-0.6947730779647827,-1.4338421821594238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.4987504482269287,3.0048141479492188,-0.17745643854141235,-0.37692102789878845,-0.7717194557189941,0.23065505921840668,-0.6242327690124512,-0.1992633044719696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.388649582862854,2.9222946166992188,1.3472107648849487,-0.7609856724739075,-0.048562102019786835,-1.6895153522491455,-1.4353338479995728,0.4850694239139557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.0263829231262207,0.6408119201660156,0.1945783793926239,-0.898938775062561,0.5110312104225159,-0.43156832456588745,2.300074815750122,0.28155747056007385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,0.39181920886039734,1.3407175540924072,-0.2201884388923645,0.4068776071071625,4.457520961761475,0.42791134119033813,-1.4572988748550415,-1.7847107648849487,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.7059025168418884,3.748992443084717,2.067310333251953,2.1746559143066406,0.005474071018397808,-3.6680731773376465,1.8739252090454102,-0.10418904572725296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,1.436564564704895,2.4791409969329834,-2.9990785121917725,-4.411513328552246,1.2533165216445923,-3.6732966899871826,-4.0755839347839355,-0.0392829105257988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-6.49484920501709,5.45401668548584,1.2978218793869019,-1.3916245698928833,0.49274876713752747,-0.33352717757225037,-1.950905442237854,-0.1373533457517624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,0.11466892808675766,6.20960807800293,2.4613211154937744,1.277305245399475,0.21652619540691376,-7.330448627471924,-0.348140686750412,0.9970989227294922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.24964916706085205,1.1668425798416138,0.025587156414985657,-0.7216218709945679,-0.11885853111743927,-0.8548336625099182,-1.1200989484786987,-0.8649532198905945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.6716634035110474,1.5471824407577515,0.40205809473991394,0.2976764738559723,0.0985434353351593,-0.8939565420150757,-1.066322684288025,-0.3450082242488861,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.07415942847728729,0.5565893054008484,-1.5057380199432373,0.3373700976371765,-1.0010780096054077,-2.321171522140503,-1.617238998413086,-0.7905067205429077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.500427722930908,2.076575994491577,0.6776884198188782,1.0755277872085571,1.611177682876587,-1.5629252195358276,-1.0803049802780151,-1.9740415811538696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.54645836353302,3.4613704681396484,-0.2419915646314621,-1.7251681089401245,2.460214138031006,-0.7025119662284851,2.1028034687042236,0.1482076346874237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.8243987560272217,1.1992952823638916,0.7000585794448853,2.1036462783813477,0.9910917282104492,3.272780179977417,-1.4346917867660522,0.4121815264225006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-3.9191670417785645,2.3782474994659424,3.860619306564331,-0.013068266212940216,-0.6770097613334656,1.6097338199615479,-0.5337700843811035,2.107956647872925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,2.6545495986938477,-0.8663647174835205,2.675233840942383,5.155444145202637,-1.5751197338104248,-0.6602233052253723,-2.2081308364868164,1.6777573823928833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.1991195678710938,1.6426268815994263,-4.2612409591674805,-3.050933837890625,3.324862003326416,3.453730344772339,-6.039478778839111,-0.46526485681533813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.035215914249420166,1.526976227760315,-0.30842477083206177,-0.5772368907928467,-0.5677685737609863,-0.16515277326107025,-1.768896460533142,-1.0896927118301392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.47822827100753784,1.4825695753097534,0.47445711493492126,-0.24199062585830688,-2.004552125930786,0.10211391001939774,-1.4363017082214355,-1.2496188879013062,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.12212812155485153,3.9697961807250977,-1.0096732378005981,-1.8911628723144531,-1.017897129058838,0.3888114392757416,-0.9067038893699646,-1.0856525897979736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.7949159145355225,3.4262871742248535,1.5834827423095703,-2.222668409347534,0.42332255840301514,-1.3080147504806519,-1.5482984781265259,-1.0205687284469604,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-1.9231594800949097,2.8639142513275146,-3.5717110633850098,0.303609162569046,0.631005048751831,0.03224620223045349,-2.7421510219573975,0.10764287412166595,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.5208326578140259,2.4805445671081543,0.029334377497434616,-0.30883264541625977,1.4974979162216187,-5.260261058807373,1.3148219585418701,-2.2848193645477295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,1.2477390766143799,-0.7234944701194763,5.433928489685059,0.05281296372413635,0.5867398977279663,1.1279892921447754,-3.8447508811950684,-1.082090139389038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.879783272743225,0.426805704832077,-2.9001495838165283,-6.0392165184021,1.254917025566101,-3.424227714538574,-3.254939556121826,-2.922086238861084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-6.3665971755981445,1.9492815732955933,-2.3927383422851562,3.903717041015625,-3.326848030090332,0.7959471344947815,-0.8964646458625793,-2.1929333209991455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.27228033542633057,1.9728264808654785,0.5939647555351257,0.006061393301934004,-0.689466118812561,-0.20634691417217255,-1.0990941524505615,-1.4408537149429321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.4742870032787323,1.959230899810791,-0.7211668491363525,-1.7046048641204834,-0.11163001507520676,0.5013142824172974,-2.0124897956848145,-1.3250595331192017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.700366199016571,2.0854179859161377,0.6352733969688416,-1.2594454288482666,-1.451953649520874,1.9778192043304443,-0.5430392622947693,-1.0948179960250854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.0935964435338974,1.0133723020553589,0.5494801998138428,-2.7512097358703613,2.095813512802124,-2.5153398513793945,-0.5799447298049927,-1.613439679145813,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,3.6985743045806885,0.1262543499469757,0.575118362903595,0.11780086904764175,-1.8350327014923096,-1.552093744277954,-2.9311470985412598,0.3063145577907562,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.5915778875350952,-0.8911991715431213,-2.2169761657714844,3.843883514404297,0.222478449344635,-0.21006610989570618,-1.6528962850570679,0.2840116024017334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.0866241455078125,1.2536677122116089,3.2050721645355225,2.245265007019043,4.522034168243408,0.6807423233985901,0.2134188562631607,-2.3380773067474365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,2.5285348892211914,2.37288761138916,-0.3349238932132721,1.6015565395355225,0.8169190883636475,4.247447490692139,-0.07080389559268951,-6.626338481903076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-8.150522232055664,1.922912836074829,-2.671098470687866,-0.9309586882591248,0.5525040030479431,-1.104212999343872,-1.8075957298278809,-2.431511163711548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.45428991317749023,2.0979421138763428,-0.66276615858078,-0.4141058921813965,-0.22297526895999908,-0.7436703443527222,-0.7447037696838379,-1.7888699769973755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.8332378268241882,1.9500784873962402,-0.14895686507225037,-0.798190712928772,0.4458933174610138,0.13681207597255707,-1.0794117450714111,-2.834606409072876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.2628753185272217,0.7700186967849731,1.2564237117767334,-1.888681173324585,-1.813488483428955,-0.23864896595478058,-0.05142317712306976,-1.4723576307296753,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.0955166816711426,0.4299798905849457,1.8785465955734253,-0.3399670720100403,-0.06631148606538773,-0.22002150118350983,-1.8359638452529907,-2.4668960571289062,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.9114789962768555,0.6871065497398376,1.4068372249603271,-1.0357009172439575,-1.8540934324264526,2.088001251220703,1.1515872478485107,0.978667140007019,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.0394288301467896,4.332226276397705,1.2384158372879028,0.6167961955070496,-0.6821575164794922,-2.2478015422821045,3.711501359939575,-0.4228627383708954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.5200438499450684,5.718434810638428,1.8134685754776,0.9738550782203674,-4.426348686218262,-1.153679370880127,-0.7637444138526917,1.090491771697998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.3311755359172821,0.12741318345069885,-1.120326280593872,1.8068311214447021,4.339223384857178,-1.7047535181045532,-6.501273155212402,-0.11086607724428177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.3196887969970703,-3.4518258571624756,-2.7292537689208984,-2.5661702156066895,1.8133363723754883,0.05744233354926109,1.9818631410598755,-6.284358978271484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.08757688105106354,2.27736759185791,0.25610288977622986,-1.128403663635254,0.21370923519134521,-0.5421210527420044,-1.0967686176300049,-0.9781825542449951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.5282738208770752,1.9730453491210938,0.4712268114089966,-0.8814507722854614,-0.8108850717544556,-1.64189612865448,-2.4019415378570557,-1.332532525062561,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.23609384894371033,3.0320913791656494,0.07366708666086197,-1.0027371644973755,-2.2287399768829346,-2.250157356262207,-1.436726450920105,-1.3076812028884888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.8722561597824097,3.1991963386535645,1.5794565677642822,-2.939199209213257,-0.009458497166633606,-0.42294567823410034,-1.4398667812347412,-2.1601028442382812,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,0.08791498094797134,-1.936996340751648,0.10847122222185135,-1.4773750305175781,0.14241403341293335,1.230216383934021,1.4849716424942017,-0.4560593068599701,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,2.4798102378845215,4.532918453216553,3.6038601398468018,1.2925913333892822,1.1786572933197021,-0.35527315735816956,-1.9765067100524902,-3.241957426071167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-2.2694990634918213,-1.5791128873825073,-1.9503657817840576,3.844745397567749,2.2154734134674072,0.6023392677307129,-1.9296717643737793,-1.3580822944641113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.7040116190910339,-2.9726295471191406,0.35298675298690796,-1.2272800207138062,-0.9423221349716187,2.90079402923584,3.38561749458313,-4.08336877822876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-0.003910682629793882,-2.0747780799865723,-3.371177911758423,-6.767842769622803,-1.933811902999878,2.6605756282806396,0.5734357833862305,-1.8530395030975342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.467176228761673,1.0677756071090698,-0.5413935780525208,-0.30074870586395264,-0.10487566143274307,-0.3498973250389099,-1.0994088649749756,-1.0768680572509766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7449812889099121,2.3728420734405518,0.591675877571106,-1.1329001188278198,-0.4661906659603119,-1.5874921083450317,-1.3618297576904297,-0.44203683733940125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9288148880004883,3.096414804458618,1.4075406789779663,-0.485899955034256,-0.8045573234558105,-0.7208832502365112,-0.5505087375640869,-1.244819164276123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.3658328056335449,-0.12949661910533905,-1.0219109058380127,1.194337248802185,1.1093155145645142,1.4818793535232544,-2.1690046787261963,-0.39509084820747375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.9163932800292969,1.2077522277832031,0.325346440076828,0.24231557548046112,1.589992642402649,0.9284451603889465,2.4990313053131104,0.9456226229667664,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.4217344522476196,0.5513872504234314,0.11891397088766098,1.245227575302124,-2.8955066204071045,-1.1172226667404175,1.3613560199737549,-5.349125385284424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.211441516876221,4.712259292602539,0.22086288034915924,-0.4571071267127991,-0.9425748586654663,0.9053391814231873,0.01549797784537077,-4.751912593841553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.769626617431641,-1.1158547401428223,0.6886702179908752,1.6450952291488647,-2.011139392852783,-5.300228118896484,-0.23787564039230347,0.5762785077095032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.557459831237793,-0.5403079986572266,6.179441928863525,-0.8960773944854736,-2.727856159210205,-0.6010079979896545,-3.613297939300537,1.1417790651321411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.19866326451301575,1.2920886278152466,0.08776725083589554,0.11451409757137299,-0.3547280430793762,-0.7388767004013062,-0.8499055504798889,-1.0921562910079956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.21751998364925385,1.879819631576538,-0.7250897288322449,-0.2335171401500702,0.04762217029929161,0.6664474606513977,-0.03908148035407066,-2.0999507904052734,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6216598749160767,1.3318226337432861,-0.4248427748680115,1.3456614017486572,1.0515776872634888,-2.0780766010284424,-1.519300937652588,-1.8922083377838135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7896666526794434,2.984410047531128,2.7764952182769775,0.7119254469871521,-1.5146114826202393,-0.8466432690620422,-1.1946065425872803,-2.3266661167144775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.9268263578414917,4.079679489135742,2.116053342819214,0.19091947376728058,-1.1453043222427368,1.1321355104446411,-0.6550561189651489,-3.7612287998199463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.3958978056907654,4.38425874710083,-4.297769069671631,1.3378353118896484,1.7815977334976196,-1.4259790182113647,-2.369961738586426,-0.7048903703689575,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.3417998254299164,3.5813186168670654,-2.2784712314605713,0.6109036803245544,3.9994285106658936,3.237539052963257,1.5912153720855713,-1.4450790882110596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.896266460418701,4.229978084564209,-2.8366124629974365,-3.691660165786743,-2.701880931854248,-3.609328031539917,-3.549899101257324,-2.2312586307525635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.2855622172355652,-0.8376258015632629,1.4153355360031128,-4.476424694061279,-1.076309084892273,-4.699908256530762,-6.326315879821777,-4.346113204956055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.20314817130565643,1.4186153411865234,-0.14272181689739227,-0.4808551073074341,-0.45136964321136475,0.28843599557876587,-1.007228136062622,-1.6338396072387695,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7968718409538269,1.7689261436462402,-0.3849828243255615,-1.2142980098724365,-0.5046626329421997,0.460907906293869,0.3963851034641266,-0.8421757221221924,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.6348413228988647,3.109877824783325,-0.25760093331336975,-1.8111534118652344,-0.7115439772605896,-0.9973978996276855,0.8662867546081543,-2.447147846221924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7328935265541077,4.454237937927246,0.6720974445343018,-1.5445575714111328,-0.4315643012523651,-0.059957556426525116,-1.0600249767303467,-3.7282347679138184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.49451228976249695,1.31440269947052,0.38883334398269653,-1.6612786054611206,2.733215570449829,2.0456931591033936,-3.6694676876068115,-1.488376259803772,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.15910671651363373,1.0592998266220093,0.12967249751091003,1.3227894306182861,-2.47265362739563,4.46063232421875,-0.06368841230869293,0.07128345221281052,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.302685499191284,5.007751941680908,-1.2869266271591187,2.7827935218811035,-0.04603946581482887,-0.6571451425552368,0.7250646352767944,-4.942731857299805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.4799398183822632,-0.878515899181366,4.096813201904297,1.4424238204956055,1.0499144792556763,2.9475066661834717,3.1667227745056152,0.9576221108436584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.7677706480026245,3.3280842304229736,2.224064350128174,-6.54403829574585,-2.28857684135437,-4.584296703338623,-1.1007537841796875,2.3355588912963867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.26484352350234985,1.0143965482711792,0.38616514205932617,-0.1254144012928009,-0.23118987679481506,-0.6765999794006348,-1.06082284450531,-1.1970449686050415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8260884881019592,3.2563486099243164,0.7375739812850952,-0.08879081159830093,-0.9068308472633362,-0.3385104238986969,-0.8158509731292725,-0.6153804063796997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.14744912087917328,1.7052158117294312,-0.2561856210231781,-0.8319146037101746,-3.104947805404663,-0.08990584313869476,-1.6577932834625244,-0.6958655714988708,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.507793128490448,0.9588639140129089,1.0110751390457153,-0.11489597707986832,-2.1140637397766113,-2.575995683670044,-1.7185837030410767,-3.6292734146118164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.4461457431316376,2.1087191104888916,-2.136831045150757,-3.9375500679016113,-2.1583871841430664,1.6136988401412964,-1.3733770847320557,-1.6425672769546509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.6973912715911865,3.773618698120117,2.5077767372131348,-2.7117066383361816,-3.8665552139282227,0.6061479449272156,-0.09338580071926117,-1.4983134269714355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
