split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,class_0,class_1,class_2
test,1.4922908544540405,-1.8592729568481445,-1.9075356721878052,0.4440104067325592,-3.621755361557007,-0.8275602459907532,-2.3319666385650635,0.9579890370368958,-0.8173019886016846,0.0,0.0,1.0
test,1.9302306175231934,-1.5454970598220825,-0.7831069827079773,-0.34916308522224426,-1.476933479309082,0.12044034153223038,-0.9451509118080139,0.8314633965492249,-0.12366508692502975,1.0,0.0,0.0
test,1.1481257677078247,-2.6767101287841797,-0.5829002261161804,-0.19329732656478882,-1.8300275802612305,0.3045036494731903,-1.3281185626983643,1.3242472410202026,-0.556537926197052,0.0,1.0,0.0
test,-0.06333792954683304,-0.7287073731422424,-1.1643943786621094,1.0260015726089478,-3.440434694290161,-0.977234423160553,-1.3880586624145508,1.245471477508545,-0.874975323677063,0.0,0.0,1.0
test,1.2851873636245728,-1.0442016124725342,-1.007925033569336,-0.7516928911209106,-1.4671251773834229,0.26622626185417175,-0.4700137674808502,0.6975929141044617,-0.5974262356758118,1.0,0.0,0.0
test,1.1721504926681519,-0.6054329872131348,0.5188179612159729,0.030402984470129013,-2.92073392868042,-0.12700605392456055,-1.4581865072250366,1.138476014137268,-0.2660190761089325,0.0,1.0,0.0
test,-0.12364122271537781,0.5679649710655212,-0.00036470554186962545,-0.17026442289352417,-3.2388205528259277,-0.08918515592813492,-1.2649832963943481,0.3502284586429596,0.5020076036453247,0.0,0.0,1.0
test,1.5448989868164062,-0.5742722749710083,-0.7814792990684509,0.03178451210260391,-1.4458125829696655,0.056242525577545166,-0.440947562456131,0.04237852618098259,-0.6762340664863586,1.0,0.0,0.0
test,1.090795636177063,-1.3805091381072998,-1.665199875831604,-1.3391547203063965,-1.1761753559112549,-0.27682051062583923,-1.3273347616195679,1.5317811965942383,-0.6109643578529358,0.0,1.0,0.0
test,1.4277271032333374,-1.2032092809677124,-1.9706412553787231,-0.6988621950149536,-2.477327823638916,0.8934982419013977,0.15898145735263824,-1.4083037376403809,0.01564698852598667,0.0,0.0,1.0
test,1.8576409816741943,-1.3262916803359985,-0.39418187737464905,-0.03912794589996338,-1.7746925354003906,0.07876628637313843,-1.3973424434661865,-0.03553682938218117,-0.37273773550987244,1.0,0.0,0.0
test,2.256223201751709,-0.4679706394672394,-1.2331448793411255,-0.3653258681297302,-0.7878226637840271,-0.44120877981185913,-1.7533701658248901,1.3754383325576782,-1.4625630378723145,0.0,1.0,0.0
test,1.451327919960022,-1.2986078262329102,0.24345830082893372,0.4048554599285126,-1.4916415214538574,2.5397565364837646,0.19268864393234253,0.8569523692131042,-0.49385759234428406,0.0,0.0,1.0
test,1.617809772491455,-1.020843505859375,-1.3563178777694702,-0.6672348976135254,-1.5529022216796875,0.6399644613265991,-0.9135845303535461,0.5463389754295349,-0.28479641675949097,1.0,0.0,0.0
test,1.9205199480056763,-0.6470321416854858,-0.4980931580066681,-0.7046955227851868,-1.7625623941421509,-1.2649955749511719,-0.49299144744873047,1.4045122861862183,-0.08437136560678482,0.0,1.0,0.0
test,-0.1335899829864502,0.22082339227199554,-0.48766863346099854,-1.5395854711532593,-1.5422933101654053,0.49105316400527954,0.16110001504421234,-0.3888002038002014,-1.1590481996536255,0.0,0.0,1.0
test,1.9425939321517944,-0.9423074722290039,-1.1500438451766968,-0.6612898707389832,-2.0978357791900635,0.41975826025009155,-1.3631932735443115,0.8135173320770264,-0.31773069500923157,1.0,0.0,0.0
test,1.545559048652649,-1.6983928680419922,-0.8223420977592468,1.6308348178863525,-1.9349515438079834,0.18708933889865875,-1.1659116744995117,0.4918758273124695,-0.8299314379692078,0.0,1.0,0.0
test,-0.21594533324241638,-2.2858641147613525,-2.057720184326172,-0.5728809833526611,-2.165250301361084,-0.8786578178405762,-0.8888154029846191,0.6952334642410278,0.3720857501029968,0.0,0.0,1.0
test,1.2346973419189453,-0.9133964776992798,-1.041261076927185,-0.3738883137702942,-1.4878513813018799,-0.346815288066864,-1.4985004663467407,0.8265530467033386,-1.1191039085388184,1.0,0.0,0.0
test,1.88582181930542,-1.0838292837142944,-1.9917347431182861,0.8527961373329163,-1.4477747678756714,0.6208065748214722,-0.9316599369049072,0.9238111972808838,-1.5081932544708252,0.0,1.0,0.0
test,1.734846591949463,-0.45035621523857117,-1.8246268033981323,-1.066918969154358,-1.4436503648757935,-1.4889216423034668,-0.9499375820159912,2.4616854190826416,0.1198720633983612,0.0,0.0,1.0
test,1.795357346534729,-1.196079134941101,-1.0061357021331787,-0.7458006143569946,-1.6839406490325928,-0.2920178771018982,-0.8796135783195496,0.45273542404174805,-0.24429257214069366,1.0,0.0,0.0
test,1.5499094724655151,-0.4985048174858093,-1.4659216403961182,0.06294689327478409,-0.4696880280971527,0.8309651017189026,-0.349026620388031,1.4742391109466553,-0.7222071886062622,0.0,1.0,0.0
test,0.4725683331489563,0.5584259629249573,-1.522914171218872,-0.5110849142074585,-0.42337673902511597,-0.02730517089366913,-1.9081928730010986,-0.5100457668304443,-1.8889039754867554,0.0,0.0,1.0
test,1.2350326776504517,-0.634614884853363,-0.6418225169181824,-0.1570180505514145,-2.296480417251587,-0.10354948043823242,-0.8533133268356323,1.1145330667495728,-0.761085569858551,1.0,0.0,0.0
test,2.008646011352539,0.21384799480438232,-1.8294845819473267,-0.5566543340682983,-1.820358157157898,1.2249926328659058,-0.9924034476280212,0.4897298514842987,-0.8781269192695618,0.0,1.0,0.0
test,1.5411728620529175,0.03066597320139408,-3.156200885772705,-0.7188776731491089,-1.6019335985183716,-1.0862969160079956,-1.8184118270874023,0.34909355640411377,-0.3159329295158386,0.0,0.0,1.0
test,1.3695787191390991,-0.9500343799591064,-0.391721248626709,-0.27776259183883667,-2.11976957321167,0.08847103267908096,-0.6702868342399597,0.18457333743572235,-1.0369771718978882,1.0,0.0,0.0
test,1.9509013891220093,-1.8325157165527344,-0.4349748492240906,0.5250215530395508,-1.9929925203323364,-0.5717719793319702,-0.8242624998092651,1.5382003784179688,-1.3672252893447876,0.0,1.0,0.0
test,1.4711700677871704,-0.903262197971344,0.7722001075744629,1.0252388715744019,-1.496034026145935,1.0661423206329346,-0.8185627460479736,-1.049081563949585,0.7112492322921753,0.0,0.0,1.0
test,1.2299230098724365,-1.1845334768295288,-0.7840774059295654,-0.33673402667045593,-1.708568811416626,0.5428403615951538,-1.3651546239852905,1.3211551904678345,-0.26963669061660767,1.0,0.0,0.0
test,2.320964813232422,-1.233820915222168,-0.8275314569473267,0.28194037079811096,-1.196722149848938,0.09835636615753174,-0.47023096680641174,1.1260201930999756,-1.9788010120391846,0.0,1.0,0.0
test,2.393641948699951,-1.47130286693573,-1.4732072353363037,0.3516489565372467,-1.9636428356170654,-0.31381702423095703,-1.1113975048065186,2.233431577682495,1.4643601179122925,0.0,0.0,1.0
test,1.770780086517334,-0.8598374724388123,-0.20605672895908356,-0.7662007808685303,-1.577391266822815,0.5106475949287415,-0.8795502185821533,0.45716428756713867,-0.4470019042491913,1.0,0.0,0.0
test,0.7257350087165833,-0.8650699853897095,-0.254437655210495,-0.41424721479415894,-2.680570602416992,1.1728911399841309,-1.015914797782898,-0.07010361552238464,-1.3433430194854736,0.0,1.0,0.0
test,1.979892611503601,-1.1663904190063477,-0.2027001976966858,-1.0574305057525635,-2.807568073272705,0.7472019195556641,-0.054342132061719894,-0.11138952523469925,1.509135365486145,0.0,0.0,1.0
test,1.2773220539093018,-1.3809261322021484,-0.8726956844329834,-0.6918543577194214,-2.010432004928589,-0.3471195101737976,-1.009764552116394,0.5568589568138123,-0.5275130271911621,1.0,0.0,0.0
test,1.2191847562789917,-1.7005611658096313,0.10988932102918625,0.9587624073028564,-1.4880774021148682,0.47568872570991516,-0.4844508767127991,1.0617753267288208,-1.2345367670059204,0.0,1.0,0.0
test,2.2383177280426025,-0.26729241013526917,-0.5108532905578613,-0.5938194394111633,-0.10339232534170151,2.360454559326172,-0.7116605043411255,0.06850128620862961,-0.26555126905441284,0.0,0.0,1.0
test,1.521992564201355,-0.500931441783905,-0.7159263491630554,-0.42648234963417053,-1.8256944417953491,0.4937405586242676,-0.8816775679588318,1.0990455150604248,0.017475033178925514,1.0,0.0,0.0
test,0.589724600315094,-0.4636136591434479,-1.247737169265747,-0.3915823698043823,-1.750192642211914,0.5969244837760925,-1.7763299942016602,-0.6457861661911011,0.2259298861026764,0.0,1.0,0.0
test,1.950537085533142,-1.7156846523284912,0.3774195909500122,-0.3203972280025482,-3.626655101776123,0.35333916544914246,-0.2530190050601959,0.8218176364898682,-1.9959529638290405,0.0,0.0,1.0
test,1.584668755531311,-0.6704434752464294,-0.863498866558075,-0.3264133036136627,-1.5725716352462769,-0.3433530628681183,-0.8179625272750854,1.2682217359542847,-0.8151395320892334,1.0,0.0,0.0
test,1.303230881690979,-1.1934434175491333,-1.7148607969284058,-0.41525503993034363,-0.7447456121444702,-0.5858796238899231,-1.767524242401123,1.4384913444519043,-1.1427075862884521,0.0,1.0,0.0
test,1.876021146774292,-0.29625648260116577,-2.4342095851898193,1.732564091682434,-1.5384433269500732,-1.1127307415008545,-0.7101772427558899,1.0967872142791748,-0.8637864589691162,0.0,0.0,1.0
test,1.7134877443313599,-0.9433396458625793,-0.18862450122833252,0.3635174036026001,-1.403498888015747,0.3705156445503235,-1.4306708574295044,0.2308996468782425,-0.657442033290863,1.0,0.0,0.0
test,1.0628806352615356,-1.144202470779419,-0.16448335349559784,0.9097529053688049,-0.903354287147522,-0.6519536972045898,-1.173457384109497,1.551269292831421,-0.3558546304702759,0.0,1.0,0.0
test,2.740222454071045,-1.058152437210083,0.8941423296928406,-0.3228423595428467,-0.6522899270057678,0.6743393540382385,0.3909280598163605,1.272915244102478,-1.2535284757614136,0.0,0.0,1.0
test,1.144736886024475,-1.1849339008331299,-0.6176784634590149,-0.6494619846343994,-1.4289098978042603,0.2873395085334778,-1.306826114654541,1.1763252019882202,-0.8110657334327698,1.0,0.0,0.0
test,2.128556489944458,-1.1699622869491577,-0.2671911418437958,0.2444053292274475,-1.9573415517807007,0.6436099410057068,-0.9677650332450867,1.3541847467422485,0.9240135550498962,0.0,1.0,0.0
test,1.112799882888794,-0.9478521943092346,-0.962056577205658,0.30447566509246826,-1.9918606281280518,-0.587866485118866,-1.0153472423553467,0.38338857889175415,2.2503998279571533,0.0,0.0,1.0
test,1.3578838109970093,-1.2000378370285034,-0.28765761852264404,0.014381184242665768,-1.3673452138900757,-0.37439125776290894,-1.5941157341003418,0.5145971775054932,-0.49645811319351196,1.0,0.0,0.0
test,1.887834906578064,-1.2091727256774902,-0.8647351264953613,-1.7188102006912231,-1.0698596239089966,-0.14191412925720215,-1.6681597232818604,-0.12516388297080994,-0.4969523549079895,0.0,1.0,0.0
test,2.6805598735809326,-1.6846812963485718,-1.4946541786193848,0.15864454209804535,-1.326609492301941,-1.1587369441986084,-1.4881010055541992,2.4973208904266357,-1.3723924160003662,0.0,0.0,1.0
test,1.9856113195419312,-0.9845574498176575,-0.9437142014503479,0.07568585872650146,-1.6502946615219116,0.298047810792923,-0.5329372882843018,0.6131592392921448,-1.0868585109710693,1.0,0.0,0.0
test,1.3831706047058105,-1.8296581506729126,-0.24074728786945343,-0.3274461328983307,-1.4996939897537231,0.4355553388595581,-0.25904640555381775,1.6950383186340332,-1.377192497253418,0.0,1.0,0.0
test,1.5991922616958618,1.411637306213379,-0.9535578489303589,0.637062668800354,-1.7666866779327393,0.737288236618042,-0.5493133664131165,-0.47317373752593994,0.5769442319869995,0.0,0.0,1.0
test,1.2745076417922974,-0.9464910626411438,-1.3128052949905396,-0.24129647016525269,-1.3074437379837036,0.7613596320152283,-1.2986698150634766,0.9649912118911743,-0.5274220108985901,1.0,0.0,0.0
test,1.416033387184143,-0.04755236208438873,-0.8853599429130554,-1.4169811010360718,-1.7408300638198853,1.1913567781448364,-1.259031057357788,0.5783424377441406,0.24001160264015198,0.0,1.0,0.0
test,0.16270819306373596,-1.2292351722717285,0.7876821160316467,0.4720441997051239,-0.5675671696662903,-0.6297810673713684,-0.49008533358573914,-0.2547483444213867,-1.6791331768035889,0.0,0.0,1.0
test,1.2904798984527588,-1.6083552837371826,-0.3489002287387848,-0.07245940715074539,-1.3050109148025513,0.08808963000774384,-1.3758577108383179,0.6231786012649536,-0.36548832058906555,1.0,0.0,0.0
test,1.2931060791015625,-0.29423773288726807,0.24833959341049194,0.27476364374160767,-1.2329732179641724,0.023585684597492218,0.22470860183238983,0.783172607421875,-1.0772227048873901,0.0,1.0,0.0
test,1.808681607246399,-1.061768651008606,-1.2227396965026855,2.196345329284668,-1.7649139165878296,-0.21268989145755768,-1.0881693363189697,-0.11925143003463745,1.0240118503570557,0.0,0.0,1.0
test,1.5856926441192627,-0.8546938896179199,-0.694597601890564,-0.10373175889253616,-1.12894606590271,-0.4639178514480591,-0.8991838693618774,0.24363020062446594,-0.24893857538700104,1.0,0.0,0.0
test,1.5422205924987793,0.30217108130455017,-0.3865462839603424,-0.9810738563537598,-2.2719478607177734,1.2601690292358398,-1.014644742012024,1.0467966794967651,-0.4718121290206909,0.0,1.0,0.0
test,1.968303918838501,-1.2389856576919556,-0.35104429721832275,-2.0758514404296875,-2.290239095687866,2.0918045043945312,-0.6278122663497925,-0.0501297265291214,-0.7488172650337219,0.0,0.0,1.0
test,2.040091037750244,-0.7858193516731262,-0.6567428112030029,-0.13256990909576416,-1.1489810943603516,0.6130384206771851,-1.2940893173217773,0.35344162583351135,-0.9058509469032288,1.0,0.0,0.0
test,0.7151409983634949,-0.16538353264331818,-1.004629373550415,0.1902824491262436,-2.631746530532837,-0.6162782907485962,-2.104658603668213,0.10510392487049103,-0.6806485652923584,0.0,1.0,0.0
test,3.1076838970184326,-1.7507134675979614,-2.1494827270507812,0.38856908679008484,-0.7701261043548584,0.5923744440078735,-1.9282108545303345,-0.26826247572898865,0.4879451394081116,0.0,0.0,1.0
test,0.9489092826843262,-0.9512752890586853,-0.45670562982559204,-0.21686699986457825,-1.003103494644165,0.2314314842224121,-0.8171554207801819,0.476381778717041,-0.6836767196655273,1.0,0.0,0.0
test,2.030475378036499,-1.4507325887680054,-1.3560296297073364,-1.265547513961792,-1.3214772939682007,-0.09754732251167297,-1.6336880922317505,0.37584230303764343,-1.6999059915542603,0.0,1.0,0.0
test,0.35530608892440796,0.4240497946739197,-0.10375235229730606,0.800880491733551,-1.7398608922958374,0.4114295244216919,0.9985334277153015,0.43689072132110596,-0.567370593547821,0.0,0.0,1.0
test,1.304630994796753,-1.281582236289978,-1.234344720840454,-0.3118874430656433,-1.866210699081421,0.07572343200445175,-1.1947437524795532,0.7222536206245422,-1.2628523111343384,1.0,0.0,0.0
test,1.2644366025924683,0.11506412923336029,-1.1891728639602661,-0.10852114111185074,-1.4193278551101685,-1.203226089477539,-1.1772886514663696,0.4162100851535797,0.3319733440876007,0.0,1.0,0.0
test,1.8503975868225098,-0.7561036944389343,-0.7731403708457947,0.588653028011322,-0.3697035014629364,1.5873857736587524,-2.074753522872925,-0.09579155594110489,1.2474277019500732,0.0,0.0,1.0
test,1.3525499105453491,-0.7479088306427002,-0.539804995059967,-0.2572369873523712,-1.6282033920288086,0.3155258595943451,-1.9267438650131226,0.26242220401763916,-0.1741873025894165,1.0,0.0,0.0
test,2.010856866836548,-1.696938157081604,-1.9566547870635986,-0.7137116193771362,-1.4596129655838013,-0.42325559258461,-0.7760171890258789,0.01975269801914692,0.14168858528137207,0.0,1.0,0.0
test,0.8041293621063232,0.19826599955558777,-0.21880443394184113,1.709519863128662,-0.44405147433280945,0.848128616809845,-1.3064613342285156,0.04764586314558983,-1.6917537450790405,0.0,0.0,1.0
test,1.3527336120605469,-1.1669268608093262,-0.44646432995796204,-0.21018069982528687,-1.5933458805084229,-0.25784820318222046,-1.2793394327163696,0.3402598202228546,-1.2696956396102905,1.0,0.0,0.0
test,1.5304065942764282,-1.449493646621704,-2.219282388687134,-0.33531370759010315,-2.227219581604004,0.03544989600777626,-0.19814090430736542,1.1785837411880493,-0.5055086016654968,0.0,1.0,0.0
test,0.4203231930732727,-0.7551866173744202,0.8768171072006226,-0.007422242779284716,-0.22875171899795532,1.6509562730789185,-1.999290943145752,0.8194435238838196,-0.6499358415603638,0.0,0.0,1.0
test,1.0278096199035645,-1.5699509382247925,-0.8072391748428345,-0.26919877529144287,-1.7254992723464966,-0.31548330187797546,-1.1159480810165405,0.5307923555374146,-0.34017214179039,1.0,0.0,0.0
test,0.9885935187339783,-1.67437744140625,-0.9976636171340942,-0.7309553623199463,-1.8596549034118652,-0.6876558661460876,-1.4471882581710815,1.0802433490753174,0.7164818048477173,0.0,1.0,0.0
test,0.8096908926963806,0.10552297532558441,0.233758807182312,-0.12543192505836487,0.27103185653686523,0.2496648132801056,-0.7358425259590149,0.3656464219093323,-2.1434829235076904,0.0,0.0,1.0
test,1.5075703859329224,-0.5222135186195374,-0.6073601841926575,-0.887712299823761,-1.8030104637145996,0.34698882699012756,-1.1103956699371338,0.9879927635192871,-0.2439887970685959,1.0,0.0,0.0
test,1.2935446500778198,-1.3926457166671753,-1.8447251319885254,0.1102408915758133,-2.1902999877929688,-0.6651399731636047,-2.329867124557495,0.9049879312515259,-0.5781261324882507,0.0,1.0,0.0
test,-0.11194940656423569,-1.6221410036087036,0.625108540058136,-1.8391395807266235,-2.5501410961151123,-0.34301748871803284,-1.178149700164795,0.41369175910949707,-0.6333937048912048,0.0,0.0,1.0
test,1.7944896221160889,-1.0419896841049194,-0.7041295170783997,-0.13259664177894592,-1.33315110206604,0.36915403604507446,-1.7882717847824097,0.10463790595531464,-0.8027330636978149,1.0,0.0,0.0
test,0.5723737478256226,-0.7072811722755432,-1.6951992511749268,-0.011742997914552689,-1.1943976879119873,-1.001560091972351,-1.6730713844299316,0.17901167273521423,-0.1274530291557312,0.0,1.0,0.0
test,2.580920457839966,-0.06771162152290344,0.7761699557304382,0.9400133490562439,-0.7287861704826355,-0.9833576083183289,-2.1054763793945312,0.6313078999519348,0.06308674812316895,0.0,0.0,1.0
test,1.669772982597351,-0.5515217781066895,-0.31207096576690674,-0.31474804878234863,-1.6210412979125977,-0.24783389270305634,-1.5167468786239624,0.8467000722885132,-1.0351688861846924,1.0,0.0,0.0
test,1.1762412786483765,-1.4511632919311523,0.5365126729011536,0.9022982120513916,-1.5514037609100342,-0.3516591489315033,-1.763504981994629,0.8195209503173828,-0.6585489511489868,0.0,1.0,0.0
test,2.064892292022705,-0.5553339719772339,0.536307156085968,-0.16066715121269226,-2.9242501258850098,2.0733377933502197,-2.2490134239196777,0.42598485946655273,-1.2140990495681763,0.0,0.0,1.0
test,0.8541472554206848,-1.2572081089019775,-0.7525585889816284,0.04622957482933998,-1.5418226718902588,0.24885788559913635,-1.5882625579833984,0.4024217128753662,-0.9406922459602356,1.0,0.0,0.0
test,1.4648147821426392,-0.3042812645435333,-1.240172028541565,0.14734603464603424,-0.5784635543823242,0.6710622310638428,-2.156437397003174,0.16931097209453583,-1.3857992887496948,0.0,1.0,0.0
test,2.9872167110443115,0.045072272419929504,-1.4816752672195435,-0.7037949562072754,-1.862236499786377,1.4450401067733765,-2.1849613189697266,0.18965299427509308,0.9282527565956116,0.0,0.0,1.0
test,2.2763164043426514,-0.8827227354049683,-0.5316555500030518,0.09677932411432266,-1.384747862815857,0.06613539159297943,-1.4595683813095093,0.3382391631603241,-0.5317261815071106,1.0,0.0,0.0
test,1.221757173538208,-1.4579817056655884,-1.7113183736801147,0.6561586260795593,-2.9265966415405273,-0.42750614881515503,-0.9998168349266052,0.5886561274528503,-0.9119583964347839,0.0,1.0,0.0
test,1.1766905784606934,-0.9820684194564819,-0.5894160866737366,0.7539798617362976,0.43525436520576477,-1.3455458879470825,-1.7010691165924072,-0.2911180853843689,-0.9566314816474915,0.0,0.0,1.0
test,1.6569147109985352,-1.2908326387405396,-0.9001988768577576,0.284556120634079,-1.186670184135437,0.4431224465370178,-1.5745705366134644,0.8964497447013855,-0.5509344339370728,1.0,0.0,0.0
