split,feature_0,feature_1,class_0,class_1,class_2
test,-0.163843035697937,-1.3807755708694458,1.0,0.0,0.0
test,-1.2512191534042358,1.0574169158935547,0.0,1.0,0.0
test,-1.7898844480514526,-3.842620372772217,0.0,0.0,1.0
test,-1.6351571083068848,-0.11652855575084686,1.0,0.0,0.0
test,-3.04368257522583,-1.1730191707611084,0.0,1.0,0.0
test,-2.9726150035858154,1.3764508962631226,0.0,0.0,1.0
test,-0.9140118360519409,0.05632537975907326,1.0,0.0,0.0
test,0.5586791634559631,0.24404601752758026,0.0,1.0,0.0
test,-1.4743839502334595,-3.904217004776001,0.0,0.0,1.0
test,-0.46687638759613037,-0.12673668563365936,1.0,0.0,0.0
test,-0.16367430984973907,0.8556126952171326,0.0,1.0,0.0
test,-3.59464955329895,-2.535099506378174,0.0,0.0,1.0
test,-0.08689149469137192,-0.6950411200523376,1.0,0.0,0.0
test,-2.938161849975586,-0.25103670358657837,0.0,1.0,0.0
test,1.9181396961212158,-0.5564783215522766,0.0,0.0,1.0
test,-1.9634941816329956,-1.3578280210494995,1.0,0.0,0.0
test,-1.9655441045761108,0.8490524888038635,0.0,1.0,0.0
test,0.5256382822990417,1.614652395248413,0.0,0.0,1.0
test,-0.09409153461456299,-0.6673969030380249,1.0,0.0,0.0
test,-2.556396245956421,0.3915761411190033,0.0,1.0,0.0
test,-3.244511604309082,1.1209380626678467,0.0,0.0,1.0
test,-1.7931028604507446,-0.255165159702301,1.0,0.0,0.0
test,0.1386343389749527,0.6691995859146118,0.0,1.0,0.0
test,0.7264488935470581,1.4782665967941284,0.0,0.0,1.0
test,-2.021510124206543,-0.6651769280433655,1.0,0.0,0.0
test,-1.0880649089813232,1.0665373802185059,0.0,1.0,0.0
test,-1.7530282735824585,-3.8516430854797363,0.0,0.0,1.0
test,-0.32537248730659485,-0.2527250647544861,1.0,0.0,0.0
test,-3.001096248626709,-1.4073665142059326,0.0,1.0,0.0
test,1.9209245443344116,-0.5791718363761902,0.0,0.0,1.0
test,-1.4909242391586304,-1.8347206115722656,1.0,0.0,0.0
test,0.3603155314922333,0.4767524302005768,0.0,1.0,0.0
test,-3.8196187019348145,0.23896510899066925,0.0,0.0,1.0
test,-1.9215495586395264,-0.42878878116607666,1.0,0.0,0.0
test,0.9396447539329529,-1.0280152559280396,0.0,1.0,0.0
test,0.9168300032615662,1.3249952793121338,0.0,0.0,1.0
test,-1.7141664028167725,-1.6879487037658691,1.0,0.0,0.0
test,-0.6338393688201904,-2.88771915435791,0.0,1.0,0.0
test,1.2405612468719482,-2.8609619140625,0.0,0.0,1.0
test,-1.451277732849121,-0.01377221941947937,1.0,0.0,0.0
test,0.9055648446083069,-0.553781270980835,0.0,1.0,0.0
test,1.8244363069534302,-0.10201247781515121,0.0,0.0,1.0
test,-1.5096845626831055,-0.0410056971013546,1.0,0.0,0.0
test,-2.5089499950408936,-2.309849500656128,0.0,1.0,0.0
test,-2.1847639083862305,1.847165822982788,0.0,0.0,1.0
test,-1.4669437408447266,-0.02063014917075634,1.0,0.0,0.0
test,0.7264633178710938,-0.03029635176062584,0.0,1.0,0.0
test,-4.055210590362549,-0.8014166951179504,0.0,0.0,1.0
test,-0.0963829755783081,-1.2072534561157227,1.0,0.0,0.0
test,0.9225156903266907,-0.6555182337760925,0.0,1.0,0.0
test,0.28585895895957947,-3.6153552532196045,0.0,0.0,1.0
test,-1.3915780782699585,0.009522545151412487,1.0,0.0,0.0
test,-0.42874595522880554,0.965156614780426,0.0,1.0,0.0
test,-0.42108193039894104,-3.8648242950439453,0.0,0.0,1.0
test,-0.6870031356811523,-0.00464742723852396,1.0,0.0,0.0
test,-2.0981974601745605,0.7750399708747864,0.0,1.0,0.0
test,1.9376369714736938,-1.0929577350616455,0.0,0.0,1.0
test,-1.062847375869751,0.06675051152706146,1.0,0.0,0.0
test,-0.9854231476783752,-2.9319169521331787,0.0,1.0,0.0
test,-2.7331130504608154,-3.4220852851867676,0.0,0.0,1.0
test,-1.7507743835449219,-0.21197986602783203,1.0,0.0,0.0
test,0.8723406791687012,-0.4103934168815613,0.0,1.0,0.0
test,-1.5406166315078735,-3.894181728363037,0.0,0.0,1.0
test,-1.2059227228164673,-1.9222533702850342,1.0,0.0,0.0
test,0.940946102142334,-0.8717447519302368,0.0,1.0,0.0
test,-0.021872512996196747,1.8821152448654175,0.0,0.0,1.0
test,-2.0536606311798096,-0.8390284776687622,1.0,0.0,0.0
test,0.6834831833839417,0.05005160719156265,0.0,1.0,0.0
test,1.3366844654083252,0.8736839294433594,0.0,0.0,1.0
test,-2.0576910972595215,-0.9043534994125366,1.0,0.0,0.0
test,-1.702667474746704,0.9600508213043213,0.0,1.0,0.0
test,0.852073073387146,1.380029320716858,0.0,0.0,1.0
test,-1.3454334735870361,-1.8910713195800781,1.0,0.0,0.0
test,-0.9642751216888428,1.0645593404769897,0.0,1.0,0.0
test,1.6796393394470215,0.29343917965888977,0.0,0.0,1.0
test,-0.1030842587351799,-1.229766607284546,1.0,0.0,0.0
test,0.34891071915626526,0.48813340067863464,0.0,1.0,0.0
test,-0.8983692526817322,-3.9289824962615967,0.0,0.0,1.0
test,-0.9137976169586182,-1.9227707386016846,1.0,0.0,0.0
test,0.8756186366081238,-0.42265039682388306,0.0,1.0,0.0
test,1.5723912715911865,-2.375622272491455,0.0,0.0,1.0
test,-2.0579185485839844,-0.9137624502182007,1.0,0.0,0.0
test,-2.066645860671997,0.7938553094863892,0.0,1.0,0.0
test,1.7801965475082397,-1.9048479795455933,0.0,0.0,1.0
test,-1.5734471082687378,-1.7902247905731201,1.0,0.0,0.0
test,-2.482866048812866,-2.3368282318115234,0.0,1.0,0.0
test,-2.5111300945281982,1.6914002895355225,0.0,0.0,1.0
test,-1.0981780290603638,-1.932435154914856,1.0,0.0,0.0
test,-0.5719023942947388,-2.873239278793335,0.0,1.0,0.0
test,-1.297023057937622,-3.9237098693847656,0.0,0.0,1.0
test,-2.037856340408325,-0.7330036163330078,1.0,0.0,0.0
test,-2.9837708473205566,-0.3930310308933258,0.0,1.0,0.0
test,1.2068564891815186,1.0339765548706055,0.0,0.0,1.0
test,-0.23155881464481354,-0.37037423253059387,1.0,0.0,0.0
test,-2.497251033782959,-2.322075366973877,0.0,1.0,0.0
test,0.29124051332473755,1.7461754083633423,0.0,0.0,1.0
test,-1.3463927507400513,-1.8907830715179443,1.0,0.0,0.0
test,-1.5573971271514893,-2.869913339614868,0.0,1.0,0.0
test,-4.026844501495361,-1.3652170896530151,0.0,0.0,1.0
test,-0.8264281153678894,-1.906030297279358,1.0,0.0,0.0
test,-2.3263814449310303,-2.479680299758911,0.0,1.0,0.0
test,-4.037455081939697,-0.5818232297897339,0.0,0.0,1.0
test,-0.23495805263519287,-1.5010617971420288,1.0,0.0,0.0
test,-2.9431843757629395,-1.6014362573623657,0.0,1.0,0.0
test,-3.948495388031006,-1.7367695569992065,0.0,0.0,1.0
test,-1.8126862049102783,-0.2770276963710785,1.0,0.0,0.0
test,0.2641174793243408,0.5673345923423767,0.0,1.0,0.0
test,-0.40433651208877563,1.9946589469909668,0.0,0.0,1.0
test,-1.850510597229004,-1.5432370901107788,1.0,0.0,0.0
test,0.8189413547515869,-0.24281489849090576,0.0,1.0,0.0
test,1.8636412620544434,-0.25251856446266174,0.0,0.0,1.0
test,-0.14682546257972717,-1.3450192213058472,1.0,0.0,0.0
test,-0.6596196889877319,-2.8931379318237305,0.0,1.0,0.0
test,-1.6773544549942017,2.002155065536499,0.0,0.0,1.0
test,-2.0524590015411377,-1.0393835306167603,1.0,0.0,0.0
test,0.7639002203941345,-0.10844447463750839,0.0,1.0,0.0
test,-3.6403045654296875,0.5939366221427917,0.0,0.0,1.0
test,-1.8343077898025513,-1.5637255907058716,1.0,0.0,0.0
test,-2.864982843399048,-0.07579775154590607,0.0,1.0,0.0
test,1.5488536357879639,-2.417741298675537,0.0,0.0,1.0
test,-0.22173380851745605,-1.4813966751098633,1.0,0.0,0.0
test,-2.6451547145843506,-2.1503183841705322,0.0,1.0,0.0
test,0.7703219652175903,1.4451735019683838,0.0,0.0,1.0
test,-1.209865927696228,0.05517948046326637,1.0,0.0,0.0
test,0.6496532559394836,-1.9741755723953247,0.0,1.0,0.0
test,-1.4246487617492676,-3.910762071609497,0.0,0.0,1.0
test,-1.8195217847824097,-0.284971684217453,1.0,0.0,0.0
test,0.5390731692314148,-2.1369869709014893,0.0,1.0,0.0
test,-3.9953577518463135,-0.32285651564598083,0.0,0.0,1.0
test,-2.0336055755615234,-0.7132262587547302,1.0,0.0,0.0
test,-2.765869617462158,-1.974176049232483,0.0,1.0,0.0
test,1.7204827070236206,-2.0643579959869385,0.0,0.0,1.0
test,-0.7141808867454529,-1.8722344636917114,1.0,0.0,0.0
test,0.6303526759147644,0.1387222707271576,0.0,1.0,0.0
test,-0.6957015991210938,2.0447914600372314,0.0,0.0,1.0
test,-0.6445761322975159,-0.022748775780200958,1.0,0.0,0.0
test,-0.14631371200084686,0.8468264937400818,0.0,1.0,0.0
test,-1.365067720413208,2.051016330718994,0.0,0.0,1.0
test,-0.07353626936674118,-0.7582586407661438,1.0,0.0,0.0
test,-0.8016529083251953,1.0502512454986572,0.0,1.0,0.0
test,-0.8323244452476501,2.058253288269043,0.0,0.0,1.0
test,-1.9334393739700317,-1.416762351989746,1.0,0.0,0.0
test,-2.6063272953033447,-2.1993417739868164,0.0,1.0,0.0
test,1.0834425687789917,1.1676567792892456,0.0,0.0,1.0
test,-0.7843137979507446,-1.895026445388794,1.0,0.0,0.0
test,0.7831171751022339,-0.15228451788425446,0.0,1.0,0.0
test,-2.8675155639648438,1.4596774578094482,0.0,0.0,1.0
test,-0.9006689786911011,0.05429039150476456,1.0,0.0,0.0
test,-2.2162482738494873,0.6973174214363098,0.0,1.0,0.0
test,0.8735852241516113,1.3620961904525757,0.0,0.0,1.0
test,-2.0531764030456543,-0.8340445160865784,1.0,0.0,0.0
test,-1.0820016860961914,-2.9330954551696777,0.0,1.0,0.0
test,0.9851466417312622,-3.1298513412475586,0.0,0.0,1.0
test,-2.052980661392212,-0.8320990204811096,1.0,0.0,0.0
test,0.4885318875312805,-2.2012698650360107,0.0,1.0,0.0
test,-3.007765769958496,1.3468573093414307,0.0,0.0,1.0
test,-0.30395960807800293,-1.5899419784545898,1.0,0.0,0.0
test,-2.374337911605835,-2.439073324203491,0.0,1.0,0.0
test,-1.7002875804901123,1.9972234964370728,0.0,0.0,1.0
test,-1.0674608945846558,0.06671800464391708,1.0,0.0,0.0
test,-2.270022392272949,-2.524233102798462,0.0,1.0,0.0
test,-2.5652456283569336,1.6607041358947754,0.0,0.0,1.0
test,-1.4119219779968262,-1.8685542345046997,1.0,0.0,0.0
test,0.9380466938018799,-1.0571942329406738,0.0,1.0,0.0
test,0.9201206564903259,-3.1885898113250732,0.0,0.0,1.0
test,-1.5467147827148438,-0.060733966529369354,1.0,0.0,0.0
test,0.47343066334724426,-2.219468593597412,0.0,1.0,0.0
test,-1.287658452987671,2.057966709136963,0.0,0.0,1.0
test,-1.856764554977417,-0.33145079016685486,1.0,0.0,0.0
test,-1.5565587282180786,-2.870129346847534,0.0,1.0,0.0
test,-1.8693604469299316,1.954991340637207,0.0,0.0,1.0
test,-1.8348181247711182,-1.5630968809127808,1.0,0.0,0.0
test,-2.6945834159851074,0.21652235090732574,0.0,1.0,0.0
test,-3.9716122150421143,-1.6484272480010986,0.0,0.0,1.0
test,-2.0211925506591797,-0.6640376448631287,1.0,0.0,0.0
test,-1.5687613487243652,1.0004714727401733,0.0,1.0,0.0
test,0.7258959412574768,-3.3451521396636963,0.0,0.0,1.0
test,-0.06861562281847,-1.077821135520935,1.0,0.0,0.0
test,-1.7511701583862305,0.9428388476371765,0.0,1.0,0.0
test,-1.4566148519515991,2.0401759147644043,0.0,0.0,1.0
test,-1.9861297607421875,-1.305765151977539,1.0,0.0,0.0
test,0.3664295971393585,0.4705750048160553,0.0,1.0,0.0
test,-2.8689048290252686,-3.3251028060913086,0.0,0.0,1.0
test,-0.36623039841651917,-0.211223766207695,1.0,0.0,0.0
test,-2.1681759357452393,0.7304173707962036,0.0,1.0,0.0
test,-1.7775213718414307,1.9792253971099854,0.0,0.0,1.0
test,-0.27630144357681274,-1.5567588806152344,1.0,0.0,0.0
test,-1.8519446849822998,-2.7689461708068848,0.0,1.0,0.0
test,0.904444694519043,-3.2022438049316406,0.0,0.0,1.0
test,-1.7843079566955566,-0.2457544356584549,1.0,0.0,0.0
test,0.791160523891449,-0.17152656614780426,0.0,1.0,0.0
test,1.8311488628387451,-1.7408230304718018,0.0,0.0,1.0
test,-0.5809018611907959,-1.812029480934143,1.0,0.0,0.0
test,-1.3991906642913818,1.037462830543518,0.0,1.0,0.0
test,0.8415260314941406,-3.2551748752593994,0.0,0.0,1.0
test,-0.465066522359848,-1.7384099960327148,1.0,0.0,0.0
test,-0.1483025848865509,0.8478438258171082,0.0,1.0,0.0
test,1.7801083326339722,0.038629233837127686,0.0,0.0,1.0
test,-1.9674034118652344,-0.517086386680603,1.0,0.0,0.0
test,0.6859089732170105,-1.9122191667556763,0.0,1.0,0.0
test,-4.053201675415039,-0.7617266178131104,0.0,0.0,1.0
test,-0.15332567691802979,-0.5073646306991577,1.0,0.0,0.0
test,0.4342247545719147,-2.264756917953491,0.0,1.0,0.0
test,0.6363235116004944,-3.408900022506714,0.0,0.0,1.0
test,-0.3901069462299347,-1.6773983240127563,1.0,0.0,0.0
test,-2.543806314468384,-2.2721564769744873,0.0,1.0,0.0
test,0.8590465784072876,1.374253273010254,0.0,0.0,1.0
test,-0.15062732994556427,-0.5131451487541199,1.0,0.0,0.0
test,-2.7439703941345215,0.1428050398826599,0.0,1.0,0.0
test,-3.908133029937744,-1.8699126243591309,0.0,0.0,1.0
test,-0.08090908825397491,-1.1455626487731934,1.0,0.0,0.0
test,0.5469548106193542,-2.126457691192627,0.0,1.0,0.0
test,-3.9619252681732178,-0.179682195186615,0.0,0.0,1.0
test,-0.07379935681819916,-1.1096917390823364,1.0,0.0,0.0
test,-1.808709979057312,-2.7870442867279053,0.0,1.0,0.0
test,-0.12857358157634735,1.9191230535507202,0.0,0.0,1.0
test,-1.7239606380462646,-1.6793217658996582,1.0,0.0,0.0
test,0.6552303433418274,0.09849359095096588,0.0,1.0,0.0
test,-3.6139979362487793,-2.5040433406829834,0.0,0.0,1.0
test,-0.7357423305511475,0.013376855291426182,1.0,0.0,0.0
test,0.9179956912994385,-0.6249966025352478,0.0,1.0,0.0
test,-1.29092276096344,2.0577142238616943,0.0,0.0,1.0
test,-1.615624189376831,-0.10307195782661438,1.0,0.0,0.0
test,-0.8903271555900574,-2.9261882305145264,0.0,1.0,0.0
test,-0.9358291029930115,2.0642685890197754,0.0,0.0,1.0
test,-1.6507303714752197,-0.12775760889053345,1.0,0.0,0.0
test,-1.912946343421936,0.8748690485954285,0.0,1.0,0.0
test,-0.35327908396720886,-3.8492655754089355,0.0,0.0,1.0
test,-0.06719130277633667,-1.0677130222320557,1.0,0.0,0.0
test,0.26185154914855957,0.5693281888961792,0.0,1.0,0.0
test,1.306681513786316,-2.779252529144287,0.0,0.0,1.0
test,-1.5532751083374023,-0.06444031000137329,1.0,0.0,0.0
test,0.13212895393371582,-2.5405139923095703,0.0,1.0,0.0
test,-2.6840245723724365,1.5879511833190918,0.0,0.0,1.0
test,-1.02326500415802,0.06615452468395233,1.0,0.0,0.0
test,0.9167616367340088,-1.249290108680725,0.0,1.0,0.0
test,1.0563477277755737,1.194924235343933,0.0,0.0,1.0
test,-1.6732298135757446,-0.1448059231042862,1.0,0.0,0.0
test,-0.6733376383781433,1.0294007062911987,0.0,1.0,0.0
test,1.7886345386505127,-1.8798398971557617,0.0,0.0,1.0
test,-0.11020733416080475,-1.2518033981323242,1.0,0.0,0.0
test,-0.6184005737304688,1.0178273916244507,0.0,1.0,0.0
test,0.45378389954566956,1.657935619354248,0.0,0.0,1.0
test,-0.952617883682251,-1.9276585578918457,1.0,0.0,0.0
test,-0.12078917771577835,0.833519458770752,0.0,1.0,0.0
test,-0.34115737676620483,1.9798325300216675,0.0,0.0,1.0
test,-1.92328679561615,-0.4317741394042969,1.0,0.0,0.0
test,-0.42620840668678284,0.9643134474754333,0.0,1.0,0.0
test,0.027475815266370773,1.863457441329956,0.0,0.0,1.0
test,-0.39406225085258484,-0.1855466067790985,1.0,0.0,0.0
test,-1.5643762350082397,-2.868100643157959,0.0,1.0,0.0
test,-2.1909427642822266,-3.7111306190490723,0.0,0.0,1.0
test,-2.0381860733032227,-1.1318520307540894,1.0,0.0,0.0
test,-0.7365133166313171,-2.9072132110595703,0.0,1.0,0.0
test,-2.473140239715576,-3.578552007675171,0.0,0.0,1.0
test,-0.5475299954414368,-0.07340703159570694,1.0,0.0,0.0
test,-2.822840690612793,0.007888523861765862,0.0,1.0,0.0
test,-2.5505189895629883,-3.5356812477111816,0.0,0.0,1.0
test,-2.0279524326324463,-0.6895118951797485,1.0,0.0,0.0
test,-0.5274482369422913,-2.86155366897583,0.0,1.0,0.0
test,1.637118935585022,0.38424041867256165,0.0,0.0,1.0
origin,-1.0581083251392545,-0.9332382626802034,,,
