split,feature_0,feature_1,feature_2,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
val,-4.290393829345703,0.9823420643806458,-3.3515326976776123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,4.097142696380615,4.626349925994873,1.33586585521698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-0.2969828248023987,0.5070605874061584,-6.338116645812988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.8962464928627014,0.3771979510784149,-7.385356426239014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-5.596474647521973,3.168490171432495,-7.295538425445557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,5.345762252807617,-2.8676116466522217,-5.39080286026001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.9540132880210876,1.5072364807128906,-0.4159174859523773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.4045642614364624,0.5846433043479919,-0.7912859320640564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.11184784024953842,4.628493785858154,0.2481713593006134,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.565256357192993,1.9414379596710205,-0.9144618511199951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-3.502847671508789,1.6920088529586792,-3.9717369079589844,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-4.1984052658081055,-3.241694688796997,0.046382736414670944,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,3.5362493991851807,3.4955501556396484,5.375451564788818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-3.700512647628784,-1.9177680015563965,7.003211975097656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.0512051582336426,0.94109708070755,-8.203027725219727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-5.328030586242676,10.738046646118164,2.7807047367095947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.215114951133728,1.1021857261657715,1.0090526342391968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-3.0169882774353027,1.1911815404891968,0.11144938319921494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.9543986320495605,3.9966940879821777,0.8292433023452759,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.9315896034240723,-1.1748363971710205,-1.36212956905365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.242711067199707,1.9847549200057983,2.763482093811035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-4.495265007019043,5.4033894538879395,-3.158360719680786,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.221034526824951,-3.365509033203125,4.910952091217041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.3540537357330322,7.75475549697876,4.645281791687012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-6.141141414642334,4.783956527709961,7.412630081176758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-8.74094009399414,6.001585960388184,-4.690574645996094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-0.9002811312675476,2.7912957668304443,0.8816033005714417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.098116397857666,2.51332950592041,-1.2310017347335815,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.8802212476730347,1.118752121925354,2.465113401412964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.2492334842681885,3.9696333408355713,0.34004878997802734,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-5.263576507568359,3.694880247116089,2.7646913528442383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-0.2599484324455261,1.7500889301300049,-5.468263626098633,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,4.792003631591797,2.716766119003296,4.001674175262451,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-0.999566376209259,-5.8094801902771,-1.5406337976455688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-6.5963335037231445,9.040433883666992,-0.6898856163024902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-4.388632297515869,-6.008235931396484,-4.710453510284424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.5838245153427124,1.0354905128479004,0.26113831996917725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.9456725120544434,2.866933584213257,0.21416810154914856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.2432609796524048,2.527744770050049,3.396329164505005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.0973319560289383,4.761761665344238,2.9748666286468506,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.3292299807071686,-2.827760934829712,0.4700286388397217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.313082695007324,-1.967041254043579,-3.5787103176116943,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,0.16885994374752045,6.818940162658691,-4.370378494262695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-6.389625072479248,-1.7118803262710571,5.323371410369873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.4793444871902466,9.365599632263184,-3.862198829650879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.2294974327087402,7.264378547668457,7.669912338256836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.08159339427948,1.4968845844268799,1.347954511642456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.14779169857501984,0.7059277296066284,-0.376319020986557,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.2250757217407227,3.0395545959472656,3.0470573902130127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.354840278625488,2.1700968742370605,2.8942337036132812,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.325200080871582,-1.2012399435043335,-3.2698864936828613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.0279088020324707,4.033382415771484,5.062918186187744,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.483275413513184,-0.9474892020225525,4.019751071929932,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-8.72111701965332,2.01077938079834,3.1608686447143555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.0580854415893555,-2.977107524871826,6.685079097747803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,8.249176979064941,-1.3254687786102295,-0.014188693836331367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.180769920349121,1.9346201419830322,0.6097456812858582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.205219030380249,3.255462646484375,1.565438985824585,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.495953321456909,1.4137412309646606,-2.195462703704834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.5650148391723633,5.202338695526123,-1.399078130722046,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.1925179958343506,3.8172590732574463,-2.7059662342071533,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.6714481711387634,6.221119403839111,-3.710292339324951,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.471499443054199,5.280970096588135,4.462128162384033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.9323740005493164,-4.431728363037109,4.976816177368164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-1.9189382791519165,-1.080091118812561,8.904694557189941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.312039852142334,-3.919285774230957,6.742386341094971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9124010801315308,2.448744773864746,0.9228459596633911,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.078808069229126,1.891417384147644,1.1196879148483276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.980514645576477,-0.09164208173751831,0.043485917150974274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7326010465621948,5.239690780639648,2.662074565887451,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.4923991858959198,5.23650598526001,3.8115618228912354,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,4.322978973388672,-0.2542192339897156,-0.4301053583621979,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.437775611877441,-1.1781994104385376,3.2138478755950928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.3231916427612305,7.729137897491455,0.5093648433685303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.8579626679420471,-3.7813899517059326,-6.4875168800354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-0.8069283366203308,-6.447035789489746,5.895871162414551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.073805809020996,1.2315833568572998,-0.24488641321659088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.968869924545288,2.6352479457855225,-0.1396878957748413,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.038022041320801,1.9133179187774658,-2.4224421977996826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.185654878616333,-1.744185209274292,-0.7597370743751526,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.383179187774658,3.200491189956665,-2.8016550540924072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-6.25901985168457,4.7535223960876465,-1.0893726348876953,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.492688179016113,6.856284141540527,2.9640066623687744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.4621074199676514,9.33464527130127,3.218761920928955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,4.955123424530029,-1.8212953805923462,-4.938072681427002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-4.984900951385498,10.454078674316406,-3.155709981918335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.23676535487174988,2.139817953109741,0.24548962712287903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.9695751667022705,2.32886004447937,-0.3732280731201172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7989081144332886,1.562554121017456,-1.756533145904541,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.466543436050415,1.754348874092102,2.061372756958008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.408764839172363,5.763308525085449,0.48011061549186707,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.157493829727173,5.370884895324707,2.751676321029663,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.5409398078918457,2.664776086807251,-4.649016857147217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,5.257037162780762,-0.5518119931221008,-3.571140766143799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.553072214126587,0.7517486810684204,-7.099079608917236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.984130859375,3.3567748069763184,8.483207702636719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.6674153804779053,1.1207468509674072,0.7900663018226624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.560901165008545,3.6357414722442627,1.4417033195495605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.4484865963459015,0.8155466318130493,-1.7920844554901123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.3815996646881104,0.7122361660003662,3.572563409805298,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.623341083526611,-0.655247151851654,-2.097771406173706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.111569881439209,-3.8754851818084717,1.636687159538269,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-6.648177146911621,4.898723125457764,-2.777299642562866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.6711921691894531,-5.509280681610107,-1.8044276237487793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.709890842437744,-5.9311699867248535,2.429187774658203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-10.784307479858398,4.666360855102539,1.1907970905303955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.7014864683151245,1.5625219345092773,1.2320497035980225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7075311541557312,1.7834588289260864,-0.14928849041461945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.5785091519355774,4.190563201904297,-0.4245518445968628,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-4.309690475463867,4.414554595947266,0.8245164752006531,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.01240084320306778,6.749446392059326,-0.1981377750635147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.1261448860168457,6.632989883422852,4.069392204284668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-3.700392961502075,-3.6523380279541016,3.8460915088653564,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.9888759851455688,8.956216812133789,2.5959692001342773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.06698369979858398,-1.7150681018829346,-7.693324565887451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,5.318328380584717,1.5809115171432495,-7.125744342803955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.3033045530319214,1.225895643234253,1.1523112058639526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.1952993869781494,2.729954719543457,-1.0812102556228638,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.7122936248779297,1.5425186157226562,-2.1007931232452393,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9116488695144653,5.266201496124268,2.550183057785034,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.945124387741089,6.1660051345825195,2.4627151489257812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.304503440856934,3.7153730392456055,-3.5344550609588623,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,4.141543388366699,-0.6669936180114746,-3.255680561065674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.8190267086029053,-4.20355224609375,-2.741712808609009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-6.862761974334717,5.931384563446045,6.18991231918335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-9.6619291305542,5.724523544311523,-3.273833751678467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.032111883163452,1.3978878259658813,0.37293288111686707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.0843493938446045,1.8198738098144531,-0.18308411538600922,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8544119000434875,3.202718734741211,-1.3335739374160767,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.8432700634002686,-0.18275892734527588,-1.6629472970962524,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.717604637145996,1.008623480796814,0.6321204900741577,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-5.408432960510254,5.192286968231201,-2.304028272628784,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.8701003789901733,-0.9261957406997681,-5.896633625030518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.4384525418281555,6.778294086456299,-5.8665385246276855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.10986430197954178,6.718048572540283,8.002412796020508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.7042808532714844,11.670891761779785,-0.8142902851104736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-2.1183106899261475,2.2346577644348145,0.6869593262672424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
