split,feature_0,feature_1,feature_2,class_0,class_1
test,1.4662202596664429,0.10727434605360031,-4.041749477386475,0.0,1.0
test,0.6214296221733093,-1.1675926446914673,-1.8561406135559082,1.0,0.0
test,-0.48141220211982727,-1.4174631834030151,-3.8239834308624268,0.0,1.0
test,1.0196876525878906,0.14274930953979492,-3.032038450241089,1.0,0.0
test,-0.13998520374298096,1.2080142498016357,-1.2759908437728882,0.0,1.0
test,-0.45162227749824524,-0.0221586674451828,-2.043351173400879,1.0,0.0
test,2.401909589767456,-0.12534432113170624,-2.1936426162719727,0.0,1.0
test,1.0561009645462036,1.7604834283702075e-05,-1.7040083408355713,1.0,0.0
test,-1.1580986976623535,-0.8069606423377991,-3.5299453735351562,0.0,1.0
test,-0.4040065109729767,-0.4745165705680847,-1.8511829376220703,1.0,0.0
test,-1.257632851600647,-0.41201475262641907,-1.316969871520996,0.0,1.0
test,0.6783074140548706,0.30618950724601746,-3.1077592372894287,1.0,0.0
test,1.772399663925171,0.8835706114768982,-1.5816009044647217,0.0,1.0
test,0.3666904866695404,-1.3356926441192627,-2.550830364227295,1.0,0.0
test,-1.3676191568374634,0.21567058563232422,-3.080303192138672,0.0,1.0
test,-0.02628925070166588,-0.7632432579994202,-1.6057528257369995,1.0,0.0
test,1.7542933225631714,0.7461242079734802,-3.412545919418335,0.0,1.0
test,0.11417640000581741,-1.0050125122070312,-3.084651470184326,1.0,0.0
test,1.8362054824829102,0.9294683337211609,-3.006883382797241,0.0,1.0
test,0.024583565071225166,-0.9446236491203308,-1.6996790170669556,1.0,0.0
test,0.9398307204246521,-2.1049795150756836,-1.588509440422058,0.0,1.0
test,1.1888138055801392,-0.02260475419461727,-2.9528567790985107,1.0,0.0
test,-0.9650954604148865,-1.6283271312713623,-1.7389229536056519,0.0,1.0
test,0.13815858960151672,-0.5731111168861389,-3.3279683589935303,1.0,0.0
test,0.17656944692134857,1.6256431341171265,-2.2026357650756836,0.0,1.0
test,-0.09149881452322006,0.13959448039531708,-3.09946608543396,1.0,0.0
test,0.24011997878551483,-2.0777971744537354,-1.4072468280792236,0.0,1.0
test,0.7954716086387634,-0.5386748909950256,-1.4871366024017334,1.0,0.0
test,0.13568007946014404,1.3319189548492432,-3.4402503967285156,0.0,1.0
test,1.3712443113327026,-0.28969529271125793,-2.7139554023742676,1.0,0.0
test,2.3151891231536865,-0.8809233903884888,-2.0167219638824463,0.0,1.0
test,-0.2588147819042206,0.008779047057032585,-1.760608196258545,1.0,0.0
test,1.1172246932983398,-0.8786119818687439,-4.196600437164307,0.0,1.0
test,-0.279468834400177,0.3261048197746277,-2.1782662868499756,1.0,0.0
test,-0.865044355392456,-0.34565481543540955,-0.868008553981781,0.0,1.0
test,0.7149993777275085,-1.090742826461792,-3.0016114711761475,1.0,0.0
test,2.086146354675293,-0.46898725628852844,-3.503628730773926,0.0,1.0
test,-0.3199138045310974,-0.7087332606315613,-1.8341484069824219,1.0,0.0
test,-0.9697310924530029,0.8721024990081787,-1.6460940837860107,0.0,1.0
test,-0.11455311626195908,-0.07622631639242172,-3.192929267883301,1.0,0.0
test,-1.0252739191055298,1.0103594064712524,-2.6158361434936523,0.0,1.0
test,-0.5197444558143616,-0.4435458481311798,-2.082059860229492,1.0,0.0
test,0.35929548740386963,1.649521827697754,-2.3918657302856445,0.0,1.0
test,1.4211238622665405,-0.29326024651527405,-2.462261915206909,1.0,0.0
test,1.5013831853866577,0.9457354545593262,-3.4752142429351807,0.0,1.0
test,1.1091598272323608,0.3499819338321686,-2.1899936199188232,1.0,0.0
test,1.486723780632019,-0.27830061316490173,-4.089784145355225,0.0,1.0
test,1.024080514907837,0.4491174817085266,-2.338785409927368,1.0,0.0
test,-1.2990714311599731,-1.262359380722046,-2.83747935295105,0.0,1.0
test,0.4545505940914154,-0.623188316822052,-1.4351075887680054,1.0,0.0
test,0.23264090716838837,-1.9208652973175049,-3.618541955947876,0.0,1.0
test,0.685722291469574,0.44961512088775635,-1.8546489477157593,1.0,0.0
test,1.113883376121521,0.3968290090560913,-4.119346618652344,0.0,1.0
test,-0.0959588959813118,0.000562117260415107,-1.6178103685379028,1.0,0.0
test,0.26425638794898987,0.07812707871198654,-4.343596935272217,0.0,1.0
test,-0.10876432061195374,-1.1244484186172485,-2.7348577976226807,1.0,0.0
test,-1.034324049949646,-0.04035411775112152,-1.0640588998794556,0.0,1.0
test,1.3805278539657593,-0.41801828145980835,-2.1100568771362305,1.0,0.0
test,2.2217392921447754,0.2771928906440735,-1.7810890674591064,0.0,1.0
test,0.4097834825515747,-1.1230952739715576,-1.7630637884140015,1.0,0.0
test,1.3460198640823364,-0.863945722579956,-4.0954766273498535,0.0,1.0
test,-0.050796810537576675,0.0731344223022461,-1.6249436140060425,1.0,0.0
test,-0.22918860614299774,-0.49786579608917236,-0.5122519135475159,0.0,1.0
test,0.35475823283195496,-1.3454748392105103,-2.4504196643829346,1.0,0.0
test,-0.950808048248291,-0.3055364191532135,-3.8475000858306885,0.0,1.0
test,0.9874460101127625,-0.5864319801330566,-1.6043996810913086,1.0,0.0
test,1.1505986452102661,-0.8567823767662048,-4.189727306365967,0.0,1.0
test,0.24588477611541748,0.6287225484848022,-2.2903995513916016,1.0,0.0
test,0.5840683579444885,-2.312267541885376,-2.745434522628784,0.0,1.0
test,0.7027737498283386,-1.2406015396118164,-2.037932872772217,1.0,0.0
test,0.9510969519615173,-1.6828081607818604,-1.001768946647644,0.0,1.0
test,0.7662129998207092,-0.9555100202560425,-3.1148500442504883,1.0,0.0
test,1.0339070558547974,-1.4956790208816528,-0.8748883605003357,0.0,1.0
test,0.09222680330276489,-0.8303622603416443,-1.5852549076080322,1.0,0.0
test,-0.5843827724456787,-2.0517759323120117,-2.1078031063079834,0.0,1.0
test,0.1613956093788147,-0.9587870240211487,-3.144251823425293,1.0,0.0
test,-1.4329891204833984,0.10853104293346405,-2.9783756732940674,0.0,1.0
test,-0.34245240688323975,-0.6765283942222595,-2.947979688644409,1.0,0.0
test,1.3326327800750732,0.9999419450759888,-3.5605931282043457,0.0,1.0
test,1.133759617805481,0.3012434244155884,-2.1241414546966553,1.0,0.0
test,1.0761981010437012,1.5115020275115967,-2.7323379516601562,0.0,1.0
test,0.6962193846702576,-0.18840526044368744,-1.4475171566009521,1.0,0.0
test,-1.2288891077041626,-1.3124630451202393,-1.8154261112213135,0.0,1.0
test,-0.32941335439682007,0.19842030107975006,-2.7583060264587402,1.0,0.0
test,1.4662096500396729,1.2528550624847412,-2.986696720123291,0.0,1.0
test,-0.022239070385694504,-1.0699090957641602,-1.866387963294983,1.0,0.0
test,-1.106375813484192,-1.6164560317993164,-2.173189640045166,0.0,1.0
test,-0.198622927069664,0.29405921697616577,-2.840529441833496,1.0,0.0
test,1.1607308387756348,1.1184773445129395,-3.538304328918457,0.0,1.0
test,0.9189088940620422,0.3262683153152466,-1.849260687828064,1.0,0.0
test,0.1134054884314537,0.8512603044509888,-3.9653265476226807,0.0,1.0
test,1.0806703567504883,-0.9035279750823975,-1.8837312459945679,1.0,0.0
test,-1.2041361331939697,0.1987835168838501,-1.3737821578979492,0.0,1.0
test,0.6483587026596069,-0.35318151116371155,-3.37113881111145,1.0,0.0
test,1.8570890426635742,0.9388073086738586,-1.8585866689682007,0.0,1.0
test,0.09221377223730087,0.09784069657325745,-1.5661884546279907,1.0,0.0
test,-0.9591589570045471,-1.3356411457061768,-1.3420294523239136,0.0,1.0
test,1.0648248195648193,-0.4227614104747772,-1.631534218788147,1.0,0.0
test,-0.1686074286699295,0.3156283497810364,-0.6060418486595154,0.0,1.0
test,0.44841817021369934,0.04329438880085945,-3.315807580947876,1.0,0.0
test,1.7379611730575562,-1.346764087677002,-3.528277635574341,0.0,1.0
test,-0.4416736662387848,-0.42561545968055725,-1.9031966924667358,1.0,0.0
test,-1.4121856689453125,0.44025859236717224,-2.4371700286865234,0.0,1.0
test,0.5100741982460022,-1.3457223176956177,-2.387626886367798,1.0,0.0
test,1.3210819959640503,-0.5327458381652832,-4.174975395202637,0.0,1.0
test,1.2843115329742432,-0.3698849081993103,-1.885610580444336,1.0,0.0
test,-0.9566830396652222,-1.0949954986572266,-3.6355462074279785,0.0,1.0
test,0.5078439116477966,0.5902507305145264,-2.728368043899536,1.0,0.0
test,0.42146119475364685,0.4637378454208374,-4.223677158355713,0.0,1.0
test,-0.4822376072406769,-0.6675661206245422,-2.1209042072296143,1.0,0.0
test,0.954738974571228,0.7458687424659729,-0.8091035485267639,0.0,1.0
test,-0.547419548034668,-0.19724412262439728,-2.5739121437072754,1.0,0.0
test,1.358992099761963,-0.5706921815872192,-0.6418877243995667,0.0,1.0
test,0.4055696427822113,0.07655645161867142,-3.3009777069091797,1.0,0.0
test,-0.8809807896614075,-1.8203309774398804,-2.034360408782959,0.0,1.0
test,0.8794059157371521,0.5102712512016296,-2.629611015319824,1.0,0.0
test,-0.5744810104370117,0.9493881464004517,-3.5429325103759766,0.0,1.0
test,1.408205509185791,-0.2792138457298279,-2.228714942932129,1.0,0.0
test,-1.2084952592849731,-0.18212801218032837,-1.2544541358947754,0.0,1.0
test,0.4892130196094513,-0.5713692903518677,-1.4235109090805054,1.0,0.0
test,-1.1173073053359985,0.8341145515441895,-2.866523504257202,0.0,1.0
test,1.2691893577575684,-0.16241800785064697,-2.8986027240753174,1.0,0.0
test,-1.4892090559005737,-0.5303955674171448,-1.8455032110214233,0.0,1.0
test,-0.4455070197582245,-0.5806984305381775,-1.9617681503295898,1.0,0.0
test,1.1559662818908691,1.3921748399734497,-1.7388464212417603,0.0,1.0
test,0.45876139402389526,-1.338715672492981,-2.2546603679656982,1.0,0.0
test,-0.9961504936218262,-0.20418983697891235,-3.7962987422943115,0.0,1.0
test,0.7466629147529602,-0.045701123774051666,-1.4996559619903564,1.0,0.0
test,0.9589756727218628,1.2899327278137207,-3.4100120067596436,0.0,1.0
test,0.08534789830446243,-0.3037930727005005,-1.456948161125183,1.0,0.0
test,2.2140114307403564,0.21237878501415253,-1.7011759281158447,0.0,1.0
test,0.67206871509552,-0.2134799361228943,-1.4370534420013428,1.0,0.0
test,0.13766753673553467,1.3625524044036865,-3.389786958694458,0.0,1.0
test,0.5248374342918396,-1.341782808303833,-2.468402147293091,1.0,0.0
test,0.3441179394721985,0.4663023054599762,-4.220750331878662,0.0,1.0
test,1.2441551685333252,-0.02876279503107071,-1.9210759401321411,1.0,0.0
test,-1.490870475769043,-0.30008915066719055,-2.9687116146087646,0.0,1.0
test,0.18980900943279266,0.6225820779800415,-2.3956995010375977,1.0,0.0
test,0.5971642732620239,1.597792625427246,-2.819246292114258,0.0,1.0
test,-0.332082599401474,-0.8681321740150452,-2.793846607208252,1.0,0.0
test,1.3825345039367676,-2.0687780380249023,-2.0406086444854736,0.0,1.0
test,0.8350188136100769,0.3763945996761322,-1.8441654443740845,1.0,0.0
test,0.8446460962295532,0.7759144902229309,-0.7972318530082703,0.0,1.0
test,0.5642619132995605,-1.31376314163208,-2.6213157176971436,1.0,0.0
test,0.4281645715236664,1.2911107540130615,-3.5404326915740967,0.0,1.0
test,0.9227085113525391,-1.0905264616012573,-2.846869468688965,1.0,0.0
test,0.09957047551870346,1.527644395828247,-1.7874301671981812,0.0,1.0
test,1.1564804315567017,-0.5258559584617615,-3.054931879043579,1.0,0.0
test,2.322613000869751,-0.9593216776847839,-2.5594565868377686,0.0,1.0
test,-0.19118738174438477,0.3481041491031647,-2.7624459266662598,1.0,0.0
test,2.2900049686431885,0.12502406537532806,-2.940687417984009,0.0,1.0
test,0.5358094573020935,-0.6659604907035828,-1.4543768167495728,1.0,0.0
test,-1.1848175525665283,-0.32948845624923706,-1.2096363306045532,0.0,1.0
origin,0.42487289258421335,-0.3493975592838418,-2.39643892735465,,
