split,feature_0,feature_1,feature_2,class_0,class_1,class_2
test,-0.020758386701345444,-0.450178325176239,-0.7620502710342407,1.0,0.0,0.0
test,2.0975050926208496,-0.0677151158452034,-2.1402602195739746,0.0,1.0,0.0
test,-0.4924827814102173,-3.805366277694702,-1.8869718313217163,0.0,0.0,1.0
test,0.30965656042099,-0.33119913935661316,-0.7021998167037964,1.0,0.0,0.0
test,0.9821183681488037,-2.641026496887207,-2.462636947631836,0.0,1.0,0.0
test,-0.7561361193656921,1.699268102645874,-1.0999687910079956,0.0,0.0,1.0
test,1.3189183473587036,-1.35695219039917,-0.9707578420639038,1.0,0.0,0.0
test,0.7670317888259888,0.7110717296600342,-0.4339768886566162,0.0,1.0,0.0
test,0.47625136375427246,-3.9573071002960205,-1.9784128665924072,0.0,0.0,1.0
test,1.0629239082336426,-1.810998797416687,-1.2299549579620361,1.0,0.0,0.0
test,0.7735790610313416,-2.2942955493927,0.09531912952661514,0.0,1.0,0.0
test,-1.7555503845214844,0.6122410893440247,-0.2650673985481262,0.0,0.0,1.0
test,1.4304558038711548,-0.9354804754257202,-1.7472201585769653,1.0,0.0,0.0
test,1.5062203407287598,-2.7329063415527344,-1.4853464365005493,0.0,1.0,0.0
test,-0.41865912079811096,-2.7659146785736084,0.8441954255104065,0.0,0.0,1.0
test,1.2073650360107422,-0.3881140649318695,-1.7269563674926758,1.0,0.0,0.0
test,2.3241841793060303,-1.3543773889541626,-0.6899887919425964,0.0,1.0,0.0
test,-0.9225466847419739,-0.6723355650901794,-4.036855697631836,0.0,0.0,1.0
test,-0.19553063809871674,-0.4385277032852173,-1.86043119430542,1.0,0.0,0.0
test,1.7074930667877197,-1.5741432905197144,0.07183246314525604,0.0,1.0,0.0
test,0.014967048540711403,-2.0346641540527344,1.3669109344482422,0.0,0.0,1.0
test,-0.4103141725063324,-1.4439514875411987,-1.4217654466629028,1.0,0.0,0.0
test,-1.2213501930236816,-1.5059950351715088,-0.5056803226470947,0.0,1.0,0.0
test,-0.6177522540092468,-3.6568093299865723,-0.5345394611358643,0.0,0.0,1.0
test,0.12930217385292053,-0.8036986589431763,-0.5037542581558228,1.0,0.0,0.0
test,-1.0473166704177856,-2.164363145828247,-1.9633498191833496,0.0,1.0,0.0
test,0.6077750325202942,0.35984480381011963,1.2532247304916382,0.0,0.0,1.0
test,-0.15761926770210266,-1.222711443901062,-2.143611192703247,1.0,0.0,0.0
test,-0.6721417307853699,0.1748277246952057,-0.29899361729621887,0.0,1.0,0.0
test,-1.3494685888290405,0.27452602982521057,0.5771366953849792,0.0,0.0,1.0
test,0.2810436487197876,-1.3359811305999756,-0.490459144115448,1.0,0.0,0.0
test,1.9627134799957275,-2.31418776512146,-1.7822911739349365,0.0,1.0,0.0
test,1.5832337141036987,1.7711604833602905,-1.6693308353424072,0.0,0.0,1.0
test,-0.4995849132537842,-0.9324934482574463,-1.5233501195907593,1.0,0.0,0.0
test,-1.2084325551986694,0.02275892347097397,-1.20669424533844,0.0,1.0,0.0
test,2.12839674949646,-1.160667061805725,1.0967833995819092,0.0,0.0,1.0
test,1.0990824699401855,-0.6741417646408081,-2.1315090656280518,1.0,0.0,0.0
test,0.4358524680137634,-0.23941484093666077,-3.2568767070770264,0.0,1.0,0.0
test,1.6050597429275513,-0.6676644086837769,1.3516589403152466,0.0,0.0,1.0
test,-0.08866006135940552,-0.623586118221283,-0.6959552764892578,1.0,0.0,0.0
test,1.4535681009292603,0.732721745967865,-1.232231855392456,0.0,1.0,0.0
test,1.4772861003875732,1.644773244857788,-2.399231433868408,0.0,0.0,1.0
test,0.6565697193145752,-1.7408803701400757,-0.7491530179977417,1.0,0.0,0.0
test,-0.3890604078769684,0.6444576978683472,-0.7168430685997009,0.0,1.0,0.0
test,-0.09789799898862839,-3.415241003036499,-3.1077611446380615,0.0,0.0,1.0
test,0.3632810413837433,-0.11785370856523514,-0.9817820191383362,1.0,0.0,0.0
test,-0.36025699973106384,-1.4813772439956665,0.33496829867362976,0.0,1.0,0.0
test,-1.6571769714355469,-2.8439524173736572,-2.425365447998047,0.0,0.0,1.0
test,0.6478675603866577,-1.5000756978988647,-0.5544606447219849,1.0,0.0,0.0
test,-1.222222924232483,-0.34304219484329224,-0.6265066266059875,0.0,1.0,0.0
test,2.161728858947754,-3.4369614124298096,-1.9824769496917725,0.0,0.0,1.0
test,0.31687191128730774,-1.2458277940750122,-0.45627889037132263,1.0,0.0,0.0
test,1.7487819194793701,-1.6206775903701782,0.018075821921229362,0.0,1.0,0.0
test,1.2696231603622437,-3.0641701221466064,0.6317020058631897,0.0,0.0,1.0
test,0.4539845585823059,-1.2428146600723267,-2.38470458984375,1.0,0.0,0.0
test,0.38753899931907654,-1.8459608554840088,-3.227111339569092,0.0,1.0,0.0
test,-0.8762433528900146,-1.050076961517334,1.2573586702346802,0.0,0.0,1.0
test,-0.10041487962007523,-0.21596331894397736,-1.5455883741378784,1.0,0.0,0.0
test,-0.32779231667518616,-1.7791866064071655,-3.067758321762085,0.0,1.0,0.0
test,1.2749675512313843,0.8153080940246582,0.8345097899436951,0.0,0.0,1.0
test,0.7417183518409729,-1.8600420951843262,-0.947152853012085,1.0,0.0,0.0
test,-0.08738918602466583,-0.012853310443460941,0.2209852635860443,0.0,1.0,0.0
test,3.0085768699645996,0.021870320662856102,-0.14954525232315063,0.0,0.0,1.0
test,-0.0603177510201931,-0.414292573928833,-1.9953725337982178,1.0,0.0,0.0
test,1.6897363662719727,-2.1191296577453613,-0.2568288743495941,0.0,1.0,0.0
test,0.1685388833284378,1.9656394720077515,-1.5982261896133423,0.0,0.0,1.0
test,0.8405557870864868,-0.2612897753715515,-1.974368691444397,1.0,0.0,0.0
test,1.4404913187026978,0.6359592080116272,-2.033628463745117,0.0,1.0,0.0
test,-2.0992467403411865,0.43536972999572754,-1.8568613529205322,0.0,0.0,1.0
test,0.028371332213282585,-0.14201869070529938,-1.2382714748382568,1.0,0.0,0.0
test,1.096005916595459,-1.5501118898391724,-3.2411892414093018,0.0,1.0,0.0
test,1.6716465950012207,1.6606042385101318,-2.0966923236846924,0.0,0.0,1.0
test,1.486298680305481,-1.0282684564590454,-1.50944185256958,1.0,0.0,0.0
test,0.5180634260177612,0.4278959631919861,-2.801252841949463,0.0,1.0,0.0
test,-1.6305913925170898,-0.4723980724811554,-3.4639391899108887,0.0,0.0,1.0
test,-0.03211498633027077,-0.687831461429596,-0.6241673231124878,1.0,0.0,0.0
test,0.7618228793144226,0.9685676097869873,-1.3270517587661743,0.0,1.0,0.0
test,1.5599033832550049,-3.6864376068115234,-0.575491726398468,0.0,0.0,1.0
test,0.9518779516220093,-0.2470225840806961,-0.9611871838569641,1.0,0.0,0.0
test,1.7646692991256714,-0.22833089530467987,-0.08397361636161804,0.0,1.0,0.0
test,1.933897852897644,1.1637319326400757,0.06664814800024033,0.0,0.0,1.0
test,0.919512152671814,-0.2529147267341614,-0.9211536645889282,1.0,0.0,0.0
test,-1.0364731550216675,-1.19083833694458,-2.6909332275390625,0.0,1.0,0.0
test,1.629429578781128,-3.2798147201538086,0.18664449453353882,0.0,0.0,1.0
test,0.44228312373161316,-1.8467198610305786,-1.9598684310913086,1.0,0.0,0.0
test,0.382527232170105,-1.9174635410308838,-3.1921777725219727,0.0,1.0,0.0
test,-2.0689682960510254,-0.15153759717941284,-0.10615283995866776,0.0,0.0,1.0
test,0.434998482465744,-1.651695728302002,-2.1785032749176025,1.0,0.0,0.0
test,-0.516485333442688,-0.7156293988227844,0.28954365849494934,0.0,1.0,0.0
test,1.3058840036392212,1.8724961280822754,-1.556115984916687,0.0,0.0,1.0
test,-0.4322831928730011,-0.6441627740859985,-1.5247598886489868,1.0,0.0,0.0
test,1.5674598217010498,-1.6487432718276978,-2.9730794429779053,0.0,1.0,0.0
test,-2.2799320220947266,0.09081999957561493,-1.7392972707748413,0.0,0.0,1.0
test,0.494714617729187,-0.8439612984657288,-2.3985238075256348,1.0,0.0,0.0
test,-1.1604810953140259,-1.2627067565917969,-0.3131251335144043,0.0,1.0,0.0
test,-1.062546968460083,0.9682201147079468,0.22079221904277802,0.0,0.0,1.0
test,-0.4641958177089691,-1.303505539894104,-1.4558831453323364,1.0,0.0,0.0
test,0.6134781241416931,0.46243393421173096,-0.0659530833363533,0.0,1.0,0.0
test,-1.6452895402908325,-1.763647198677063,-3.379702091217041,0.0,0.0,1.0
test,0.8573564291000366,-1.9381717443466187,-1.4937336444854736,1.0,0.0,0.0
test,0.5380591750144958,-0.3444504141807556,0.47240012884140015,0.0,1.0,0.0
test,1.1349375247955322,-2.944193124771118,0.7894343137741089,0.0,0.0,1.0
test,0.8505038619041443,-1.1626819372177124,-0.49179115891456604,1.0,0.0,0.0
test,1.459008812904358,0.25851741433143616,-0.20799514651298523,0.0,1.0,0.0
test,-2.3670849800109863,-1.4443131685256958,-2.214435577392578,0.0,0.0,1.0
test,1.2658941745758057,-1.2467931509017944,-0.8258818984031677,1.0,0.0,0.0
test,1.309906244277954,0.28690794110298157,-0.13019563257694244,0.0,1.0,0.0
test,-1.3826186656951904,-3.3413703441619873,-1.1692209243774414,0.0,0.0,1.0
test,1.1565154790878296,-0.911535918712616,-2.1524431705474854,1.0,0.0,0.0
test,2.0665194988250732,-0.8256343603134155,-0.1945119947195053,0.0,1.0,0.0
test,-2.180432081222534,-0.6278326511383057,-2.722466468811035,0.0,0.0,1.0
test,1.1767020225524902,-0.28407707810401917,-1.3761738538742065,1.0,0.0,0.0
test,0.3034449517726898,-2.362534284591675,0.049790944904088974,0.0,1.0,0.0
test,0.15887407958507538,-1.2183586359024048,-4.386946678161621,0.0,0.0,1.0
test,0.6831477880477905,-0.09501498937606812,-1.7644214630126953,1.0,0.0,0.0
test,1.1184691190719604,-2.909339427947998,-1.353732705116272,0.0,1.0,0.0
test,2.2904787063598633,0.0014297270681709051,-3.589078426361084,0.0,0.0,1.0
test,0.23016224801540375,-1.7082843780517578,-2.080396890640259,1.0,0.0,0.0
test,1.2830870151519775,-2.839886426925659,-1.2432855367660522,0.0,1.0,0.0
test,-1.3179965019226074,1.156725525856018,-2.42611026763916,0.0,0.0,1.0
test,-0.035895321518182755,-1.6076347827911377,-0.8072395920753479,1.0,0.0,0.0
test,0.15984869003295898,0.8136225938796997,-0.6640608310699463,0.0,1.0,0.0
test,-2.0971295833587646,0.1535034030675888,-2.3843836784362793,0.0,0.0,1.0
test,1.0239043235778809,-1.221070647239685,-2.2324366569519043,1.0,0.0,0.0
test,0.7508612871170044,0.9526976346969604,-1.1374391317367554,0.0,1.0,0.0
test,-1.776924729347229,-0.4623635709285736,-3.2979912757873535,0.0,0.0,1.0
test,1.0785622596740723,-0.3338499665260315,-1.8555105924606323,1.0,0.0,0.0
test,-0.2273472100496292,0.49103567004203796,-0.3048616349697113,0.0,1.0,0.0
test,-0.7714493870735168,0.513809084892273,0.8413313031196594,0.0,0.0,1.0
test,-0.020228737965226173,-1.3748365640640259,-0.6339880228042603,1.0,0.0,0.0
test,-1.1820836067199707,-1.6661231517791748,-0.534339189529419,0.0,1.0,0.0
test,-0.46297645568847656,-3.428417682647705,0.08626540005207062,0.0,0.0,1.0
test,-0.12863942980766296,-0.7924450635910034,-0.6589388251304626,1.0,0.0,0.0
test,1.9624292850494385,-0.9045225381851196,-0.062076013535261154,0.0,1.0,0.0
test,-0.8658612966537476,1.1941419839859009,-2.9275617599487305,0.0,0.0,1.0
test,1.0797194242477417,-0.6520882844924927,-0.6882971525192261,1.0,0.0,0.0
test,2.230098009109497,-0.8645020723342896,-2.389608860015869,0.0,1.0,0.0
test,2.8909099102020264,0.15823444724082947,-0.043820202350616455,0.0,0.0,1.0
test,0.1856815665960312,-1.868542194366455,-0.9983309507369995,1.0,0.0,0.0
test,1.77193021774292,0.44863250851631165,-1.8906550407409668,0.0,1.0,0.0
test,1.7719361782073975,1.5554213523864746,-0.5339105725288391,0.0,0.0,1.0
test,-0.13325615227222443,-0.33403241634368896,-1.8019574880599976,1.0,0.0,0.0
test,0.8429492115974426,-0.7332110404968262,-3.3617043495178223,0.0,1.0,0.0
test,1.529889702796936,-0.26635074615478516,1.3014695644378662,0.0,0.0,1.0
test,-0.3131086528301239,-1.0956343412399292,-0.8243550658226013,1.0,0.0,0.0
test,-1.4017720222473145,-1.5401004552841187,-1.0423226356506348,0.0,1.0,0.0
test,0.06881672888994217,-3.372568130493164,-3.2141380310058594,0.0,0.0,1.0
test,1.1533823013305664,-1.631222128868103,-0.9919058680534363,1.0,0.0,0.0
test,0.40407827496528625,0.2896006405353546,0.10408984869718552,0.0,1.0,0.0
test,0.5138256549835205,0.44898754358291626,-4.0331807136535645,0.0,0.0,1.0
test,1.3818458318710327,-0.8597683906555176,-0.9839797616004944,1.0,0.0,0.0
test,-1.103703498840332,-0.1156250536441803,-0.6036390066146851,0.0,1.0,0.0
test,-0.3519291877746582,-2.9728500843048096,-3.5199999809265137,0.0,0.0,1.0
test,-0.13459643721580505,-1.3491157293319702,-2.1156399250030518,1.0,0.0,0.0
test,-0.14260266721248627,0.4663218557834625,-2.602293014526367,0.0,1.0,0.0
test,3.3838272094726562,-1.6107677221298218,-0.8902270793914795,0.0,0.0,1.0
test,0.9291306138038635,-1.5177860260009766,-2.1552557945251465,1.0,0.0,0.0
test,1.713274359703064,-2.578101634979248,-1.6388074159622192,0.0,1.0,0.0
test,1.028775930404663,1.8208293914794922,-0.5815526843070984,0.0,0.0,1.0
test,-0.02706770971417427,-0.5120500922203064,-2.107105255126953,1.0,0.0,0.0
test,-0.9334271550178528,-2.069345235824585,-0.49017465114593506,0.0,1.0,0.0
test,-0.20018301904201508,-3.656172752380371,-0.1772582232952118,0.0,0.0,1.0
test,1.0887969732284546,-0.24715475738048553,-1.655658483505249,1.0,0.0,0.0
test,0.4208945631980896,-2.305398941040039,0.1105668842792511,0.0,1.0,0.0
test,-0.3426171541213989,-2.907928228378296,-3.582219123840332,0.0,0.0,1.0
test,-0.09517228603363037,-0.6654341220855713,-0.6800194382667542,1.0,0.0,0.0
test,-0.7889842987060547,-1.8819847106933594,-2.678697347640991,0.0,1.0,0.0
test,1.1325629949569702,-1.3154820203781128,-4.327398300170898,0.0,0.0,1.0
test,-0.008308296091854572,-0.8932656645774841,-0.5543321371078491,1.0,0.0,0.0
test,-0.0035419794730842113,-1.8917806148529053,0.31360846757888794,0.0,1.0,0.0
test,-1.5929890871047974,-2.1515982151031494,0.41928455233573914,0.0,0.0,1.0
test,0.5696545243263245,-1.9354901313781738,-1.7860982418060303,1.0,0.0,0.0
test,2.3163273334503174,-0.5534985661506653,-0.7349441647529602,0.0,1.0,0.0
test,-1.7774776220321655,-1.1394678354263306,0.5461888313293457,0.0,0.0,1.0
test,-0.1221919059753418,-0.35721567273139954,-1.8554935455322266,1.0,0.0,0.0
test,1.9053620100021362,-2.4217185974121094,-1.3107340335845947,0.0,1.0,0.0
test,0.435605525970459,-0.3937910199165344,-4.347869396209717,0.0,0.0,1.0
test,0.1875210404396057,-0.10212933272123337,-1.1272443532943726,1.0,0.0,0.0
test,0.33183935284614563,-3.004828453063965,-1.4121372699737549,0.0,1.0,0.0
test,-2.1352550983428955,-0.3427533209323883,-2.699167013168335,0.0,0.0,1.0
test,0.05015772581100464,-0.228458434343338,-0.9734380841255188,1.0,0.0,0.0
test,0.7622895240783691,-2.3252384662628174,-2.8957626819610596,0.0,1.0,0.0
test,0.9219807386398315,1.9576153755187988,-1.437420129776001,0.0,0.0,1.0
test,0.03628058731555939,-1.8370883464813232,-1.7457467317581177,1.0,0.0,0.0
test,-0.16599799692630768,-1.829642415046692,0.28982505202293396,0.0,1.0,0.0
test,1.1681082248687744,-3.5126430988311768,0.09881827235221863,0.0,0.0,1.0
test,0.9662437438964844,-1.532639980316162,-2.121386766433716,1.0,0.0,0.0
test,0.21289683878421783,-1.035001516342163,0.5677958726882935,0.0,1.0,0.0
test,-2.1188061237335205,-2.0617716312408447,-2.4539661407470703,0.0,0.0,1.0
test,-0.0776112899184227,-0.18938927352428436,-1.4468417167663574,1.0,0.0,0.0
test,2.2108752727508545,-1.1437774896621704,-0.4002152979373932,0.0,1.0,0.0
test,0.010149571113288403,0.9863196015357971,-3.5986180305480957,0.0,0.0,1.0
test,-0.48582157492637634,-1.0625144243240356,-1.205482006072998,1.0,0.0,0.0
test,0.11001273989677429,-2.6068453788757324,-2.556551456451416,0.0,1.0,0.0
test,2.663013219833374,1.0371696949005127,-1.7079694271087646,0.0,0.0,1.0
test,0.07184255868196487,-1.5865447521209717,-2.114853620529175,1.0,0.0,0.0
test,-0.12946641445159912,0.6507467031478882,-2.336099624633789,0.0,1.0,0.0
test,2.065157413482666,0.48055389523506165,-3.4855806827545166,0.0,0.0,1.0
test,0.5006833076477051,-1.7411044836044312,-2.0960752964019775,1.0,0.0,0.0
test,-0.5404368042945862,-2.612868070602417,-2.0212531089782715,0.0,1.0,0.0
test,-0.4175336956977844,-0.5180506110191345,1.4036142826080322,0.0,0.0,1.0
test,1.4098186492919922,-1.4051750898361206,-1.3841841220855713,1.0,0.0,0.0
test,-0.2922880947589874,-0.7441871762275696,-3.2333104610443115,0.0,1.0,0.0
test,0.1325446218252182,-2.602146625518799,1.1053727865219116,0.0,0.0,1.0
test,1.2814607620239258,-1.3091557025909424,-1.9479730129241943,1.0,0.0,0.0
test,-0.031171144917607307,0.7798391580581665,-2.1333227157592773,0.0,1.0,0.0
test,-0.14972913265228271,-2.0800588130950928,-4.141490936279297,0.0,0.0,1.0
test,0.36334431171417236,-0.686417818069458,-0.4754905104637146,1.0,0.0,0.0
test,-1.1362324953079224,-1.4148987531661987,-0.3223550319671631,0.0,1.0,0.0
test,0.3308753967285156,-3.8543617725372314,-0.4688689112663269,0.0,0.0,1.0
test,-0.026423990726470947,-0.3227320611476898,-1.920703411102295,1.0,0.0,0.0
test,-0.8875939846038818,0.4019681215286255,-1.732116460800171,0.0,1.0,0.0
test,-0.29374760389328003,-2.9550881385803223,-3.5585787296295166,0.0,0.0,1.0
test,1.1736754179000854,-1.0664095878601074,-0.6838437914848328,1.0,0.0,0.0
test,1.3469383716583252,-1.8180351257324219,0.20498190820217133,0.0,1.0,0.0
test,-1.791446328163147,0.5839114785194397,-2.528609275817871,0.0,0.0,1.0
test,1.035326361656189,-1.6939949989318848,-1.9000880718231201,1.0,0.0,0.0
test,-1.4703675508499146,-0.672146737575531,-1.606324553489685,0.0,1.0,0.0
test,-1.4104323387145996,-2.855466842651367,-0.004554439336061478,0.0,0.0,1.0
test,0.8271659016609192,-0.5019619464874268,-0.6202830076217651,1.0,0.0,0.0
test,0.5481679439544678,-0.6506171822547913,0.5537920594215393,0.0,1.0,0.0
test,2.026045799255371,0.912343442440033,0.30323395133018494,0.0,0.0,1.0
test,-0.13272731006145477,-0.5064463019371033,-0.8159328103065491,1.0,0.0,0.0
