split,feature_0,feature_1,feature_2,feature_3,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
train,2.337799549102783,-3.8432023525238037,1.6984120607376099,-0.41572314500808716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,3.9616105556488037,-3.1050028800964355,-3.84065842628479,-1.9051458835601807,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,-1.490803837776184,-3.759136438369751,-5.209139823913574,2.538410186767578,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,2.9064149856567383,-3.6644232273101807,2.8066658973693848,4.939098358154297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-4.381916046142578,1.6004246473312378,4.247779846191406,-1.3026939630508423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-5.465064525604248,-4.860164165496826,-5.935603618621826,-2.1264541149139404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-5.4329047203063965,-2.4815051555633545,-8.557087898254395,1.3802307844161987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.0395855903625488,-1.7011570930480957,-0.5645506381988525,-0.8378608822822571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.2937864065170288,-2.9499943256378174,-1.5073866844177246,0.8163935542106628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,3.4313089847564697,-0.4366511404514313,-0.10670001059770584,-0.8166062831878662,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.2509972155094147,-2.3571064472198486,1.830543041229248,-2.494603157043457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.2833383083343506,2.059243679046631,2.0395288467407227,-0.6288813948631287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,2.9047670364379883,-5.970981121063232,-0.8582733869552612,-3.1737847328186035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,-0.8470172882080078,4.5345845222473145,1.5529818534851074,2.378408908843994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,6.630351543426514,-2.2676031589508057,4.054070472717285,1.9469043016433716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-3.0305099487304688,-3.7444007396698,-8.267142295837402,2.595578670501709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,-3.9113588333129883,-9.964137077331543,0.6630520224571228,0.40597614645957947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,1.1617286205291748,-1.3450413942337036,-0.037179455161094666,-0.1802414059638977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.3386455774307251,-0.4910706579685211,-2.19301700592041,0.674092173576355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.562527596950531,0.0828995630145073,1.6296025514602661,-0.6043816208839417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.44775867462158203,0.3277214765548706,0.1199103370308876,-3.3005001544952393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-0.7027638554573059,-1.3824635744094849,-4.934142112731934,2.5892298221588135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,0.09984955191612244,1.9482930898666382,4.026196002960205,-0.3060959577560425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,0.6922531127929688,-4.516561985015869,4.814300537109375,-2.3566763401031494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,-2.369871139526367,-3.9003689289093018,-5.431225776672363,5.173357963562012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,2.924210548400879,7.09758186340332,0.33070680499076843,-2.0948987007141113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,8.604218482971191,-4.667318820953369,-4.8337721824646,3.5329301357269287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
train,0.4633128046989441,-1.9797284603118896,-0.32919007539749146,0.14588181674480438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,0.6310802698135376,-1.4026318788528442,-1.276289939880371,1.9216314554214478,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,1.4673696756362915,-0.34212785959243774,-2.6145315170288086,2.166888475418091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,-1.1101669073104858,0.17379829287528992,-0.37460482120513916,3.0900344848632812,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
train,3.292201519012451,-5.07725715637207,-1.4894582033157349,2.027299642562866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
train,0.5831097960472107,1.4696321487426758,2.11966609954834,4.2893571853637695,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
train,6.780120372772217,1.235735535621643,-2.6086173057556152,1.9725857973098755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
train,4.747454643249512,-0.2869701683521271,-1.9499828815460205,6.768567085266113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
train,-6.14314603805542,-5.190260887145996,1.4540907144546509,3.402489185333252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
train,3.657740354537964,-2.147559642791748,-8.95058822631836,5.177742958068848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.15431666374206543,-1.7962331771850586,-1.182259440422058,0.49694931507110596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.718369245529175,-0.978726327419281,-0.7482908964157104,-0.4568275511264801,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.8959532976150513,-1.9492766857147217,1.012866497039795,-1.913894534111023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.6603978276252747,-3.886000394821167,1.4602222442626953,1.1215510368347168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.624894380569458,-2.2387194633483887,-4.054403305053711,-1.7204293012619019,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-3.423640489578247,-2.989304304122925,-4.853869438171387,-0.43046581745147705,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,2.082084894180298,-3.2481930255889893,4.9430317878723145,-3.0020668506622314,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,2.1820149421691895,-3.492863655090332,5.614722728729248,-3.798084020614624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,4.982908725738525,6.571136474609375,0.23427248001098633,-0.2365962117910385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,0.2910945415496826,7.538239479064941,0.545678973197937,4.3450493812561035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.3620458245277405,-1.2237619161605835,-0.06386169791221619,-0.04100901633501053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.3209171295166016,-2.554814100265503,-0.664469301700592,0.16260601580142975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.8080736398696899,-3.117520332336426,0.7953528165817261,0.18717969954013824,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,3.557706117630005,-0.5018920302391052,1.7574422359466553,-0.655141294002533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.5718291997909546,-4.572146415710449,-3.7713639736175537,-0.9335334897041321,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,3.4996891021728516,-4.963278293609619,-3.8471953868865967,-2.688309907913208,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,0.6834190487861633,-4.286475658416748,5.3733954429626465,-0.12142191082239151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,3.3881499767303467,-2.5914487838745117,6.4902215003967285,-0.44907522201538086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,3.8459246158599854,6.36423397064209,-3.685565233230591,2.293271780014038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,10.429360389709473,-2.3486740589141846,1.3706361055374146,0.8366381525993347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.7845662236213684,-1.5250037908554077,-1.92879319190979,-0.14731568098068237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,0.6127841472625732,-1.5802841186523438,-0.9312807321548462,-2.015303611755371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.809068441390991,-0.05403776839375496,-2.5070505142211914,0.9576144814491272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.0835403203964233,-4.694702625274658,1.0434801578521729,-0.6968264579772949,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.4609391689300537,-3.275620222091675,2.6819231510162354,1.6152191162109375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,3.8828845024108887,-3.8247907161712646,2.721724510192871,2.5274605751037598,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,6.720002174377441,-4.595324993133545,-0.009778100065886974,-1.540130853652954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,5.667490005493164,-0.8196420073509216,-7.215648651123047,0.9204801917076111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,4.927000522613525,-2.504441738128662,5.147393703460693,4.98174524307251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.741016387939453,-0.8481560349464417,-7.931235313415527,-6.258790016174316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,0.6412736177444458,-2.1210944652557373,-0.7071412205696106,0.45342063903808594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.014679193496704,-0.3470216691493988,-0.8335617780685425,1.2180033922195435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,2.8739988803863525,-0.28519144654273987,0.4466243386268616,1.2544251680374146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.29708224534988403,0.1026168093085289,1.6753864288330078,-2.46659517288208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.229121446609497,-5.0378899574279785,-3.942575693130493,1.3658274412155151,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,5.263106822967529,-0.7164039015769958,-4.0483317375183105,2.4453580379486084,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-4.902472972869873,-1.4719420671463013,1.930126667022705,-2.8895747661590576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-5.146450042724609,0.322220116853714,-6.036153793334961,0.40553581714630127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.3079917430877686,-0.12481749802827835,7.940072536468506,-0.44090795516967773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.164895534515381,3.3626723289489746,-6.171804904937744,-6.542116165161133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,1.4827210903167725,-1.8865396976470947,-0.8567566871643066,0.38938143849372864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.9089268445968628,-0.7214508056640625,0.4678463637828827,0.5850444436073303,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.770248293876648,-3.6586315631866455,-1.550308108329773,-1.5180150270462036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,1.1064069271087646,-0.5770378708839417,-2.923919677734375,-3.436481475830078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.356454610824585,-1.0848954916000366,-0.14857257902622223,-3.8284912109375,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,2.204957962036133,-5.6771321296691895,-4.793385028839111,-0.5082671642303467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,5.289295196533203,3.1717870235443115,1.3687183856964111,-1.8831592798233032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.5126889944076538,4.61590051651001,2.830056667327881,-3.8504178524017334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-4.684334754943848,-1.2080225944519043,-5.993847846984863,5.011713027954102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.262420415878296,5.7046332359313965,1.862416386604309,-5.832173824310303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.21880793571472168,-1.702439546585083,-0.2614397704601288,-0.17731952667236328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.4346199035644531,-1.7268726825714111,-2.7311038970947266,-0.5722301006317139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6017985343933105,-0.9205143451690674,-3.0480377674102783,1.5439963340759277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.7965991497039795,-3.3589742183685303,-2.543332576751709,-0.5895929336547852,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.4436490535736084,-5.939774513244629,-0.5579396486282349,-0.8601675629615784,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.3912394046783447,2.501783847808838,-0.08729460835456848,-3.789098024368286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.8325226306915283,0.18857088685035706,-0.24237360060214996,-6.131105899810791,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,2.5763561725616455,-0.46700793504714966,6.702724933624268,-1.2451871633529663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.8645808696746826,7.604561805725098,0.2808420956134796,0.2069602906703949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.288241863250732,-5.630484580993652,7.286754608154297,-1.1138290166854858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.5322418212890625,-0.9473143815994263,-0.32766664028167725,0.5899634957313538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.9310322999954224,0.23651152849197388,-0.5644630193710327,0.3898659646511078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.1578152179718018,-2.732455015182495,-0.3980628550052643,-1.0894367694854736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.9504455327987671,-0.40394163131713867,1.1531858444213867,3.2283058166503906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8993554711341858,-2.007903814315796,3.8209760189056396,-1.3284071683883667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-0.48410773277282715,3.1551272869110107,-2.7336902618408203,-3.4046096801757812,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.669335663318634,-6.0311102867126465,1.9784884452819824,3.9421615600585938,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.285170078277588,-3.4448940753936768,4.744187355041504,-1.0608935356140137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.5240156650543213,-7.525049686431885,-2.3999438285827637,-6.345882892608643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.099181652069092,-0.4426777958869934,-5.361114025115967,-8.349589347839355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3956663608551025,-1.9784090518951416,-0.5636278986930847,-0.23713423311710358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.29036638140678406,0.414061963558197,-1.801199197769165,-0.310947984457016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.486234426498413,-0.05260982736945152,-2.4266579151153564,0.16816866397857666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,4.061001300811768,-3.334918737411499,-1.8805460929870605,-0.6786056756973267,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.2649426460266113,-3.0559563636779785,-2.083078145980835,-3.8643980026245117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.6733538508415222,-0.4173450171947479,-1.6151280403137207,5.852721691131592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.921566009521484,-0.15388038754463196,1.5924087762832642,3.8219547271728516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.745462417602539,0.17635762691497803,3.706747055053711,4.903805255889893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,1.814368724822998,-8.41625690460205,0.09506101161241531,-5.363560676574707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,3.093404531478882,-6.083614349365234,3.41984224319458,7.219212055206299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.2596627473831177,-0.9618056416511536,-1.1397689580917358,0.7555012702941895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.787325382232666,-1.2919998168945312,-0.7413986325263977,0.031876496970653534,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.1146707534790039,-2.857165813446045,0.26895374059677124,-2.191757917404175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.42099249362945557,0.416879266500473,0.5491349101066589,3.0006420612335205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.7520716190338135,-4.904467582702637,0.5703032612800598,2.3865387439727783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,6.334359645843506,-0.8349176645278931,1.0308817625045776,-1.1375999450683594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,2.510016679763794,-2.6573495864868164,4.278433322906494,4.058289051055908,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.8919280767440796,-5.628754138946533,5.339674472808838,-2.416985034942627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-7.5743088722229,0.9677951335906982,-0.4417459964752197,2.2854137420654297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,1.0066756010055542,7.03174352645874,0.8537636399269104,-5.2544426918029785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.035431146621704,-1.7082726955413818,-1.5245301723480225,-0.7237060070037842,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.066422700881958,-1.0080198049545288,-0.26026856899261475,1.306168794631958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.7587891221046448,-0.3218328356742859,-2.2912778854370117,2.4575228691101074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.9490339756011963,-3.198409080505371,1.0444718599319458,-0.9624176025390625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.0991995334625244,-3.3159444332122803,1.4213281869888306,-0.336733341217041,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-2.2993297576904297,-2.351975440979004,-0.6261345744132996,-5.06182336807251,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,5.460574626922607,0.9023363590240479,-5.691976547241211,-0.11763055622577667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-3.896238327026367,2.2991437911987305,3.2813146114349365,3.267927646636963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-2.533221960067749,2.3627891540527344,4.241247653961182,-5.464186191558838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.7872395515441895,-5.657772541046143,-4.892990589141846,-6.7167582511901855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.9723545908927917,-1.741466760635376,-0.09033866971731186,0.11983773112297058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.49369001388549805,-2.7417685985565186,-0.8966175317764282,0.4657435417175293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.2939921021461487,-3.6907081604003906,-2.6958565711975098,-0.23986554145812988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.796731472015381,1.1266731023788452,-0.3146480619907379,-2.42728853225708,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.052690029144287,-5.255719184875488,0.15922732651233673,-0.13045288622379303,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,2.239213228225708,-2.420616626739502,3.904865264892578,2.962153196334839,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.7472414970397949,0.49625250697135925,-0.7321209907531738,6.53731107711792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,3.390439987182617,-1.4057601690292358,5.820709228515625,3.3214194774627686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,6.44662618637085,4.836852073669434,-3.812840700149536,-1.8443413972854614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,6.9893622398376465,-7.221956253051758,-2.8999762535095215,-4.83206844329834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,1.3117189407348633,-1.2347640991210938,-0.8604051470756531,-0.8942514657974243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.6225470304489136,-0.4730742275714874,0.15770426392555237,-1.2199031114578247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,3.2177393436431885,-1.2018216848373413,-1.375819206237793,1.6808782815933228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.7390422821044922,-3.085901975631714,-1.5323872566223145,-3.452441930770874,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,2.641791582107544,0.26556235551834106,-3.8581106662750244,-3.319687843322754,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.5266499519348145,-2.1941068172454834,-2.740236759185791,1.8691128492355347,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-5.031856536865234,-2.1832375526428223,2.6505355834960938,-1.1319427490234375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,4.853561878204346,1.581967830657959,-5.835468292236328,3.8875582218170166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,3.788243293762207,4.260671615600586,-6.448494911193848,3.265803575515747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.7192916870117188,3.597517251968384,1.2028305530548096,7.087864398956299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,0.4958207607269287,-0.8131476044654846,-0.7159335017204285,-0.8213340640068054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.14542125165462494,-1.3602972030639648,-2.539401054382324,0.9907645583152771,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,1.0662810802459717,-3.500012159347534,-1.509075403213501,1.9092439413070679,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.1317906379699707,-3.3278491497039795,-0.49447014927864075,-1.8031668663024902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.09296784549951553,0.42576032876968384,-5.5591230392456055,0.1556115448474884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,3.1373534202575684,-6.6033196449279785,-2.405834913253784,-0.6624733805656433,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
