split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,class_0,class_1,class_2,class_3
train,-0.12931141257286072,0.5414486527442932,-0.11122066527605057,1.1357221603393555,1.1359870433807373,-0.7443661689758301,1.28912353515625,0.6628980040550232,0.10356443375349045,-0.5228562951087952,0.0,1.0,0.0,0.0
train,-0.23734313249588013,1.4414483308792114,-1.6399149894714355,0.06830021739006042,3.382369041442871,-1.0782486200332642,2.1272926330566406,0.3407204747200012,-0.8001514077186584,-0.6408640146255493,0.0,0.0,1.0,0.0
train,0.9192856550216675,-0.9027247428894043,-1.0588685274124146,-0.16213580965995789,-0.48119908571243286,1.9574087858200073,2.6497316360473633,-0.12653766572475433,0.5404930114746094,1.3321315050125122,0.0,0.0,0.0,1.0
train,-0.2810850739479065,0.28995609283447266,-1.4559060335159302,0.2338121235370636,0.804094135761261,-0.18185043334960938,1.472287654876709,0.3672352135181427,-0.01607266440987587,-0.2476852536201477,1.0,0.0,0.0,0.0
train,-0.15174321830272675,0.6178312301635742,-1.9670295715332031,-0.2916945219039917,1.2473702430725098,-0.36533239483833313,1.9591866731643677,-0.1264295130968094,-1.1889325380325317,-0.979416012763977,0.0,1.0,0.0,0.0
train,0.4019932448863983,1.5253726243972778,-2.6695621013641357,-0.943659782409668,0.8601436018943787,-2.203287124633789,2.0268940925598145,-0.7523234486579895,1.1974356174468994,0.20801320672035217,0.0,0.0,1.0,0.0
train,0.0070334551855921745,-1.2397273778915405,0.22011643648147583,1.1733386516571045,0.8747431635856628,-0.6046417355537415,-1.0593349933624268,-0.5229772925376892,1.6980242729187012,1.0149047374725342,0.0,0.0,0.0,1.0
val,0.4316689372062683,0.5238298773765564,-1.1418997049331665,-0.4090084135532379,1.1602288484573364,-1.0160976648330688,0.7372609972953796,-0.2621861696243286,0.7881987690925598,-0.3751414716243744,1.0,0.0,0.0,0.0
val,-0.17094731330871582,-0.4992707669734955,-0.3043818175792694,0.5329442024230957,0.9692255854606628,0.5681420564651489,1.378109097480774,0.15753820538520813,1.009925127029419,-0.43167343735694885,0.0,1.0,0.0,0.0
val,-0.6213090419769287,1.8754043579101562,-2.854766368865967,0.13052989542484283,1.9669325351715088,-1.5115114450454712,1.5992449522018433,-1.2491027116775513,0.7289886474609375,0.4672422707080841,0.0,0.0,1.0,0.0
val,-0.45965874195098877,3.0329010486602783,-1.2845410108566284,-0.8788225650787354,0.20498476922512054,-0.7272774577140808,-0.2425147145986557,0.10237173736095428,1.5373916625976562,1.515310525894165,0.0,0.0,0.0,1.0
val,-0.10205640643835068,0.3546760082244873,-1.4158374071121216,0.6751536726951599,1.255990982055664,-0.4662398397922516,1.3970096111297607,-0.4312063753604889,0.5448343753814697,-0.7968818545341492,1.0,0.0,0.0,0.0
val,1.3374831676483154,0.5199835300445557,-0.4678729474544525,0.1376461535692215,0.6879165768623352,0.12128883600234985,1.6395797729492188,0.03940267488360405,0.5820158123970032,-1.3093292713165283,0.0,1.0,0.0,0.0
val,1.7654237747192383,0.7576062083244324,-2.861518621444702,0.6142133474349976,1.3547141551971436,-1.1844751834869385,0.7059370279312134,1.5431309938430786,0.6998293995857239,-0.6320768594741821,0.0,0.0,1.0,0.0
val,-0.6220113039016724,0.18313068151474,-4.125740051269531,-0.8947181105613708,-0.23383395373821259,0.3016488552093506,1.9394891262054443,-1.8600431680679321,-0.46629518270492554,-0.742749035358429,0.0,0.0,0.0,1.0
val,0.369800329208374,0.7414875626564026,-0.7824245691299438,-0.23942212760448456,1.3275396823883057,-0.3447837829589844,0.999564528465271,0.2570439875125885,0.8953389525413513,-0.20895782113075256,1.0,0.0,0.0,0.0
val,-0.08396177738904953,0.152567058801651,-1.531882405281067,-0.4675784409046173,0.983502209186554,0.5312368273735046,1.1765661239624023,-1.477729320526123,-0.46108278632164,-0.25955647230148315,0.0,1.0,0.0,0.0
val,-0.05969035625457764,-0.45206281542778015,-0.5392138957977295,0.5638688802719116,0.6071110367774963,-1.1757361888885498,2.077458620071411,-0.02284879796206951,0.5251902341842651,1.9486303329467773,0.0,0.0,1.0,0.0
val,1.505776047706604,0.2825572192668915,-1.7386085987091064,-1.6370952129364014,1.256264567375183,2.4353342056274414,1.1459556818008423,-1.5397669076919556,1.5176060199737549,-0.48339298367500305,0.0,0.0,0.0,1.0
val,-0.3204667866230011,0.5976220965385437,-1.3219355344772339,-0.20655466616153717,1.4617029428482056,-0.3344954252243042,1.7767397165298462,-0.048222631216049194,0.3120853006839752,0.18782579898834229,1.0,0.0,0.0,0.0
val,0.6646618247032166,1.079821228981018,-1.054513931274414,-0.9798480272293091,0.8711502552032471,0.8953028917312622,1.7948343753814697,0.09959271550178528,0.18620431423187256,-0.6207733154296875,0.0,1.0,0.0,0.0
val,-1.745732307434082,2.2370738983154297,-2.2118911743164062,-0.3613125681877136,0.8471466302871704,-0.5787010788917542,1.462894320487976,-0.48201537132263184,0.8124629259109497,-1.24984610080719,0.0,0.0,1.0,0.0
val,-0.626533031463623,-0.5826650261878967,-0.6071443557739258,-0.2312907576560974,1.8566267490386963,0.2831125557422638,1.5052186250686646,-2.4422788619995117,2.5598747730255127,1.2240139245986938,0.0,0.0,0.0,1.0
val,0.19764310121536255,0.014413258992135525,-1.250778317451477,-0.3662644326686859,1.0448576211929321,-0.38753587007522583,1.1572496891021729,-0.8301583528518677,0.7986997365951538,-0.40054118633270264,1.0,0.0,0.0,0.0
val,-0.32753345370292664,1.1725162267684937,-2.0514211654663086,0.4021160304546356,1.5313513278961182,-1.223246455192566,0.7235787510871887,0.8321292996406555,-0.21885408461093903,0.18877013027668,0.0,1.0,0.0,0.0
val,0.4638531804084778,0.35913681983947754,0.44035714864730835,-0.6347551941871643,0.23406781256198883,0.28832781314849854,-0.517493486404419,-0.26469090580940247,0.9602794647216797,0.2857495844364166,0.0,0.0,1.0,0.0
val,-0.6631370186805725,2.149670362472534,-0.031114773824810982,-1.974470615386963,1.6372089385986328,-0.901167631149292,2.025742530822754,-2.2614004611968994,-0.61030513048172,-0.49572092294692993,0.0,0.0,0.0,1.0
test,-0.3612411618232727,0.562147319316864,-1.7853659391403198,-0.19147883355617523,1.4205888509750366,0.09276744723320007,1.4911282062530518,-0.16262319684028625,0.7468686699867249,-0.22150146961212158,1.0,0.0,0.0,0.0
test,0.32832464575767517,1.3091517686843872,-0.86153644323349,-0.5511401891708374,0.3892146646976471,-1.241830587387085,1.2233119010925293,0.5558081865310669,1.156369686126709,0.23806528747081757,0.0,1.0,0.0,0.0
test,-1.011348009109497,0.43706437945365906,-0.11347425729036331,-0.45242440700531006,0.33010879158973694,1.0834877490997314,1.6122287511825562,0.10220902413129807,-0.36172741651535034,1.0414700508117676,0.0,0.0,1.0,0.0
test,2.3142385482788086,0.9411108493804932,-0.5993011593818665,-0.9766063690185547,2.4235680103302,-2.4798078536987305,1.9243342876434326,0.6311809420585632,-0.3503754436969757,1.163360595703125,0.0,0.0,0.0,1.0
test,0.10652575641870499,0.33813604712486267,-2.041818141937256,-0.10512641817331314,1.0729615688323975,0.07488960027694702,1.227086067199707,0.012539340183138847,0.556093692779541,0.13513778150081635,1.0,0.0,0.0,0.0
test,1.1700106859207153,0.21416117250919342,-2.206388473510742,0.9321800470352173,1.9587395191192627,-0.6429753303527832,1.4297692775726318,-0.4077620804309845,0.6434816718101501,-1.018804669380188,0.0,1.0,0.0,0.0
test,-0.4054936170578003,-1.7533482313156128,-0.8739912509918213,1.0445928573608398,2.123217821121216,-0.3832677900791168,1.1195379495620728,-1.2950866222381592,0.02439887262880802,-0.45882654190063477,0.0,0.0,1.0,0.0
test,0.3724358081817627,2.0727298259735107,-2.6982903480529785,-0.10527539253234863,1.1187983751296997,-1.0808919668197632,4.378805160522461,0.8631108403205872,0.18640252947807312,-0.6632503271102905,0.0,0.0,0.0,1.0
test,-0.17464084923267365,0.5133926272392273,-1.0819802284240723,-0.8644655346870422,1.5963308811187744,-0.5144974589347839,1.2837852239608765,-0.016693130135536194,0.39799100160598755,-0.27152934670448303,1.0,0.0,0.0,0.0
test,1.234437108039856,1.4984344244003296,-1.3339118957519531,-0.2716136574745178,1.8271781206130981,-0.2873312532901764,0.3949066996574402,-0.615723729133606,0.4100484251976013,0.1092488095164299,0.0,1.0,0.0,0.0
test,0.13037270307540894,-0.10920603573322296,-1.4161490201950073,0.3456069231033325,0.8766158819198608,-0.5965683460235596,1.7986762523651123,-2.8260855674743652,0.5664899349212646,-1.0887339115142822,0.0,0.0,1.0,0.0
test,1.4288872480392456,0.9445065855979919,-0.6829627752304077,0.06607972830533981,3.1202471256256104,2.1684553623199463,1.6421360969543457,0.5319923162460327,1.9720637798309326,-0.7114320397377014,0.0,0.0,0.0,1.0
test,-0.2738453447818756,0.8201193809509277,-1.0659185647964478,0.0678589791059494,1.6984946727752686,-0.10467494279146194,1.048009991645813,0.13117863237857819,0.3018530607223511,-0.6636697053909302,1.0,0.0,0.0,0.0
test,0.2621448338031769,0.8120086193084717,-2.2519452571868896,0.24370655417442322,0.9660297632217407,-1.1040263175964355,1.0716187953948975,-0.1014551967382431,-0.7307642102241516,-1.4469974040985107,0.0,1.0,0.0,0.0
test,-2.1044023036956787,0.6174753308296204,-0.6190407872200012,0.9402417540550232,1.9325048923492432,-1.1977132558822632,0.8960090279579163,0.5871978998184204,1.0373915433883667,-0.7921785116195679,0.0,0.0,1.0,0.0
test,1.2215427160263062,1.2253882884979248,-3.056133508682251,-0.37294140458106995,2.6941349506378174,-0.49207961559295654,3.7248854637145996,1.2124541997909546,1.4346120357513428,-0.6741520762443542,0.0,0.0,0.0,1.0
test,0.22510717809200287,0.9129647016525269,-1.697101354598999,-0.026698220521211624,1.4560563564300537,-0.27348214387893677,1.4272716045379639,-0.2707817554473877,-0.16939958930015564,-0.7422479391098022,1.0,0.0,0.0,0.0
test,-1.3330212831497192,0.5621241927146912,-1.5115222930908203,-0.5902890563011169,1.9268690347671509,-0.5182973146438599,0.8076000213623047,-0.213248610496521,1.3005291223526,-0.4260406196117401,0.0,1.0,0.0,0.0
test,1.5101323127746582,-1.3141719102859497,-0.5688359141349792,-0.5619646310806274,1.0311949253082275,-1.8756041526794434,0.8630439639091492,-0.5638421177864075,-0.4752272665500641,-0.5883411765098572,0.0,0.0,1.0,0.0
test,0.6130824685096741,2.2493152618408203,-3.10935115814209,-0.3762190639972687,1.2915618419647217,0.72797691822052,0.9414947032928467,-2.1794273853302,-0.6585882306098938,-1.915120244026184,0.0,0.0,0.0,1.0
test,0.38936692476272583,0.3547528386116028,-0.6738289594650269,-0.6037279963493347,1.4471272230148315,-0.5529922842979431,0.9972860217094421,-0.07633916288614273,0.44625037908554077,-0.5670205354690552,1.0,0.0,0.0,0.0
test,0.20796474814414978,-0.052148282527923584,-0.277644544839859,-0.1540963500738144,2.0553314685821533,-1.115485429763794,1.2596179246902466,0.3542545735836029,1.2386577129364014,0.3199991285800934,0.0,1.0,0.0,0.0
test,-1.7718842029571533,0.5860887169837952,-1.6684056520462036,1.2483768463134766,1.458676815032959,-0.8433809280395508,1.0246526002883911,-0.021254053339362144,-1.29731023311615,-0.8539700508117676,0.0,0.0,1.0,0.0
test,0.9190534353256226,1.6097211837768555,-0.5081558227539062,-1.9127976894378662,2.0726141929626465,-0.18631359934806824,-0.701643705368042,1.7084707021713257,1.5528833866119385,-1.300734519958496,0.0,0.0,0.0,1.0
test,0.12164990603923798,0.07471060007810593,-1.447210431098938,-0.2984941005706787,1.2343032360076904,0.4117512106895447,1.2929956912994385,-0.031231923028826714,0.21628840267658234,-0.6457700729370117,1.0,0.0,0.0,0.0
test,-0.4797569513320923,0.5804943442344666,-0.6379109025001526,0.7902565598487854,1.8442015647888184,0.1708212047815323,1.4196410179138184,-0.41209888458251953,-0.4166242182254791,0.4159570038318634,0.0,1.0,0.0,0.0
test,0.4796814024448395,0.8605293035507202,0.18897810578346252,0.5003978610038757,2.17441987991333,0.8183736205101013,0.613958477973938,0.5006736516952515,1.871072769165039,-1.0871297121047974,0.0,0.0,1.0,0.0
test,1.5719321966171265,-0.2569543421268463,-0.8646461963653564,-2.073329210281372,2.66265869140625,-2.2138547897338867,0.13287904858589172,-1.2863681316375732,0.7290641665458679,-1.519782304763794,0.0,0.0,0.0,1.0
test,-0.37515923380851746,0.23767298460006714,-1.406241774559021,-0.08558758348226547,0.7824185490608215,-0.6132725477218628,0.8990538120269775,0.06587197631597519,-0.0820954442024231,-0.030991820618510246,1.0,0.0,0.0,0.0
test,1.264960527420044,0.22635561227798462,-1.5558630228042603,-0.3005335032939911,1.9462329149246216,-1.468766450881958,1.7534817457199097,0.3284810781478882,0.898430585861206,-0.9636654257774353,0.0,1.0,0.0,0.0
test,-1.153784155845642,-0.6075494289398193,-0.46722620725631714,0.07264471054077148,1.049876093864441,0.5022153258323669,1.5430822372436523,0.9766470789909363,-1.3932669162750244,-0.3913554549217224,0.0,0.0,1.0,0.0
test,-1.8110536336898804,0.5695328712463379,-2.448451280593872,0.4691346287727356,-0.846401035785675,-1.8672345876693726,0.6424805521965027,-1.198628544807434,0.7320463061332703,1.284157633781433,0.0,0.0,0.0,1.0
test,-0.04450680688023567,0.5581187009811401,-1.6594141721725464,-0.6362688541412354,0.7413493394851685,-0.1590806245803833,1.6167165040969849,0.21300193667411804,0.5272578001022339,-0.3010137379169464,1.0,0.0,0.0,0.0
test,0.06339947879314423,-0.33898404240608215,-1.4347054958343506,0.5623851418495178,0.8756213784217834,-0.9333997368812561,0.9219138622283936,0.5785558819770813,1.8271383047103882,-0.009475470520555973,0.0,1.0,0.0,0.0
test,0.6532884836196899,0.48569726943969727,-2.4544386863708496,-0.5462568998336792,-0.656430184841156,-1.2674437761306763,1.9830793142318726,-1.4755911827087402,0.46377551555633545,-1.208617925643921,0.0,0.0,1.0,0.0
test,1.5065362453460693,0.1273358017206192,-0.890106737613678,1.2322076559066772,-0.7806468605995178,0.579685628414154,1.3012559413909912,-1.6882328987121582,1.705103874206543,-2.0636558532714844,0.0,0.0,0.0,1.0
test,-0.1135975643992424,0.8489074110984802,-1.8710086345672607,-0.20531392097473145,1.4824755191802979,-0.619719386100769,1.2309914827346802,0.3936220705509186,0.747997522354126,-0.5786346197128296,1.0,0.0,0.0,0.0
test,-0.4708653390407562,-0.19235287606716156,-1.0425266027450562,0.4131268560886383,0.8318070769309998,0.12213314324617386,1.0996648073196411,0.8643537759780884,1.6398531198501587,-0.49642786383628845,0.0,1.0,0.0,0.0
test,-1.2950060367584229,0.8493086695671082,-0.8110073804855347,-1.7520068883895874,1.412285566329956,-0.10535880923271179,0.4641180634498596,-0.8710466623306274,-0.7704625129699707,0.5515888333320618,0.0,0.0,1.0,0.0
test,0.3039240539073944,-1.2584072351455688,-2.6946511268615723,-1.1184186935424805,-0.019132722169160843,-1.8893612623214722,1.9882805347442627,2.3801052570343018,0.691504716873169,-0.07921921461820602,0.0,0.0,0.0,1.0
test,0.08505710959434509,0.3511028587818146,-1.7479090690612793,-0.21423952281475067,1.0107804536819458,-0.045936912298202515,1.3757323026657104,-0.674591600894928,-0.11582248657941818,-0.4078866243362427,1.0,0.0,0.0,0.0
test,0.8774108290672302,0.495559960603714,-1.2953944206237793,-0.6848028898239136,1.0684791803359985,0.9800500273704529,1.388725757598877,-0.926027238368988,0.2122908979654312,0.1584734320640564,0.0,1.0,0.0,0.0
test,-0.03525981679558754,0.3198869526386261,-2.4261443614959717,-1.959359884262085,2.433833599090576,-1.2324938774108887,1.067085862159729,-1.311264991760254,1.0751159191131592,0.13113708794116974,0.0,0.0,1.0,0.0
test,0.9610083699226379,0.9044111967086792,-1.6875391006469727,0.5084359049797058,4.086856365203857,0.7779050469398499,0.12389423698186874,-1.0412402153015137,-1.2304729223251343,-0.07769402861595154,0.0,0.0,0.0,1.0
test,0.3140353560447693,0.00233736215159297,-1.3163493871688843,0.14100077748298645,1.5880128145217896,-0.20894688367843628,0.6436585187911987,-0.2574378252029419,0.04901765659451485,-0.10988888889551163,1.0,0.0,0.0,0.0
test,0.5009308457374573,1.2039090394973755,-1.5416980981826782,-0.7808408141136169,1.4752556085586548,-0.537547767162323,1.335032343864441,-0.6924510598182678,1.1542023420333862,-1.6834604740142822,0.0,1.0,0.0,0.0
test,1.5109790563583374,-0.8006817102432251,-2.831538677215576,-1.1500893831253052,1.2836620807647705,-0.3394559323787689,2.0928573608398438,-0.6446561813354492,1.3297041654586792,-1.1066604852676392,0.0,0.0,1.0,0.0
test,-2.12284255027771,-0.3886669874191284,-1.3827202320098877,-1.4056800603866577,1.2761719226837158,-2.1070432662963867,1.192996621131897,0.07978944480419159,-0.6101297736167908,-2.516296863555908,0.0,0.0,0.0,1.0
test,-0.12472722679376602,0.5333506464958191,-1.4371466636657715,0.31853607296943665,1.293879747390747,-0.22068056464195251,0.8807810544967651,-0.6567648649215698,0.4598287045955658,0.11879044026136398,1.0,0.0,0.0,0.0
test,-0.7205066680908203,0.2065671980381012,-1.0887672901153564,0.2730156183242798,1.4126437902450562,-1.5525764226913452,0.0315106101334095,-0.1941034495830536,0.9135753512382507,-0.5475791692733765,0.0,1.0,0.0,0.0
test,0.28031468391418457,0.4429559111595154,-0.5719203352928162,0.3023444414138794,1.6771541833877563,0.19618110358715057,0.6243546009063721,0.8651564717292786,2.5061137676239014,1.0058866739273071,0.0,0.0,1.0,0.0
test,1.1652220487594604,1.3084385395050049,-4.072795867919922,0.29696354269981384,1.534666657447815,-0.7906209826469421,0.9248533844947815,0.45833820104599,0.5003417134284973,-2.867738723754883,0.0,0.0,0.0,1.0
test,0.7730076909065247,0.3832996189594269,-1.3707846403121948,0.25898852944374084,0.5980498194694519,-0.7296254634857178,1.1004050970077515,-0.002165633486583829,0.41308391094207764,-0.2366560697555542,1.0,0.0,0.0,0.0
test,-0.6733794808387756,0.8861914873123169,-1.0456314086914062,-0.4433883726596832,1.7711232900619507,-0.20754005014896393,2.2131192684173584,0.40741947293281555,1.1821707487106323,-1.1735997200012207,0.0,1.0,0.0,0.0
test,-0.5288020372390747,0.3449633717536926,-0.1338644027709961,-2.1774003505706787,1.5515724420547485,0.02544032782316208,1.803626298904419,-1.0274765491485596,0.1153474897146225,0.5762245059013367,0.0,0.0,1.0,0.0
test,0.6843291521072388,-0.23156693577766418,-0.717824399471283,-0.16242092847824097,1.2967783212661743,1.823346495628357,0.1864284873008728,-1.8698619604110718,-1.7672033309936523,0.481737345457077,0.0,0.0,0.0,1.0
test,-0.1560451090335846,0.39254269003868103,-1.8482118844985962,-0.043405499309301376,1.2892489433288574,-0.7338948845863342,0.52607661485672,-0.13998383283615112,0.09093496203422546,-0.22799454629421234,1.0,0.0,0.0,0.0
test,-0.6963218450546265,0.09986405819654465,-1.7940455675125122,0.44491419196128845,2.0083682537078857,-0.6388568878173828,0.8361544013023376,0.5453897714614868,0.599291980266571,0.8461997509002686,0.0,1.0,0.0,0.0
test,0.37354424595832825,-1.4506748914718628,-0.7908412218093872,0.08020376414060593,2.319188356399536,0.47396525740623474,2.18450665473938,-0.7430434226989746,1.6704654693603516,-0.656992495059967,0.0,0.0,1.0,0.0
test,-0.58493971824646,0.3930118978023529,-1.465443730354309,-2.1881818771362305,2.778261661529541,1.562973141670227,0.24857787787914276,-1.5910733938217163,0.5808846950531006,0.7729424238204956,0.0,0.0,0.0,1.0
test,-0.12005167454481125,0.8522096872329712,-1.1813993453979492,-0.13327455520629883,1.2523316144943237,-0.23003017902374268,0.7425843477249146,-0.3816560208797455,-0.08001617342233658,-0.08696552366018295,1.0,0.0,0.0,0.0
test,0.8228847980499268,0.042114078998565674,-2.576470136642456,-0.9230672121047974,1.161718726158142,-0.6768132448196411,1.831663966178894,-0.35652458667755127,-0.47247618436813354,-0.4804360568523407,0.0,1.0,0.0,0.0
test,-0.5934630632400513,1.763329029083252,-1.7289403676986694,1.4503475427627563,0.2641075849533081,0.3843369781970978,1.5644134283065796,0.43573111295700073,-1.01945161819458,-0.006705972831696272,0.0,0.0,1.0,0.0
test,-0.5134604573249817,0.22161558270454407,-2.7573442459106445,-2.0682833194732666,0.834816575050354,-0.42541393637657166,2.6626150608062744,-0.2067377269268036,-0.5542721152305603,-2.9318182468414307,0.0,0.0,0.0,1.0
test,0.28698018193244934,1.2112150192260742,-0.9144791960716248,0.0024622399359941483,1.0843279361724854,-0.3816852867603302,1.1425153017044067,0.039199747145175934,0.1748843789100647,-0.29874831438064575,1.0,0.0,0.0,0.0
test,0.7207736968994141,-0.5299514532089233,-0.7036879062652588,0.7015289664268494,1.2848637104034424,-0.39849963784217834,0.6866657137870789,0.5513105988502502,0.47611838579177856,-1.3852587938308716,0.0,1.0,0.0,0.0
test,0.4521763324737549,0.14107632637023926,0.5574318170547485,0.06534191220998764,0.19632531702518463,0.1494094431400299,2.3049423694610596,-0.48469528555870056,-0.5640039443969727,0.7852424383163452,0.0,0.0,1.0,0.0
test,2.4116098880767822,0.23967549204826355,-1.937050700187683,-0.9575710892677307,2.876265525817871,-0.13229484856128693,-0.5361559987068176,-0.835361897945404,-0.5580536127090454,-1.9112001657485962,0.0,0.0,0.0,1.0
test,0.16655869781970978,0.8323493599891663,-1.7725449800491333,-0.6017760634422302,1.183527946472168,-0.3832642734050751,0.8478659987449646,-0.08278705924749374,0.7411257028579712,0.024215837940573692,1.0,0.0,0.0,0.0
test,-1.2062013149261475,0.8594621419906616,-1.3869690895080566,-0.4284024238586426,0.7992358803749084,-0.22554606199264526,0.5165663957595825,0.39887651801109314,1.351669430732727,-0.5195552110671997,0.0,1.0,0.0,0.0
test,1.3151791095733643,0.481467604637146,-2.2161693572998047,-0.8864318132400513,1.1683632135391235,0.5697010159492493,2.1294443607330322,0.9232590794563293,-1.0975544452667236,0.7115122675895691,0.0,0.0,1.0,0.0
test,0.488236665725708,2.465169668197632,-1.5605500936508179,0.9613342881202698,-1.25666344165802,0.021375611424446106,2.939723253250122,-0.6503223180770874,0.05649922043085098,0.5277838706970215,0.0,0.0,0.0,1.0
test,-0.1088404580950737,0.6379714012145996,-1.3154455423355103,0.10413012653589249,1.2001150846481323,-0.5298019051551819,1.7096232175827026,0.1444607377052307,0.42300930619239807,0.3534608781337738,1.0,0.0,0.0,0.0
test,0.08349056541919708,0.8373600840568542,-0.6060343384742737,-0.004386677406728268,1.9471735954284668,-0.5290964841842651,0.7889556884765625,-0.009812460280954838,1.0609947443008423,1.046691656112671,0.0,1.0,0.0,0.0
test,-2.3054709434509277,-0.28855377435684204,-1.327588677406311,-0.14543353021144867,2.3562631607055664,-0.6099813580513,1.0745564699172974,0.6457069516181946,-0.013030121102929115,-1.003095269203186,0.0,0.0,1.0,0.0
test,1.105610966682434,-1.5560357570648193,-1.6875897645950317,1.6611407995224,-0.37192925810813904,-1.8176286220550537,1.3774468898773193,-0.924877405166626,1.6419904232025146,-1.5784227848052979,0.0,0.0,0.0,1.0
test,0.14494779706001282,0.12081034481525421,-1.1816487312316895,-0.26377031207084656,0.6142992377281189,-1.026829719543457,0.9385258555412292,-0.25312843918800354,0.6003137826919556,-0.3495301902294159,1.0,0.0,0.0,0.0
test,0.8319082856178284,-0.2534761428833008,-0.6151342988014221,-0.8996909856796265,0.8991709351539612,-0.7045015096664429,1.5287699699401855,0.33767837285995483,-0.2636083960533142,0.5929155945777893,0.0,1.0,0.0,0.0
test,0.2435624599456787,1.2871582508087158,-0.553670346736908,-0.7336317896842957,1.2107269763946533,-0.19971860945224762,1.117584228515625,-2.516493797302246,0.05767339468002319,-1.359825849533081,0.0,0.0,1.0,0.0
test,-1.7087327241897583,1.7916878461837769,-0.23940393328666687,-0.6198074221611023,-0.35239526629447937,-2.5501105785369873,1.080433964729309,-1.1622925996780396,-0.5412445068359375,-0.26887568831443787,0.0,0.0,0.0,1.0
test,0.5955331921577454,0.8247727155685425,-1.3746627569198608,-0.5620835423469543,1.2733317613601685,-0.6929241418838501,1.122637152671814,-0.0531025305390358,0.9709098935127258,-0.45836561918258667,1.0,0.0,0.0,0.0
test,0.7117555737495422,0.0684967115521431,-1.2882378101348877,0.8260511159896851,0.7018042802810669,-0.11941181868314743,1.6118254661560059,-1.565114140510559,0.5247732400894165,-0.340618371963501,0.0,1.0,0.0,0.0
test,-0.506168007850647,0.40491005778312683,-1.0591357946395874,1.6742914915084839,1.1653189659118652,-1.8628178834915161,1.9359543323516846,1.3968167304992676,1.0496563911437988,0.08748325705528259,0.0,0.0,1.0,0.0
test,1.8930672407150269,1.4434680938720703,-3.129765510559082,0.8107608556747437,1.3531631231307983,-0.8064736723899841,3.7172069549560547,-0.08862419426441193,-0.07965502887964249,-1.5596024990081787,0.0,0.0,0.0,1.0
