split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8
val,-3.8657398223876953,-1.8891303539276123,-3.1678011417388916,1.106126070022583,0.963742733001709,1.916286826133728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-1.6010161638259888,-0.6491572856903076,-4.409947872161865,-2.5925259590148926,-0.6333371996879578,-0.3737247884273529,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-3.0608103275299072,-0.32483670115470886,-2.695936918258667,4.668587684631348,-4.840869426727295,-3.8823394775390625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,1.8201987743377686,-4.86793327331543,3.282036304473877,3.695108413696289,-4.023321151733398,4.477488994598389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-2.4030954837799072,1.147702932357788,0.2795419991016388,1.1085896492004395,-8.031051635742188,-5.411994934082031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-2.2162256240844727,-1.5601531267166138,-0.2216891348361969,1.185355544090271,-2.1018450260162354,-0.4332844316959381,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.7110445499420166,-2.4195973873138428,-1.0428466796875,1.411252737045288,0.0936141088604927,0.17854338884353638,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.7144079208374023,-1.4526158571243286,0.574784517288208,0.6383615136146545,-3.2088069915771484,2.2331974506378174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.1454355716705322,-1.013958215713501,-1.1908743381500244,-1.2337106466293335,0.3862400949001312,1.8639819622039795,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-2.621516227722168,-3.1203651428222656,-1.0382369756698608,4.653890609741211,-4.705179691314697,-0.548319399356842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.8990962505340576,-5.087930202484131,0.9118568897247314,-1.866906762123108,-3.101951837539673,1.1820812225341797,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,0.33022651076316833,-3.2688472270965576,-5.281627655029297,0.3009573519229889,-0.5337901711463928,3.7777161598205566,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-3.670638084411621,-6.799300193786621,2.798823118209839,-2.6542911529541016,2.117217779159546,0.2487780898809433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-7.258572578430176,-4.091860771179199,1.945901870727539,3.664339303970337,4.088814735412598,-1.6496872901916504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.8728761672973633,-2.1511034965515137,-0.01077190600335598,0.45134732127189636,-2.0965044498443604,-0.35843604803085327,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.183003544807434,-2.686525583267212,-1.0880897045135498,2.3527257442474365,-0.6418104767799377,-0.45954814553260803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.238271713256836,-1.5695650577545166,-0.2886202931404114,1.8179272413253784,1.1487220525741577,0.6524994969367981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-1.4201509952545166,1.1344125270843506,0.7873102426528931,0.16416342556476593,-3.33424973487854,-1.0988855361938477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.3579699993133545,-2.4011049270629883,0.5243264436721802,-0.24552875757217407,0.9647548794746399,2.5910818576812744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-2.140263557434082,-0.3889411389827728,-3.984048843383789,4.8639349937438965,-3.608262777328491,-0.6508992314338684,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-4.908041000366211,-2.027979612350464,-1.93995201587677,-0.9657083749771118,1.5148203372955322,-4.58122444152832,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-2.0558841228485107,3.1782994270324707,-1.2823231220245361,2.3581221103668213,-4.50584602355957,-5.104731559753418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,1.7248331308364868,-7.457386016845703,-1.0923163890838623,5.037408828735352,-1.1622650623321533,4.880556583404541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.595600962638855,-1.92270028591156,0.5024024844169617,1.3242146968841553,-0.8181931376457214,0.1382388472557068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.6761883497238159,-2.2806689739227295,1.4672889709472656,1.108201265335083,-1.0496113300323486,-0.6493875980377197,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.3576018810272217,-3.1814746856689453,-1.1228532791137695,-0.3805282413959503,-1.0212554931640625,-1.8560868501663208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-3.1175589561462402,-4.244414806365967,2.25307035446167,1.8508169651031494,0.08816728740930557,0.30675873160362244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,-2.5139317512512207,-3.0504519939422607,-1.2199840545654297,-3.3228530883789062,-1.7363049983978271,-1.228052020072937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,-3.191694498062134,-5.7585906982421875,-2.4453585147857666,4.131333351135254,-1.16045081615448,2.230451822280884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.8029779195785522,1.727493405342102,-1.9321168661117554,5.508754253387451,-5.098093509674072,-0.8237607479095459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-1.568360686302185,-7.6666259765625,3.548464059829712,-0.5554400682449341,-4.997817516326904,1.9961410760879517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-1.3636854887008667,6.17454195022583,-0.9861762523651123,-1.7707140445709229,-0.7692117691040039,-1.8987585306167603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,-1.7543578147888184,-1.7368576526641846,-0.8219785690307617,0.8763259053230286,-1.8215348720550537,0.3764280378818512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.38324448466300964,-1.0786653757095337,-1.1166586875915527,0.8284645080566406,-1.6679317951202393,0.547011137008667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-0.7102575302124023,-1.0475188493728638,-1.4829877614974976,0.08276385813951492,-2.6874728202819824,1.6105282306671143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,-2.0042238235473633,-2.7159667015075684,1.2377303838729858,4.1053924560546875,-3.5549087524414062,-1.2090998888015747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
val,1.4494045972824097,0.1887146681547165,2.692446708679199,1.8650541305541992,-1.3877514600753784,1.5184792280197144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
val,1.7903035879135132,-5.472198486328125,-2.742818593978882,1.9204453229904175,-2.227116107940674,-2.1906120777130127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
val,-1.6498619318008423,-3.119901180267334,-3.205716133117676,4.986503601074219,1.314400553703308,3.8539533615112305,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
val,-0.21108393371105194,1.6110087633132935,1.7201180458068848,1.1230554580688477,3.946511745452881,3.801589012145996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,-3.204259157180786,-3.8441269397735596,-4.998369216918945,6.432345390319824,-2.020228147506714,4.78447151184082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.180156946182251,-2.7092177867889404,-0.20537026226520538,0.9843245148658752,-1.0550024509429932,-0.06839463859796524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.7071027755737305,-1.8648488521575928,-0.2675568461418152,1.7218800783157349,-1.3796099424362183,1.4991806745529175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.4691979885101318,0.003229377092793584,0.7441450357437134,2.2269668579101562,-0.7109019160270691,1.4729617834091187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.38770630955696106,-1.9915679693222046,-1.3246418237686157,-1.0986535549163818,-2.9916770458221436,1.7187527418136597,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,1.4734066724777222,-2.61783766746521,2.5542991161346436,1.84682297706604,-1.0085793733596802,-2.780360698699951,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.6892498731613159,-1.3190220594406128,-2.9221484661102295,4.917957782745361,-4.909473419189453,1.2548508644104004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-5.064038276672363,-1.0583162307739258,-4.829812049865723,0.26590344309806824,-4.488764762878418,-2.150973081588745,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-0.6369107365608215,1.5864711999893188,3.423413038253784,4.985507488250732,-3.5912160873413086,-4.460423946380615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-6.8378071784973145,1.9389742612838745,-3.585963249206543,-2.291029453277588,1.0673414468765259,-2.617097854614258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.7514725923538208,-2.1841013431549072,0.4274659752845764,0.8350570797920227,-1.7639933824539185,0.663119912147522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.8834113478660583,-2.688279867172241,-0.5473119616508484,2.7632620334625244,-2.033116340637207,-0.479017972946167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.7078399658203125,-4.140324115753174,0.7728739380836487,2.47554087638855,-0.696129322052002,0.6829772591590881,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.005092285573482513,-4.954058647155762,0.5382450819015503,0.9408349394798279,0.02374652773141861,1.2607606649398804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-4.281428337097168,-1.3012582063674927,-2.0073952674865723,0.06111028790473938,-3.0451180934906006,-3.263441801071167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.05594410374760628,-3.8634235858917236,-3.6502180099487305,2.5708436965942383,0.7914689183235168,-3.2187318801879883,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-2.0640830993652344,-5.095974445343018,2.8412208557128906,2.916231155395508,-6.523828029632568,1.802817702293396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.410008430480957,-7.178673267364502,1.0093716382980347,4.2074198722839355,1.7012343406677246,2.8729076385498047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,4.326168537139893,0.3980795443058014,-2.195204257965088,1.7132866382598877,0.6854825019836426,5.40920877456665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9860690832138062,-2.6074469089508057,0.34146204590797424,1.300046443939209,-1.0089726448059082,-0.021788429468870163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8361220359802246,-1.5437909364700317,-0.1204516738653183,2.052748918533325,-0.14380644261837006,0.8952842354774475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.135226011276245,-1.2802081108093262,0.7907553911209106,0.41261452436447144,-3.564284086227417,0.847470760345459,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.0000576972961426,-2.3556430339813232,1.1233010292053223,-0.9488766193389893,1.424064040184021,0.5439043045043945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-3.1974430084228516,-0.060887888073921204,0.6634124517440796,3.104011058807373,-5.38361120223999,-0.24230918288230896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-1.6353545188903809,-4.852384567260742,-3.8450064659118652,-1.5737810134887695,-2.2323431968688965,2.3356332778930664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-0.7626179456710815,2.4996678829193115,1.1715902090072632,1.8338336944580078,-3.276787042617798,-4.85304594039917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-5.93664026260376,-0.021959355100989342,-6.0606584548950195,2.2164759635925293,-0.15076349675655365,-1.6539130210876465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.9155654907226562,-7.187754154205322,-5.081289768218994,4.056606292724609,1.3103402853012085,3.512127161026001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.1851356029510498,-2.4210989475250244,-0.8645842671394348,1.1165027618408203,-1.5716346502304077,0.14550979435443878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.8852359056472778,-1.6913557052612305,0.42950889468193054,2.7322092056274414,-0.7299442291259766,-0.7545942068099976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.5946020483970642,-1.0508992671966553,-1.5387624502182007,2.3271734714508057,-0.04366427659988403,-1.1814922094345093,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.2398228645324707,-0.1623968929052353,0.26654109358787537,0.9603248238563538,1.4850143194198608,0.4703725278377533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,-1.081231713294983,1.693284273147583,0.028664657846093178,-1.1295593976974487,0.5164427757263184,-1.0693645477294922,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,-0.722697377204895,-6.647604465484619,-3.604004144668579,0.074290432035923,-1.8700613975524902,0.2668437957763672,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.5546220541000366,-0.6386299133300781,4.12429666519165,-1.1870455741882324,-3.4634602069854736,3.1089589595794678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-3.0414743423461914,-0.6581595540046692,5.214045524597168,5.510435581207275,1.5065759420394897,-2.0362777709960938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-1.672537922859192,-3.200817584991455,4.211879253387451,-2.7584104537963867,-2.5973622798919678,6.603457927703857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.9226629734039307,-1.4277628660202026,-0.26722481846809387,1.194455862045288,-1.3395103216171265,0.61188143491745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.76045560836792,-2.2403273582458496,0.5990760922431946,2.8292574882507324,-2.247659206390381,-0.6779946088790894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.9113957285881042,-0.03709792345762253,1.4461426734924316,0.6271485686302185,-2.8745276927948,-0.5181055068969727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.5810173749923706,-5.122530937194824,-1.0913429260253906,-0.4595699906349182,-2.646458625793457,1.1662343740463257,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.7066397666931152,-4.974245548248291,-0.8309836387634277,4.0859456062316895,-2.925410270690918,-0.5558363199234009,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,3.214675188064575,-4.447498798370361,-1.3086265325546265,2.043936252593994,-0.42856505513191223,-1.86664617061615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,-4.9117512702941895,0.17721642553806305,-3.7362735271453857,1.4684653282165527,-5.7099223136901855,1.6324541568756104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.03621877357363701,-0.8948410749435425,2.165651321411133,-2.799696207046509,-6.583239555358887,3.6687045097351074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.033524036407471,-2.6048495769500732,5.137711048126221,-1.9887807369232178,1.7502866983413696,1.5900636911392212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.067999243736267,-1.6816825866699219,-0.5978691577911377,1.021930456161499,-1.1025890111923218,-0.2923978269100189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-1.503591775894165,-3.153963804244995,0.15803119540214539,1.8012826442718506,-2.8200929164886475,0.8157050013542175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.0755859762430191,-1.1170625686645508,-2.120344638824463,0.7145010828971863,-2.428354501724243,-0.5326670408248901,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,0.8150160908699036,-2.3047969341278076,1.3916974067687988,0.5321749448776245,-1.827284812927246,2.6429126262664795,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.25548046827316284,1.975142002105713,-1.2526887655258179,1.5124485492706299,-0.2605605125427246,-1.5705296993255615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2050743103027344,-5.013308048248291,0.9327670335769653,3.681683301925659,-3.2933266162872314,2.9393982887268066,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.21033982932567596,3.8747165203094482,-1.2219297885894775,0.5066710114479065,1.4225420951843262,-0.21480603516101837,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,-4.219619274139404,-0.30116498470306396,-2.5962045192718506,4.48274040222168,-6.954497814178467,2.827432870864868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-7.878827095031738,-0.7257915735244751,-1.8259285688400269,2.031620979309082,1.6673548221588135,-5.141819000244141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-0.9426490664482117,-2.66267991065979,-0.1501789391040802,0.9789421558380127,-1.7549148797988892,0.17743957042694092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-2.024899959564209,-3.593198537826538,0.4115847051143646,0.7624069452285767,-2.049175500869751,0.7865268588066101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-3.8951568603515625,-3.54105281829834,0.6010398864746094,1.990524411201477,-1.265663743019104,-0.6263779997825623,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.6153643727302551,0.4542996287345886,-0.29124724864959717,3.5629546642303467,-0.727730929851532,-1.6424671411514282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
