split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class_0,class_1,class_2,class_3,class_4,class_5,class_6
test,-0.5746463537216187,1.6829333305358887,1.7997779846191406,-2.6991801261901855,1.3372546434402466,2.167819023132324,-1.903198003768921,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,1.7610466480255127,3.7578022480010986,3.594214677810669,0.912961483001709,1.1257035732269287,0.20843833684921265,-0.4559711515903473,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,0.5194181203842163,2.7300639152526855,-2.068309783935547,-3.0643627643585205,-0.9603473544120789,0.4106782078742981,0.3758361041545868,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,-3.5073258876800537,-1.089633822441101,6.27992582321167,0.8146913647651672,0.7254037261009216,-2.051297903060913,-0.5812568068504333,0.0,0.0,0.0,0.0,0.0,0.0,1.0
test,-1.4994466304779053,0.5508970022201538,0.3837406039237976,0.6932775974273682,0.19853299856185913,0.6499763131141663,-1.5448158979415894,1.0,0.0,0.0,0.0,0.0,0.0,0.0
test,-0.4430944323539734,1.7143546342849731,0.3375741243362427,0.9955258369445801,1.3222378492355347,0.7583485841751099,-0.4865970015525818,0.0,1.0,0.0,0.0,0.0,0.0,0.0
test,0.328467458486557,2.0287156105041504,2.252695083618164,0.25232836604118347,-0.3240017294883728,2.06360125541687,-3.3667283058166504,0.0,0.0,1.0,0.0,0.0,0.0,0.0
test,1.2755393981933594,0.7458696365356445,-1.4941226243972778,-1.1554878950119019,-0.2187705934047699,1.2683779001235962,-1.0002310276031494,0.0,0.0,0.0,1.0,0.0,0.0,0.0
test,0.5518976449966431,-2.1178276538848877,-0.018016958609223366,1.6174074411392212,0.475688099861145,1.9786088466644287,-4.935910701751709,0.0,0.0,0.0,0.0,1.0,0.0,0.0
test,2.450889825820923,0.1474798619747162,1.7341055870056152,3.0572025775909424,-3.6875364780426025,-0.20115965604782104,-2.5670790672302246,0.0,0.0,0.0,0.0,0.0,1.0,0.0
test,0.37151825428009033,1.1613088846206665,4.749413967132568,-2.427513599395752,-0.7906799912452698,-2.762275218963623,1.042958378791809,0.0,0.0,0.0,0.0,0.0,0.0,1.0
