split,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,class_0,class_1,class_2,class_3,class_4
val,0.41130557656288147,0.25867506861686707,-2.236868143081665,-0.7527462244033813,0.7232507467269897,-2.0387203693389893,0.8687154650688171,0.6524642705917358,-1.9298545122146606,1.4257804155349731,0.0,0.0,0.0,1.0,0.0
val,-0.7215302586555481,-1.5497806072235107,1.3523564338684082,-1.4988309144973755,2.4191155433654785,-2.174781560897827,1.4906296730041504,-0.057068321853876114,0.04974177107214928,-1.5137948989868164,0.0,0.0,0.0,0.0,1.0
test,0.4775049090385437,0.5032352805137634,0.27476203441619873,-2.5758650302886963,1.06337308883667,-1.506710171699524,0.5105215311050415,-0.30951374769210815,0.19445398449897766,1.2341606616973877,1.0,0.0,0.0,0.0,0.0
test,-0.7508490085601807,0.33144819736480713,-0.4176671802997589,-3.3707072734832764,2.0126137733459473,-2.4443559646606445,-0.12366342544555664,-0.3887171149253845,0.7918145060539246,2.578171730041504,0.0,1.0,0.0,0.0,0.0
test,0.025895750150084496,1.5901836156845093,-1.9305055141448975,-2.7349472045898438,-0.5292726159095764,-0.8767576217651367,0.8771962523460388,-0.8575133085250854,-0.168634295463562,2.850196123123169,0.0,0.0,1.0,0.0,0.0
test,-0.0026547082234174013,-0.3359794616699219,0.6190940737724304,-2.817833662033081,0.8415889739990234,-3.1637990474700928,-1.170323371887207,-0.24000844359397888,1.1380724906921387,4.557066917419434,0.0,0.0,0.0,1.0,0.0
test,1.4875329732894897,-0.9825756549835205,-3.4756128787994385,-2.328429698944092,-0.6480976939201355,-0.7397953867912292,1.0110381841659546,0.5967523455619812,-1.5577718019485474,1.473899483680725,0.0,0.0,0.0,0.0,1.0
test,0.4647466838359833,0.4810965061187744,0.05063313618302345,-2.640784978866577,1.2457187175750732,-0.886847972869873,0.3644988536834717,-0.3036317527294159,0.8251941800117493,1.8728030920028687,1.0,0.0,0.0,0.0,0.0
test,0.008753260597586632,1.3232001066207886,-0.12953242659568787,-4.120364189147949,1.378339409828186,-0.5545392036437988,0.23613913357257843,-1.1543735265731812,0.023493709042668343,2.4829320907592773,0.0,1.0,0.0,0.0,0.0
test,-0.7833344340324402,0.9918009638786316,0.44827327132225037,-5.056213855743408,0.06551872193813324,-2.4758944511413574,0.16908369958400726,-0.6062828898429871,0.04508572071790695,2.113964319229126,0.0,0.0,1.0,0.0,0.0
test,-0.6133005023002625,1.5596367120742798,0.811335563659668,-2.481147289276123,1.1304123401641846,-4.874300479888916,-0.49860575795173645,-0.23505863547325134,0.5852891802787781,2.850959300994873,0.0,0.0,0.0,1.0,0.0
test,1.5259275436401367,-0.992161214351654,-1.9125598669052124,-4.577246189117432,3.236389398574829,0.5565024018287659,0.5559358596801758,-1.2546942234039307,-1.942384958267212,1.3092491626739502,0.0,0.0,0.0,0.0,1.0
test,0.5661823749542236,0.6385737657546997,-0.1772976815700531,-2.279797077178955,0.9391977787017822,-1.8586708307266235,0.45855140686035156,-0.25607046484947205,0.14002017676830292,2.2370920181274414,1.0,0.0,0.0,0.0,0.0
test,0.8199455738067627,-0.17863228917121887,-1.0181832313537598,-3.0353951454162598,1.792876958847046,-0.9793820381164551,0.8314688801765442,0.27662530541419983,1.2833797931671143,1.487321376800537,0.0,1.0,0.0,0.0,0.0
test,1.5349370241165161,-0.05337431654334068,-0.4194375276565552,-3.697706460952759,0.7041383981704712,-2.3867695331573486,1.073822259902954,-1.9970922470092773,1.5128173828125,2.314570665359497,0.0,0.0,1.0,0.0,0.0
test,-0.9065801501274109,-0.012033345177769661,0.2676072120666504,-2.489835023880005,1.1707254648208618,1.6722122430801392,0.5790639519691467,1.474497675895691,0.084930919110775,2.310454845428467,0.0,0.0,0.0,1.0,0.0
test,-0.6190484762191772,0.7929401993751526,0.4218147397041321,-0.49414539337158203,3.3802013397216797,-0.1312410682439804,-0.9015798568725586,1.9166545867919922,-0.3038899600505829,3.952655553817749,0.0,0.0,0.0,0.0,1.0
test,0.042408429086208344,0.9217869639396667,0.40629273653030396,-2.7481040954589844,1.309141993522644,-1.629806399345398,0.851397693157196,-0.9358237385749817,0.20842580497264862,1.6385468244552612,1.0,0.0,0.0,0.0,0.0
test,-0.5021406412124634,0.238382026553154,-0.10985784232616425,-3.115206480026245,0.7276815176010132,-1.83013117313385,-0.9955791234970093,-0.7123382687568665,0.4207097589969635,2.044543743133545,0.0,1.0,0.0,0.0,0.0
test,1.8570104837417603,1.30227792263031,0.02071785368025303,-1.405630111694336,0.7625772356987,-1.7229558229446411,-0.3166693150997162,-0.2634280025959015,1.8497331142425537,1.2706224918365479,0.0,0.0,1.0,0.0,0.0
test,1.4803732633590698,0.26675450801849365,-0.2315065562725067,-3.0282700061798096,2.282111167907715,-4.387578964233398,2.35237717628479,0.7579270005226135,-0.3597814440727234,2.079484224319458,0.0,0.0,0.0,1.0,0.0
test,-1.0290369987487793,1.7822855710983276,0.3044070303440094,-1.4814144372940063,0.04794261232018471,1.152125358581543,0.10831430554389954,-2.1883275508880615,2.60451078414917,3.490137815475464,0.0,0.0,0.0,0.0,1.0
test,-0.08856478333473206,0.5317786931991577,-0.6343240737915039,-2.7527952194213867,0.7650406956672668,-1.8761810064315796,0.7604891061782837,-0.26212581992149353,0.12509286403656006,1.5296276807785034,1.0,0.0,0.0,0.0,0.0
test,1.1180062294006348,1.0303680896759033,-0.18844379484653473,-3.916130304336548,1.0736396312713623,-1.8720775842666626,1.0245554447174072,-0.02953450009226799,-0.2737240493297577,0.7353298664093018,0.0,1.0,0.0,0.0,0.0
test,-1.2371631860733032,0.7959522604942322,-0.22154341638088226,-4.905252933502197,1.9781413078308105,-1.2462811470031738,0.874055027961731,-0.8705079555511475,0.8851766586303711,3.145969867706299,0.0,0.0,1.0,0.0,0.0
test,-1.3063150644302368,0.6155593395233154,0.14533618092536926,-4.853316783905029,1.4080047607421875,-1.3685377836227417,0.20042745769023895,2.254483938217163,0.44791993498802185,3.564342498779297,0.0,0.0,0.0,1.0,0.0
test,0.3599754571914673,-0.5136918425559998,-1.9342505931854248,-3.4947264194488525,0.19090868532657623,0.1096004992723465,-1.7584631443023682,-2.372732639312744,-1.2392715215682983,-0.11833734810352325,0.0,0.0,0.0,0.0,1.0
test,-0.19333022832870483,0.8437293767929077,0.48898419737815857,-3.044917583465576,1.251733422279358,-1.7240087985992432,0.5002365708351135,-0.6396752595901489,0.03294708579778671,1.615994930267334,1.0,0.0,0.0,0.0,0.0
test,0.865901529788971,1.1884323358535767,-1.0968093872070312,-3.5698623657226562,1.6818480491638184,-1.7266179323196411,0.6137766242027283,0.7428408861160278,1.2934350967407227,1.8454161882400513,0.0,1.0,0.0,0.0,0.0
test,0.054785825312137604,1.6398842334747314,0.06043769419193268,-3.3478221893310547,2.282682180404663,-0.9857582449913025,2.7022831439971924,-1.740384817123413,0.5867623686790466,2.261819839477539,0.0,0.0,1.0,0.0,0.0
test,-0.14335115253925323,2.5514237880706787,-0.7952899932861328,-1.295317530632019,0.10951521247625351,-2.2235591411590576,-0.18235887587070465,-1.7767915725708008,2.627822160720825,2.08432674407959,0.0,0.0,0.0,1.0,0.0
test,0.8613023161888123,0.34772005677223206,2.6989834308624268,-2.5081145763397217,1.6359490156173706,1.8640440702438354,1.5973107814788818,-1.4014127254486084,-0.5997249484062195,0.8253998160362244,0.0,0.0,0.0,0.0,1.0
test,0.4434414803981781,0.9510754942893982,-0.32206040620803833,-3.004866600036621,0.7357218265533447,-2.0409021377563477,0.332052618265152,-0.12087056785821915,0.7517157196998596,1.7008767127990723,1.0,0.0,0.0,0.0,0.0
test,-0.12125103920698166,1.822823405265808,0.40300822257995605,-2.957763195037842,0.4847680926322937,-1.2090131044387817,0.8195727467536926,-0.9332470893859863,1.4540724754333496,1.9489208459854126,0.0,1.0,0.0,0.0,0.0
test,-0.20494352281093597,0.36221638321876526,-2.0161941051483154,-3.102113962173462,3.013688802719116,-1.6498894691467285,0.31045785546302795,-1.1674998998641968,1.5407609939575195,1.420138955116272,0.0,0.0,1.0,0.0,0.0
test,-1.173921823501587,0.3927457630634308,-0.7768334746360779,-4.936383247375488,2.6200907230377197,-1.788411021232605,3.087904691696167,0.6617212295532227,0.3163560926914215,1.2838008403778076,0.0,0.0,0.0,1.0,0.0
test,0.19226428866386414,-0.07798108458518982,-0.5134854316711426,-1.5272982120513916,0.06135477498173714,1.882952332496643,1.0422674417495728,2.133845329284668,1.8957568407058716,1.2003999948501587,0.0,0.0,0.0,0.0,1.0
test,-0.23838244378566742,0.23008109629154205,-0.29300546646118164,-2.7500860691070557,1.0841052532196045,-1.388246774673462,0.12922675907611847,-0.4470451772212982,0.6361899971961975,1.6510539054870605,1.0,0.0,0.0,0.0,0.0
test,1.3618837594985962,1.053155779838562,0.5280216336250305,-1.6484168767929077,1.0045825242996216,-1.6011464595794678,0.9509252309799194,-0.4476383924484253,0.4153766632080078,1.3829975128173828,0.0,1.0,0.0,0.0,0.0
test,-0.9902351498603821,0.4968562722206116,-2.0002126693725586,-4.463935852050781,1.8216887712478638,-1.5389504432678223,-0.1857237070798874,-0.20670343935489655,0.7721911072731018,2.75575852394104,0.0,0.0,1.0,0.0,0.0
test,-0.44339996576309204,2.9997315406799316,-1.0089020729064941,-2.1452441215515137,1.7740684747695923,-0.9809126853942871,2.7920033931732178,-0.14763885736465454,1.5374362468719482,3.504808187484741,0.0,0.0,0.0,1.0,0.0
test,-0.8071418404579163,-0.23664641380310059,-1.3085600137710571,0.26786044239997864,2.911243200302124,0.2769410014152527,0.445146381855011,-2.6994848251342773,0.5824743509292603,2.182018280029297,0.0,0.0,0.0,0.0,1.0
test,0.3688831925392151,0.585073709487915,-0.4748552739620209,-2.4408082962036133,1.9550148248672485,-1.2414110898971558,0.5134857296943665,0.07567944377660751,0.37209299206733704,1.9162402153015137,1.0,0.0,0.0,0.0,0.0
test,0.8840683698654175,0.38726773858070374,0.06600578129291534,-3.220702648162842,1.6722757816314697,-2.234584331512451,0.448443204164505,0.16064701974391937,1.7635862827301025,2.3487114906311035,0.0,1.0,0.0,0.0,0.0
test,-1.7736189365386963,2.1995108127593994,-0.28343600034713745,-3.192892074584961,2.63598370552063,-1.9793963432312012,0.5027771592140198,0.3443588614463806,-0.3461112380027771,1.4230685234069824,0.0,0.0,1.0,0.0,0.0
test,-0.5352517366409302,2.0148513317108154,0.7943398952484131,-2.699944257736206,0.8007559776306152,-4.691501140594482,0.5093140602111816,0.6551553606987,0.1682540476322174,3.1220808029174805,0.0,0.0,0.0,1.0,0.0
test,2.1215970516204834,-1.6027488708496094,-1.2319711446762085,-2.3139946460723877,-0.0037698678206652403,0.644081711769104,0.7857916355133057,-0.7096890211105347,2.3364953994750977,-0.012961271218955517,0.0,0.0,0.0,0.0,1.0
test,0.7682726383209229,0.9134556651115417,-0.01930854842066765,-2.650587558746338,1.2606960535049438,-0.9235211610794067,0.7152303457260132,-0.5147417187690735,0.044473689049482346,1.5583289861679077,1.0,0.0,0.0,0.0,0.0
test,-0.7083815336227417,0.8219363689422607,-0.15535619854927063,-3.063606023788452,2.0454764366149902,-0.7911158800125122,0.9395954608917236,1.0484334230422974,0.2958591878414154,1.625380277633667,0.0,1.0,0.0,0.0,0.0
test,1.8749234676361084,0.24484063684940338,-0.45933854579925537,-3.2592544555664062,1.285961627960205,-0.4306679666042328,0.6658010482788086,1.5679186582565308,1.2936769723892212,1.5904396772384644,0.0,0.0,1.0,0.0,0.0
test,-1.0280050039291382,0.6227701306343079,0.8741067051887512,-1.6780924797058105,0.7646631002426147,-1.0109362602233887,0.8731905221939087,-0.39387083053588867,1.779408574104309,4.8545098304748535,0.0,0.0,0.0,1.0,0.0
test,0.26314979791641235,-2.972541570663452,-2.711874008178711,-2.480792284011841,2.4834237098693848,-0.8760215640068054,0.34782060980796814,-1.343684196472168,-0.08763185888528824,0.7812389731407166,0.0,0.0,0.0,0.0,1.0
test,-0.3377009928226471,0.5912635326385498,-0.06816256046295166,-2.679612398147583,0.986294686794281,-1.6805028915405273,0.1683821827173233,0.08241806924343109,0.1313052475452423,2.127901792526245,1.0,0.0,0.0,0.0,0.0
test,0.3460516631603241,0.16204877197742462,1.1631581783294678,-2.520764112472534,1.0111775398254395,-1.9099822044372559,0.0007669696933589876,-0.21124033629894257,0.2200746089220047,2.8045971393585205,0.0,1.0,0.0,0.0,0.0
test,1.0528262853622437,2.7748029232025146,0.46386969089508057,-2.0387163162231445,0.13643963634967804,-1.2959791421890259,1.8141413927078247,-0.6888787746429443,0.6915802955627441,1.9865632057189941,0.0,0.0,1.0,0.0,0.0
test,0.9210280776023865,-2.5035834312438965,-1.0489858388900757,-1.9930812120437622,1.2827798128128052,-0.7632262706756592,0.9600627422332764,-0.9570069313049316,1.5737272500991821,1.3526067733764648,0.0,0.0,0.0,1.0,0.0
test,3.4643468856811523,3.1063971519470215,0.4685116708278656,-3.483991861343384,1.1672338247299194,-4.041139125823975,0.7545710206031799,-1.5551855564117432,0.886562705039978,1.500593900680542,0.0,0.0,0.0,0.0,1.0
test,-0.19871626794338226,0.7396625876426697,-0.7743713855743408,-2.802255153656006,1.0577629804611206,-1.0689750909805298,0.5999168157577515,0.022646378725767136,0.09946157783269882,1.593591570854187,1.0,0.0,0.0,0.0,0.0
test,-0.261013001203537,2.4662368297576904,0.0339500717818737,-2.5269453525543213,1.4965898990631104,-1.0347813367843628,0.5516790747642517,-0.8752411603927612,-0.004751669708639383,1.434677004814148,0.0,1.0,0.0,0.0,0.0
test,0.8004238605499268,1.9221388101577759,-0.15932601690292358,-2.0560641288757324,3.4079666137695312,-0.33347010612487793,0.7458640336990356,-0.37651094794273376,0.34316587448120117,2.825359582901001,0.0,0.0,1.0,0.0,0.0
test,0.8615480065345764,-0.3513738512992859,-1.916215181350708,-2.8260698318481445,2.1451971530914307,-2.873145580291748,1.331383466720581,-1.798384428024292,2.505673408508301,2.9909822940826416,0.0,0.0,0.0,1.0,0.0
test,0.026538319885730743,1.4653109312057495,-0.2527717649936676,-5.1489763259887695,2.5555450916290283,-1.9878047704696655,0.7540485262870789,2.6980907917022705,3.2490358352661133,1.5508230924606323,0.0,0.0,0.0,0.0,1.0
test,0.018720300868153572,0.6696781516075134,-0.2945895493030548,-3.2513816356658936,1.9841970205307007,-1.4754787683486938,0.35394686460494995,-0.6602371335029602,-0.03769899159669876,1.6118237972259521,1.0,0.0,0.0,0.0,0.0
test,-0.6508346796035767,-0.060540273785591125,-0.695402979850769,-3.853226661682129,1.3244335651397705,-0.7812902331352234,0.8215221166610718,-0.6125605702400208,0.912444531917572,1.3024694919586182,0.0,1.0,0.0,0.0,0.0
test,-0.600673496723175,0.3969859182834625,0.10879182815551758,-3.566504716873169,3.5531070232391357,-0.934087872505188,1.768391728401184,-0.11782044917345047,0.7521999478340149,2.63246750831604,0.0,0.0,1.0,0.0,0.0
test,0.5447573065757751,-0.09199362248182297,-1.3497793674468994,-3.3817625045776367,1.2222154140472412,-1.109633445739746,2.0438153743743896,-0.37865152955055237,1.0757662057876587,5.122177600860596,0.0,0.0,0.0,1.0,0.0
test,-1.064874529838562,-0.6746386289596558,0.6787422895431519,-3.489295721054077,1.8767653703689575,-4.185848236083984,-1.1698601245880127,-0.1402641385793686,3.0961766242980957,0.516621470451355,0.0,0.0,0.0,0.0,1.0
test,-0.4735293984413147,1.1592391729354858,-0.6739938855171204,-3.11385178565979,1.3825569152832031,-1.7249211072921753,0.5014373064041138,-0.36887767910957336,0.4395635724067688,1.557853102684021,1.0,0.0,0.0,0.0,0.0
test,0.4212169945240021,0.4713326096534729,0.038922566920518875,-2.6377482414245605,0.5559680461883545,-2.0332980155944824,-0.9015147089958191,-0.24470439553260803,-0.4885176420211792,1.7287920713424683,0.0,1.0,0.0,0.0,0.0
test,0.4638146460056305,1.5243785381317139,-0.4934864640235901,-1.9424793720245361,3.1041600704193115,-1.067065954208374,0.026873506605625153,-0.45478054881095886,1.8331902027130127,3.0823755264282227,0.0,0.0,1.0,0.0,0.0
test,-0.16849181056022644,-0.014001608826220036,0.7505944967269897,-2.7631466388702393,1.8519474267959595,-1.8126825094223022,-1.3967541456222534,0.162926584482193,2.699153184890747,3.8908133506774902,0.0,0.0,0.0,1.0,0.0
test,2.686495304107666,-0.20303897559642792,0.2477547526359558,-0.987625241279602,3.563422441482544,-0.13714472949504852,2.119432210922241,1.14535653591156,-0.47902974486351013,0.5137678384780884,0.0,0.0,0.0,0.0,1.0
test,0.6722029447555542,0.36487266421318054,-0.28153228759765625,-3.4190754890441895,1.4139564037322998,-1.3204784393310547,0.8459954857826233,0.05271679535508156,0.5534650087356567,1.845116376876831,1.0,0.0,0.0,0.0,0.0
